BRAND-NAME,DOSAGE-FORM,PRODUCER,PRODUCT-IMAGE,LABEL-IMAGE,APPROVAL-DATE,REGISTRATION-NUMBER,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Aniva T30 3971,3.5g Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2456970&GUID=5513DB82-B498-431F-86BC-3FA32937C175),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2456964&GUID=A4693799-F6D7-4499-95FC-EC36AF2E9282),01/11/2018 12:00:00 AM,MMBR.0002934,10.7,<0.1,10.7,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balinica T80 2536,"0.5g Soft Concentrate: 422mg total cannabinoids, =1.69g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2067166&GUID=8B5491CD-ED60-4148-8A7F-51340E49FBC6),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2067126&GUID=3BD9B831-0A13-4964-AFBC-7BC7CA2C10A8),12/07/2016 12:00:00 AM,MMBR.0001629,57.1,23.2,57.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biscay T429 1566,"0.6g Vape Cartridge: 459mg tot. cannabinoids, =1.84g raw flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1842176&GUID=B23BF002-BF6E-4C57-9EFA-DD42630977BF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1842174&GUID=735FD474-CF3C-4F77-8047-55D49FB0E201),05/10/2016 12:00:00 AM,MMBR.0001064,44.8,26.7,44.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS T200 Oral Solution 5423 Mango,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2749029&GUID=114450D3-8165-4247-9C7F-11DBA0476842),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2749027&GUID=B8717A81-C5CB-4E4B-A39A-B4C408DC5EB1),10/12/2018 12:00:00 AM,MMBR.0004222,2.08,0.00,2.08,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EgbridPure T722C75 8088,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3321998&GUID=2D0409BC-9624-4441-A463-2128F499FFB1),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3321994&GUID=0D4B9660-5B60-419B-8DDB-BC6CBC067E46),01/24/2020 12:00:00 AM,MMBR.0006844,71.8,<0.10,71.8,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fioraleve A T25C58 5444 Tincture,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2767519&GUID=0106BC9A-8252-4FF9-8786-D8A929A0D0F2),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2767518&GUID=7E3C8E6D-530A-4FEA-9BE9-F5DF06AC6CF1),10/31/2018 12:00:00 AM,MMBR.0004314,2.54,0.00,2.54,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gruva T19 2998,2.1g Pre-rolls (3pk),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2127106&GUID=6BABBC8E-E197-470D-96A2-33B6E1B33CBA),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2127104&GUID=E6296079-94A3-47C3-AC3A-C2154C664B06),02/07/2017 12:00:00 AM,MMBR.0001804,0.2,19,0.2,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicol C Pure VPen 466 NDC: 5055,Vaporizer Cartridge,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2654483&GUID=95F87A24-273B-4CDA-80D2-9C066549766C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2654481&GUID=0C02E795-804C-4723-9882-2E6187BB5E93),07/19/2018 12:00:00 AM,MMBR.0003755,76.7,3.66,76.7,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquacept50,"10 pills: 610.7mg of cannabinoids total, 61.07 mg/pill - 10pills=2.62g Raw Flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1798254&GUID=B2289EE8-EEEF-4761-8D98-7BD276DB9907),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1798255&GUID=655E0E6F-41DC-4DCD-873D-6968F3E6B5E8),08/05/2015 12:00:00 AM,MMBR.0000383,8.57,1.34,8.57,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol A 1:1 Oral Solution 1x  NDC: 4072,Tincture,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2440879&GUID=A5F41AB0-3CBF-47A1-AC17-479E9F6AD499),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2440877&GUID=4A6C1A88-0F7B-4534-9205-496F85F72F26),12/21/2017 12:00:00 AM,MMBR.0002882,0.6,<0.1,0.6,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:5 250 VPen V2,Vaporizer Cartridge,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2098959&GUID=26AC7CA7-CE0A-4554-8DEF-93A9E876C633),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2098957&GUID=F90D5F9C-DF51-487A-AB9D-49C572FB11A8),01/06/2017 12:00:00 AM,MMBR.0001720,11.1,0.1,11.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol F 1:1 Tablets NDC: 8139,Capsules or pills,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3267168&GUID=AFF3B336-07F6-46EA-9416-D634674FF7E7),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3266059&GUID=E7B304DF-CD60-4745-9CCF-4A527AAEC030),12/13/2019 12:00:00 AM,MMBR.0006610,1.81,<0.10,1.81,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBD24:1 T1C19 4406,2.1g Pre-rolls (3pk),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2479419&GUID=C9B596E6-8413-413D-A1BB-93670EFFF259),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2479311&GUID=9A748C48-C84A-4FE0-9239-C11561E13980),02/05/2018 12:00:00 AM,MMBR.0003029,0.1,0.7,0.1,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citron T26% S 5200,Raw material (flower),CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2687705&GUID=1297AD3B-3A57-47CB-9158-0358FAB89263),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2687704&GUID=4FD15AA7-0430-411F-9B77-EF589367C11D),08/13/2018 12:00:00 AM,MMBR.0003894,0.28,26.10,0.28,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DahnvaPure T899 3280,"1.2mL Vape Refill Syringe: 948.75mg total cannabinoids, 79.06mg/0.1mL, =3.8g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2276336&GUID=14D4E8D4-DCD5-48C3-84E6-E9A137F7C8B5),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2276334&GUID=53B43D43-1892-42EF-9DFE-4C7F3EFC7CD1),07/12/2017 12:00:00 AM,MMBR.0002306,35.1,36.8,35.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicol C Select Grind 31.15 NDC: 6284,Raw material (flower),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2878019&GUID=0D117845-DEDF-45DF-A31E-B606E02254FC),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2878017&GUID=4D508CAE-834A-4F93-A477-97148D5E887B),02/07/2019 12:00:00 AM,MMBR.0004863,0.55,30.6,0.55,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin PAX ERA 365 NDC: 7299,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3138226&GUID=20CDA7CD-FF97-4910-9BAB-D2F0C85ED8FF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3138225&GUID=98163F90-053C-41AB-832F-6E26AA9B1365),09/05/2019 12:00:00 AM,MMBR.0006038,72.8,0.30,72.8,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBD24:1 T1C25 3657,"10 Capsules: 276.9mg total cannabinoids, 27.69mg/pill, =1.11g flower",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2335517&GUID=920847A2-2BB0-4C11-8004-EFD3B5EE1535),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2335515&GUID=C595AB53-3526-4589-A907-493ECFDA1E55),09/14/2017 12:00:00 AM,MMBR.0002520,0.5,<0.1,0.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChurlivaPure T200C1 6689,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3031265&GUID=7FAFDC47-00F9-4B1D-A931-DDE8E5E5233F),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3031261&GUID=E42F507C-1CFD-4484-B73E-98F86BEA9AC8),06/07/2019 12:00:00 AM,MMBR.0005512,74.9,1.35,74.9,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS T235C500 5456 Refill Liquid,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2788093&GUID=F3D7DA23-26B0-4143-89F0-B957C75A3237),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2788092&GUID=30A3E609-E2C8-40C4-BBBD-AF4FAEBE5928),11/19/2018 12:00:00 AM,MMBR.0004449,4.70,0,4.70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS THC Lotion T150 6026,"Topical applications, oils or lotions",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2856029&GUID=21ACEF34-612F-4CFD-90D3-20367AA7E8C2),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2856028&GUID=0FC1C996-BF30-4BDA-8706-6A5111E11EF0),01/23/2019 12:00:00 AM,MMBR.0004757,0.25,0.00,0.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyan C11% T8% CBD 2378,Flower,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1972016&GUID=01986465-05EC-4F1A-9466-DC0341E97ABC),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1972001&GUID=312B1CB5-47C4-4CCA-AFB6-C63BF61E44CF),09/07/2016 12:00:00 AM,MMBR.0001358,0.3,7.9,0.3,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elioraca T23 2996,2.1g Pre-rolls (3pk),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2127068&GUID=AB8ADFDD-48CD-4EA1-9F8C-CCD900AA6E08),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2127066&GUID=FC3CCA1F-AF82-4165-8B84-B503EB002969),02/07/2017 12:00:00 AM,MMBR.0001802,0.4,22.3,0.4,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwyniva T23 3025,3.5g Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2138295&GUID=C545129A-A84A-49D3-A304-DE34C3E6A3BF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2138294&GUID=A00884AE-6B87-4F28-9114-AEA3DC77DA87),02/24/2017 12:00:00 AM,MMBR.0001874,0.1,22.9,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol A Pre Rolls 29.75 NDC: 6304,Cigarettes (pre-rolled cones),ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2881846&GUID=F23BEB5E-E0D1-4CCB-9D2D-7D259C7C2106),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2881845&GUID=C099F143-EA33-425A-8371-53B8E5A669F5),02/13/2019 12:00:00 AM,MMBR.0004897,0.85,28.9,0.85,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C200 Oral Solution 7397 Fruit Punch,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3189129&GUID=6DD1E32E-F6DD-480F-B2B8-46FB0CCB5416),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3189126&GUID=A6190EC8-15E9-4BC4-9CEA-10BEA65CCC43),10/17/2019 12:00:00 AM,MMBR.0006240,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol D 1:1 Pure Oil T364 C394 NDC: 5009,Pure Oil Syringe,ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2629506&GUID=4565AD09-E1CC-489E-AF3F-DCD13756BDCF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2629505&GUID=DB290DC9-8E5B-4803-88D2-5AB11DA5DF7A),06/22/2018 12:00:00 AM,MMBR.0003589,36.4,<0.10,36.4,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depacan Vape,Prefilled Ecig,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1796352&GUID=B5263C92-D063-4B82-9554-B3208ED1AB82),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1796353&GUID=7FB74B24-F3D9-4F0E-813F-9AE1AC696055),09/15/2015 12:00:00 AM,MMBR.0000460,60.00,1.75,60.00,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elioraca T24 4905,3.5g Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2601062&GUID=2D88131A-3AB1-4C3A-A788-B066EC7B4B96),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2601060&GUID=51336F42-053A-4587-9876-21B874EDFBCB),05/29/2018 12:00:00 AM,MMBR.0003487,<0.10,24.0,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eloralix T19 1585,3.5g Flower,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1893021&GUID=97E3B2ED-7E6D-47D2-AC31-D8E96F9DF0C0),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1892953&GUID=119017B7-92E0-436D-9388-491692AA5AE9),06/27/2016 12:00:00 AM,MMBR.0001165,0.7,18.3,0.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcoden T322 6092 DC Pure Vape,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2938993&GUID=183E4C40-9D68-46CB-8381-D028C3BD3CF1),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2938991&GUID=0F99FA07-903A-451A-8493-13A4F880E411),03/29/2019 12:00:00 AM,MMBR.0005154,23.35,41.04,23.35,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol DE SH 79.74 NDC: 8296,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3370867&GUID=1947993E-3BB7-4A43-880B-689250072AAB),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3370866&GUID=3204C931-BCC1-4621-B829-9DC9B79DB1E1),03/02/2020 12:00:00 AM,MMBR.0007085,3.68,76.06,3.68,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicol C SH 90.50 NDC: 6907,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3007711&GUID=5D7C3039-DC5F-49EB-97CA-2FE60082785C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3007709&GUID=211E5C0F-78D2-4C66-8F52-1DF2A189E2EC),05/23/2019 12:00:00 AM,MMBR.0005455,4.71,85.79,4.71,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin S Pure Rythm Disposable Vape T229 NDC: 8748,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3444979&GUID=B72212E7-A7E7-4C91-AAFE-C6322572F5D0),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3444977&GUID=72ABCCE2-F434-4B28-8F4C-89E811657516),04/28/2020 12:00:00 AM,MMBR.0007442,76.60,0,76.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChurlivaPure T350C2 6688,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3031236&GUID=A8034329-F618-4163-9D8F-C66DF8DADEFF),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3031235&GUID=B8B5D593-F4F8-49EE-886E-799D998A29B4),06/07/2019 12:00:00 AM,MMBR.0005517,74.9,1.35,74.9,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear T88% RD 7479,"Extracts, sprays, tinctures or oils",CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3223314&GUID=CA3E5FD8-47F9-44E0-A2A8-D6F5F928AA16),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3223313&GUID=B36120C3-D45D-42C0-A76A-6C8378CC832A),11/13/2019 12:00:00 AM,MMBR.0006370,87.93,0,87.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS C100 TAB 4779,Capsules or pills,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2688639&GUID=C9CD774E-7844-417D-9F68-BFCDE65E9440),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2688638&GUID=1F24CBCE-226C-4AC9-9D67-E92297A591FD),08/14/2018 12:00:00 AM,MMBR.0003918,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPS C100 Tab 5427,Capsules or pills,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2748941&GUID=FADDEB3E-1731-4F50-AB5F-24A51515D026),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2748940&GUID=EB7DBA55-90C9-487B-942D-1693C52A98A4),10/12/2018 12:00:00 AM,MMBR.0004216,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fioraden A T46 1271 CK,CK (Concentrate Kief - for registration info only),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1772954&GUID=07F51C54-1960-47AA-B6CB-4E2CAD188CF6),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=1772955&GUID=5A2ECBEC-E7DA-4364-9CF0-2A3DEE225A23),04/07/2016 12:00:00 AM,MMBR.0000948,4.22,41.6,4.22,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH Red C16% T10% CBD 3411,Flower,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2250913&GUID=A9D3E0BF-5FDD-42B3-8B2F-F2737B927825),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2250912&GUID=DEF70076-D531-44D3-83FE-BE949E54BC9F),06/15/2017 12:00:00 AM,MMBR.0002224,0.26,9.45,0.26,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybridol J Pure VPen 308 NDC: 7644,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3160960&GUID=29500BE0-F776-46C0-8870-650823453320),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3160959&GUID=6BA5095A-F83C-46DE-95D2-CBC71EDB6EE4),09/27/2019 12:00:00 AM,MMBR.0006135,77.08,<0.1,77.08,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicol C VPen 225 NDC: 6281,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2877986&GUID=69624670-4DC6-4F42-8FD7-9032BC6EB7A3),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2877985&GUID=04EE8E07-8BD1-4686-B3AF-97F625D7F6AB),02/07/2019 12:00:00 AM,MMBR.0004855,57.8,1.38,57.8,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sativarin S Pure Rythm VPen 383 NDC: 8754,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3445075&GUID=FDD913EE-6B9E-414A-8B11-004871C3EDA5),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3445074&GUID=8772093D-B80C-4C69-828B-C6EF21EE3442),04/28/2020 12:00:00 AM,MMBR.0007440,76.60,0,76.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citron T26% S 5201,Raw material (flower),CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2685966&GUID=63CDCEF5-FF36-4AF1-BDEC-64C3D2429593),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=2685961&GUID=9FFD2845-D339-4B7B-9F78-0908AF45B88B),08/13/2018 12:00:00 AM,MMBR.0003886,0.28,26.10,0.28,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
