PermitID,PermitApplication,FullPermitNo,FullApplicationNo,ApplicationDate,IssueDate,PermitFromDate,PermitToDate,ApplicationTypeName,ApplicationTypeOther,OldPermitNo,OldExpirationDate,OldGrossVehicleWeight,PermitServiceCompany,PermitteeCompany,IndustryTypeName,IndustryTypeOther,LeaseCompanyName,LeaseExpirationDate,Year,Make,Model,State,CDNo,SerialNo,ManufacturerGVWR,RegisteredGVWR,VehicleType,VehicleTypeOther,PermitType,OverallWidth,OverallLength,OverallHeight,TotalNoOfAxle,WheelBase,LoadInDescription,LoadInWidth,LoadInHeight,LoadInLength,LoadInWeight,LoadOutDescription,LoadOutWidth,LoadOutHeight,LoadOutLength,LoadOutWeight,SteeringWeight,SteeringNoOfTires,SteeringLoadRating,Axle2Weight,Axle2Space,Axle2NoOfTires,Axle2LoadRating,Axle3Weight,Axle3Space,Axle3NoOfTires,Axle3LoadRating,Axle4Weight,Axle4Space,Axle4NoOfTires,Axle4LoadRating,Axle5Weight,Axle5Space,Axle5NoOfTires,Axle5LoadRating,Axle6Weight,Axle6Space,Axle6NoOfTires,Axle6LoadRating,Axle7Weight,Axle7Space,Axle7NoOfTires,Axle7LoadRating,Axle8Weight,Axle8Space,Axle8NoOfTires,Axle8LoadRating,Axle9Weight,Axle9Space,Axle9NoOfTires,Axle9LoadRating,Axle10Weight,Axle10Space,Axle10NoOfTires,Axle10LoadRating,Axle11Weight,Axle11Space,Axle11NoOfTires,Axle11LoadRating
3810,Crane,BMXX-2015625-558,DEC-2015611-649,06/11/2015 03:51:26 PM,06/25/2015 04:06:51 PM,06/25/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2007,VOLVO,CORMACH 30000 WB 80-03,NY,0000,790603,60000,,,,,8.06,36,12.10,4,27.11,,,,,,,,,,,18000,,,18000,18,,,18000,4.10,,,6000,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6238,Overweight,E41K-201769-547,Sca-2017517-346,05/17/2017 11:41:51 AM,06/09/2017 04:43:53 PM,06/09/2017 12:00:00 AM,05/31/2018 12:00:00 AM,Renewal,,L8F2-201669-443,05/18/2017 12:00:00 AM,76740,"Scaccia & Son's Leasing Co., Inc.",,Cement,,,,2007,WESTERN STAR,,,,,76740,76740,Cement Truck,,"Type 2, 3 to 4 axles",8,34.03,12.07,3,21.08,,,,,,,,,,,18740,2,20000,29000,16.10,4,22220,29000,4.10,4,22220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5694,Crane,WZ8O-2017124-185,Bay-20161130-966,11/30/2016 12:50:46 PM,01/24/2017 12:48:57 PM,01/24/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2001,TADANO,TR450,NY,3070,540307,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579,Crane,QGZG-20151211-1132,Gal1-2015124-1328,12/04/2015 09:40:40 AM,12/11/2015 02:49:22 PM,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Galasso Trucking & Rigging Inc.,,Special Hauling,,,,2013,Terex/Demag,AC 40 City,NY,4492,70972,69000,,,,,8.04,28.01,10.05,3,13.10,,,,,,,,,,,19000,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,Overweight,EVWI-2014111-1039,con-2014918-961,09/18/2014 11:14:22 AM,11/01/2014 04:06:18 PM,11/01/2014 12:00:00 AM,10/31/2015 12:00:00 AM,Other,,qjun-201342-359,,,consolidated edison co. inc.,,Other,,,,2007,am/la,,,,,65400,65400,Other Single,tank,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,20000,2,10000,22700,13.03,4,5675,22700,4.10,4,5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,Crane,I3JF-2016126-145,Bay-20151214-1376,12/14/2015 10:32:27 AM,01/26/2016 02:28:21 PM,01/26/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2005,TADANO,TR450,NY,3566,540386,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5712,Crane,AWL9-2017126-202,Bay-20161130-984,11/30/2016 01:10:21 PM,01/26/2017 11:56:09 AM,01/26/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2007,TADANO,TR450,NY,3755,540443,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6791,Crane,LMWS-2018111-38,TRI1-201812-1,01/02/2018 10:20:08 AM,01/11/2018 03:03:44 PM,01/12/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,TRI STATE LUMBER LTD,,Special Hauling,,,,2015,KENWORTH,Cormach 3000,NY,0000,0000,86000,,,,,8.06,45.10,13.06,4,30.04,,,,,,,,,,,20000,,,20000,20.08,,,23000,4.10,,,23000,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,Crane,Z9L7-2016321-275,THE-2016321-294,03/21/2016 09:55:42 AM,03/21/2016 02:39:51 PM,03/21/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,THE PRINCE LUMBER CO INC.,,Special Hauling,,,,2016,WESTERN STAR,4700SB,NJ,0000,3803-5238,80000,,,,,8.06,40.04,13.08,4,31.10,,,,,,,,,,,20000,,,20000,20.07,,,20000,4.07,,,20000,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,Crane,O6W4-2015411-328,Bay-20141215-1377,12/15/2014 08:48:23 AM,04/11/2015 09:10:48 PM,04/11/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2004,TADANO,TR450,NY,3475,540366,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,Crane,LMWS-2018111-27,DEC-20171212-837,12/12/2017 08:41:49 AM,01/11/2018 02:44:02 PM,01/12/2018 12:00:00 AM,07/31/2018 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2016,FREIG,SD4,NY,0000,50000 WB 95,76250,,,,,8.05,42.10,13.03,4,26.10,,,,,,,,,,,20000,,,20000,18,,,18125,4.05,,,18125,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,Overweight,JI74-20161021-768,55--2016920-699,09/20/2016 11:32:30 AM,10/21/2016 11:17:18 AM,10/21/2016 12:00:00 AM,09/30/2017 12:00:00 AM,Renewal,,uaxw-201618-23,09/30/2016 12:00:00 AM,63000,PETROLEUM HEAT & POWER Co Inc,,Other,PETROLEUM HEAT & POWER INC,,,1988,MACK,,,,,63000,63000,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",7.10,31,9.02,3,19.04,,,,,,,,,,,18000,2,9040,22500,18.01,4,8800,22500,1.03,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,Crane,WZZK-20151117-967,con1-2015113-1240,11/03/2015 04:41:00 PM,11/17/2015 01:34:24 PM,11/17/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2013,liebherr,1055-3.2,NY,4525,085250,79200,,,,,8.04,37.03,12.04,3,15.03,,,,,,,,,,,26400,,,26400,9.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,Overweight,QW9G-20141217-1257,MES-2014923-1013,09/23/2014 11:25:02 AM,12/17/2014 05:13:24 PM,12/17/2014 12:00:00 AM,09/30/2015 12:00:00 AM,Renewal,,DZLN-20131029-896,09/30/2014 12:00:00 AM,78000,MESSINA ASPHALT CORP,,Construction,,,,1989,MACK,,,,,80000,78000,Dump Truck,,"Type 2, 3 to 4 axles",7.10,20.04,9.10,3,18.06,,,,,,,,,,,18000,2,9300,29500,13.11,4,7130,29500,4.07,4,7130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5286,Overweight,MSFH-2016715-612,Amb-2016623-558,06/23/2016 02:36:36 PM,07/15/2016 01:10:41 PM,08/01/2016 12:00:00 AM,07/31/2017 12:00:00 AM,Renewal,,GMEJ-2015722-647,07/31/2016 12:00:00 AM,76000,Ambassador Fuel  & Oil Burner Corp,,Other,fuel and oil co,,,1989,Mack,,,,,76000,76000,Other Single,TANK,"Type 2, 3 to 4 axles",8,34.09,10,3,22.10,,,,,,,,,,,18000,2,9000,29000,18.03,4,7250,29000,4.07,4,7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,Overweight,HMQ7-2014117-1152,Cou-2014108-1091,10/08/2014 11:31:04 AM,11/07/2014 03:16:10 PM,11/07/2014 12:00:00 AM,09/30/2015 12:00:00 AM,Renewal,,DZLN-20131029-899,09/30/2014 12:00:00 AM,79000,Cousins Contracting Inc,,Construction,,,,1986,Mack,,,,,79000,79000,Dump Truck,,"Type 2, 3 to 4 axles",7.11,26.02,10,3,17.06,,,,,,,,,,,20000,2,10000,29500,12.10,4,8100,29500,4.08,4,8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,Overweight,PMHA-20151019-880,Mas1-2015101-975,10/01/2015 03:51:37 PM,10/19/2015 04:57:31 PM,10/19/2015 12:00:00 AM,09/30/2016 12:00:00 AM,Renewal,,X7BE-2014109-975,,,Maspeth Avenue Operating Corp.,,Cement,,,,1997,Crane Carrier,,,,,85000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,32.05,12.02,3,17.06,,,,,,,,,,,20000,2,9920,29500,12.10,4,8820,29500,4.08,4,8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603,Overweight,JH59-20171115-916,PET-20171113-711,11/13/2017 09:29:16 AM,11/15/2017 05:16:37 PM,11/15/2017 12:00:00 AM,10/31/2018 12:00:00 AM,Renewal,,gzgc-20161122-843,10/31/2017 12:00:00 AM,62000,PETRO INC,,Other,,,,1990,MACK,,,,,62000,62000,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",7.10,31.01,9.02,3,22.07,,,,,,,,,,,18000,2,9095,22000,18.01,4,6170,22000,4.06,4,6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,Overweight,EGHI-201533-57,Cop-2015122-103,01/22/2015 12:39:02 PM,03/03/2015 04:48:01 PM,03/03/2015 12:00:00 AM,02/28/2016 12:00:00 AM,Renewal,,GR84-2014422-432,02/28/2015 12:00:00 AM,57980,Coppola Paving & Landscaping Inc,,Construction,,,,1988,MACK,,,,,68000,65280,Dump Truck,,"Type 2, 3 to 4 axles",7.06,24.11,9.10,3,19.01,,,,,,,,,,,12860,2,7660,22560,14.06,4,6720,22560,4.07,4,6720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,Overweight,TMFM-2015819-751,Mas1-201584-803,08/04/2015 04:02:35 PM,08/19/2015 05:33:38 PM,08/19/2015 12:00:00 AM,07/31/2016 12:00:00 AM,Renewal,,GPQZ-201482-866,,,Maspeth Avenue Operating Corp.,,Cement,,,,1999,Crane Carrier,,,,,85000,49500,Cement Truck,,"Type 2, 3 to 4 axles",8,30.05,12.02,3,13,,,,,,,,,,,20000,2,9920,29500,12.10,4,8820,29500,0.02,4,8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,Crane,JX5O-2016627-517,TRI1-2016614-539,06/14/2016 01:00:06 PM,06/27/2016 05:28:13 PM,06/27/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,TRI STATE LUMBER LTD,,Special Hauling,,,,2014,FREIGHTLINER,CORMACH 3000,NY,0000,0000,86000,,,,,8.06,43.10,13.06,4,31.06,,,,,,,,,,,20000,,,23000,20.08,,,23000,4.07,,,20000,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,Crane,MA7R-201619-69,Bay-20151214-1361,12/14/2015 09:41:46 AM,01/09/2016 02:52:39 PM,01/09/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2001,TADANO,TR450,NY,3070,540307,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,Overweight,F4JX-20171114-879,con-2017104-571,10/04/2017 05:31:06 PM,11/14/2017 11:15:48 AM,11/14/2017 12:00:00 AM,10/31/2018 12:00:00 AM,Renewal,,AOBH-2017113-51,,,consolidated edison co. inc.,,Other,,,,2009,freghtliner,,,,,64000,64000,Other Single,utility,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,18000,2,9000,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,Crane,RN6R-2017120-155,Bay-20161130-940,11/30/2016 12:12:08 PM,01/20/2017 05:18:54 PM,01/20/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2008,DEMAG,AC55,NY,4005,15087,79366,,,,,8.10,25.05,11,3,13.10,,,,,,,,,,,26500,,,26500,8.05,,,26366,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,Crane,RDLZ-2016829-682,CRA1-2015821-873,08/21/2015 03:18:19 PM,08/29/2016 04:27:59 PM,08/29/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,CRANES EXPRESS INC.,,Special Hauling,,,,2015,LIEBHERR,LTM1100-4.2,NY,4715,064015,105600,,,,,9.06,42.03,13.01,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484,Overweight,P7X6-20171024-765,con-2017109-592,10/09/2017 08:04:57 AM,10/24/2017 04:25:08 PM,11/01/2017 12:00:00 AM,10/31/2018 12:00:00 AM,Renewal,,AOBH-2017113-56,,,consolidated edison co. inc.,,Other,,,,2010,freightliner,,,,,64000,64000,Other Single,utility,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,18000,2,9000,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5678,Crane,MFPI-2017123-170,Bay-20161130-950,11/30/2016 12:30:59 PM,01/23/2017 12:14:43 PM,01/23/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2003,TADANO,TR450XL-4,NY,3298,540332,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642,Crane,S93X-20171227-977,Bay-20171129-750,11/29/2017 12:18:52 PM,12/27/2017 11:02:10 AM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2015,Liebherr,LTM1100,NY,4738,064231,105600,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5680,Crane,MFPI-2017123-172,Bay-20161130-952,11/30/2016 12:32:36 PM,01/23/2017 12:21:25 PM,01/23/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2007,TADANO,TR450,NY,3703,540430,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,Crane,KYZB-2014717-835,TRI1-2014717-771,07/17/2014 10:30:36 AM,07/17/2014 10:33:42 AM,07/17/2014 12:00:00 AM,12/31/2014 12:00:00 AM,,,,,,TRI STATE LUMBER LTD,,Special Hauling,,,,2014,FREIGHTLINER,CORMACH 30000,NY,0000,0000,86000,,,,,8.06,43.10,13.06,4,31.06,,,,,,,,,,,20000,,,23000,20.08,,,23000,4.07,,,20000,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6498,Overweight,P7X6-20171024-778,con-2017109-606,10/09/2017 09:57:52 AM,10/24/2017 04:47:10 PM,11/01/2017 12:00:00 AM,10/31/2018 12:00:00 AM,Renewal,,AOBH-2017113-57,,,consolidated edison co. inc.,,Other,,,,2012,freightliner,,,,,64000,64000,Other Single,utility,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,18000,2,9000,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662,Crane,S93X-20171227-996,Bay-20171129-770,11/29/2017 01:44:22 PM,12/27/2017 03:22:20 PM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2001,TADANO,TR450,NY,3070,540307,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,Crane,MA7R-201619-77,Bay-20151214-1369,12/14/2015 10:22:02 AM,01/09/2016 03:02:24 PM,01/09/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2003,TADANO,TR450,NY,3328,540334,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,Crane,S93X-20171227-976,Bay-20171129-749,11/29/2017 12:14:44 PM,12/27/2017 11:01:24 AM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2011,Liebherr,LTM1100,NY,4737,064221,105600,,,,,9,44.04,13.01,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571,Crane,E231-2016520-411,DEC-2015121-1320,12/01/2015 02:55:57 PM,05/20/2016 05:09:38 PM,05/20/2016 12:00:00 AM,06/30/2016 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2007,VOLVO,CORMACH 30000 WB 80-03,NY,0000,790603,80000,,,,,8.06,42.10,12.10,4,26.10,,,,,,,,,,,20000,,,18000,18,,,21000,4.05,,,21000,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,Crane,W946-2015410-285,Bay-2014125-1261,12/05/2014 10:16:50 AM,04/10/2015 12:50:02 PM,04/10/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2003,DEMAG,AC40,NY,3416,70534,69974,,,,,8.04,23.03,10.05,3,13.10,,,,,,,,,,,19974,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5756,Crane,E5UZ-201736-320,Gal1-20161212-1028,12/12/2016 11:15:25 AM,03/06/2017 05:20:33 PM,03/06/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Galasso Trucking & Rigging Inc.,,Special Hauling,,,,2013,Terex/Demag,AC 40 City,NY,4492,70972,69000,,,,,8.04,28.01,10.05,3,13.10,,,,,,,,,,,19000,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,Crane,KD5U-2017927-713,Joh3-2017518-347,05/18/2017 11:43:19 AM,09/27/2017 11:02:28 AM,09/27/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,John J. Gall Crane Service Inc.,,Special Hauling,,,,2003,DEMAG,AC-40,NY,4540,70470,70470,,,,,8.04,28.01,10.05,3,13.10,,,,,,,,,,,20470,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,Crane,MFPI-2017123-165,Bay-20161130-945,11/30/2016 12:20:54 PM,01/23/2017 11:57:49 AM,01/23/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2011,LIEBHERR,LTM1100,NY,4346,063907,105600,,,,,9,44.04,13.01,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,Crane,S93X-20171227-974,Bay-20171129-746,11/29/2017 11:55:22 AM,12/27/2017 10:58:59 AM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2011,LIEBHERR,LTM1100,NY,4345,063924,105600,,,,,9,44.04,13.01,4,18.08,,,,,,,,,,,26400,,,26400,5.05,,,26400,7.10,,,26400,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3996,Overweight,AZI4-2015818-744,PET-2015810-835,08/10/2015 10:42:36 AM,08/18/2015 05:40:35 PM,09/01/2015 12:00:00 AM,08/31/2016 12:00:00 AM,Renewal,,wixl-20141223-1310,08/31/2015 12:00:00 AM,63420,PETRO INC,,Other,,,,1985,MACK,,,,,68000,68000,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",7.10,31.01,9.02,3,21.03,,,,,,,,,,,14060,2,7660,24680,16.06,4,7660,24680,4.09,4,7660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,Overweight,B2GR-20151122-1062,con-2015112-1177,11/02/2015 09:49:43 AM,11/22/2015 06:20:11 PM,11/22/2015 12:00:00 AM,10/31/2016 12:00:00 AM,Renewal,,EVWI-2014111-1074,,,consolidated edison co. inc.,,Other,,,,2010,freightliner,,,,,64000,64000,Other Single,utility,"Type 2, 3 to 4 axles",8,34,12,3,18.01,,,,,,,,,,,18000,2,9000,23000,13.03,4,5750,23000,4.10,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686,Crane,S93X-20171227-1020,Bay-2017124-794,12/04/2017 09:27:40 AM,12/27/2017 04:07:41 PM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2007,TADANO,TR450,NY,3755,540443,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,Crane,CZ47-2015420-371,New1-2015116-82,01/16/2015 04:42:59 PM,04/20/2015 05:33:52 PM,04/20/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,New York Crane & Equipment,,Special Hauling,,,,2008,STERLING,M38124-HL,NY,4259,149405,73200,,,,,7.02,37.10,12.03,3,24.08,,,,,,,,,,,15000,,,29100,20.02,,,29100,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,Overweight,WIXL-20141223-1310,PET-2014101-1065,10/01/2014 11:02:59 AM,12/23/2014 11:49:26 AM,12/23/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,PI6W20131028879,08/31/2014 12:00:00 AM,63420,PETRO INC,,Other,,,,1985,MACK,,,,,68000,68000,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",7.10,31.01,9.02,3,21.03,,,,,,,,,,,14060,2,7660,24680,16.06,4,7660,24680,4.09,4,7660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,Crane,WZZK-20151117-964,Bay1-20151030-1158,10/30/2015 10:10:55 AM,11/17/2015 01:26:04 PM,11/17/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service of L.I,,Special Hauling,,,,2015,TADANO,GR-500XL,NY,4746,541298,69840,,,,,9.10,42.10,12.03,2,12.06,,,,,,,,,,,39590,,,30250,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,Overweight,UAXW-201618-31,PET-20151124-1293,11/24/2015 08:08:18 AM,01/08/2016 11:01:12 AM,01/08/2016 12:00:00 AM,10/31/2016 12:00:00 AM,Renewal,,hmq7-2014117-1159,10/31/2015 12:00:00 AM,62000,PETRO INC,,Other,,,,1989,MACK,,,,,62000,62000,Other Single,tank truck,"Type 2, 3 to 4 axles",7.10,31.01,9.02,3,22.07,,,,,,,,,,,18000,2,9095,22000,18.01,4,6170,22000,4.06,4,6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,Overweight,HMQ7-2014117-1138,55--2014924-1019,09/24/2014 08:51:12 AM,11/07/2014 02:37:59 PM,11/07/2014 12:00:00 AM,09/30/2015 12:00:00 AM,Renewal,,ZLJP-2014410-423,09/30/2014 12:00:00 AM,63000,PETROLEUM HEAT & POWER Co Inc,,Other,PETROLEUM HEAT & POWER INC,,,1988,MACK,,,,,63000,63000,Other Single,TANK TRUCK,"Type 2, 3 to 4 axles",7.10,31,9.02,3,19.04,,,,,,,,,,,18000,2,9040,22500,18.01,4,8800,22500,1.03,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,Crane,S93X-20171227-986,Bay-20171129-759,11/29/2017 12:26:38 PM,12/27/2017 11:08:13 AM,01/01/2018 12:00:00 AM,12/31/2018 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2015,Tadano,GR-500XL,NY,4744,541313,69840,,,,,9.10,42.10,12.03,2,12.06,,,,,,,,,,,39590,,,30250,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6843,Crane,LMWS-2018111-30,DEC-2018111-53,01/11/2018 02:49:37 PM,01/11/2018 02:50:48 PM,01/12/2018 12:00:00 AM,06/30/2018 12:00:00 AM,,,,,,DECORAMA BUILDING & PLUMBING SUPPLY INC.,,Special Hauling,,,,2007,VOLVO,CORMACH 30000 WB 80-03,NY,0000,790603,80000,,,,,8.06,42.10,12.10,4,26.10,,,,,,,,,,,20000,,,18000,18,,,21000,4.05,,,21000,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,Crane,X1W2-20151231-1143,TRI1-2015128-1351,12/08/2015 10:03:24 AM,12/31/2015 09:35:23 AM,01/01/2016 12:00:00 AM,06/30/2016 12:00:00 AM,,,,,,TRI STATE LUMBER LTD,,Special Hauling,,,,2014,KENWORTH,Cormach 3000,NY,0000,0000,86000,,,,,8.06,43.10,13.06,4,31.06,,,,,,,,,,,20000,,,23000,20.08,,,23000,4.07,,,20000,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7092,Overweight,FZ6T-2018625-331,Amb-2018613-302,06/13/2018 10:08:47 AM,06/25/2018 11:35:16 AM,08/01/2018 12:00:00 AM,07/31/2019 12:00:00 AM,Renewal,,POB1-2017711-602,07/31/2018 12:00:00 AM,76000,Ambassador Fuel  & Oil Burner Corp,,Other,fuel and oil co,,,1989,Mack,,,,,76000,76000,Other Single,TANK,"Type 2, 3 to 4 axles",8,34.09,10,3,22.10,,,,,,,,,,,18000,2,9000,29000,18.03,4,7250,29000,4.07,4,7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
