id,Year,Employer_Name,Employer_Email,Employer_Phone,Employer_Address,Employer_City,Employer_State,Employer_Zip,Employer_Country,compensation,expenditures,agg_contrib,ballot_prop,entertain,vendor,expert_retain,inform_material,lobbying_comm,ie_in_support,itemized_exp,other_l3_exp,political,corr_compensation,corr_expend,total_exp,l3_nid,employer_nid
48605-2018,2018,Tacoma/Pierce County Habitat for Humanity,dhodel@tpc-habitat.org,2536275626,4824 South Tacoma Way,Tacoma,WA,98409,US,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,52966,48605
42556-2018,2018,Patients for Affordable Drugs Now,lucy@p4adnow.org,2027347555,1875 K St NW,Washington,DC,20006,US,925.00,1824.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2749.06,50746,42556
16528-2016,2016,ALLIANCE OF WESTERN ENERGY CONSUMERS,JCARR@AWEC.SOLUTIONS,(971) 544-7169,818 SW 3RD AVE #266,PORTLAND,OR,97204,US,87000.00,1922.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,93922.44,29755,16528
16528-2017,2017,ALLIANCE OF WESTERN ENERGY CONSUMERS,JCARR@AWEC.SOLUTIONS,(971) 544-7169,818 SW 3RD AVE #266,PORTLAND,OR,97204,US,87600.00,2076.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89676.75,40082,16528
17180-2019,2019,WA RETAIL ASSN,rsunde@retailassociation.org,(360) 943-9198,PO Box 2227,Olympia,WA,98507-2227,US,243592.00,2859.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,246451.21,63800,17180
28230-2017,2017,UA Plumbers and Steamfitters Local 598,randy@ua598.org,5095451446,1328 N. Rd 28,Pasco,WA,99301,US,52233.51,4899.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57132.93,38064,28230
17225-2018,2018,WASTE CONNECTIONS INC,LynsieB@WCNX.ORG,(253) 896-3282,4822 70TH AVE E,FIFE,WA,98424,US,12750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12750.00,53915,17225
29581-2017,2017,San Juan Sun Grown LLC,dmrice@gmail.com,,621 E Edgemont Drive,Wenatchee,WA,98801,US,22000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22000.00,43359,29581
16851-2018,2018,Community Employment Alliance,astuart@communityemploymentalliance.org,3605613301,PO Box 23695,Federal Way,WA,98093,US,14402.83,6664.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21066.83,52661,16851
16301-2019,2019,CITY OF OMAK,deputyclerk@omakcity.com,(509) 826-1170,PO BOX 72,OMAK,WA,98841,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16301
16564-2019,2019,JOINT COUNCIL OF TEAMSTERS #28,DIANA@JC28.ORG,(206) 441-7470,14675 INTERURBAN AVE S STE 301,TUKWILA,WA,98168,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137628.60,0.00,0.00,137628.60,63532,16564
16386-2018,2018,DENTA QUEST,kristin.laroche@improvingoralhealth.com,(617) 886-1458,465 MEDFORD ST,BOSTON,MA,02129,US,71641.79,83.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8800.00,0.00,0.00,0.00,80525.00,62816,16386
17001-2018,2018,Uber Technologies Inc and Affiliates,daviswhite@uber.com,(415) 842-3500,1455 MARKET ST,SAN FRANCISCO,CA,94103,US,159508.54,10377.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162217.24,52357,17001
23606-2017,2017,BIG BROTHERS BIG SISTERS,jill@swwabigs.org,3609430409,2424 Heritage Court SW,OLYMPIA,WA,98502,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,23606
17297-2016,2016,WELLSPRING FAMILY SERVICES,bjonas@wellspringfs.org,(206) 903-2311,1900 RAINIER AVE S,SEATTLE,WA,98144,US,11000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,0.00,11000.00,29674,17297
17297-2017,2017,WELLSPRING FAMILY SERVICES,bjonas@wellspringfs.org,(206) 903-2311,1900 RAINIER AVE S,SEATTLE,WA,98144,US,12900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12900.00,43447,17297
16301-2020,2020,CITY OF OMAK,deputyclerk@omakcity.com,(509) 826-1170,PO BOX 72,OMAK,WA,98841,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16301
16344-2017,2017,COMCAST CABLE COMMUNICATIONS,jmannion@skadden.com,(425) 741-5750,15815 25TH AVE W,LYNNWOOD,WA,98087,US,124930.45,133591.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,258521.54,41721,16344
17318-2017,2017,Oath and Other Various Subsidiaries,jbruck@perkinscoie.com,(202) 654-6376,"1750 Pennsylvania Avenue, NW",Washington,DC,20006,US,35000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35000.00,43353,17318
16301-2017,2017,CITY OF OMAK,deputyclerk@omakcity.com,(509) 826-1170,PO BOX 72,OMAK,WA,98841,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16301
16906-2016,2016,SERVICE EMPLOYEES INTL UNION - STATE COUNCIL,TORII@SEIUWA.ORG,(206) 441-0202,3161 ELLIOTT AVE STE 300,SEATTLE,WA,98121,US,0.00,2171000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2171000.00,30451,16906
17001-2016,2016,Uber Technologies Inc and Affiliates,daviswhite@uber.com,(415) 842-3500,1455 MARKET ST,SAN FRANCISCO,CA,94103,US,150577.00,298.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150875.56,30556,17001
17001-2017,2017,Uber Technologies Inc and Affiliates,daviswhite@uber.com,(415) 842-3500,1455 MARKET ST,SAN FRANCISCO,CA,94103,US,159456.64,8206.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167663.38,40814,17001
16906-2017,2017,SERVICE EMPLOYEES INTL UNION - STATE COUNCIL,TORII@SEIUWA.ORG,(206) 441-0202,3161 ELLIOTT AVE STE 300,SEATTLE,WA,98121,US,0.00,272500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272500.00,40444,16906
17199-2016,2016,WA TRUCKING ASSN,AMANDA@WATRUCKING.ORG,(253) 838-1650,2102 CARRIAGE DR SW BLDG F,OLYMPIA,WA,985021049,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17199
17199-2017,2017,WA TRUCKING ASSN,AMANDA@WATRUCKING.ORG,(253) 838-1650,2102 CARRIAGE DR SW BLDG F,OLYMPIA,WA,985021049,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17199
16851-2016,2016,Community Employment Alliance,astuart@communityemploymentalliance.org,3605613301,PO Box 23695,Federal Way,WA,98093,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,674.05,0.00,0.00,0.00,0.00,0.00,12240.00,0.00,674.05,29136,16851
16851-2017,2017,Community Employment Alliance,astuart@communityemploymentalliance.org,3605613301,PO Box 23695,Federal Way,WA,98093,US,11511.00,173.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11684.51,39084,16851
17043-2019,2019,WA APARTMENT ASSN,ERRIN@LANDLORDLAWGROUPLLC.COM,(425) 353-0500,PO BOX 2188,EVERETT,WA,98213,US,53331.54,8069.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61401.28,64168,17043
16528-2018,2018,ALLIANCE OF WESTERN ENERGY CONSUMERS,JCARR@AWEC.SOLUTIONS,(971) 544-7169,818 SW 3RD AVE #266,PORTLAND,OR,97204,US,114600.00,1101.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115701.74,51259,16528
23606-2018,2018,BIG BROTHERS BIG SISTERS,jill@swwabigs.org,3609430409,2424 Heritage Court SW,OLYMPIA,WA,98502,US,50004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50004.00,52431,23606
17297-2018,2018,WELLSPRING FAMILY SERVICES,bjonas@wellspringfs.org,(206) 903-2311,1900 RAINIER AVE S,SEATTLE,WA,98144,US,13800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13800.00,52651,17297
23606-2019,2019,BIG BROTHERS BIG SISTERS,jill@swwabigs.org,3609430409,2424 Heritage Court SW,OLYMPIA,WA,98502,US,50004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50004.00,64688,23606
16471-2018,2018,GILEAD SCIENCES INC,ccastro@multistate.us,(360) 943-3465,333 LAKESIDE DR,FOSTER CITY,CA,94404,US,48500.00,1312.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49812.16,52414,16471
16471-2016,2016,GILEAD SCIENCES INC,ccastro@multistate.us,(360) 943-3465,333 LAKESIDE DR,FOSTER CITY,CA,94404,US,48000.00,2359.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50359.93,30523,16471
16471-2017,2017,GILEAD SCIENCES INC,ccastro@multistate.us,(360) 943-3465,333 LAKESIDE DR,FOSTER CITY,CA,94404,US,48000.00,1431.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49431.64,40830,16471
45732-2018,2018,Columbia Riverkeeper,acasia@columbiariverkeeper.org,5413999119,407 Portway Ave.,Hood River,OR,97031,US,312.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363.98,0.00,312.99,52104,45732
41058-2017,2017,Plumbing-Heating-Cooling Contractors of Washington,kthaut@phccwa.org,2534057128,3903 SW Hudson Street,Seattle,WA,98146,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45293,41058
47025-2018,2018,City of Sammamish,msugg@sammamish.us,,801 228th Ave. SE,Sammamish,WA,98075,US,15733.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15733.33,52605,47025
16859-2018,2018,RETIRED PUBLIC EMPLOYEES COUNCIL OF WA,DEB@RPECWA.ORG,(360) 352-8262,906 COLUMBIA ST SW STE 501,OLYMPIA,WA,985011240,US,37500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37350.00,0.00,37500.00,51196,16859
16980-2016,2016,Marathon Petroleum Corporation and its Subsidaries,andeavor@nmgovlaw.com,(415) 389-6800,"c/o 2350 Kerner Blvd., Ste. 250",San Rafael,CA,94901,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16980
16709-2016,2016,Northwest Health Law Advocates,janet@nohla.org,2063256464,"101 Yesler Way, Suite 300",Seattle,WA,98104,US,9550.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,494.64,0.00,9550.37,31054,16709
17014-2018,2018,UNITED SCHOOLS INSURANCE PROGRAM,JBATES@CHOOSECLEAR.COM,(509) 754-2027,451 DIAMOND DR,EPHRATA,WA,98823,US,6930.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5670.00,0.00,6930.00,51191,17014
17134-2018,2018,CONSUMER FIREWORKS SAFETY ASSN,elrod.jerry@outlook.com,(253) 922-0800,16526 SHORE DR NE,LAKE FOREST PARK,WA,981555631,US,145000.00,11447.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145000.00,11447.11,11447.11,51188,17134
16483-2016,2016,GREATER SEATTLE CHAMBER OF COMMERCE,ACCOUNTING@SEATTLECHAMBER.COM,(206) 389-7200,1301 5TH AVE STE 1500,SEATTLE,WA,98101-2611,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56535.00,0.00,0.00,0.00,0.00,56535.00,30581,16483
16885-2018,2018,SCIENTIFIC GAMES CORPORATION,NMILLER@MULTISTATE.COM,(678) 624-4028,6601 Bermuda Rd.,Las Vegas,NV,89119,US,41395.83,61.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36061.74,52425,16885
23606-2020,2020,BIG BROTHERS BIG SISTERS,jill@swwabigs.org,3609430409,2424 Heritage Court SW,OLYMPIA,WA,98502,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,23606
25309-2020,2020,Public Works Board,karin.berkholtz@commerce.wa.gov,360 725-3051,1011 Plum Street SE,Olympia,WA,98504-2525,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,25309
16153-2016,2016,ASSN OF DENTAL SUPPORT ORGANIZATIONS,christopher.badgley@stateandfed.com,703-640-3861,1235 South Clark St.,Arlington,VA,22202,US,120000.00,5155.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,24564.71,24564.71,30456,16153
16153-2017,2017,ASSN OF DENTAL SUPPORT ORGANIZATIONS,christopher.badgley@stateandfed.com,703-640-3861,1235 South Clark St.,Arlington,VA,22202,US,120000.00,15489.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135489.59,41030,16153
16424-2017,2017,EVERGREEN TREATMENT SERVICES,SWARNOCK@EVERGREENTX.ORG,(206) 223-3644,4634 E Marginal Way S,SEATTLE,WA,98134,US,6000.00,297.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4500.00,108.33,108.33,41643,16424
40316-2019,2019,SiX Action,molly@sixaction.org,215-432-9608,PO Box 260230,Madison,WI,53726,US,3408.74,29341.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32749.86,62673,40316
16854-2020,2020,RENEWABLE NORTHWEST,nicole@renewablenw.org,(503) 223-4544,421 SW 6TH AVE STE 975,PORTLAND,OR,972041629,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16854
16276-2019,2019,CITY OF BELLINGHAM,BMHEINRICH@COB.ORG,,210 LOTTIE ST,BELLINGHAM,WA,98225,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16276
16276-2020,2020,CITY OF BELLINGHAM,BMHEINRICH@COB.ORG,,210 LOTTIE ST,BELLINGHAM,WA,98225,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16276
16934-2019,2019,PEACEHEALTH,BSHIPLEY@PEACEHEALTH.ORG,(360) 729-1686,1115 SE 164th Ave,VANCOUVER,WA,98683,US,164485.34,1045.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149207.83,63805,16934
16179-2017,2017,AVIATION TECHNICAL SERVICES INC,nima.seyedali@atsmro.com,(425) 423-3211,3121 109TH ST SW,EVERETT,WA,982041318,US,54339.48,8339.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48000.00,2000.00,2000.00,41839,16179
17085-2020,2020,WA ASSN OF COUNTY OFFICIALS,admin@COUNTYOFFICIALS.ORG,(360) 753-7319,206 TENTH AVE SE,OLYMPIA,WA,985011311,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17085
17215-2019,2019,WA ST ASSN OF COUNTIES,lfiorillo-lowe@wsac.org,(360) 753-1886,206 TENTH AVE SE,OLYMPIA,WA,985011333,US,253445.48,9057.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262502.57,63880,17215
16855-2018,2018,BrightSpring Health Services (THRU MULTISTATE ASSOC INC),CCASTRO@MULTISTATE.COM,(703) 684-1110,515 KING ST STE 300,ALEXANDRIA,VA,22314,US,30000.00,13000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43000.00,52410,16855
16885-2017,2017,SCIENTIFIC GAMES CORPORATION,NMILLER@MULTISTATE.COM,(678) 624-4028,6601 Bermuda Rd.,Las Vegas,NV,89119,US,36000.00,418.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36418.38,40813,16885
16201-2020,2020,BOEING,susan.w.champlain@BOEING.COM,425-965-7727,PO BOX 3707 M/C 21-20,SEATTLE,WA,981242207,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16201
16201-2016,2016,BOEING,susan.w.champlain@BOEING.COM,425-965-7727,PO BOX 3707 M/C 21-20,SEATTLE,WA,981242207,US,303521.00,173941.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89712.00,166847.51,166847.51,30818,16201
16201-2017,2017,BOEING,susan.w.champlain@BOEING.COM,425-965-7727,PO BOX 3707 M/C 21-20,SEATTLE,WA,981242207,US,408574.15,12858.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,421433.02,41788,16201
17260-2018,2018,"WASTE MANAGEMENT OF WASHINGTON, INC.",jchelmin@wm.com,(425)814-7838 ,720 4th Ave Ste 400,Kirkland,WA,98033-8136,US,81496.86,489.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66277.43,50921,17260
16489-2019,2019,HABITAT FOR HUMANITY OF WA ST,OFFICE@HABITATWA.ORG,(253) 759-2780,PO BOX 112033,TACOMA,WA,98411,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62548,16489
16861-2019,2019,RITE AID CORPORATION,jermainesmith@riteaid.com,717-214-8859,30 HUNTER LANE,CAMP HILL,PA,17011,US,49500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49500.00,62557,16861
17260-2016,2016,"WASTE MANAGEMENT OF WASHINGTON, INC.",jchelmin@wm.com,(425)814-7838 ,720 4th Ave Ste 400,Kirkland,WA,98033-8136,US,88075.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35500.00,0.00,0.00,123575.00,30847,17260
17260-2017,2017,"WASTE MANAGEMENT OF WASHINGTON, INC.",jchelmin@wm.com,(425)814-7838 ,720 4th Ave Ste 400,Kirkland,WA,98033-8136,US,70494.64,200.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70695.53,41700,17260
48754-2019,2019,Baxter Healthcare Corporation c/o MultiState Associates Inc.,bfisch@multistate.us,7036841110,515 King Street,Alexandria,VA,22314,US,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32000.00,0.00,24000.00,64814,48754
16857-2020,2020,RESPIRATORY CARE SOCIETY OF WA,ramonhollander@yahoo.com,78628105151,16920 NE 6th St,Vancouver,WA,98684,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16857
28270-2017,2017,EVgo Services LLC,adam.mohabbat@evgo.com,760-505-8292,11835 West Olympic Blvd,Los Angeles,CA,90064,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,28270
16375-2019,2019,C-TRAN,DEBBIEJ@C-TRAN.ORG,(360) 906-7303,10600 NE 51st Circle,VANCOUVER,WA,98682,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16375
16857-2016,2016,RESPIRATORY CARE SOCIETY OF WA,ramonhollander@yahoo.com,78628105151,16920 NE 6th St,Vancouver,WA,98684,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16857
17202-2018,2018,WA TRUST FOR HISTORIC PRESERVATION,CWICKWIRE@PRESERVEWA.ORG,(206) 624-9449,1204 MINOR AVE,SEATTLE,WA,98101,US,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,63808,17202
28270-2018,2018,EVgo Services LLC,adam.mohabbat@evgo.com,760-505-8292,11835 West Olympic Blvd,Los Angeles,CA,90064,US,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,64942,28270
16130-2016,2016,APOLLO EDUCATION GROUP INC,Gary.Schleuger@Phoenix.edu,602-557-1112 ,4025 S RIVERPOINT PARKWAY,PHOENIX,AZ,85040,US,15000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,16000.00,29970,16130
16322-2016,2016,CLARK COUNTY,Lindseyshafar@gmail.com,(564) 397-4157,PO BOX 5000,VANCOUVER,WA,986685000,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16322
16322-2017,2017,CLARK COUNTY,Lindseyshafar@gmail.com,(564) 397-4157,PO BOX 5000,VANCOUVER,WA,986685000,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16322
16322-2018,2018,CLARK COUNTY,Lindseyshafar@gmail.com,(564) 397-4157,PO BOX 5000,VANCOUVER,WA,986685000,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16322
17085-2017,2017,WA ASSN OF COUNTY OFFICIALS,admin@COUNTYOFFICIALS.ORG,(360) 753-7319,206 TENTH AVE SE,OLYMPIA,WA,985011311,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17085
16575-2016,2016,KING CO COUNCIL,SIMON.FARRETTA@KINGCOUNTY.GOV,,516 3RD AVE RM 1200,SEATTLE,WA,981043272,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16575
16575-2017,2017,KING CO COUNCIL,SIMON.FARRETTA@KINGCOUNTY.GOV,,516 3RD AVE RM 1200,SEATTLE,WA,981043272,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16575
16575-2018,2018,KING CO COUNCIL,SIMON.FARRETTA@KINGCOUNTY.GOV,,516 3RD AVE RM 1200,SEATTLE,WA,981043272,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16575
16575-2019,2019,KING CO COUNCIL,SIMON.FARRETTA@KINGCOUNTY.GOV,,516 3RD AVE RM 1200,SEATTLE,WA,981043272,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16575
16375-2018,2018,C-TRAN,DEBBIEJ@C-TRAN.ORG,(360) 906-7303,10600 NE 51st Circle,VANCOUVER,WA,98682,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16375
16562-2016,2016,JOHNSON & JOHNSON,SDagost1@its.jnj.com,6127994961,10117 Bridgewater Parkway,Woodbury,MN,55129,US,50800.00,14500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65300.00,47988,16562
17325-2018,2018,YOUTHCARE,paul.ramirez@youthcare.org,2066944500,2500 NE 54TH ST STE 100,SEATTLE,WA,98105,US,354.75,276.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.35,61495,17325
17325-2019,2019,YOUTHCARE,paul.ramirez@youthcare.org,2066944500,2500 NE 54TH ST STE 100,SEATTLE,WA,98105,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17325
16322-2019,2019,CLARK COUNTY,Lindseyshafar@gmail.com,(564) 397-4157,PO BOX 5000,VANCOUVER,WA,986685000,US,78000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78000.00,63927,16322
31280-2017,2017,Puget Sound Sage,michael@pugetsoundsage.org,2065685000,414 Maynard Ave S,Seattle,WA,98104,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,31280
48241-2020,2020,Port of Allyn,lfc@portofallyn.com,3602752430,P.O. Box 1,Allyn,WA,98524,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,48241
48241-2019,2019,Port of Allyn,lfc@portofallyn.com,3602752430,P.O. Box 1,Allyn,WA,98524,US,26646.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26646.00,64182,48241
16639-2019,2019,MOCKINGBIRD SOCIETY,BETH@MOCKINGBIRDSOCIETY.ORG,(206) 323-5437,2100 24TH AVE S STE 240,SEATTLE,WA,98144,US,63817.02,60709.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124526.14,64678,16639
