License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B02670,STRIDE TRANSPORTATION INC.,8452015407,No,23-57,83 STREET  2ND FLOOR,EAST ELMHURST,NY,11370,LUXURY/LIMOUSINE,40.765428,-73.886184,05/10/2020,18:02:48,"(40.765428, -73.886184)"
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,7184262929,No,81-36,BAXTER AVENUE,FLUSHING,NY,11373,LIVERY BASE,40.775987,-73.9018,05/10/2020,18:02:48,"(40.775987, -73.9018)"
B02240,NEW APPLE TRANS. INC.,7187773333,No,33-70,PRINCE STREET  #603,FLUSHING,NY,11354,BLACK CAR BASE,40.764583,-73.833837,05/10/2020,18:02:48,"(40.764583, -73.833837)"
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,7187402196,No,200-10,HOLLIS AVENUE,ST. ALBANS,NY,11412,LIVERY BASE,40.705938,-73.75715,05/10/2020,18:02:48,"(40.705938, -73.75715)"
B03153,GYPSY TRANSPORTATION CORP.,7186171111,No,1684,GLEASON AVENUE,BRONX,NY,10472,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90680,U & ME TRANSPORT INC.,9179629880,No,623,BARRETTO STREET,BRONX,NY,10474,PARATRANSIT BASE,40.812662,-73.889152,05/10/2020,18:02:48,"(40.812662, -73.889152)"
B02588,ND LINE INC.,2124200101,No,84,CLINTON STREET,NEW YORK,NY,10002,BLACK CAR BASE,40.718549,-73.98515,05/10/2020,18:02:48,"(40.718549, -73.98515)"
B80224,HCWC INC.,7184258388,No,8908,ROOSEVELT AVENUE  1ST FL,JACKSON HEIGHTS,NY,11372,COMMUTER VAN AUTHORITY BASE,40.748075,-73.877522,05/10/2020,18:02:48,"(40.748075, -73.877522)"
B02273,BENI'S LIMOUSINE SERVICE INC,8884642364,No,38-20,32 STREET,LONGISLANDCITY,NY,11101,LUXURY/LIMOUSINE,40.751597,-73.938886,05/10/2020,18:02:48,"(40.751597, -73.938886)"
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",3472348431,No,914,SOUNDVIEW AVENUE,BRONX,NY,10473,BLACK CAR BASE,40.823574,-73.86786,05/10/2020,18:02:48,"(40.823574, -73.86786)"
B80148,CEDI TRANSPORTATION INC,7185230705,No,161-36,118 AVENUE,JAMAICA,NY,11434,COMMUTER VAN AUTHORITY BASE,40.683336,-73.782901,05/10/2020,18:02:48,"(40.683336, -73.782901)"
B02717,ZOOM CAR SERVICE INC.,7186022020,No,1266,MYRTLE AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.697777,-73.926688,05/10/2020,18:02:48,"(40.697777, -73.926688)"
B00919,HARLEM CARS INC.,2126638080,No,210,ST NICHOLAS AVENUE,NEW YORK,NY,10027,LIVERY BASE,40.807098,-73.952675,05/10/2020,18:02:48,"(40.807098, -73.952675)"
B02903,JFK LUXURY LIMOUSINE INC,7186595501,No,115-13,JAMAICA AVENUE,RICHMOND HILL,NY,11418,BLACK CAR BASE,40.680573,-73.85844,05/10/2020,18:02:48,"(40.680573, -73.85844)"
B80139,SCARLET GIRL VAN LINES INC,7184817715,No,258-27,147 AVENUE,ROSEDALE,NY,11422,COMMUTER VAN AUTHORITY BASE,40.657683,-73.729753,05/10/2020,18:02:48,"(40.657683, -73.729753)"
B00882,U N C CAR & LIMO SERVICE,2124272727,Yes,2319,1ST AVENUE,NEW YORK,NY,10035,LIVERY BASE,40.797865,-73.93448,05/10/2020,18:02:48,"(40.797865, -73.93448)"
B00472,FARRELL'S LEASING CO.,2128616300,No,22-11,38 AVENUE,LIC,NY,11101,LUXURY/LIMOUSINE,40.757077,-73.937504,05/10/2020,18:02:48,"(40.757077, -73.937504)"
B02379,THE OPTION TRANSPORTATION CORP.,7185371212,No,740,MORRIS PARK AVENUE,BRONX,NY,10462,LIVERY BASE,40.838215,-73.92609,05/10/2020,18:02:48,"(40.838215, -73.92609)"
B80025,DESTA TRANSPORTATION,7187052935,No,333,BEACH   32 STREET  #15K,FAR ROCKAWAY,NY,11691,COMMUTER VAN AUTHORITY BASE,40.596428,-73.764775,05/10/2020,18:02:48,"(40.596428, -73.764775)"
B00039,BERMUDA LIMOUSINE SERVICE INC.,2126478401,No,656,EAST  133 STREET,BRONX,NY,10454,LUXURY/LIMOUSINE,40.802297,-73.917355,05/10/2020,18:02:48,"(40.802297, -73.917355)"
B01381,CLASSIC CAR SERVICE CORP.,7187281200,Yes,38-12,ASTORIA BOULEVARD,ASTORIA,NY,11103,LIVERY BASE,40.768741,-73.911531,05/10/2020,18:02:48,"(40.768741, -73.911531)"
B00445,JOE M LEASING CORP,7187462222,No,150-18,12 ROAD,WHITESTONE,NY,11357,LIVERY BASE,40.789522,-73.813228,05/10/2020,18:02:48,"(40.789522, -73.813228)"
B02298,NYG LIMOUSINE LLC,8886942008,No,133-33,BROOKVILLE BOULEVARD  SUITE 218,ROSEDALE,NY,11422,LUXURY/LIMOUSINE,40.619641,-73.737598,05/10/2020,18:02:48,"(40.619641, -73.737598)"
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,7184439666,No,1072,BROADWAY AVE,BKLYN,NY,11221,BLACK CAR BASE,40.694521,-73.93158,05/10/2020,18:02:48,"(40.694521, -73.93158)"
B80108,L & W EXPRESS VAN SERVICE CORP,9175436410,No,136-31,41ST AVENUE  4C,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.759009,-73.828513,05/10/2020,18:02:48,"(40.759009, -73.828513)"
B00221,PROFESSIONAL CAR SERVICE INC,2129236565,Yes,376,AUDUBON AVENUE,NEW YORK,NY,10033,LIVERY BASE,40.850482,-73.93131,05/10/2020,18:02:48,"(40.850482, -73.93131)"
B90536,"D-J AMBULETTE SERVICE,INC.",7188299700,No,1200,ZEREGA AVENUE,BRONX,NY,10462,PARATRANSIT BASE,40.833354,-73.843531,05/10/2020,18:02:48,"(40.833354, -73.843531)"
B03219,"EZRA CAR SERVICE, INC.",6466716305,No,3077,3 AVENUE,BRONX,NY,10451,LIVERY BASE,,,05/10/2020,18:02:48,
B00149,RAINBOW RAD DISP INC,7184984444,No,1304,UTICA AVENUE,BROOKLYN,NY,11203,LIVERY BASE,40.640752,-73.929535,05/10/2020,18:02:48,"(40.640752, -73.929535)"
B80098,SUNSET SERVICE TRANSPORTATION INC,7185397777,No,2300,EAST   15 STREET  2FL,BROOKLYN,NY,11229,COMMUTER VAN AUTHORITY BASE,40.598808,-73.944799,05/10/2020,18:02:48,"(40.598808, -73.944799)"
B03166,TURING ENTERPRISES INC.,7182109995,No,2329,NOSTRAND AVENUE  SUITE 100,BROOKLYN,NY,11210,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02860,EVERY WHERE LIMO SERVICE INC.,7186586008,No,110-00,ROCKAWAY BOULEVARD,JAMAICA,NY,11420,BLACK CAR BASE,40.67239,-73.82997,05/10/2020,18:02:48,"(40.67239, -73.82997)"
B90705,GAYNOR ENTERPRISES LLC.,9175019553,No,198,EAST   57 STREET,BROOKLYN,NY,11203,PARATRANSIT BASE,40.651113,-73.923804,05/10/2020,18:02:48,"(40.651113, -73.923804)"
B03102,METRO LUXURY INC,7186655079,No,625,EAST  137 STREET,BRONX,NY,10454,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03307,LUXE RIDERS CORP,3475668982,No,203,LAKEVIEW AVENUE,LYNBROOK,NY,11563,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B03248,GUEST TRAVEL SERVICE INC.,7186662424,No,545,EAST JERICHO TURNPIKE,HUNTINGTON STAT,NY,11746,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02462,TIFFANY'S CAR SERVICE INC.,7189617070,No,33-03,PRINCE STREET,FLUSHING,NY,11354,LIVERY BASE,40.766346,-73.833181,05/10/2020,18:02:48,"(40.766346, -73.833181)"
B90725,WECAN ONE CORPORATION,3478436565,No,3800,BRONXWOOD AVENUE,BRONX,NY,10469,PARATRANSIT BASE,,,05/10/2020,18:02:48,
B02093,V.J. CAR & LIMO SVC INC.,7186417777,No,104-08,123RD STREET,RICHMOND HILL,NY,11419,LIVERY BASE,40.691906,-73.82342,05/10/2020,18:02:48,"(40.691906, -73.82342)"
B03094,"JBE LIMO, INC",7189168595,No,2710,99 STREET,EAST ELMHURST,NY,11369,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02863,NYC MIDDTOWN LIMO CORP,3474944349,No,100-01,97 AVENUE,OZONE PARK,NY,11416,BLACK CAR BASE,40.687993,-73.83363,05/10/2020,18:02:48,"(40.687993, -73.83363)"
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",7184386262,No,4405,5 AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.64816,-74.00679,05/10/2020,18:02:48,"(40.64816, -74.00679)"
B03064,AP LUXURY LIMOUSINE INC,9173308822,No,1225,FRANKLIN AVE  STE 325,GARDEN CITY,NY,11530,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B00255,CAUTIOUS CARS CORP,7182963333,No,76-19,ROCKAWAY BOULEVARD,WOODHAVEN,NY,11421,LIVERY BASE,40.685534,-73.86372,05/10/2020,18:02:48,"(40.685534, -73.86372)"
B01717,HIGH CLASS BRONX LIMO C/S CORP,7189331111,No,2269,HAMPDEN PLACE,BRONX,NY,10468,LIVERY BASE,40.861378,-73.91125,05/10/2020,18:02:48,"(40.861378, -73.91125)"
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",7185362800,No,49,WESTCHESTER SQUARE,BRONX,NY,10461,LIVERY BASE,40.841873,-73.843614,05/10/2020,18:02:48,"(40.841873, -73.843614)"
B03151,TRIPLE J'S CAR SERVICE INC.,3474780177,No,2167,CROTONA AVENUE,BRONX,NY,10457,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02373,QUIET SERVICES INC,7183609383,No,31-35,61 STREET,WOODSIDE,NY,11377,BLACK CAR BASE,40.76451,-73.905073,05/10/2020,18:02:48,"(40.76451, -73.905073)"
B00856,BEE-BEE CAR SERVICE INC.,7184982525,No,663,BLAKE AVENUE,BROOKLYN,NY,11207,LIVERY BASE,40.668117,-73.894177,05/10/2020,18:02:48,"(40.668117, -73.894177)"
B00272,BIG APPLE CAR INC,7182368765,No,169,BAY   17 STREET,BROOKLYN,NY,11214,BLACK CAR BASE,40.604428,-74.006622,05/10/2020,18:02:48,"(40.604428, -74.006622)"
B02418,PLUSH SERVICES CORP,5164183303,No,33 - 20,55 STREET  SUITE #227,WOODSIDE,NY,11377,BLACK CAR BASE,40.704842,-73.651686,05/10/2020,18:02:48,"(40.704842, -73.651686)"
B03275,MDM TRANSPORTATION CORP.,3478315555,No,548,THROGGS NECK EXPRESSWAY  SUITE D,BRONX,NY,10465,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01601,YOURS CAR SERVICE INC,7186805200,Yes,7205,3 AVENUE,BROOKLYN,NY,11209,LIVERY BASE,40.633303,-74.026743,05/10/2020,18:02:48,"(40.633303, -74.026743)"
B02852,OP CAR SERVICE INC.,7186598888,No,90-19,LIBERTY AVENUE,OZONE PARK,NY,11417,BLACK CAR BASE,40.680275,-73.848047,05/10/2020,18:02:48,"(40.680275, -73.848047)"
B90733,MJ AMBULETTE SERVICES INC.,5162482415,No,1071,MARIBELLE AVENUE,WESTBURY,NY,11590,PARATRANSIT BASE,,,05/10/2020,18:02:48,
B02016,PLANET LIMOUSINE LLC,5163541616,No,202,JERICHO TURNPIKE,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.728618,-73.703601,05/10/2020,18:02:48,"(40.728618, -73.703601)"
B80270,YARDIE LINK,3472021401,No,582,EAST   88 STREET   2ND FLOOR,BROOKLYN,NY,11236,COMMUTER VAN AUTHORITY BASE,,,05/10/2020,18:02:48,
B00692,"CHEERS DISPATCH,INC.",7189651616,No,307A,7 AVENUE,BROOKLYN,NY,11215,LIVERY BASE,40.667552,-73.98081,05/10/2020,18:02:48,"(40.667552, -73.98081)"
B03199,RINCON TRANSPORTATION LLC,7187010178,No,833,DAWSON STREET,BRONX,NY,10459,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01721,W.K. CAR & LIMO SERVICE INC,2122741166,No,1206,60TH STREET,BROOKLYN,NY,11219,LIVERY BASE,40.712007,-73.99515,05/10/2020,18:02:48,"(40.712007, -73.99515)"
B00021,MEXICANA HIGH CLASS INC.,7185921200,No,49-07,103 STREET,CORONA,NY,11368,LIVERY BASE,40.743837,-73.859877,05/10/2020,18:02:48,"(40.743837, -73.859877)"
B03118,A & M TRANSPORT TRANSPORT INC,5169962109,No,86,ATLANTIC AVE,LYNBROOK,NY,11563,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02440,MLL LIMOUSINE SERVICES INC.,7188865466,No,33-38,FARRINGTON STREET  #4A,FLUSHING,NY,11354,LUXURY/LIMOUSINE,40.765597,-73.83262,05/10/2020,18:02:48,"(40.765597, -73.83262)"
B02667,LEON LUXURY LIMO INC,7186265300,No,21-02,23 STREET,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.781591,-73.91386,05/10/2020,18:02:48,"(40.781591, -73.91386)"
B80145,ALEXIS VAN LINES INC,9174341614,No,3712,FLATLANDS AVENUE  2F,BROOKLYN,NY,11234,COMMUTER VAN AUTHORITY BASE,40.618436,-73.939214,05/10/2020,18:02:48,"(40.618436, -73.939214)"
B02103,A & S LIMOUSINE SERVICE CORP,7184551900,No,712,BROADWAY  2ND FLOOR,BROOKLYN,NY,11206,LIVERY BASE,40.701213,-73.943166,05/10/2020,18:02:48,"(40.701213, -73.943166)"
B02331,"CHICO EXPRESS LIMO, INC.",7182367777,No,6318,14 AVENUE,BROOKLYN,NY,11219,BLACK CAR BASE,40.625609,-73.998684,05/10/2020,18:02:48,"(40.625609, -73.998684)"
B01525,NORTHSIDE BK LLC,7183872222,No,207,BEDFORD AVENUE,BROOKLYN,NY,11211,LIVERY BASE,40.716862,-73.95856,05/10/2020,18:02:48,"(40.716862, -73.95856)"
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,7188212121,Yes,586,SENECA AVENUE,RIDGEWOOD,NY,11385,BLACK CAR BASE,40.773186,-73.03862,05/10/2020,18:02:48,"(40.773186, -73.03862)"
B01730,LUCKY EXPRESS CORPORATION,2122198886,No,47,LUDLOW STREET,NEW YORK,NY,10002,LIVERY BASE,40.71642,-73.99046,05/10/2020,18:02:48,"(40.71642, -73.99046)"
B01693,ABT LIMOUSINE SERVICE INC,2128799410,No,10,WEST   66 STREET,NEW YORK,NY,10023,LUXURY/LIMOUSINE,40.773111,-73.951724,05/10/2020,18:02:48,"(40.773111, -73.951724)"
B90616,JORA MGT. CORP.,7188927625,No,1598,BRONXDALE AVENUE,BRONX,NY,10462,PARATRANSIT BASE,40.843558,-73.856319,05/10/2020,18:02:48,"(40.843558, -73.856319)"
B90544,SAFA AMBULETTE LLC,7182842654,No,912,SOUNDVIEW AVENUE  SUITE 6,BRONX,NY,10473,PARATRANSIT BASE,40.823432,-73.867924,05/10/2020,18:02:48,"(40.823432, -73.867924)"
B02175,MURRAY'S LIMOUSINE SERVICE INC.,5165369600,No,2901,LONG BEACH RD  SUITE 7,OCEANSIDE,NY,11572,LUXURY/LIMOUSINE,40.640548,-73.639555,05/10/2020,18:02:48,"(40.640548, -73.639555)"
B03105,MAZNA TRANSPORTATION CORPORATION,7036398075,No,8623,5TH AVENUE,BROOKLYN,NY,11209,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02463,MORENITA EXPRESS CAR SERVICE INC.,6464795686,No,469,53 STREET,BROOKLYN,NY,11220,LIVERY BASE,40.643837,-74.01247,05/10/2020,18:02:48,"(40.643837, -74.01247)"
B02892,SEAMAN EXPRESS CORP.,6469644686,No,4020,10 AVENUE,NEW YORK,NY,10034,BLACK CAR BASE,40.869265,-73.91584,05/10/2020,18:02:48,"(40.869265, -73.91584)"
B00823,"EASTERN L.P.B.,INC.",7184996227,No,222,15 STREET,BROOKLYN,NY,11215,LIVERY BASE,40.665361,-73.98917,05/10/2020,18:02:48,"(40.665361, -73.98917)"
B90736,"REEKAV TRANSPORTATION, LLC",3475950552,No,107-41,WATSON PLACE,JAMAICA,NY,11433,PARATRANSIT BASE,,,05/10/2020,18:02:48,
B02320,GDS TRANSPORTATION CORP.,2129274600,No,2400,AMSTERDAM AVENUE,NEW YORK,NY,10033,LIVERY BASE,40.847055,-73.93205,05/10/2020,18:02:48,"(40.847055, -73.93205)"
B03165,"NERD WAHED, INC.",2124708294,No,7610,3 AVENUE,BROOKLYN,NY,11209,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02988,"BED STAR DRIVERS ASSOCIATES, INC",7187712299,No,528,EMPIRE BOULEVARD,BROOKLYN,NY,11225,LIVERY BASE,,,05/10/2020,18:02:48,
B02279,MATAMOROS CAR SERVICE INC.,7183900035,Yes,1017,POST AVENUE,STATEN ISLAND,NY,10302,LIVERY BASE,40.633003,-74.134202,05/10/2020,18:02:48,"(40.633003, -74.134202)"
B02865,"VIER-NY,LLC",6466657536,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.006408,05/10/2020,18:02:48,"(40.75273, -74.006408)"
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",7183589898,No,30-50,WHITESTONE EXPRESSWAY  101A,FLUSHING,NY,11357,LIVERY BASE,40.770532,-73.836442,05/10/2020,18:02:48,"(40.770532, -73.836442)"
B03267,MANGA TRANSPORTATION CORP,3472593779,No,903,SHERIDAN AVE  2ND FLOOR,BRONX,NY,10451,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03251,RIDE FHV CORP.,3472772780,No,159,20 STREET  SUITE#1B-3,BROOKLYN,NY,11232,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03104,GCC TRANSPORTATION LLC.,7188854991,No,735,EAST  239 STREET  SUITE #40,BRONX,NY,10466,BLACK CAR BASE,,,05/10/2020,18:02:48,
B80191,JAH LOVE,3473874263,No,582,EAST   88 STREET,BROOKLYN,NY,11236,COMMUTER VAN AUTHORITY BASE,40.642512,-73.911386,05/10/2020,18:02:48,"(40.642512, -73.911386)"
B02947,"ONIX TRANSPORTATION, INC",7189181888,No,3645,BRUCKNER BOULEVARD,BRONX,NY,10461,BLACK CAR BASE,40.851497,-73.827653,05/10/2020,18:02:48,"(40.851497, -73.827653)"
B02539,HAWK CAR AND LIMO SERVICE,7186503535,No,591,MIDLAND AVE  GROUND FL UNIT,STATEN ISLAND,NY,10306,BLACK CAR BASE,40.62539,-73.9624,05/10/2020,18:02:48,"(40.62539, -73.9624)"
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",7188868074,No,45-02,DITMARS BOULEVARD  SUITE #19,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.770551,-73.902827,05/10/2020,18:02:48,"(40.770551, -73.902827)"
B02200,BCL NETWORK LLC,7184247077,No,33-46,55 STREET,WOODSIDE,NY,11377,LUXURY/LIMOUSINE,40.752104,-73.906711,05/10/2020,18:02:48,"(40.752104, -73.906711)"
B02877,"ZWOLF-NY, LLC",7189715559,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.00641,05/10/2020,18:02:48,"(40.75273, -74.00641)"
B02980,ADVANTAGE LIMO OF NY INC,7187577777,No,3037,AVENUE V,BROOKLYN,NY,11229,LUXURY/LIMOUSINE,40.603784,-73.972558,05/10/2020,18:02:48,"(40.603784, -73.972558)"
B00008,T-D MAINTENANCE CORP,7184561111,No,127-01,METROPOLITAN AVENUE,KEW GARDENS,NY,11415,LIVERY BASE,40.70681,-73.87768,05/10/2020,18:02:48,"(40.70681, -73.87768)"
B01268,LAKEVIEW CARS INC.,7184420022,No,1113,VICTORY BOULEVARD,STATEN ISLAND,NY,10301,LIVERY BASE,40.617782,-74.101897,05/10/2020,18:02:48,"(40.617782, -74.101897)"
B03189,TOWER CAR AND LIMO INC,3479939656,Yes,215-28,HILLSIDE AVE,QUEENS,NY,11427,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00552,HINO-MARU ENTERPRISES INC.,2127520133,No,8,WEST  38 STREET  STE 902,NEW YORK,NY,10018,LUXURY/LIMOUSINE,40.751092,-73.983587,05/10/2020,18:02:48,"(40.751092, -73.983587)"
B02005,CAR LINE TRANSPORTATION CORP.,7187292222,No,43-39,21 STREET  2 FLOOR,LIC,NY,11101,BLACK CAR BASE,40.749703,-73.945981,05/10/2020,18:02:48,"(40.749703, -73.945981)"
B01065,EL BARRIO'S CAR SERVICE LLC,2127225555,Yes,220,EAST 116 ST,NEW YORK,NY,10029,LIVERY BASE,40.797415,-73.93931,05/10/2020,18:02:48,"(40.797415, -73.93931)"
B90310,AMBULETTE STAR TRANS INC.,7183320320,No,1614,NEPTUNE AVENUE  SUITE 212,BROOKLYN,NY,11224,PARATRANSIT BASE,40.583887,-73.949125,05/10/2020,18:02:48,"(40.583887, -73.949125)"
B00900,BIG Q CAR SVC. INC.,7188464500,No,86-29,102 STREET,RICHMOND HILL,NY,11418,LIVERY BASE,40.695478,-73.84531,05/10/2020,18:02:48,"(40.695478, -73.84531)"
B01742,"AVALON TRANSPORTATION, LLC",7183611555,No,89,RIDGE RD,NORTH ARLINGTON,NJ,07031,LUXURY/LIMOUSINE,40.7846,-74.13671,05/10/2020,18:02:48,"(40.7846, -74.13671)"
B02611,SS LIMOUSINE SERVICE INC,8004202215,No,24-70,49 STREET  #01,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.76451,-73.90507,05/10/2020,18:02:48,"(40.76451, -73.90507)"
B02410,"POLO LIMOUSINE, CORP.",2122060029,No,325,EAST   88 STREET,NEW YORK,NY,10128,LUXURY/LIMOUSINE,40.778792,-73.949371,05/10/2020,18:02:48,"(40.778792, -73.949371)"
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",7184854444,No,866,NEW LOTS AVENUE,BROOKLYN,NY,11208,LIVERY BASE,40.667838,-73.8788,05/10/2020,18:02:48,"(40.667838, -73.8788)"
B03093,HAMPTON'S TRANSPORTATION SERVICE INC.,9174827341,No,2710,99 STREET,EAST ELMHURST,NY,11369,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01801,SHUTTLEUP LLC,7184334333,No,38-17,CRESCENT STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.751982,-73.947523,05/10/2020,18:02:48,"(40.751982, -73.947523)"
B00375,THE EXCELLENT C/S INC,7187317777,Yes,144,EAST  174 STREET,BRONX,NY,10457,LIVERY BASE,40.844708,-73.90983,05/10/2020,18:02:48,"(40.844708, -73.90983)"
B03279,AMERIKANISCH SERVICES CORP.,3476726354,No,1460,BROADWAY,NEW YORK,NY,10036,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01639,HIGH CLASS LIMO CAR SVCE CORP,2129261021,No,1700,JEROME AVE,BRONX,NY,10468,LIVERY BASE,40.834828,-73.945041,05/10/2020,18:02:48,"(40.834828, -73.945041)"
B00727,RECHEV OF BROOKLYN INC,7183382003,No,992,EAST   15 STREET,BROOKLYN,NY,11230,LIVERY BASE,40.625392,-73.961533,05/10/2020,18:02:48,"(40.625392, -73.961533)"
B90275,EVE CONSOLIDATED BUS ENT INC,7182529797,No,3611,14 AVENUE  SUITE #223,BROOKLYN,NY,11218,PARATRANSIT BASE,40.600796,-73.906588,05/10/2020,18:02:48,"(40.600796, -73.906588)"
B02868,CHA CHA TRANSPORTATION CORP,7186830246,No,35 - 30,154 STREET  2ND FLOOR,FLUSHING,NY,11354,BLACK CAR BASE,40.739075,-73.787622,05/10/2020,18:02:48,"(40.739075, -73.787622)"
B03097,AERO LIMO INC,2124707369,No,9224,CORONA AVENUE,CORONA,NY,11373,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02737,BWJ GROUP INC,7183530188,No,132-08,SANFORD AVENUE,FLUSHING,NY,11355,BLACK CAR BASE,40.754681,-73.83279,05/10/2020,18:02:48,"(40.754681, -73.83279)"
B01663,CIBAO RADIO DISPATCH,7184782300,Yes,112-44,ROOSEVELT AVENUE,CORONA,NY,11368,LIVERY BASE,40.752202,-73.85365,05/10/2020,18:02:48,"(40.752202, -73.85365)"
B00160,JAFFA CAR & LIMO SVC INC,7183766400,No,1708,EAST   16 STREET,BROOKLYN,NY,11229,LIVERY BASE,40.608102,-73.95738,05/10/2020,18:02:48,"(40.608102, -73.95738)"
B80101,GRAND APPLE TRANSPORTATION CORP.,7184928888,No,41-31,MAIN ST,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.758114,-73.829623,05/10/2020,18:02:48,"(40.758114, -73.829623)"
B03284,MYLE WORLDWIDE INC,6468448577,No,878,MCDONALD AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03038,"SOUTH BRONX TRANSPORTATION,INC.",7184017777,No,250,BROOK AVENUE,BRONX,NY,10454,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00477,INTA-BORO ACRES INC,7188451705,No,88-19,101 AVENUE,OZONE PARK,NY,11416,BLACK CAR BASE,40.682991,-73.851316,05/10/2020,18:02:48,"(40.682991, -73.851316)"
B00001,LONDON TOWNCARS INC,7187869700,No,40-14,23 STREET,L.I.C,NY,11101,LUXURY/LIMOUSINE,40.754052,-73.940055,05/10/2020,18:02:48,"(40.754052, -73.940055)"
B03200,L & J LOGISTICS CORP.,7188280414,No,912,SOUNDVIEW AVENUE  OFFICE #3,BRONX,NY,10473,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90699,SUNLIGHT AMBULETTE SERVICE INC,5164621717,No,15,SUTTON HILL LANE,MANHASSET HILLS,NY,11040,PARATRANSIT BASE,40.758589,-73.6838,05/10/2020,18:02:48,"(40.758589, -73.6838)"
B03232,ANGEL'S CAR SERVICES CORP.,9294523476,No,912,SOUNDVIEW AVENUE  STE #4,BRONX,NY,10473,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02978,ONYX 1 INC,5168844782,No,1225,FRANKLIN AVE  325,GARDEN CITY,NY,11530,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,3476232651,No,689,SENECA AVENUE,RIDGEWOOD,NY,11385,BLACK CAR BASE,,,05/10/2020,18:02:48,
B80220,HENG TONG TRANSPORTATION INC.,7184391111,No,133-56,41 AVENUE  #101,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.758114,-73.829623,05/10/2020,18:02:48,"(40.758114, -73.829623)"
B03007,THE NEW SPANISH CAR & LIMO INC,3475769648,No,253B,NEW DORP LANE,STATEN ISLAND,NY,10306,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02101,EXEC TRANSPORT INC,9176061978,No,38-17,CRESCENT STREET,LIC,NY,11101,BLACK CAR BASE,40.755182,-73.935989,05/10/2020,18:02:48,"(40.755182, -73.935989)"
B90395,VOLGA TRANSP CORP,7187437979,No,2732,GERRITSEN AVENUE,BROOKLYN,NY,11229,PARATRANSIT BASE,40.593221,-73.946019,05/10/2020,18:02:48,"(40.593221, -73.946019)"
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,5163264511,No,840,WILLIS AVENUE,ALBERTSON,NY,11507,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02292,NEW YORK APPLE V.I.P. CORP,7184521000,No,372,WILSON AVENUE,BROOKLYN,NY,11221,BLACK CAR BASE,40.694835,-73.915817,05/10/2020,18:02:48,"(40.694835, -73.915817)"
