name;segment;length;status;geo_shape;width;trailtype;surftype;installdate;priorcorr;pilzone;equestrian;ada;projname;projnum;lastmaint;notes;rating;looptrail;loopname;geo_point_2d
Walnut St Street-Side Trail;West side connects to Speight Branch;0.12077923;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.74041087200197, 35.7458907426326], [-78.74059910227422, 35.74586068150079], [-78.74087387765094, 35.74585111274121], [-78.74086518868162, 35.74588102109506], [-78.74085466434164, 35.745905048696706], [-78.74084865553321, 35.745939775997066], [-78.740842564583, 35.746000152126236], [-78.74084292130807, 35.74609902449498], [-78.7408408564153, 35.74632294771788], [-78.74084462345509, 35.746698935859946], [-78.74085761933749, 35.74692930334074], [-78.74087245922873, 35.74710970713917], [-78.7409415838185, 35.74720338074481]]}";0.0;Street-Side;Concrete;;NA;South;;;;;;;;;;35.7463664746, -78.7408001814
Highcroft Dr Street-Side Trail;to replace sidewalk;0.06483526;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.88583102690747, 35.79976434748829], [-78.88573447658435, 35.799657578181574], [-78.88556073262954, 35.799469331939235], [-78.88541351125413, 35.799305704303364], [-78.88532133486864, 35.799207239191794], [-78.88526286490833, 35.79912037623273], [-78.88521645004172, 35.7990235260498], [-78.88520948441708, 35.79898130889888]]}";0.0;Street-Side;Concrete;;NA;West;;;;;;;;;;35.7993876779, -78.885495829
Hinshaw Greenway;Greenwood Circle to Piney Plains GW;0.33727776999999903;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.76548279532912, 35.74874018510375], [-78.76553863648468, 35.748776066519866], [-78.76558679265432, 35.74881819753601], [-78.76561028791714, 35.74885133511783], [-78.76562555564196, 35.74887417419944], [-78.76563867410339, 35.748912211400125], [-78.76564589369453, 35.748950233641445], [-78.76564683791385, 35.74900255912884], [-78.76563353278438, 35.74905798579637], [-78.76561698215785, 35.74909974978263], [-78.76554617178651, 35.749257719281], [-78.76550904881417, 35.749333639251596], [-78.76549238858655, 35.749412801130916], [-78.76549564677215, 35.74982958495959], [-78.76552199070464, 35.74989741757988], [-78.76562422123217, 35.75003317455375], [-78.76564701452615, 35.75010532771346], [-78.76564906501726, 35.75018266700689], [-78.76563498639774, 35.75027259242384], [-78.7655879065359, 35.7503532947493], [-78.76554867442293, 35.75042961805888], [-78.76552664772109, 35.750500074214266], [-78.76552082540631, 35.7505903661327], [-78.76549891394907, 35.75117354007426], [-78.76548966479568, 35.751254323293374], [-78.76546812504414, 35.75130202746507], [-78.7654183954355, 35.751366202768295], [-78.7653990977418, 35.75139646733085], [-78.76539450924672, 35.75143869506285], [-78.76542694576828, 35.75152690550984], [-78.76576021439416, 35.752360343442575], [-78.76577022697421, 35.75239433654465], [-78.76575549681064, 35.752418180579184], [-78.76573235998612, 35.752435403316724], [-78.76569521250744, 35.7524609149885], [-78.76565956755138, 35.752491449181655], [-78.76565274714602, 35.7525189850471], [-78.76565712174553, 35.75255021006492], [-78.76566727003583, 35.75256673428923], [-78.76570658871765, 35.75257693034453], [-78.76574831230685, 35.75257150513697], [-78.7657991026556, 35.75254864533215], [-78.76585607184084, 35.75248683274523], [-78.76589187032445, 35.75243225246205], [-78.76590877606137, 35.75238450236951], [-78.76591472172065, 35.752339000817294], [-78.76592367927489, 35.75230081683903], [-78.7659547775027, 35.75226941664122], [-78.76597898171896, 35.752261600642235], [-78.76600711600351, 35.75226440743903], [-78.76602288673591, 35.75228831010769], [-78.76603291800399, 35.752315874766204], [-78.76603510601251, 35.7523461806968], [-78.76602598889424, 35.752381055504635], [-78.76597604335565, 35.75249114287832], [-78.76597591856405, 35.75253429316786], [-78.76599837420859, 35.75257749135347], [-78.76604128765725, 35.75259765957948]]}";10.0;Greenway;Asphalt;;Um Park To Hemlock;Central;No;;;;;;;;;35.7509742184, -78.7656244266
Piney Plains Greenway;North of Tryon Rd Park Trail to Piney Plains Rd;0.44887064999999904;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.74891491908303, 35.749819579262414], [-78.74888218331849, 35.75002409147744], [-78.74879309598514, 35.75019600890739], [-78.7485196973113, 35.75051743484503], [-78.74841030548396, 35.75066155190708], [-78.74842997119435, 35.75089476227737], [-78.7483952065478, 35.75112785747845], [-78.74838065756461, 35.751444266997645], [-78.7483456358545, 35.75173287876075], [-78.74822870929212, 35.752104594642795], [-78.7481839508233, 35.7523266941402], [-78.74810748561072, 35.7526383560224], [-78.7481388403127, 35.75320324924453], [-78.74804299955568, 35.75335097406593], [-78.7479395750793, 35.753471373876614], [-78.74776752422389, 35.7536584524771], [-78.74766485709183, 35.7537516795852], [-78.74764315833475, 35.75392798006998], [-78.74738720838997, 35.75413387485852], [-78.74741877440127, 35.754494675757265], [-78.7473126078944, 35.754710173873086], [-78.74824370514993, 35.75570717067881]]}";0.0;Greenway;Asphalt;;Um Park To Hemlock;South;;;;;;;;;;35.7528845437, -78.7480670123
Middle Creek Greenway;Within Middle Creek Park;0.5047483;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.76768400014885, 35.66604356983354], [-78.7676558969566, 35.66609926638855], [-78.7675400973535, 35.66629889417178], [-78.76742411760893, 35.66653182830318], [-78.76726752032414, 35.66686868107134], [-78.76726277770146, 35.66699616647324], [-78.76721419543841, 35.66711893670949], [-78.76716011860428, 35.667191434684774], [-78.76710375307967, 35.66726965650814], [-78.76697243024246, 35.66733436190393], [-78.76645831720633, 35.6675400204401], [-78.76617577171643, 35.66768113639138], [-78.76614009003598, 35.66776645710291], [-78.7661328154841, 35.66783713275124], [-78.76609503998439, 35.667947872773404], [-78.76607601156026, 35.66806628890614], [-78.76606617669147, 35.66820764834525], [-78.7660378153384, 35.66829356898613], [-78.76599556467363, 35.6683508000023], [-78.765793819954, 35.6684917937144], [-78.76561778525542, 35.66861946108589], [-78.76513749812013, 35.66972501407628], [-78.76433671491894, 35.67130525658954], [-78.76428075399285, 35.67141561819178], [-78.76413344464939, 35.671706401605825], [-78.76325816018671, 35.67174854984177]]}";0.0;Greenway;Asphalt;;NA;South;;;;;;;;;;35.6690907559, -78.7655828034
Swift Creek Greenway;Town Limits to Lake Wheeler;2.20730802;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.75170044972144, 35.71976611702062], [-78.75079378609406, 35.71926981303255], [-78.74979375233796, 35.718820578747625], [-78.74905602281443, 35.71839132051065], [-78.74812796102923, 35.71782556254268], [-78.74722332229354, 35.717395939444316], [-78.7463424051136, 35.717005252865484], [-78.74529410661381, 35.71678918986669], [-78.74376840127233, 35.716747109292015], [-78.7431007449856, 35.71678458062996], [-78.7417897603694, 35.7167040424415], [-78.74059894704669, 35.71631264827267], [-78.73995600079806, 35.71607796711408], [-78.73938493649715, 35.715726770058], [-78.7386709365051, 35.71535582825264], [-78.73819549172188, 35.71494650971657], [-78.73740960213472, 35.71467261352075], [-78.73686277096611, 35.714204805573544], [-78.73588800127179, 35.71338609577936], [-78.73484251455511, 35.71233390976589], [-78.73386861753995, 35.711262428445984], [-78.73363167575341, 35.710814721441764], [-78.73310917406802, 35.710210851835306], [-78.73213532664968, 35.70913935144621], [-78.73154115735774, 35.708593642684406], [-78.73077991478236, 35.70812533326604], [-78.73004275332626, 35.70755985720879], [-78.7291863973185, 35.70703299732158], [-78.72718808176884, 35.70580363489003], [-78.72357330517707, 35.703306788134576], [-78.72212295983915, 35.70221468277771], [-78.72112478713582, 35.7013569107749]]}";0.0;Greenway;Asphalt;;NA;Outside LUPB;;;;;;;;;;35.7116791202, -78.7358842031
Penny Rd Street-Side Trail;Loch Highlands Dr to Bartley Park;0.82840638;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.77667095546151, 35.7136597164544], [-78.77630175601726, 35.71365547000395], [-78.77571655267906, 35.71367581045596], [-78.77505259249841, 35.713700769893805], [-78.7744264844726, 35.713742449482275], [-78.77374757720006, 35.71378132452771], [-78.77339471510784, 35.71380734763216], [-78.7731004221704, 35.7137894949992], [-78.77259485790894, 35.71370058011895], [-78.77197497534505, 35.713504873431184], [-78.77170618496365, 35.7134335583606], [-78.77143852951941, 35.713347968103], [-78.77068238364275, 35.71315354469844], [-78.77017787561, 35.71299154715811], [-78.76920344689101, 35.712708482865715], [-78.76888886676709, 35.71263000620811], [-78.7680266776594, 35.71238680648758], [-78.76577642761988, 35.71173928809252], [-78.76469726395698, 35.71136946026321], [-78.76289248011292, 35.710291256537644]]}";0.0;Street-Side;Concrete;;NA;South;;;;;;;;;;35.7126341687, -78.7696315063
Dixon Ave Street-Side Trail;Lexie Land GW to Dixon Ave SS Trail;0.14082958;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.78918316653197, 35.78835862664245], [-78.78897612558616, 35.78826582735815], [-78.78878566297573, 35.78805450006837], [-78.78838207148638, 35.78756559969789], [-78.7881884640076, 35.78730136970934], [-78.78812462434105, 35.7869581938035], [-78.78809307001467, 35.78661507758791]]}";0.0;Street-Side;Concrete;;NA;Central;;;;;;;;;;35.7875793141, -78.788485248
Loch Highlands Dr Street-Side Trail;Kildaire Farm Rd to Penny Rd;0.9344051399999991;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.78007641084344, 35.72270657859432], [-78.78001536848133, 35.72266742939747], [-78.77999929094699, 35.722632565392004], [-78.77996842838841, 35.72258386488868], [-78.77990196866395, 35.722504144533396], [-78.7798630242368, 35.7224679430034], [-78.7798494826924, 35.72244681221276], [-78.7798403651964, 35.72241209687602], [-78.7796848554471, 35.72233025305115], [-78.77954919159868, 35.722288464558304], [-78.77942679085048, 35.72226452168481], [-78.77923072004417, 35.722229805425364], [-78.77891662724325, 35.72217234050406], [-78.77855201977547, 35.72210684549144], [-78.77849808467464, 35.7220899612916], [-78.77789251508487, 35.72198732934814], [-78.77760593998109, 35.72193522657611], [-78.77738962917212, 35.721897150648715], [-78.77723473648832, 35.72185823219906], [-78.77706372605174, 35.72180323978043], [-78.77682321214685, 35.72169830140322], [-78.77665778297757, 35.721609713136345], [-78.77647306777313, 35.721478120366335], [-78.77637401688375, 35.72139899439391], [-78.77629984562249, 35.72132678965585], [-78.77620655591087, 35.721223320207095], [-78.7761434497943, 35.721139724456904], [-78.77599606046334, 35.720956390134766], [-78.77577810665466, 35.72066789795264], [-78.7756725569758, 35.720553706309204], [-78.77555936207895, 35.72045428823677], [-78.77546071658428, 35.72038160608442], [-78.7753001505519, 35.720280669013285], [-78.77517908606612, 35.72022207050551], [-78.7750370770172, 35.72016355305318], [-78.77486486356447, 35.72011530919848], [-78.77465655446625, 35.72007096248153], [-78.77448878580387, 35.72003821985272], [-78.77425105683959, 35.7199963597798], [-78.77410609018965, 35.719965087566614], [-78.77397871291544, 35.71991858505615], [-78.77386656492828, 35.719864478860124], [-78.77374788196154, 35.71979001033488], [-78.77365819698191, 35.71972498331164], [-78.77359503309998, 35.71966300438535], [-78.77352234767143, 35.71957278332013], [-78.77346754293512, 35.71949122153214], [-78.77340935954427, 35.71938236374972], [-78.77336114790901, 35.719270093912236], [-78.77331942482394, 35.71912415398379], [-78.77330435952123, 35.71903696768444], [-78.77329994503104, 35.71892919424329], [-78.77330401341897, 35.71877927441365], [-78.77331117622357, 35.71872777482366], [-78.7733813031474, 35.7185399782922], [-78.77340201037792, 35.718455592416085], [-78.77346331510901, 35.71828495037849], [-78.77354219095906, 35.7181057555013], [-78.77362586245133, 35.717884595673304], [-78.773736708806, 35.71756618405565], [-78.77379100507406, 35.717378806677395], [-78.77383572030753, 35.717087487797265], [-78.77391918360752, 35.716521476208875], [-78.77394525419572, 35.716400849986115], [-78.77397829111509, 35.71629883904432], [-78.77401418697507, 35.716220682595605], [-78.77406533426898, 35.716125859374046], [-78.77411113307714, 35.7160615536102], [-78.77415514851435, 35.71600773730133], [-78.7742466327312, 35.71591966703935], [-78.77443385159427, 35.71575296154968], [-78.7745250715121, 35.715694097493966], [-78.77467967573038, 35.715621884329025], [-78.77487288950101, 35.71554640282482], [-78.77509420096132, 35.71546238743444], [-78.77531315253269, 35.71538504549379], [-78.7755169042216, 35.715305766939146], [-78.7757130699823, 35.715219796756486], [-78.7758656751453, 35.71514595593866], [-78.7760276901951, 35.71502052371372], [-78.77619650492647, 35.71488442079813], [-78.7763354500823, 35.7147635246688], [-78.77641230154212, 35.71467828769695], [-78.77647218279365, 35.714596358167235], [-78.77652799781042, 35.714504405176534], [-78.77656978686872, 35.71440861003503], [-78.77660518180188, 35.71429849397625], [-78.77663597718814, 35.71415975113146], [-78.77664920604418, 35.714028607897355], [-78.77665442129745, 35.71383401279441], [-78.77665370067369, 35.71367136378048]]}";8.0;Street-Side;Asphalt;;NA;South;No;;;;;;;;;35.718850222, -78.7757088723
Beech Tree Greenway;Harrison Ave to Black Creek GW;0.7848810899999991;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.78408389796063, 35.823807418217456], [-78.78402000817144, 35.82379441867593], [-78.78378860797672, 35.82385455275526], [-78.78357331157416, 35.823915461292344], [-78.78305968338921, 35.82396214040007], [-78.78299073113733, 35.823918751894055], [-78.7827373564634, 35.82365078861232], [-78.78265348726279, 35.82357276665128], [-78.78259071826177, 35.82351929671482], [-78.7825288468505, 35.82347736360295], [-78.78239631796235, 35.823399254634545], [-78.7821336626642, 35.823290628221336], [-78.7819505122201, 35.823221077461554], [-78.78188504236105, 35.82320005120662], [-78.78172937009765, 35.8231673245611], [-78.78151522126758, 35.82311574699231], [-78.7814001927052, 35.82308453490281], [-78.78130993836618, 35.823060578719904], [-78.78119581396257, 35.823038022657556], [-78.78112499906305, 35.82302924092], [-78.78102143974077, 35.82302905491874], [-78.78090898849773, 35.82304255491029], [-78.78076368127232, 35.82307473802366], [-78.78071669740082, 35.82307897990632], [-78.78061137510468, 35.823075906119826], [-78.78043339365215, 35.823090729841695], [-78.78029869978538, 35.82309676762663], [-78.78013276361746, 35.82308599673835], [-78.77993495109912, 35.823074686766105], [-78.77982436964264, 35.82305213491428], [-78.77972973384254, 35.823026727512946], [-78.7796695249817, 35.82302517656153], [-78.77962657252672, 35.823035219980774], [-78.77948434645837, 35.82308180503297], [-78.77938027689358, 35.823114056587976], [-78.77930373565455, 35.823133364284466], [-78.7791716147779, 35.823153977332126], [-78.77907403802261, 35.823155885298064], [-78.77896625924431, 35.82315668677741], [-78.7788500721151, 35.82314840729971], [-78.7787501688633, 35.82313743794838], [-78.77854490957144, 35.82310461721513], [-78.77841390378987, 35.82308779640645], [-78.77828560721788, 35.8230673750528], [-78.77818732542015, 35.82304916687975], [-78.77809352070163, 35.82302880808552], [-78.77800241506276, 35.823007733068266], [-78.77794846877664, 35.82299825913934], [-78.77789266171236, 35.82299094589635], [-78.77783240931656, 35.823005259221475], [-78.77780500758784, 35.823003046074795], [-78.77777491452531, 35.822997942848374], [-78.77757939683579, 35.822949998555664], [-78.77745287430298, 35.82292813292147], [-78.77715472066227, 35.82285115785321], [-78.77672916500832, 35.82273573132863], [-78.77660763785298, 35.82270697516088], [-78.77644396639357, 35.82267051450233], [-78.77631180286815, 35.82264574856142], [-78.77626178609142, 35.822648981780496], [-78.77623833292434, 35.822652091591685], [-78.77620337276913, 35.82266898058314], [-78.77610654066838, 35.82270669840655], [-78.77603061744456, 35.82271570385001], [-78.77593694620884, 35.822738163269996], [-78.77582048988076, 35.82276662685649], [-78.77565964094424, 35.82280747767712], [-78.77543388763215, 35.82286701684319], [-78.7751425563832, 35.823036504525334], [-78.77473314860477, 35.82320939490017], [-78.7744206469276, 35.823227966687746], [-78.77436453613865, 35.82320858962937], [-78.77420059240887, 35.82317886743161], [-78.77413506172314, 35.82318073976933], [-78.7740781114978, 35.823190109039835], [-78.77403038735304, 35.82318702814964], [-78.77386209078766, 35.82314632730213], [-78.77374529543191, 35.823084284523574], [-78.77364197093996, 35.823030240742014], [-78.7734745177424, 35.82295929308516], [-78.77334123499702, 35.82288308456664], [-78.7732886230826, 35.82284908487924], [-78.77316024631473, 35.82279748717267], [-78.772957883947, 35.822695389549835], [-78.77269590080004, 35.82259271983762], [-78.77252566684325, 35.82267171688167], [-78.7719527889115, 35.822676415854204], [-78.77164121103205, 35.82266659745915], [-78.77104725429834, 35.82264054786509]]}";0.0;Greenway;Asphalt;;NA;Central;;;;;;;;;;35.8230739387, -78.7776103339
NC 55 Street-Side Trail (East);GHS Road to Day Care;0.60023828;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.87109343165557, 35.80297054394162], [-78.87095734281168, 35.801762025024956], [-78.87073275849707, 35.80016952709579], [-78.87054100626169, 35.798559576807854], [-78.87044654882435, 35.79684417657548], [-78.87035137625031, 35.7955773912182], [-78.87027979757623, 35.794792235330455], [-78.87028245349302, 35.79429306517664]]}";0.0;Street-Side;Concrete;;NA;West;;;;;;;;;;35.7986376899, -78.870617193
Kit Creek Greenway;West around pond in Magnolia PDD;0.20850209;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.866944345393, 35.820380823013664], [-78.86696912682903, 35.82038779302628], [-78.86700335019361, 35.82039626233766], [-78.86704255853428, 35.82039904967015], [-78.86719991600258, 35.820399715147104], [-78.86729153944499, 35.82042505945504], [-78.86739373255593, 35.82048498579452], [-78.86745766157432, 35.82053188585107], [-78.8675279452418, 35.82056053989974], [-78.8675917605577, 35.82057356138461], [-78.86765581690535, 35.82059416961156], [-78.86770967408769, 35.82066416785548], [-78.86775745987734, 35.820681527993266], [-78.86776271408657, 35.820717583378126], [-78.86779545935717, 35.82075367218852], [-78.86766747159103, 35.82104772452049], [-78.86772642411748, 35.82125040436227], [-78.8678068531933, 35.82136658138327], [-78.86786510640587, 35.82142937365086], [-78.86798703324264, 35.82159318765521], [-78.86805412425038, 35.82171872120024], [-78.86817875997447, 35.821824853588794], [-78.86823793947104, 35.82194100731861], [-78.86821117091027, 35.82206643926441], [-78.86830486437326, 35.8221689318233], [-78.86825773877739, 35.82226333596108], [-78.86818768854035, 35.82234906610998], [-78.86812385362182, 35.82239803131094], [-78.86808289895131, 35.82237967373648], [-78.86800635152304, 35.822364051008236], [-78.86794561298551, 35.82232496837207], [-78.8678610982786, 35.82228237808756], [-78.86777950781313, 35.82225723438959]]}";0.0;Greenway;Asphalt;;NA;West;;;;;;;;;;35.8213623548, -78.8678080385
Lake Pine Dr Street-Side Trail;SW Cary Pkwy to Versailles Dr;0.7481406299999991;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.80858059616635, 35.75510324103883], [-78.80858636363101, 35.75480233081323], [-78.80857372862096, 35.75408824573806], [-78.80856460205393, 35.75367205238848], [-78.80856710002978, 35.753470576865354], [-78.80854841540148, 35.75278517655567], [-78.8085391347919, 35.75246972435311], [-78.80854767767471, 35.75227816503213], [-78.80856628342231, 35.7521064395766], [-78.80860312951683, 35.751952907755275], [-78.80868872635928, 35.75174330449161], [-78.80872740891942, 35.751632712381664], [-78.80881084114591, 35.751482558899774], [-78.80897956442604, 35.751251614731046], [-78.80920677692612, 35.751013480826614], [-78.80937755702583, 35.75087404203493], [-78.80954601311359, 35.750755399005534], [-78.80975700521066, 35.75064177423456], [-78.8100104590969, 35.75052986933196], [-78.81026595174326, 35.75044604244768], [-78.81049905810387, 35.75038695120174], [-78.81076050872171, 35.750349374710574], [-78.81144745934232, 35.750272817466964], [-78.8118345492818, 35.75022882711172], [-78.81239994743821, 35.75013886817742], [-78.81263919479541, 35.75008308395264], [-78.81285807046308, 35.75001901335296], [-78.8133325311278, 35.74986614812265], [-78.81392658820609, 35.749658971575286], [-78.81414963594143, 35.74957508244416], [-78.81433016486307, 35.749477921442654], [-78.81448433746606, 35.74937410949145], [-78.81462448389354, 35.74925046152244], [-78.81473819759063, 35.749116862788384], [-78.81485814392646, 35.748946942532186], [-78.81494967283652, 35.74878688665661], [-78.81507702958218, 35.74854493397598], [-78.81518369616546, 35.74832317163269], [-78.81537693284388, 35.74789853648894], [-78.81551333764178, 35.74764026986726]]}";0.0;Street-Side;Concrete;;NA;Central;;;;;;;;;;35.7509084536, -78.8112334036
Dutchman's Branch GW Connector;Connects to Copper Hill Dr;0.04900397;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.78770047883603, 35.71008813471429], [-78.78723209407143, 35.710066568314275], [-78.78708647590753, 35.71006559799367], [-78.78698469323763, 35.71007472110003], [-78.78688424009793, 35.71010146634613], [-78.78683814676124, 35.71011445182919]]}";0.0;Greenway Connector;Asphalt;;NA;South;;;;;;;;;;35.7100775893, -78.7872671229
Panther Creek Greenway;GLC Road to Outer Loop GW/540;0.70694429;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.90219264069894, 35.816702533012474], [-78.90212232159486, 35.81674242094206], [-78.90207032832318, 35.81676026523168], [-78.90201834658781, 35.81676857070032], [-78.9019722305096, 35.8167691294], [-78.90191294760922, 35.81676252360604], [-78.90185951302709, 35.81676248059198], [-78.90181045867999, 35.816771384110226], [-78.90164497680402, 35.81681417667257], [-78.90112064500543, 35.81699976503632], [-78.90107598264814, 35.81700867182139], [-78.90102694047194, 35.81700743954382], [-78.9009808330116, 35.81700084399524], [-78.90046273422954, 35.81687820212494], [-78.9004056381112, 35.81687875126439], [-78.90034267028166, 35.816891816895186], [-78.90029213728731, 35.81691323810936], [-78.90024744509394, 35.816945396255456], [-78.9002078795103, 35.81697696189991], [-78.9001931968498, 35.81701093373821], [-78.90018497493053, 35.81705457405678], [-78.90018201734513, 35.81707841910345], [-78.90022548118738, 35.8174480958407], [-78.90022178070535, 35.81748028752092], [-78.90020958068197, 35.81752010382752], [-78.90018656108933, 35.81754822549194], [-78.90015431743565, 35.8175774121819], [-78.90011329957447, 35.81759824533059], [-78.90006936421244, 35.81761132551227], [-78.9000247072982, 35.817615462963026], [-78.89998737927469, 35.817611854948936], [-78.8999559123795, 35.81760527102676], [-78.89982493146367, 35.81756700642026], [-78.89978395896644, 35.817552068298305], [-78.89976055324736, 35.81753714370959], [-78.89974666572742, 35.817520438701315], [-78.8997145380216, 35.81745602375362], [-78.89969919162242, 35.81743514436771], [-78.89967505742582, 35.81741783423563], [-78.89963817290939, 35.817411842453794], [-78.89959819825283, 35.81741777094703], [-78.89957402631549, 35.8174308681308], [-78.89956302775965, 35.8174457635089], [-78.89954689288133, 35.81747079014131], [-78.8995307631785, 35.81749164360436], [-78.89950950788963, 35.81751308952166], [-78.89947873624013, 35.817535719149085], [-78.89944870273256, 35.81755298464435], [-78.89942307109989, 35.81756250230192], [-78.89938865571126, 35.81757141692266], [-78.89934765731634, 35.81757734538977], [-78.899312521562, 35.81757731636944], [-78.89927373099145, 35.817572514465105], [-78.89923860564045, 35.81756413908969], [-78.89919470360451, 35.81755038990971], [-78.89892913418646, 35.81743391155535], [-78.89888869163214, 35.81741484366357], [-78.89885064748002, 35.81739907302179], [-78.89881493295901, 35.8173937967187], [-78.898777456839, 35.81739281108953], [-78.89874173285571, 35.817394212732744], [-78.89869988989419, 35.817400336771186], [-78.89863042885585, 35.817426552875425], [-78.89860230953852, 35.81743511468163], [-78.89856892220861, 35.81744224168207], [-78.89853495254626, 35.81744602875014], [-78.89849864243577, 35.81744886024949], [-78.89846232582484, 35.81745598478126], [-78.89815946044332, 35.81754539939749], [-78.89812138572296, 35.81755395277376], [-78.89809796032193, 35.817554887702514], [-78.89806750837366, 35.81755533904419], [-78.89803589462515, 35.81754863462595], [-78.89799549870256, 35.817540970141124], [-78.89794925077473, 35.81752900769469], [-78.89790123870068, 35.81752419763206], [-78.89750307654839, 35.817489522668545], [-78.8974544774022, 35.817485188741266], [-78.8973836182461, 35.817486083615634], [-78.89734789348809, 35.81748891526498], [-78.89713004902089, 35.81749111562436], [-78.89709491998111, 35.81748584021282], [-78.89686013150808, 35.81745702443722], [-78.89681183069663, 35.8174487552865], [-78.89636765254271, 35.8173368898544], [-78.89631862858744, 35.817321347037186], [-78.89611094895444, 35.81716079421295], [-78.89607803729295, 35.81713870693129], [-78.895898088541, 35.81704435414999], [-78.89585346090868, 35.81702583419039], [-78.89561198578383, 35.81696183486583], [-78.89557173430445, 35.81695583806694], [-78.8955248865918, 35.81695639460171], [-78.89545752493126, 35.81697004882255], [-78.89540259606534, 35.816993253385604], [-78.89536040187083, 35.81702190659986], [-78.89493746275477, 35.81735493593275], [-78.89487854290604, 35.817407111967384], [-78.89486006476781, 35.81743142030148], [-78.89478000455537, 35.81752793534654], [-78.8947580315853, 35.817538647645456], [-78.89472376409822, 35.81754577193134], [-78.89468160493902, 35.81754287377734], [-78.89450072161496, 35.81749192182548], [-78.89446295753395, 35.81748688132626], [-78.89443747826142, 35.81749115140898], [-78.89440935754304, 35.81750042790512], [-78.8943926487293, 35.81751543774739], [-78.89436889500458, 35.81754403448375], [-78.89434779299559, 35.81755975526917], [-78.89432318862288, 35.81756688871964], [-78.89429419667718, 35.81757044096969], [-78.89427048406507, 35.817567558670206], [-78.89424765369733, 35.81756109974124], [-78.89422746402376, 35.817551065709324], [-78.89420903994888, 35.81753387932711], [-78.89419676903738, 35.81751312179442], [-78.89419240224422, 35.817494516294566], [-78.89419419124377, 35.81746947791716], [-78.89420476378399, 35.81744516192101], [-78.89421973042644, 35.81741941932195], [-78.89423295001663, 35.8173858056667], [-78.89424001458259, 35.817357194475036], [-78.89424181309336, 35.81732571698116], [-78.89423835755026, 35.81728135668207], [-78.89422961614271, 35.81724843872454], [-78.89396445479149, 35.81649199433993], [-78.89395307981906, 35.81645907406242], [-78.89393467294369, 35.81642901029869], [-78.89391450893544, 35.816399659759846], [-78.8936338804833, 35.816053860204725], [-78.8936137044403, 35.81603381046093], [-78.89343556656645, 35.81590201509551], [-78.89339870269828, 35.81588123506441], [-78.89334777902137, 35.815864020112215], [-78.89329684042221, 35.81585896771911], [-78.8932494076116, 35.81585892618391], [-78.89320723710172, 35.81586532746601], [-78.89316505807604, 35.81587816875353], [-78.89313167169495, 35.815883862951424], [-78.89309653951615, 35.81588168606673], [-78.89307107581534, 35.815874508944695], [-78.89304637230212, 35.81586152248901], [-78.89302370452113, 35.815843019851656], [-78.89300835889506, 35.81582392875776], [-78.89299960930975, 35.81579768776636], [-78.8929945377632, 35.81575833469982], [-78.89299018270162, 35.815730309319555], [-78.89297818089179, 35.81570650357739], [-78.89295713465759, 35.81568025178372], [-78.89293391386474, 35.81565990902112]]}";0.0;Greenway;Asphalt;;Um Park To ATT;West;;;;;;;;;;35.8170956201, -78.8972907464
Walnut Creek Greenway Connector;Convention Dr to Champion Dr;0.15467284;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.75354551988934, 35.77582708270182], [-78.75357141883504, 35.77581173466951], [-78.75359546902183, 35.77579437378813], [-78.75378064026111, 35.77562661800584], [-78.7539273368987, 35.775504096777034], [-78.75399978293005, 35.775451060874154], [-78.75418314070893, 35.77530190281892], [-78.7542679728475, 35.775216936261955], [-78.75446400083864, 35.775032724675214], [-78.75461484564099, 35.774898784572315], [-78.75463360950867, 35.77488761410686], [-78.75465147525604, 35.77488264220215], [-78.75467339191438, 35.77489317893352], [-78.75469966667502, 35.774914218830794], [-78.75477033206599, 35.77496515747177], [-78.75506406535558, 35.775185628642745], [-78.75534350818484, 35.77539056990871], [-78.75537154941657, 35.77540803485409], [-78.75540574457146, 35.77542265127156], [-78.75543497733004, 35.7754334414103], [-78.7555436005436, 35.77544007793525]]}";8.0;Greenway Connector;Asphalt;;Um Park To Hemlock;Central;No;;;;;;;;;35.7752869213, -78.7545171063
