Report,Purpose_ID,Committee_Purp_ID,Filer_Name,View_Report,COR_Flag,Committee_Activity,Purpose_Type,Recipient,Office_Held,Office_Sought,Election_Date,Measure_Description
R20181030172558,CP0004,R20181030172558-CP0004,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,COH,"Almanza, Susana",,Council Dist 3,11/06/2018,
R20181030172558,CP0005,R20181030172558-CP0005,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,COH,"Kitchen, Ann",,Council Dist 5,11/06/2018,
R20181030172558,CP0006,R20181030172558-CP0006,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,COH,"Harding, Vincent",,Council Dist 1,11/06/2018,
R20181030172558,CP0007,R20181030172558-CP0007,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,MEASURE,Proposition A,,,11/06/2018,Affordable Housing
R20181030172558,CP0008,R20181030172558-CP0008,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,MEASURE,Proposition B,,,11/06/2018,Libraries and cultural center
R20181030172558,CP0009,R20181030172558-CP0009,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,MEASURE,Proposition C,,,11/06/2018,Parks
R20181030172558,CP0010,R20181030172558-CP0010,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,MEASURE,Proposition D,,,11/06/2018,Water quality and flood control
R20181030172558,CP0011,R20181030172558-CP0011,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,MEASURE,Proposition E,,,11/06/2018,Health human services
R20181030172558,CP0012,R20181030172558-CP0012,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,MEASURE,Proposition F,,,11/06/2018,Fire EMS
R20181030172558,CP0013,R20181030172558-CP0013,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,MEASURE,Proposition G,,,11/06/2018,Transportation
R20181030172558,CP0014,R20181030172558-CP0014,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Oppose,MEASURE,Proposition K,,,11/06/2018,Independent Efficiency Audit
R20181108082305,CP0001,R20181108082305-CP0001,"The Real Estate Council of Austin, Inc. Advancing Democracy PAC",View Report (http://www.austintexas.gov/edims/document.cfm?id=310121),,Support,COH,"Harper-Madison, Natasha",,"City Council, District 1",11/06/2018,
R20181108082305,CP0002,R20181108082305-CP0002,"The Real Estate Council of Austin, Inc. Advancing Democracy PAC",View Report (http://www.austintexas.gov/edims/document.cfm?id=310121),,Support,COH,"Renteria, Sabino","City Council, District 3",,11/06/2018,
R20181130153329,CP0001,R20181130153329-CP0001,Austin DSA In Action,View Report (http://www.austintexas.gov/edims/document.cfm?id=311385),,Support,COH,"Conway, Lewis",,City Council,11/06/2018,
R20181130153329,CP0002,R20181130153329-CP0002,Austin DSA In Action,View Report (http://www.austintexas.gov/edims/document.cfm?id=311385),,Support,COH,"Nitsch, Julie Ann",ACC Trustee,,11/06/2018,
R20181130153329,CP0003,R20181130153329-CP0003,Austin DSA In Action,View Report (http://www.austintexas.gov/edims/document.cfm?id=311385),,Support,MEASURE,A,,,11/06/2018,Prop A
R20181204170041,CP0001,R20181204170041-CP0001,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=311716),,Support,COH,"Harper-Madison, Natasha",,COA District 1,,
R20181204170041,CP0002,R20181204170041-CP0002,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=311716),,Support,COH,"Renteria, Sabino",,COA District 3,,
R20181204170041,CP0003,R20181204170041-CP0003,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=311716),,Support,COH,"Ellis, Paige",,COA District 8,,
R20181204170041,CP0004,R20181204170041-CP0004,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=311716),,Support,COH,"Gharakhanian, Stephanie",,ACC Board Place 8,,
R20181204170041,CP0005,R20181204170041-CP0005,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=311716),,Support,COH,"Singh, Arati",,AISD Board Place 9,,
R20181204170125,CP0001,R20181204170125-CP0001,People's PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=311720),,Oppose,COH,"Renteria, Pio",Dist 3,Dist 3,12/11/2018,
R20181204170435,CP0001,R20181204170435-CP0001,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=311724),,Oppose,MEASURE,Prop K,,,11/06/2018,City of Austin Proposition K
R20181204170435,CP0002,R20181204170435-CP0002,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=311724),,Support,COH,"Tovo, Kathie","City Council, District 9","City Council, District 9",11/06/2018,
R20181204170532,CP0001,R20181204170532-CP0001,Austinites for Affordability,View Report (http://www.austintexas.gov/edims/document.cfm?id=311725),,Support,COH,"Renteria, Sabino","City Council, District 3","City Council, District 3",12/11/2018,
R20181207164044,CP0001,R20181207164044-CP0001,People's PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=312007),,Oppose,COH,"Renteria, Pio",Dist 3,D9st 3,12/11/2018,
R20181220082456,CP0001,R20181220082456-CP0001,Austin Forward,View Report (http://www.austintexas.gov/edims/document.cfm?id=312506),,Support,MEASURE,Transportation Bond,,,11/08/2016,Support City of Austin transportation bond
R20181221153329,CP0001,R20181221153329-CP0001,Home Builders Association of Greater Austin HOME-PAC Personal,View Report (http://www.austintexas.gov/edims/document.cfm?id=312555),,Support,COH,"Skidmore, Danielle",,City Council,11/06/2018,
R20181221153329,CP0002,R20181221153329-CP0002,Home Builders Association of Greater Austin HOME-PAC Personal,View Report (http://www.austintexas.gov/edims/document.cfm?id=312555),,Support,COH,"Renterio, Pio",City Council,City Council,11/06/2018,
R20181221153438,CP0001,R20181221153438-CP0001,Home Builders Association of Greater Austin HOME-PAC Personal,View Report (http://www.austintexas.gov/edims/document.cfm?id=312554),,Support,COH,"Skidmore, Danielle",,City Council,11/06/2018,
R20181221153438,CP0002,R20181221153438-CP0002,Home Builders Association of Greater Austin HOME-PAC Personal,View Report (http://www.austintexas.gov/edims/document.cfm?id=312554),,Support,COH,"Renterio, Pio",City Council,City Council,11/06/2018,
R20190104164940,CP0001,R20190104164940-CP0001,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=312844),,Support,COH,"Salazar, Mariana",,Council Dist 1,12/11/2018,
R20190104164940,CP0002,R20190104164940-CP0002,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=312844),,Support,COH,"Almanza, Susana",,Council Dist 3,12/11/2018,
R20190104164940,CP0003,R20190104164940-CP0003,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=312844),,Support,COH,"Ellis, Paige",,Council Dist 10,12/11/2018,
R20190111154054,CP0001,R20190111154054-CP0001,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313111),,Support,COH,"Harper-Madison, Natasha",,COA District 1,,
R20190111154054,CP0002,R20190111154054-CP0002,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313111),,Support,COH,"Renteria, Sabino",,COA District 3,,
R20190111154054,CP0003,R20190111154054-CP0003,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313111),,Support,COH,"Ellis, Paige",,COA District 8,,
R20190111154054,CP0004,R20190111154054-CP0004,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313111),,Support,COH,"Gharakhanian, Stephanie",,ACC Board Place 8,,
R20190111154054,CP0005,R20190111154054-CP0005,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313111),,Support,COH,"Singh, Arati",,AISD Board Place 9,,
R20190116164213,CP0001,R20190116164213-CP0001,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313304),,Support,COH,"Harper-Madison, Natasha",None,Austin City Council - Dist 1,,
R20190116164213,CP0002,R20190116164213-CP0002,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313304),,Support,COH,"Ward III, Frank P.",None,Austin City Council - Dist 8,,
R20190116164213,CP0003,R20190116164213-CP0003,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313304),,Support,COH,"Renteria, Sabino",Austin City Council - Dist 3,Austin City Council - Dist 3,,
R20190116164507,CP0001,R20190116164507-CP0001,Unity PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313340),,Support,MEASURE,A,,,11/06/2018,Proposition A: Affordable Housing
R20190116164507,CP0002,R20190116164507-CP0002,Unity PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313340),,Support,MEASURE,B,,,11/06/2018,"Proposition B: Libraries, Museums and Cultural Arts Facilities"
R20190116164507,CP0003,R20190116164507-CP0003,Unity PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313340),,Support,MEASURE,C,,,11/06/2018,Proposition C: Parks and Recreation
R20190116164507,CP0004,R20190116164507-CP0004,Unity PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313340),,Support,MEASURE,D,,,11/06/2018,"Proposition D: Flood Mitigation, Open Space, and Water Quality Protection"
R20190116164507,CP0005,R20190116164507-CP0005,Unity PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313340),,Support,MEASURE,E,,,11/06/2018,Proposition E: Health and Human Service
R20190116164507,CP0006,R20190116164507-CP0006,Unity PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313340),,Support,MEASURE,F,,,11/06/2018,Proposition F: Public Safety
R20190116164507,CP0007,R20190116164507-CP0007,Unity PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313340),,Support,MEASURE,G,,,11/06/2018,Proposition G: Transportation Infrastructure
R20190117084056,CP0001,R20190117084056-CP0001,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Oppose,COH,"Adler, SteveAustin City Mayor",Austin City Mayor,Austin City Mayor,11/06/2018,
R20190117084056,CP0002,R20190117084056-CP0002,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Oppose,COH,"Renteria, SabinoAustin City Council D. 3",Austin City Council D. 3,Austin City Council D. 3,11/06/2018,
R20190117084056,CP0003,R20190117084056-CP0003,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Oppose,COH,"Danielle, SkidmoreAustin City Council D. 9",,Austin City Council D. 9,11/06/2018,
R20190117084056,CP0004,R20190117084056-CP0004,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,MEASURE,unknown,,,05/07/2019,Ordinance w/r/t City land & sports facilities/entertainment stadiums
R20190117084056,CP0005,R20190117084056-CP0005,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,MEASURE,Proposition J,,,11/06/2018,See Austin City Ballot Novemeber 2018 Proposition J
R20190117084056,CP0006,R20190117084056-CP0006,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,COH,"Tovo, KathryneAustin City Council D. 9",Austin City Council D. 9,Austin City Council D. 9,11/06/2018,
R20190117084056,CP0007,R20190117084056-CP0007,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,COH,"O'Neil, LindaAustin City Council D. 9",,Austin City Council D. 9,11/06/2018,
R20190117084056,CP0008,R20190117084056-CP0008,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,COH,"Avini, MitrahAustin City Council D. 1",,Austin City Council D. 1,11/06/2018,
R20190117084056,CP0009,R20190117084056-CP0009,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,COH,"Levinski, RobertAustin City Council D. 8",,Austin City Council D. 8,11/06/2018,
R20190117084056,CP0010,R20190117084056-CP0010,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,COH,"Valadez, JamesAustin City Council D. 3",,Austin City Council D. 3,11/06/2018,
R20190117084056,CP0011,R20190117084056-CP0011,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,COH,"Almanza, SusanaAustin City Council D. 3",,Austin City Council D. 3,11/06/2018,
R20190117084056,CP0012,R20190117084056-CP0012,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,COH,"Morrison, LauraAustin City Mayor",,Austin City Mayor,11/06/2018,
R20190117084056,CP0013,R20190117084056-CP0013,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,COH,"Phelps, ToddAustin City Mayor",,Austin City Mayor,11/06/2018,
R20190117084056,CP0014,R20190117084056-CP0014,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313408),,Support,COH,"Cohen, JessicaAustin City Council D. 3",,Austin City Council D. 3,11/06/2018,
R20190117084205,CP0001,R20190117084205-CP0001,Let Us Vote Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313404),,Support,MEASURE,Prop J,,,11/06/2018,Prop J
R20190117084244,CP0001,R20190117084244-CP0001,People's PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313395),,Oppose,COH,"Renteria, Pio",District 3,District 3,12/11/2018,
R20190117084323,CP0001,R20190117084323-CP0001,Austin DSA In Action,View Report (http://www.austintexas.gov/edims/document.cfm?id=313403),,Support,COH,"Conway, Lewis",,City Council,11/06/2018,
R20190117084323,CP0002,R20190117084323-CP0002,Austin DSA In Action,View Report (http://www.austintexas.gov/edims/document.cfm?id=313403),,Support,COH,"Nitsch, Julie Ann",ACC Trustee,,11/06/2018,
R20190117084323,CP0003,R20190117084323-CP0003,Austin DSA In Action,View Report (http://www.austintexas.gov/edims/document.cfm?id=313403),,Support,MEASURE,A,,,11/06/2018,Prop A
R20190117084436,CP0001,R20190117084436-CP0001,Yes on Prop K,View Report (http://www.austintexas.gov/edims/document.cfm?id=313397),,Support,MEASURE,Proposition KK,,,11/06/2018,Austin Efficiency Audit
R20190117084517,CP0001,R20190117084517-CP0001,Sensible Transportation Solutions for Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=313405),,Oppose,MEASURE,Proposition 1,,,11/08/2016,Mobility Package
R20190117084716,CP0001,R20190117084716-CP0001,Fair Play Austin PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313414),,Support,MEASURE,Unidentified,,,05/04/2019,Petition for Sports Arena Ordinance
R20190117084958,CP0001,R20190117084958-CP0001,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313410),,Support,MEASURE,A,,,11/06/2018,Proposition A: Affordable Housing
R20190117084958,CP0002,R20190117084958-CP0002,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313410),,Support,MEASURE,B,,,11/06/2018,"Proposition B: Libraries, Museums and Cultural Arts Facilities"
R20190117084958,CP0003,R20190117084958-CP0003,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313410),,Support,MEASURE,C,,,11/06/2018,Proposition C: Parks and Recreation
R20190117084958,CP0004,R20190117084958-CP0004,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313410),,Support,MEASURE,D,,,11/06/2018,"Proposition D: Flood Mitigation, Open Space, and Water Quality Protection"
R20190117084958,CP0005,R20190117084958-CP0005,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313410),,Support,MEASURE,E,,,11/06/2018,Proposition E: Health and Human Service
R20190117084958,CP0006,R20190117084958-CP0006,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313410),,Support,MEASURE,F,,,11/06/2018,Proposition F: Public Safety
R20190117084958,CP0007,R20190117084958-CP0007,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313410),,Support,MEASURE,G,,,11/06/2018,Proposition G: Transportation Infrastructure
R20190117085202,CP0001,R20190117085202-CP0001,Austin Citizens for Truthful Petitions,View Report (http://www.austintexas.gov/edims/document.cfm?id=313411),,Oppose,MEASURE,K,,,11/06/2018,Proposition K
R20190117085317,CP0001,R20190117085317-CP0001,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=313422),,Oppose,COH,"Ward, Frank",,"City Council, District 8",12/11/2018,
R20190117085317,CP0002,R20190117085317-CP0002,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=313422),,Support,COH,"Sanchez, Mariana",,"City Council, District 1",12/11/2018,
R20190117085317,CP0003,R20190117085317-CP0003,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=313422),,Support,COH,"Ellis, Paige",,"City Council, District 8",12/11/2018,
R20190117085317,CP0004,R20190117085317-CP0004,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=313422),,Support,COH,"Renteria, Sabino",,"City Council, District 3",12/11/2018,
R20190117085447,CP0001,R20190117085447-CP0001,Austinites for Affordability,View Report (http://www.austintexas.gov/edims/document.cfm?id=313420),,Support,COH,"Renteria, Sabino","City Council, District 3","City Council, District 3",12/11/2018,
R20190117085625,CP0001,R20190117085625-CP0001,No on Prop J,View Report (http://www.austintexas.gov/edims/document.cfm?id=313375),,Oppose,MEASURE,Proposition J,,,11/06/2018,Land Development Code
R20190117085704,CP0001,R20190117085704-CP0001,Carollo Engineers Inc. PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=313376),,Support,COH,"See Schedule F1, See Schedule F1",,,,
R20190117095509,CP0001,R20190117095509-CP0001,Yes on Prop E,View Report (http://www.austintexas.gov/edims/document.cfm?id=313418),,Support,MEASURE,E,,,11/06/2019,Support City of Austin Proposition E
R20190124165330,CP0001,R20190124165330-CP0001,Our Rail,View Report (http://www.austintexas.gov/edims/document.cfm?id=313744),,Support,MEASURE,Proposition A,,,11/06/2018,Proposition A
R20190711162653,CP0001,R20190711162653-CP0001,Carollo Engineers Inc. PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=323230),,Support,COH,"See Schedule F1, See Schedule F1",,,,
R20190712154104,CP0001,R20190712154104-CP0001,Sensible Transportation Solutions for Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=323305),,Oppose,MEASURE,Proposition 1,,,11/08/2016,Mobility Package
R20190716154521,CP0001,R20190716154521-CP0001,Unconventional Austin SPAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=323495),,Support,MEASURE,Petition,,,11/05/2019,Require Voter Approval for Convention Center and Prioritize HOT Revenue for Cultural Tourism
R20190716155613,CP0001,R20190716155613-CP0001,Fair Play Austin PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=323397),,Support,MEASURE,Unidentified,,,11/05/2019,Sports stadium property tax ballot measure
R20190925144050,CP0001,R20190925144050-CP0001,Fair Play Austin PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=328331),,Support,MEASURE,Unidentified,,,11/05/2019,Sports stadium property tax ballot measure
R20191008165052,CP0001,R20191008165052-CP0001,Unconventional Austin SPAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=329080),,Support,MEASURE,Proposition B,,,11/05/2019,Vote on Convention Center Expansion
R20191008165222,CP0001,R20191008165222-CP0001,PACE,View Report (http://www.austintexas.gov/edims/document.cfm?id=329096),,Oppose,MEASURE,Proposition A,,,11/05/2019,Austin Voter Approval for Sports and Entertainment Venue Construction on City Land
R20191008165309,CP0001,R20191008165309-CP0001,PHAM PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=329091),,Oppose,MEASURE,Proposition B,,,11/05/2019,Proposition B
R20191008165407,CP0001,R20191008165407-CP0001,Austin United PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=329097),,Oppose,MEASURE,Proposition A,,,11/05/2019,Austin Voter Approval for Sports and Entertainment Venue Construction on City Land
R20191011085320,CP0001,R20191011085320-CP0001,Austin United PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=329186),,Oppose,MEASURE,Proposition A,,,11/05/2019,Austin Voter Approval for Sports and Entertainment Venue Construction on City Land
R20191025101051,CP0001,R20191025101051-CP0001,Unconventional Austin SPAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=330022),,Support,MEASURE,Proposition B,,,11/05/2019,Vote on Convention Center Expansion
R20191029170146,CP0001,R20191029170146-CP0001,Austin United PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=330315),,Oppose,MEASURE,Proposition A,,,11/05/2019,Proposing voter approval for convention center development and a limit on hotel tax
R20191029170225,CP0001,R20191029170225-CP0001,Unconventional Austin SPAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=330255),,Support,MEASURE,Petition,,,11/05/2019,Require Voter Approval for Convention Center and Prioritize HOT Revenue for Cultural Tourism
R20191029170321,CP0001,R20191029170321-CP0001,PHAM PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=330262),,Oppose,MEASURE,Proposition B,,,11/05/2019,Proposition B
R20191029170405,CP0001,R20191029170405-CP0001,PACE,View Report (http://www.austintexas.gov/edims/document.cfm?id=330259),,Oppose,MEASURE,Proposition A,,,11/05/2019,Austin Voter Approval for Sports and Entertainment Venue Construction on City Land
R20191030160336,CP0001,R20191030160336-CP0001,Austin United PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=330364),Modify,Oppose,Measure,Prop A,,,11/05/2019,Austin Voter Approval for Sports and Entertainment Venue Construction on City Land
R20200115153751,CP0001,R20200115153751-CP0001,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=334032),,Support,MEASURE,Prop 2,,,11/05/2017,Water-wastewater funding
R20200115153751,CP0002,R20200115153751-CP0002,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=334032),,Support,MEASURE,Prop 5,,,11/05/2017,Parks funding
R20200115153751,CP0003,R20200115153751-CP0003,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=334032),,Support,MEASURE,Prop 8,,,11/05/2017,Flood control funding
R20200115154118,CP0001,R20200115154118-CP0001,Sensible Transportation Solutions for Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=334066),,Oppose,MEASURE,Proposition 1,,,11/08/2016,Mobility Package
R20200115154305,CP0001,R20200115154305-CP0001,Carollo Engineers Inc. PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=334046),,Support,COH,"See Schedule F1, See Schedule F1",,,,
R20200116171310,CP0001,R20200116171310-CP0001,Our Town Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=334003),,Support,MEASURE,"Adler, Steve",Mayor,,,Recall
R20200116171310,CP0002,R20200116171310-CP0002,Our Town Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=334003),,Support,MEASURE,"Harper-Madison, Natasha",Council Member,,,Recall
R20200116171310,CP0003,R20200116171310-CP0003,Our Town Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=334003),,Support,MEASURE,"Renteria, Sabino",Council Member,,,Recall
R20200116171310,CP0004,R20200116171310-CP0004,Our Town Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=334003),,Support,MEASURE,"Kitchen, Ann",Council Member,,,Recall
R20200116171310,CP0005,R20200116171310-CP0005,Our Town Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=334003),,Support,MEASURE,"Ellis, Paige",Council Member,,,Recall
R20200116171310,CP0006,R20200116171310-CP0006,Our Town Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=334003),,Support,MEASURE,"Tovo, Kathie",Council Member,,,Recall
R20200116171656,CP0001,R20200116171656-CP0001,PACE,View Report (http://www.austintexas.gov/edims/document.cfm?id=334126),,Oppose,MEASURE,Prop A,,,11/05/2019,Requiring city council supermajority and voter approval for sports andentertainment venue.
R20200116172031,CP0001,R20200116172031-CP0001,PHAM PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=334103),,Oppose,MEASURE,Proposition B,,,11/05/2019,Convention Center Proposition
R20200116172459,CP0001,R20200116172459-CP0001,Austin United PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=334125),,Oppose,MEASURE,Prop A,,,11/05/2019,Austin Voter Approval for Sports and Entertainment Venue Construction onCity Land
R20200213083749,CP0001,R20200213083749-CP0001,Austin United PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=335760),,Oppose,MEASURE,Prop A,,,11/05/2020,Citizen initiative proposing approval requirement for certain zoning changes and development project
