number,dorregionnumber,type,name,address1,address2,city,state,zipcode,located_in,county,phone,fax,size,email,agent,officemanager,contractmanager,daysopen,daysclosed,holidaysclosed,additionaldaysclosed,remarks,latlng,twitter_url,facebook_url,textingPhoneNumber,ManagerContactNumber,ManagerContactNumber2,OtherContactInfo,additional_license_office_info
025,2,1MV,KEYTESVILLE,306 SOUTH CHERRY,,KEYTESVILLE,MO,65261-0000,CHARITON COUNTY COURTHOUSE,Chariton,(660) 288-3351,(660) 288-3041,1,KEYTESVILLEAGENTOFFICE@DOR.MO.GOV,"DOUG & CHERI, LLC",PATRICIA MCKINSTRY,,Monday - Friday - 8:30 to 4:30,Monday - Friday from 12:00 to 1:00,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/11/2020 (at 8:30 AM until 10:00 AM ),   3/27/2020,    03/28/20,   03/30/20,   03/31/20,   04/01/20,   04/02/20,    04/03/20,   04/04/20,   4/6/2020 (open at 8:30 AM ),   04/07/20,   04/08/20,   04/09/20,   04/10/20,   04/11/20,   04/13/20,   04/14/20,   04/15/20,   04/16/20,   04/17/20,   04/18/20,   04/20/20,   04/21/20,   04/22/20,   04/23/20,   04/24/20,   04/25/20,   4/27/2020 (open at 8:30 AM ),  04/28/20,  04/29/20,  04/30/20,  05/01/20,  05/02/20,   5/4/2020 (open at 7:30 AM ), 05/05/20, 05/06/20, 05/07/20, 05/08/20, 05/09/20, 05/11/20, 05/12/20, 05/13/20, 05/14/20, 05/15/20, 05/16/20,  5/18/2020 (open at 9:00 AM ),    11/27/20,   12/24/20",,"(39.4332596, -92.9415233)",,,,,,,"Temporarily closed due to COVID-19 until May 18, 2020.This office will provide the following services: Restroom and Wi-Fi"
055,2,1MV,UNIONVILLE,1507 MAIN,,UNIONVILLE,MO,63565-0000,GARY M KNIGHT REAL ESTATE BUILDING,Putnam,(660) 947-3621,(660) 947-3509,1,UNIONVILLEAGENTOFFICE@DOR.MO.GOV,JAN MASHELLE TRIMBLE,JAN MASHELLE TRIMBLE,,Monday - Friday - 9:00 to 4:00,Monday-Friday from 12:00 to 1:00,"Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/31/2020 (at 9:00 AM),  04/01/20,  04/02/20,  04/03/20,  04/04/20,  04/06/20,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,   4/13/2020 (open at 9:00 AM),  4/13/2020 (at 9:00 AM ), 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20,  4/20/2020 (open at 9:00 AM ),  9/10/20,  9/11/20,  11/27/20,  12/24/20",,"(40.4769501, -93.001122)",,,,,,,This office will provide the following services: Restroom
075,13,1MV,WILLOW SPRINGS,705 E MAIN,,WILLOW SPRINGS,MO,65793-3944,"This office is tentatively set to open on May 4, 2020 at location of 705 E Main ST, Willow Springs",Howell,(417) 469-3944,(417) 469-3192,1,WILLOWSPRINGSAGENTOFFICE@DOR.MO.GOV,CYNTHIA BLADES,Christopher Cloven,,Tuesday - Friday - 9:00 to 5:00,,"Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","7/2/20, 11/27/20, 12/24/20",,"(36.989019, -91.964141)",,,,,,,"This office will provide the following services: Greeter, Restroom, Wi-Fi, Charging Station, Take a Number System"
027,6,1MV,HERMANN,150 Market St,,HERMANN,MO,65041-0000,HERMANN AREA CHAMBER OF COMMERCE,Gasconade,(573) 486-3212,(573) 486-3066,1,HERMANNAGENTOFFICE@DOR.MO.GOV,HERMANN AREA CHAMBER OF COMMERCE,LISA BREEDEN,,"Monday - Friday - 9:00 to 4:30, Saturday - 8:00 to 11:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","5/23/20, 9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(38.706319, -91.437776)",,,,,,,Due to COVID-19 the office is temporarily adjusting hoursNormal operating hours (9:00am – 4:30pm). Additionally - Renewal only and Med Cert from 8:30am – 9:00am and 4:30pm – 5:00pm.This office will provide the following services: Restroom and Wi-Fi
157,6,1MV,FAYETTE,106 East Davis,,FAYETTE,MO,65248-0000,ADVANTAGE BOOKKEEPING & ACCOUNTING,Howard,(660) 248-1107,(660) 248-2046,1,FAYETTEAGENTOFFICE@DOR.MO.GOV,"ADVANTAGE BOOKKEEPING AND TAX SERVICE, LLC",JOCELYN HUTCHINSON,,"Monday, Tuesday, Thursday, and Friday - 8:30 to 5:00, Wednesday - 8:30 to 6:00, Last Saturday of the Month - 8:30 to 12:30",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/24/2020,  3/24/2020,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  04/06/20,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  4/15/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  4/20/2020 (open at 8:30 AM ), 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 8:30 AM ),  11/27/20,  11/28/20,  12/24/20,  12/26/20",,"(39.146573, -92.684105)",,,,,,Public E-mail Address: asbury38@hotmail.com,Due to COVID-19 the office is by appointment only.
052,8,1MV,CENTRAL WEST END,,,ST LOUIS,MO,63108-3287,This office is currently closed until further notice.,St. Louis City,() -,() -,3,CentralWestEndAgentOffice@dor.mo.gov,,,,,,,,,"(38.647459, -90.25730999999999)",,,,,,,
008,1,1MV,GRANT CITY,101 WEST 3RD STREET,,GRANT CITY,MO,64456-0000,CITY HALL,Worth,(660) 564-3719,(660) 564-3536,1,GRANTCITYAGENTOFFICE@DOR.MO.GOV,CITY OF GRANT CITY,SHELLY TROUTWINE,,Monday - Wednesday - 7:30 to 4:00,Monday - Wednesday from 12:00 to 12:30,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/18/2020,  3/23/2020,  3/24/2020,   03/25/20,  03/26/20,   03/27/20,  03/28/20,  03/30/20,  03/31/20,  4/1/2020 (open at 7:30 AM ),  04/02/20,  04/03/20,  04/04/20,  04/06/20,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  4/20/2020 (open at 7:30 AM ), 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20, 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 7:30 AM ),  11/25/20 (p.m. only)",,"(40.4863961, -94.4181391)",,,,,,,Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one time.This office will provide the following services: Restroom
051,10,1MV,SAINT CLAIR,"960 PLAZA DR, SUITE H",,ST CLAIR,MO,63077-0000,,Franklin,(636) 629-6000,(636) 629-5510,1,SAINTCLAIRAGENTOFFICE@DOR.MO.GOV,ST. CLAIR AREA CHAMBER OF COMMERCE,CHRISTINE COLEMAN,,"Monday - Friday - 9:00 to 5:00, Saturday - 9:00 to 12:00",,"Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/21/2020,  3/23/2020,  03/24/20,  03/25/20,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 9:00 AM),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 9:00 AM), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 9:00 AM ),  5/23/20,  7/4/20,  9/5/20,  11/27/20,  11/28/20,  12/24/20 (p.m. only),  12/26/20",,"(38.355608, -90.978713)",,,,,,Contractor's Website: www.stclairmo.orgPublic E-mail Address: saintclairagentoffice@dor.mo.gov,Due to COVID-19 the office is temporarily adjusting hoursBy appointment onlyMonday - Friday 9:00 a.m. - 3:00 p.m.9:00 a.m. - 10:00 a.m. for seniors onlyClosing from 12:30 p.m. - 1:00 p.m. to sanitize office
116,1,1MV,NORTH KANSAS CITY,"2421 BURLINGTON DR, SUITE B",,NORTH KANSAS CITY,MO,64116-4116,,Clay,(816) 472-0555,(816) 472-0556,3,NORTHKANSASCITYAGENTOFFICE@DOR.MO.GOV,PROJECT MS,MICAH VALDIVIA,,"MONDAY - FRIDAY - 9:00 to 5:00, LAST SATURDAY OF THE MONTH - 9:00 to 12:00",,"President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/19/2020 (at 2:00 PM), 03/20/20, 03/21/20, 03/23/20, 03/24/20, 03/25/20, 03/26/20, 3/26/2020 (at 2:00 PM), 03/27/20, 03/28/20, 3/30/2020 (open at 9:00 AM), 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 04/06/20, 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 4/13/2020 (open at 9:00 AM), 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(39.1464154, -94.5795551)",@projectms10,https://www.facebook.com/projectms.sherry/,(573) 470-5928,,,Contractor's Website: WWW.PROJECTMS.NET,"Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one timeOffice will have a cut-off for accepting new customers based on how many are in line and when the office closes.Ability to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook, Twitter and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
022,1,1MV,STANBERRY,130 W. FIRST ST,,STANBERRY,MO,64489-0000,CITY HALL,Gentry,(660) 783-2725,(660) 783-9004,1,STANBERRYAGENTOFFICE@DOR.MO.GOV,CITY OF STANBERRY,MELISSA GOUCHER,,"Monday - Friday - 8:00 to 5:00, Last Saturday of the month - 8:00 to 12:00, November 21, 2020 - 8:00 to 12:00, December 19, 2020 - 8:00 to 12:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/30/2020 (at 8:00 AM), 03/31/20, 04/01/20, 04/02/20,  04/03/20, 04/04/20, 04/06/20, 04/07/20, 04/08/20,  04/09/20, 4/9/2020 (at 8:00 AM), 04/10/20, 04/11/20, 04/13/2020 (open at 8:00 AM), 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 8:00 AM), 11/27/20, 12/24/20 (p.m. only), 12/26/2020","If the last Saturday of the month falls on a holiday weekend, this office will be open the Saturday prior.","(40.2141039, -94.5421169)",,,,,,,
073,4,1MV,HERMITAGE,23183 OAKWOOD CIRCLE,,HERMITAGE,MO,65668-0326,,Hickory,(417) 745-6409,(417) 745-2610,1,HERMITAGEAGENTOFFICE@DOR.MO.GOV,HICKORY COUNTY FARM BUREAU,LEVONDA ARTHUR,,Monday - Friday - 8:30 to 4:00,Monday - Friday from 1:15 to 2:00,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020, 3/23/2020, 03/24/20, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 4/6/2020 (open at 8:30 AM ), 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20, 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20, 5/4/2020 (open at 8:30 AM ), 5/26/20, 9/8/20, 11/27/20, 12/24/20",,"(37.945681, -93.324767)",,https://www.facebook.com/Hermitagedmv/,(417) 599-9903,,,Public E-mail Address: Hermitdmv@yahoo.com,
059,5,1MV,FERGUSON,10425 WEST FLORISSANT,,FERGUSON,MO,63136-0000,,St. Louis County,(314) 733-5316,(314) 733-5319,3,FERGUSONAGENTOFFICE@DOR.MO.GOV,"YORK MANAGEMENT GROUP, LLC",EDDIE JOHNSON,,"Monday - Friday - 9:00 to 5:00, Last Saturday - 8:00 to 12:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/11/2020 (at 9:00 AM until 10:00 AM ), 3/24/2020 (at 3:00 PM ), 3/25/2020 (at 3:00 PM ), 3/28/2020, 3/30/2020, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 04/06/20, 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20,  4/24/2020 (open at 9:00 AM ),   7/4/20, 9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(38.737935, -90.220029)",,https://www.facebook.com/fergusonlicense/,(314) 730-0606,,,Public E-mail Address: ferguson@yorkmanagementgroup.com,"Due to COVID-19 Temporary office hours will be Monday - Thursday 10 a.m. - 4 p.m. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and/or Twitter and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
173,5,1MV,OFALLON,2421 HIGHWAY K,,O FALLON,MO,63368-0000,THE FOUR SEASONS CENTER,St. Charles,(636) 394-5829,(636) 439-5160,3,OFALLONAGENTOFFICE@DOR.MO.GOV,"ELLE MANAGEMENT, LLC",ASHLEY ORLANDO,,"Monday - Friday - 9:00 to 5:00, Saturday - 9:00 to 1:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020 (at 9:00 AM until 11:00 AM), 3/24/2020, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 4/6/2020 (open at 9:00 AM), 5/23/20, 7/4/20, 9/5/20, 11/27/20, 12/24/20, 12/26/20",,"(38.774757, -90.701489)",twitter.com/OFallonDMV/,www.facebook.com/OFallon-License-Office-364388840314173,(314) 374-6222,,,Public E-mail Address: ofallondmv@gmail.com Contractor Web Page Address: https://elledmv.com/,"Due to COVID-19 the office is by Appointment OnlyMonday - Friday 9:00 a.m. - 5:00 p.m.Saturday 9:00 a.m. - 1:00 p.m.Other Services and Initiatives: Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop-off service, and schedule appointments for processing. Ways to Contact the office: E-mail, Facebook, Twitter, Texting Number and Company Website. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, process transactions in the customer waiting area and direct customers to the front of the line. Customer Satisfaction Initiatives: Completed comment cards will be used in a drawing."
029,13,1MV,LICKING (closed),117A NORTH MAIN,,LICKING,MO,65542,This office is closed until further notice all personalized plates will go to the Salem License Office.,Texas,() -,() -,1,LICKINGAGENTOFFICE@DOR.MO.GOV,,,,,,,,,"(37.500419, -91.857172)",,,,,,,
123,9,1MV,MONROE CITY,109 SECOND ST,,MONROE CITY,MO,63456-0000,MONROE CITY HALL,Monroe,(573) 735-4585,(573) 735-3314,1,MONROECITYAGENTOFFICE@DOR.MO.GOV,CITY OF MONROE CITY,JULIE POWELL,,Monday - Friday - 8:00 to 5:00,Monday - Friday from 12:00 to 1:00,"Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020, 3/24/2020, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 3/30/2020 (open at 8:00 AM ), 11/27/20, 12/24/20",,"(39.654297, -91.7345293)",,,,,,Public E-Mail: jpangborn@monroecity.org,"Due to COVID-19 Office is open by appointment only call 573-735-4585 x 3Ways to contact office: Email or ""Contact Us"" link on the Internet. Services for the Elderly or Disabled: Curbside Service,  Assist with changing or replacing plates/tabs."
139,9,1MV,WARRENTON,"1000 Warrenton Outlet Center, Suite 12",,WARRENTON,MO,63383-0000,,Warren,(636) 456-2955,(636) 456-5013,2,WARRENTONAGENTOFFICE@DOR.MO.GOV,WARRENTON AREA CHAMBER OF COMMERCE,ASHLEIGH REECE,,"Mon,Tue,Thur,Fri - 8:30 to 4:30, Wednesday - 8:30 to 5:30, First and Last Saturday - 8:30 to 12:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/20/2020,   3/25/2020,   03/26/20,   03/27/20,   03/28/20,   3/30/2020 (open at 8:30 AM),   3/31/2020,   04/01/20,   04/02/20,   04/03/20,   04/04/20,   04/06/20,   04/07/20,   04/08/20,   04/09/20,   04/10/20,   04/11/20,   4/13/2020 (open at 8:30 AM),  4/24/2020,   11/27/20,   12/24/20",,"(38.81791, -91.165031)",,https://www.facebook.com/Warrenton-License-136249623190959/,,,,Public E-mail Address: WARRENTONCOC@SOCKET.NET,"Due to COVID-19 the office is temporarily adjusting its hours and services availableOpen Monday- Wednesday and Friday10:00 a.m. - 4:00 p.m. Thursday 10:00 a.m. - 3:00 p.m.Closed for lunch from 12:30 p.m. - 1:00 p.m.Processing MV transactions onlyWays to contact office: Email or ""Contact Us"" link on the internet, Facebook and/or Twitter. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Customer Satisfaction Initiatives: completed comment cards will be used in drawing."
132,14,1MV,JACKSON,2062 WALTON DR,,JACKSON,MO,63755-0000,,Cape Girardeau,(573) 243-5406,(573) 204-0098,2,JACKSONAGENTOFFICE@DOR.MO.GOV,"SEMO TAGS, LLC",SHAKOTA ROBINSON,,"Monday - Friday - 8:00 to 5:00, Last Saturday - 8:30 to 12:00, Last Weekday of Month - 8:00 to 6:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/28/2020,   3/28/2020,   03/30/20,   03/31/20,   04/01/20,   04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:00 AM ),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,   4/13/2020 (open at 8:00 AM ), 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20,  4/20/2020 (open at 8:00 AM ),  11/27/20,  11/28/20,  12/24/20,  12/26/20",,"(37.363927, -89.634122)",https://twitter.com/JacksonLicenseB,www.facebook.com/Jackson-License-Bureau-680782738677360,,,,Public E-mail Address: JACKSONLICENSEOFFICE@YAHOO.COM,Due to COVID-19 the office will be closing at 4:00 p.m. each day
201,3,1MV,INDEPENDENCE,16643 EAST 23RD STREET,,INDEPENDENCE,MO,64055-0000,HUB SHOPPING CENTER,Jackson,(816) 307-7348,(816) 325-3056,3,INDEPENDENCEAGENTOFFICE@DOR.MO.GOV,"ELLE MANAGEMENT, LLC",COURTNEY LYNN,,"Monday - Friday - 7:30 to 7:00, Saturday - 8:30 to 12:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020, 3/23/2020 (at 7:30 AM until 12:00 PM ), 3/24/2020, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 4/6/2020 (open at 7:30 AM ), 5/23/20, 7/4/20,  9/5/20, 11/27/20, 12/24/20, 12/26/20",,"(39.0778463, -94.3811101)",,https://www.facebook.com/IndependenceDMV/,(314) 374-6222,,,Contractors Web Page: https://elledmv.com/Public E-Mail Address: independencedmv@gmail.com,"Due to COVID-19 the office is temporarily adjusting their hoursBy Appointment Only Monday - Friday 9:00 a.m. - 5:00 p.m.Saturday 9:00 a.m. - 1:00 p.m.To schedule an appointment visit ElleDMV.com or call 816-313-1751Visit www.sharpmediallc.com/independence to reserve a spot in line.Ability to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting. Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
182,12,1MV,SOUTH SPRINGFIELD,319-P E. BATTLEFIELD,,SPRINGFIELD,MO,65807-0000,BATTLEFIELD PLAZA,Greene,(417) 319-1005,(417) 877-8291,3,SOUTHSPRINGFIELDLICENSEOFFICE@DOR.MO.GOV,"ELLE MANAGEMENT, LLC",SIERRA HOAGLIN,,"Monday - Friday - 7:30 to 7:00, Saturdays - 8:00 to 2:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020 (at 7:30 AM until 11:00 AM), 3/24/2020, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20,  4/6/2020 (open at 7:30 AM), 5/23/20, 7/4/20, 9/5/20, 11/27/20, 12/24/20, 12/26/20",,"(37.161638, -93.291672)",,https://www.facebook.com/SouthSpringfieldLicenseOffice/,(314) 374-6222,,,Visit www.sharpmediallc.com/sfremont to reserve a spot in line.Public E-Mail Address: southfremontdmv@gmail.com,"Formerly South Fremont License Office. Ability to join virtual lines and schedule appointments from your computer or mobile device. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook, Twitter and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
090,2,1MV,PRINCETON,703 HICKLAND SUITE B,,PRINCETON,MO,64673-0000,THE FAMOUS BUILDING,Mercer,(660) 748-4445,(660) 748-3146,1,PRINCETONAGENTOFFICE@DOR.MO.GOV,DONNA D. HERDRICH,DONNA HERDRICH,,Tuesday - Friday - 9:00 to 4:00,Tuesday - Friday from 12:00 to 1:00,"Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/11/20, 3/24/2020, 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 04/06/20, 4/7/2020 (open at 9:00 AM), 4/8/2020 (at 9:00 AM), 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20, 04/27/20,  4/28/2020 (open at 9:00 AM), 5/19/20, 5/20/20, 11/10/20",,"(40.3979017, -93.5871662)",,www.facebook.com/PrincetonMissouriLicenseOffice/,,,,Public E-mail Address: Princetonlicense@outlook.com,
222,0,2MV,JEFFERSON CITY - Truman Bldg,301 W HIGH ST,,JEFFERSON CITY,MO,65105-0000,,Cole,(573) 526-3669,() -,,CENTRALOFFICE@DOR.MO.GOV,,NOT APPLICABLE,,Monday - Friday (No Saturday Hours) - 8:00 to 4:00,,"Truman's Day (05/08/2020), Memorial Day (05/25/2020), Independence Day (07/03/2020), Labor Day (09/07/2020), Columbus Day (10/12/2020), Veteran's Day (11/11/2020), Thanksgiving (11/26/2020), Christmas (12/25/2020)",No additional days closed,,"(38.5788644, -92.1750461)",,,,,,,
