Reporting Area,MMWR Year,MMWR Week,"Brucellosis, Current week","Brucellosis, Current week, flag","Brucellosis, Previous 52 weeks Max†","Brucellosis, Previous 52 weeks Max†, flag","Brucellosis, Cum 2020†","Brucellosis, Cum 2020†, flag","Brucellosis, Cum 2019†","Brucellosis, Cum 2019, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Max†","Campylobacteriosis, Previous 52 weeks Max†, flag","Campylobacteriosis, Cum 2020†","Campylobacteriosis, Cum 2020†, flag","Campylobacteriosis, Cum 2019†","Campylobacteriosis, Cum 2019†, flag","Candida auris, clinical§, Current week","Candida auris, clinical§, Current week, flag","Candida auris, clinical§, Previous 52 weeks Max†","Candida auris, clinical§, Previous 52 weeks Max†, flag","Candida auris, clinical§, Cum 2020†","Candida auris, clinical§, Cum 2020†, flag","Candida auris, clinical§, Cum 2019†","Candida auris, clinical§, Cum 2019, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MINNESOTA,2020,7,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200723,POINT (-94.198308 46.349153)
LOUISIANA,2020,7,,-,1,,,-,1,,,-,32,,15,,139,,,-,0,,,-,,-,LOUISIANA,,20200745,POINT (-91.840238 30.921314)
HAWAII,2020,7,,-,1,,,-,,-,4,,21,,35,,33,,,-,0,,,-,,-,HAWAII,,20200760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,7,2,,3,,2,,1,,89,,326,,788,,1371,,,-,0,,,-,,-,,SOUTH ATLANTIC,20200728,
PENNSYLVANIA,2020,7,,-,1,,,-,1,,22,,94,,241,,289,,,-,0,,,-,,-,PENNSYLVANIA,,20200713,POINT (-77.838886 40.896694)
UTAH,2020,7,,-,0,,,-,1,,,-,22,,33,,68,,,-,0,,,-,,-,UTAH,,20200755,POINT (-111.678222 39.323779)
COLORADO,2020,7,,-,1,,,-,,-,9,,45,,92,,107,,,-,0,,,-,,-,COLORADO,,20200750,POINT (-105.547832 38.998552)
VERMONT,2020,7,,-,0,,,-,,-,,-,9,,15,,18,,,-,0,,,-,,-,VERMONT,,20200708,POINT (-72.662695 44.075252)
KENTUCKY,2020,7,,-,0,,,-,,-,,-,44,,,-,59,,,-,0,,,-,,-,KENTUCKY,,20200740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200767,POINT (-66.414655 18.215692)
MAINE,2020,7,,-,0,,,-,,-,2,,8,,13,,14,,,-,0,,,-,,-,MAINE,,20200704,POINT (-69.06137 45.117911)
VIRGINIA,2020,7,,-,1,,,-,,-,16,,88,,134,,150,,,-,0,,,-,,-,VIRGINIA,,20200736,POINT (-78.666382 37.510861)
ARIZONA,2020,7,,-,1,,1,,,-,17,,65,,123,,135,,,-,0,,,-,,-,ARIZONA,,20200749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200764,
WISCONSIN,2020,7,,-,1,,,-,,-,4,,55,,111,,160,,,-,0,,,-,,-,WISCONSIN,,20200719,POINT (-89.732969 44.639954)
IDAHO,2020,7,,-,1,,,-,,-,,-,24,,23,,28,,,-,0,,,-,,-,IDAHO,,20200751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200768,POINT (-64.840836 18.060868)
MICHIGAN,2020,7,,-,1,,,-,,-,1,,59,,69,,169,,,-,0,,,-,,-,MICHIGAN,,20200717,POINT (-85.730977 44.874798)
GEORGIA,2020,7,,-,1,,,-,,-,3,,43,,102,,162,,,-,0,,,-,,-,GEORGIA,,20200732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,7,,-,1,,,-,1,,49,,75,,379,,443,,,-,0,,,-,,-,,NEW YORK CITY,20200712,
ARKANSAS,2020,7,,-,1,,,-,,-,6,,28,,52,,52,,,-,0,,,-,,-,ARKANSAS,,20200744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,7,,-,0,,,-,,-,9,,23,,44,,63,,,-,0,,,-,,-,MISSISSIPPI,,20200741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,7,,-,0,,,-,,-,,-,30,,19,,31,,,-,0,,,-,,-,SOUTH DAKOTA,,20200727,POINT (-100.230491 44.43614)
WYOMING,2020,7,,-,0,,,-,,-,,-,11,,12,,16,,,-,0,,,-,,-,WYOMING,,20200756,POINT (-107.55145 42.999627)
MISSOURI,2020,7,,-,1,,,-,,-,,-,49,,54,,157,,,-,0,,,-,,-,MISSOURI,,20200724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,7,,-,2,,,-,2,,90,,314,,787,,1171,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200709,
CALIFORNIA,2020,7,,-,2,,,-,4,,98,,311,,930,,1140,,,-,0,,,-,,-,CALIFORNIA,,20200759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,7,,-,0,,,-,,-,,-,16,,4,,55,,,-,0,,,-,,-,WEST VIRGINIA,,20200737,POINT (-80.613729 38.642579)
FLORIDA,2020,7,,-,3,,,-,,-,61,,123,,278,,549,,,-,0,,,-,,-,FLORIDA,,20200731,POINT (-82.420978 28.260731)
MONTANA,2020,7,,-,0,,,-,,-,1,,19,,22,,24,,,-,0,,,-,,-,MONTANA,,20200752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,7,,-,1,,,-,1,,19,,161,,275,,518,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200720,
MASSACHUSETTS,2020,7,,-,1,,,-,,-,10,,66,,129,,142,,,-,0,,,-,,-,MASSACHUSETTS,,20200705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,7,,-,2,,1,,1,,27,,178,,346,,463,,,-,0,,,-,,-,,MOUNTAIN,20200748,
INDIANA,2020,7,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20200716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,7,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200769,
US TERRITORIES,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200763,
TOTAL,2020,8,,-,7,,2,,17,,415,,2139,,5498,,8187,,,-,7,,,-,23,,,TOTAL,20200870,
US RESIDENTS,2020,8,,-,7,,2,,17,,415,,2139,,5497,,8187,,,-,7,,,-,23,,,US RESIDENTS,20200801,
NEW HAMPSHIRE,2020,8,,-,0,,,-,,-,5,,15,,27,,32,,,-,0,,,-,,-,NEW HAMPSHIRE,,20200806,POINT (-71.57139 43.680429)
NEW YORK,2020,8,,-,1,,,-,,-,39,,90,,206,,208,,,-,0,,,-,,-,NEW YORK,,20200811,POINT (-75.59655 42.921241)
PACIFIC,2020,8,,-,2,,,-,5,,101,,420,,1448,,1710,,,-,0,,,-,,-,,PACIFIC,20200857,
TOTAL,2020,9,1,,7,,3,,19,,444,,2139,,6298,,9228,,,-,8,,1,,24,,,TOTAL,20200970,
WEST SOUTH CENTRAL,2020,8,,-,4,,,-,2,,54,,295,,438,,764,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20200843,
NEBRASKA,2020,8,,-,1,,,-,,-,4,,41,,67,,65,,,-,0,,,-,,-,NEBRASKA,,20200825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,8,,-,1,,,-,2,,14,,99,,195,,366,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200838,
NORTH DAKOTA,2020,8,,-,0,,,-,,-,,-,15,,8,,31,,,-,0,,,-,,-,NORTH DAKOTA,,20200826,POINT (-100.46931 47.446305)
NEVADA,2020,8,,-,1,,,-,,-,,-,9,,16,,29,,,-,0,,,-,,-,NEVADA,,20200853,POINT (-114.916992 39.283294)
ILLINOIS,2020,8,,-,2,,,-,,-,,-,86,,188,,315,,,-,7,,,-,23,,ILLINOIS,,20200815,POINT (-89.148632 40.124144)
IOWA,2020,8,,-,1,,,-,,-,11,,57,,146,,183,,,-,0,,,-,,-,IOWA,,20200821,POINT (-93.500061 42.074659)
TEXAS,2020,8,,-,3,,,-,1,,38,,199,,265,,417,,,-,0,,,-,,-,TEXAS,,20200847,POINT (-99.317341 31.447238)
ALASKA,2020,8,,-,1,,,-,,-,,-,7,,,-,23,,,-,0,,,-,,-,ALASKA,,20200858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,8,,-,1,,,-,,-,,-,7,,2,,20,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200830,POINT (-77.016275 38.904785)
WASHINGTON,2020,8,,-,1,,,-,,-,20,,75,,220,,244,,,-,0,,,-,,-,WASHINGTON,,20200862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,8,,-,1,,,-,,-,24,,133,,298,,356,,,-,0,,,-,,-,,NEW ENGLAND,20200802,
RHODE ISLAND,2020,8,,-,0,,,-,,-,2,,19,,22,,35,,,-,0,,,-,,-,RHODE ISLAND,,20200807,POINT (-71.534637 41.572574)
OREGON,2020,8,,-,0,,,-,,-,10,,38,,133,,139,,,-,0,,,-,,-,OREGON,,20200861,POINT (-120.605279 43.940449)
DELAWARE,2020,8,,-,2,,,-,,-,2,,11,,20,,35,,,-,0,,,-,,-,DELAWARE,,20200829,POINT (-75.452394 38.994926)
ALABAMA,2020,8,,-,1,,,-,2,,5,,24,,72,,101,,,-,0,,,-,,-,ALABAMA,,20200839,POINT (-86.844516 32.756889)
KANSAS,2020,8,,-,0,,,-,,-,,-,23,,,-,90,,,-,0,,,-,,-,KANSAS,,20200822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,8,,-,1,,,-,,-,,-,66,,134,,270,,,-,0,,,-,,-,NORTH CAROLINA,,20200834,POINT (-79.130883 35.52603)
GUAM,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200866,POINT (144.653198 13.3532)
NEW JERSEY,2020,8,,-,1,,,-,,-,,-,67,,,-,294,,,-,0,,,-,,-,NEW JERSEY,,20200810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,8,,-,1,,,-,,-,,-,34,,38,,71,,,-,0,,,-,,-,NEW MEXICO,,20200854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,8,,-,2,,,-,,-,53,,268,,650,,989,,,-,7,,,-,23,,,EAST NORTH CENTRAL,20200814,
TENNESSEE,2020,8,,-,1,,,-,,-,3,,32,,72,,117,,,-,0,,,-,,-,TENNESSEE,,20200842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,8,,-,0,,,-,,-,3,,29,,59,,84,,,-,0,,,-,,-,CONNECTICUT,,20200803,POINT (-72.738288 41.575155)
MARYLAND,2020,8,,-,1,,2,,,-,7,,38,,103,,130,,,-,0,,,-,,-,MARYLAND,,20200833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,8,,-,1,,,-,1,,4,,30,,67,,66,,,-,0,,,-,,-,SOUTH CAROLINA,,20200835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,8,,-,1,,,-,,-,9,,51,,99,,120,,,-,0,,,-,,-,OKLAHOMA,,20200846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200865,POINT (145.725693 15.1834)
OHIO,2020,8,,-,0,,,-,,-,45,,99,,246,,297,,,-,0,,,-,,-,OHIO,,20200818,POINT (-82.70936 40.415534)
MINNESOTA,2020,8,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200823,POINT (-94.198308 46.349153)
LOUISIANA,2020,8,,-,1,,,-,1,,1,,32,,16,,171,,,-,0,,,-,,-,LOUISIANA,,20200845,POINT (-91.840238 30.921314)
HAWAII,2020,8,,-,1,,,-,,-,3,,21,,38,,36,,,-,0,,,-,,-,HAWAII,,20200860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,8,,-,3,,2,,4,,51,,326,,901,,1569,,,-,0,,,-,,-,,SOUTH ATLANTIC,20200828,
PENNSYLVANIA,2020,8,,-,1,,,-,1,,11,,95,,256,,322,,,-,0,,,-,,-,PENNSYLVANIA,,20200813,POINT (-77.838886 40.896694)
UTAH,2020,8,,-,0,,,-,1,,,-,22,,38,,78,,,-,0,,,-,,-,UTAH,,20200855,POINT (-111.678222 39.323779)
COLORADO,2020,8,,-,1,,,-,,-,7,,45,,100,,124,,,-,0,,,-,,-,COLORADO,,20200850,POINT (-105.547832 38.998552)
VERMONT,2020,8,,-,0,,,-,,-,2,,9,,19,,19,,,-,0,,,-,,-,VERMONT,,20200808,POINT (-72.662695 44.075252)
KENTUCKY,2020,8,,-,0,,,-,,-,,-,44,,,-,70,,,-,0,,,-,,-,KENTUCKY,,20200840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200867,POINT (-66.414655 18.215692)
MAINE,2020,8,,-,0,,,-,,-,1,,8,,14,,15,,,-,0,,,-,,-,MAINE,,20200804,POINT (-69.06137 45.117911)
VIRGINIA,2020,8,,-,1,,,-,,-,17,,89,,161,,169,,,-,0,,,-,,-,VIRGINIA,,20200836,POINT (-78.666382 37.510861)
ARIZONA,2020,8,,-,1,,,-,,-,4,,65,,129,,159,,,-,0,,,-,,-,ARIZONA,,20200849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200864,
WISCONSIN,2020,8,,-,1,,,-,,-,7,,55,,129,,184,,,-,0,,,-,,-,WISCONSIN,,20200819,POINT (-89.732969 44.639954)
IDAHO,2020,8,,-,1,,,-,,-,,-,24,,25,,36,,,-,0,,,-,,-,IDAHO,,20200851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200868,POINT (-64.840836 18.060868)
MICHIGAN,2020,8,,-,1,,,-,,-,1,,59,,87,,192,,,-,0,,,-,,-,MICHIGAN,,20200817,POINT (-85.730977 44.874798)
GEORGIA,2020,8,,-,1,,,-,,-,4,,43,,115,,186,,,-,0,,,-,,-,GEORGIA,,20200832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,8,,-,1,,,-,1,,41,,75,,427,,493,,,-,0,,,-,,-,,NEW YORK CITY,20200812,
ARKANSAS,2020,8,,-,1,,,-,,-,6,,28,,58,,56,,,-,0,,,-,,-,ARKANSAS,,20200844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,8,,-,0,,,-,,-,6,,23,,51,,78,,,-,0,,,-,,-,MISSISSIPPI,,20200841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,8,,-,0,,,-,,-,1,,30,,22,,34,,,-,0,,,-,,-,SOUTH DAKOTA,,20200827,POINT (-100.230491 44.43614)
WYOMING,2020,8,,-,0,,,-,,-,,-,11,,12,,20,,,-,0,,,-,,-,WYOMING,,20200856,POINT (-107.55145 42.999627)
MISSOURI,2020,8,,-,1,,,-,,-,,-,49,,54,,170,,,-,0,,,-,,-,MISSOURI,,20200824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,8,,-,2,,,-,2,,91,,315,,889,,1317,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200809,
CALIFORNIA,2020,8,,-,2,,,-,5,,68,,316,,1057,,1268,,,-,0,,,-,,-,CALIFORNIA,,20200859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,8,,-,0,,,-,,-,,-,16,,4,,60,,,-,0,,,-,,-,WEST VIRGINIA,,20200837,POINT (-80.613729 38.642579)
FLORIDA,2020,8,,-,3,,,-,3,,17,,123,,295,,633,,,-,0,,,-,,-,FLORIDA,,20200831,POINT (-82.420978 28.260731)
MONTANA,2020,8,,-,0,,,-,,-,,-,19,,23,,26,,,-,0,,,-,,-,MONTANA,,20200852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,8,,-,1,,,-,1,,16,,161,,297,,573,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200820,
MASSACHUSETTS,2020,8,,-,1,,,-,,-,11,,66,,157,,171,,,-,0,,,-,,-,MASSACHUSETTS,,20200805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,8,,-,2,,,-,1,,11,,178,,381,,543,,,-,0,,,-,,-,,MOUNTAIN,20200848,
INDIANA,2020,8,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20200816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,8,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200869,
US TERRITORIES,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200863,
US RESIDENTS,2020,9,1,,7,,3,,19,,444,,2139,,6297,,9228,,,-,8,,1,,24,,,US RESIDENTS,20200901,
NEW HAMPSHIRE,2020,9,,-,0,,,-,,-,2,,15,,29,,38,,,-,0,,,-,,-,NEW HAMPSHIRE,,20200906,POINT (-71.57139 43.680429)
NEW YORK,2020,9,,-,1,,,-,,-,24,,90,,232,,241,,,-,0,,,-,,-,NEW YORK,,20200911,POINT (-75.59655 42.921241)
PACIFIC,2020,9,,-,2,,,-,5,,90,,420,,1582,,1884,,,-,0,,,-,,-,,PACIFIC,20200957,
WEST SOUTH CENTRAL,2020,9,,-,4,,,-,3,,54,,295,,516,,882,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20200943,
NEBRASKA,2020,9,,-,1,,,-,1,,,-,41,,67,,74,,,-,0,,,-,,-,NEBRASKA,,20200925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,9,,-,1,,,-,2,,9,,99,,215,,432,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200938,
NORTH DAKOTA,2020,9,,-,0,,,-,,-,,-,15,,9,,34,,,-,0,,,-,,-,NORTH DAKOTA,,20200926,POINT (-100.46931 47.446305)
NEVADA,2020,9,,-,1,,,-,,-,,-,9,,20,,33,,,-,0,,,-,,-,NEVADA,,20200953,POINT (-114.916992 39.283294)
ILLINOIS,2020,9,,-,2,,,-,,-,,-,86,,211,,353,,,-,8,,1,,24,,ILLINOIS,,20200915,POINT (-89.148632 40.124144)
IOWA,2020,9,,-,1,,,-,,-,17,,57,,164,,202,,,-,0,,,-,,-,IOWA,,20200921,POINT (-93.500061 42.074659)
TEXAS,2020,9,,-,3,,,-,2,,24,,200,,313,,490,,,-,0,,,-,,-,TEXAS,,20200947,POINT (-99.317341 31.447238)
ALASKA,2020,9,,-,1,,,-,,-,,-,7,,,-,24,,,-,0,,,-,,-,ALASKA,,20200958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,9,,-,1,,,-,,-,,-,7,,3,,22,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200930,POINT (-77.016275 38.904785)
WASHINGTON,2020,9,,-,1,,,-,,-,19,,75,,247,,284,,,-,0,,,-,,-,WASHINGTON,,20200962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,9,,-,1,,,-,,-,14,,133,,337,,408,,,-,0,,,-,,-,,NEW ENGLAND,20200902,
RHODE ISLAND,2020,9,,-,0,,,-,,-,,-,19,,22,,39,,,-,0,,,-,,-,RHODE ISLAND,,20200907,POINT (-71.534637 41.572574)
OREGON,2020,9,,-,0,,,-,,-,11,,38,,145,,150,,,-,0,,,-,,-,OREGON,,20200961,POINT (-120.605279 43.940449)
DELAWARE,2020,9,,-,2,,,-,,-,,-,11,,24,,39,,,-,0,,,-,,-,DELAWARE,,20200929,POINT (-75.452394 38.994926)
ALABAMA,2020,9,,-,1,,,-,2,,2,,24,,80,,118,,,-,0,,,-,,-,ALABAMA,,20200939,POINT (-86.844516 32.756889)
KANSAS,2020,9,,-,0,,,-,,-,,-,23,,,-,110,,,-,0,,,-,,-,KANSAS,,20200922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,9,,-,1,,,-,,-,1,,66,,154,,286,,,-,0,,,-,,-,NORTH CAROLINA,,20200934,POINT (-79.130883 35.52603)
GUAM,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200966,POINT (144.653198 13.3532)
NEW JERSEY,2020,9,,-,1,,,-,,-,,-,67,,,-,329,,,-,0,,,-,,-,NEW JERSEY,,20200910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,9,,-,1,,,-,,-,1,,34,,43,,79,,,-,0,,,-,,-,NEW MEXICO,,20200954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,9,,-,2,,,-,,-,38,,268,,727,,1128,,,-,8,,1,,24,,,EAST NORTH CENTRAL,20200914,
TENNESSEE,2020,9,,-,1,,,-,,-,2,,32,,78,,134,,,-,0,,,-,,-,TENNESSEE,,20200942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,9,,-,0,,,-,,-,1,,29,,66,,95,,,-,0,,,-,,-,CONNECTICUT,,20200903,POINT (-72.738288 41.575155)
MARYLAND,2020,9,,-,2,,2,,,-,10,,38,,116,,142,,,-,0,,,-,,-,MARYLAND,,20200933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,9,,-,1,,,-,1,,6,,30,,75,,70,,,-,0,,,-,,-,SOUTH CAROLINA,,20200935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,9,,-,1,,,-,,-,16,,51,,115,,144,,,-,0,,,-,,-,OKLAHOMA,,20200946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200965,POINT (145.725693 15.1834)
OHIO,2020,9,,-,0,,,-,,-,32,,99,,278,,345,,,-,0,,,-,,-,OHIO,,20200918,POINT (-82.70936 40.415534)
MINNESOTA,2020,9,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200923,POINT (-94.198308 46.349153)
LOUISIANA,2020,9,,-,1,,,-,1,,,-,30,,16,,183,,,-,0,,,-,,-,LOUISIANA,,20200945,POINT (-91.840238 30.921314)
HAWAII,2020,9,,-,1,,,-,,-,,-,21,,38,,39,,,-,0,,,-,,-,HAWAII,,20200960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,9,1,,3,,3,,4,,121,,326,,1161,,1764,,,-,0,,,-,,-,,SOUTH ATLANTIC,20200928,
PENNSYLVANIA,2020,9,,-,1,,,-,1,,14,,95,,283,,362,,,-,0,,,-,,-,PENNSYLVANIA,,20200913,POINT (-77.838886 40.896694)
UTAH,2020,9,,-,0,,,-,1,,,-,22,,47,,85,,,-,0,,,-,,-,UTAH,,20200955,POINT (-111.678222 39.323779)
COLORADO,2020,9,,-,1,,,-,,-,8,,45,,117,,135,,,-,0,,,-,,-,COLORADO,,20200950,POINT (-105.547832 38.998552)
VERMONT,2020,9,,-,0,,,-,,-,1,,9,,20,,21,,,-,0,,,-,,-,VERMONT,,20200908,POINT (-72.662695 44.075252)
KENTUCKY,2020,9,,-,0,,,-,,-,,-,44,,,-,85,,,-,0,,,-,,-,KENTUCKY,,20200940,POINT (-85.290484 37.526683)
PUERTO RICO,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200967,POINT (-66.414655 18.215692)
MAINE,2020,9,,-,0,,,-,,-,,-,8,,14,,18,,,-,0,,,-,,-,MAINE,,20200904,POINT (-69.06137 45.117911)
VIRGINIA,2020,9,,-,1,,,-,,-,15,,89,,179,,197,,,-,0,,,-,,-,VIRGINIA,,20200936,POINT (-78.666382 37.510861)
ARIZONA,2020,9,,-,1,,,-,,-,4,,65,,138,,173,,,-,0,,,-,,-,ARIZONA,,20200949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200964,
WISCONSIN,2020,9,,-,1,,,-,,-,6,,55,,151,,213,,,-,0,,,-,,-,WISCONSIN,,20200919,POINT (-89.732969 44.639954)
IDAHO,2020,9,,-,1,,,-,,-,,-,24,,25,,46,,,-,0,,,-,,-,IDAHO,,20200951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200968,POINT (-64.840836 18.060868)
MICHIGAN,2020,9,,-,1,,,-,,-,,-,59,,87,,216,,,-,0,,,-,,-,MICHIGAN,,20200917,POINT (-85.730977 44.874798)
GEORGIA,2020,9,,-,1,,,-,,-,7,,43,,129,,218,,,-,0,,,-,,-,GEORGIA,,20200932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,9,,-,1,,,-,1,,50,,75,,480,,542,,,-,0,,,-,,-,,NEW YORK CITY,20200912,
ARKANSAS,2020,9,,-,1,,,-,,-,14,,28,,72,,65,,,-,0,,,-,,-,ARKANSAS,,20200944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,9,,-,0,,,-,,-,5,,23,,57,,95,,,-,0,,,-,,-,MISSISSIPPI,,20200941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,9,,-,0,,,-,,-,,-,30,,24,,42,,,-,0,,,-,,-,SOUTH DAKOTA,,20200927,POINT (-100.230491 44.43614)
WYOMING,2020,9,,-,0,,,-,,-,,-,11,,12,,21,,,-,0,,,-,,-,WYOMING,,20200956,POINT (-107.55145 42.999627)
MISSOURI,2020,9,,-,1,,,-,,-,,-,49,,70,,190,,,-,0,,,-,,-,MISSOURI,,20200924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,9,,-,2,,,-,2,,88,,315,,995,,1474,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200909,
CALIFORNIA,2020,9,,-,2,,,-,5,,60,,316,,1152,,1387,,,-,0,,,-,,-,CALIFORNIA,,20200959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,9,,-,0,,,-,,-,,-,16,,4,,63,,,-,0,,,-,,-,WEST VIRGINIA,,20200937,POINT (-80.613729 38.642579)
FLORIDA,2020,9,1,,2,,1,,3,,82,,123,,477,,727,,,-,0,,,-,,-,FLORIDA,,20200931,POINT (-82.420978 28.260731)
MONTANA,2020,9,,-,0,,,-,,-,,-,19,,28,,32,,,-,0,,,-,,-,MONTANA,,20200952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,9,,-,1,,,-,2,,17,,161,,334,,652,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200920,
MASSACHUSETTS,2020,9,,-,1,,,-,,-,10,,66,,186,,197,,,-,0,,,-,,-,MASSACHUSETTS,,20200905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,9,,-,2,,,-,1,,13,,178,,430,,604,,,-,0,,,-,,-,,MOUNTAIN,20200948,
INDIANA,2020,9,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20200916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,9,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200969,
