Lobbyist Firm/Sole Proprietor,Activity Date,Client,Person Lobbied,Person Lobbied Title,Lobbyist,Contact Nature,Subject Matter
ILLINOIS ASSOCIATION OF REALTORS,02/27/2018,ILLINOIS ASSOCIATION OF REALTORS, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,BETHANY WANLESS A.,Meeting,PREVAILING WAGE TAX INCENTIVE AMENDMENT: ORDINANCE 18-1604
ILLINOIS ASSOCIATION OF REALTORS,03/01/2018,ILLINOIS ASSOCIATION OF REALTORS, DENNIS DEER," COUNTY BOARD COMMISSIONER, 2ND DISTRICT",BETHANY WANLESS A.,Meeting,PREVAILING WAGE TAX INCENTIVE AMENDMENT: ORDINANCE 18-1604
ILLINOIS ASSOCIATION OF REALTORS,03/02/2018,ILLINOIS ASSOCIATION OF REALTORS, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",BETHANY WANLESS A.,Email,PREVAILING WAGE TAX INCENTIVE AMENDMENT: ORDINANCE 18-1604
ILLINOIS ASSOCIATION OF REALTORS,03/05/2018,ILLINOIS ASSOCIATION OF REALTORS, CARLOS APARICIO, CHIEF LEGAL COUNSEL,BETHANY WANLESS A.,Phone Call,PREVAILING WAGE TAX INCENTIVE AMENDMENT: ORDINANCE 18-1604
ILLINOIS ASSOCIATION OF REALTORS,03/12/2018,ILLINOIS ASSOCIATION OF REALTORS, JOHN  KELLER, PRESIDENT'S OFFICE,BRIAN BERNARDONI A.,Meeting,DISCUSSION ON TAX INCENTIVES - CLASS B
ILLINOIS ASSOCIATION OF REALTORS,03/12/2018,ILLINOIS ASSOCIATION OF REALTORS, JOHN ROBERSON," DIRECTOR OF EXTERNAL AFFAIRS, PRESIDENT'S OFFICE",BRIAN BERNARDONI A.,Meeting,DISCUSSION ON TAX INCENTIVES - CLASS B
ILLINOIS ASSOCIATION OF REALTORS,03/12/2018,ILLINOIS ASSOCIATION OF REALTORS, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,BRIAN BERNARDONI A.,Meeting,DISCUSSION ON TAX INCENTIVES - CLASS B
ILLINOIS ASSOCIATION OF REALTORS,03/14/2018,ILLINOIS ASSOCIATION OF REALTORS, CARLOS APARICIO, CHIEF LEGAL COUNSEL,BETHANY WANLESS A.,Phone Call,PREVAILING WAGE TAX INCENTIVE AMENDMENT: ORDINANCE 18-1604
ILLINOIS ASSOCIATION OF REALTORS,07/23/2018,ILLINOIS ASSOCIATION OF REALTORS," CARLOS APARICIO, CARLOS APARICIO"," CHIEF LEGAL COUNSEL, CHIEF LEGAL COUNSEL",BETHANY WANLESS A.,Meeting,MET TO DISCUSS RECENTLY APPROVED COUNTY ORDINANCE REQUIREMENTS FOR PREVAILING WAGE AND TAX INCENTIVE PROPERTIES. GAINED CLARITY ON IMPLEMENTATION OF ORDINANCE.
ILLINOIS ASSOCIATION OF REALTORS,08/02/2018,ILLINOIS ASSOCIATION OF REALTORS, JEFFREY  TOBOLSKI, COMMISSIONER- 16TH DISTRICT,BRIAN BERNARDONI A.,Other,PREVAILING WAGE TASK FORCE
ILLINOIS ASSOCIATION OF REALTORS,08/12/2018,ILLINOIS ASSOCIATION OF REALTORS, SEAN  MORRISON, COMMISSIONER,BETHANY WANLESS A.,Event,COMMISSIONER ATTENDED CHICAGO ASSOCIATION OF REALTORS EVENT.
ILLINOIS ASSOCIATION OF REALTORS,09/12/2018,ILLINOIS ASSOCIATION OF REALTORS, CHRIS  PROVENZANO, COMM. GORMAN'S OFFICE,BETHANY WANLESS A.,Meeting,DISCUSSED RECENTLY ENACTED ORDINANCE REGARDING PREVAILING WAGE REQUIREMENTS AND TAX INCENTIVE PROPERTIES.
ILLINOIS ASSOCIATION OF REALTORS,09/12/2018,ILLINOIS ASSOCIATION OF REALTORS, DENNIS DEER," COUNTY BOARD COMMISSIONER, 2ND DISTRICT",BETHANY WANLESS A.,Event,COMMISSIONER ATTENDED CHICAGO ASSOCIATION OF REALTORS EVENT.
ILLINOIS ASSOCIATION OF REALTORS,11/09/2018,ILLINOIS ASSOCIATION OF REALTORS, CARLOS APARICIO, CHIEF LEGAL COUNSEL,BETHANY WANLESS A.,Text Message,TOUCHING BASE BEFORE MS WANLESS GOES ON MATERNITY LEAVE.
ILLINOIS ASSOCIATION OF REALTORS,04/19/2019,ILLINOIS ASSOCIATION OF REALTORS, BRANDON JOHNSON, COMMISSIONER- DISTRICT 1,MICHAEL SCOBEY G,Meeting,HUMAN RIGHTS
ILLINOIS ASSOCIATION OF REALTORS,07/14/2019,ILLINOIS ASSOCIATION OF REALTORS, DONNA MILLER," COMMISSIONER, SIXTH DISTRICT",MICHAEL SCOBEY G,Event,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,07/30/2019,ILLINOIS ASSOCIATION OF REALTORS, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",MICHAEL SCOBEY G,Event,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,08/06/2019,ILLINOIS ASSOCIATION OF REALTORS, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",MICHAEL SCOBEY G,Meeting,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,08/19/2019,ILLINOIS ASSOCIATION OF REALTORS, SARAH RESNICK, CHIEF DEPUTY ASSESSOR,ADRIANN MURAWSKI E,Grassroots/Indirect Lobbying,LUNCH MEETING TO DISCUSS ISSUES.
ILLINOIS ASSOCIATION OF REALTORS,08/22/2019,ILLINOIS ASSOCIATION OF REALTORS, DONNA MILLER," COMMISSIONER, SIXTH DISTRICT",MICHAEL SCOBEY G,Meeting,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,08/27/2019,ILLINOIS ASSOCIATION OF REALTORS, WILLIAM LOWRY," COOK COUNTY COMMISSIONER, 4TH DISTRICT",MICHAEL SCOBEY G,Meeting,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,09/05/2019,ILLINOIS ASSOCIATION OF REALTORS, ROB ROSE, COOK COUNTY LAND BANK,ADRIANN MURAWSKI E,Email,"EXTEND AN INVITATION TO THE CHICAGO ASSOCIATION OF REALTORS® 136TH ANNUAL INAUGURAL GALA ON SEPTEMBER 26, 2019 AT THE HILTON CHICAGO (720 SOUTH MICHIGAN AVE) STARTING AT 5:30PM."
ILLINOIS ASSOCIATION OF REALTORS,09/17/2019,ILLINOIS ASSOCIATION OF REALTORS, SEAN  MORRISON, COMMISSIONER,MICHAEL SCOBEY G,Event,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,09/23/2019,ILLINOIS ASSOCIATION OF REALTORS, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MICHAEL SCOBEY G,Meeting,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,09/23/2019,ILLINOIS ASSOCIATION OF REALTORS, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,MICHAEL SCOBEY G,Meeting,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,09/25/2019,ILLINOIS ASSOCIATION OF REALTORS, SEAN  MORRISON, COMMISSIONER,MICHAEL SCOBEY G,Phone Call,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,10/23/2019,ILLINOIS ASSOCIATION OF REALTORS, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",MICHAEL SCOBEY G,Grassroots/Indirect Lobbying,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,10/24/2019,ILLINOIS ASSOCIATION OF REALTORS, STANLEY  MOORE, COMMISSIONER,MICHAEL SCOBEY G,Event,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,11/04/2019,ILLINOIS ASSOCIATION OF REALTORS, STANLEY  MOORE, COMMISSIONER,MICHAEL SCOBEY G,Phone Call,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,11/13/2019,ILLINOIS ASSOCIATION OF REALTORS, FRITZ KAEGI, TAX ASSESSOR,ADRIANN MURAWSKI E,Event,DISCUSSION ABOUT LEGISLATION ON INCOME PRODUCING PROPERTIES.
ILLINOIS ASSOCIATION OF REALTORS,11/14/2019,ILLINOIS ASSOCIATION OF REALTORS, BRANDON JOHNSON, COMMISSIONER- DISTRICT 1,MICHAEL SCOBEY G,Meeting,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,11/15/2019,ILLINOIS ASSOCIATION OF REALTORS, JOHN ROBERSON," DIRECTOR OF EXTERNAL AFFAIRS, PRESIDENT'S OFFICE",ADRIANN MURAWSKI E,Other,INTRODUCTION AND DISCUSSION OF THE PRESIDENT'S POLICY PRIORITIES.
ILLINOIS ASSOCIATION OF REALTORS,11/18/2019,ILLINOIS ASSOCIATION OF REALTORS, JOHN DALEY," COOK COUNTY COMMISSIONER, 11TH DISTRICT",MICHAEL SCOBEY G,Phone Call,JUST HOUSING RULES
ILLINOIS ASSOCIATION OF REALTORS,11/20/2019,ILLINOIS ASSOCIATION OF REALTORS, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",ADRIANN MURAWSKI E,Other,"THIS MEETING WAS WITH SHANTENAE ROBINSON, COMM. GAINER'S CHIEF OF STAFF. INTRODUCTION AND OFFER TO FIND WAYS WE MIGHT WORK TOGETHER ON POLICY ISSUES IN THE COMMUNITY SUCH AS FAIR HOUSING. DISCUSSION ABOUT JUST HOUSING AND OTHER ISSUES."
ILLINOIS ASSOCIATION OF REALTORS,12/05/2019,ILLINOIS ASSOCIATION OF REALTORS, DENNIS DEER," COUNTY BOARD COMMISSIONER, 2ND DISTRICT",ADRIANN MURAWSKI E,Meeting,LUNCH MEETING TO MAKE INTRODUCTION AND DISCUSS WAYS WE MIGHT WORK TOGETHER IN HIS DISTRICT.
ILLINOIS ASSOCIATION OF REALTORS,12/05/2019,ILLINOIS ASSOCIATION OF REALTORS, KEVIN MORRISON, COOK COUNTY COMMISSIONER,ADRIANN MURAWSKI E,Meeting,"THIS MEETING WAS WITH COMMISSIONER MORRISON'S STAFF, CAITLIN MCELROY. DISCUSSION INCLUDED POSSIBLE WAYS WE MIGHT WORK TOGETHER. SUBJECTS DISCUSSED PACE, BROWNFIELDS, FAIR HOUSING, TRANSPORTATION AND SUSTAINABILITY."
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/17/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",WARREN RIBLEY ,Phone Call,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, GREGG GOSLIN," COOK COUNTY COMMISSIONER, 14TH DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, JEFFREY  TOBOLSKI, COMMISSIONER- 16TH DISTRICT,WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION," JERRY ""ICEMAN"" BUTLER"," COOK COUNTY COMMISSIONER, 3RD DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, JESUS GARCIA," COOK COUNTY COMMISSIONER, 7TH DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, JOAN PATRICIA MURPHY," COOK COUNTY COMMISSIONER, 6TH DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, JOHN DALEY," COOK COUNTY COMMISSIONER, 11TH DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, JOHN FRITCHEY," COOK COUNTY COMMISSIONER, 12TH DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION," LUIS  ARROYO, JR.", COMMISSIONER,WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, SEAN  MORRISON, COMMISSIONER,WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, STANLEY  MOORE, COMMISSIONER,WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,03/18/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, TIMOTHY O. SCHNEIDER," COOK COUNTY COMMISSIONER, 15TH DISTRICT",WARREN RIBLEY ,Email,16-1983
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,07/25/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",WARREN RIBLEY ,Email,ORDINANCE 16-1983 GOVERNING THE SAFE DISPOSAL OF PHARMACEUTICALS
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,07/25/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",WARREN RIBLEY ,Letter,ORDINANCE 16-1983 GOVERNING THE SAFE DISPOSAL OF PHARMACEUTICALS
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,08/03/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",WARREN RIBLEY ,Meeting,ORDINANCE 16-1983 GOVERNING THE SAFE DISPOSAL OF PHARMACEUTICALS
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,10/03/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, DAVID EVERS, COMM. STEELE'S OFFICE,WARREN RIBLEY ,Phone Call,ORDINANCE 16-1983 GOVERNING SAFE USE OF PHARMACEUTICALS
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,10/03/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",WARREN RIBLEY ,Phone Call,ORDINANCE 16-1983 GOVERNING THE SAFE USE OF PHARMACEUTICALS
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,10/13/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION," PETER  SILVESTRI, LARRY SUFFREDIN"," COOK COUNTY COMMISSIONER, COOK COUNTY COMMISSIONER, 13TH DISTRICT",WARREN RIBLEY ,Meeting,ORDINANCE 16-1983 GOVERNING SAFE USE OF PHARMACEUTICALS
ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION,10/25/2016,ILLINOIS BIOTECHNOLOGY INDUSTRY ORGANIZATION, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",WARREN RIBLEY ,Meeting,ORDINANCE 16-1983 GOVERNING THE SAFE DISPOSAL OF PHARMACEUTICALS
ILLINOIS CHAMBER OF COMMERCE,03/16/2016,ILLINOIS CHAMBER OF COMMERCE, BRIAN  MILLER, GENERAL COUNSEL TO COMMISSIONER LARRY SUFFREDIN,KATHERINE STONEWATER E,Meeting,MET WITH BRIAN TO DISCUSS THE COMMISSIONER'S ORDINANCE 16-1983.
ILLINOIS CHAMBER OF COMMERCE,03/16/2016,ILLINOIS CHAMBER OF COMMERCE, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",KATHERINE STONEWATER E,Meeting,MET WITH COMMISSIONER BOYKIN AS AN INTRODUCTION. DISCUSSED COMMON AREAS OF INTEREST BETWEEN THE CHAMBER AND THE COMMISSIONER'S ACTIVITIES.
ILLINOIS CHAMBER OF COMMERCE,03/17/2016,ILLINOIS CHAMBER OF COMMERCE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",KATHERINE STONEWATER E,Phone Call,RECEIVED CALL FROM COMMISSIONER ON ORDINANCE 16-1983 AND DISCUSSED THE ORDINANCE.
ILLINOIS CHAMBER OF COMMERCE,04/16/2016,ILLINOIS CHAMBER OF COMMERCE, BRIAN  MILLER, GENERAL COUNSEL TO COMMISSIONER LARRY SUFFREDIN,KATHERINE STONEWATER E,Email,EMAILED BRIAN TO CHECK ON STATUS OF ORDINANCE 16-1983 AND IF IT WOULD BE CALLED AT NEXT BOARD MEETING.
ILLINOIS CHAMBER OF COMMERCE,06/28/2016,ILLINOIS CHAMBER OF COMMERCE, BRIAN  MILLER, GENERAL COUNSEL TO COMMISSIONER LARRY SUFFREDIN,KATHERINE STONEWATER E,Email,EMAILED TO CHECK ON STATUS OF ORDINANCE 16-1983 AND SEE IF IT WOULD BE CALLED AT NEXT BOARD MEETING.
ILLINOIS CHAMBER OF COMMERCE,08/04/2016,ILLINOIS CHAMBER OF COMMERCE, MICHELLE  JORDAN, SUFFREDIN OFFICE,KATHERINE STONEWATER E,Phone Call,INQUIRING ON PROGRESS OF COMMISSIONER'S PHARMACEUTICAL PROPOSAL
ILLINOIS CHAMBER OF COMMERCE,10/13/2016,ILLINOIS CHAMBER OF COMMERCE, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",KATHERINE STONEWATER E,Letter,SENT LETTER URGING COMMISSIONER TO OPPOSE COOK COUNTY BEVERAGE TAX
ILLINOIS CHAMBER OF COMMERCE,10/13/2016,ILLINOIS CHAMBER OF COMMERCE, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",KATHERINE STONEWATER E,Letter,SENT LETTER URGING COMMISSIONER TO OPPOSE COOK COUNTY BEVERAGE TAX
ILLINOIS CHAMBER OF COMMERCE,10/13/2016,ILLINOIS CHAMBER OF COMMERCE," LUIS  ARROYO, JR.", COMMISSIONER,KATHERINE STONEWATER E,Letter,SENT A LETTER TO COMMISSIONER OPPOSING IMPLEMENTATION OF A BEVERAGE TAX IN COOK COUNTY
ILLINOIS CHAMBER OF COMMERCE,10/13/2016,ILLINOIS CHAMBER OF COMMERCE, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",KATHERINE STONEWATER E,Letter,SENT LETTER URGING COMMISSIONER TO OPPOSE COOK COUNTY BEVERAGE TAX
ILLINOIS CHAMBER OF COMMERCE,10/13/2016,ILLINOIS CHAMBER OF COMMERCE, STANLEY  MOORE, COMMISSIONER,KATHERINE STONEWATER E,Letter,SENT LETTER URGING COMMISSIONER TO OPPOSE COOK COUNTY BEVERAGE TAX
ILLINOIS HOSPITAL ASSOCIATION,05/13/2016,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",SARAH CALDER ,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,05/27/2016,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,SARAH CALDER ,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,06/20/2016,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",ARTHUR WILHELMI J,Meeting,INTRODUCTION TO IHA
ILLINOIS HOSPITAL ASSOCIATION,09/06/2016,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",SARAH CALDER ,Event,MISCELLANEOUS ITEM OF BUSINESS - POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,09/06/2016,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",SARAH CALDER ,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,10/24/2016,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, STANLEY  MOORE, COMMISSIONER,SARAH CALDER ,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,11/02/2016,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,SARAH CALDER ,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,01/31/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",DAVID GROSS M.,Meeting,LUNCH AT CITY SOCIAL.
ILLINOIS HOSPITAL ASSOCIATION,04/18/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",SARAH CALDER ,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,08/01/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DENNIS DEER," COUNTY BOARD COMMISSIONER, 2ND DISTRICT",SARAH CALDER ,Meeting,INTRODUCTION TO IHA
ILLINOIS HOSPITAL ASSOCIATION,08/08/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, ED MOODY, COMMISSIONER,SARAH CALDER ,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,08/22/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, JESUS GARCIA," COOK COUNTY COMMISSIONER, 7TH DISTRICT",SARAH CALDER ,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,09/01/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,DAVID GROSS M.,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,09/19/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",SARAH CALDER ,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,10/05/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",SARAH CALDER ,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,10/10/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",SARAH CALDER ,Meeting,BREAKFAST MEETING. GOODWILL.
ILLINOIS HOSPITAL ASSOCIATION,11/22/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",SARAH CALDER ,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,12/05/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, JOHN ROBERSON," DIRECTOR OF EXTERNAL AFFAIRS, PRESIDENT'S OFFICE",SARAH CALDER ,Meeting,INTRODUCTORY LUNCH MEETING.
ILLINOIS HOSPITAL ASSOCIATION,12/13/2017,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, COOK COUNTY BOARD OF COMMISSIONERS COOK COUNTY BOARD OF COMMISSIONERS, COMMISSIONERS,JEREMY FLYNN ,Event,"GOODWILL RECEPTION FOR COOK COUNTY BOARD OF COMMISSIONERS AND IHA MEMBER HOSPITALS. TOTAL OF 57 ATTENDEES AT 312 CHICAGO AT 136 NORTH LASALLE.  TOTAL ROOM/FOOD/BEVERAGES = $3,497.00.  PER PERSON IS $61.35"
ILLINOIS HOSPITAL ASSOCIATION,02/22/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, ANDGIE SANDOVAL, CANDIDATE,JEREMY FLYNN ,Event,POLITICAL CONTRIBUTION
ILLINOIS HOSPITAL ASSOCIATION,02/22/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, DONNA MILLER, COMMISSIONER-ELECT,JEREMY FLYNN ,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,02/22/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",JEREMY FLYNN ,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,02/22/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, STANLEY  MOORE, COMMISSIONER,JEREMY FLYNN ,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,02/22/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, WILLIAM LOWRY, CANDIDATE FOR COOK COUNTY,JEREMY FLYNN ,Event,POLITICAL CONTRIBUTION - FUNDRAISER
ILLINOIS HOSPITAL ASSOCIATION,03/02/2018,ILLINOIS HEALTH & HOSPITAL ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,DAVID GROSS M.,Event,POLITICAL CONTRIBUTION - FUNDRAISER
