Case Number,Open Date,Close Date,Description,Year,Type,Sub-Type
2013212,02/19/2013,03/07/2013,"From: communications@wsscwater.com [mailto:conf-1825493213@everbridge.net] 
Sent: Monday, February 18, 2013 12:12 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 773 E Gude Dr, Rockville. Began @ 8:24am. Estim. flow .1 gpm. SSO ended @ 9:30am. Total estimated 7 gallons. Cause is soft stoppage in service lateral. WO#2115761 UC on call is Min Lwin.",2013,Water Quality,Overflows
2013411,04/23/2013,05/23/2013,"From: communications@wsscwater.com [mailto:conf-2034803623@everbridge.net] 
Sent: Sunday, April 21, 2013 11:33 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 4533 Fairfield Dr, Bethesda. Began @ approximately 8:56pm. Estim. flow 1 gal/min. SSO had ended upon arrival. Cause is unknown. WO#2129979. UC on call is Richard St. John.",2013,Water Quality,Overflows
2013225,02/25/2013,04/17/2013,"From: communications@wsscwater.com [mailto:conf-1844144633@everbridge.net] 
Sent: Friday, February 22, 2013 5:22 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 4900 Fairmont Ave, Bethesda into Little Falls began @ 4:15pm. Estim. flow of 2 gal/min. Cause is UNKNOWN. WO#2116656. UC on call is Joe Fulton. Crew is in route.

From: communications@wsscwater.com [mailto:conf-1844212463@everbridge.net] 
Sent: Friday, February 22, 2013 6:22 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 4900 Fairmont Ave, Bethesda ended. Began @ 4:15pm. Ended @ 5:20pm. Estim. flow of 2 gallons per min. Cause is grease.",2013,Water Quality,Overflows
2013243,03/01/2013,03/12/2013,"From: communications@wsscwater.com [mailto:conf-1861124403@everbridge.net] 
Sent: Thursday, February 28, 2013 5:16 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 12313 Piney Meetinghse Rd, Boyds. Began @ 2:17pm. Estim. flow 50 gal. SSO ENDED @ 4:28pm. Cause is inoperable grinder pump system. WO#2117614. UC on call is Min Lwin.

From: communications@wsscwater.com [mailto:conf-1861125543@everbridge.net] 
Sent: Thursday, February 28, 2013 5:20 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 12313 Piney Meetinghse Rd, Boyds ended. Began @ 2:17pm. Ended @ 4:28pm. Estim. flow 50 gal. Cause was inoperable grinder pump.",2013,Water Quality,Overflows
2013249,03/04/2013,03/13/2013,"From: communications@wsscwater.com [mailto:conf-1864728683@everbridge.net] 
Sent: Saturday, March 02, 2013 4:59 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 1706 East West Hwy, Silver Spring into Rock Creek. Began @ 3:01pm. Estim. flow of 1 gal/min. Cause is UNKNOWN. WO#2119151. UC on call is Richard St John. 

From: communications@wsscwater.com [mailto:conf-1864799153@everbridge.net] 
Sent: Saturday, March 02, 2013 6:43 PM
Subject: OPS: SSO Lvl 1 ENDS
Importance: High

UPDATE:Lvl 1 SSO @ 1706 East West Hwy, Silver Spring ended. Began @ 3:01pm. Ended @ 5:20pm. Estim. flow unknown gal. Cause is grease/rags .",2013,Water Quality,Overflows
2013254,03/07/2013,03/08/2013,"From: communications@wsscwater.com [mailto:conf-1876835663@everbridge.net] 
Sent: Tuesday, March 05, 2013 12:09 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 6525 Bradley Blvd, Bethesda. Began 3/4/13 @ 3:07am. Estim. volume total 1 gal. Cause by root blockage. WO#2119469. UC on call is Richard St John.

From: communications@wsscwater.com [mailto:conf-1877113633@everbridge.net] 
Sent: Tuesday, March 05, 2013 12:14 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 6525 Bradley Blvd, Bethesda ended. Began 3/4/13 @ 3:07pm. Ended 3/4/13 @ 4:30pm. Estim. volume 1 gal. Cause by root blockage.",2013,Water Quality,Overflows
2013255,03/07/2013,03/27/2013,"From: communications@wsscwater.com [mailto:conf-1879861593@everbridge.net] 
Sent: Tuesday, March 05, 2013 7:24 PM
Subject: OPS: SSO Lvl 2 PUMP STATION

Lvl 2 SSO @ Reddy Branch Pump Station. Began @ approximately 11:30am. Caused by a break on a 16in force sewer main. Estim. flow rate is 100-200 gals/min and is on-going. Estim. total of overflowed unknown at this time. WO#2119606. UC on call is Richard St. John. 

From: communications@wsscwater.com [mailto:conf-1879916253@everbridge.net] 
Sent: Tuesday, March 05, 2013 8:54 PM
Subject: OPS: SSO Lvl 2 EIGHT HOURS

8 HR. CNS for sewer work on 16 inch Force Sewer Main @ 19612 Olney Mill Rd, Olney. WO#2119549. UC on call is Richard St. John. WSSC Contractor currently digging down on pipe.

phone call from Brent Fisher with WSSC.  He states that a forced main line in the vicinity of 19612 Olney Mill Road, Brookeville, MD has ruptured.  Mr. Fisher said the forced main is discharging large amounts of raw sewage into Reddy Branch.  The estimated volume is >10,000 and is continuing.  WSSC has contracted with a repair company to fix the ruptured sewer line, but because of the remote location where the break actually occurred, the repair crew is experiencing difficulty accessing the sewer main and moving their equipment into the densely wooded area.  Mr. Fisher may be reached at 301-206-7905 if anyone needs additional details.",2013,Water Quality,Overflows
2013280,03/11/2013,03/28/2013,"From: communications@wsscwater.com [mailto:conf-1899296243@everbridge.net] 
Sent: Monday, March 11, 2013 3:44 PM
Subject: OPS: SSO Lvl 1 ENDS


Lvl 1 SSO @ 16608 Kipling Rd, Rockville (address updated to 16516 Grande Vista Dr, Rockville) ended. Began @ 10:53am. Ended @ 2:30pm. Estim. flow 10 gal. Caused by heavy debris.",2013,Water Quality,Overflows
2013385,04/12/2013,05/28/2013,"From: communications@wsscwater.com [mailto:conf-1987432613@everbridge.net] 
Sent: Thursday, April 11, 2013 12:49 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 19550 Montg Village Ave, Gaithersburg into Seneca Creek. Began @ 8:26am. Estim. flow of 15 gal/min. Cause is Grease. WO#2127998. UC on call is Veric Brown. 

From: communications@wsscwater.com [mailto:conf-1987527183@everbridge.net] 
Sent: Thursday, April 11, 2013 1:06 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 19550 Montg Village Ave, Gaithersburg ended. Began @ 8:26am. Ended @ 11:00am. Estim. flow of 2313 gal. Cause is Grease.",2013,Water Quality,Overflows
2013390,04/15/2013,06/18/2013,"From: communications@wsscwater.com [mailto:conf-1993360853@everbridge.net] 
Sent: Saturday, April 13, 2013 8:12 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 700 S Belgrade Rd, Silver Spring. Began @ 2:55pm. total of 20 gallons. SSO ENDED @ 4:30pm. Cause is UNKNOWN. WO#2128676. UC on call is Thomas Williams.",2013,Water Quality,Overflows
2013391,04/15/2013,05/22/2013,"From: communications@wsscwater.com [mailto:conf-1993473243@everbridge.net] 
Sent: Saturday, April 13, 2013 11:40 PM
Subject: OPS: SSO Lvl 2 WATERWAY


Lvl 2 Waterway SSO @ 9803 East Light Dr, Silver Spring into Northwest Branch WATERWAY. Began @ 10:23pm. Estim. flow unknown at this time. Cause is UNKNOWN at this time. WO#2128684. UC on call is Thomas Williams.",2013,Water Quality,Overflows
2013402,04/18/2013,05/21/2013,"From: communications@wsscwater.com [mailto:conf-2005242523@everbridge.net] 
Sent: Wednesday, April 17, 2013 1:45 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 12315 Fernmont Ln, Silver Spring into Northwest Branch. Began @ 9:52am. Estim. flow of 1 gal/min. Cause is UNKNOWN. WO#2129233. UC on call is Thomas Williams. Crew onsite.

From: communications@wsscwater.com [mailto:conf-2005288083@everbridge.net] 
Sent: Wednesday, April 17, 2013 2:08 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 12315 Fernmont Ln, Silver Spring ended. Began @ 9:52am. Ended @ 1:45pm. Estim. flow of 233 gal. Cause is UNKNOWN.",2013,Water Quality,Overflows
2013410,04/23/2013,05/13/2013,"From: communications@wsscwater.com [mailto:conf-2031031863@everbridge.net] 
Sent: Friday, April 19, 2013 6:58 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 500 Southhampton Dr, Silver Spring into Northwest Branch. Began @ 3:42pm. Estim. flow unknown at this time. Cause is UNKNOWN. WO#2129740XXX. UC on call is Joe Fulton. Mh is located in the woods.

From: communications@wsscwater.com [mailto:conf-2031674343@everbridge.net] 
Sent: Saturday, April 20, 2013 12:05 AM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 500 Southampton Dr,Silver Spring ended. Began @ 3:42pm. Ended @ 6:10pm. Estim. flow of 5 gal. Cause is grease & debris.",2013,Water Quality,Overflows
2013457,04/29/2013,05/23/2013,"From: communications@wsscwater.com [mailto:conf-2057332153@everbridge.net] 
Sent: Friday, April 26, 2013 10:01 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 7922 Bradley Blvd, Bethesda. Began @ 4:13pm. Estim. flow 150 gallons. SSO ENDED @ 7:45pm. Cause is roots. WO#2139731. UC on call is Richard Thompson.

From: communications@wsscwater.com [mailto:conf-2057313533@everbridge.net] 
Sent: Friday, April 26, 2013 10:07 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 7922 Bradley Blvd, Bethesda ended. Began @ 4:13pm. Ended @ 7:45pm. Estim. flow 150 gal. Cause is roots.",2013,Water Quality,Overflows
2013464,05/02/2013,05/16/2013,"From: communications@wsscwater.com [mailto:conf-2058930843@everbridge.net] 
Sent: Saturday, April 27, 2013 6:15 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 751 RW 6 Twinbrook Pkw, Rockville into Rock Creek. Began @ 3:49pm. Estim. flow of 10 gal/min. Cause is UNKNOWN. WO#2139770 on call is Richard Thompson. 

From: communications@wsscwater.com [mailto:conf-2059706403@everbridge.net] 
Sent: Sunday, April 28, 2013 1:52 AM
Subject: OPS: SSO Lvl 2 ENDS
Importance: High

Lvl 2 SSO @ 751 RW6 Twinbrook Pkw, Rockville ended. Began @ 3:49pm. Ended @ 1:10am. Estim. flow of 5610 gal. Cause is grease.",2013,Water Quality,Overflows
2013465,05/02/2013,05/16/2013,"From: communications@wsscwater.com [mailto:conf-2060594373@everbridge.net] 
Sent: Sunday, April 28, 2013 5:18 PM
Subject: OPS: SSO Lvl 1 ENDS

update-Lvl 1 SSO @ 751RW 7 Twinbrook PKW, Gaithersburg ended. Began @ 10:00am. Ended @ 1:30pm. Estim. flow 420 gal. Cause is UNKNOWN.",2013,Water Quality,Overflows
2013466,05/02/2013,05/16/2013,"From: communications@wsscwater.com [mailto:conf-2062212353@everbridge.net] 
Sent: Monday, April 29, 2013 1:10 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 751 Twinbrook PKW, Rockville, into Rock Creek. Began @ 12:30pm. Estim. flow of 20 gal/min. Cause is UNKNOWN. WO#2139889. UC on call is Veric Brown. Crew enroute.

From: communications@wsscwater.com [mailto:conf-2062751683@everbridge.net] 
Sent: Monday, April 29, 2013 4:48 PM
Subject: OPS: SSO Lvl 2 ENDS


Lvl 2 SSO @ 751 RW 7 Twinbrook Pkw, Rockville ended. Began @ 12:30pm. Ended @ 3:30pm. Estim. flow of 360gal. Cause is Rags, Rock & Sludge.",2013,Water Quality,Overflows
2013493,05/07/2013,05/30/2013,"From: communications@wsscwater.com [mailto:conf-2079870093@everbridge.net] 
Sent: Sunday, May 05, 2013 7:49 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 8409 Burdette Rd, Bethesda. Began @ 6:30pm. Estim. flow 5 gal/min. SSO ended at 7:15pm today.Cause is grease and roots. WO#2144270. UC on call is Min Lwin.

From: communications@wsscwater.com [mailto:conf-2079871803@everbridge.net] 
Sent: Sunday, May 05, 2013 7:59 PM
Subject: OPS: SSO Lvl 1 ENDS

UPDATE: Lvl 1 SSO @ 8409 Burdette Rd, Bethesda ended. Began @ 6:30pm. Ended @ 7:15pm. Estim. flow 5 gpm. Cause was grease and roots.",2013,Water Quality,Overflows
2013494,05/07/2013,05/10/2013,"From: communications@wsscwater.com [mailto:conf-2081606283@everbridge.net] 
Sent: Monday, May 06, 2013 4:18 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 19505 Jerusalem Church Ter,Poolesville. Began 5/5/13 @ 12:14pm. Estim. flow total 15 gal. SSO ENDED 5/5/13 @ 1:30pm. Cause is UNKNOWN. WO#2144366. UC on call is Min Lwin.

From: communications@wsscwater.com [mailto:conf-2081606953@everbridge.net] 
Sent: Monday, May 06, 2013 4:21 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 19505 Jerusalem Church Ter,Poolesville ended. Began 5/5/13 @ 12:14pm. Ended 5/5/13 @ 1:30pm. Estim. flow total 15 gal. Cause is UNKNOWN.",2013,Water Quality,Overflows
2013521,05/15/2013,05/23/2013,"From: communications@wsscwater.com [mailto:conf-2104936243@everbridge.net] 
Sent: Saturday, May 11, 2013 4:21 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 19505 Jerusalem Church Ter, Poolesville. Began @ 2:25pm. Estim. flow 1 gal/min. SSO [ENDED @ 4:08pm]. Cause is UNKNOWN. WO#2145415. UC on call is Min Lwin.",2013,Water Quality,Overflows
2013554,05/22/2013,06/11/2013,"From: communications@wsscwater.com [mailto:conf-2105825023@everbridge.net] 
Sent: Sunday, May 12, 2013 11:12 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 9001 Georgia Ave, Silver Spring Began @ 8:58am. Estim. flow 1 gal. SSO [ENDED @ 10:59am]. Cause is UNKNOWN. WO#2145443. UC on call is Min Lwin.",2013,Water Quality,Overflows
2013555,05/22/2013,05/29/2013,"From: communications@wsscwater.com [mailto:conf-2120239763@everbridge.net] 
Sent: Friday, May 17, 2013 9:46 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 4905 Bradley Blvd, Chevey Chase into Little Falls. Began @ 8:16pm. Estim. flow of 10 gal/min. Cause is unknown. WO#2146554. UC on call is Thomas Williams. 

From: communications@wsscwater.com [mailto:conf-2120265293@everbridge.net] 
Sent: Friday, May 17, 2013 11:20 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 4905 Bradley Blvd, Chevy Chase ended. Began @ 8:16pm. Ended @ 10:30pm. Estim. flow 10 gals per min. Cause is Grease.",2013,Water Quality,Overflows
2013581,05/31/2013,06/04/2013,"From: communications@wsscwater.com [mailto:conf-4095325@everbridge.net] 
Sent: Saturday, May 25, 2013 5:39 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 12700 Shawnee Ln, Clarksburg. Began @ 2:11pm. Estim. flow unknown at this time. SSO relieved at 430pm. Cause is UNKNOWN. WO#2147595. UC on call is Joe Fulton.",2013,Water Quality,Overflows
2013582,05/31/2013,06/04/2013,"From: communications@wsscwater.com [mailto:conf-8807555@everbridge.net] 
Sent: Tuesday, May 28, 2013 9:04 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 13502 Latrobe Ln, Clarksburg. Began @ 7:10am. Estim. flow 2 gal total. SSO ENDED @ 8:35am. Cause is UNKNOWN. WO#2147683. UC on call is Craig Brown.

From: communications@wsscwater.com [mailto:conf-8809035@everbridge.net] 
Sent: Tuesday, May 28, 2013 9:08 AM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 13502 Latrobe Ln, Clarksburg. Began @ 7:10am. Estim. flow 2 gal total. SSO ENDED @ 8:35am. Cause is UNKNOWN.",2013,Water Quality,Overflows
20131136,09/09/2013,10/10/2013,"From: communications@wsscwater.com [mailto:conf-375132775@everbridge.net] 
Sent: Sunday, September 08, 2013 2:18 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 13127 Cleveland Dr, Rockville. Began 9/8/13 @ 9:57am. Estim. volume 276 gal. SSO ENDED 9/8/13 @ 12:15pm. Caused by leak from 1.5  pressure sewer line. WO#2218067. UC on call is Min Lwin.",2013,Water Quality,Overflows
2013606,06/05/2013,06/11/2013,"From: communications@wsscwater.com [mailto:conf-34845515@everbridge.net] 
Sent: Monday, June 03, 2013 2:33 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 6776 Brigadoon Dr, West Bethesda. Began @ 10:49am. Estim. flow 2 gallons total. SSO ENDED @ 12:00pm. Cause is UNKNOWN. WO#2149785. UC on call is Richard St. John.

From: communications@wsscwater.com [mailto:conf-34847695@everbridge.net] 
Sent: Monday, June 03, 2013 2:36 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 6776 Brigadoon Dr, West Bethesda ended. Began @ 10:49am. Ended @ 12:00pm. Estim. flow 2 gal. Cause is UNKNOWN.",2013,Water Quality,Overflows
2013607,06/05/2013,07/01/2013,"From: communications@wsscwater.com [mailto:conf-39180415@everbridge.net] 
Sent: Tuesday, June 04, 2013 2:42 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 19551 Transhire Rd, Gaithersburg. Began @ 10:00am. Estim. flow 15 gal/min. SSO [ENDED @ 12:00pm]. Cause is Broken Sewer Main Pipe. WO#2149990. UC on call is Richard Thompson.

From: communications@wsscwater.com [mailto:conf-39243265@everbridge.net] 
Sent: Tuesday, June 04, 2013 2:50 PM
Subject: OPS: SSO Lvl 1

**Update**Lvl 1 SSO @ 19551 Transhire Rd, Gaithersburg. Began @ 10:00am. Estim. flow 15 gal/min. SSO [ENDED @ 12:30pm]. Cause is Broken Sewer Main Pipe. WO#2149990. UC on call is Richard Thompson.",2013,Water Quality,Overflows
2013654,06/12/2013,07/09/2013,"From: communications@wsscwater.com [mailto:conf-58365505@everbridge.net] 
Sent: Saturday, June 08, 2013 1:42 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 15620 Pamela Dr, Silver Spring into Paint Branch. Began @ 10:30am. Estim. flow of 5 gal/hour. Cause is UNKNOWN. WO#2150919. UC on call is Min Lwin.

From: communications@wsscwater.com [mailto:conf-59808755@everbridge.net] 
Sent: Saturday, June 08, 2013 6:17 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 15620 Pamela Dr, Silver Spring ended. Began @ 10:30am. Ended @ 02:15pm. Estim. flow of unknown gal. Cause is Clean Out On Property backed up. Evidence of overflow from clean out. Cleaned up and put down lime.",2013,Water Quality,Overflows
2013852,06/26/2013,06/27/2013,"From: communications@wsscwater.com [mailto:conf-98548175@everbridge.net] 
Sent: Thursday, June 20, 2013 5:10 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 15711 Pissaro Ter, Darnestown. Began @ 9:51am. Estim. flow 10 gal. SSO ENDED @ 10:14am. Cause is UNKNOWN. WO#2152918. UC on call is Min Lwin. (**Customer advised WSSC cleaned up sewage back up in home and dumped sewage water into grass area in back yard**) 

From: communications@wsscwater.com [mailto:conf-98567925@everbridge.net] 
Sent: Thursday, June 20, 2013 5:18 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 15711 Pissaro Ter, Darnestown ended. Began @ 9:51am. Ended @ 10:14am. Estim. flow 10 gal. Caused by home owner dumping sewage water into grass area in back yard from sewage back up in home .",2013,Water Quality,Overflows
2013853,06/26/2013,07/02/2013,"From: communications@wsscwater.com [mailto:conf-110479745@everbridge.net] 
Sent: Monday, June 24, 2013 6:06 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 15713 Jones Ln, Gaithersburg. Began 6/21/13 @ 8:57am. Estim. flow 10 gal. SSO ENDED 6/21/13 @ 1:30pm. Cause is UNKNOWN. WO#2153447. UC on call is Min Lwin.

From: communications@wsscwater.com [mailto:conf-110483285@everbridge.net] 
Sent: Monday, June 24, 2013 6:09 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 15713 Jones Ln,Gaithersburg ended. Began 6/21/13 @ 8:57am. Ended 6/21/13 @ 1:30pm. Estim. flow a total of 10 gal. Cause is UNKNOWN.",2013,Water Quality,Overflows
2013926,07/11/2013,07/19/2013,"From: communications@wsscwater.com [mailto:conf-142223055@everbridge.net] 
Sent: Wednesday, July 03, 2013 11:57 AM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 10000 New Hampshire Ave, Silver Spring into Northwest Branch. Began @ 8:35am. Estim. flow of 5 gal/min. Cause is UNKNOWN. WO#2155819. UC on call is Nate Gross. 

From: communications@wsscwater.com [mailto:conf-143085385@everbridge.net] 
Sent: Wednesday, July 03, 2013 2:00 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 10000 New Hampshire Ave, Silver Spring. Ended @ 01:30pm. Estim. flow of 1476 gal. Cause is grease.",2013,Water Quality,Overflows
2013937,07/16/2013,08/01/2013,"From: communications@wsscwater.com [mailto:conf-179079735@everbridge.net] 
Sent: Monday, July 15, 2013 5:36 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 5214 River Rd, Bethesda into Little Falls. Began @ 3:01pm. Estim. flow of 2 gal/min. Cause is UNKNOWN. WO#2157272. UC on call is Min Lwin. 

From: communications@wsscwater.com [mailto:conf-180145135@everbridge.net] 
Sent: Monday, July 15, 2013 11:30 PM
Subject: OPS: SSO Lvl 2 ENDS


Lvl 2 SSO @ 5214 River Rd, Bethesda ended. Began @ 3:01pm. Ended @ 7:30pm. Estim. flow of 73 gals. Cause is paper & rags.",2013,Water Quality,Overflows
2013975,07/29/2013,09/04/2013,"From: communications@wsscwater.com [mailto:conf-230660485@everbridge.net] 
Sent: Friday, July 26, 2013 9:26 AM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 336 Pakrview Ave, Gaithersburg. Began @ 7:03am. Estim. flow 4 To 5 gal Total. SSO [ENDED @ 7:03am]. Cause is Soft UKNOWN. WO#2159555. UC on call is Min Lwin. 

From: communications@wsscwater.com [mailto:conf-233126945@everbridge.net] 
Sent: Friday, July 26, 2013 8:28 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 336 Parkview Ave, Gaithersburg ended. Began @ 7:03am. Ended @ 8:48am. Estim. flow 5 gal. Cause is unknown.",2013,Water Quality,Overflows
2013976,07/29/2013,09/04/2013,"From: communications@wsscwater.com [mailto:conf-234205395@everbridge.net] 
Sent: Saturday, July 27, 2013 3:09 PM

Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 7906 Riverside Dr, Cabin John. Began @ 12:41pm. Estim. flow 1gal/min. SSO [ONGOING). Cause is UNKNOWN. WO#2159835. UC on call is Min Lwin. 

From: communications@wsscwater.com [mailto:conf-234369255@everbridge.net] 
Sent: Saturday, July 27, 2013 5:58 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 7906 Riverside Dr, Cabin John ended. Began @ 12:41pm. Ended @ 4:00pm. Estim. flow 1 gal. Cause is roots.",2013,Water Quality,Overflows
2013999,07/31/2013,08/05/2013,"From: communications@wsscwater.com [mailto:conf-237903435@everbridge.net] 
Sent: Monday, July 29, 2013 1:38 PM
Subject: OPS: SSO Lvl 2 WATERWAY

Lvl 2 Waterway SSO @ 9929 Seven Lock Rd, Potomac into Cabin John. Began @ 12:49pm. Estim. flow of 3 gal/min. Cause is UNKNOWN. WO#2159996. UC on call is Nathan Gross. Crew enroute. 

From: communications@wsscwater.com [mailto:conf-238754775@everbridge.net] 
Sent: Monday, July 29, 2013 5:17 PM
Subject: OPS: SSO Lvl 2 ENDS

Lvl 2 SSO @ 9929 Seven Locks Rd, Potomac ended. Began @ 12:49p. Ended @ 4:45pm. Estim. flow of 707 gallons. Cause is heavy roots.",2013,Water Quality,Overflows
2014101,01/02/2014,01/28/2014,"From: communications@wsscwater.com [mailto:conf-816955395@everbridge.net] 
Sent: Friday, December 27, 2013 7:51 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 4038 Adams Dr, Silver Spring. Began @ 4:09pm. Estim. flow 1 gal/min. SSO [ENDED @ 5:40pm]. Cause is Rags. WO#2247847. UC on call is Tom Williams. 

From: communications@wsscwater.com [mailto:conf-816984465@everbridge.net] 
Sent: Friday, December 27, 2013 7:59 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 4038 Adams Dr, Silver Spring ended. Began @ 4:09pm. Ended @ 5:40pm. Estim. flow 1 gal. Cause is rags.",2014,Water Quality,Overflows
2014102,01/02/2014,01/27/2014,"From: communications@wsscwater.com [mailto:conf-824063495@everbridge.net] 
Sent: Tuesday, December 31, 2013 2:03 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 13019 Mill House Ct, Germantown. Began @ 11:46am. Estim. flow 3 gal/min. SSO [ONGOING @ 2:00pm]. Cause is UNKNOWN. WO#2248216. UC on call is Nathan Gross. 

From: communications@wsscwater.com [mailto:conf-824756485@everbridge.net] 
Sent: Tuesday, December 31, 2013 5:21 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 13019 Mill House Ct, Germantown ended. Began @ 11:46am. Ended @ 4:15pm. Estim. flow 3 gallons. Cause is unknown.",2014,Water Quality,Overflows
2014107,01/03/2014,01/28/2014,"From: communications@wsscwater.com [mailto:conf-838906645@everbridge.net] 
Sent: Thursday, January 02, 2014 1:06 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 9220 Columbia Blvd, Silver Spring. Began @ 12:08pm. Estim. flow less than 1 gallon total. SSO [ENDED @ 12:59pm]. Cause is UNKNOWN. WO#2248660. UC on call is Nathan Gross.",2014,Water Quality,Overflows
2014131,01/13/2014,02/05/2014,"From: communications@wsscwater.com [mailto:conf-919206565@everbridge.net] 
Sent: Saturday, January 11, 2014 7:09 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO evidence @ 12236 St James Rd, Potomac. Began @ 1:34pm. Estim. flow unknown. SSO was evidence of rags around cleanout. Cause is UNKNOWN. WO#2252358. UC on call is Richard Thompson.",2014,Water Quality,Overflows
2014132,01/13/2014,02/18/2014,"From: communications@wsscwater.com [mailto:conf-922935025@everbridge.net] 
Sent: Sunday, January 12, 2014 9:32 PM
Subject: OPS: SSO Lvl 1

update Lvl 1 SSO @ 2123 Edgewater Pkw, Silver Spring. Began @ 7:30pm. Estim. flow Uknown . SSO [ONGOING OR ENDED @ 9:24pm]. Cause is UNKNOWN. WO#2252537. UC on call is Thomas Williams.",2014,Water Quality,Overflows
2014164,01/22/2014,02/10/2014,"From: communications@wsscwater.com [mailto:conf-940942755@everbridge.net] 
Sent: Friday, January 17, 2014 1:47 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 4848 Battery Ln, Bethesda. Began @ 11:45am. Estim. flow 1/2 gal/min. SSO [ONGOING]. Cause is UNKNOWN. WO#2254086. UC on call is Richard St John.",2014,Water Quality,Overflows
2014165,01/22/2014,02/12/2014,"From: communications@wsscwater.com [mailto:conf-938297245@everbridge.net] 
Sent: Thursday, January 16, 2014 2:27 PM
Subject: OPS: SSO Lvl 1

Lvl 1 SSO @ 11503-56 February Cir, Silver Spring. Began @ 12:47pm. Estim. flow 5 gal/min. SSO [ONGOING ]. Cause is UNKNOWN. WO#2253734. UC on call is Joe Fulton. 

From: communications@wsscwater.com [mailto:conf-939288955@everbridge.net] 
Sent: Thursday, January 16, 2014 6:46 PM
Subject: OPS: SSO Lvl 1 ENDS

Lvl 1 SSO @ 11503-56 February Cir, Silver Spring ended. Began @ 3:35pm. Ended @ 4:00pm. Estim. flow 5 gals per min. Cause is debris.",2014,Water Quality,Overflows
