Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2017","Tetanus, Cum 2017, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2017","Varicella (chickenpox), Cum 2017, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag",Location 1,Location 2
WEST VIRGINIA,2017,38,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ILLINOIS,2017,38,,-,0,,0,,,-,1,,2,,6,,14,,232,,353,,"ILLINOIS
(40.477092, -88.993221)",
UTAH,2017,38,,-,0,,1,,1,,,-,,-,3,,11,,136,,183,,"UTAH
(39.359772, -111.584173)",
WYOMING,2017,38,,-,0,,0,,,-,,-,,-,0,,2,,5,,11,,"WYOMING
(43.23558, -108.110518)",
NORTH DAKOTA,2017,38,,-,0,,0,,,-,,-,,-,0,,3,,21,,40,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK CITY,2017,38,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,
OKLAHOMA,2017,38,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH DAKOTA,2017,38,,-,0,,0,,,-,,-,,-,0,,2,,15,,25,,"SOUTH DAKOTA
(44.35371, -100.373709)",
CALIFORNIA,2017,38,,-,0,,1,,1,,,-,,-,0,,3,,16,,34,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2017,38,,-,0,,0,,,-,1,,5,,4,,13,,134,,211,,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2017,38,,-,0,,1,,1,,,-,,-,0,,9,,,-,159,,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2017,38,,-,0,,0,,,-,,-,,-,8,,23,,313,,292,,"NEW JERSEY
(40.104655, -74.386686)",
LOUISIANA,2017,38,,-,0,,0,,,-,,-,,-,0,,8,,4,,52,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2017,38,,-,0,,1,,1,,,-,,-,1,,8,,25,,52,,"MONTANA
(47.062617, -109.430168)",
OHIO,2017,38,,-,0,,0,,,-,2,,8,,8,,23,,287,,310,,"OHIO
(40.056807, -82.405897)",
COLORADO,2017,38,,-,0,,0,,,-,,-,16,,5,,32,,148,,195,,"COLORADO
(38.841772, -106.132562)",
PENNSYLVANIA,2017,38,,-,0,,1,,1,,2,,17,,11,,21,,385,,469,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW ENGLAND,2017,38,,-,0,,1,,1,,,-,11,,14,,25,,565,,651,,,
GUAM,2017,38,,-,0,,0,,,-,,-,,-,0,,5,,,-,8,,"GUAM
(13.3532, 144.653198)",
MID. ATLANTIC,2017,38,,-,0,,1,,2,,4,,17,,19,,38,,698,,761,,,
GEORGIA,2017,38,,-,0,,0,,,-,,-,1,,4,,18,,148,,124,,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2017,38,,-,0,,0,,,-,,-,,-,1,,6,,53,,41,,"NEW MEXICO
(34.520396, -106.244402)",
OREGON,2017,38,,-,0,,1,,2,,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
E.N. CENTRAL,2017,38,,-,0,,1,,3,,5,,16,,35,,56,,1173,,1452,,,
W.S. CENTRAL,2017,38,,-,0,,1,,2,,3,,17,,24,,96,,856,,1089,,,
C.N.M.I.,2017,38,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW JERSEY,2017,39,,-,0,,0,,,-,,-,,-,8,,23,,322,,299,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2017,39,,-,0,,0,,,-,,-,,-,2,,6,,80,,88,,"CONNECTICUT
(41.544654, -72.651713)",
S. ATLANTIC,2017,39,,-,0,,1,,7,,7,,13,,21,,48,,784,,1060,,,
MOUNTAIN,2017,39,,-,0,,1,,4,,1,,9,,15,,39,,519,,712,,,
OKLAHOMA,2017,39,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
IDAHO,2017,39,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2017,39,,-,0,,1,,1,,1,,,-,0,,3,,16,,36,,"CALIFORNIA
(37.640735, -121.002435)",
MAINE,2017,39,,-,0,,1,,1,,,-,2,,4,,9,,139,,173,,"MAINE
(45.252223, -68.986647)",
UTAH,2017,39,,-,0,,1,,1,,,-,,-,3,,11,,146,,186,,"UTAH
(39.359772, -111.584173)",
NEW MEXICO,2017,39,,-,0,,0,,,-,,-,1,,1,,6,,53,,41,,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2017,39,,-,0,,0,,,-,,-,1,,3,,7,,103,,111,,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2017,39,,-,0,,0,,,-,1,,2,,7,,14,,254,,366,,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2017,39,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
VERMONT,2017,39,,-,0,,0,,,-,,-,1,,1,,5,,41,,36,,"VERMONT
(43.622479, -72.51927)",
GEORGIA,2017,39,,-,0,,0,,,-,,-,,-,4,,18,,153,,126,,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2017,39,,-,0,,0,,,-,1,,,-,4,,9,,134,,214,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2017,39,,-,0,,1,,1,,,-,,-,1,,8,,25,,55,,"MONTANA
(47.062617, -109.430168)",
FLORIDA,2017,39,,-,0,,1,,2,,4,,13,,12,,29,,494,,590,,"FLORIDA
(28.915325, -81.922409)",
NEW YORK,2017,39,,-,0,,1,,1,,1,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
VIRGIN ISL.,2017,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MICHIGAN,2017,39,,-,0,,1,,2,,1,,,-,9,,21,,341,,398,,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2017,39,,-,0,,0,,,-,,-,,-,0,,4,,,-,71,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PUERTO RICO,2017,39,,-,0,,0,,,-,,-,,-,0,,5,,20,,65,,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2017,39,,-,0,,0,,,-,,-,8,,5,,32,,156,,204,,"COLORADO
(38.841772, -106.132562)",
WYOMING,2017,39,,-,0,,0,,,-,,-,,-,0,,2,,5,,12,,"WYOMING
(43.23558, -108.110518)",
MISSISSIPPI,2017,39,,-,0,,0,,,-,1,,1,,0,,1,,6,,7,,"MISSISSIPPI
(32.738663, -89.537312)",
NEBRASKA,2017,39,,-,0,,1,,1,,,-,,-,0,,3,,19,,22,,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2017,39,,-,1,,2,,25,,28,,64,,155,,241,,5271,,6603,,,
ARKANSAS,2017,39,,-,0,,1,,1,,,-,2,,2,,7,,78,,109,,"ARKANSAS
(34.748745, -92.275105)",
C.N.M.I.,2017,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
PENNSYLVANIA,2017,39,,-,0,,1,,1,,2,,15,,11,,22,,413,,477,,"PENNSYLVANIA
(40.789676, -77.858055)",
OREGON,2017,39,,-,0,,1,,2,,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
W.N. CENTRAL,2017,39,,-,0,,1,,2,,1,,1,,13,,29,,449,,598,,,
MASSACHUSETTS,2017,39,,-,0,,0,,,-,,-,,-,6,,16,,282,,253,,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2017,39,,-,0,,0,,,-,,-,,-,0,,5,,27,,44,,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2017,39,,-,0,,0,,,-,1,,1,,1,,3,,35,,16,,"ALASKA
(64.836661, -147.738891)",
DIST. OF COL.,2017,39,,-,0,,0,,,-,,-,,-,0,,2,,13,,15,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW ENGLAND,2017,39,,-,0,,1,,1,,,-,3,,14,,25,,569,,665,,,
GUAM,2017,39,,-,0,,0,,,-,,-,,-,0,,5,,,-,8,,"GUAM
(13.3532, 144.653198)",
NEW YORK CITY,2017,39,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,
WASHINGTON,2017,39,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2017,39,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
AMER. SAMOA,2017,39,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
MID. ATLANTIC,2017,39,,-,0,,1,,2,,4,,15,,19,,38,,735,,776,,,
PACIFIC,2017,39,,-,0,,1,,3,,2,,1,,2,,6,,88,,76,,,
HAWAII,2017,39,,-,0,,0,,,-,,-,,-,1,,5,,37,,24,,"HAWAII
(21.30992, -157.858158)",
KANSAS,2017,39,,-,0,,1,,1,,,-,,-,0,,9,,,-,161,,"KANSAS
(38.345528, -98.201847)",
KENTUCKY,2017,39,,-,0,,0,,,-,2,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
TEXAS,2017,39,,-,0,,1,,1,,2,,4,,22,,91,,782,,962,,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2017,39,,-,0,,0,,,-,,-,,-,0,,2,,15,,25,,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2017,39,,-,0,,0,,,-,,-,,-,0,,3,,18,,11,,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2017,39,,-,0,,0,,,-,,-,,-,0,,3,,21,,40,,"NORTH DAKOTA
(47.475879, -100.121011)",
INDIANA,2017,39,,-,0,,1,,1,,1,,1,,4,,10,,154,,160,,"INDIANA
(39.76845, -86.156212)",
WISCONSIN,2017,39,,-,0,,0,,,-,,-,3,,5,,21,,183,,262,,"WISCONSIN
(44.395526, -89.834513)",
VIRGINIA,2017,39,,-,0,,1,,1,,1,,,-,1,,14,,34,,206,,"VIRGINIA
(37.542699, -78.45822)",
OHIO,2017,39,,-,0,,0,,,-,2,,9,,8,,23,,296,,322,,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2017,39,,-,0,,0,,,-,,-,,-,0,,8,,4,,52,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2017,39,,-,0,,0,,,-,,-,,-,2,,15,,72,,112,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2017,39,,-,0,,1,,3,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
E.N. CENTRAL,2017,39,,-,0,,1,,3,,5,,15,,36,,56,,1228,,1508,,,
IOWA,2017,39,,-,0,,1,,,-,1,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
TENNESSEE,2017,39,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
ALABAMA,2017,39,,-,0,,1,,1,,1,,,-,0,,5,,29,,78,,"ALABAMA
(32.839182, -86.631125)",
E.S. CENTRAL,2017,39,,-,0,,1,,1,,5,,1,,1,,5,,35,,85,,,
W.S. CENTRAL,2017,39,,-,0,,1,,2,,3,,6,,24,,96,,864,,1123,,,
MARYLAND,2017,39,,-,0,,1,,1,,1,,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2017,39,,-,0,,0,,,-,,-,,-,7,,23,,291,,239,,"MINNESOTA
(46.357661, -94.793397)",
AMER. SAMOA,2017,40,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
TENNESSEE,2017,40,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
WASHINGTON,2017,40,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MASSACHUSETTS,2017,40,,-,0,,0,,,-,,-,,-,6,,16,,282,,257,,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2017,40,,-,0,,1,,1,,,-,4,,3,,9,,143,,175,,"MAINE
(45.252223, -68.986647)",
OREGON,2017,40,,-,0,,1,,2,,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
KANSAS,2017,40,,-,0,,1,,1,,,-,,-,0,,9,,,-,166,,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2017,40,,-,0,,0,,,-,,-,,-,0,,5,,20,,70,,"PUERTO RICO
(18.215692, -66.414655)",
E.S. CENTRAL,2017,40,,-,0,,1,,1,,5,,,-,1,,5,,34,,89,,,
LOUISIANA,2017,40,,-,0,,0,,,-,,-,,-,0,,8,,4,,54,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2017,40,,-,0,,1,,1,,,-,,-,0,,3,,19,,22,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2017,40,,-,0,,0,,,-,,-,,-,0,,2,,17,,25,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2017,40,,-,0,,0,,,-,,-,,-,0,,3,,,-,72,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MOUNTAIN,2017,40,,-,0,,1,,4,,1,,14,,15,,39,,525,,729,,,
NORTH DAKOTA,2017,40,,-,0,,0,,,-,,-,,-,0,,3,,22,,40,,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2017,40,,-,0,,1,,1,,1,,,-,0,,3,,18,,36,,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2017,40,,-,0,,1,,1,,,-,,-,1,,8,,26,,55,,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2017,40,,-,0,,1,,1,,1,,,-,0,,5,,29,,82,,"ALABAMA
(32.839182, -86.631125)",
ALASKA,2017,40,,-,0,,0,,,-,1,,,-,1,,3,,35,,16,,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2017,40,,-,0,,1,,1,,1,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
NEW ENGLAND,2017,40,,-,0,,1,,1,,,-,7,,14,,25,,580,,677,,,
VIRGIN ISL.,2017,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TEXAS,2017,40,,-,0,,1,,1,,2,,,-,21,,91,,782,,977,,"TEXAS
(31.827233, -99.423022)",
C.N.M.I.,2017,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MINNESOTA,2017,40,,-,0,,0,,,-,,-,1,,8,,23,,303,,242,,"MINNESOTA
(46.357661, -94.793397)",
S. ATLANTIC,2017,40,,-,0,,1,,8,,7,,12,,21,,49,,808,,1093,,,
PENNSYLVANIA,2017,40,,-,0,,1,,1,,2,,16,,12,,22,,433,,485,,"PENNSYLVANIA
(40.789676, -77.858055)",
HAWAII,2017,40,,-,0,,0,,,-,,-,,-,1,,5,,37,,24,,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2017,40,,-,0,,0,,,-,1,,6,,3,,9,,130,,220,,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2017,40,,-,0,,0,,,-,,-,2,,2,,6,,85,,91,,"CONNECTICUT
(41.544654, -72.651713)",
UTAH,2017,40,,-,0,,1,,1,,,-,,-,3,,11,,146,,188,,"UTAH
(39.359772, -111.584173)",
NEVADA,2017,40,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
ARKANSAS,2017,40,,-,0,,1,,1,,,-,3,,2,,8,,84,,109,,"ARKANSAS
(34.748745, -92.275105)",
SOUTH CAROLINA,2017,40,,-,0,,0,,,-,,-,,-,2,,15,,72,,123,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSOURI,2017,40,,-,0,,0,,,-,,-,4,,3,,7,,110,,115,,"MISSOURI
(38.636168, -92.566292)",
UNITED STATES,2017,40,,-,1,,2,,26,,28,,71,,154,,241,,5396,,6757,,,
WYOMING,2017,40,,-,0,,0,,,-,,-,,-,0,,2,,5,,12,,"WYOMING
(43.23558, -108.110518)",
IDAHO,2017,40,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2017,40,,-,0,,0,,,-,,-,1,,0,,5,,28,,45,,"RHODE ISLAND
(41.707447, -71.522488)",
IOWA,2017,40,,-,0,,1,,,-,1,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
DIST. OF COL.,2017,40,,-,0,,0,,,-,,-,,-,0,,2,,13,,16,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH CAROLINA,2017,40,,-,0,,1,,3,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2017,40,,-,0,,1,,2,,1,,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
WISCONSIN,2017,40,,-,0,,0,,,-,,-,4,,5,,21,,188,,269,,"WISCONSIN
(44.395526, -89.834513)",
COLORADO,2017,40,,-,0,,0,,,-,,-,8,,5,,32,,164,,212,,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2017,40,,-,0,,0,,,-,1,,,-,0,,1,,5,,7,,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2017,40,,-,0,,1,,2,,4,,12,,12,,29,,512,,600,,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2017,40,,-,0,,0,,,-,,-,,-,0,,3,,18,,11,,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2017,40,,-,0,,0,,,-,1,,,-,6,,14,,260,,372,,"ILLINOIS
(40.477092, -88.993221)",
VIRGINIA,2017,40,,-,0,,1,,1,,1,,,-,1,,14,,34,,213,,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2017,40,,-,0,,0,,,-,,-,,-,8,,23,,326,,310,,"NEW JERSEY
(40.104655, -74.386686)",
OKLAHOMA,2017,40,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
KENTUCKY,2017,40,,-,0,,0,,,-,2,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
MID. ATLANTIC,2017,40,,-,0,,1,,2,,4,,16,,19,,38,,759,,795,,,
W.S. CENTRAL,2017,40,,-,0,,1,,2,,3,,3,,23,,96,,870,,1140,,,
INDIANA,2017,40,,-,0,,1,,1,,1,,,-,4,,10,,154,,162,,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2017,40,,-,0,,0,,,-,,-,,-,4,,18,,159,,130,,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2017,40,,-,0,,0,,,-,,-,,-,1,,6,,54,,42,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2017,40,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
E.N. CENTRAL,2017,40,,-,0,,1,,3,,5,,14,,35,,55,,1259,,1548,,,
PACIFIC,2017,40,,-,0,,1,,3,,2,,,-,2,,6,,90,,76,,,
MICHIGAN,2017,40,,-,0,,1,,2,,1,,1,,8,,21,,352,,411,,"MICHIGAN
(44.66399, -84.711206)",
VERMONT,2017,40,,-,0,,0,,,-,,-,,-,1,,5,,42,,37,,"VERMONT
(43.622479, -72.51927)",
GUAM,2017,40,,-,0,,0,,,-,,-,,-,0,,5,,,-,10,,"GUAM
(13.3532, 144.653198)",
OHIO,2017,40,,-,0,,0,,,-,2,,9,,8,,23,,305,,334,,"OHIO
(40.056807, -82.405897)",
NEW YORK CITY,2017,40,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2017,40,,-,0,,1,,2,,1,,5,,13,,29,,471,,610,,,
DELAWARE,2017,41,,-,0,,0,,,-,,-,,-,0,,3,,18,,11,,"DELAWARE
(39.008676, -75.574561)",
SOUTH CAROLINA,2017,41,,-,0,,0,,,-,,-,1,,2,,15,,75,,127,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2017,41,,-,0,,0,,,-,2,,5,,8,,23,,310,,342,,"OHIO
(40.056807, -82.405897)",
E.S. CENTRAL,2017,41,,-,0,,1,,2,,5,,,-,1,,5,,36,,91,,,
GUAM,2017,41,,-,0,,0,,,-,,-,,-,0,,5,,,-,10,,"GUAM
(13.3532, 144.653198)",
ARIZONA,2017,41,,-,0,,0,,,-,1,,4,,3,,9,,135,,222,,"ARIZONA
(34.869712, -111.760902)",
E.N. CENTRAL,2017,41,,-,0,,1,,3,,5,,15,,34,,55,,1294,,1593,,,
CONNECTICUT,2017,41,,-,0,,1,,1,,,-,2,,2,,6,,88,,92,,"CONNECTICUT
(41.544654, -72.651713)",
COLORADO,2017,41,,-,0,,0,,,-,,-,10,,5,,32,,174,,220,,"COLORADO
(38.841772, -106.132562)",
WASHINGTON,2017,41,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
KANSAS,2017,41,,-,0,,1,,1,,,-,,-,0,,9,,,-,175,,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2017,41,,-,0,,0,,,-,,-,,-,0,,3,,,-,73,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2017,41,,-,1,,2,,29,,29,,70,,151,,241,,5525,,6905,,,
GEORGIA,2017,41,,-,0,,0,,,-,,-,,-,4,,18,,162,,130,,"GEORGIA
(32.836038, -83.631709)",
MARYLAND,2017,41,,-,0,,1,,2,,1,,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
MISSOURI,2017,41,,-,0,,0,,,-,,-,3,,3,,9,,123,,118,,"MISSOURI
(38.636168, -92.566292)",
AMER. SAMOA,2017,41,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
ILLINOIS,2017,41,,-,0,,0,,,-,1,,,-,6,,14,,261,,377,,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2017,41,,-,0,,0,,,-,,-,,-,1,,6,,54,,44,,"NEW MEXICO
(34.520396, -106.244402)",
NEW JERSEY,2017,41,,-,0,,0,,,-,,-,,-,8,,23,,326,,318,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2017,41,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
NORTH DAKOTA,2017,41,,-,0,,0,,,-,,-,,-,0,,3,,22,,40,,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2017,41,,-,0,,0,,,-,,-,,-,0,,5,,28,,46,,"RHODE ISLAND
(41.707447, -71.522488)",
MINNESOTA,2017,41,,-,0,,0,,,-,,-,,-,8,,23,,309,,245,,"MINNESOTA
(46.357661, -94.793397)",
IOWA,2017,41,,-,0,,1,,,-,1,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
HAWAII,2017,41,,-,0,,0,,,-,,-,,-,1,,5,,37,,25,,"HAWAII
(21.30992, -157.858158)",
PUERTO RICO,2017,41,,-,0,,0,,,-,,-,,-,0,,3,,20,,72,,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK,2017,41,,-,0,,1,,1,,2,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2017,41,,-,0,,1,,2,,1,,6,,8,,21,,361,,430,,"MICHIGAN
(44.66399, -84.711206)",
NEBRASKA,2017,41,,-,0,,1,,1,,,-,,-,0,,3,,19,,22,,"NEBRASKA
(41.640503, -99.367122)",
W.N. CENTRAL,2017,41,,-,0,,1,,2,,1,,3,,13,,29,,490,,625,,,
WYOMING,2017,41,,-,0,,0,,,-,,-,,-,0,,2,,5,,12,,"WYOMING
(43.23558, -108.110518)",
WISCONSIN,2017,41,,-,0,,0,,,-,,-,4,,5,,21,,194,,279,,"WISCONSIN
(44.395526, -89.834513)",
VIRGINIA,2017,41,,-,0,,1,,1,,1,,,-,1,,14,,34,,215,,"VIRGINIA
(37.542699, -78.45822)",
PACIFIC,2017,41,,-,0,,1,,3,,2,,,-,2,,6,,96,,77,,,
NEW YORK CITY,2017,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,
MOUNTAIN,2017,41,,-,0,,1,,4,,1,,14,,15,,39,,540,,744,,,
INDIANA,2017,41,,-,0,,1,,1,,1,,,-,4,,10,,168,,165,,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2017,41,,-,0,,1,,2,,4,,6,,12,,29,,518,,606,,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2017,41,,-,0,,1,,1,,1,,,-,0,,3,,20,,36,,"CALIFORNIA
(37.640735, -121.002435)",
LOUISIANA,2017,41,,-,0,,0,,,-,,-,,-,0,,8,,4,,54,,"LOUISIANA
(31.2931, -92.463284)",
IDAHO,2017,41,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2017,41,,-,0,,0,,,-,2,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
C.N.M.I.,2017,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
UTAH,2017,41,,-,0,,1,,1,,,-,,-,3,,11,,146,,191,,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2017,41,,-,0,,1,,3,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
ALABAMA,2017,41,,-,0,,1,,1,,1,,,-,0,,5,,29,,84,,"ALABAMA
(32.839182, -86.631125)",
W.S. CENTRAL,2017,41,,-,0,,1,,2,,3,,9,,23,,96,,881,,1170,,,
MONTANA,2017,41,,-,0,,1,,1,,,-,,-,1,,8,,26,,55,,"MONTANA
(47.062617, -109.430168)",
MAINE,2017,41,,-,0,,1,,1,,,-,1,,4,,9,,145,,177,,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2017,41,,-,0,,1,,2,,2,,19,,12,,22,,457,,496,,"PENNSYLVANIA
(40.789676, -77.858055)",
DIST. OF COL.,2017,41,,-,0,,0,,,-,,-,,-,0,,2,,13,,17,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WEST VIRGINIA,2017,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
OREGON,2017,41,,-,0,,1,,2,,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
S. ATLANTIC,2017,41,,-,0,,1,,8,,7,,7,,21,,49,,820,,1106,,,
OKLAHOMA,2017,41,,-,0,,0,,,-,1,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
