Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Description,Deficiency Tag Number,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Location,Processing Date
055292,SHIELDS RICHMOND NURSING CENTER,1919 CUTTING BLVD,RICHMOND,CA,94804,01/10/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",02/10/2019,1,Y,false,"1919 CUTTING BLVD RICHMOND, CA 94804 (37.92519, -122.350839)",04/01/2020
055293,SANTA ANITA CONVALESCENT HOSP,5522 GRACEWOOD AVE.,TEMPLE CITY,CA,91780,06/25/2019,Health,F,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,0760,D,"Deficient, Provider has date of correction",07/03/2019,1,N,true,,04/01/2020
055293,SANTA ANITA CONVALESCENT HOSP,5522 GRACEWOOD AVE.,TEMPLE CITY,CA,91780,11/09/2017,Health,F,Resident Rights Deficiencies,Reasonably accommodate the needs and preferences of each resident.,0246,E,"Deficient, Provider has date of correction",03/07/2018,3,Y,false,,04/01/2020
055297,NORWALK MEADOWS NURSING CENTER,10625 LEFFINGWELL ROAD,NORWALK,CA,90650,01/14/2018,Health,F,Quality of Life and Care Deficiencies,Provide safe and appropriate respiratory care for a resident when needed.,0695,D,"Deficient, Provider has date of correction",02/08/2018,3,Y,false,"10625 LEFFINGWELL ROAD NORWALK, CA 90650 (33.904731, -118.107416)",04/01/2020
055304,DYCORA TRANSITIONAL HEALTH - QUAIL LAKE,1221 ROSEMARIE LANE,STOCKTON,CA,95207,10/05/2018,Health,F,Nursing and Physician Services Deficiencies,Post nurse staffing information every day.,0732,D,"Deficient, Provider has date of correction",11/13/2018,2,Y,false,"1221 ROSEMARIE LANE STOCKTON, CA 95207 (37.986818, -121.319833)",04/01/2020
055311,KATHERINE HEALTHCARE,315 ALAMEDA AVENUE,SALINAS,CA,93901,01/16/2020,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",02/20/2020,1,Y,false,"315 ALAMEDA AVENUE SALINAS, CA 93901 (36.662104, -121.64831)",04/01/2020
055316,MOUNTAIN VIEW HEALTHCARE CENTER,2530 SOLACE PLACE,MOUNTAIN VIEW,CA,94040,05/02/2018,Health,F,Quality of Life and Care Deficiencies,Provide or get specialized rehabilitative services as required for a resident.,0825,D,"Deficient, Provider has date of correction",05/10/2018,2,N,true,"2530 SOLACE PLACE MOUNTAIN VIEW, CA 94040 (37.366588, -122.079292)",04/01/2020
055318,SKYLINE HEALTHCARE CENTER - SAN JOSE,2065 FOREST AVENUE,SAN JOSE,CA,95128,06/23/2017,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0456,E,"Deficient, Provider has date of correction",07/21/2017,3,Y,false,"2065 FOREST AVENUE SAN JOSE, CA 95128 (37.327084, -121.935244)",04/01/2020
055329,VILLA SERENA HEALTHCARE CENTER,723 E 9TH STREET,LONG BEACH,CA,90813,08/29/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",09/27/2019,1,Y,false,"723 E 9TH STREET LONG BEACH, CA 90813 (33.777757, -118.183304)",04/01/2020
055330,ADVANCED REHAB CENTER OF TUSTIN,2210 E. FIRST STREET,SANTA ANA,CA,92705,10/08/2019,Health,F,Resident Assessment and Care Planning Deficiencies,Ensure a qualified health professional conducts resident assessments.,0642,B,"Deficient, Provider has date of correction",10/31/2019,1,Y,false,"2210 E FIRST STREET SANTA ANA, CA 92705 (33.745583, -117.83532)",04/01/2020
055338,HAYWARD CONVALESCENT HOSPITAL,1832 B STREET,HAYWARD,CA,94541,10/04/2017,Health,F,Environmental Deficiencies,Provide housekeeping and maintenance services.,0253,D,"Deficient, Provider has date of correction",10/31/2017,3,Y,false,"1832 B STREET HAYWARD, CA 94541 (37.682042, -122.066861)",04/01/2020
055364,LONG BEACH HEALTHCARE CENTER,3401 CEDAR AVENUE,LONG BEACH,CA,90807,01/28/2020,Health,F,Quality of Life and Care Deficiencies,Ensure that feeding tubes are  not used unless there is a medical reason and the resident agrees; and provide appropriate care for a resident with a feeding tube.,0693,E,"Deficient, Provider has date of correction",03/06/2020,1,Y,false,"3401 CEDAR AVENUE LONG BEACH, CA 90807 (33.819863, -118.195229)",04/01/2020
055367,MONROVIA GARDENS HEALTHCARE CENTER,615 W. DUARTE RD.,MONROVIA,CA,91016,11/09/2018,Health,F,Resident Rights Deficiencies,Allow residents to easily view the nursing home's survey results and communicate with advocate agencies.,0577,B,"Deficient, Provider has date of correction",12/12/2018,2,Y,false,"615 W DUARTE RD MONROVIA, CA 91016 (34.132153, -118.012049)",04/01/2020
055387,EDGEWATER SKILLED NURSING CENTER,2625 EAST FOURTH STREET,LONG BEACH,CA,90814,04/07/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,F,"Deficient, Provider has date of correction",05/03/2017,3,Y,false,"2625 EAST FOURTH STREET LONG BEACH, CA 90814 (33.771707, -118.160429)",04/01/2020
055388,SAN JOSE HEALTHCARE & WELLNESS CENTER,75 N. 13TH STREET,SAN JOSE,CA,95112,10/20/2017,Health,F,Administration Deficiencies,"Have a detailed, written plan for disasters and emergencies, such as fire, severe weather, and missing residents.",0517,D,"Deficient, Provider has date of correction",11/17/2017,3,Y,false,"75 N 13TH STREET SAN JOSE, CA 95112 (37.34301, -121.878813)",04/01/2020
055401,MEADOWBROOK HEALTH CARE CENTER,461 E. JOHNSTON AVENUE,HEMET,CA,92543,04/25/2019,Health,F,Environmental Deficiencies,Have policies on smoking.,0926,D,"Deficient, Provider has date of correction",05/31/2019,1,Y,false,"461 E JOHNSTON AVENUE HEMET, CA 92543 (33.733059, -116.968094)",04/01/2020
055407,CUPERTINO HEALTHCARE & WELLNESS CENTER,22590 VOSS AVENUE,CUPERTINO,CA,95014,01/20/2017,Health,F,Environmental Deficiencies,Dispose of garbage and refuse properly.,0372,D,"Deficient, Provider has date of correction",03/01/2017,3,Y,false,"22590 VOSS AVENUE CUPERTINO, CA 95014 (37.31785, -122.069499)",04/01/2020
055408,BELLFLOWER POST ACUTE,9710 E. ARTESIA AVE,BELLFLOWER,CA,90706,04/22/2019,Health,F,Administration Deficiencies,"Keep complete, dated laboratory records in the resident's record.",0775,E,"Deficient, Provider has date of correction",05/17/2019,1,Y,false,,04/01/2020
055408,BELLFLOWER POST ACUTE,9710 E. ARTESIA AVE,BELLFLOWER,CA,90706,05/13/2017,Health,F,Environmental Deficiencies,Provide rooms that are at least 80 square feet per resident in multiple rooms and 100 square feet for single resident rooms.,0458,B,Waiver has been granted,06/07/2017,3,Y,false,,04/01/2020
055409,COMMUNITY CARE AND REHABILITATION CENTER,4070 JURUPA AVENUE,RIVERSIDE,CA,92506,07/08/2019,Health,F,Resident Rights Deficiencies,Prepare residents for a safe transfer or discharge from the nursing home.,0624,D,"Deficient, Provider has date of correction",07/22/2019,1,N,true,"4070 JURUPA AVENUE RIVERSIDE, CA 92506 (33.960913, -117.395846)",04/01/2020
055423,"MANNING GARDENS CARE CENTER, INC",2113 E. MANNING AVENUE,FRESNO,CA,93725,11/02/2018,Health,F,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,0760,D,"Deficient, Provider has date of correction",02/20/2019,2,Y,false,"2113 E MANNING AVENUE FRESNO, CA 93725 (36.605341, -119.752619)",04/01/2020
055430,WHITTIER HILLS HEALTH CARE CTR,10426 BOGARDUS AVE,WHITTIER,CA,90603,05/26/2018,Health,F,Quality of Life and Care Deficiencies,Provide enough food/fluids to maintain a resident's health.,0692,D,"Deficient, Provider has date of correction",06/25/2018,2,Y,false,"10426 BOGARDUS AVE WHITTIER, CA 90603 (33.941515, -117.984254)",04/01/2020
055454,DYCORA TRANSITIONAL HEALTH FOWLER,1306 EAST SUMNER AVENUE,FOWLER,CA,93625,04/21/2017,Health,F,Environmental Deficiencies,Provide bedrooms that hold no more than 4 residents per room.,0457,B,Waiver has been granted,05/22/2017,3,Y,false,"1306 EAST SUMNER AVENUE FOWLER, CA 93625 (36.627241, -119.673084)",04/01/2020
055457,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,12627 STUDEBAKER ROAD,NORWALK,CA,90650,05/15/2018,Health,F,Resident Rights Deficiencies,Reasonably accommodate the needs and preferences of each resident.,0558,E,"Deficient, Provider has date of correction",06/05/2018,2,N,true,"12627 STUDEBAKER ROAD NORWALK, CA 90650 (33.916366, -118.099318)",04/01/2020
055457,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,12627 STUDEBAKER ROAD,NORWALK,CA,90650,07/28/2017,Health,F,Environmental Deficiencies,Provide housekeeping and maintenance services.,0253,D,"Deficient, Provider has date of correction",08/22/2017,3,Y,false,"12627 STUDEBAKER ROAD NORWALK, CA 90650 (33.916366, -118.099318)",04/01/2020
055464,"TWO PALMS NURSING CENTER, INC",2637 E. WASHINTON BLVD,PASADENA,CA,91107,09/13/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,E,"Deficient, Provider has date of correction",10/03/2017,3,Y,false,"2637 E WASHINTON BLVD PASADENA, CA 91107 (34.169168, -118.095999)",04/01/2020
055473,NEW VISTA POST- ACUTE CARE CENTER,1516 SAWTELLE BLVD.,LOS ANGELES,CA,90025,05/16/2019,Health,F,Environmental Deficiencies,Make sure that a working call system is available in each resident's  bathroom and bathing area.,0919,D,"Deficient, Provider has date of correction",06/25/2019,1,Y,false,"1516 SAWTELLE BLVD LOS ANGELES, CA 90025 (34.047718, -118.449477)",04/01/2020
055475,MAIN WEST POSTACUTE CARE,812 WEST MAIN STREET,TURLOCK,CA,95380,01/11/2019,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0908,D,"Deficient, Provider has date of correction",02/14/2019,2,Y,false,"812 WEST MAIN STREET TURLOCK, CA 95380 (37.492695, -120.858576)",04/01/2020
055480,THE CALIFORNIAN-PASADENA,120 BELLEFONTAINE STREET,PASADENA,CA,91105,06/04/2018,Health,F,Quality of Life and Care Deficiencies,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,0689,D,"Deficient, Provider has date of correction",06/19/2018,2,N,true,"120 BELLEFONTAINE STREET PASADENA, CA 91105 (34.131583, -118.15285)",04/01/2020
055505,ARROYO VISTA NURSING CENTER,3022 45TH STREET,SAN DIEGO,CA,92105,04/06/2018,Health,F,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,0842,D,"Deficient, Provider has date of correction",05/30/2018,2,Y,false,"3022 45TH STREET SAN DIEGO, CA 92105 (32.737223, -117.097778)",04/01/2020
055512,WOLF CREEK CARE CENTER,107 CATHERINE LANE,GRASS VALLEY,CA,95945,01/10/2019,Health,F,Pharmacy Service Deficiencies,Ensure medication error rates are not 5 percent or greater.,0759,D,"Deficient, Provider has date of correction",02/28/2019,2,Y,false,"107 CATHERINE LANE GRASS VALLEY, CA 95945 (39.229645, -121.047698)",04/01/2020
055519,DOWNEY POST ACUTE,13007 S. PARAMOUNT BLVD.,DOWNEY,CA,90242,04/22/2018,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0908,D,"Deficient, Provider has date of correction",05/16/2018,2,Y,false,"13007 S PARAMOUNT BLVD DOWNEY, CA 90242 (33.918195, -118.156495)",04/01/2020
055519,DOWNEY POST ACUTE,13007 S. PARAMOUNT BLVD.,DOWNEY,CA,90242,05/13/2017,Health,F,Administration Deficiencies,"Train all employees on what to do in an emergency, and carry out unannounced staff drills.",0518,E,"Deficient, Provider has date of correction",06/06/2017,3,Y,false,"13007 S PARAMOUNT BLVD DOWNEY, CA 90242 (33.918195, -118.156495)",04/01/2020
055523,GLENDALE POST ACUTE CENTER,250 N. VERDUGO ROAD,GLENDALE,CA,91206,05/04/2017,Health,F,Resident Rights Deficiencies,Reasonably accommodate the needs and preferences of each resident.,0246,E,"Deficient, Provider has date of correction",05/29/2017,3,Y,false,"250 N VERDUGO ROAD GLENDALE, CA 91206 (34.149683, -118.236002)",04/01/2020
055526,INGLEWOOD HEALTH CARE CENTER,100 S. HILLCREST BLVD,INGLEWOOD,CA,90301,05/03/2017,Health,F,Environmental Deficiencies,Maintain comfortable sound levels.,0258,D,"Deficient, Provider has date of correction",06/05/2017,3,Y,false,"100 S HILLCREST BLVD INGLEWOOD, CA 90301 (33.962436, -118.348703)",04/01/2020
055534,THE REUTLINGER COMMUNITY,4000 CAMINO TASSAJARA,DANVILLE,CA,94506,03/30/2017,Health,F,Resident Rights Deficiencies,Provide care for each resident in a way that maintains or improves their quality of life.,0240,E,"Deficient, Provider has date of correction",04/30/2017,3,Y,false,,04/01/2020
055538,BONNIE BRAE CONVALESCENT HOSP,420 SOUTH BONNIE BRAE ST.,LOS ANGELES,CA,90057,04/22/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",07/26/2019,1,Y,false,"420 SOUTH BONNIE BRAE ST LOS ANGELES, CA 90057 (34.060342, -118.271194)",04/01/2020
055538,BONNIE BRAE CONVALESCENT HOSP,420 SOUTH BONNIE BRAE ST.,LOS ANGELES,CA,90057,04/14/2018,Health,F,Pharmacy Service Deficiencies,Ensure each resident�s drug regimen must be free from unnecessary drugs.,0757,D,"Deficient, Provider has date of correction",05/12/2018,2,Y,false,"420 SOUTH BONNIE BRAE ST LOS ANGELES, CA 90057 (34.060342, -118.271194)",04/01/2020
055541,ROYAL TERRACE HEALTHCARE,1340 HIGHLAND AVE.,DUARTE,CA,91010,12/02/2018,Health,F,Environmental Deficiencies,Implement a program that monitors antibiotic use.,0881,E,"Deficient, Provider has date of correction",12/20/2018,2,Y,false,"1340 HIGHLAND AVE DUARTE, CA 91010 (34.137363, -117.966614)",04/01/2020
055542,MISSION CARE CENTER,8487 MAGNOLIA AVENUE,RIVERSIDE,CA,92504,03/14/2019,Health,F,Nursing and Physician Services Deficiencies,Obtain a doctor's order to admit a resident and ensure the resident is under a doctor's care.,0710,D,"Deficient, Provider has date of correction",04/10/2019,2,Y,false,"8487 MAGNOLIA AVENUE RIVERSIDE, CA 92504 (33.931043, -117.427875)",04/01/2020
055559,BAY CREST CARE CENTER,3750 GARNET STREET,TORRANCE,CA,90503,02/11/2019,Health,F,Resident Assessment and Care Planning Deficiencies,Ensure each resident receives an accurate assessment.,0641,E,"Deficient, Provider has date of correction",03/22/2019,2,Y,false,"3750 GARNET STREET TORRANCE, CA 90503 (33.843167, -118.352851)",04/01/2020
055559,BAY CREST CARE CENTER,3750 GARNET STREET,TORRANCE,CA,90503,02/11/2019,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0908,D,"Deficient, Provider has date of correction",03/22/2019,2,Y,false,"3750 GARNET STREET TORRANCE, CA 90503 (33.843167, -118.352851)",04/01/2020
055570,ST ELIZABETH HEALTHCARE CENTER,2800 N. HARBOR BLVD.,FULLERTON,CA,92835,05/19/2017,Health,F,Environmental Deficiencies,Ensure that a nursing home area is free from accident hazards and provide adequate supervision to prevent avoidable accidents.,0323,E,"Deficient, Provider has date of correction",06/19/2017,3,Y,false,"2800 N HARBOR BLVD FULLERTON, CA 92835 (33.903462, -117.92947)",04/01/2020
055575,PACIFIC HAVEN SUBACUTE AND HEALTHCARE CENTER,12072 TRASK AVE.,GARDEN GROVE,CA,92843,04/17/2019,Health,F,Quality of Life and Care Deficiencies,"Provide safe, appropriate pain management for a resident who requires such services.",0697,D,"Deficient, Provider has date of correction",05/17/2019,1,Y,false,"12072 TRASK AVE GARDEN GROVE, CA 92843 (33.767026, -117.918679)",04/01/2020
055581,JURUPA HILLS POST ACUTE,6401 33RD STREET.,RIVERSIDE,CA,92509,12/29/2017,Health,F,Environmental Deficiencies,"Have a program that investigates, controls and keeps infection from spreading.",0441,D,"Deficient, Provider has date of correction",02/08/2018,3,N,true,"6401 33RD STREET RIVERSIDE, CA 92509 (34.012328, -117.422842)",04/01/2020
055601,PARKVIEW JULIAN CONVALESCENT,1801 JULIAN AVENUE,BAKERSFIELD,CA,93304,02/07/2019,Health,F,Quality of Life and Care Deficiencies,"Provide appropriate treatment and care according to orders, resident�s preferences and goals.",0684,D,"Deficient, Provider has date of correction",03/11/2019,1,Y,false,"1801 JULIAN AVENUE BAKERSFIELD, CA 93304 (35.323523, -119.022274)",04/01/2020
055604,REDWOOD SPRINGS HEALTHCARE CENTER,1925 E. HOUSTON AVE,VISALIA,CA,93292,04/13/2017,Health,F,Environmental Deficiencies,Ensure that a nursing home area is free from accident hazards and provide adequate supervision to prevent avoidable accidents.,0323,E,"Deficient, Provider has date of correction",05/08/2017,3,Y,true,"1925 E HOUSTON AVE VISALIA, CA 93292 (36.341888, -119.271091)",04/01/2020
055608,PRIMROSE POST-ACUTE,515 CENTINELA AVE.,INGLEWOOD,CA,90302,12/23/2019,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",Respond appropriately to all alleged violations.,0610,E,"Deficient, Provider has date of correction",02/24/2020,1,Y,true,"515 CENTINELA AVE INGLEWOOD, CA 90302 (33.973144, -118.349804)",04/01/2020
055608,PRIMROSE POST-ACUTE,515 CENTINELA AVE.,INGLEWOOD,CA,90302,01/22/2018,Health,F,Resident Rights Deficiencies,Keep residents' personal and medical records private and confidential.,0583,D,"Deficient, Provider has date of correction",03/06/2018,3,Y,false,"515 CENTINELA AVE INGLEWOOD, CA 90302 (33.973144, -118.349804)",04/01/2020
055617,PASADENA GROVE HEALTH CARE,1470 N FAIR OAKS AVE,PASADENA,CA,91103,12/29/2019,Health,F,Nutrition and Dietary Deficiencies,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",0812,D,"Deficient, Provider has date of correction",01/21/2020,1,Y,false,"1470 N FAIR OAKS AVE PASADENA, CA 91103 (34.171117, -118.150695)",04/01/2020
055619,LAS COLINAS POST ACUTE,800 EAST 5TH STREET,ONTARIO,CA,91764,04/23/2018,Health,F,Quality of Life and Care Deficiencies,Provide activities to meet all resident's needs.,0679,E,"Deficient, Provider has date of correction",05/31/2018,2,Y,false,"800 EAST 5TH STREET ONTARIO, CA 91764 (34.081586, -117.638386)",04/01/2020
055622,LA HABRA CONVALESCENT HOSPITAL,1233 WEST LA HABRA BOULEVARD,LA HABRA,CA,90631,12/06/2019,Health,F,Environmental Deficiencies,Provide rooms that are at least 80 square feet per resident in multiple rooms and 100 square feet for single resident rooms.,0912,B,"Deficient, Provider has date of correction",12/29/2019,1,Y,false,"1233 WEST LA HABRA BOULEVARD LA HABRA, CA 90631 (33.931902, -117.959717)",04/01/2020
055632,GROSSMONT POST ACUTE CARE,8787 CENTER DRIVE,LA MESA,CA,91942,07/11/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",08/07/2019,1,Y,false,"8787 CENTER DRIVE LA MESA, CA 91942 (32.781663, -117.009023)",04/01/2020
055635,BRANDEL MANOR,1801 N. OLIVE AVENUE,TURLOCK,CA,95382,10/17/2019,Health,F,Nursing and Physician Services Deficiencies,Post nurse staffing information every day.,0732,F,"Deficient, Provider has date of correction",11/14/2019,1,N,true,"1801 N OLIVE AVENUE TURLOCK, CA 95382 (37.510543, -120.83987)",04/01/2020
055640,SPRING HILL MANOR,355 JOERSCHKE DR,GRASS VALLEY,CA,95945,11/01/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",12/20/2018,2,Y,false,"355 JOERSCHKE DR GRASS VALLEY, CA 95945 (39.230546, -121.042183)",04/01/2020
055640,SPRING HILL MANOR,355 JOERSCHKE DR,GRASS VALLEY,CA,95945,10/19/2017,Health,F,Administration Deficiencies,Give or get quality laboratory services/tests in a timely manner to meet the needs of residents.,0502,D,"Deficient, Provider has date of correction",11/18/2017,3,Y,false,"355 JOERSCHKE DR GRASS VALLEY, CA 95945 (39.230546, -121.042183)",04/01/2020
055656,RIVERSIDE CONVALESCENT HOSPITAL,375 COHASSET RD,CHICO,CA,95926,09/25/2018,Health,F,Environmental Deficiencies,Develop and implement policies and procedures for flu and pneumonia vaccinations.,0883,E,"Deficient, Provider has date of correction",12/12/2018,2,Y,false,"375 COHASSET RD CHICO, CA 95926 (39.751445, -121.849206)",04/01/2020
055664,YORK HEALTHCARE & WELLNESS CENTRE,6071 YORK BLVD.,LOS ANGELES,CA,90042,04/25/2019,Health,F,Environmental Deficiencies,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",0921,D,"Deficient, Provider has date of correction",05/30/2019,1,Y,false,"6071 YORK BLVD LOS ANGELES, CA 90042 (34.117661, -118.186884)",04/01/2020
055664,YORK HEALTHCARE & WELLNESS CENTRE,6071 YORK BLVD.,LOS ANGELES,CA,90042,05/14/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",06/04/2018,2,Y,false,"6071 YORK BLVD LOS ANGELES, CA 90042 (34.117661, -118.186884)",04/01/2020
055671,PARKVIEW HEALTHCARE CENTER,1514 E. LINCOLN AVENUE,ANAHEIM,CA,92805,10/29/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",11/18/2019,1,Y,false,"1514 E LINCOLN AVENUE ANAHEIM, CA 92805 (33.839411, -117.896867)",04/01/2020
055674,HEALTHCARE CENTER OF ORANGE COUNTY,9021 KNOTT AVE,BUENA PARK,CA,90620,01/31/2020,Health,F,Pharmacy Service Deficiencies,Ensure each resident�s drug regimen must be free from unnecessary drugs.,0757,D,"Deficient, Provider has date of correction",03/01/2020,1,Y,false,"9021 KNOTT AVE BUENA PARK, CA 90620 (33.830476, -118.010939)",04/01/2020
055684,THE CALIFORNIAN,2225 DE LA VINA ST,SANTA BARBARA,CA,93105,09/03/2019,Health,F,Pharmacy Service Deficiencies,Ensure each resident�s drug regimen must be free from unnecessary drugs.,0757,D,"Deficient, Provider has date of correction",09/24/2019,1,N,true,"2225 DE LA VINA ST SANTA BARBARA, CA 93105 (34.431276, -119.720118)",04/01/2020
055685,BRIGHTON PLACE SPRING VALLEY,9009 CAMPO ROAD,SPRING VALLEY,CA,91977,06/28/2018,Health,F,Nutrition and Dietary Deficiencies,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",0812,E,"Deficient, Provider has date of correction",08/15/2018,2,Y,false,"9009 CAMPO ROAD SPRING VALLEY, CA 91977 (32.751834, -117.00318)",04/01/2020
055689,WINDSOR GARDENS CARE CENTER OF FULLERTON,245 E WILSHIRE AVENUE,FULLERTON,CA,92832,07/12/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",07/27/2019,1,Y,false,"245 E WILSHIRE AVENUE FULLERTON, CA 92832 (33.8724, -117.92049)",04/01/2020
055719,VENTURA POST ACUTE,4020 LOMA VISTA RD,VENTURA,CA,93003,08/30/2017,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0456,E,"Deficient, Provider has date of correction",08/30/2017,3,N,true,"4020 LOMA VISTA RD VENTURA, CA 93003 (34.277761, -119.241657)",04/01/2020
055733,VALLE VERDE HEALTH FACILITY,900 CALLE DE LOS AMIGOS,SANTA BARBARA,CA,93105,07/27/2017,Health,F,Environmental Deficiencies,"Have a program that investigates, controls and keeps infection from spreading.",0441,D,"Deficient, Provider has date of correction",08/24/2017,3,Y,false,,04/01/2020
055748,SANTA MONICA CONV CTR II,2250 29TH STREET,SANTA MONICA,CA,90405,04/28/2018,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0908,D,"Deficient, Provider has date of correction",06/14/2018,2,Y,false,"2250 29TH STREET SANTA MONICA, CA 90405 (34.024182, -118.458907)",04/01/2020
055753,LONGWOOD MANOR CONV.HOSPITAL,4853 W. WASHINGTON BL.,LOS ANGELES,CA,90016,12/26/2019,Health,F,Quality of Life and Care Deficiencies,Provide activities to meet all resident's needs.,0679,D,"Deficient, Provider has date of correction",02/24/2020,1,Y,false,"4853 W WASHINGTON LOS ANGELES, CA 90016 (34.039949, -118.345415)",04/01/2020
055760,"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",415 SOUTH GARFIELD,ALHAMBRA,CA,91801,07/15/2017,Health,F,Resident Rights Deficiencies,Allow residents to easily view the results of the nursing home's most recent inspection.,0167,E,"Deficient, Provider has date of correction",08/03/2017,3,Y,false,"415 SOUTH GARFIELD ALHAMBRA, CA 91801 (34.09052, -118.123607)",04/01/2020
055776,WESTVIEW HEALTHCARE CENTER,12225 SHALE RIDGE LANE,AUBURN,CA,95602,08/23/2019,Health,F,Quality of Life and Care Deficiencies,Provide routine and 24-hour emergency dental care for each resident.,0790,D,"Deficient, Provider has date of correction",09/24/2019,1,Y,false,"12225 SHALE RIDGE LANE AUBURN, CA 95602 (38.953002, -121.095765)",04/01/2020
055798,VASONA CREEK HEALTHCARE CENTER,16412 LOS GATOS BOULEVARD,LOS GATOS,CA,95032,04/06/2017,Health,F,Environmental Deficiencies,Provide bedrooms that hold no more than 4 residents per room.,0457,B,Waiver has been granted,05/04/2017,3,Y,false,"16412 LOS GATOS BOULEVARD LOS GATOS, CA 95032 (37.230412, -121.965447)",04/01/2020
055816,CHAPMAN CARE CENTER,12232 CHAPMAN AVE,GARDEN GROVE,CA,92840,07/23/2019,Health,F,Quality of Life and Care Deficiencies,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,0686,D,"Deficient, Provider has date of correction",08/21/2019,1,Y,false,"12232 CHAPMAN AVE GARDEN GROVE, CA 92840 (33.78877, -117.919746)",04/01/2020
055817,MONTE VISTA HEALTHCARE CENTER,802 BUENA VISTA STREET,DUARTE,CA,91010,12/12/2019,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0908,D,"Deficient, Provider has date of correction",01/07/2020,1,Y,false,"802 BUENA VISTA STREET DUARTE, CA 91010 (34.143125, -117.977553)",04/01/2020
055818,ROYAL GARDENS HEALTHCARE,2339 W. VALLEY BLVD.,ALHAMBRA,CA,91803,07/19/2019,Health,F,Environmental Deficiencies,Implement a program that monitors antibiotic use.,0881,D,"Deficient, Provider has date of correction",08/16/2019,1,Y,false,"2339 W VALLEY BLVD ALHAMBRA, CA 91803 (34.077036, -118.14944)",04/01/2020
055830,VILLA MARIA HEALTHCARE CENTER,425 E BARCELLUS AVE,SANTA MARIA,CA,93454,01/10/2020,Health,F,Nutrition and Dietary Deficiencies,"Employ sufficient staff with the appropriate competencies and skills sets to carry out the functions of the food and nutrition service, including a qualified dietician.",0801,F,"Deficient, Provider has date of correction",02/05/2020,1,Y,false,"425 E BARCELLUS AVE SANTA MARIA, CA 93454 (34.936628, -120.430507)",04/01/2020
055845,LEISURE GLEN POST ACUTE CARE CENTER,330 MISSION ROAD,GLENDALE,CA,91205,01/09/2020,Health,F,Quality of Life and Care Deficiencies,Provide safe and appropriate respiratory care for a resident when needed.,0695,D,"Deficient, Provider has date of correction",02/04/2020,1,Y,false,"330 MISSION ROAD GLENDALE, CA 91205 (34.127031, -118.251567)",04/01/2020
055845,LEISURE GLEN POST ACUTE CARE CENTER,330 MISSION ROAD,GLENDALE,CA,91205,12/31/2018,Health,F,Quality of Life and Care Deficiencies,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,0686,G,"Deficient, Provider has date of correction",02/11/2019,2,Y,false,"330 MISSION ROAD GLENDALE, CA 91205 (34.127031, -118.251567)",04/01/2020
