business name,address1,address2,city,state,zipcode,county,contact name,website,email,company profile,company description,location description,latlong
Agape Grow Farmers' Market,8319 Independence Ave.,,Kansas City,MO,64125,Jackson,Christine Williams,,preciouspetals64076@yahoo.com,"<p>Agape Grow is a growers only farmers&#39; market. We have a wide range of locally grown vegetables and fruit, jams and jellies, ferments and pesto, breads and sweet treats. </p><p>Agape Grow is located at Agape Grow Education Center where we teach gardening, cooking and canning classes. </p><p>We are changing one person, one family, one community at a time!</p>","tomatoes, peppers, eggplant, cucumbers, squash, potatoes, mushrooms, herbs, melons, garlic, lettuce, arugula, Swiss chard, kale, cabbage, onions, peas, beans, turnips, radishes, corn, strawberries, elderberries, peaches, jams and jellies and much more.","<p>8319 Independence Ave.</p><p>KC, MO 64125</p>","(39.10295, -94.48503)"
Lafayette County Farmers Market- Higginsville,Across from high school on Hwy 13,,Higginsville,MO,,Lafayette,Anne Trokey,https://www.facebook.com/HigginsvilleFarmersMarket/?,anniegoolsby@yahoo.com,The Lafayette County Farmers Market- Higginsville is open May through August on Tuesday from 4 pm to 6 pm.,The Lafayette County Farmers Market- Higginsville sells a variety of products.,The Lafayette County Farmers Market- Higginsville is located across from the high school on Hwy 13.,"(39.073072, 39.073072)"
Cape Girardeau Farmers' Market,2707 Flora Hills,,Cape Girardeau,MO,63701,Cape Girardeau,Marilyn Peters,https://www.facebook.com/Cape-Farmers-Market-105485396140615/,mpeters_2001@yahoo.com,"April- November, Thursday 12:00 p.m.- 5:00 p.m.",The Cape Girardeau Farmers&#39; Market sells a variety of products.,"The market gathers in the parking lot at the West Park Mall in Cape Girardeau on Thursdays from 12 pm until 5 pm, April through November.","(37.305884, -89.518148)"
Ferguson Farmers' Market,"501 S. Florissant Rd.,  Plaza at 501",,Ferguson,MO,63135,St. Louis,Mary Haux,http://fergusonfarmersmarket.com,farmersmarket@fergusoncity.com,"Founded in 2002, the award winning Ferguson Farmers Market is now celebrating it&#39;s 18th delicious season. This Saturday morning tradition brings you fresh, local fruits and veggies, picked within 24 hours of our market and brought to you directly by the friendly farmers who grow them.<br><br>Enjoy live music each week in a fun and festive atmosphere. Discover a wide variety of edible delights including breakfast and lunch items from Jamaican, Latin,bakery, and other vendors.<br><br>Special events each week include farmer sample fests, chef demos, food contests and much more. Check the weekly schedule for the season at <a href=""https://Fergusonfarmersmarket.com"" target=""_blank"">Fergusonfarmersmarket.com</a> and on our Facebook page.<br><br>Ferguson Farmers Market is a great gathering place each Saturday morning. Bring the family and visit with friends and neighbors.<br><br>Come for the the farmers. Stay for the fun!<br><br>Open: May through October<br><br>Hours: Saturday - 8am to noon","<p><span style=""color: black; font-size: 12px;"">The Ferguson Farmers Market offers a variety of vendors including local and organic farmers.</span></p><p><br></p><p>The farmers offer a huge selection of fruits and veggies including many unusual, new and heirloom varieties, for your healthy eating.</p><p><br></p><p>The market also has meat and cheese vendors, as well as farm fresh eggs, honey, specialty bakeries. Local growers will be selling bedding plants, perennials, herbs and 4 pack vegetable starts.</p><p><br></p><p>GET FRESH. SHOP LOCAL</p>","<p><span style=""color: black; font-family: Tahoma, sans-serif; font-size: 10pt;"">From I-70, go north on Florissant Road 2.6 miles to Suburban Ave. Turn left. Parking behind the market. </span></p><p><br></p><p><span style=""color: black; font-family: Tahoma, sans-serif; font-size: 10pt;"">From I-270, go south 3.3 miles to Suburban Ave. Turn right. Parking behind the market</span></p><p><br></p><p><span style=""color: black; font-family: Tahoma, sans-serif; font-size: 10pt;"">The market takes place every Saturday, 8:00am - 12:00pm, May - October.</span></p>","(38.7469, -90.2902)"
F & R Farms,5075 Hwy D,,Farmington,MO,63640,St. Francois,Frank Keen,,frank.keen@sbcglobal.net,"for additional information about the member company, please contact directly","for additional information about the member company, please contact directly","for additional information about the member company, please contact directly","(37.830822, -90.421963)"
Boone County Farmers Market,2300 Bernadette Drive,,Columbia,MO,65203,Boone,Shelly Blevins,https://www.facebook.com/Boone-County-Missouri-Farmers-Market-1684972108450515/,boonecou@boonecountyfarmers.com,"Vendors sell locally grown fruits, vegetables, beef, pork, chicken and eggs. Also available are plants, baked goods, honey, jams, jellies, scented soaps, handmade wooden items, and various crafts.<br><br>April- October, Saturday 8:00 a.m.- 12:00 p.m.","Apples, Beef, Beets, Blackberries, Breads, Broccoli, Cabbage, Cantaloupe, Cauliflower, Cookies, Corn, Cucumbers, Eggplants, Eggs, Garlic, Gourds, Green Beans, Honey, Jam &amp; Jelly, Lamb, Lettuce, Meat, Melons, Okra, Onions, Peaches, Peas, Pecans, Peppers (Hot and Sweet), Pork, Potatoes, Pumpkins, Gourds, Radishes, Soap, Spinach, Summer Squash, Strawberry, Tomatoes, Turnips, Watermelons, Specialty Wood Products",Located in the Columbia Mall Parking Lot in Columbia Missouri.<br>Hours are Saturdays 8 am - 12 pm from mid-April through the end of October.,"(38.963856, -92.37568)"
Gladstone Farmers' Market,602 NE 70th Street,,Gladstone,MO,64188,Clay,Joe Langeneckert,https://www.facebook.com/Gladstone-Farmers-Market-107406389284555/,morningdewacres@centurytel.net,"<p>May- October, Wednesday 2:00 p.m.- 6:00 p.m, Saturday 8:00 a.m.- 1:00 p.m.</p><p><br></p>",The Gladstone Farmers&#39; Market sells a variety of products.,"The Gladstone Farmers&#39; Market is located at 602 NE 72nd Street, Gladstone, MO 64118. The Market gathers at 602 NE 72nd Street in Gladstone, MO on Wednesdays from 2:00 until 6:00 p.m and Sundays from 8am until 1pm.","(39.225005, -94.573005)"
Louisiana Farmers' Market,Sunset Park,,Louisiana,MO,63353,Pike,Diana Huckstet,,lmofarmersmkt@yahoo.com,"1st Wednesday of May, Wednesday 3:00 p.m.- 6:00 p.m.",The Louisiana Farmers&#39; Market sells a variety of products.,The Louisiana Farmers&#39; Market is located at Sunset Park.,"(39.449117, -91.046818)"
Looking Back Acres,16075 Monroe Road 715,,Paris,MO,65275,Monroe,Phil Crump,,roamingdakota63@gmail.com,"<p>We purchased our farm in the summer of 2011 with the dream of a simple life, starting with a couple blueberry bushes, fruit trees and a small garden. </p><p>In 2014, we added a few more blueberry bushes with the idea to sell in our community. With that thought in mind in 2016 &quot;Looking Back Acres&quot; was born. </p><p>In 2017, we expanded our gardens and began selling at our local farmers&#39; markets. In 2018, we joined the Farmer Veteran Coalition as a veteran-owned farm. Our mission is to provide fresh, quality products to our community to enable our customers to shop local, to eat healthy and to promote a &quot;get to know your farmer and where your food comes from&quot; experience.</p>","<p>We grow a wide variety of Non GMO fruits and vegetables in a chemical free environment. We also produce jams and jellies made from the fruits we grow from our blueberries, wild elderberries, gooseberries, strawberries and wild blackberries. We offer an assortment of baked goods from breads, cookies, pies and cakes, utilizing our fruits in season.</p>","<p>We are set up at the Mexico Farmers&#39; Market Saturdays 8:00 a.m. - 12:00 p.m.</p><p>Also during blueberry season, you can find us in Paris on the county courthouse lawn from 4:00 p.m. - 7:00 p.m.</p><p>To stay connected to our farm, please check out our <a href=""http://www.facebook.com/groups/322414991525772"" target=""_blank"">Facebook</a> and <a href=""http://www.instagram.com/lookingbackacres/"" target=""_blank"">Instagram</a> pages!</p>","(39.428177, -91.981352)"
Thayer Farmers' Market,524 Hwy 19 N,,Thayer,MO,65791,Oregon,Nick Jewell,http://facebook.com/thayerfarmersmarket,nickjewell08@gmail.com,"We are a farmers&#39; market located in Thayer, MO.","<p>Fresh vegetables, herbs, local honey and sorghum, local grown pork, jams/jellies, baked goods and more!</p>","524 Hwy 19 NThayer, MO 65791","(36.516151, -91.541908)"
Cass County Farmers' Market,2601 Cantrell Road,,Harrisonville,MO,64701,Cass,Ellen Lake,,ellegro@hotmail.com,"Cass County Farmers Market has been in Harrisonville for over 30 years. We pride ourselves in carside service rain or shine. You are always met with a smile and a warm welcome. We accept SNAP and EBT.<br> <br>Know what else we have at farmer&#39;s market? Free information, about plants, seeds, pests etc. For ideas about what plants to plant to feed bees so bees help your garden flourish, ask us. Want info on getting started in the egg business, ask Mike. Want to know how to grow almost anything, ask Sherry. Collectively we know a lot about growing.","Seasonal vegetables: peppers, corn, lettuce, melons, beans, okra, tomatoes, beets, cauliflower, broccoli, kale, potatoes, onions, cucumbers, zucchini, squash and pumpkins<br> <br>Other items local honey, eggs, pecans, jam and jelly. We also have handmade crafts such as baskets, dish cloths, towels, scrubbies, jewelry, lip balm and bowl warmers",Hours operation first Saturday in May through last Saturday in October 8 a.m. – 12 p.m. (or when products are gone)<br> <br>Directions: Located in the Family Center&#39;s Parking lot in front of the Movie Theater close to I-49 (old US HWY 71) and M-291. Harrisonville exit #160 off I-49,"(38.659712, -94.372657)"
De Soto Farmers' Market,520 N Main St.,,De Soto,MO,63020,Jefferson,Cara Ahern,http://www.gethealthydesoto.org,market@gethealthydesoto.org,"<p>Cultivating Food and Community: The De Soto Farmers&#39; Market</p><p>The Saturday Morning place to be!</p><p>The De Soto Farmers&#39; Market was started in 2009 by Get Healthy DeSoto, a local nonprofit that focuses on getting people in De Soto healthy. This project has grown into a great community attraction.</p><p>Our success is due to the support of the community, the City of DeSoto, MU Extension and the Jefferson County Health Department. It has taken many volunteers, heavy lifting, and hours of organizational meetings to get where we are, but the support we&#39;ve received has made it all worth it.</p><p>Our market provides opportunities to socialize with neighbors, listen to musicians and buy local produce. We also host activities for kids and have local artisans and crafters on-site. By accepting EBT and debit cards, we are expanding our accessibility to everyone.</p><p>Come visit us, become our friend and enjoy the market.</p>","<p>All products sold at our market are produced within 75 miles of DeSoto.</p><p><br></p><p>Products include:</p><p>- Fruits: blackberries, blueberries, strawberries, pears, melons, cantaloupe</p><p>- Vegetables: asparagus, beans, broccoli, carrots, cauliflower, collards, corn, cucumber, eggplant, kale, lettuce, okra, onions, peas, peppers, potatoes, rhubarb, spinach, squash, turnips</p><p>- Baked Goods: bread, pies, cakes, muffins, cookies</p><p>- Herbs</p><p>- Flowers</p><p>- Bedding Plants: annuals, perennials, shrubs, bulbs</p><p>- Eggs</p><p>- Honey</p><p>- Jams/Preserves</p><p>- Meat: pork, beef, chicken, turkey</p><p>- Local Crafts: hand woven baskets, oil paintings, knitted and crochet articles, bird houses, wood carvings, quilts, soap, lotions</p>","Where you can find us...The De Soto Farmer&#39;s Market \| 520 N. Main Street \| De Soto, Missouri<br><br>From St. Louis: South on Hwy 21 approximately 45 miles; Turn left (east) on Hwy 110 and travel 1.5 miles. Turn right (south) on Main Street. Travel south for 1 mile. Turn right (west) onto Fletcher Street and travel 1 block to access Edington Street. This will take you to the parking area west of the market location.<br><br>From I-55 and Hwy 67: Travel south on Highway 67 (exit 174 on I-55) approximately 10 miles to Highway 110. Take Highway 110 exit and proceed right (west) approximately 5 miles to Main Street. Turn left (south) on Main Street. Travel south for 1 mile. Turn right (west) onto Fletcher Street and travel 1 block to access Edington Street. This will take you to the parking area west of the market location.<br><br>When you can find us...The De Soto Farmers&#39; Market is open every Saturday morning 8 AM to noon, May through October. For a preview of coming events and Saturday offerings visit the DeSoto Farmers&#39; Market at <a href=""https://www.gethealthydesoto.org"" target=""_blank"">www.gethealthydesoto.org</a> or the market Facebook page at <a href=""https://www.facebook.com/DeSoto-Farmers-Market-120316224140/"" target=""_blank"">https://www.facebook.com/DeSoto-Farmers-Market-120316224140/</a>.","(38.143096, -90.552307)"
Southern Boone Farmers Market,106 S. Maple Street,,Ashland,MO,65010,Boone,Zachary Rippeto,https://www.facebook.com/southernboonefarmersmarket/,zrippeto@earthlink.net,"Southern Boone Farmers Market in Ashland is a farmers&#39; market vendor site. We rent booth space for vendor&#39;s of farm products. Space available to vendors who grow, raise or make from Missouri product&#39;s, and home crafts made for home use.<br><br>May- November, Thursday 3:00 p.m.- 6:00 p.m.","For additional information about products, please contact the market manager directly.","Market address is 106 Maple Street, Ashland, MO 65101<br><br>Directions: Exit Hwy Y at Main interchange in Ashland, through town to 1st intersection, turn left then left again to Southern Boone Farmers Market.<br><br>The market is open Thursdays from 3:00 pm-6:00 pm, May-November.","(38.773311, -92.257347)"
St. Clair Farmers' Market,450 East Springfield Rd.,,St. Clair,MO,63077,Franklin,Roger Bardot,https://www.facebook.com/pages/category/Farmers-Market/StClair-Farmers-Market-114351778639792/,bardot_r@yahoo.com,We are a local producer market.  Our vendors are within a 50 mile radius of the market.,"Locally grown meats, eggs, vegetables, baked goods and handmade crafts.","We are located at 855 N. Commercial in St. Clair, Missouri.<br><br>Market opens the first Saturday in May and the last day is the last Saturday in October from 8 a.m. to noon.","(38.343267, -90.981869)"
Ozark Connect,Main Street,,Steelville,MO,65560,Crawford,Sarah Carney,https://www.facebook.com/Ozark-Farmer-Artist-Connect-2004913059771984/?ref=br_rs,ozarkconnect@gmail.com,Ozark Farmer &amp; Artist Connect was formed in 2018 by a group of locals who were interested in connecting farmers and artists with each other and their communities.,We do not charge any vendor fees for our market which is currently held in Steelville. We have produce vendors and many handmade goods as well as art.,"Please contact us for more information at (573) 743-3018 or check out our Facebook page at <a href=""http://www.facebook.com/ozarkconnect/"" target=""_blank"">www.facebook.com/ozarkconnect/</a>.","(37.968192, -91.354689)"
Windy Ridge Produce and Greenhouse,4850 SW Middle Rd,,Plattsburg,MO,64477,Clinton,Bill Hanks,http://www.windyridgegreenhouse.com,jenniferwindyridge@gmail.com,"In the spring, the greenhouse is where we grow all of our own products for farmers’ markets and farmstand.  In the summer, we sell produce grown on the farm and honey and eggs from our own bees and chickens.  Mums, pumpkins and fall squash are grown and sold in autumn at the farm and at our markets and farmstand.","All natural antibiotic free eggs from pasture-raised hens all year<br> <br>Greenhouse with bedding plants, hanging baskets, perennials, herbs and shrubs in the spring<br> <br>Full selection of produce in the summer<br> <br>Mums, Pumpkins, Fall Squash, gourds, corn stalks and straw bales in the fall","March 15th through June 15th Windy Ridge Greenhouse - 4850 SW Middle Rd, Plattsburg, MO 64477 - Daily<br> <br>June 15th through October 31st - The City Market, Kansas City MO on Saturdays and Sundays<br> <br>Downtown Historic Liberty Market, Liberty, MO on Saturdays<br> <br>Liberty Farmers’ Market at Feldman’s on Hwy 152 in Liberty, MO on Wednesdays<br> <br>Plattsburg, MO Monday, Wednesday and Friday at American Family Insurance on the corner of Clay and Main<br> <br>Lathrop, MO Tuesday – Thursday and Saturday at the Mule Stop on Hwy 116 September 1 through October 31<br> <br>Also at Windy Ridge Produce Daily","(39.504201, -94.446725)"
Brookfield Farmers'  Market,"Tormey Park, 201 S. Main St",,Brookfield,MO,64628,Linn,Zandy Larson,https://www.facebook.com/Brookfield-MO-Parks-and-Recreation-1484138141798646/,zlarson@brookfieldcity.com,"We are nestled in a beautiful shaded park and offer shopping in a fun relaxing atmosphere. Our loyal customers know they will receive the finest locally grown produce and baked goods fresh from the oven. On the 2nd Saturday of each month we celebrate &quot;Customer Appreciation Day&quot; with hot dogs and sometimes even a little local entertainment to make their visit more memorable. Our vendors offer a wide variety of produce, baked goods, crafts, plants, jams &amp; honey. They know their products because they made it or grew it.<br><br>If you get a chance, come give us a visit. Your always welcome!!!","Our vendors are welcome from all the surrounding communities and they bring us a wide variety of products. We have fresh clover honey, bedding plants to help you start your own garden, flowers of all kinds, and all the fruits, berries and vegetables the season and area has to offer. Our bakers are so popular there&#39;s no need for you to bake all summer. We have wool socks from local sheep, farm fresh eggs, pickles, salsa, and spicy jalapeno sauces that are unforgettable. Later in the season, watermelon, mums, cornstalks and pumpkins are abundant. The handmade crafts range from crocheted kitchen towels to tie dyed t-shirts and beaded earrings.","We are open every Saturday 8:00 am to noon, year round. Tormey Park is located on the 200 block of South Main Street. Look for our big &quot;Brookfield Farmers&#39; Market&quot; sign.","(39.783647, -93.0735)"
"""Go Farm"" Greater Ozark Farmers' Market",1321 Preacher Roe Blvd,,West Plains,MO,65775,Howell,Patrice Jennings,https://www.facebook.com/gofarmwestplains/,plj463@yahoo.com,"Ozark Farmers Agricultural Co-op was formed in 2012 and registered with the State of Missouri in 2013. Ozark Farmers Co-op was born with the emphases of coordinating farmers and artisans to access markets for their products.<br><br>Our mission is to produce and market products produced by our members in the Ozarks. We accomplish this by coordinating the marketing with our members&#39; products and providing members with ongoing education for the purpose of increasing production. Our customers want their food healthy and locally grown, and they want to support local farmers.","<p>“&#39;Go Farm” Farmers Market has a wide variety of produce and meats, eggs, gourmet baked goods, teas, spices, crafts and professional artisans from around the Greater Ozarks. </p><p><br></p><p>We have 4 vendors with commercial kitchens and 6 vendors with high tunnels for year-round growing. We are the largest farmers market within 100 miles of West Plains.</p>","<p>Savor Grill Parking Lot</p><p>1321 Preacher Roe Blvd, West Plains, MO 65775</p><p><br></p><p>Open Year Round</p><p>Wednesday and Saturday 8 am to 1 pm</p><p>Winter Hours 9 am to 1 pm. Inside if weather is bad</p>","(36.713405, -91.875504)"
Lake St. Louis Farmers & Artists Market,20 Meadows Circle Drive,,Lake Saint Louis,MO,63367,St. Charles,Matthew Kern,,lakestlouisfarmersmarket@gmail.com,"April- November, Saturday 8:00 a.m.- 12:00 p.m.",The Lake St. Louis Farmers &amp; Artists Market sells a variety of products.,The Lake St. Louis Farmers &amp; Artists Market is located at 20 Meadows Circle Drive.,"(38.781483, -90.788041)"
Warren County Farmers & Artisans Market,See Retail locations information,,Wright City,MO,63390,Warren,Teresa Jones,https://www.facebook.com/warrencountyfarmersandartisansmarket/,,"Open a week before Memorial Day and closure date is TBD.<br><br>Market at Warrenton: Tuesday, 3:30 pm to 6:00 pm.<br>Market at Wright City: Thursday, 3:30 pm to 6:00 pm.",The Warren County Farmers &amp; Artisans Market sells a variety of products.,The Warren County Farmers&#39; Market has two locations which are open at two different time during the week.<br><br>Wright City: Diekroeger Park<br>Warrenton: Pavilion behind City Hall,"(38.828827, -91.019189)"
Branson Farmers' Market,100 Branson Landing Blvd.,,Branson,MO,65616,Taney,Karissa Kary,,director@loveyourfarmer.com,"May - October, 3:00 p.m.-7:00 p.m.","For additional information on what products the Branson Farmers&#39; Market, please contact them directly.","100 Branson Landing Blvd., Branson Mo. (north parking lot near Belk)<br><br>Tuesday: 3:00 pm to 7:00 pm, May-Oct","(36.642054, -93.214173)"
Farmington Farmers Market,814 E. Karsch Blvd,,Farmington,MO,63640,St. Francois,Larry Bleckler,,,"Baked goods, all vegetables, bagged compost, pumpkins and gourds, mums, bedding plants, hanging baskets, melons, fruit, cherries, apples, peaches, eggs, and cut flowers.","Farmington Farmers&#39; Market<br>VFW on Karsch Blvd (Highway 32)<br>Farmington, MO 63640<br><br>Approximately 23-36 active farmers during the summer season<br><br>2 days a week",Directions:<br>From Highway 67 take the Highway 32 East exit. Go about 1/2 mile past the fourth stoplight to the VFW parking lot on Karsch Blvd.<br><br>Open April through October<br><br>Hours: Wednesday - 2pm - 5pm<br>Saturday - 7 am - 11 am,"(37.783393, -90.408717)"
Pleasant Hill Farmers' Market,1304 MO-7 Hwy,,Pleasant Hill,MO,64080,Cass,Brianne Orr,https://www.facebook.com/PleasantHillFarmers/,brisheirloomurbanfarm@gmail.com,"<p>We are the local farmers&#39; market in Pleasant Hill, MO. </p><p>We offer a variety of vendors selling produce, jams/jellies and other various offerings!</p>","<p>We have a market brimming with options, including rare, heirloom and homegrown produce! </p><p>Drop by to see what the daily offerings are!</p>","<p>We are open 9 a.m. - 12 p.m., every Sunday morning from May 10 - October 25, in the parking lot of Create Thou Art Studio.</p><p>Located at 1304 MO-7 Hwy, Pleasant Hill, MO 64080.</p>","(38.802, -94.26221)"
Market on Main - Winfield's Farmers & Artisans Market,210 Main Street,,Winfield,MO,63389,Lincoln,Sarah M Long,,winfieldmarketonmain@gmail.com,"The City of Winfield Farmers Market will hold it&#39;s first season for Market on Main Winfield&#39;s Farmers and Artisans Market in 2017.. The market&#39;s mission is to improve the health of our residents while providing a venue where local farmers, producers, crafters, and artisans can come together to provide a variety of fresh produce and related products directly to our residents and visitors. We have a committee working hard to bring this initiative to our community and the surrounding areas!","In an effort to bring high quality produce to our community and support our local farmers, we are asking all products sold at the market must be from a 100 mile radius of Winfield, MO unless otherwise approved by the Board of Directors for example a specialty crop (e.g. pecans). All products sold by a specific vendor must be grown by that vendor or if handcrafted, must have acquired a substantial part of its value from crafting of the vendor.","The Farmers Market will be held every Saturday from 8am to noon beginning the first Saturday of May through the last Saturday in October.<br><br>The convenient location is at 210 Main Street, which lies off of the Hwy. 79 corridor. The location will have approximately 8,000 average daily traffic which gives this market the potential to be heavily visited!","(38.995638, -90.738258)"
Wildwood Farmers' Market,221 Plaza Drive,,Wildwood,MO,63040,St. Louis,Natalie McAvoy,https://www.facebook.com/WildwoodFarmersMarket/,farmersmarket@cityofwildwood.com,"The Wildwood Farmers&#39; Market is a private entity that has been contracted by the City of Wildwood, to provide a service to the community. We will bring together local grower and artists to sell their produce  and products to the public.","The Wildwood Farmers&#39; Market will feature local sourced farm raised beef, chicken, pork, eggs, vegetables and fruits, seafood, fresh flowers, herbs, olive oil, baked goods, pet treats as well as handcrafted gifts, jewelry and art.","The Wildwood Farmers&#39; Market is located at 221 Plaza Drive, Wildwood, MO 63040.<br><br>2019 Season - Saturdays, May 25 - October 5, 2019 - Hours: 8:00 a.m. - 12:00 p.m.<br><br>Website:<br><a href=""http://www.cityofwildwood/farmersmarket"" target=""_blank"">http://www.cityofwildwood/farmersmarket</a>","(38.581824, -90.628439)"
Carthage Farmers' Market,Downtown Square,,Carthage,MO,64836,Jasper,Ray & Lana Mathis,https://www.facebook.com/Carthage-Farmers-Market-759127644229468/,,"<p>April- November, Saturday and Wednesday 8:00 a.m.- Close.</p>",The Carthage Farmers&#39; Market sells a variety of products.,Located in the Downtown Square.,"(37.188578, -94.443609)"
Lafayette County Farmers' Market - Odessa,2nd Street Railroad Tracks,,Odessa,MO,64076,Lafayette,Jeff Beckner,https://www.facebook.com/OdessaMoFarmersMarket/,burroakfarm64071@yahoo.com,The Lafayette County Farmers Market- Odessa is open May through Labor Day on Thursday from 4:30 pm to 7 pm.,The Lafayette County Farmers Market- Odessa sells a variety of products.,"May- Labor Day, Thursday, 4:30pm- 7:00pm","(39.000276, -93.954107)"
Bevier Farmers' Market,500 N. Macon St.,,Bevier,MO,63532,Macon,Trinette Peukert,https://www.facebook.com/bevierfarmersmarket/,beviercity@cvalley.net,"<p>The City of Bevier will be hosting the Grand Opening in 2020 of the Bevier Farmers&#39; Market. The market will be held each Saturday from 7 a.m. - noon at the Bevier City Park in Bevier, Missouri. </p><p>We look forward to a successful market for many years to come!!</p>",<p>The Bevier Farmers&#39; Market welcomes all vendors and hopes to provide a wide selection of produce and items grown locally!</p>,"<p>The Market will be held each Saturday, May through October from 7 a.m. to noon at the Bevier City Park located at 500 N. Macon St., Bevier, Missouri.</p>","(39.751108, -92.564855)"
Fenton Community & Farmers' Market,"200 Gravois Road, Olde Towne Plaza Park",,Fenton,MO,63026,St. Louis,Kate Buemi,https://www.fentonmo.org/1116/Fenton-Community-Farmers-Market,farmersmarket@fentonmo.org,"<p>Shop your hometown farmers&#39; market this spring for local flavor and freshness. Now in its 8th year, Fenton Community &amp; Farmers&#39; Market will feature vendors showcasing items such as fresh and locally grown produce, prepared food, flowers, baked goods, handmade crafts and more!</p><p><br></p><p>Also enjoy live music and special events throughout the season! </p>","Feature vendors showcasing items such as fresh and locally grown produce, eggs, meats, salsa, pickles, prepared foods, arts/crafts and specialty items.",<p>Visit us every Saturday from May 16 - September 26 from 8:00 a.m. - 12:00 p.m. in Olde Towne Fenton Pavilion (200 Gravois Rd).</p>,"(38.511355, -90.435512)"
South St. Joseph Farmers' Market at the Junction,323 Illinois Avenue,,St. Joseph,MO,64504,Buchanan,Martha Clark,http://www.facebook.com/thesouthsidejunction,mectrees@centurylink.net,<p>Market was established in April 2015 to provide healthy food in a &quot;food desert&quot;. It began with three vendors and grew to 17 serving over 100 customers per Saturday during the season. </p><p><br></p><p>We accept EBT/SNAP cards.</p>,"Grass-fed beef bundles, summer sausage, eggs, hand-made craft items, flowers, herbs, plants, wood products, woven rugs, crocheted items, jams, jellies, seasonings and bake goods","<p>The market is at 323 Illinois Avenue in the Junction area of South St. Joseph, MO.</p><p><br></p><p>Open Saturday mornings from 8 a.m. - noon, rain or shine, beginning May - September </p>","(39.718722, -94.865804)"
Pulaski County Farmers' Market,163-599 Revere Lane,,Waynesville,MO,65583,Pulaski,Bruce Main,https://www.facebook.com/PulaskiCountyMOFarmersMarket/,igrowplants4u@gmail.com,The Pulaski County Farmers&#39; Market is open year round on Saturday from 8 am to 12 pm.,The Pulaski County Farmers&#39; Market sells a variety of product.,The Pulaski County Farmers&#39; Market is located at 163-599 Revere Lane in Waynesville,"(37.828168, -92.207821)"
Peculiar Farmers' & Artisans' Market,Corner of W. Center & S. Main Street,,Peculiar,MO,64078,Cass,Grant Purkey,https://www.facebook.com/PeculiarPark/,gpurkey@cityofpeculiar.org,"The Peculiar Farmers and Artists Market has been established for the benefit of both producers and consumers. The Peculiar Farmers and Artists Market provides producers with the opportunity to sell fresh locally grown produce directly to the consumer. The market will feature farmers, vendors, craftsmen and artists selling products that are grown, raised and produced within a 100 mile radius of the market.","The Peculiar Farmers and Artists Market has been established for the benefit of both producers and consumers. The Peculiar Farmers and Artists Market provides producers with the opportunity to sell fresh locally grown produce directly to the consumer. The market will feature farmers, vendors, craftsmen and artists selling products that are grown, raised and produced within a 100 mile radius of the market.",<p>Wednesdays 3 pm - 7 pm</p><p><br></p><p>May 27th - October 7th</p>,"(38.719418, -94.4603)"
Washington County Farmers' Market,102 North Missouri Street,,Potosi,MO,63664,Washington,Marvin and Phyllis Scott,,farmersmarketwashco@yahoo.com,<p>Washington County Farmers&#39; Market (WCFM) has been a viable market for over 25 years.  WCFM consists of farmers and is held two days a week.</p>,<p>Washington County Farmers&#39; Market provides locally grown fruits and vegetables and is family owned.</p>,<p>Saturdays at the Washington County Court House from 7:30 a.m. to sellout</p><p> </p><p>Wednesdays at the Washington County Health Department </p><p><br></p><p>Market hours are 7:30 a.m. until sellout at both locations.</p>,"(37.936516, -90.787802)"
Seymour Farmers' Market,122 W. Market Street,,Seymour,MO,65746,Webster,Therrin Dickinson,,meangreensfarm@gmail.com,<p>This is a newly formed market.  We strive to bring the best quality produce from our farms to your table.</p>,"<p>We grow a variety of produce such as tomatoes, cucumbers, squashes, cabbage, kale, among many others.</p>",<p>We are located on the north side of the square in Seymour.  Our market is open April through October every Saturday morning from 8 a.m. - 12 p.m.</p>,"(37.147007, -92.76859)"
Kearbey's Lake Road Farm Market,"977 Hwy AA, By Lake Road School",,Poplar Bluff,MO,63901,Butler,Lee Kearbey,https://www.facebook.com/KearbeysLakeRoadFarmMarket,lakeroadfm@yahoo.com,"We started in 1980 raising strawberries only, then in 2000 we expaned to include homegrown &amp; locally grown. In 2009 we added pumpkins, gourds, fall decor &amp; hanging baskets. Pick your own strawberries in May.<br><br>Lee &amp; Karen Kearbey","We have a 6 month season:<br><br>May - Our own U-Pick/we pick strawberries; hanging baskets.<br><br>June-July-Aug - homegrown and locally grown vegetables and fruit, including tomatoes, melons, green beans &amp; much more.<br><br>Sept. - Oct. Pumpkins, gourds, mums, fall decor, fall vegetables, sweet potatoes, turnips &amp; much more.","977 Hwy AA (Across from Lake Road School) Poplar Bluff, MO 63901<br><br>Open May- October Monday - Saturday","(36.728426, -90.321393)"
