Signal ID,Location Name,Signal Type,Signal Status,ATD Location ID,COA Intersection ID,Control,Council District(s),Primary St,Cross St,Cross St Segment ID,Landmark,Primary Signal,Secondary Signal(s),Jurisdiction Label,Primary St Segment ID,Signal Eng. Area,Traffic Engineer Area,Turn On Date,Location,Cross St Block,Primary St Block,Signal PM Max Fiscal Year,Pedestrian Signal Type,Pedestrian Button Type,Leading Pedestrian Interval,Date Leading Pedestrian Interval Installed,North/South Pedestrian Interval,East/West Pedestrian Interval,Leading Pedestrian Interval Comment,Bicycle Signal,Bus Stops,Source DB ID,IP Communication status,Comm Status Datetime,Owner,Detection status,Detection Status Date,Construction Note,Construction Note Date,Latitude,Longitude,Modified Date
4072, ANDERSON LN / HARDY DR,PHB,TURNED_ON,LOC16-005385,5158960,PRIMARY,7, ANDERSON LN, HARDY DR,2011180,,,,AUSTIN FULL PURPOSE,2011122,NORTHWEST,,05/03/2018,"(30.3542718, -97.7269814)",7800,1914,2019,COUNTDOWN,APS,False,,,,,False,"954, 1080",592201c2ae162337a9f8d25b,OFFLINE,01/23/2020 09:26:00 AM +0000,COA,NO DETECTION,,,04/18/2018 05:00:00 AM +0000,30.3542718,-97.7269814,02/25/2020 09:15:00 AM +0000
4062, RIVERSIDE DR / ALAMEDA DR,PHB,TURNED_ON,LOC16-006425,5157393,PRIMARY,9, RIVERSIDE DR, ALAMEDA DR,2019902,,,,AUSTIN FULL PURPOSE,2041316,SOUTHWEST,,06/05/2018,"(30.2507015, -97.7405031)",1101,401,2019,COUNTDOWN,APS,False,,,,,False,1186,590a267ecc8a8029d5a22a0c,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,COA,NO DETECTION,,,05/15/2018 05:00:00 AM +0000,30.2507015,-97.7405031,02/25/2020 09:15:00 AM +0000
4089, 5TH ST / SABINE ST,PHB,CONSTRUCTION,LOC19-013890,5157957,PRIMARY,9, 5TH ST, SABINE ST,2018928,,,,AUSTIN FULL PURPOSE,2018929,CENTRAL,,,"(30.265241, -97.736476)",500,600,,COUNTDOWN,,False,,,,,False,,5c891604b39fa72e90c31deb,NO COMMUNICATION,03/14/2019 08:25:00 AM +0000,COA,BROKEN,03/13/2019 05:00:00 AM +0000,ATD constructing. To be turned on by summer 2020.,04/30/2020 05:00:00 AM +0000,30.265241,-97.736476,04/30/2020 06:02:00 PM +0000
997,9700 BLK ANDERSON MILL RD (Bethany),TRAFFIC,TURNED_ON,LOC16-004875,,PRIMARY,6, ANDERSON MILL RD,  ,,Bethany,,,AUSTIN FULL PURPOSE,3194314,NORTHWEST,,03/12/2008,"(30.4469604, -97.7977066)",,9700,2020,COUNTDOWN,,False,,,,,False,,5817c0d7e052e0422be6cc44,ONLINE,01/01/2019 09:25:00 AM +0000,COA,OK,06/28/2017 05:00:00 AM +0000,,,30.4469604,-97.7977066,02/25/2020 09:15:00 AM +0000
1023, BRATTON LN / SAULS DR,TRAFFIC,TURNED_ON,LOC16-007455,5163904,PRIMARY,, BRATTON LN, SAULS DR,2005045,,,,AUSTIN 2 MILE ETJ,2038677,NORTHEAST,,03/27/2018,"(30.45524, -97.679136)",2701,15300,2019,COUNTDOWN,APS,False,,,,,False,,5847195193a86a1931035697,ONLINE,03/24/2020 08:25:00 AM +0000,Travis County,OK,06/04/2019 05:00:00 AM +0000,,,30.45524,-97.679136,05/01/2020 02:48:00 PM +0000
796, WELLS BRANCH PKWY / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-003915,5165050,PRIMARY,7, WELLS BRANCH PKWY,IH 35 SVRD,2005398,,,780: FM 1825 RD / WELLS BRANCH PKWY,AUSTIN FULL PURPOSE,2005396,NORTHWEST,,01/10/2008,"(30.440731, -97.6677628)",15000,1511,2019,UNKNOWN,,False,,,,,False,"5764, 5765",5817c0abe052e0422be6ca40,ONLINE,11/07/2019 09:25:00 AM +0000,TxDOT,OK,06/23/2017 05:00:00 AM +0000,,,30.440731,-97.6677628,05/07/2020 07:09:00 PM +0000
4047,12500 BLK N LAMAR BLVD (Connally High School),PHB,TURNED_ON,LOC16-005225,,PRIMARY,7, LAMAR BLVD,  ,,Connally High School,,,AUSTIN FULL PURPOSE,2039246,NORTHWEST,,07/01/2016,"(30.418306, -97.675247)",,12500,2020,COUNTDOWN,APS,False,,,,,False,,5817c0eae052e0422be6cd0d,OFFLINE,07/27/2019 08:25:00 AM +0000,COA,NO DETECTION,,Cell Modem,,30.418306,-97.675247,02/25/2020 09:15:00 AM +0000
883, CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-004350,5149746,PRIMARY,8, CAPITAL OF TEXAS HWY, MOPAC EXPY SVRD,2021598,,,,AUSTIN FULL PURPOSE,2047121,SOUTHWEST,,,"(30.2510681, -97.8066635)",3106,3311,2019,COUNTDOWN,,False,,,,,False,,5817c0bae052e0422be6cb13,ONLINE,11/07/2018 09:25:00 AM +0000,TxDOT,BROKEN,12/28/2019 06:00:00 AM +0000,,,30.2510681,-97.8066635,04/05/2020 08:15:00 AM +0000
393, PLEASANT VALLEY RD / SOUTH LAKESHORE BLVD,TRAFFIC,TURNED_ON,LOC16-001925,5160383,PRIMARY,3, PLEASANT VALLEY RD, SOUTH LAKESHORE BLVD,3381702,,,,AUSTIN FULL PURPOSE,2022667,SOUTHWEST,,10/06/1982,"(30.2425137, -97.7171478)",2206,1100,2020,WALK/DONT WALK,APS,True,06/25/2019 05:00:00 AM,6p,,,True,"1364, 1353, 5065, 4283, 4284",5817c089e052e0422be6c6f8,ONLINE,10/11/2017 08:09:00 PM +0000,COA,OK,07/25/2019 05:00:00 AM +0000,,,30.2425137,-97.7171478,02/25/2020 09:15:00 AM +0000
736, 35TH ST / PECOS ST,TRAFFIC,TURNED_ON,LOC16-003630,5153473,PRIMARY,10, 35TH ST, PECOS ST,2020020,,,,AUSTIN FULL PURPOSE,2040576,CENTRAL,,08/26/2016,"(30.31354, -97.76716)",3400,3100,2018,COUNTDOWN,APS,True,,8p,,Through delay flashing yellow arrow OL12 (5 Seconds),False,,5817c0a1e052e0422be6c9b6,ONLINE,03/24/2020 08:25:00 AM +0000,COA,OK,03/11/2019 05:00:00 AM +0000,,,30.31354,-97.76716,04/24/2020 05:39:00 PM +0000
11, LAMAR BLVD / ST JOHNS AVE,TRAFFIC,TURNED_ON,LOC16-000050,5160009,PRIMARY,"7,4", LAMAR BLVD, ST JOHNS AVE,2011643,,,,AUSTIN FULL PURPOSE,2011600,NORTHEAST,,11/15/1972,"(30.339407, -97.7178421)",613,7200,2019,COUNTDOWN,,False,,,,,False,,5817c079e052e0422be6c40a,ONLINE,01/01/2019 09:25:00 AM +0000,COA,BROKEN,08/09/2019 05:00:00 AM +0000,,,30.339407,-97.7178421,04/27/2020 08:37:00 PM +0000
171, AIRPORT BLVD / 53RD HALF ST,TRAFFIC,TURNED_ON,LOC16-000850,5160439,PRIMARY,"4,9", AIRPORT BLVD, 53RD HALF ST,2015604,,,,AUSTIN FULL PURPOSE,2015632,NORTHEAST,,05/02/1958,"(30.3150253, -97.7146301)",800,5300,2020,WALK/DONT WALK,,False,,,,,False,,5817c080e052e0422be6c54a,ONLINE,02/23/2018 03:25:00 PM +0000,COA,OK,06/15/2017 05:00:00 AM +0000,,,30.3150253,-97.7146301,02/25/2020 09:15:00 AM +0000
425, 1ST ST / EBERHART LN,TRAFFIC,TURNED_ON,LOC16-002085,5151742,PRIMARY,2, 1ST ST, EBERHART LN,2025240,,,,AUSTIN FULL PURPOSE,2025239,SOUTHWEST,,01/09/1986,"(30.2005444, -97.785675)",701,6106,2019,WALK/DONT WALK,,False,,,,,False,"1682, 1541, 1683, 1681, 4396",5817c08be052e0422be6c738,ONLINE,03/25/2020 08:25:00 AM +0000,COA,OK,12/20/2019 06:00:00 AM +0000,,,30.2005444,-97.785675,03/25/2020 01:06:00 PM +0000
55, DEAN KEETON ST / SPEEDWAY ,TRAFFIC,TURNED_ON,LOC16-000270,5157794,PRIMARY,9, DEAN KEETON ST, SPEEDWAY ,2017406,,,,AUSTIN FULL PURPOSE,2017261,CENTRAL,,10/19/1964,"(30.2894573, -97.7368088)",2400,100,2019,COUNTDOWN,APS,False,,,,,False,,5817c07be052e0422be6c462,ONLINE,10/11/2017 08:04:00 PM +0000,COA,BROKEN,02/08/2019 06:00:00 AM +0000,,,30.2894573,-97.7368088,03/25/2020 02:24:00 PM +0000
615, BURNET RD / RESEARCH BLVD SVRD,TRAFFIC,TURNED_ON,LOC16-003045,5158961,PRIMARY,7, BURNET RD, RESEARCH BLVD SVRD,3312754,,,667:  BURNET RD / RESEARCH BLVD SVRD,AUSTIN FULL PURPOSE,2039729,NORTHWEST,,08/26/1965,"(30.3728848, -97.7264786)",9052,8927,2019,WALK/DONT WALK,,False,,,,,False,"4691, 4573, 4753, 4572, 4754",5817c096e052e0422be6c8b9,ONLINE,01/01/2019 09:25:00 AM +0000,TxDOT,OK,06/23/2015 05:00:00 AM +0000,,,30.3728848,-97.7264786,03/26/2020 01:16:00 PM +0000
190, MENCHACA RD / LANSING DR,TRAFFIC,TURNED_ON,LOC16-000940,5151076,PRIMARY,5, MENCHACA RD, LANSING DR,2024394,,,,AUSTIN FULL PURPOSE,2024354,SOUTHWEST,,03/23/1984,"(30.2234383, -97.7923889)",4801,4800,2019,WALK/DONT WALK,,True,03/19/2020 05:00:00 AM,,8p,,False,,5817c081e052e0422be6c56e,ONLINE,11/07/2018 09:25:00 AM +0000,COA,OK,08/20/2019 05:00:00 AM +0000,,,30.2234383,-97.7923889,03/30/2020 05:51:00 PM +0000
4069, WALSH TARLTON LN / WALSH TARLTON LN,PHB,TURNED_ON,LOC16-005865,,PRIMARY,8, WALSH TARLTON LN, WALSH TARLTON LN,3369527,,,,AUSTIN FULL PURPOSE,2021819,SOUTHWEST,,10/10/2017,"(30.272469, -97.801655)",1017,1000,2018,COUNTDOWN,APS,False,,,,,False,"4492, 4493, 2186",5921fff7ae162337a9f8d0c9,OFFLINE,12/24/2019 09:26:00 AM +0000,COA,NO DETECTION,,,,30.272469,-97.801655,01/22/2020 07:25:00 PM +0000
871, BURNET RD / ESPERANZA XING,TRAFFIC,TURNED_ON,LOC16-004290,5159662,PRIMARY,7, BURNET RD, ESPERANZA XING,3283368,,,,AUSTIN FULL PURPOSE,3321604,NORTHWEST,,05/13/2010,"(30.3983212, -97.7193222)",2901,11100,2018,WALK/DONT WALK,,False,,,,,False,,5b5c437797428f168b0e87a1,ONLINE,03/17/2020 08:25:00 AM +0000,COA,OK,03/27/2019 05:00:00 AM +0000,,,30.3983212,-97.7193222,04/27/2020 10:04:00 PM +0000
1006, 51ST ST / MUELLER BLVD,TRAFFIC,TURNED_ON,LOC16-004920,5161667,PRIMARY,"4,9", 51ST ST, MUELLER BLVD,2046257,,,,AUSTIN FULL PURPOSE,2046255,NORTHEAST,,11/03/2014,"(30.3057785, -97.7028351)",5000,1300,2018,COUNTDOWN,APS,False,,,,,False,,5817c0dbe052e0422be6cc61,OFFLINE,12/24/2019 09:25:00 AM +0000,COA,OK,06/28/2017 05:00:00 AM +0000,,,30.3057785,-97.7028351,02/12/2020 02:12:00 PM +0000
333, 1ST ST / POWELL CIR,TRAFFIC,TURNED_ON,LOC16-001630,5154173,PRIMARY,3, 1ST ST, POWELL CIR,2024016,,,,AUSTIN FULL PURPOSE,2023992,SOUTHWEST,,10/06/1998,"(30.2352734, -97.7639542)",501,2912,2020,COUNTDOWN,,True,,,4p,,False,,5817c087e052e0422be6c682,ONLINE,10/11/2017 08:09:00 PM +0000,COA,OK,06/16/2017 05:00:00 AM +0000,,,30.2352734,-97.7639542,03/25/2020 12:36:00 PM +0000
493, DUVAL RD / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-002420,5159989,PRIMARY,7, DUVAL RD, MOPAC EXPY SVRD,2006416,,,494:  DUVAL RD / MOPAC EXPY SVRD,AUSTIN FULL PURPOSE,2006438,NORTHWEST,,11/13/1987,"(30.4090595, -97.716095)",12000,3000,2019,COUNTDOWN,APS,False,,,,,False,4640,5817c08ee052e0422be6c7be,ONLINE,03/17/2020 08:25:00 AM +0000,TxDOT,BROKEN,09/03/2019 05:00:00 AM +0000,,,30.4090595,-97.716095,04/28/2020 01:29:00 PM +0000
261, GUADALUPE ST / 10TH ST,TRAFFIC,TURNED_ON,LOC16-001270,5156632,PRIMARY,9, GUADALUPE ST, 10TH ST,2018411,,,,AUSTIN FULL PURPOSE,2018397,CENTRAL,,10/17/1956,"(30.2727699, -97.7448883)",301,1000,2019,COUNTDOWN,,True,12/19/2019 06:00:00 AM,8p,"2p,6p",,False,,5817c084e052e0422be6c5f2,ONLINE,09/25/2018 08:25:00 AM +0000,COA,NO DETECTION,,,,30.2727699,-97.7448883,02/25/2020 09:15:00 AM +0000
898,FM 620 RD / 183 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-004425,5150164,SECONDARY,6,FM 620 RD,US 183 HWY SVRD,2048276,,896: FM 620 RD / 183 HWY SVRD,,AUSTIN FULL PURPOSE,2048278,NORTHWEST,,10/06/2009,"(30.4683056, -97.7963333)",13871,13033,2019,WALK/DONT WALK,,False,,,,,False,,5b5c437997428f168b0e87af,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,BROKEN,09/11/2017 05:00:00 AM +0000,,,30.4683056,-97.7963333,07/13/2019 07:30:00 AM +0000
1047, MONTOPOLIS DR / HOGAN AVE,TRAFFIC,TURNED_ON,LOC16-005900,5162510,PRIMARY,3, MONTOPOLIS DR, HOGAN AVE,2022753,,,,AUSTIN FULL PURPOSE,2022752,SOUTHWEST,,06/01/2018,"(30.2345549, -97.697334)",6000,902,2019,COUNTDOWN,APS,False,,,,,False,"833, 3255",5ad636b37589d7270389dcaf,OFFLINE,01/23/2020 09:26:00 AM +0000,COA,OK,02/27/2019 06:00:00 AM +0000,Sidewalk work complete.,05/15/2018 05:00:00 AM +0000,30.2345549,-97.697334,02/25/2020 09:15:00 AM +0000
559, AIRPORT BLVD / WILSHIRE BLVD,TRAFFIC,TURNED_ON,LOC16-002740,5161099,PRIMARY,9, AIRPORT BLVD, WILSHIRE BLVD,2016749,,,,AUSTIN FULL PURPOSE,3257911,NORTHEAST,,12/21/2007,"(30.2978573, -97.7088776)",1610,4301,2020,COUNTDOWN,APS,False,,,,,True,"5796, 5918, 5669, 5670",5817c093e052e0422be6c83f,ONLINE,07/16/2019 08:25:00 AM +0000,COA,OK,06/15/2017 05:00:00 AM +0000,,,30.2978573,-97.7088776,04/05/2020 08:15:00 AM +0000
111, 35TH ST / JEFFERSON ST,TRAFFIC,TURNED_ON,LOC16-000550,5155479,PRIMARY,10, 35TH ST, JEFFERSON ST,2016154,,,,AUSTIN FULL PURPOSE,2016155,CENTRAL,,03/21/1955,"(30.3078003, -97.7516022)",3500,1700,2019,WALK/DONT WALK,,False,,,,,False,,5817c07ee052e0422be6c4d2,ONLINE,12/10/2019 09:25:00 AM +0000,COA,BROKEN,12/02/2019 06:00:00 AM +0000,,,30.3078003,-97.7516022,04/27/2020 08:45:00 PM +0000
227, 15TH ST / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-001115,5158612,PRIMARY,1, 15TH ST,IH 35 SVRD,2018262,,,339:  15TH ST / 35 SVRD,AUSTIN FULL PURPOSE,2018267,CENTRAL,,08/30/1955,"(30.2747765, -97.7317581)",1500,800,2019,WALK/DONT WALK,APS,False,,,,,False,,5817c083e052e0422be6c5b4,ONLINE,10/11/2017 08:07:00 PM +0000,TxDOT,BROKEN,10/09/2018 05:00:00 AM +0000,,,30.2747765,-97.7317581,04/27/2020 08:47:00 PM +0000
79, BURNET RD / RICHCREEK RD,TRAFFIC,TURNED_ON,LOC16-000390,5157931,PRIMARY,7, BURNET RD, RICHCREEK RD,2011237,,,,AUSTIN FULL PURPOSE,2011236,NORTHWEST,,08/28/1968,"(30.3505726, -97.7343369)",2401,7500,2018,WALK/DONT WALK,,True,,,,Yes,False,,5b5c434e97428f168b0e866e,ONLINE,07/12/2019 08:25:00 AM +0000,COA,OK,09/13/2018 05:00:00 AM +0000,,,30.3505726,-97.7343369,02/13/2020 08:33:00 PM +0000
344, PLEASANT VALLEY RD / STASSNEY LN,TRAFFIC,TURNED_ON,LOC16-001685,5157006,PRIMARY,2, PLEASANT VALLEY RD, STASSNEY LN,2023381,,,,AUSTIN FULL PURPOSE,2023382,SOUTHEAST,,01/12/1998,"(30.193985, -97.7446823)",4610,5205,2019,WALK/DONT WALK,,False,,,,,False,,5817c087e052e0422be6c698,OFFLINE,04/24/2020 08:25:00 AM +0000,COA,BROKEN,06/11/2019 05:00:00 AM +0000,,,30.193985,-97.7446823,04/27/2020 08:55:00 PM +0000
765, SLAUGHTER LN / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-003770,5151920,SECONDARY,"5,2", SLAUGHTER LN,IH 35 SVRD,2028592,,766:  SLAUGHTER LN / 35 SVRD,,AUSTIN FULL PURPOSE,2027893,SOUTHWEST,,05/09/2001,"(30.1670322, -97.7849808)",8701,10,2019,COUNTDOWN,APS,False,,,,,False,,5817c0a6e052e0422be6c9fa,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,OK,06/23/2017 05:00:00 AM +0000,,,30.1670322,-97.7849808,01/23/2020 09:29:00 PM +0000
595, ST JOHNS AVE / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-002920,5161497,PRIMARY,4, ST JOHNS AVE,IH 35 SVRD,2011891,,,594:  ST JOHNS AVE / 35 SVRD,AUSTIN FULL PURPOSE,2011955,NORTHEAST,,06/14/1973,"(30.3325787, -97.7037048)",7200,800,2019,WALK/DONT WALK,,False,,,,,False,,5817c095e052e0422be6c88d,OFFLINE,05/24/2019 08:25:00 AM +0000,TxDOT,BROKEN,08/20/2018 05:00:00 AM +0000,Temporarily communicating through cell modem due to construction.,,30.3325787,-97.7037048,03/18/2020 03:19:00 PM +0000
679, ESCARPMENT BLVD / LA CROSSE AVE,TRAFFIC,TURNED_ON,LOC16-003350,5143993,PRIMARY,8, ESCARPMENT BLVD, LA CROSSE AVE,2027126,,,,AUSTIN FULL PURPOSE,2027147,SOUTHWEST,,02/19/1998,"(30.1939869, -97.8848801)",5801,10400,2019,COUNTDOWN,Push-Button,False,,,,,False,"5908, 5907",5817c09ae052e0422be6c936,ONLINE,03/25/2020 08:25:00 AM +0000,COA,OK,06/22/2017 05:00:00 AM +0000,,,30.1939869,-97.8848801,04/05/2020 08:15:00 AM +0000
542, SLAUGHTER LN / WOLFTRAP DR,TRAFFIC,TURNED_ON,LOC16-002655,5145784,PRIMARY,8, SLAUGHTER LN, WOLFTRAP DR,2042046,,,,AUSTIN FULL PURPOSE,2025841,SOUTHWEST,,05/14/1995,"(30.1866856, -97.8550339)",10001,3500,2019,COUNTDOWN,APS,True,05/08/2018 05:00:00 AM,"4p,8p",,,False,,5817c092e052e0422be6c81c,ONLINE,10/08/2019 08:25:00 AM +0000,COA,OK,06/15/2017 05:00:00 AM +0000,,,30.1866856,-97.8550339,03/19/2020 03:47:00 PM +0000
916,US 290 HWY SVRD / ANDERSON LN SVRD (Northwest Intersection of 290 / 183),TRAFFIC,TURNED_ON,LOC17-007360,,SECONDARY,1,US 290 HWY SVRD, ANDERSON LN SVRD,3265008,Northwest Intersection of 290 / 183,927: US 290 HWY SVRD / ED BLUESTEIN BLVD SVRD (Southwest Intersection of 290 / 183 ),,AUSTIN FULL PURPOSE,2012570,NORTHEAST,,,"(30.325923, -97.674598)",2500,7600,2019,UNKNOWN,,False,,,,,False,,5882652335559f1e53f6a7f4,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,NO DETECTION,,,,30.325923,-97.674598,08/10/2019 07:30:00 AM +0000
697, FAIRFIELD DR / RESEARCH BLVD SVRD,TRAFFIC,TURNED_ON,LOC16-003435,5160055,SECONDARY,"7,4", FAIRFIELD DR, RESEARCH BLVD SVRD,2039945,,696:  RESEARCH BLVD SVRD / FAIRFIELD DR,,AUSTIN FULL PURPOSE,2010854,NORTHWEST,,08/17/1970,"(30.3603783, -97.7168732)",8540,1460,2019,WALK/DONT WALK,,False,,,,,False,,5817c09be052e0422be6c95b,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,OK,06/23/2017 05:00:00 AM +0000,,,30.3603783,-97.7168732,06/18/2019 12:54:00 PM +0000
195, MENCHACA RD / MATTHEWS LN,TRAFFIC,TURNED_ON,LOC16-000965,5149803,PRIMARY,5, MENCHACA RD, MATTHEWS LN,2025284,,,,AUSTIN FULL PURPOSE,2025283,SOUTHWEST,,,"(30.1999645, -97.8073349)",2001,7100,2019,WALK/DONT WALK,,False,,,,,False,,5817c081e052e0422be6c578,ONLINE,11/07/2018 09:25:00 AM +0000,COA,OK,08/20/2019 05:00:00 AM +0000,,,30.1999645,-97.8073349,04/30/2020 02:03:00 PM +0000
1058, CONGRESS AVE / CONGRESS AVE (HEB),TRAFFIC,TURNED_ON,LOC19-015200,,PRIMARY,2, CONGRESS AVE, CONGRESS AVE,2037699,HEB,,,AUSTIN FULL PURPOSE,2037699,SOUTHWEST,,03/06/2020,"(30.169798, -97.78745)",8517,8516,,COUNTDOWN,APS,True,02/14/2020 06:00:00 AM,2p,,FYA delay on NB RT and SB LT,False,,5da6237274b89300158f3284,ONLINE,03/07/2020 09:26:00 AM +0000,COA,OK,03/09/2020 05:00:00 AM +0000,Expected to flash on 2/11/2020 and turn on 2/14/2020,11/05/2019 06:00:00 AM +0000,30.169798,-97.78745,04/22/2020 03:13:00 PM +0000
531,SH 71  / FLETCHER LN,TRAFFIC,TURNED_ON,LOC16-002600,5143788,PRIMARY,8,SH 71 , FLETCHER LN,2047129,,,,AUSTIN FULL PURPOSE,2042973,SOUTHWEST,,05/24/1991,"(30.2470665, -97.888443)",6301,7500,2017,WALK/DONT WALK,,False,,,,,False,"2595, 4448",5817c091e052e0422be6c806,OFFLINE,06/29/2018 08:25:00 AM +0000,COA,OK,08/28/2018 05:00:00 AM +0000,,,30.2470665,-97.888443,01/22/2020 07:57:00 PM +0000
645, LAMPLIGHT VILLAGE AVE / SCOFIELD RIDGE PKWY,TRAFFIC,TURNED_ON,LOC16-003170,5162830,PRIMARY,7, LAMPLIGHT VILLAGE AVE, SCOFIELD RIDGE PKWY,2005677,,,,AUSTIN FULL PURPOSE,2005676,NORTHWEST,,06/11/2009,"(30.4281406, -97.6890717)",2100,13400,2018,WALK/DONT WALK,,False,,,,,False,,5817c098e052e0422be6c8f0,OFFLINE,07/01/2018 08:25:00 AM +0000,COA,BROKEN,02/26/2019 06:00:00 AM +0000,,,30.4281406,-97.6890717,01/22/2020 06:01:00 PM +0000
494, DUVAL RD / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-002425,5160020,SECONDARY,7, DUVAL RD, MOPAC EXPY SVRD,2006443,,493:  DUVAL RD / MOPAC EXPY SVRD,,AUSTIN FULL PURPOSE,2006438,NORTHWEST,,11/13/1987,"(30.4078178, -97.7158508)",11975,3000,2019,COUNTDOWN,APS,False,,,,,False,,5817c08ee052e0422be6c7c0,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,BROKEN,09/03/2019 05:00:00 AM +0000,,,30.4078178,-97.7158508,09/03/2019 06:43:00 PM +0000
75,US 290 HWY / HUDSON LOOP,TRAFFIC,TURNED_ON,LOC16-000370,5143677,PRIMARY,8,US 290 HWY, HUDSON LOOP,2041562,,,,AUSTIN 2 MILE ETJ,2026805,SOUTHWEST,,06/08/2018,"(30.2295156, -97.89159663)",7701,7914,2018,COUNTDOWN,APS,False,,,,,False,,5817c07ce052e0422be6c48a,OFFLINE,11/06/2019 09:25:00 AM +0000,COA,OK,02/22/2019 06:00:00 AM +0000,,,30.2295156,-97.89159663,01/22/2020 08:01:00 PM +0000
1035, 1ST ST / GREAT BRITAIN BLVD,TRAFFIC,DESIGN,LOC16-006150,5150864,PRIMARY,2, 1ST ST, GREAT BRITAIN BLVD,2026075,,,,AUSTIN FULL PURPOSE,2025960,SOUTHWEST,,,"(30.1793423, -97.7960815)",601,8200,,COUNTDOWN,,False,,,,,False,"3764, 3769",592202b8ce8ea33964cda572,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,COA,UNKNOWN,,Pending adjacent development to adjust driveway alignment,03/10/2020 05:00:00 AM +0000,30.1793423,-97.7960815,03/12/2020 08:14:00 PM +0000
481, PARKFIELD DR / RUTLAND DR,TRAFFIC,TURNED_ON,LOC16-002360,5161236,PRIMARY,4, PARKFIELD DR, RUTLAND DR,2010514,,,,AUSTIN FULL PURPOSE,2010513,NORTHWEST,,09/15/1982,"(30.3692513, -97.7054977)",1301,9500,2018,WALK/DONT WALK,,False,,,,,False,"4564, 4726, 2530, 3130, 3150, 2581",5b5c436297428f168b0e8701,ONLINE,10/03/2019 08:25:00 AM +0000,COA,BROKEN,06/04/2018 05:00:00 AM +0000,,,30.3692513,-97.7054977,03/16/2020 09:36:00 PM +0000
987, TUSCANY WAY / 290 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-004825,5165769,SECONDARY,1, TUSCANY WAY,US 290 HWY SVRD,5060232,,801:  TUSCANY WAY / 290 HWY SVRD,,AUSTIN FULL PURPOSE,5060237,NORTHEAST,,,"(30.3278484, -97.6593475)",8300,8225,2019,COUNTDOWN,APS,False,,,,,False,,5817c0d4e052e0422be6cc23,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,OK,06/28/2017 05:00:00 AM +0000,,,30.3278484,-97.6593475,02/25/2020 05:31:00 PM +0000
98, SPICEWOOD SPRINGS RD / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-000485,5156212,PRIMARY,10, SPICEWOOD SPRINGS RD, MOPAC EXPY SVRD,2012361,,,97:  ANDERSON LN / MOPAC EXPY SVRD,AUSTIN FULL PURPOSE,2010845,NORTHWEST,,07/29/1981,"(30.3612633, -97.7452316)",7740,3501,2019,COUNTDOWN,APS,False,,,,,False,,5b5c435097428f168b0e867b,ONLINE,07/26/2019 08:25:00 AM +0000,TxDOT,BROKEN,09/11/2017 05:00:00 AM +0000,,,30.3612633,-97.7452316,04/27/2020 08:40:00 PM +0000
552, PONCA ST / MONTOPOLIS DR,TRAFFIC,TURNED_ON,LOC16-002705,5162726,PRIMARY,3, PONCA ST, MONTOPOLIS DR,2022687,,,,AUSTIN FULL PURPOSE,2022688,SOUTHWEST,,07/28/1982,"(30.2375507, -97.6952896)",615,6206,2018,COUNTDOWN,,False,,,,,False,,5817c093e052e0422be6c830,ONLINE,10/11/2017 08:12:00 PM +0000,COA,OK,06/15/2017 05:00:00 AM +0000,,,30.2375507,-97.6952896,03/24/2020 11:46:00 PM +0000
398,701 BLK E WILLIAM CANNON DR (CENTURY SOUTH),TRAFFIC,TURNED_ON,LOC16-001950,,PRIMARY,2, WILLIAM CANNON DR,  ,,CENTURY SOUTH,,,AUSTIN FULL PURPOSE,3260910,SOUTHWEST,,11/08/1989,"(30.1913719, -97.7730408)",,701,2019,WALK/DONT WALK,,False,,,,,False,,5817c089e052e0422be6c702,ONLINE,07/16/2019 08:25:00 AM +0000,COA,BROKEN,07/22/2019 05:00:00 AM +0000,,,30.1913719,-97.7730408,04/27/2020 08:58:00 PM +0000
