OPA Case Number,Status,Status Description,Due Date,Completed Date,Task Creation Date,External Case Number,Due_Date,Completed_Date,Task_Creation_Date,CurrentStatus
2017OPA-0226,Done,OPA Close CL,03/22/2017 12:00:00 AM,03/14/2017 12:00:00 AM,03/02/2017 12:00:00 AM,,2017-03-22T00:00:00.000,2017-03-14T00:00:00.000,2017-03-02T00:00:00.000,Done
2017OPA-0945,Done,OPA Close Case,04/01/2018 12:00:00 AM,07/30/2018 12:00:00 AM,03/22/2018 12:00:00 AM,,2018-04-01T00:00:00.000,2018-07-30T00:00:00.000,2018-03-22T00:00:00.000,Done
2018OPA-0517,Done,OPA Close SA,08/02/2018 12:00:00 AM,07/23/2018 12:00:00 AM,07/23/2018 12:00:00 AM,,2018-08-02T00:00:00.000,2018-07-23T00:00:00.000,2018-07-23T00:00:00.000,Done
2019OPA-0568,Done,OPA Close CL,08/26/2019 12:00:00 AM,08/27/2019 12:00:00 AM,08/21/2019 12:00:00 AM,,2019-08-26T00:00:00.000,2019-08-27T00:00:00.000,2019-08-21T00:00:00.000,Done
2015OPA-0070,Done,OPA Close CL,,01/26/2015 12:00:00 AM,10/23/2015 12:00:00 AM,,,2015-01-26T00:00:00.000,2015-10-23T00:00:00.000,Done
2015OPA-0252,Done,OPA Director SA Review,05/07/2015 12:00:00 AM,04/30/2015 12:00:00 AM,04/27/2015 12:00:00 AM,,2015-05-07T00:00:00.000,2015-04-30T00:00:00.000,2015-04-27T00:00:00.000,Done
2016OPA-1095,Done,OPA Close CL,09/27/2016 12:00:00 AM,09/26/2016 12:00:00 AM,09/22/2016 12:00:00 AM,,2016-09-27T00:00:00.000,2016-09-26T00:00:00.000,2016-09-22T00:00:00.000,Done
2019OPA-0503,Done,OPA Close CL,08/11/2019 12:00:00 AM,08/14/2019 12:00:00 AM,08/06/2019 12:00:00 AM,,2019-08-11T00:00:00.000,2019-08-14T00:00:00.000,2019-08-06T00:00:00.000,Done
2019OPA-0671,Done,OPA Close CL,10/08/2019 12:00:00 AM,10/11/2019 12:00:00 AM,10/01/2019 12:00:00 AM,2016-245299,2019-10-08T00:00:00.000,2019-10-11T00:00:00.000,2019-10-01T00:00:00.000,Done
2020OPA-0170,Done,OPA Process SA,,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,,,2020-04-16T00:00:00.000,2020-04-16T00:00:00.000,Done
2016OPA-1101,Done,OPA Close SA,,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,,,2017-03-17T00:00:00.000,2017-03-17T00:00:00.000,Done
2016OPA-1504,Done,OPA Close CL,01/14/2017 12:00:00 AM,01/10/2017 12:00:00 AM,01/04/2017 12:00:00 AM,,2017-01-14T00:00:00.000,2017-01-10T00:00:00.000,2017-01-04T00:00:00.000,Done
2017OPA-0256,Done,OPA Close SA,,05/04/2017 12:00:00 AM,05/04/2017 12:00:00 AM,,,2017-05-04T00:00:00.000,2017-05-04T00:00:00.000,Done
2017OPA-0400,Done,OPA Close SA,,08/23/2017 12:00:00 AM,08/23/2017 12:00:00 AM,2017-136489,,2017-08-23T00:00:00.000,2017-08-23T00:00:00.000,Done
2017OPA-0549,Done,OPA Close CL,06/30/2017 12:00:00 AM,06/21/2017 12:00:00 AM,05/31/2017 12:00:00 AM,,2017-06-30T00:00:00.000,2017-06-21T00:00:00.000,2017-05-31T00:00:00.000,Done
2019OPA-0390,Done,OPA Close Case,12/19/2019 12:00:00 AM,12/19/2019 12:00:00 AM,12/09/2019 12:00:00 AM,,2019-12-19T00:00:00.000,2019-12-19T00:00:00.000,2019-12-09T00:00:00.000,Done
2015OPA-0829,Done,OPA Close CL,,08/09/2015 12:00:00 AM,10/15/2015 12:00:00 AM,,,2015-08-09T00:00:00.000,2015-10-15T00:00:00.000,Done
2015OPA-1521,Done,OPA Close SA,04/27/2016 12:00:00 AM,07/25/2016 12:00:00 AM,04/12/2016 12:00:00 AM,,2016-04-27T00:00:00.000,2016-07-25T00:00:00.000,2016-04-12T00:00:00.000,Done
2015OPA-1630,Done,OPA Close SA,04/27/2016 12:00:00 AM,04/20/2016 12:00:00 AM,04/12/2016 12:00:00 AM,2015-380732,2016-04-27T00:00:00.000,2016-04-20T00:00:00.000,2016-04-12T00:00:00.000,Done
2018OPA-0964,Done,OPA Close CL,11/05/2018 12:00:00 AM,11/07/2018 12:00:00 AM,11/02/2018 12:00:00 AM,,2018-11-05T00:00:00.000,2018-11-07T00:00:00.000,2018-11-02T00:00:00.000,Done
2019OPA-0093,Done,OPA Training Referral,09/19/2019 12:00:00 AM,09/09/2019 12:00:00 AM,08/16/2019 12:00:00 AM,2019-038840,2019-09-19T00:00:00.000,2019-09-09T00:00:00.000,2019-08-16T00:00:00.000,Done
2019OPA-0289,Done,OPA Close SA,,07/08/2019 12:00:00 AM,07/08/2019 12:00:00 AM,,,2019-07-08T00:00:00.000,2019-07-08T00:00:00.000,Done
2016OPA-0435,Done,OPA Close SA,06/30/2016 12:00:00 AM,06/15/2016 12:00:00 AM,06/15/2016 12:00:00 AM,2016-138461,2016-06-30T00:00:00.000,2016-06-15T00:00:00.000,2016-06-15T00:00:00.000,Done
2016OPA-0998,Done,OPA Close CL,09/22/2016 12:00:00 AM,09/28/2016 12:00:00 AM,09/17/2016 12:00:00 AM,,2016-09-22T00:00:00.000,2016-09-28T00:00:00.000,2016-09-17T00:00:00.000,Done
2017OPA-0154,Done,OPA Training Referral,09/15/2017 12:00:00 AM,09/21/2017 12:00:00 AM,09/05/2017 12:00:00 AM,2017-018505,2017-09-15T00:00:00.000,2017-09-21T00:00:00.000,2017-09-05T00:00:00.000,Done
2017OPA-0241,Done,OPA Close Case,09/09/2017 12:00:00 AM,09/13/2017 12:00:00 AM,08/30/2017 12:00:00 AM,2017-078011,2017-09-09T00:00:00.000,2017-09-13T00:00:00.000,2017-08-30T00:00:00.000,Done
2018OPA-0436,Done,OPA Final Discipline Action Report,11/09/2018 12:00:00 AM,11/09/2018 12:00:00 AM,01/29/2019 12:00:00 AM,2018-174550,2018-11-09T00:00:00.000,2018-11-09T00:00:00.000,2019-01-29T00:00:00.000,Done
2015OPA-0343,Done,OPA Director SA Review,04/21/2015 12:00:00 AM,04/21/2015 12:00:00 AM,04/16/2015 12:00:00 AM,2015-084975,2015-04-21T00:00:00.000,2015-04-21T00:00:00.000,2015-04-16T00:00:00.000,Done
2015OPA-1401,Done,OPA Close SA,11/07/2015 12:00:00 AM,11/02/2015 12:00:00 AM,11/02/2015 12:00:00 AM,,2015-11-07T00:00:00.000,2015-11-02T00:00:00.000,2015-11-02T00:00:00.000,Done
2016OPA-0298,Done,OPA Close Case,09/24/2016 12:00:00 AM,09/30/2016 12:00:00 AM,09/14/2016 12:00:00 AM,,2016-09-24T00:00:00.000,2016-09-30T00:00:00.000,2016-09-14T00:00:00.000,Done
2016OPA-0321,Done,OPA Close SA,05/31/2016 12:00:00 AM,05/31/2016 12:00:00 AM,05/02/2016 12:00:00 AM,,2016-05-31T00:00:00.000,2016-05-31T00:00:00.000,2016-05-02T00:00:00.000,Done
2016OPA-1197,Done,OPA Close SA,,12/14/2016 12:00:00 AM,12/14/2016 12:00:00 AM,,,2016-12-14T00:00:00.000,2016-12-14T00:00:00.000,Done
2016OPA-1211,Done,OPA Close Case,07/20/2017 12:00:00 AM,08/03/2017 12:00:00 AM,06/06/2017 12:00:00 AM,2016-347060,2017-07-20T00:00:00.000,2017-08-03T00:00:00.000,2017-06-06T00:00:00.000,Done
2017OPA-0469,Done,OPA Close CL,05/31/2017 12:00:00 AM,06/02/2017 12:00:00 AM,05/26/2017 12:00:00 AM,,2017-05-31T00:00:00.000,2017-06-02T00:00:00.000,2017-05-26T00:00:00.000,Done
2018OPA-0774,Done,OPA Close CL,08/26/2018 12:00:00 AM,08/24/2018 12:00:00 AM,08/21/2018 12:00:00 AM,,2018-08-26T00:00:00.000,2018-08-24T00:00:00.000,2018-08-21T00:00:00.000,Done
2019OPA-0052,Done,OPA Close CL,02/20/2019 12:00:00 AM,02/22/2019 12:00:00 AM,02/15/2019 12:00:00 AM,,2019-02-20T00:00:00.000,2019-02-22T00:00:00.000,2019-02-15T00:00:00.000,Done
2019OPA-0779,Done,OPA SA Review,02/25/2020 12:00:00 AM,03/11/2020 12:00:00 AM,02/10/2020 12:00:00 AM,2019-350119,2020-02-25T00:00:00.000,2020-03-11T00:00:00.000,2020-02-10T00:00:00.000,Done
2018OPA-0564,Done,OPA Close SA,,12/11/2018 12:00:00 AM,12/11/2018 12:00:00 AM,2018-219310,,2018-12-11T00:00:00.000,2018-12-11T00:00:00.000,Done
2015OPA-1125,Done,OPA Close CL,,08/27/2015 12:00:00 AM,10/15/2015 12:00:00 AM,,,2015-08-27T00:00:00.000,2015-10-15T00:00:00.000,Done
2016OPA-0112,Done,OPA Director Certification/Finding,07/15/2016 12:00:00 AM,07/05/2016 12:00:00 AM,01/30/2019 12:00:00 AM,2016-020154,2016-07-15T00:00:00.000,2016-07-05T00:00:00.000,2019-01-30T00:00:00.000,Done
2016OPA-0965,Done,OPA Close Case,01/27/2017 12:00:00 AM,01/27/2017 12:00:00 AM,01/17/2017 12:00:00 AM,,2017-01-27T00:00:00.000,2017-01-27T00:00:00.000,2017-01-17T00:00:00.000,Done
2017OPA-0663,Done,OPA Close Case,12/21/2017 12:00:00 AM,02/16/2018 12:00:00 AM,12/11/2017 12:00:00 AM,2017-217849,2017-12-21T00:00:00.000,2018-02-16T00:00:00.000,2017-12-11T00:00:00.000,Done
2018OPA-0092,Done,OPA Close Case,06/01/2018 12:00:00 AM,08/20/2018 12:00:00 AM,05/22/2018 12:00:00 AM,2018-023558,2018-06-01T00:00:00.000,2018-08-20T00:00:00.000,2018-05-22T00:00:00.000,Done
2015OPA-1460,Done,OPA Close SA,11/14/2015 12:00:00 AM,11/10/2015 12:00:00 AM,11/09/2015 12:00:00 AM,2015-295115,2015-11-14T00:00:00.000,2015-11-10T00:00:00.000,2015-11-09T00:00:00.000,Done
2016OPA-0572,Done,OPA Close CL,06/28/2016 12:00:00 AM,06/27/2016 12:00:00 AM,06/23/2016 12:00:00 AM,,2016-06-28T00:00:00.000,2016-06-27T00:00:00.000,2016-06-23T00:00:00.000,Done
2017OPA-1165,Done,OPA Close Case,05/13/2018 12:00:00 AM,08/22/2018 12:00:00 AM,05/03/2018 12:00:00 AM,2017-403968,2018-05-13T00:00:00.000,2018-08-22T00:00:00.000,2018-05-03T00:00:00.000,Done
2015OPA-0464,Done,OPA Director SA Review,06/28/2015 12:00:00 AM,05/20/2015 12:00:00 AM,06/23/2015 12:00:00 AM,2015-101762,2015-06-28T00:00:00.000,2015-05-20T00:00:00.000,2015-06-23T00:00:00.000,Done
2015OPA-1290,Done,OPA Close SA,10/13/2015 12:00:00 AM,10/09/2015 12:00:00 AM,10/08/2015 12:00:00 AM,,2015-10-13T00:00:00.000,2015-10-09T00:00:00.000,2015-10-08T00:00:00.000,Done
2016OPA-0030,Done,OPA Close CL,01/25/2016 12:00:00 AM,01/25/2016 12:00:00 AM,01/20/2016 12:00:00 AM,,2016-01-25T00:00:00.000,2016-01-25T00:00:00.000,2016-01-20T00:00:00.000,Done
2016OPA-0683,Done,OPA Close CL,07/16/2016 12:00:00 AM,07/13/2016 12:00:00 AM,07/11/2016 12:00:00 AM,,2016-07-16T00:00:00.000,2016-07-13T00:00:00.000,2016-07-11T00:00:00.000,Done
2017OPA-0395,Done,OPA Send Complainant Closing Letter,05/17/2017 12:00:00 AM,04/19/2017 12:00:00 AM,04/18/2017 12:00:00 AM,,2017-05-17T00:00:00.000,2017-04-19T00:00:00.000,2017-04-18T00:00:00.000,Done
2017OPA-0464,Done,OPA Close SA,,07/25/2017 12:00:00 AM,07/25/2017 12:00:00 AM,,,2017-07-25T00:00:00.000,2017-07-25T00:00:00.000,Done
2017OPA-1042,Done,OPA Close SA,,12/18/2017 12:00:00 AM,12/18/2017 12:00:00 AM,,,2017-12-18T00:00:00.000,2017-12-18T00:00:00.000,Done
2016OPA-1382,Done,OPA Close Case,06/24/2017 12:00:00 AM,07/07/2017 12:00:00 AM,06/14/2017 12:00:00 AM,2016-398054,2017-06-24T00:00:00.000,2017-07-07T00:00:00.000,2017-06-14T00:00:00.000,Done
2017OPA-1085,Done,OPA OIG Certification,08/29/2019 12:00:00 AM,08/22/2019 12:00:00 AM,08/14/2019 12:00:00 AM,2017-370535,2019-08-29T00:00:00.000,2019-08-22T00:00:00.000,2019-08-14T00:00:00.000,Done
2018OPA-1178,Done,OPA Close Case,06/13/2019 12:00:00 AM,06/18/2019 12:00:00 AM,06/03/2019 12:00:00 AM,2018-470589,2019-06-13T00:00:00.000,2019-06-18T00:00:00.000,2019-06-03T00:00:00.000,Done
2019OPA-0136,Done,OPA Close Case,06/29/2019 12:00:00 AM,06/28/2019 12:00:00 AM,06/19/2019 12:00:00 AM,2018-484794,2019-06-29T00:00:00.000,2019-06-28T00:00:00.000,2019-06-19T00:00:00.000,Done
2015OPA-0326,Done,OPA Close CL,,03/23/2015 12:00:00 AM,10/21/2015 12:00:00 AM,,,2015-03-23T00:00:00.000,2015-10-21T00:00:00.000,Done
2015OPA-1430,Done,OPA Close CL,,10/01/2015 12:00:00 AM,10/13/2015 12:00:00 AM,,,2015-10-01T00:00:00.000,2015-10-13T00:00:00.000,Done
2019OPA-0219,Done,OPA Mediation,,07/01/2019 12:00:00 AM,05/14/2019 12:00:00 AM,2019-120356,,2019-07-01T00:00:00.000,2019-05-14T00:00:00.000,Done
2019OPA-0252,Done,OPA Close CL,05/19/2019 12:00:00 AM,05/16/2019 12:00:00 AM,05/14/2019 12:00:00 AM,,2019-05-19T00:00:00.000,2019-05-16T00:00:00.000,2019-05-14T00:00:00.000,Done
2020OPA-0165,Done,OPA Investigation Planning,04/17/2020 12:00:00 AM,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,2020-073800,2020-04-17T00:00:00.000,2020-04-13T00:00:00.000,2020-04-12T00:00:00.000,Done
2018OPA-0580,Done,OPA Close CL,07/15/2018 12:00:00 AM,07/13/2018 12:00:00 AM,07/10/2018 12:00:00 AM,,2018-07-15T00:00:00.000,2018-07-13T00:00:00.000,2018-07-10T00:00:00.000,Done
2018OPA-0626,Done,OPA Close SA,,08/20/2018 12:00:00 AM,08/20/2018 12:00:00 AM,,,2018-08-20T00:00:00.000,2018-08-20T00:00:00.000,Done
2018OPA-0656,Done,OPA Send Complainant Closing Letter,06/22/2019 12:00:00 AM,09/06/2019 12:00:00 AM,12/09/2019 12:00:00 AM,2018-258011,2019-06-22T00:00:00.000,2019-09-06T00:00:00.000,2019-12-09T00:00:00.000,Done
2018OPA-0796,Done,OPA Close Case,03/10/2019 12:00:00 AM,03/08/2019 12:00:00 AM,02/28/2019 12:00:00 AM,2018-300246,2019-03-10T00:00:00.000,2019-03-08T00:00:00.000,2019-02-28T00:00:00.000,Done
2018OPA-1166,Done,OPA Close Case,05/31/2019 12:00:00 AM,05/23/2019 12:00:00 AM,05/21/2019 12:00:00 AM,2018-444922,2019-05-31T00:00:00.000,2019-05-23T00:00:00.000,2019-05-21T00:00:00.000,Done
2019OPA-0141,Done,OPA Close CL,03/20/2019 12:00:00 AM,03/15/2019 12:00:00 AM,03/15/2019 12:00:00 AM,,2019-03-20T00:00:00.000,2019-03-15T00:00:00.000,2019-03-15T00:00:00.000,Done
2016OPA-0178,Done,OPA Close CL,02/28/2016 12:00:00 AM,02/25/2016 12:00:00 AM,02/23/2016 12:00:00 AM,,2016-02-28T00:00:00.000,2016-02-25T00:00:00.000,2016-02-23T00:00:00.000,Done
2017OPA-0544,Done,OPA Close CL,06/29/2017 12:00:00 AM,06/07/2017 12:00:00 AM,06/07/2017 12:00:00 AM,,2017-06-29T00:00:00.000,2017-06-07T00:00:00.000,2017-06-07T00:00:00.000,Done
2017OPA-0844,Done,OPA Close CL,09/12/2017 12:00:00 AM,09/11/2017 12:00:00 AM,09/02/2017 12:00:00 AM,,2017-09-12T00:00:00.000,2017-09-11T00:00:00.000,2017-09-02T00:00:00.000,Done
2017OPA-1246,Done,OPA Close Case,05/20/2018 12:00:00 AM,08/24/2018 12:00:00 AM,05/10/2018 12:00:00 AM,,2018-05-20T00:00:00.000,2018-08-24T00:00:00.000,2018-05-10T00:00:00.000,Done
2015OPA-0496,Done,OPA Director SA Review,05/07/2015 12:00:00 AM,04/30/2015 12:00:00 AM,04/27/2015 12:00:00 AM,2015-086942,2015-05-07T00:00:00.000,2015-04-30T00:00:00.000,2015-04-27T00:00:00.000,Done
2015OPA-0672,Done,OPA Close SA,08/03/2015 12:00:00 AM,07/29/2015 12:00:00 AM,07/29/2015 12:00:00 AM,,2015-08-03T00:00:00.000,2015-07-29T00:00:00.000,2015-07-29T00:00:00.000,Done
2016OPA-0211,Done,OPA Close SA,04/12/2016 12:00:00 AM,05/20/2016 12:00:00 AM,03/28/2016 12:00:00 AM,2016-067842,2016-04-12T00:00:00.000,2016-05-20T00:00:00.000,2016-03-28T00:00:00.000,Done
2017OPA-0386,Done,OPA Close SA,,06/20/2017 12:00:00 AM,06/20/2017 12:00:00 AM,,,2017-06-20T00:00:00.000,2017-06-20T00:00:00.000,Done
2017OPA-0672,Done,OPA Close Case,01/15/2018 12:00:00 AM,04/13/2018 12:00:00 AM,01/05/2018 12:00:00 AM,2017-246608,2018-01-15T00:00:00.000,2018-04-13T00:00:00.000,2018-01-05T00:00:00.000,Done
2015OPA-0618,Done,OPA Close CL,,05/11/2015 12:00:00 AM,10/20/2015 12:00:00 AM,,,2015-05-11T00:00:00.000,2015-10-20T00:00:00.000,Done
2015OPA-1014,Done,OPA Close SA,09/09/2015 12:00:00 AM,09/04/2015 12:00:00 AM,09/04/2015 12:00:00 AM,,2015-09-09T00:00:00.000,2015-09-04T00:00:00.000,2015-09-04T00:00:00.000,Done
2015OPA-1342,Done,OPA Close SA,12/14/2015 12:00:00 AM,12/09/2015 12:00:00 AM,12/09/2015 12:00:00 AM,,2015-12-14T00:00:00.000,2015-12-09T00:00:00.000,2015-12-09T00:00:00.000,Done
2015OPA-1663,Done,OPA Close Case,08/25/2016 12:00:00 AM,08/25/2016 12:00:00 AM,08/16/2016 12:00:00 AM,,2016-08-25T00:00:00.000,2016-08-25T00:00:00.000,2016-08-16T00:00:00.000,Done
2015OPA-1876,Done,OPA Close CL,01/16/2016 12:00:00 AM,01/14/2016 12:00:00 AM,01/11/2016 12:00:00 AM,,2016-01-16T00:00:00.000,2016-01-14T00:00:00.000,2016-01-11T00:00:00.000,Done
2016OPA-0498,Done,OPA Close CL,06/12/2016 12:00:00 AM,06/09/2016 12:00:00 AM,06/07/2016 12:00:00 AM,2016-164919,2016-06-12T00:00:00.000,2016-06-09T00:00:00.000,2016-06-07T00:00:00.000,Done
2018OPA-0149,Done,OPA Close CL,03/14/2018 12:00:00 AM,03/13/2018 12:00:00 AM,02/12/2018 12:00:00 AM,,2018-03-14T00:00:00.000,2018-03-13T00:00:00.000,2018-02-12T00:00:00.000,Done
2019OPA-0229,Done,OPA Close SA,,05/21/2019 12:00:00 AM,05/21/2019 12:00:00 AM,,,2019-05-21T00:00:00.000,2019-05-21T00:00:00.000,Done
2015OPA-0257,Done,OPA Close CL,,03/19/2015 12:00:00 AM,10/22/2015 12:00:00 AM,,,2015-03-19T00:00:00.000,2015-10-22T00:00:00.000,Done
2015OPA-1312,Done,OPA Close CL,,09/03/2015 12:00:00 AM,10/15/2015 12:00:00 AM,2015-295594,,2015-09-03T00:00:00.000,2015-10-15T00:00:00.000,Done
2015OPA-1847,Done,OPA Close Case,06/10/2016 12:00:00 AM,06/28/2016 12:00:00 AM,05/31/2016 12:00:00 AM,2015-377062,2016-06-10T00:00:00.000,2016-06-28T00:00:00.000,2016-05-31T00:00:00.000,Done
2019OPA-0286,Done,OPA OIG Certification,08/08/2019 12:00:00 AM,07/31/2019 12:00:00 AM,07/27/2019 12:00:00 AM,,2019-08-08T00:00:00.000,2019-07-31T00:00:00.000,2019-07-27T00:00:00.000,Done
2019OPA-0702,Done,OPA Close SA,,10/29/2019 12:00:00 AM,10/29/2019 12:00:00 AM,2019-211870,,2019-10-29T00:00:00.000,2019-10-29T00:00:00.000,Done
2016OPA-0381,Done,OPA Close SA,05/21/2016 12:00:00 AM,06/01/2016 12:00:00 AM,05/06/2016 12:00:00 AM,,2016-05-21T00:00:00.000,2016-06-01T00:00:00.000,2016-05-06T00:00:00.000,Done
2018OPA-0129,Done,OPA Close Case,08/12/2018 12:00:00 AM,01/15/2019 12:00:00 AM,08/02/2018 12:00:00 AM,2017-378676,2018-08-12T00:00:00.000,2019-01-15T00:00:00.000,2018-08-02T00:00:00.000,Done
2018OPA-0191,Done,OPA Close Case,09/07/2018 12:00:00 AM,10/15/2018 12:00:00 AM,08/28/2018 12:00:00 AM,2018-020970,2018-09-07T00:00:00.000,2018-10-15T00:00:00.000,2018-08-28T00:00:00.000,Done
2018OPA-1174,Done,OPA Close Case,06/13/2019 12:00:00 AM,06/12/2019 12:00:00 AM,06/03/2019 12:00:00 AM,2018-472125,2019-06-13T00:00:00.000,2019-06-12T00:00:00.000,2019-06-03T00:00:00.000,Done
2018OPA-1184,Done,OPA Close SA,,01/28/2019 12:00:00 AM,01/28/2019 12:00:00 AM,2018-474553,,2019-01-28T00:00:00.000,2019-01-28T00:00:00.000,Done
2015OPA-0799,Done,OPA Close CL,,07/01/2015 12:00:00 AM,10/19/2015 12:00:00 AM,2015-180574,,2015-07-01T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1038,Done,OPA Close CL,,07/15/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-15T00:00:00.000,2015-10-16T00:00:00.000,Done
2015OPA-1245,Done,OPA Close SA,11/10/2015 12:00:00 AM,11/06/2015 12:00:00 AM,11/05/2015 12:00:00 AM,2015-282204,2015-11-10T00:00:00.000,2015-11-06T00:00:00.000,2015-11-05T00:00:00.000,Done
2016OPA-0410,Done,OPA Close SA,05/10/2016 12:00:00 AM,06/06/2016 12:00:00 AM,04/25/2016 12:00:00 AM,,2016-05-10T00:00:00.000,2016-06-06T00:00:00.000,2016-04-25T00:00:00.000,Done
2018OPA-0624,Done,OPA Close CL,08/04/2018 12:00:00 AM,08/07/2018 12:00:00 AM,07/30/2018 12:00:00 AM,,2018-08-04T00:00:00.000,2018-08-07T00:00:00.000,2018-07-30T00:00:00.000,Done
2019OPA-0686,Done,OPA Close CL,10/08/2019 12:00:00 AM,10/11/2019 12:00:00 AM,10/01/2019 12:00:00 AM,,2019-10-08T00:00:00.000,2019-10-11T00:00:00.000,2019-10-01T00:00:00.000,Done
2017OPA-0927,Done,OPA Close Case,03/15/2018 12:00:00 AM,07/25/2018 12:00:00 AM,03/07/2018 12:00:00 AM,2017-319311,2018-03-15T00:00:00.000,2018-07-25T00:00:00.000,2018-03-07T00:00:00.000,Done
2017OPA-1070,Done,OPA Close CL,11/12/2017 12:00:00 AM,11/09/2017 12:00:00 AM,10/13/2017 12:00:00 AM,2017-379251,2017-11-12T00:00:00.000,2017-11-09T00:00:00.000,2017-10-13T00:00:00.000,Done
2017OPA-1193,Done,OPA Send Complainant Closing Letter,12/16/2017 12:00:00 AM,11/22/2017 12:00:00 AM,11/16/2017 12:00:00 AM,,2017-12-16T00:00:00.000,2017-11-22T00:00:00.000,2017-11-16T00:00:00.000,Done
2018OPA-0138,Done,OPA Close Case,08/16/2018 12:00:00 AM,09/26/2018 12:00:00 AM,08/06/2018 12:00:00 AM,2018-044990,2018-08-16T00:00:00.000,2018-09-26T00:00:00.000,2018-08-06T00:00:00.000,Done
2018OPA-0520,Done,OPA Close Case,,02/15/2019 12:00:00 AM,01/17/2019 12:00:00 AM,2018-209915,,2019-02-15T00:00:00.000,2019-01-17T00:00:00.000,Done
2018OPA-0674,Done,OPA Close CL,08/21/2018 12:00:00 AM,08/21/2018 12:00:00 AM,08/16/2018 12:00:00 AM,2018-268141,2018-08-21T00:00:00.000,2018-08-21T00:00:00.000,2018-08-16T00:00:00.000,Done
2020OPA-0058,Done,OPA 180 Extension Request,08/21/2020 12:00:00 AM,09/20/2020 12:00:00 AM,04/02/2020 12:00:00 AM,2020-029324,2020-08-21T00:00:00.000,2020-09-20T00:00:00.000,2020-04-02T00:00:00.000,Done
2015OPA-0533,Done,OPA Close CL,,04/27/2015 12:00:00 AM,10/20/2015 12:00:00 AM,,,2015-04-27T00:00:00.000,2015-10-20T00:00:00.000,Done
2015OPA-0600,Done,OPA Training Referral,,11/16/2015 12:00:00 AM,11/16/2015 12:00:00 AM,2014-417754,,2015-11-16T00:00:00.000,2015-11-16T00:00:00.000,Done
2020OPA-0232,Done,OPA Process SA,,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,2020-123001,,2020-04-28T00:00:00.000,2020-04-28T00:00:00.000,Done
2016OPA-0369,Done,OPA Close CL,04/30/2016 12:00:00 AM,05/02/2016 12:00:00 AM,04/25/2016 12:00:00 AM,2016-100674,2016-04-30T00:00:00.000,2016-05-02T00:00:00.000,2016-04-25T00:00:00.000,Done
2016OPA-0658,Done,OPA Close CL,07/13/2016 12:00:00 AM,07/15/2016 12:00:00 AM,07/08/2016 12:00:00 AM,,2016-07-13T00:00:00.000,2016-07-15T00:00:00.000,2016-07-08T00:00:00.000,Done
2017OPA-1209,Done,OPA Close CL,11/27/2017 12:00:00 AM,11/29/2017 12:00:00 AM,11/22/2017 12:00:00 AM,,2017-11-27T00:00:00.000,2017-11-29T00:00:00.000,2017-11-22T00:00:00.000,Done
2018OPA-0668,Done,OPA Close CL,08/21/2018 12:00:00 AM,08/21/2018 12:00:00 AM,08/16/2018 12:00:00 AM,2017-434080,2018-08-21T00:00:00.000,2018-08-21T00:00:00.000,2018-08-16T00:00:00.000,Done
2018OPA-1047,Done,OPA Close Case,04/12/2019 12:00:00 AM,04/08/2019 12:00:00 AM,04/08/2019 12:00:00 AM,2018-346059,2019-04-12T00:00:00.000,2019-04-08T00:00:00.000,2019-04-08T00:00:00.000,Done
2019OPA-0417,Done,OPA Close Case,01/12/2020 12:00:00 AM,02/05/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2019-068888,2020-01-12T00:00:00.000,2020-02-05T00:00:00.000,2020-01-02T00:00:00.000,Done
2015OPA-0941,Done,OPA Close CL,,07/15/2015 12:00:00 AM,10/16/2015 12:00:00 AM,,,2015-07-15T00:00:00.000,2015-10-16T00:00:00.000,Done
2015OPA-1644,Done,OPA Close Case,05/26/2016 12:00:00 AM,05/13/2016 12:00:00 AM,05/06/2016 12:00:00 AM,,2016-05-26T00:00:00.000,2016-05-13T00:00:00.000,2016-05-06T00:00:00.000,Done
2019OPA-0632,Done,OPA Close Case,,10/10/2019 12:00:00 AM,10/10/2019 12:00:00 AM,,,2019-10-10T00:00:00.000,2019-10-10T00:00:00.000,Done
2016OPA-1120,Done,OPA Close SA,,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,2016-327015,,2017-03-17T00:00:00.000,2017-03-17T00:00:00.000,Done
2017OPA-1145,Done,OPA Close SA,,01/11/2018 12:00:00 AM,01/11/2018 12:00:00 AM,,,2018-01-11T00:00:00.000,2018-01-11T00:00:00.000,Done
2016OPA-0089,Done,OPA Close Case,10/29/2016 12:00:00 AM,10/31/2016 12:00:00 AM,10/19/2016 12:00:00 AM,2015-418961,2016-10-29T00:00:00.000,2016-10-31T00:00:00.000,2016-10-19T00:00:00.000,Done
2016OPA-0796,Done,OPA Close CL,08/10/2016 12:00:00 AM,08/08/2016 12:00:00 AM,08/05/2016 12:00:00 AM,,2016-08-10T00:00:00.000,2016-08-08T00:00:00.000,2016-08-05T00:00:00.000,Done
