SUMMONS_KEY,SUMMONS_DATE,OFFENSE_DESCRIPTION,LAW_SECTION_NUMBER,LAW_DESCRIPTION,SUMMONS_CATEGORY_TYPE,AGE_GROUP,SEX,RACE,JURISDICTION_CODE,BORO,PRECINCT_OF_OCCUR,X_COORDINATE_CD,Y_COORDINATE_CD,Latitude,Longitude
209419142,02/12/2020,OVERWEIGHT (VEH),385,VTL,VTL,UNKNOWN,,,0,QUEENS,114,1008339,213768,40.75339572000007,-73.91305595799997
209419158,02/12/2020,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209420644,02/12/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209420646,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209420656,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209424411,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209516425,02/12/2020,ACCEPT ON HAIL,19-507,Administrative Code,TLC,25-44,M,BLACK,0,QUEENS,113,1050371,187013,40.67974551400005,-73.76161131599997
209458858,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,ASIAN / PACIFIC ISLANDER,0,BROOKLYN,84,988758,189390,40.686515635000035,-73.98374684299995
209413645,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209403474,02/12/2020,MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT),10-111(A),,,18-24,M,WHITE HISPANIC,0,QUEENS,115,1023788,212972,40.751155322000045,-73.85729995999998
209446282,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
209458679,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BRONX,50,1009418,258118,40.87512101100003,-73.90899518299993
209460264,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK HISPANIC,0,BRONX,48,1014821,245523,40.84053447200006,-73.88951565499997
209468692,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,NEW YORK,28,996960,232156,40.803889605000045,-73.95409189299994
209478337,02/12/2020,DISCON: OBSCENE LANGUAGE/GESTURE,240.20-3,Penal Law,DISORDERLY CONDUCT,45-64,M,BLACK,0,BROOKLYN,67,1003821,173650,40.643292346000074,-73.92947953499998
209424405,02/12/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209424393,02/12/2020,EQUIPMENT,375,VTL,VTL,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209424402,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209424390,02/12/2020,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,,,0,NEW YORK,14,986733,211747,40.74788104700008,-73.99104019099997
209487204,02/12/2020,JAYWALKING,4-04,Traffic Regs,TRAFFIC REGS,25-44,M,WHITE HISPANIC,2,NEW YORK,9,989299,202385,40.72218356800005,-73.98178640599998
209516428,02/12/2020,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,BLACK,0,QUEENS,113,1050371,187013,40.67974551400005,-73.76161131599997
209427748,02/12/2020,OTHER TAX LAW,9999,ABC,OTHER ABC,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209554211,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209424401,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,985746,201212,40.71896527800004,-73.99460465899993
209561860,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,BRONX,41,1012060,235815,40.813897919000055,-73.899534336
209420659,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,14,987065,211417,40.74697518000005,-73.98984212599999
209458405,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,BROOKLYN,88,992297,188389,40.68376560900003,-73.97098738499993
209420647,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209420629,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209419161,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209419152,02/12/2020,EQUIPMENT,375,VTL,VTL,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209549288,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,F,BLACK HISPANIC,0,BRONX,44,1004418,244206,40.836949576000045,-73.92711678499995
209487192,02/12/2020,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,<18,M,BLACK,0,BROOKLYN,90,999366,198223,40.71074840200004,-73.94547751299997
209473420,02/12/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,M,BLACK,1,BRONX,40,1007034,236608,40.81608887400005,-73.917688689
209452478,02/12/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,45-64,M,BLACK HISPANIC,1,BRONX,40,1007034,236608,40.81608887400005,-73.917688689
209420652,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209413643,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209424404,02/12/2020,EQUIPMENT,375,VTL,VTL,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209424407,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209424409,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209427738,02/12/2020,RECKLESS DRIVING,1212,VTL,VTL,18-24,M,WHITE HISPANIC,0,BRONX,40,1006520,236780,40.81656227600007,-73.91954506799993
209427742,02/12/2020,UNREGISTERED VEHICLE,401,VTL,VTL,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209442228,02/12/2020,KNIVES; DISPLAYED OUTSIDE CLOTHING/CARRY IN THE OPEN WITHOUT A LAWFUL PURPOSE,10-133(C),,,25-44,M,BLACK,2,BROOKLYN,75,1011940,183369,40.669947198000045,-73.90018374299996
209403475,02/12/2020,UNINSURED TOW TRUCK,20-500(A),,,25-44,M,WHITE HISPANIC,0,BRONX,44,1005847,245702,40.84105228100003,-73.92194773999995
209446284,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
209449539,02/12/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,STATEN ISLAND,120,951610,171560,40.63751722000006,-74.11760587299993
209458669,02/12/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,M,WHITE HISPANIC,1,BRONX,46,1012539,253107,40.86135789900004,-73.89773096099998
209452475,02/12/2020,"LICENSE, OPERATE WITH SUSPENDED/REVOKED/NONE",19-506(D),,,45-64,M,WHITE HISPANIC,0,QUEENS,110,1022767,212000,40.74849193600004,-73.86099053799995
209458999,02/12/2020,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,25-44,M,WHITE,0,NEW YORK,23,999569,227672,40.79157810700008,-73.94467820399994
209460263,02/12/2020,URINATING IN PUBLIC,153.09,Health Code,URINATING,25-44,M,WHITE HISPANIC,1,BRONX,43,1017689,241175,40.82859008200006,-73.87917218299998
209446280,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
209521973,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,BROOKLYN,88,991703,192337,40.69460248300004,-73.97312472899995
209437268,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,72,989519,178298,40.656070154000076,-73.981011557
209427745,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209416240,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209513793,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,F,WHITE HISPANIC,0,BRONX,44,1004418,244206,40.836949576000045,-73.92711678499995
209459000,02/12/2020,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,25-44,M,BLACK,0,QUEENS,103,1039793,195661,40.70355491400005,-73.79967738599998
209419144,02/12/2020,HIGHWAY USE TAX (NYS),1815,Tax Law,VTL,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209419112,02/12/2020,HIGHWAY USE TAX (NYS),1815,Tax Law,VTL,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209419109,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,114,1008339,213768,40.75339572000007,-73.91305595799997
209416227,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,QUEENS,113,1044948,188138,40.682872221000025,-73.78115297499993
209416250,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209427739,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,114,1008339,213768,40.75339572000007,-73.91305595799997
209416252,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209419098,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209419125,02/12/2020,UNREGISTERED VEHICLE,401,VTL,VTL,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209419132,02/12/2020,HIGHWAY USE TAX (NYS),1815,Tax Law,VTL,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209420627,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209420631,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209437269,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,68,977780,165043,40.61968720500005,-74.02330711399996
209431806,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,114,1008339,213768,40.75339572000007,-73.91305595799997
209431800,02/12/2020,TRESPASS,140.05,Penal Law,TRESPASS,45-64,M,BLACK,0,BROOKLYN,79,999507,190206,40.688743368000075,-73.94498708099997
209419134,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209419133,02/12/2020,EQUIPMENT,375,VTL,VTL,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209419106,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,114,1008339,213768,40.75339572000007,-73.91305595799997
209416249,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209413653,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209413651,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209419137,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209419138,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,114,1008339,213768,40.75339572000007,-73.91305595799997
209395407,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,QUEENS,110,1023878,211559,40.74727659500007,-73.85698345699996
209404715,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE,0,QUEENS,115,1015843,211995,40.748505660000035,-73.88597979599997
209419141,02/12/2020,OTHER TRAFFIC REG,9999,ABC,OTHER ABC,UNKNOWN,,,0,QUEENS,114,1008339,213768,40.75339572000007,-73.91305595799997
209419159,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209420630,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209424399,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,985746,201212,40.71896527800004,-73.99460465899993
209419156,02/12/2020,EQUIPMENT,375,VTL,VTL,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209554212,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209487205,02/12/2020,TRESPASS,140.05,Penal Law,TRESPASS,25-44,M,BLACK,2,NEW YORK,10,983541,212486,40.749909735000074,-74.00256033899994
209419146,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209446286,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
209446285,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
209521975,02/12/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,18-24,F,WHITE HISPANIC,1,QUEENS,104,1008918,194147,40.69953927100005,-73.91103806999998
209416237,02/12/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209521982,02/12/2020,DOG: UNLEASHED,161.05,Health Code,DOG,45-64,M,BLACK,2,BROOKLYN,88,990351,192282,40.694452556000044,-73.97800030799993
209544470,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,987641,201042,40.71849814600006,-73.98776857099993
209416245,02/12/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,NEW YORK,5,986556,201482,40.719706190000075,-73.99168250799994
209419100,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209516426,02/12/2020,PICK UP FROM BUS STOP,145-6,Tax Law,TLC,25-44,M,BLACK,0,QUEENS,113,1050371,187013,40.67974551400005,-73.76161131599997
209419129,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209420645,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209455409,02/12/2020,PICK UP FROM BUS STOP,145-6,Tax Law,TLC,25-44,M,BLACK,0,QUEENS,103,1037539,194686,40.70089263400007,-73.80781445899999
209420649,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209698735,02/12/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,F,BLACK,1,NEW YORK,1,981689,199960,40.71552859400003,-74.00923972499999
209446283,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
209446270,02/12/2020,TRESPASS,140.05,Penal Law,TRESPASS,45-64,M,BLACK,0,NEW YORK,14,987472,214939,40.75664204200007,-73.98837157699995
209446263,02/12/2020,AGG. UNLICENSED OPER.,511,VTL,VTL,25-44,F,WHITE HISPANIC,0,BRONX,52,1012721,253539,40.86254302300006,-73.89707115799997
209452479,02/12/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,45-64,M,BLACK,1,BRONX,41,1014468,238156,40.82031539600007,-73.89082460299994
209419157,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209420658,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
209424382,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,114,1008339,213768,40.75339572000007,-73.91305595799997
209424395,02/12/2020,HIGHWAY USE TAX (NYS),1815,Tax Law,VTL,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209446287,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
209473421,02/12/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,M,BLACK,1,BRONX,40,1007034,236608,40.81608887400005,-73.917688689
209419118,02/12/2020,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209424389,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,14,986733,211747,40.74788104700008,-73.99104019099997
209487191,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,U,UNKNOWN,2,BROOKLYN,60,989493,154385,40.59043397700003,-73.981123832
209490880,02/12/2020,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,WHITE HISPANIC,2,NEW YORK,7,986673,199146,40.71329439700002,-73.99126126899995
209458670,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BRONX,50,1009418,258118,40.87512101100003,-73.90899518299993
209458861,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,QUEENS,101,1052788,161189,40.60884608300007,-73.75315955799994
209478340,02/12/2020,DISCON: REFUSE LAWFUL ORDER,240.20-6,Penal Law,DISORDERLY CONDUCT,18-24,M,BLACK,0,BROOKLYN,67,1003730,174756,40.646328278000055,-73.92980424899997
209437270,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,68,977780,165043,40.61968720500005,-74.02330711399996
209442230,02/12/2020,IMPROPER ENTRANCE/EXIT,1050.9,,,18-24,M,BLACK,1,BRONX,40,1004367,234794,40.81111642600007,-73.92732930899997
209446269,02/12/2020,"CROSSWALK/DRIVEWAY/ETC, WITHIN 10 FEET",17-315(E),,,25-44,M,ASIAN / PACIFIC ISLANDER,0,NEW YORK,14,988139,215039,40.75691624800004,-73.98596396999993
209475338,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,NEW YORK,34,1002999,250268,40.85359110900004,-73.93222792599995
209544471,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,987641,201042,40.71849814600006,-73.98776857099993
209424400,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,985746,201212,40.71896527800004,-73.99460465899993
209656885,02/12/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,M,WHITE HISPANIC,1,NEW YORK,19,996551,223272,40.77950599700006,-73.95558550399994
209424412,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030091,215841,40.75899955700004,-73.83453151399993
209519381,02/12/2020,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,65+,M,BLACK,0,BRONX,44,1003608,241656,40.829952373000026,-73.93005138299998
209458415,02/12/2020,SALE OF LOOSE CIGARETTES,17-618,,,18-24,M,ASIAN / PACIFIC ISLANDER,0,BRONX,49,1021797,251427,40.85671228800004,-73.86427086199996
209455408,02/12/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,18-24,M,WHITE HISPANIC,0,BROOKLYN,75,1019038,188849,40.684963502000066,-73.87456841499993
209556618,02/12/2020,FAILURE TO COMPLY WITH SIGN,1-03,Park Regs,PARK REGS,25-44,M,WHITE HISPANIC,2,BRONX,43,1020325,240688,40.82724303400005,-73.86964982999997
209446290,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
209551766,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,987641,201042,40.71849814600006,-73.98776857099993
209416229,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
209446278,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
209478339,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,67,1004498,178597,40.65686926400008,-73.92702519299998
209427737,02/12/2020,FOOD PROTECTION/STORAGE/TRANSP,14-140/3/50,Sanitary Code (NYS),SANITARY CODE,45-64,M,UNKNOWN,0,NEW YORK,14,988086,214920,40.756589647000055,-73.98615534399994
209427747,02/12/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,7,988082,200814,40.71787216100006,-73.98617781499998
209549287,02/12/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,44,1003889,242147,40.83129940700008,-73.92903455299995
209419143,02/12/2020,HIGHWAY USE TAX (NYS),1815,Tax Law,VTL,UNKNOWN,,,0,NEW YORK,10,984935,214998,40.75680454100007,-73.99752892299993
