year_month,direction_code,NZ_area,Count,geo_level,period
2016-09,A,Marlborough Region,1938,Regional council areas,Monthly
2016-10,A,Marlborough Region,1995,Regional council areas,Monthly
2016-11,A,Marlborough Region,1263,Regional council areas,Monthly
2016-12,A,Marlborough Region,918,Regional council areas,Monthly
2017-01,A,Marlborough Region,1392,Regional council areas,Monthly
2017-02,A,Marlborough Region,819,Regional council areas,Monthly
2017-03,A,Marlborough Region,1092,Regional council areas,Monthly
2017-04,A,Marlborough Region,1224,Regional council areas,Monthly
2017-05,A,Marlborough Region,1548,Regional council areas,Monthly
2017-06,A,Marlborough Region,1797,Regional council areas,Monthly
2017-07,A,Marlborough Region,2316,Regional council areas,Monthly
2017-08,A,Marlborough Region,2295,Regional council areas,Monthly
2017-09,A,Marlborough Region,2088,Regional council areas,Monthly
2017-10,A,Marlborough Region,2232,Regional council areas,Monthly
2017-11,A,Marlborough Region,1488,Regional council areas,Monthly
2017-12,A,Marlborough Region,912,Regional council areas,Monthly
2018-01,A,Marlborough Region,1440,Regional council areas,Monthly
2018-02,A,Marlborough Region,888,Regional council areas,Monthly
2018-03,A,Marlborough Region,990,Regional council areas,Monthly
2018-04,A,Marlborough Region,1305,Regional council areas,Monthly
2018-05,A,Marlborough Region,1650,Regional council areas,Monthly
2018-06,A,Marlborough Region,1803,Regional council areas,Monthly
2018-07,A,Marlborough Region,2544,Regional council areas,Monthly
2018-08,A,Marlborough Region,2466,Regional council areas,Monthly
2018-09,A,Marlborough Region,2250,Regional council areas,Monthly
2018-10,A,Marlborough Region,2379,Regional council areas,Monthly
2018-11,A,Marlborough Region,1446,Regional council areas,Monthly
2018-12,A,Marlborough Region,918,Regional council areas,Monthly
2019-01,A,Marlborough Region,1491,Regional council areas,Monthly
2019-02,A,Marlborough Region,918,Regional council areas,Monthly
2019-03,A,Marlborough Region,1209,Regional council areas,Monthly
2019-04,A,Marlborough Region,1329,Regional council areas,Monthly
2019-05,A,Marlborough Region,1827,Regional council areas,Monthly
2019-06,A,Marlborough Region,1953,Regional council areas,Monthly
2014-06,A,Nelson Region,1680,Regional council areas,Monthly
2014-07,A,Nelson Region,2298,Regional council areas,Monthly
2014-08,A,Nelson Region,2304,Regional council areas,Monthly
2014-09,A,Nelson Region,2082,Regional council areas,Monthly
2014-10,A,Nelson Region,2262,Regional council areas,Monthly
2014-11,A,Nelson Region,1662,Regional council areas,Monthly
2014-12,A,Nelson Region,1104,Regional council areas,Monthly
2015-01,A,Nelson Region,1563,Regional council areas,Monthly
2015-02,A,Nelson Region,993,Regional council areas,Monthly
2015-03,A,Nelson Region,1161,Regional council areas,Monthly
2015-04,A,Nelson Region,1533,Regional council areas,Monthly
2015-05,A,Nelson Region,1539,Regional council areas,Monthly
2015-06,A,Nelson Region,1797,Regional council areas,Monthly
2015-07,A,Nelson Region,2337,Regional council areas,Monthly
2015-08,A,Nelson Region,2340,Regional council areas,Monthly
2015-09,A,Nelson Region,2172,Regional council areas,Monthly
2015-10,A,Nelson Region,2415,Regional council areas,Monthly
2015-11,A,Nelson Region,1485,Regional council areas,Monthly
2015-12,A,Nelson Region,1080,Regional council areas,Monthly
2016-01,A,Nelson Region,1653,Regional council areas,Monthly
2016-02,A,Nelson Region,1095,Regional council areas,Monthly
2016-03,A,Nelson Region,1236,Regional council areas,Monthly
2016-04,A,Nelson Region,1503,Regional council areas,Monthly
2016-05,A,Nelson Region,1716,Regional council areas,Monthly
2016-06,A,Nelson Region,1845,Regional council areas,Monthly
2016-07,A,Nelson Region,2415,Regional council areas,Monthly
2016-08,A,Nelson Region,2505,Regional council areas,Monthly
2016-09,A,Nelson Region,2259,Regional council areas,Monthly
2016-10,A,Nelson Region,2559,Regional council areas,Monthly
2016-11,A,Nelson Region,1620,Regional council areas,Monthly
2016-12,A,Nelson Region,1143,Regional council areas,Monthly
2017-01,A,Nelson Region,1851,Regional council areas,Monthly
2017-02,A,Nelson Region,1107,Regional council areas,Monthly
2017-03,A,Nelson Region,1266,Regional council areas,Monthly
2017-04,A,Nelson Region,1707,Regional council areas,Monthly
2017-05,A,Nelson Region,1938,Regional council areas,Monthly
2017-06,A,Nelson Region,1908,Regional council areas,Monthly
2017-07,A,Nelson Region,2685,Regional council areas,Monthly
2017-08,A,Nelson Region,2490,Regional council areas,Monthly
2017-09,A,Nelson Region,2541,Regional council areas,Monthly
2017-10,A,Nelson Region,2712,Regional council areas,Monthly
2017-11,A,Nelson Region,1734,Regional council areas,Monthly
2017-12,A,Nelson Region,1350,Regional council areas,Monthly
2018-01,A,Nelson Region,1989,Regional council areas,Monthly
2018-02,A,Nelson Region,1149,Regional council areas,Monthly
2018-03,A,Nelson Region,1323,Regional council areas,Monthly
2018-04,A,Nelson Region,1737,Regional council areas,Monthly
2018-05,A,Nelson Region,2061,Regional council areas,Monthly
2018-06,A,Nelson Region,2121,Regional council areas,Monthly
2018-07,A,Nelson Region,2934,Regional council areas,Monthly
2018-08,A,Nelson Region,3054,Regional council areas,Monthly
2018-09,A,Nelson Region,2541,Regional council areas,Monthly
2018-10,A,Nelson Region,2841,Regional council areas,Monthly
2018-11,A,Nelson Region,1725,Regional council areas,Monthly
2018-12,A,Nelson Region,1290,Regional council areas,Monthly
2019-01,A,Nelson Region,1962,Regional council areas,Monthly
2019-02,A,Nelson Region,1290,Regional council areas,Monthly
2019-03,A,Nelson Region,1464,Regional council areas,Monthly
2019-04,A,Nelson Region,1944,Regional council areas,Monthly
2019-05,A,Nelson Region,1971,Regional council areas,Monthly
2019-06,A,Nelson Region,2316,Regional council areas,Monthly
2014-06,A,Northland Region,4653,Regional council areas,Monthly
2014-07,A,Northland Region,5799,Regional council areas,Monthly
2014-08,A,Northland Region,5520,Regional council areas,Monthly
2014-09,A,Northland Region,5412,Regional council areas,Monthly
2014-10,A,Northland Region,6603,Regional council areas,Monthly
2014-11,A,Northland Region,4338,Regional council areas,Monthly
2014-12,A,Northland Region,3075,Regional council areas,Monthly
2015-01,A,Northland Region,3921,Regional council areas,Monthly
2015-02,A,Northland Region,2511,Regional council areas,Monthly
2015-03,A,Northland Region,3351,Regional council areas,Monthly
2015-04,A,Northland Region,4173,Regional council areas,Monthly
2015-05,A,Northland Region,4491,Regional council areas,Monthly
2015-06,A,Northland Region,4851,Regional council areas,Monthly
2015-07,A,Northland Region,5913,Regional council areas,Monthly
2015-08,A,Northland Region,6009,Regional council areas,Monthly
2015-09,A,Northland Region,5808,Regional council areas,Monthly
2015-10,A,Northland Region,6690,Regional council areas,Monthly
2015-11,A,Northland Region,4539,Regional council areas,Monthly
2015-12,A,Northland Region,3282,Regional council areas,Monthly
2016-01,A,Northland Region,4143,Regional council areas,Monthly
2016-02,A,Northland Region,2856,Regional council areas,Monthly
2016-03,A,Northland Region,3435,Regional council areas,Monthly
2016-04,A,Northland Region,4461,Regional council areas,Monthly
2016-05,A,Northland Region,5208,Regional council areas,Monthly
2016-06,A,Northland Region,5187,Regional council areas,Monthly
2016-07,A,Northland Region,6489,Regional council areas,Monthly
2016-08,A,Northland Region,6591,Regional council areas,Monthly
2016-09,A,Northland Region,6087,Regional council areas,Monthly
2016-10,A,Northland Region,6999,Regional council areas,Monthly
2016-11,A,Northland Region,4905,Regional council areas,Monthly
2016-12,A,Northland Region,3429,Regional council areas,Monthly
2017-01,A,Northland Region,4803,Regional council areas,Monthly
2017-02,A,Northland Region,3159,Regional council areas,Monthly
2017-03,A,Northland Region,3771,Regional council areas,Monthly
2017-04,A,Northland Region,4776,Regional council areas,Monthly
2017-05,A,Northland Region,5163,Regional council areas,Monthly
2017-06,A,Northland Region,5445,Regional council areas,Monthly
2017-07,A,Northland Region,7104,Regional council areas,Monthly
2017-08,A,Northland Region,6951,Regional council areas,Monthly
2017-09,A,Northland Region,6942,Regional council areas,Monthly
2017-10,A,Northland Region,7926,Regional council areas,Monthly
2017-11,A,Northland Region,5241,Regional council areas,Monthly
2017-12,A,Northland Region,3684,Regional council areas,Monthly
2018-01,A,Northland Region,5001,Regional council areas,Monthly
2018-02,A,Northland Region,3063,Regional council areas,Monthly
2018-03,A,Northland Region,3720,Regional council areas,Monthly
2018-04,A,Northland Region,4827,Regional council areas,Monthly
2018-05,A,Northland Region,5643,Regional council areas,Monthly
2018-06,A,Northland Region,5826,Regional council areas,Monthly
2018-07,A,Northland Region,7707,Regional council areas,Monthly
2018-08,A,Northland Region,7590,Regional council areas,Monthly
2018-09,A,Northland Region,7206,Regional council areas,Monthly
2018-10,A,Northland Region,8088,Regional council areas,Monthly
2018-11,A,Northland Region,5211,Regional council areas,Monthly
2018-12,A,Northland Region,4059,Regional council areas,Monthly
2019-01,A,Northland Region,4863,Regional council areas,Monthly
2019-02,A,Northland Region,3144,Regional council areas,Monthly
2019-03,A,Northland Region,4152,Regional council areas,Monthly
2019-04,A,Northland Region,5301,Regional council areas,Monthly
2019-05,A,Northland Region,5961,Regional council areas,Monthly
2019-06,A,Northland Region,6021,Regional council areas,Monthly
2014-06,A,Not stated,9207,Not stated,Monthly
2014-07,A,Not stated,10989,Not stated,Monthly
2014-08,A,Not stated,10461,Not stated,Monthly
2014-09,A,Not stated,10437,Not stated,Monthly
2014-10,A,Not stated,11970,Not stated,Monthly
2014-11,A,Not stated,9090,Not stated,Monthly
2014-12,A,Not stated,6258,Not stated,Monthly
2015-01,A,Not stated,10692,Not stated,Monthly
2015-02,A,Not stated,6552,Not stated,Monthly
2015-03,A,Not stated,7833,Not stated,Monthly
2015-04,A,Not stated,8991,Not stated,Monthly
2015-05,A,Not stated,9129,Not stated,Monthly
2015-06,A,Not stated,9822,Not stated,Monthly
2015-07,A,Not stated,11766,Not stated,Monthly
2015-08,A,Not stated,11571,Not stated,Monthly
2015-09,A,Not stated,10761,Not stated,Monthly
2015-10,A,Not stated,12723,Not stated,Monthly
2015-11,A,Not stated,9453,Not stated,Monthly
2015-12,A,Not stated,6441,Not stated,Monthly
2016-01,A,Not stated,11349,Not stated,Monthly
2016-02,A,Not stated,7317,Not stated,Monthly
2016-03,A,Not stated,7863,Not stated,Monthly
2016-04,A,Not stated,8970,Not stated,Monthly
2016-05,A,Not stated,10416,Not stated,Monthly
2016-06,A,Not stated,10542,Not stated,Monthly
2016-07,A,Not stated,12735,Not stated,Monthly
2016-08,A,Not stated,12345,Not stated,Monthly
2016-09,A,Not stated,11877,Not stated,Monthly
2016-10,A,Not stated,14211,Not stated,Monthly
2016-11,A,Not stated,10191,Not stated,Monthly
2016-12,A,Not stated,7101,Not stated,Monthly
2017-01,A,Not stated,12621,Not stated,Monthly
2017-02,A,Not stated,8355,Not stated,Monthly
2017-03,A,Not stated,8445,Not stated,Monthly
2017-04,A,Not stated,10128,Not stated,Monthly
2017-05,A,Not stated,10248,Not stated,Monthly
2017-06,A,Not stated,10860,Not stated,Monthly
2017-07,A,Not stated,14064,Not stated,Monthly
2017-08,A,Not stated,12546,Not stated,Monthly
2017-09,A,Not stated,12507,Not stated,Monthly
2017-10,A,Not stated,15093,Not stated,Monthly
2017-11,A,Not stated,9948,Not stated,Monthly
2017-12,A,Not stated,7077,Not stated,Monthly
2018-01,A,Not stated,13377,Not stated,Monthly
2018-02,A,Not stated,7656,Not stated,Monthly
2018-03,A,Not stated,8346,Not stated,Monthly
2018-04,A,Not stated,10308,Not stated,Monthly
2018-05,A,Not stated,10638,Not stated,Monthly
2018-06,A,Not stated,11637,Not stated,Monthly
2018-07,A,Not stated,16053,Not stated,Monthly
2018-08,A,Not stated,13965,Not stated,Monthly
2018-09,A,Not stated,13662,Not stated,Monthly
2018-10,A,Not stated,15978,Not stated,Monthly
2018-11,A,Not stated,11028,Not stated,Monthly
2018-12,A,Not stated,8196,Not stated,Monthly
2019-01,A,Not stated,16257,Not stated,Monthly
2019-02,A,Not stated,5676,Not stated,Monthly
2019-03,A,Not stated,5352,Not stated,Monthly
2019-04,A,Not stated,6702,Not stated,Monthly
2019-05,A,Not stated,6810,Not stated,Monthly
2019-06,A,Not stated,15222,Not stated,Monthly
2014-06,A,Otago Region,8565,Regional council areas,Monthly
2014-07,A,Otago Region,11031,Regional council areas,Monthly
2014-08,A,Otago Region,8934,Regional council areas,Monthly
2014-09,A,Otago Region,8178,Regional council areas,Monthly
2014-10,A,Otago Region,9612,Regional council areas,Monthly
2014-11,A,Otago Region,7080,Regional council areas,Monthly
2014-12,A,Otago Region,5400,Regional council areas,Monthly
2015-01,A,Otago Region,9027,Regional council areas,Monthly
2015-02,A,Otago Region,5436,Regional council areas,Monthly
2015-03,A,Otago Region,5850,Regional council areas,Monthly
2015-04,A,Otago Region,7359,Regional council areas,Monthly
2015-05,A,Otago Region,7224,Regional council areas,Monthly
2015-06,A,Otago Region,9234,Regional council areas,Monthly
2015-07,A,Otago Region,11730,Regional council areas,Monthly
2015-08,A,Otago Region,9558,Regional council areas,Monthly
2015-09,A,Otago Region,8292,Regional council areas,Monthly
2015-10,A,Otago Region,10218,Regional council areas,Monthly
2015-11,A,Otago Region,7530,Regional council areas,Monthly
2015-12,A,Otago Region,5661,Regional council areas,Monthly
2016-01,A,Otago Region,9516,Regional council areas,Monthly
2016-02,A,Otago Region,5640,Regional council areas,Monthly
2016-03,A,Otago Region,5820,Regional council areas,Monthly
2016-04,A,Otago Region,7335,Regional council areas,Monthly
2016-05,A,Otago Region,8034,Regional council areas,Monthly
2016-06,A,Otago Region,9234,Regional council areas,Monthly
2016-07,A,Otago Region,12135,Regional council areas,Monthly
2016-08,A,Otago Region,10320,Regional council areas,Monthly
2016-09,A,Otago Region,9129,Regional council areas,Monthly
2016-10,A,Otago Region,11280,Regional council areas,Monthly
2016-11,A,Otago Region,7764,Regional council areas,Monthly
2016-12,A,Otago Region,6312,Regional council areas,Monthly
2017-01,A,Otago Region,9990,Regional council areas,Monthly
2017-02,A,Otago Region,6459,Regional council areas,Monthly
2017-03,A,Otago Region,6561,Regional council areas,Monthly
2017-04,A,Otago Region,8421,Regional council areas,Monthly
2017-05,A,Otago Region,8757,Regional council areas,Monthly
2017-06,A,Otago Region,9906,Regional council areas,Monthly
2017-07,A,Otago Region,13305,Regional council areas,Monthly
2017-08,A,Otago Region,10548,Regional council areas,Monthly
2017-09,A,Otago Region,9621,Regional council areas,Monthly
2017-10,A,Otago Region,12111,Regional council areas,Monthly
2017-11,A,Otago Region,8295,Regional council areas,Monthly
2017-12,A,Otago Region,6636,Regional council areas,Monthly
2018-01,A,Otago Region,10929,Regional council areas,Monthly
2018-02,A,Otago Region,6549,Regional council areas,Monthly
