Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
23636,07/29/2010,08/27/2010,2010,Industrial/commercial   Equipment Noise,20814
6914,03/10/1997,05/07/1997,1997,Residential   Construction/repair/demolition,
22648,11/12/2009,11/25/2009,2009,Industrial/commercial  construction/repair/demolit,20902
20172345,10/09/2017,10/10/2017,2017,Industrial/commercial   Electrical Amp Equip,20852
21704,05/07/2009,07/01/2009,2009,Residential   El  Amplification Equip,20817
1991920261,08/26/1991,09/11/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
20652,07/28/2008,10/10/2008,2008,Waiver Request,20910
18056,08/15/2006,08/29/2006,2006,Residential   Motor Vehicle Noise,20882
20192702,11/18/2019,11/19/2019,2019,Industrial/commercial   Equipment Noise,20910
20131073,08/26/2013,09/16/2013,2013,Residential Muti Tenant Dwelling,20906
24462,03/04/2011,04/25/2011,2011,Residential Muti Tenant Dwelling,20874
23353,05/17/2010,07/06/2010,2010,Residential House/yard,20874
20162442,11/07/2016,11/22/2016,2016,Industrial/commercial   Electrical Amp Equip,20832
20192077,07/09/2019,07/19/2019,2019,Industrial/commercial   Equipment Noise,20852
2128,06/07/2001,06/14/2001,2001,Industrial/commercial  construction/repair/demolit,20815
20151935,07/16/2015,08/06/2015,2015,Residential Muti Tenant Dwelling,20906
20162401,10/27/2016,11/04/2016,2016,Industrial/commercial   Equipment Noise,20902
25658,11/08/2011,02/28/2012,2011,Industrial/commercial   Equipment Noise,20910
1909,07/09/2001,07/30/2001,2001,Industrial/commercial  construction/repair/demolit,20854
20456,06/09/2008,06/18/2008,2008,Residential   Construction/repair/demolition,20901
16731,09/07/2005,09/29/2005,2005,Industrial/commercial  construction/repair/demolit,20815
17020,12/08/2005,10/19/2006,2005,Residential   Construction/repair/demolition,20816
24035,11/01/2010,12/17/2010,2010,Waiver Request,20850
6302,09/09/1996,11/26/1996,1996,Residential House/yard,
5315,01/23/1996,02/12/1996,1996,Industrial/commercial   Equipment Noise,20850
20161883,07/05/2016,08/03/2016,2016,Industrial/commercial   heat Pump/ac Noise,20912
6135,07/25/1996,08/01/1996,1996,Industrial/commercial  construction/repair/demolit,20878
8463,07/14/1999,07/26/1999,1999,Industrial/commercial  construction/repair/demolit,20895
1801,06/13/2001,06/28/2001,2001,Industrial/commercial  construction/repair/demolit,20878
20162321,10/07/2016,10/18/2016,2016,Residential Muti Tenant Dwelling,20874
23123,03/31/2010,04/08/2010,2010,Industrial/commercial  construction/repair/demolit,20861
1992930378,09/25/1992,09/25/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
20151618,05/08/2015,06/24/2015,2015,Residential   El  Amplification Equip,20877
20161214,03/09/2016,05/17/2016,2016,Industrial/commercial   Equipment Noise,
13487,09/23/2003,04/05/2004,2003,Industrial/commercial   Equipment Noise,20895
20201049,01/13/2020,03/27/2020,2020,Waiver Request,20814
26481,06/05/2012,08/01/2012,2012,Residential   Construction/repair/demolition,20901
1990910400,10/16/1990,11/16/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
9997,06/02/1998,06/22/1998,1998,Residential   Motor Vehicle Noise,20905
20182643,12/17/2018,05/19/2019,2018,Waiver Request,20910
1602,03/12/2001,07/31/2001,2001,Industrial/commercial  construction/repair/demolit,20815
20162332,10/10/2016,11/04/2016,2016,Residential   Construction/repair/demolition,20878
20287,04/30/2008,06/23/2008,2008,Residential   El  Amplification Equip,20854
8913,08/10/1999,08/10/1999,1999,Industrial/commercial   Electrical Amp Equip,20872
5988,06/25/1996,08/01/1996,1996,Residential   Motor Vehicle Noise,
20171500,05/01/2017,05/08/2017,2017,Residential House/yard,20854
20182003,07/09/2018,07/26/2018,2018,Residential House/yard,20905
21829,06/08/2009,07/15/2009,2009,Residential   El  Amplification Equip,20903
20181398,03/29/2018,04/11/2018,2018,Industrial/commercial  construction/repair/demolit,20902
7820,09/08/1997,09/29/1997,1997,Residential   El  Amplification Equip,20876
24834,05/09/2011,05/25/2011,2011,Industrial/commercial   Equipment Noise,20832
20192079,07/10/2019,07/22/2019,2019,Residential Muti Tenant Dwelling,20854
20171380,04/06/2017,06/20/2017,2017,Industrial/commercial   Equipment Noise,20833
20191292,03/12/2019,04/23/2019,2019,Residential House/yard,20854
8978,09/01/1999,09/15/1999,1999,Industrial/commercial   Equipment Noise,20910
20171955,07/05/2017,08/03/2017,2017,Residential   Construction/repair/demolition,20906
2014366,03/21/2014,08/28/2014,2014,Industrial/commercial  construction/repair/demolit,20814
20151156,03/04/2015,04/22/2015,2015,Residential Muti Tenant Dwelling,20832
20152051,08/12/2015,08/12/2015,2015,Residential   Construction/repair/demolition,
20162351,10/13/2016,11/07/2016,2016,Residential   Mechanical,20814
638,06/26/2000,07/13/2000,2000,Industrial/commercial  construction/repair/demolit,20850
20182593,12/07/2018,12/10/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20815
20171305,03/21/2017,03/21/2017,2017,Industrial/commercial  construction/repair/demolit,20817
16455,06/22/2005,09/19/2005,2005,Information Request,20879
10339,08/18/1998,09/08/1998,1998,Industrial/commercial  construction/repair/demolit,20866
2013109,01/18/2013,02/01/2013,2013,Residential   El  Amplification Equip,20886
18046,08/11/2006,10/02/2006,2006,Residential   El  Amplification Equip,20886
20568,07/07/2008,08/07/2008,2008,Residential   El  Amplification Equip,20815
2014343,03/13/2014,06/25/2014,2014,Industrial/commercial  construction/repair/demolit,20902
20192503,10/07/2019,02/21/2020,2019,Waiver Request,20814
23352,05/17/2010,06/25/2010,2010,Residential   El  Amplification Equip,20816
20141630,12/24/2014,12/26/2014,2014,Industrial/commercial  construction/repair/demolit,20815
20171248,03/03/2017,01/17/2018,2017,Waiver Request,20910
20181418,04/05/2018,09/04/2018,2018,Residential   El  Amplification Equip,20876
2159,08/06/2001,05/03/2002,2001,Industrial/commercial   Electrical Amp Equip,20886
19974,02/08/2008,02/13/2008,2008,Industrial/commercial  construction/repair/demolit,20906
23216,04/16/2010,11/22/2010,2010,Residential   Mechanical,20886
16882,11/02/2005,11/08/2005,2005,Residential   Mechanical,20854
1837,07/16/2001,10/19/2001,2001,Industrial/commercial  construction/repair/demolit,20854
22783,12/23/2009,01/19/2010,2009,Residential   El  Amplification Equip,20910
20131412,11/22/2013,12/06/2013,2013,Residential   Mechanical,
20192644,11/05/2019,12/11/2019,2019,Residential   Construction/repair/demolition,20871
5712,04/23/1996,05/09/1996,1996,Industrial/commercial   Equipment Noise,
9303,12/08/1999,03/03/2000,1999,Industrial/commercial   Equipment Noise,20854
20131152,09/12/2013,10/08/2013,2013,Industrial/commercial   Equipment Noise,20817
23980,10/20/2010,12/16/2010,2010,Industrial/commercial   Equipment Noise,20902
24364,02/10/2011,03/23/2011,2011,Residential Muti Tenant Dwelling,20853
20192764,12/04/2019,01/08/2020,2019,Residential Muti Tenant Dwelling,20886
1990910534,11/19/1990,12/18/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
20152526,12/09/2015,12/28/2015,2015,Noise Industrial/commercial   Leaf Blower Noise,20910
25126,06/21/2011,04/11/2012,2011,Industrial/commercial   Equipment Noise,20850
21469,03/18/2009,04/20/2009,2009,Residential   Construction/repair/demolition,20879
24194,12/08/2010,04/01/2011,2010,Waiver Request,20910
20171287,03/15/2017,04/13/2017,2017,Residential Muti Tenant Dwelling,20910
2254,09/21/2001,10/10/2001,2001,Industrial/commercial   Equipment Noise,20815
8403,01/08/1999,06/28/1999,1999,Residential   El  Amplification Equip,20886
16817,10/10/2005,10/24/2005,2005,Industrial/commercial   Equipment Noise,20910
7705,08/14/1997,09/18/1997,1997,Residential   Motor Vehicle Noise,20906
20192363,09/12/2019,09/23/2019,2019,Waiver Request,20910
1990910015,07/06/1990,08/08/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
20151758,06/10/2015,08/28/2015,2015,Industrial/commercial   Electrical Amp Equip,20910
20171474,04/24/2017,08/22/2017,2017,Residential Muti Tenant Dwelling,20874
5715,04/23/1996,07/31/1996,1996,Industrial/commercial   Equipment Noise,
20171667,06/06/2017,08/31/2017,2017,Residential   El  Amplification Equip,20901
5251,01/02/1996,02/09/1996,1996,Industrial/commercial   Equipment Noise,
27181,10/23/2012,06/18/2013,2012,Waiver Request,20852
20181089,01/29/2018,02/12/2018,2018,Residential   Construction/repair/demolition,20814
20131266,10/16/2013,01/22/2014,2013,Industrial/commercial  construction/repair/demolit,20814
20161306,04/01/2016,04/29/2016,2016,Residential Muti Tenant Dwelling,20854
8557,03/23/1999,03/28/2000,1999,Residential House/yard,20853
20201354,03/17/2020,04/06/2020,2020,Residential Muti Tenant Dwelling,20852
2541,09/10/2001,09/21/2001,2001,Industrial/commercial   Equipment Noise,20817
20650,07/28/2008,07/28/2008,2008,Residential   Motor Vehicle Noise,
16604,07/27/2005,09/16/2005,2005,Industrial/commercial   Equipment Noise,20901
17735,06/01/2006,06/07/2006,2006,Industrial/commercial  construction/repair/demolit,20817
7972,12/26/1997,01/15/1998,1997,Industrial/commercial   Equipment Noise,20815
1990900748,03/07/1990,03/21/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
23974,10/19/2010,11/17/2010,2010,Residential   Mechanical,20861
4963,10/02/1995,11/07/1995,1995,Industrial/commercial   Equipment Noise,
6140,07/26/1996,08/12/1996,1996,Project   Community Noise Survey,
20182232,09/05/2018,11/06/2018,2018,Industrial/commercial   heat Pump/ac Noise,20910
21559,04/07/2009,09/28/2009,2009,Industrial/commercial   Equipment Noise,20842
20171053,01/17/2017,02/13/2017,2017,Residential   El  Amplification Equip,20817
8128,01/19/1999,02/17/1999,1999,Industrial/commercial   Equipment Noise,20814
3795,06/20/1995,07/05/1995,1995,Residential   Motor Vehicle Noise,
13209,07/28/2003,12/11/2003,2003,Residential   El  Amplification Equip,20879
20192836,12/26/2019,01/27/2020,2019,Industrial/commercial   Refuse Noise Collection,20815
24042,11/01/2010,04/10/2013,2010,Industrial/commercial   Equipment Noise,20832
20161040,01/11/2016,05/20/2016,2016,Waiver Request,20815
7046,04/01/1997,04/30/1997,1997,Residential   Construction/repair/demolition,20906
20141154,08/26/2014,04/07/2015,2014,Residential Muti Tenant Dwelling,20886
20182353,10/02/2018,11/14/2018,2018,Residential Muti Tenant Dwelling,20853
7877,09/23/1997,11/05/1997,1997,Industrial/commercial  construction/repair/demolit,20874
20162256,09/20/2016,11/09/2016,2016,Waiver Request,20904
22292,08/28/2009,09/17/2009,2009,Residential   El  Amplification Equip,20906
2013329,03/26/2013,06/18/2013,2013,Waiver Request,20910
25840,12/23/2011,11/16/2012,2011,Industrial/commercial  construction/repair/demolit,20850
25634,10/31/2011,11/28/2011,2011,Residential Muti Tenant Dwelling,20906
20526,06/25/2008,07/10/2008,2008,Residential   El  Amplification Equip,20861
8502,04/01/1999,05/03/1999,1999,Residential House/yard,20901
20182442,10/25/2018,02/12/2019,2018,Waiver Request,20910
1992930257,09/01/1992,09/01/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
12855,05/20/2003,08/08/2003,2003,Residential   Mechanical,20815
20192844,12/30/2019,04/03/2020,2019,Residential   Construction/repair/demolition,20817
22550,10/21/2009,11/10/2009,2009,Residential   Construction/repair/demolition,20816
17563,04/19/2006,05/31/2006,2006,Industrial/commercial  construction/repair/demolit,20854
20171636,05/30/2017,06/19/2017,2017,Residential House/yard,20832
450,05/11/2000,06/13/2000,2000,Residential   Construction/repair/demolition,20904
5075,09/27/1995,03/31/1996,1995,Residential House/yard,20872
20171315,03/23/2017,04/03/2017,2017,Residential   Construction/repair/demolition,20850
20152011,08/03/2015,08/17/2015,2015,Industrial/commercial  construction/repair/demolit,20815
25532,10/05/2011,11/29/2011,2011,Residential Muti Tenant Dwelling,20855
7331,05/27/1997,06/16/1997,1997,Residential House/yard,20874
20152594,12/29/2015,02/15/2017,2015,Industrial/commercial   Refuse Noise Collection,20814
25112,06/17/2011,06/22/2011,2011,Waiver Request,
20192057,07/03/2019,09/09/2019,2019,Residential   El  Amplification Equip,20886
24983,05/23/2011,07/13/2011,2011,Industrial/commercial   Equipment Noise,20854
2381,07/19/2001,07/30/2001,2001,Industrial/commercial  construction/repair/demolit,20850
20161404,04/26/2016,05/31/2016,2016,Industrial/commercial   Equipment Noise,20850
13280,08/12/2003,06/30/2004,2003,Industrial/commercial  construction/repair/demolit,20910
20171103,02/02/2017,07/18/2017,2017,Industrial/commercial  construction/repair/demolit,20910
15593,11/29/2004,12/14/2004,2004,Residential   Construction/repair/demolition,20860
7710,08/15/1997,09/03/1997,1997,Industrial/commercial   Equipment Noise,20852
20182041,07/16/2018,09/04/2018,2018,Residential   El  Amplification Equip,20854
25526,10/03/2011,10/27/2011,2011,Industrial/commercial   Equipment Noise,20852
7713,08/19/1997,09/11/1997,1997,Residential   El  Amplification Equip,20906
1990900543,01/05/1990,01/29/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
9599,03/06/1998,04/22/1998,1998,Residential House/yard,20906
4262,04/11/1995,04/26/1995,1995,Industrial/commercial   Equipment Noise,20817
23780,09/02/2010,12/17/2010,2010,Waiver Request,
25841,12/23/2011,01/23/2012,2011,Industrial/commercial  construction/repair/demolit,20902
2112,06/04/2001,07/05/2001,2001,Industrial/commercial   Equipment Noise,20853
20162007,07/28/2016,10/17/2016,2016,Industrial/commercial  construction/repair/demolit,20814
5846,05/20/1996,08/30/1996,1996,Industrial/commercial   Equipment Noise,
367,04/13/2000,10/23/2000,2000,Industrial/commercial  construction/repair/demolit,20814
17880,07/06/2006,08/28/2006,2006,Residential House/yard,20841
20131452,12/02/2013,02/26/2014,2013,Industrial/commercial   Equipment Noise,20850
9892,05/12/1998,03/05/1999,1998,Industrial/commercial   Equipment Noise,20854
2014127,01/13/2014,03/14/2014,2014,Industrial/commercial   Equipment Noise,20879
18519,12/28/2006,03/04/2008,2006,Industrial/commercial  construction/repair/demolit,20814
4173,03/21/1995,04/11/1995,1995,Industrial/commercial   Equipment Noise,
7071,04/03/1997,04/23/1997,1997,Industrial/commercial   Equipment Noise,
20181894,06/11/2018,06/25/2018,2018,Residential   Construction/repair/demolition,20815
2014587,04/28/2014,04/29/2014,2014,Industrial/commercial   Electrical Amp Equip,20815
2013854,06/26/2013,07/09/2013,2013,Residential   Construction/repair/demolition,20882
1989900299,09/21/1989,01/12/1990,1989,Industrial/commercial   Refuse Noise Collection,
15323,09/27/2004,09/27/2004,2004,Information Request,20910
2014902,06/23/2014,08/11/2014,2014,Waiver Request,20814
17719,05/31/2006,06/01/2006,2006,Industrial/commercial  construction/repair/demolit,20814
1989900010,06/30/1989,07/12/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
20152506,12/07/2015,01/05/2016,2015,Residential   El  Amplification Equip,20874
9134,10/12/1999,11/10/1999,1999,Industrial/commercial   Electrical Amp Equip,20910
20182365,10/03/2018,10/10/2018,2018,Industrial/commercial   Equipment Noise,20904
16336,05/24/2005,05/24/2005,2005,Industrial/commercial  construction/repair/demolit,20816
24772,05/02/2011,12/09/2011,2011,Industrial/commercial   Equipment Noise,20876
20191716,05/06/2019,09/09/2019,2019,Industrial/commercial   Refuse Noise Collection,20874
8818,07/09/1999,05/11/2000,1999,Residential House/yard,20853
20187,04/09/2008,04/15/2008,2008,Industrial/commercial  construction/repair/demolit,20852
6589,08/22/1996,12/09/1996,1996,Industrial/commercial   Equipment Noise,
20182644,12/17/2018,03/07/2019,2018,Waiver Request,20902
12793,05/09/2003,07/03/2003,2003,Residential   Mechanical,20906
25300,08/03/2011,11/25/2011,2011,Industrial/commercial   Electrical Amp Equip,20868
20141437,11/03/2014,12/15/2014,2014,Residential   Mechanical,20910
20192429,09/23/2019,11/05/2019,2019,Residential Muti Tenant Dwelling,20895
1075,10/06/2000,10/24/2000,2000,Industrial/commercial  construction/repair/demolit,
4106,02/27/1995,03/13/1995,1995,Industrial/commercial   Electrical Amp Equip,
20162309,10/04/2016,10/17/2016,2016,Residential   Construction/repair/demolition,20895
20131528,12/18/2013,04/08/2014,2013,Waiver Request,20850
1025,10/02/2000,01/08/2001,2000,Industrial/commercial   Equipment Noise,20904
8473,08/26/1999,05/02/2000,1999,Industrial/commercial  construction/repair/demolit,20814
20201275,03/02/2020,,2020,Residential Muti Tenant Dwelling,20872
20172162,08/29/2017,09/19/2017,2017,Residential   El  Amplification Equip,20874
22506,10/08/2009,11/12/2009,2009,Residential   Motor Vehicle Noise,
7132,04/22/1997,04/29/1997,1997,Industrial/commercial  construction/repair/demolit,20814
20191077,01/25/2019,05/07/2019,2019,Residential Muti Tenant Dwelling,20904
20162546,12/02/2016,12/15/2016,2016,Residential Muti Tenant Dwelling,20876
9013,10/18/1999,10/24/1999,1999,Industrial/commercial   Equipment Noise,20814
20151884,07/08/2015,07/20/2015,2015,Residential House/yard,20882
20151724,06/01/2015,06/23/2015,2015,Residential House/yard,20833
20131010,08/02/2013,08/23/2013,2013,Residential Muti Tenant Dwelling,20817
20182612,12/10/2018,01/11/2019,2018,Residential   El  Amplification Equip,20872
9390,01/12/1998,04/13/1998,1998,Residential House/yard,20853
15850,01/25/2005,01/27/2005,2005,Industrial/commercial   Equipment Noise,20910
13885,12/02/2003,07/09/2004,2003,Industrial/commercial  construction/repair/demolit,20814
26618,07/05/2012,07/23/2012,2012,Industrial/commercial   Equipment Noise,20905
25352,08/19/2011,09/19/2011,2011,Residential   Motor Vehicle Noise,
20192065,07/05/2019,07/22/2019,2019,Residential   El  Amplification Equip,20879
20162115,08/18/2016,09/01/2016,2016,Residential Muti Tenant Dwelling,20877
18129,09/07/2006,01/18/2007,2006,Industrial/commercial   heat Pump/ac Noise,20910
10613,10/12/1998,11/19/1998,1998,Industrial/commercial   Equipment Noise,20814
20182673,12/27/2018,01/31/2019,2018,Residential   El  Amplification Equip,20902
9539,02/19/1998,05/19/1998,1998,Industrial/commercial   Equipment Noise,20842
1989900278,09/14/1989,09/25/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,20910
2786,11/02/2001,12/03/2001,2001,Industrial/commercial  construction/repair/demolit,20854
21086,12/02/2008,12/16/2008,2008,Residential   Motor Vehicle Noise,20879
19807,12/14/2007,01/22/2008,2007,Industrial/commercial  construction/repair/demolit,
23209,04/14/2010,04/30/2010,2010,Residential   Construction/repair/demolition,20817
17373,03/09/2006,03/27/2006,2006,Residential   Construction/repair/demolition,20816
20172561,12/04/2017,12/28/2017,2017,Industrial/commercial  construction/repair/demolit,20814
23583,07/15/2010,08/09/2010,2010,Industrial/commercial  construction/repair/demolit,20910
20201239,02/24/2020,,2020,Industrial/commercial   Refuse Noise Collection,20852
9443,01/20/1998,02/11/1998,1998,Residential House/yard,20816
20171254,03/06/2017,06/20/2017,2017,Industrial/commercial   Refuse Noise Collection,20854
373,04/18/2000,10/10/2000,2000,Industrial/commercial  construction/repair/demolit,20815
18196,09/28/2006,01/17/2007,2006,Industrial/commercial  construction/repair/demolit,20853
20348,05/13/2008,06/23/2008,2008,Residential   El  Amplification Equip,20904
20172413,10/26/2017,09/19/2018,2017,Industrial/commercial   Refuse Noise Collection,20852
27263,11/09/2012,11/30/2012,2012,Residential   Construction/repair/demolition,20879
20661,07/29/2008,08/04/2008,2008,Residential   El  Amplification Equip,
20192091,07/12/2019,09/10/2019,2019,Residential   Construction/repair/demolition,20817
12838,05/16/2003,07/18/2003,2003,Industrial/commercial   Electrical Amp Equip,20814
19930,01/29/2008,02/11/2008,2008,Residential   Construction/repair/demolition,20895
905,08/28/2000,10/03/2000,2000,Industrial/commercial   Equipment Noise,
20131474,12/06/2013,04/07/2014,2013,Waiver Request,20814
728,07/12/2000,07/20/2000,2000,Residential   Motor Vehicle Noise,20816
141,02/10/2000,04/12/2000,2000,Residential   Construction/repair/demolition,20910
4401,05/08/1995,08/14/1995,1995,Industrial/commercial  construction/repair/demolit,
20192236,08/09/2019,10/30/2019,2019,Industrial/commercial  construction/repair/demolit,20910
323,04/04/2000,04/26/2000,2000,Industrial/commercial   Electrical Amp Equip,20814
14085,01/27/2004,10/13/2004,2004,Residential   El  Amplification Equip,20879
11301,04/09/2002,05/07/2002,2002,Industrial/commercial  construction/repair/demolit,20833
20181532,04/13/2018,04/27/2018,2018,Industrial/commercial   Refuse Noise Collection,20851
10429,09/09/1998,10/14/1998,1998,Industrial/commercial   Equipment Noise,20878
8196,05/12/1999,04/18/2000,1999,Industrial/commercial   Electrical Amp Equip,20850
26289,04/20/2012,05/22/2012,2012,Residential   El  Amplification Equip,20904
9199,11/02/1999,11/11/1999,1999,Industrial/commercial  construction/repair/demolit,20902
2190,06/26/2001,07/10/2001,2001,Industrial/commercial  construction/repair/demolit,20854
20131165,09/16/2013,04/11/2014,2013,Residential   El  Amplification Equip,20874
20182237,09/06/2018,02/21/2019,2018,Industrial/commercial   Refuse Noise Collection,20832
16935,11/17/2005,12/22/2005,2005,Industrial/commercial  construction/repair/demolit,20910
20227,04/16/2008,04/25/2008,2008,Industrial/commercial   Equipment Noise,20814
560,06/06/2000,09/15/2000,2000,Industrial/commercial  construction/repair/demolit,20874
1614,03/02/2001,10/30/2001,2001,Residential   Motor Vehicle Noise,20854
1989900051,07/17/1989,08/28/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
2474,08/29/2001,10/16/2001,2001,Industrial/commercial   Equipment Noise,20853
17480,04/03/2006,04/06/2006,2006,Industrial/commercial   Equipment Noise,20774
22794,12/31/2009,02/19/2010,2009,Residential   El  Amplification Equip,20901
8343,04/28/1999,04/27/2000,1999,Industrial/commercial  construction/repair/demolit,20814
2013371,04/09/2013,05/13/2013,2013,Industrial/commercial   Electrical Amp Equip,20876
20171263,03/08/2017,04/21/2017,2017,Residential   Construction/repair/demolition,20904
12883,05/05/2003,05/06/2003,2003,Information Request,
762,07/31/2000,10/04/2000,2000,Residential House/yard,20886
8914,08/10/1999,08/24/1999,1999,Industrial/commercial   Equipment Noise,20842
646,06/28/2000,08/04/2000,2000,Industrial/commercial   Equipment Noise,20814
20201518,04/06/2020,05/04/2020,2020,Residential   Construction/repair/demolition,20852
20201600,04/16/2020,04/16/2020,2020,Noise Industrial/commercial   Leaf Blower Noise,20814
20131310,10/24/2013,11/12/2013,2013,Industrial/commercial  construction/repair/demolit,20877
24575,03/28/2011,06/07/2011,2011,Industrial/commercial   Electrical Amp Equip,20814
3996,01/05/1995,02/17/1995,1995,Residential   Motor Vehicle Noise,
20182404,10/15/2018,10/17/2018,2018,Industrial/commercial  construction/repair/demolit,20814
6051,07/08/1996,08/01/1996,1996,Industrial/commercial   Equipment Noise,20814
20182069,07/20/2018,10/09/2018,2018,Waiver Request,20910
5418,02/28/1996,03/12/1996,1996,Industrial/commercial  construction/repair/demolit,
20201612,04/20/2020,,2020,Residential   Construction/repair/demolition,20815
20171227,02/28/2017,06/06/2017,2017,Industrial/commercial  construction/repair/demolit,20814
23485,06/21/2010,08/18/2010,2010,Residential   El  Amplification Equip,20877
23378,05/21/2010,06/21/2010,2010,Residential   El  Amplification Equip,20904
20161361,04/15/2016,10/18/2016,2016,Industrial/commercial   Equipment Noise,20815
20191925,06/07/2019,06/21/2019,2019,Industrial/commercial   Equipment Noise,20816
2569,10/02/2001,05/03/2002,2001,Industrial/commercial   Equipment Noise,20814
20152597,12/30/2015,06/22/2016,2015,Industrial/commercial   Equipment Noise,20878
20141141,08/20/2014,12/18/2014,2014,Waiver Request,20852
6367,09/26/1996,11/04/1996,1996,Industrial/commercial   Equipment Noise,
20162219,09/12/2016,10/07/2016,2016,Industrial/commercial   Electrical Amp Equip,20910
16951,11/21/2005,02/24/2006,2005,Industrial/commercial   Equipment Noise,20705
20191989,06/24/2019,06/26/2019,2019,Industrial/commercial   Equipment Noise,20895
16302,05/16/2005,06/07/2005,2005,Residential   Motor Vehicle Noise,20837
736,07/24/2000,11/06/2000,2000,Industrial/commercial  construction/repair/demolit,20854
16169,04/15/2005,05/04/2005,2005,Industrial/commercial   Refuse Noise Collection,20879
9836,04/28/1998,05/15/1998,1998,Residential   Motor Vehicle Noise,20814
20468,06/13/2008,10/01/2008,2008,Residential   Mechanical,20817
19230,06/26/2007,08/01/2007,2007,Residential   Construction/repair/demolition,20850
13120,07/12/2003,07/16/2003,2003,Information Request,20871
9700,03/30/1998,04/13/1998,1998,Residential House/yard,20901
16326,05/20/2005,09/15/2005,2005,Residential   El  Amplification Equip,20874
884,08/21/2000,09/05/2000,2000,Industrial/commercial  construction/repair/demolit,20855
12924,06/02/2003,07/30/2003,2003,Residential House/yard,20815
1992930243,08/21/1992,08/21/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,20910
2014589,04/28/2014,09/22/2014,2014,Industrial/commercial  construction/repair/demolit,20910
961,09/19/2000,11/13/2000,2000,Industrial/commercial   Equipment Noise,20877
18836,04/03/2007,04/12/2007,2007,Industrial/commercial   Equipment Noise,20815
10347,08/19/1998,08/22/1998,1998,Industrial/commercial   Equipment Noise,20832
20191097,01/29/2019,03/05/2019,2019,Residential Muti Tenant Dwelling,20855
1992920833,01/09/1992,02/10/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
20171455,04/18/2017,05/08/2017,2017,Industrial/commercial   Refuse Noise Collection,20815
23331,05/11/2010,06/03/2010,2010,Residential   Construction/repair/demolition,20817
20192112,07/15/2019,07/16/2019,2019,Waiver Request,20852
25417,09/07/2011,12/28/2011,2011,Waiver Request,
20191129,02/07/2019,02/21/2019,2019,Residential Muti Tenant Dwelling,20886
10253,08/05/1998,08/18/1998,1998,Industrial/commercial  construction/repair/demolit,20874
13960,12/29/2003,08/18/2004,2003,Residential   Mechanical,20816
20191973,06/19/2019,07/26/2019,2019,Residential Muti Tenant Dwelling,20816
16940,11/17/2005,11/17/2005,2005,Residential   El  Amplification Equip,
21144,12/18/2008,01/12/2009,2008,Industrial/commercial   Equipment Noise,
26065,02/28/2012,02/27/2013,2012,Residential   Mechanical,20874
13636,10/17/2003,11/13/2003,2003,Residential   Construction/repair/demolition,20832
20141165,08/28/2014,08/28/2014,2014,Residential Muti Tenant Dwelling,20886
19830,12/20/2007,03/03/2008,2007,Industrial/commercial   Equipment Noise,20910
25903,01/11/2012,02/07/2012,2012,Residential   Construction/repair/demolition,20814
20162407,10/28/2016,11/04/2016,2016,Industrial/commercial  construction/repair/demolit,20815
128,01/03/2000,03/15/2000,2000,Industrial/commercial   Equipment Noise,20895
24436,02/25/2011,03/22/2011,2011,Residential   Mechanical,20852
21983,07/07/2009,08/11/2009,2009,Industrial/commercial   Equipment Noise,20815
5784,05/03/1996,05/13/1996,1996,Industrial/commercial   Equipment Noise,
15769,01/11/2005,01/19/2005,2005,Industrial/commercial  construction/repair/demolit,
24717,04/27/2011,03/26/2012,2011,Residential   Mechanical,20852
23407,05/28/2010,07/12/2010,2010,Residential   El  Amplification Equip,20906
766,07/21/2000,01/09/2001,2000,Industrial/commercial  construction/repair/demolit,20814
16236,04/28/2005,05/19/2005,2005,Industrial/commercial  construction/repair/demolit,20910
20151980,07/23/2015,08/21/2015,2015,Industrial/commercial   Equipment Noise,20850
12210,12/02/2002,01/07/2005,2002,Industrial/commercial   Equipment Noise,20886
20152246,09/24/2015,11/20/2015,2015,Industrial/commercial   Refuse Noise Collection,20850
20192369,09/13/2019,11/18/2019,2019,Residential   Mechanical,20852
20161437,05/03/2016,06/02/2016,2016,Residential   Mechanical,20906
22010,07/10/2009,07/29/2009,2009,Industrial/commercial   Equipment Noise,20872
9954,08/03/1998,09/08/1998,1998,Industrial/commercial  construction/repair/demolit,20910
20181342,03/19/2018,03/30/2018,2018,Residential   Construction/repair/demolition,20855
2013215,02/19/2013,07/19/2013,2013,Residential   El  Amplification Equip,20902
20152387,11/02/2015,02/15/2017,2015,Industrial/commercial  construction/repair/demolit,20910
20201584,04/14/2020,,2020,Waiver Request,20878
