Reporting Area,MMWR Year,MMWR Week,"Vancomycin-intermediate Staphylococcus aureus, Current week","Vancomycin-intermediate Staphylococcus aureus, Current week, flag","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2020†","Vancomycin-intermediate Staphylococcus aureus, Cum 2020†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†, flag","Vancomycin-resistant Staphylococcus aureus, Current week","Vancomycin-resistant Staphylococcus aureus, Current week, flag","Vancomycin-resistant Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-resistant Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-resistant Staphylococcus aureus, Cum 2020†","Vancomycin-resistant Staphylococcus aureus, Cum 2020†, flag","Vancomycin-resistant Staphylococcus aureus, Cum 2019†","Vancomycin-resistant Staphylococcus aureus, Cum 2019†, flag","Varicella morbidity, Current week","Varicella morbidity, Current week, flag","Varicella morbidity, Previous 52 weeks Max†","Varicella morbidity, Previous 52 weeks Max†, flag","Varicella morbidity, Cum 2020†","Varicella morbidity, Cum 2020†, flag","Varicella morbidity, Cum 2019†","Varicella morbidity, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NEW ENGLAND,2020,9,,-,1,,,-,,-,,-,1,,,-,,-,,-,25,,43,,97,,,NEW ENGLAND,20200902,
RHODE ISLAND,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,3,,RHODE ISLAND,,20200907,POINT (-71.534637 41.572574)
OREGON,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20200961,POINT (-120.605279 43.940449)
DELAWARE,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,1,,4,,DELAWARE,,20200929,POINT (-75.452394 38.994926)
ALABAMA,2020,9,,-,1,,,-,,-,,-,1,,,-,,-,,-,5,,1,,21,,ALABAMA,,20200939,POINT (-86.844516 32.756889)
KANSAS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20200922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20200934,POINT (-79.130883 35.52603)
GUAM,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200966,POINT (144.653198 13.3532)
NEW JERSEY,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,17,,6,,84,,NEW JERSEY,,20200910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,6,,,-,9,,NEW MEXICO,,20200954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,9,,-,2,,2,,3,,,-,1,,,-,,-,5,,48,,139,,311,,,EAST NORTH CENTRAL,20200914,
TENNESSEE,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20200942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,1,,18,,CONNECTICUT,,20200903,POINT (-72.738288 41.575155)
MARYLAND,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MARYLAND,,20200933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,8,,5,,28,,SOUTH CAROLINA,,20200935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20200946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200965,POINT (145.725693 15.1834)
OHIO,2020,9,,-,2,,2,,1,,,-,0,,,-,,-,5,,24,,67,,55,,OHIO,,20200918,POINT (-82.70936 40.415534)
MINNESOTA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,6,,83,,MINNESOTA,,20200923,POINT (-94.198308 46.349153)
LOUISIANA,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,,-,12,,LOUISIANA,,20200945,POINT (-91.840238 30.921314)
HAWAII,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,7,,11,,HAWAII,,20200960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,9,,-,1,,1,,,-,,-,0,,,-,,-,17,,61,,186,,319,,,SOUTH ATLANTIC,20200928,
PENNSYLVANIA,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,7,,20,,55,,69,,PENNSYLVANIA,,20200913,POINT (-77.838886 40.896694)
UTAH,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,26,,35,,UTAH,,20200955,POINT (-111.678222 39.323779)
COLORADO,2020,9,,N,,NC,,N,,N,,-,0,,,-,,-,,-,13,,13,,42,,COLORADO,,20200950,POINT (-105.547832 38.998552)
VERMONT,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,1,,8,,VERMONT,,20200908,POINT (-72.662695 44.075252)
KENTUCKY,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,5,,4,,KENTUCKY,,20200940,POINT (-85.290484 37.526683)
PUERTO RICO,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200967,POINT (-66.414655 18.215692)
MAINE,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,8,,14,,MAINE,,20200904,POINT (-69.06137 45.117911)
VIRGINIA,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,20,,10,,70,,VIRGINIA,,20200936,POINT (-78.666382 37.510861)
ARIZONA,2020,9,1,,1,,1,,2,,,-,0,,,-,,-,6,,20,,38,,47,,ARIZONA,,20200949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20200964,
WISCONSIN,2020,9,,-,1,,,-,1,,,-,1,,,-,,-,,-,13,,25,,46,,WISCONSIN,,20200919,POINT (-89.732969 44.639954)
IDAHO,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20200951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200968,POINT (-64.840836 18.060868)
MICHIGAN,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,14,,23,,102,,MICHIGAN,,20200917,POINT (-85.730977 44.874798)
GEORGIA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,13,,10,,52,,GEORGIA,,20200932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,9,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20200912,
ARKANSAS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,6,,18,,ARKANSAS,,20200944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,2,,19,,MISSISSIPPI,,20200941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,9,,N,,NC,,N,,N,,-,0,,,-,,-,,-,2,,4,,7,,SOUTH DAKOTA,,20200927,POINT (-100.230491 44.43614)
WYOMING,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,,-,3,,WYOMING,,20200956,POINT (-107.55145 42.999627)
MISSOURI,2020,9,,-,4,,,-,1,,,-,0,,,-,,-,,-,9,,9,,45,,MISSOURI,,20200924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,9,,-,2,,1,,,-,,-,0,,,-,,-,7,,35,,61,,153,,,MIDDLE ATLANTIC,20200909,
CALIFORNIA,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,4,,5,,CALIFORNIA,,20200959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20200937,POINT (-80.613729 38.642579)
FLORIDA,2020,9,,-,1,,1,,,-,,-,0,,,-,,-,17,,31,,160,,158,,FLORIDA,,20200931,POINT (-82.420978 28.260731)
MONTANA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,1,,11,,MONTANA,,20200952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,9,,-,4,,,-,1,,,-,0,,,-,,-,,-,22,,34,,147,,,WEST NORTH CENTRAL,20200920,
MASSACHUSETTS,2020,9,,-,1,,,-,,-,,-,1,,,-,,-,,-,16,,31,,47,,MASSACHUSETTS,,20200905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,9,1,,1,,1,,2,,,-,0,,,-,,-,6,,29,,78,,147,,,MOUNTAIN,20200948,
INDIANA,2020,9,,N,,NC,,N,,N,,-,0,,,-,,-,,-,10,,3,,27,,INDIANA,,20200916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200969,
US TERRITORIES,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200963,
TOTAL,2020,10,1,,5,,6,,8,,,-,1,,,-,,-,45,,228,,686,,1645,,,TOTAL,20201070,
US RESIDENTS,2020,10,1,,5,,6,,8,,,-,1,,,-,,-,45,,228,,686,,1645,,,US RESIDENTS,20201001,
NEW HAMPSHIRE,2020,10,,N,,NC,,N,,N,,-,0,,,-,,-,,-,5,,,-,12,,NEW HAMPSHIRE,,20201006,POINT (-71.57139 43.680429)
NEW YORK,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEW YORK,,20201011,POINT (-75.59655 42.921241)
PACIFIC,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,13,,24,,,PACIFIC,20201057,
WEST SOUTH CENTRAL,2020,10,,-,1,,,-,1,,,-,0,,,-,,-,1,,58,,40,,224,,,WEST SOUTH CENTRAL,20201043,
NEBRASKA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,,-,7,,NEBRASKA,,20201025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,,-,12,,9,,47,,,EAST SOUTH CENTRAL,20201038,
NORTH DAKOTA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,15,,6,,NORTH DAKOTA,,20201026,POINT (-100.46931 47.446305)
NEVADA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEVADA,,20201053,POINT (-114.916992 39.283294)
ILLINOIS,2020,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,18,,25,,90,,ILLINOIS,,20201015,POINT (-89.148632 40.124144)
IOWA,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20201021,POINT (-93.500061 42.074659)
TEXAS,2020,10,,-,1,,,-,1,,,-,0,,,-,,-,1,,57,,33,,190,,TEXAS,,20201047,POINT (-99.317341 31.447238)
ALASKA,2020,10,,N,,NC,,N,,N,,-,0,,,-,,-,,-,1,,,-,4,,ALASKA,,20201058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,,-,7,,DISTRICT OF COLUMBIA,,20201030,POINT (-77.016275 38.904785)
WASHINGTON,2020,10,,N,,NC,,N,,N,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20201062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,,-,25,,44,,120,,,NEW ENGLAND,20201002,
RHODE ISLAND,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,3,,RHODE ISLAND,,20201007,POINT (-71.534637 41.572574)
OREGON,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201061,POINT (-120.605279 43.940449)
DELAWARE,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,1,,4,,DELAWARE,,20201029,POINT (-75.452394 38.994926)
ALABAMA,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,,-,5,,1,,22,,ALABAMA,,20201039,POINT (-86.844516 32.756889)
KANSAS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201034,POINT (-79.130883 35.52603)
GUAM,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201066,POINT (144.653198 13.3532)
NEW JERSEY,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,17,,9,,92,,NEW JERSEY,,20201010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,6,,,-,10,,NEW MEXICO,,20201054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,10,,-,2,,2,,4,,,-,1,,,-,,-,22,,48,,175,,350,,,EAST NORTH CENTRAL,20201014,
TENNESSEE,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,1,,24,,CONNECTICUT,,20201003,POINT (-72.738288 41.575155)
MARYLAND,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MARYLAND,,20201033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,8,,5,,32,,SOUTH CAROLINA,,20201035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201065,POINT (145.725693 15.1834)
OHIO,2020,10,,-,2,,2,,1,,,-,0,,,-,,-,21,,24,,88,,61,,OHIO,,20201018,POINT (-82.70936 40.415534)
MINNESOTA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,15,,89,,MINNESOTA,,20201023,POINT (-94.198308 46.349153)
LOUISIANA,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,1,,12,,LOUISIANA,,20201045,POINT (-91.840238 30.921314)
HAWAII,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,9,,11,,HAWAII,,20201060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,10,,-,1,,1,,,-,,-,0,,,-,,-,11,,61,,201,,375,,,SOUTH ATLANTIC,20201028,
PENNSYLVANIA,2020,10,1,,1,,1,,,-,,-,0,,,-,,-,5,,20,,62,,78,,PENNSYLVANIA,,20201013,POINT (-77.838886 40.896694)
UTAH,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,30,,37,,UTAH,,20201055,POINT (-111.678222 39.323779)
COLORADO,2020,10,,N,,NC,,N,,N,,-,0,,,-,,-,3,,13,,16,,52,,COLORADO,,20201050,POINT (-105.547832 38.998552)
VERMONT,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,1,,9,,VERMONT,,20201008,POINT (-72.662695 44.075252)
KENTUCKY,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,6,,5,,KENTUCKY,,20201040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201067,POINT (-66.414655 18.215692)
MAINE,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,9,,17,,MAINE,,20201004,POINT (-69.06137 45.117911)
VIRGINIA,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,1,,20,,12,,90,,VIRGINIA,,20201036,POINT (-78.666382 37.510861)
ARIZONA,2020,10,,-,1,,1,,2,,,-,0,,,-,,-,3,,20,,41,,61,,ARIZONA,,20201049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201064,
WISCONSIN,2020,10,,-,1,,,-,1,,,-,1,,,-,,-,1,,13,,28,,56,,WISCONSIN,,20201019,POINT (-89.732969 44.639954)
IDAHO,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201068,POINT (-64.840836 18.060868)
MICHIGAN,2020,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,14,,30,,112,,MICHIGAN,,20201017,POINT (-85.730977 44.874798)
GEORGIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,13,,13,,54,,GEORGIA,,20201032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,10,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201012,
ARKANSAS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,6,,22,,ARKANSAS,,20201044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,2,,20,,MISSISSIPPI,,20201041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,10,,N,,NC,,N,,N,,-,0,,,-,,-,,-,2,,4,,9,,SOUTH DAKOTA,,20201027,POINT (-100.230491 44.43614)
WYOMING,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,1,,3,,WYOMING,,20201056,POINT (-107.55145 42.999627)
MISSOURI,2020,10,,-,4,,,-,1,,,-,0,,,-,,-,,-,9,,9,,49,,MISSOURI,,20201024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,10,1,,2,,2,,,-,,-,0,,,-,,-,5,,35,,71,,170,,,MIDDLE ATLANTIC,20201009,
CALIFORNIA,2020,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,4,,9,,CALIFORNIA,,20201059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20201037,POINT (-80.613729 38.642579)
FLORIDA,2020,10,,-,1,,1,,,-,,-,0,,,-,,-,10,,31,,170,,188,,FLORIDA,,20201031,POINT (-82.420978 28.260731)
MONTANA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,12,,MONTANA,,20201052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,10,,-,4,,,-,1,,,-,0,,,-,,-,,-,22,,43,,160,,,WEST NORTH CENTRAL,20201020,
MASSACHUSETTS,2020,10,,-,1,,,-,,-,,-,1,,,-,,-,,-,16,,31,,55,,MASSACHUSETTS,,20201005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,10,,-,1,,1,,2,,,-,0,,,-,,-,6,,29,,90,,175,,,MOUNTAIN,20201048,
INDIANA,2020,10,,N,,NC,,N,,N,,-,0,,,-,,-,,-,10,,4,,31,,INDIANA,,20201016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201069,
US TERRITORIES,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201063,
TOTAL,2020,11,,-,5,,6,,9,,,-,1,,,-,,-,37,,228,,748,,1803,,,TOTAL,20201170,
US RESIDENTS,2020,11,,-,5,,6,,9,,,-,1,,,-,,-,37,,228,,748,,1803,,,US RESIDENTS,20201101,
NEW HAMPSHIRE,2020,11,,N,,NC,,N,,N,,-,0,,,-,,-,,-,3,,,-,13,,NEW HAMPSHIRE,,20201106,POINT (-71.57139 43.680429)
NEW YORK,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEW YORK,,20201111,POINT (-75.59655 42.921241)
PACIFIC,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,13,,26,,,PACIFIC,20201157,
WEST SOUTH CENTRAL,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,4,,58,,45,,244,,,WEST SOUTH CENTRAL,20201143,
NEBRASKA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,,-,7,,NEBRASKA,,20201125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,1,,12,,13,,51,,,EAST SOUTH CENTRAL,20201138,
NORTH DAKOTA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,15,,8,,NORTH DAKOTA,,20201126,POINT (-100.46931 47.446305)
NEVADA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEVADA,,20201153,POINT (-114.916992 39.283294)
ILLINOIS,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,,-,18,,31,,95,,ILLINOIS,,20201115,POINT (-89.148632 40.124144)
IOWA,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20201121,POINT (-93.500061 42.074659)
TEXAS,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,4,,57,,38,,207,,TEXAS,,20201147,POINT (-99.317341 31.447238)
ALASKA,2020,11,,N,,NC,,N,,N,,-,0,,,-,,-,,-,1,,,-,5,,ALASKA,,20201158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,,-,7,,DISTRICT OF COLUMBIA,,20201130,POINT (-77.016275 38.904785)
WASHINGTON,2020,11,,N,,NC,,N,,N,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20201162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,1,,25,,45,,136,,,NEW ENGLAND,20201102,
RHODE ISLAND,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,4,,RHODE ISLAND,,20201107,POINT (-71.534637 41.572574)
OREGON,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201161,POINT (-120.605279 43.940449)
DELAWARE,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,1,,4,,DELAWARE,,20201129,POINT (-75.452394 38.994926)
ALABAMA,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,,-,5,,1,,24,,ALABAMA,,20201139,POINT (-86.844516 32.756889)
KANSAS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201134,POINT (-79.130883 35.52603)
GUAM,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201166,POINT (144.653198 13.3532)
NEW JERSEY,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,17,,10,,101,,NEW JERSEY,,20201110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,6,,,-,14,,NEW MEXICO,,20201154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,11,,-,2,,2,,4,,,-,1,,,-,,-,15,,48,,200,,383,,,EAST NORTH CENTRAL,20201114,
TENNESSEE,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,1,,28,,CONNECTICUT,,20201103,POINT (-72.738288 41.575155)
MARYLAND,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MARYLAND,,20201133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,8,,5,,37,,SOUTH CAROLINA,,20201135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201165,POINT (145.725693 15.1834)
OHIO,2020,11,,-,2,,2,,1,,,-,0,,,-,,-,9,,24,,97,,76,,OHIO,,20201118,POINT (-82.70936 40.415534)
MINNESOTA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,17,,92,,MINNESOTA,,20201123,POINT (-94.198308 46.349153)
LOUISIANA,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,1,,15,,LOUISIANA,,20201145,POINT (-91.840238 30.921314)
HAWAII,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,9,,12,,HAWAII,,20201160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,11,,-,1,,1,,1,,,-,0,,,-,,-,12,,61,,216,,410,,,SOUTH ATLANTIC,20201128,
PENNSYLVANIA,2020,11,,-,1,,1,,,-,,-,0,,,-,,-,2,,20,,64,,87,,PENNSYLVANIA,,20201113,POINT (-77.838886 40.896694)
UTAH,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,30,,40,,UTAH,,20201155,POINT (-111.678222 39.323779)
COLORADO,2020,11,,N,,NC,,N,,N,,-,0,,,-,,-,,-,13,,16,,57,,COLORADO,,20201150,POINT (-105.547832 38.998552)
VERMONT,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,1,,9,,VERMONT,,20201108,POINT (-72.662695 44.075252)
KENTUCKY,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,6,,6,,KENTUCKY,,20201140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201167,POINT (-66.414655 18.215692)
MAINE,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,1,,6,,10,,19,,MAINE,,20201104,POINT (-69.06137 45.117911)
VIRGINIA,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,3,,18,,15,,92,,VIRGINIA,,20201136,POINT (-78.666382 37.510861)
ARIZONA,2020,11,,-,1,,1,,2,,,-,0,,,-,,-,2,,20,,48,,70,,ARIZONA,,20201149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201164,
