Salmon Recovery Region,Federal Status,Stock Numbers,Waterbody Name,Species,Run Type,Migration Year,Occupied River Miles,Abundance,Density,Comments,Local Biologist Name,Last Update
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,1997,247.20,7714,31,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,1998,247.20,24505,99,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,1999,247.20,25368,103,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2000,247.20,26184,106,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2001,247.20,30861,125,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2002,247.20,9300,38,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2003,247.20,21565,87,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2004,247.20,23249,94,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2005,247.20,40892,165,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2006,247.20,21064,85,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2007,247.20,19367,78,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2008,247.20,10246,41,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2009,247.20,11783,48,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2010,247.20,15671,63,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2011,247.20,14723,60,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2012,247.20,18266,74,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2013,247.20,14637,59,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2005,66.00,19691,298,,"James Lamperth, Jr",10/06/2016 02:12:06 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2006,66.00,12133,184,,"James Lamperth, Jr",10/06/2016 02:24:26 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2007,66.00,13759,208,,"James Lamperth, Jr",10/06/2016 02:24:53 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2008,66.00,13260,201,,"James Lamperth, Jr",10/06/2016 02:25:40 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2009,66.00,,,Did not operate trap due to funding and staffing,"James Lamperth, Jr",03/03/2016 08:28:55 AM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2010,66.00,37909,574,,"James Lamperth, Jr",10/06/2016 02:26:25 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2011,66.00,29128,441,,"James Lamperth, Jr",10/06/2016 02:26:46 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2012,66.00,21227,322,,"James Lamperth, Jr",10/06/2016 02:07:55 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2013,66.00,28433,431,,"James Lamperth, Jr",10/06/2016 02:09:25 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2014,66.00,37866,574,,"James Lamperth, Jr",10/06/2016 02:09:42 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2015,,31912,,,,10/06/2016 02:09:59 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2016,,39765,,Single Partial Capture Trap,"James Lamperth, Jr",12/22/2016 10:12:36 AM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2017,,19095,,,"James Lamperth, Jr",01/09/2018 01:18:03 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2018,,35266,,"Website won't accept strata Coefficient of Variation values over 1, so those omitted.",Jeremy Wilson,11/21/2018 12:31:44 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1978,96.40,35166,365,,"James Lamperth, Jr",03/03/2016 08:33:48 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1979,96.40,34356,356,,"James Lamperth, Jr",03/03/2016 08:33:59 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1980,96.40,23804,247,,"James Lamperth, Jr",03/03/2016 08:34:12 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1981,96.40,37082,385,,"James Lamperth, Jr",03/03/2016 08:34:36 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1982,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:34:47 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1983,96.40,43336,450,,"James Lamperth, Jr",03/03/2016 08:34:59 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1984,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:11 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1985,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:22 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1986,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:33 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1987,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:46 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1988,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:57 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1989,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:36:10 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1990,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:36:23 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1991,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:36:40 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1992,96.40,23768,247,,"James Lamperth, Jr",03/03/2016 08:36:53 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1993,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:37:04 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1994,96.40,26218,272,,"James Lamperth, Jr",03/03/2016 08:37:16 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1995,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:37:27 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1996,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:37:40 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1997,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:38:17 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1998,96.40,15902,165,,"James Lamperth, Jr",03/03/2016 08:38:33 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1999,96.40,26543,275,,"James Lamperth, Jr",10/13/2016 11:05:33 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2000,96.40,20301,211,,"James Lamperth, Jr",10/13/2016 11:51:20 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2001,96.40,41510,431,,"James Lamperth, Jr",10/13/2016 11:52:11 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2002,96.40,25725,267,,"James Lamperth, Jr",10/13/2016 11:55:38 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2003,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:39:44 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2004,96.40,23885,248,,"James Lamperth, Jr",10/13/2016 11:56:49 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2005,96.40,20532,213,,"James Lamperth, Jr",10/13/2016 11:57:20 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2006,96.40,23797,247,,"James Lamperth, Jr",10/13/2016 11:15:30 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2007,96.40,11931,124,Preliminary estimate,"James Lamperth, Jr",10/13/2016 11:27:32 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2008,96.40,14254,148,Preliminary estimate,"James Lamperth, Jr",10/13/2016 11:28:18 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2009,96.40,27301,283,,"James Lamperth, Jr",10/13/2016 11:59:05 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2010,96.40,28042,291,,"James Lamperth, Jr",10/13/2016 12:00:29 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2011,96.40,36558,379,,"James Lamperth, Jr",10/13/2016 12:22:59 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2013,96.40,34416,357,,"James Lamperth, Jr",10/06/2016 03:53:56 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2014,96.40,89960,933,,"James Lamperth, Jr",10/06/2016 03:54:14 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2015,96.40,27692,287,,"James Lamperth, Jr",10/06/2016 03:54:23 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2016,,19167,,,"James Lamperth, Jr",12/19/2016 01:52:28 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2017,,14043,,,"James Lamperth, Jr",01/10/2018 11:21:05 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2018,,12158,,,Jeremy Wilson,02/22/2019 12:26:07 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2019,,22654,,,Jeremy Wilson,11/21/2019 02:01:18 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,1998,41.00,6648,162,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,1999,41.00,2268,55,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2000,41.00,3114,76,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2001,41.00,3565,87,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2002,41.00,2690,66,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2003,41.00,1582,39,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2004,41.00,3260,80,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2005,41.00,1980,48,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2006,41.00,1815,44,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2007,41.00,1642,40,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2008,41.00,,,No Trapping,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2009,41.00,2454,60,Data analysis not complete,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2010,41.00,1847,45,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2011,41.00,1865,45,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2012,41.00,1343,33,Prelim estimate - MSZ 8/2014,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2013,41.00,2416,59,Prelim estimate - MSZ 8/2014,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,1996,,812,,,,09/27/2016 10:37:06 AM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,1998,,1492,,,Patrick Cochran,03/07/2016 02:51:27 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,1999,,1375,,,Patrick Cochran,03/07/2016 02:51:40 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2000,,715,,,Patrick Cochran,03/07/2016 02:51:59 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2001,,966,,,Patrick Cochran,03/07/2016 02:52:09 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2002,,625,,,Patrick Cochran,03/07/2016 02:52:31 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2003,,916,,,Patrick Cochran,03/07/2016 02:52:43 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2004,,1438,,,Patrick Cochran,03/07/2016 02:52:56 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2005,,1410,,,Patrick Cochran,03/07/2016 02:53:07 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2006,,961,,,Patrick Cochran,03/07/2016 02:53:21 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2007,,1104,,,Patrick Cochran,03/07/2016 02:53:31 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2008,,636,,,Patrick Cochran,03/07/2016 02:53:43 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2009,,1096,,,Patrick Cochran,03/07/2016 02:53:59 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2010,,976,,,Patrick Cochran,03/07/2016 02:54:18 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2011,,1200,,,Patrick Cochran,03/07/2016 02:54:28 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2012,,706,,,Patrick Cochran,03/07/2016 02:54:39 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2013,,1286,,,Patrick Cochran,03/07/2016 02:54:51 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2014,,835,,Wind river juvenile trap system on Panther Creek,Patrick Cochran,03/07/2016 02:55:03 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2015,,1283,,,Patrick Cochran,01/23/2017 03:01:51 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2016,,728,,,Patrick Cochran,01/23/2017 03:02:21 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2017,,1060,,,Patrick Cochran,01/11/2018 10:13:23 AM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2018,,760,,,Patrick Cochran,03/20/2019 02:27:09 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2019,,814,,,Patrick Cochran,03/03/2020 12:55:23 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1995,,2461,,,,09/27/2016 10:36:51 AM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1996,,1093,,,,09/27/2016 10:41:05 AM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1997,,2874,,,,09/27/2016 10:45:39 AM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1998,,4046,,,Patrick Cochran,03/07/2016 02:55:32 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1999,,3525,,,Patrick Cochran,03/07/2016 02:55:56 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2000,,1321,,,Patrick Cochran,03/07/2016 02:56:25 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2001,,2071,,,Patrick Cochran,03/07/2016 02:56:37 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2002,,704,,,Patrick Cochran,03/07/2016 02:56:50 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2003,,2391,,,Patrick Cochran,03/07/2016 02:57:03 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2004,,1840,,,Patrick Cochran,03/07/2016 02:57:14 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2005,,3786,,,Patrick Cochran,03/07/2016 02:57:27 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2006,,1428,,,Patrick Cochran,03/07/2016 02:57:38 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2007,,1514,,,Patrick Cochran,03/07/2016 02:57:49 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2008,,1486,,,Patrick Cochran,03/07/2016 02:58:01 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2009,,2675,,,Patrick Cochran,03/07/2016 02:58:14 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2010,,2645,,,Patrick Cochran,03/07/2016 02:58:26 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2011,,2651,,,Patrick Cochran,03/07/2016 02:58:39 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2012,,1791,,,Patrick Cochran,03/07/2016 02:58:58 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2013,,2731,,,Patrick Cochran,03/07/2016 02:59:10 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2014,,3984,,Wind river trap and project,Patrick Cochran,03/07/2016 02:59:21 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2015,,4277,,,Patrick Cochran,02/04/2019 02:32:52 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2016,,2344,,,Patrick Cochran,01/23/2017 03:02:37 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2017,,2659,,,Patrick Cochran,01/11/2018 10:10:47 AM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2018,,3255,,,Patrick Cochran,03/20/2019 02:27:22 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2019,,3503,,,Patrick Cochran,03/03/2020 12:52:25 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,1998,,2598,,,Patrick Cochran,03/07/2016 02:59:36 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,1999,,1251,,,Patrick Cochran,03/07/2016 02:59:51 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2000,,1678,,,Patrick Cochran,03/07/2016 03:00:07 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2001,,1828,,,Patrick Cochran,03/07/2016 03:00:21 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2002,,986,,,Patrick Cochran,03/07/2016 03:01:41 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2003,,1578,,,Patrick Cochran,03/07/2016 03:01:54 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2004,,2279,,,Patrick Cochran,03/07/2016 03:02:05 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2005,,3634,,,Patrick Cochran,03/07/2016 03:02:17 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2006,,2045,,,Patrick Cochran,03/07/2016 03:02:30 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2007,,1520,,,Patrick Cochran,03/07/2016 03:02:47 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2008,,806,,,Patrick Cochran,03/07/2016 03:02:59 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2009,,1458,,,Patrick Cochran,03/07/2016 03:03:15 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2010,,2074,,,Patrick Cochran,03/07/2016 03:03:40 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2011,,1430,,,Patrick Cochran,03/07/2016 03:03:27 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2012,,776,,,Patrick Cochran,09/27/2016 11:19:39 AM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2013,,1461,,,Patrick Cochran,03/07/2016 03:04:07 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2014,,1372,,,Patrick Cochran,03/07/2016 03:04:20 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2015,,3807,,,Patrick Cochran,01/23/2017 03:04:16 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2016,,1319,,,Patrick Cochran,01/23/2017 03:02:54 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2017,,1338,,,Patrick Cochran,01/11/2018 10:15:07 AM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2018,,1347,,,Patrick Cochran,03/20/2019 02:26:56 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2019,,1602,,,Patrick Cochran,03/03/2020 12:57:49 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1995,,8021,,,,09/26/2016 04:08:14 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1996,,11651,,,,09/26/2016 04:06:58 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1997,,22058,,,,09/26/2016 04:05:14 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1998,111.80,28520,255,,Patrick Cochran,03/07/2016 03:04:33 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,1999,111.80,21927,196,,Patrick Cochran,03/07/2016 03:04:49 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2000,111.80,21135,189,,Patrick Cochran,03/07/2016 03:05:02 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2001,111.80,25794,231,,Patrick Cochran,03/07/2016 03:05:14 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2002,111.80,11101,99,,Patrick Cochran,03/07/2016 03:05:26 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2003,111.80,21811,195,,Patrick Cochran,03/07/2016 03:05:38 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2004,111.80,32006,286,,Patrick Cochran,03/07/2016 03:05:50 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2005,111.80,42846,383,,Patrick Cochran,03/07/2016 03:06:02 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2006,111.80,19125,171,,Patrick Cochran,03/07/2016 03:06:13 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2007,111.80,19291,173,,Patrick Cochran,03/07/2016 03:06:24 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2008,111.80,28582,256,,Patrick Cochran,03/07/2016 03:06:36 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2009,111.80,25177,225,,Patrick Cochran,03/07/2016 03:06:47 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2010,111.80,19683,176,,Patrick Cochran,03/07/2016 03:06:59 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2011,111.80,18513,166,,Patrick Cochran,03/07/2016 03:07:11 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2012,111.80,14051,126,Updated by MSZ 8/2014 Smolt est using all marks and ignoring chi sq results,Patrick Cochran,09/26/2016 03:57:35 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2013,111.80,32459,290,,Patrick Cochran,03/07/2016 03:07:40 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2014,111.80,27094,242,,Patrick Cochran,03/07/2016 03:07:51 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2015,111.80,29352,263,,Patrick Cochran,01/23/2017 03:04:00 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2016,,16533,,,Patrick Cochran,01/23/2017 03:03:40 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2017,,22584,,Multiple Partial Capture Traps,Patrick Cochran,01/11/2018 10:08:11 AM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2018,,28030,,,Patrick Cochran,03/15/2019 01:13:04 PM
Lower Columbia River,Threatened,6805,Wind River,Steelhead,Summer-Winter,2019,,25937,,,Patrick Cochran,03/03/2020 12:49:12 PM
Puget Sound,Not Warranted,2055,Skagit River,Chum,Fall,2014,,838217,,,Clayton Kinsel,06/15/2015 02:18:39 PM
