PERMIT_ID,CALENDAR_YEAR,FISCAL_YEAR,PERMIT_LOCATION_NAME,PERMIT_NUMBER,PERMIT_CONDITION,PERMIT_DESCRIPTION,PERMIT_IN_DATE,PERMIT_EXPIRE_DATE,PERMIT_FINAL_DATE,PERMIT_PARENT_ID,PERMIT_STATUS,PERMIT_SUB_TYPE,PERMIT_WORK_TYPE,INSTALLATION_DATE,REMOVAL_DATE,BANNER_DIRECTION,BANNER_LOCATION,ENGINEERING_REQ,ILLUMINATION_TYPE,SIGN_IN_ETJ,SIGN_VARIANCE_REQ,SUBMITTED_501C3,TOTAL_SIGN_FACE_AREA,CITY,STATE,ZIP_CODE,COUNCIL_DISTRICT,LATITUDE,LONGITUDE,APPLICANT_NAME,APPLICANT_ORGANIZATION,geocoded_column,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes
12098205,FY 2018,FY 2019,206-1/2 E 9TH STREET,2018-206458 SB,Sign area may not exceed Downtown-20% of facade area of first 15 ft. of bldg. height,ANACONDAinstall lighted channel letters on building,12/06/2018 03:41:36 PM,06/14/2019 09:20:50 AM,06/14/2019 09:20:50 AM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,220,AUSTIN,TX,78701,9,30.27062776,-97.73972143,Ms. Ann Lewis,LEWIS SIGN,,,,,,,
11952582,FY 2018,FY 2018,10210 N IH 35 SERVICE ROAD SB,2018-092425 SB,Sign area may not exceed ##% of facade area of first 15 ft. of bldg. height,New internally illuminated channel letter wall sign for SIGN EXPO.,05/25/2018 11:46:11 AM,11/21/2018 01:20:07 PM,,,Expired,Sign Permit,Wall,,,,,false,,false,false,,68.92,AUSTIN,TX,78753,4,30.36713523,-97.68335577,,Sign Expo Austin,,,,,,,
12180410,FY 2019,FY 2019,10811 PECAN PARK BOULEVARD,2019-060687 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Install face-lit channel letters/logo reading ""Homewood Suites"" on North elevation",04/19/2019 05:06:49 AM,10/16/2019 06:06:50 AM,,,Active,Sign Permit,Wall,,,,,false,Internal,false,false,,107,AUSTIN,TX,78750,6,30.46351272,-97.80301131,Jennifer Garcia,,,,,,,,
12178340,FY 2019,FY 2019,1007 S CONGRESS AVENUE,2019-058858 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Installation of new Equinox Sign Install on west elevation,04/16/2019 03:04:11 PM,06/11/2019 10:12:58 AM,06/11/2019 10:12:58 AM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,6,AUSTIN,TX,78704,9,30.2540864,-97.74711791,John P Gomez,Building Image Group,,,,,,,
11868562,FY 2018,FY 2018,1320 N LAMAR BOULEVARD,2018-020053 SB,Sign may not be located in or overhang any easements or property line.,Modifying existing structure. Adding new cabinet to existing pole. Sign will not over hang the property line,02/16/2018 09:27:01 AM,09/01/2018 11:33:01 AM,,,Expired,Sign Permit,Freestanding,,,,,true,,false,false,,61,AUSTIN,TX,78727,,30.40970518,-97.68220314,,Comet Signs LLC,,,,,,,
12096766,FY 2018,FY 2019,4700 ROSS ROAD,2018-205248 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,new wall sign for auto zone sign B,12/05/2018 08:48:48 AM,06/03/2019 08:48:49 AM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,142,AUSTIN,TX,78617,,30.18346876,-97.61089316,,,,,,,,,
12040902,FY 2018,FY 2018,1011 W 5TH ST UNIT 120,2018-169866 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Installing new illuminated channel letter wall sign for BLVD Dentistry and Orthodontics in place of existing FLOSS channel letter sign on UNIT 120. The sign will be 3'4.25"" in height at 22'2"" in width.",09/26/2018 10:49:40 AM,12/26/2018 07:17:16 AM,12/26/2018 07:17:16 AM,,Final,Sign Permit,Wall,,,,,false,Internal,false,false,,74.35,AUSTIN,TX,78703,9,30.27045455,-97.75558641,Karen Pagitt,,,,,,,,
11982657,FY 2018,FY 2018,1502 1/2 W. 5th St.,2018-117962 SB,,"OTS Banner. ""Mighty Texas Dog Walk. Linker #15. 03/11/19-03/25/19.",07/13/2018 07:09:54 AM,07/13/2019 07:09:54 AM,,11982651,Active,Banner Permit,Banner,,,West,1502 1/2 W. 5th St.,,,,,,,,,,,,,Sheri Soltes,"Service Dogs, Inc",,,,,,,
12375005,FY 2019,FY 2020,1901 W WILLIAM CANNON DRIVE Unit  147,2019-232694 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,installation of new wall signage for Betsy's Billiards suite 147,12/06/2019 10:06:00 AM,06/03/2020 10:06:00 AM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,102.91,AUSTIN,TX,78745,5,30.20187909,-97.80505596,Jacob Gillian,Austin Community Signs,,,,,,,
12121502,FY 2019,FY 2019,6648 ED BLUESTEIN BOULEVARD SB,2019-010589 SB,Sign area may not exceed Expressway Corridor-20% of facade area of first 15 ft. of bldg. height,Install a pole sign. Boys and Girls Club,01/17/2019 03:20:02 PM,07/16/2019 03:20:03 PM,,,Active,Sign Permit,Freestanding,,,,,false,Internal,false,false,,31.5,AUSTIN,TX,78723,1,30.308338,-97.66202393,Mr Kevin Hull,Texas Custom Signs,,,,,,,
12270304,FY 2019,FY 2019,517 S LAMAR BOULEVARD Bldg B,2019-143422 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,19-1751 St. David's Care Now Sign B - Installing an illuminated set of channel letters with a backer panel and raceway on the south elevation of the building. Existing signage to be removed.,07/01/2019 01:49:02 PM,12/28/2019 01:49:02 PM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,157,AUSTIN,TX,78704,5,30.25963912,-97.75816108,Stormi Wolf,Comet Signs LLC,,,,,,,
12184807,FY 2019,FY 2019,1801 E 51ST STREET Bldg H,2019-064306 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,19-1236 AUSTIN EMERGENCY CENTER NORTH WALL SIGN 1801 E 51ST ST BLDG H,04/25/2019 12:56:45 PM,09/13/2019 01:27:42 PM,09/13/2019 01:27:42 PM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,81.36,AUSTIN,TX,78723,9,30.30178456,-97.69866857,Stormi Wolf,Comet Signs LLC,,,,,,,
12267421,FY 2019,FY 2019,3906 N LAMAR BOULEVARD Unit 100,2019-140913 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"19-1754 St. David's Care Now Sign B - Illuminated set of channel letters reading ""St. David's Care Now Urgent Care"" with a black backer panel. Sign to be installed on the south elevation of the building facing W. 39th St. Current signage on this elevation will be removed.",06/26/2019 11:47:07 AM,12/23/2019 11:47:08 AM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,54.61,AUSTIN,TX,78756,10,30.30679126,-97.74248901,Stormi Wolf,Comet Signs LLC,,,,,,,
12279533,FY 2019,FY 2019,5030 W US 290 HIGHWAY WB,2019-151202 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,19-2110 SERRANOS WORD MARK SOUTH WALL SIGN 5030 W US 290 STE 100,07/16/2019 11:11:40 AM,12/16/2019 11:08:59 AM,12/16/2019 11:08:59 AM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,103.36,AUSTIN,TX,78735,8,30.23632362,-97.82168677,Stormi Wolf,Comet Signs LLC,,,,,,,
11975633,FY 2018,FY 2018,5501 N LAMAR BOULEVARD Bunit  100,2018-112251 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Installation of new wall signage for Nervous Charlie's Bagels Coffee/Sandwich,07/02/2018 11:56:46 AM,09/26/2018 02:01:24 PM,09/26/2018 02:01:24 PM,,Final,Sign Permit,Wall,,,,,false,,false,false,,46.89,AUSTIN,TX,78751,4,30.32316527,-97.72758284,Leonardo Sonoqui,Adventure Sign and Graphics,,,,,,,
12174704,FY 2019,FY 2019,1405 W WILLIAM CANNON DRIVE,2019-055633 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Circle K main ID wall sign on main buildings east elevation,04/11/2019 11:33:46 AM,11/18/2019 01:05:17 PM,11/18/2019 01:05:17 PM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,40.66,AUSTIN,TX,78745,5,30.20014913,-97.79935052,Stormi Wolf,Comet Signs LLC,,,,,,,
12005346,FY 2018,FY 2018,1213 SABINE STREET,2018-137669 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,installation of new wall signage for The Sober Center Serving Austin and Travis County,08/14/2018 02:04:43 PM,02/10/2019 02:04:44 PM,,,Expired,Sign Permit,Wall,,,,,false,,false,false,,41.22,AUSTIN,TX,78701,1,30.27280278,-97.73348226,Kayla Endecott,Sign-Express,,,,,,,
12134345,FY 2019,FY 2019,1919 1/2 Montopolis Dr.,2019-021564 SB,,"OTS Banner. ""Career Expressway Info Session - Capital IDEA"". Linker 38. 5/27/19-6/10/19.",02/08/2019 02:33:07 PM,02/08/2020 02:33:07 PM,,12134336,Active,Banner Permit,Banner,05/27/2019 12:00:00 AM,,South,1919 1/2 Montopolis Dr.,,,,,,,,,,,,,Daniel Lopez,Capital IDEA,,,,,,,
12341899,FY 2019,FY 2020,12625 N IH 35  NB,2019-205140 SB,Sign area may not exceed Expressway Corridor-20% of facade area of first 15 ft. of bldg. height,new wall sign for AMC/ SOUTH,10/10/2019 04:13:29 PM,11/21/2019 12:29:43 PM,11/21/2019 12:29:43 PM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,272,AUSTIN,TX,78753,7,30.40950029,-97.6727634,Claudia Salguero,,,,,,,,
12198533,FY 2019,FY 2019,1201 W 38TH STREET,2019-075614 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,ASCENSION 38TH SIGN E 5GOT THE VARIANCE FOR THIRD SIGN,05/14/2019 01:47:47 PM,10/16/2019 01:28:23 PM,10/16/2019 01:28:23 PM,,Final,Sign Permit,Freestanding,,,,,true,Internal,false,false,,54,AUSTIN,TX,78705,10,30.30490831,-97.74539945,Ms. Ann Lewis,LEWIS SIGN,,,,,,,
11906314,FY 2018,FY 2018,10500 Jollyville Road,2018-054532 SB,,"OTS Banner. ""Gem Capers Gem Show"". Linker #41. 10/08/18-10/22/18.",03/16/2018 08:42:40 AM,09/12/2018 08:42:40 AM,,11906306,Expired,Banner Permit,Banner,,,North,10500 Jollyville Road,,,,,,,,,,,,,Brian Wetzig,Austin Gem and Mineral Society,,,,,,,
11982652,FY 2018,FY 2018,2634 1/2 S. Lamar Blvd.,2018-117959 SB,,"OTS Banner. ""Mighty Texas Dog Walk. Linker #18. 03/11/19-03/25/19.",07/13/2018 07:07:25 AM,07/13/2019 07:07:25 AM,,11982651,Active,Banner Permit,Banner,,,South,2634 1/2 S. Lamar Blvd.,,,,,,,,,,,,,Sheri Soltes,"Service Dogs, Inc",,,,,,,
12148481,FY 2019,FY 2019,204 COLORADO STREET,2019-033514 SB,Sign area may not exceed Downtown-20% of facade area of first 15 ft. of bldg. height,new wall sign for solidcore,03/04/2019 12:28:49 PM,05/10/2019 10:04:59 AM,05/10/2019 10:04:59 AM,,Final,Sign Permit,Wall,,,,,false,Internal,false,false,,26,AUSTIN,TX,78701,9,30.2650982,-97.74556719,,,,,,,,,
12063346,FY 2018,FY 2019,8000 ANDERSON MILL ROAD,2018-182199 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,"Install one set of 33 1/4"" ""7 Eleven"" internally illuminated wall sign (south)",10/17/2018 11:36:28 AM,02/01/2020 12:00:00 AM,,,Active,Sign Permit,Wall,,,,,false,Internal,true,false,,52.5,AUSTIN,TX,78729,,30.46062114,-97.75527311,Jennifer Garcia,,,,,,,,
12300255,FY 2019,FY 2019,300 CROCKETT STREET,2019-168884 SB,Multifamily-May not exceed .5 sq ft for each linear foot of street frontage OR 35 sq ft (the lesser of the two).,"Updating current sign from ""Courtyard"" to ""The Courtyard"". Same approx. size and style. Existing electrical to light new lettering.",08/15/2019 09:28:54 AM,02/11/2020 09:28:55 AM,,,Active,Sign Permit,Awning,,,,,true,Internal,false,false,,23.9,AUSTIN,TX,78704,9,30.24424854,-97.75472857,Scott Vaughan,Sign Manufacturer,,,,,,,
11916949,FY 2018,FY 2018,105 E STASSNEY LN,2018-061945 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,New illuminated DRIVE THRU wall sign on the side facade of Bahama Bucks.,03/29/2018 12:00:00 AM,09/25/2018 01:20:58 PM,,,Expired,Sign Permit,Wall,,,,,false,,false,false,,11.66,AUSTIN,TX,78745,3,30.20426235,-97.77397136,,Lexem Electrical Service,,,,,,,
11953308,FY 2018,FY 2018,9507 MANCHACA ROAD,2018-093058 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,installation of new internally illuminated  plastic face channel letter set for Manchaca Storage -south elevation,05/29/2018 09:25:31 AM,09/23/2019 12:00:00 AM,,,Active,Sign Permit,Wall,,,,,false,,false,false,,49.8,AUSTIN,TX,78748,5,30.17616536,-97.82095001,Mr Kevin Hull,Texas Custom Signs,,,,,,,
12061446,FY 2018,FY 2019,10701 LAKELINE MALL DRIVE,2018-180632 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Remove existing wall sign and install new sign on South elevation reading ""La Quinta""",10/15/2018 10:47:17 AM,04/05/2019 11:27:11 AM,04/05/2019 11:27:11 AM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,68.2,AUSTIN,TX,78717,6,30.47534114,-97.7922319,Jennifer Garcia,,,,,,,,
11964737,FY 2018,FY 2018,2518 LEON STREET,2018-102896 SB,Sign area may not exceed UNO-20% of facade area of first 15 ft. of bldg. height,New wall illuminating wall signage for The NINE at West Campus,06/14/2018 07:40:43 AM,02/19/2019 12:00:00 AM,,,Expired,Sign Permit,Wall,,,,,true,,false,false,,12,AUSTIN,TX,78705,9,30.2911083,-97.74954803,Kevin Tull,Tull Signs,,,,,,,
12381792,FY 2019,FY 2020,2530 WALSH TARLTON LANE,2019-238364 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,23849 - Hillcrest Bank WEST Elevation Channel Letters,12/18/2019 12:13:28 PM,01/23/2020 09:23:48 AM,01/23/2020 09:23:48 AM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,126,AUSTIN,TX,78746,8,30.25962749,-97.81084247,John P Gomez,Building Image Group,,,,,,,
11935133,FY 2018,FY 2018,3401 OAK CREEK DRIVE,2018-077433 SB,Sign may not be located in or overhang any easements or property line.,installation of new identification signage for St. Francis Anglican Church,04/27/2018 11:40:02 AM,10/24/2018 11:40:03 AM,,,Expired,Sign Permit,Freestanding,,,,,true,,,false,,32,AUSTIN,TX,78727,7,30.426322,-97.70500278,Kevin Hull,Texas Custom Signs,,,,,,,
12206824,FY 2019,FY 2019,11301 BURNET ROAD,2019-082655 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,19-1684 SOUTH DOS SALSAS WALL SIGN 11301 BURNET RD,05/28/2019 01:47:29 PM,11/25/2019 12:23:25 PM,11/25/2019 12:23:25 PM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,181.21,AUSTIN,TX,78758,7,30.39717003,-97.71910444,Stormi Wolf,Comet Signs LLC,,,,,,,
12322166,FY 2019,FY 2019,7710 N FM 620 ROAD Bldg 3,2019-187574 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,NEW wall sign for Panda Express WEST,09/18/2019 09:14:25 PM,03/16/2020 09:14:25 PM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,33,AUSTIN,TX,78726,6,30.41080092,-97.85164198,Claudia Salguero,,,,,,,,
11998542,FY 2018,FY 2018,14730 N IH 35 SERVICE ROAD SB,2018-131657 SB,Sign area may not exceed Neighborhood Commercial-10% of facade area of first 15 ft. of bldg. height,Reface existing illuminated monument sign,08/06/2018 06:59:19 AM,02/02/2019 07:59:19 AM,,,Expired,Sign Permit,Freestanding,,,,,true,,true,false,,50,AUSTIN,TX,78728,,30.43938476,-97.67001213,Amanda Mittag,Barnett Signs,,,,,,,
12152503,FY 2019,FY 2019,8801 S CONGRESS AVENUE,2019-036996 SB,Sign area may not exceed ##% of facade area of first 15 ft. of bldg. height,Austin 31 - M1 - Curbside lit channel letters w/ logo,03/08/2019 05:33:42 PM,09/04/2019 05:33:43 PM,,,Application Incomplete,Sign Permit,Wall,,,,,true,,,,,138,AUSTIN,TX,78745,2,30.16963056,-97.78711847,Fernando Morales,Aetna Sign Group,,,,,,,
12388065,FY 2020,FY 2020,2201 ONION CREEK PARKWAY,2020-000899 SB,Sign area may not exceed Expressway Corridor-20% of facade area of first 15 ft. of bldg. height,"Westlake Dermatology C / [Job# 92J10635] - Cv2s1: Fabricate and install (1) set Front lit channel letters, raceway mounted",01/03/2020 01:48:18 PM,07/01/2020 01:48:19 PM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,16.45,AUSTIN,TX,78747,5,30.13643804,-97.79653212,Lady Trixi Shayne Wallis,FSG Signs,,,,,,,
11980572,FY 2018,FY 2018,520 W SLAUGHTER LANE,2018-116257 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,"Install LED illuminated channel letterset reading ""Drive Thru Pharmacy"" on right elevation",07/10/2018 01:45:36 PM,09/23/2019 08:45:35 AM,09/23/2019 08:45:35 AM,,Final,Sign Permit,Wall,,,,,false,,false,false,,39.12,AUSTIN,TX,78748,2,30.17238572,-97.79907289,Jennifer Garcia,,,,,,,,
11976381,FY 2018,FY 2018,5406 MIDDLE FISKVILLE ROAD,2018-112819 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Install front lit channel letters with custom fading LED'S.,07/03/2018 08:42:13 AM,05/15/2019 12:16:45 PM,05/15/2019 12:16:45 PM,,Final,Sign Permit,Wall,,,,,false,,false,false,,89.33,AUSTIN,TX,78751,4,30.3166102,-97.71474989,Mr Kevin Hull,Texas Custom Signs,,,,,,,
11981967,FY 2018,FY 2018,11101 BURNET ROAD Bunit 130,2018-117379 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Install internally illuminated channel letters reading ""Freebirds World Burrito"" on front elevation",07/12/2018 08:09:32 AM,10/18/2018 02:19:49 PM,10/18/2018 02:19:49 PM,,Final,Sign Permit,Wall,,,,,false,,false,false,,54.5,AUSTIN,TX,78758,7,30.39545159,-97.71944185,Jennifer Garcia,,,,,,,,
11851705,FY 2018,FY 2018,1901 W WILLIAM CANNON DRIVE Unit  147,2018-006015 SB,Sign area may not exceed20% of facade area of first 15 ft. of bldg. height,Installation of new wall signage for CVS Pharmacy (Drive Thru Pharmacy),01/17/2018 12:00:00 AM,05/16/2018 09:22:13 AM,05/16/2018 09:22:13 AM,,Final,Sign Permit,Wall,,,,,false,,false,false,,20.8,AUSTIN,TX,78745,5,30.20187909,-97.80505596,Troy Gillian,"ACTG Holdings, LLC DBA Sun Signs",,,,,,,
12120194,FY 2019,FY 2019,6306 E RIVERSIDE DRIVE,2019-009474 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,18-4327/CK1300/Carwash Sign H,01/16/2019 10:29:27 AM,07/15/2019 10:29:28 AM,,,Final,Sign Permit,Wall,,,,,false,Internal,false,false,,15.5,AUSTIN,TX,78741,3,30.22504039,-97.70296122,Stormi Wolf,Comet Signs LLC,,,,,,,
12105691,FY 2018,FY 2019,10721 DOMAIN DRIVE,2018-212586 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Install channel letters. Indeed, South elevation",12/19/2018 02:26:08 PM,05/24/2019 08:20:00 AM,05/24/2019 08:20:00 AM,,Final,Sign Permit,Wall,,,,,false,Internal,false,false,,887.4,AUSTIN,TX,78758,7,30.39241542,-97.72307437,Mr Kevin Hull,Texas Custom Signs,,,,,,,
11925083,FY 2018,FY 2018,1700 GRAND AVENUE PARKWAY,2018-068845 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,installation of new illuminating wall signage for Double Dave's Pizzaworks,04/12/2018 12:39:41 PM,04/24/2018 09:35:41 AM,04/24/2018 09:35:41 AM,,Final,Sign Permit,Wall,,,,,false,,true,false,,37.6,AUSTIN,TX,78660,,30.45630924,-97.66075495,,"Liberty Signs, Inc.",,,,,,,
12275209,FY 2019,FY 2019,5762 N MOPAC EXPRESSWAY SB,2019-147524 SB,Sign may not be located in or overhang any easements or property line.,Install 4 digital menu boards,07/09/2019 03:43:25 PM,01/05/2020 03:43:26 PM,,,In Review,Sign Permit,Freestanding,,,,,true,Internal,false,false,,8.8,AUSTIN,TX,78731,10,30.33850807,-97.7557181,ASHLEY ALFARO,,,,,,,,
11873671,FY 2018,FY 2018,705 TILLERY STREET,2018-024431 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,Installation of new signage on the roof for Native Grocery (1/2),02/26/2018 12:00:00 AM,02/13/2019 12:00:00 AM,,,Expired,Sign Permit,Wall,,,,,false,,false,false,,21.7,AUSTIN,TX,78702,3,30.26114321,-97.70411327,,Sign Expo Austin,,,,,,,
12142801,FY 2019,FY 2019,3828 N IH 35 SERVICE ROAD SB,2019-028762 SB,Sign area may not exceed Expressway Corridor-20% of facade area of first 15 ft. of bldg. height,"SIGN A - (1) 141.42 SQ FT D/F POLE SIGN WILL CONSIST OF 3 CABINETS.(1) 8'X 8' SHELL CABINET (1) 4'1"" X 13'1"" PRICE SIGN CABINET (1) 3'0"" X 8'0""  STAR STOP CABINET ALL SIGNS TO BE LED ILLUMINATED",02/23/2019 08:32:48 AM,05/01/2019 02:42:45 PM,05/01/2019 02:42:45 PM,,Final,Sign Permit,Freestanding,,,,,false,Internal,false,false,,141.42,AUSTIN,TX,78751,9,30.29539009,-97.71981672,Brad Everett,,,,,,,,
12210517,FY 2019,FY 2019,3405 OAK SPRINGS DRIVE,2019-085863 SB,Sign may not be located in or overhang any easements or property line.,"96"" x 48"" sign face / 24"" high standMarquee cabinet sign Double  sided",06/03/2019 03:20:54 PM,11/30/2019 04:20:55 PM,,,Closed,Sign Permit,Freestanding,,,,,true,Internal,false,false,,32,AUSTIN,TX,78721,3,30.27367486,-97.69586518,Donald Couthren,,,,,,,,
12400517,FY 2020,FY 2020,"3652 Westbank Dr, City of Westlake",2020-011620 SB,,"OTS Banner. ""i9 Sports Register Now"". Linker #W. 11/16/20-11/30/20.",01/24/2020 02:09:41 PM,01/23/2021 02:09:42 PM,,12400366,In Review,Banner Permit,Banner,,,North,"3652 Westbank Dr, City of Westlake",,,,,,,,,,,,,Justin Cannon,i9 Sports,,,,,,,
12206474,FY 2019,FY 2019,2051 W FM 1626 ROAD,2019-082339 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Beer Geek Raceway In 2051 FM 1626,05/28/2019 10:03:13 AM,11/24/2019 11:03:14 AM,,,Active,Sign Permit,Wall,,,,,true,Internal,true,false,,118.8,AUSTIN,TX,78652,,30.13934319,-97.84711627,Juan Yescas,JY Signs and Services,,,,,,,
12044492,FY 2018,FY 2019,3201 PRESIDENTIAL BOULEVARD,2018-173064 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"ABIA Parking Garage [Job# 92J9231] / South Sign A-(1)set Individual Mount, Front-Lit Channel Letters & Logo",10/01/2018 04:44:14 PM,09/19/2019 09:01:18 AM,09/19/2019 09:01:18 AM,,Final,Sign Permit,Wall,,,,,false,Internal,false,false,,236,AUSTIN,TX,78719,2,30.20477349,-97.66960286,Lady Trixi Shayne Wallis,FSG Signs,,,,,,,
11850753,FY 2018,FY 2018,2600 W BRAKER LANE,2018-005162 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,Removing existing and replacing with new signs for Taco Bell,01/12/2018 12:00:00 AM,07/28/2018 08:14:06 AM,,,Expired,Sign Permit,Wall,,,,,false,,false,false,,9,AUSTIN,TX,78758,7,30.39105844,-97.72009692,William Graham,FSG Electric/Sign Tech International,,,,,,,
12357449,FY 2019,FY 2020,4103 MARATHON BOULEVARD,2019-218088 SB,Sign area may not exceed Neighborhood Commercial-10% of facade area of first 15 ft. of bldg. height,"Install channel letters. First Citizens Bank, West elevation",11/05/2019 03:21:21 PM,05/03/2020 03:21:22 PM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,39,AUSTIN,TX,78756,10,30.30954828,-97.74132296,Mr Kevin Hull,Texas Custom Signs,,,,,,,
12119738,FY 2019,FY 2019,1310 W HOWARD LANE,2019-009106 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,18-4328/ Circle K 1301 Grd Sign A/1310 Howard Ln,01/15/2019 03:30:40 PM,05/20/2019 11:48:47 AM,05/20/2019 11:48:47 AM,,Final,Sign Permit,Freestanding,,,,,true,Internal,false,false,,180,AUSTIN,TX,78728,7,30.42503085,-97.67210315,Stormi Wolf,Comet Signs LLC,,,,,,,
12072765,FY 2018,FY 2019,420 W SLAUGHTER LANE,2018-184919 SB,Sign may not be located in or overhang any easements or property line.,CORTLAND WATERSTONE2 MONUMENTS,10/23/2018 02:26:19 PM,04/21/2019 03:26:21 PM,,,Internet Pending,Sign Permit,Freestanding,,,,,true,Internal,false,false,,20.5,AUSTIN,TX,78748,2,30.17214758,-97.79718998,Ms. Ann Lewis,LEWIS SIGN,,,,,,,
12161758,FY 2019,FY 2019,4900-1/2 W SLAUGHTER LANE,2019-044858 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,Installation of canopy sign on canopy over gas pumps. (F5) South elevation-Facing Babcock rd,03/25/2019 07:52:25 AM,01/29/2020 12:00:00 AM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,9,AUSTIN,TX,78749,8,30.1989514,-97.86273505,Troy Gillian,Gillian Industries DBA Sun Signs,,,,,,,
12318530,FY 2019,FY 2019,1620 S IH 35  SB,2019-184411 SB,Sign area may not exceed Expressway Corridor-20% of facade area of first 15 ft. of bldg. height,"Install raceway mounted channel letters ""office"" canopy sign",09/12/2019 04:09:12 PM,11/05/2019 10:58:00 AM,11/05/2019 10:58:00 AM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,3.4,AUSTIN,TX,78704,9,30.24179363,-97.73749877,Jennifer Garcia,,,,,,,,
12097069,FY 2018,FY 2019,1600 WICKERSHAM LANE,2018-205479 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,Removing Ball Park letters and replacing (Reface) with new panels. Non-lit,12/05/2018 11:17:22 AM,06/03/2019 11:17:23 AM,,,Final,Sign Permit,Freestanding,,,,,true,,false,false,,50,AUSTIN,TX,78741,3,30.23597679,-97.71859127,George  Marquez,,,,,,,,
12049258,FY 2018,FY 2019,,2018-177210 SB,,"12 LP Banners. ""Chuy's Children Giving to Children Parade"". 11/8/18-11/27/18.4 @ ECCHVZ (A)4 @ RIVERSIDE (B)4 @ LAMAR_BRIDGE (B)",10/09/2018 10:25:44 AM,10/09/2019 10:25:44 AM,,,Active,Banner Permit,Lamp Post,,,,,,,,,,,,,,,,,Brooke Cox,Chuy's Children Giving to Children Parade,,,,,,,
