Application Type,Permit Number,Work Type,Use Code,Added Date,Issue Date,Final Date,Expired Date,Status,Building Area,Description of Work,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip Code,Latitude,Longitude,General Location,Location
SEWAGE DISPOSAL,656273,CONSTRUCT,SINGLE FAMILY DWELLING,11/26/2013,12/09/2013,,12/10/2014,Issued,0,"Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.Trenches to be constructed on contour.No basement plumbing facilities by gravity flow.

Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category&nbsp; S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications.",9005,,DAMASCUS HILLS,LN,,DAMASCUS,MD,20872,39.281828,-77.185826,,POINT (-77.185826 39.281828)
SEWAGE DISPOSAL,704278,ALTER,SINGLE FAMILY DWELLING,02/24/2015,05/14/2015,05/28/2015,05/14/2016,Finaled,0,"Existing septic system to be abandonned and replaced to allow for a new building addition. The ex. septic tank is to be pumped, crushed, and backfilled. The ex. septic trenches are to be pumped as completely as possible.Dual alternating pump � Dual alternating pump system with alarm is required. Pump specifications are to be submitted to this office for approval prior to installation.Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications.&nbsp;No basement plumbing facilities by gravity flow.Trenches to be constructed on contour.Septic trenches to be 100 feet&nbsp; from any well location. Utilties must be 10 feet minimum from septic reserve area. Force-main to be 2-inch pvc. sch. 40. Septic tank to be 2-compartment; pump chamber to be top-seam 1000 gal. tank.

&nbsp;",8600,,GOSHEN VIEW,DR,,GAITHERSBURG,MD,20882,39.209054,-77.177039,,POINT (-77.177039 39.209054)
SEWAGE DISPOSAL,892151,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,10/08/2019,10/08/2019,11/27/2019,,Finaled,0,Pre-construction meeting required prior to the start of any work.&nbsp; This permit is issued to replace the existing septic drainfield (drywells) which has been confirmed failing.&nbsp; The existing septic tank is acceptable to remain � manhole riser to be installed and baffles replaced as necessary.&nbsp;&nbsp; New distribution box to be installed with observation port.&nbsp; Observation ports to be installed at the end of the new trenches which shall be installed in the area of the recent percolation test site.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.,17809,,TERI,DR,,ROCKVILLE,MD,20855,39.14991,-77.143138,,POINT (-77.143138 39.14991)
SEWAGE DISPOSAL,699670,RESTORE AND / OR REPAIR,,01/05/2015,01/27/2015,01/27/2015,,Finaled,0,This permit is only to replace the back line out of the septic tank which is crushed and clogged.,1,,PINEY GLEN,CT,,POTOMAC,MD,20854,39.059828,-77.226682,,POINT (-77.226682 39.059828)
SEWAGE DISPOSAL,648780,REMOVE AND REPLACE,SINGLE FAMILY DWELLING,09/16/2013,09/16/2013,09/26/2013,,Finaled,0,"This permit to replace the existing septic tank, which has been found to be deficient by a private inspector. The existing drain-field will remain and this permit does not authorize the replacement of the drain-field. Prior to the replacement of the septic tank; &nbsp;a pre-construction meeting is required with the well &amp; septic inspector. The new tank must have the standard access ports to grade.

&nbsp;

&nbsp;",17720,,NEW HAMPSHIRE,AVE,,ASHTON,MD,20861,0,0,,POINT (0 0)
SEWAGE DISPOSAL,710621,RESTORE AND / OR REPAIR,,04/28/2015,06/30/2015,07/13/2015,,Finaled,0,This permit is only to replace the existing septic tank.,9213,,FARNSWORTH,DR,,POTOMAC,MD,20854,39.006767,-77.177654,,POINT (-77.177654 39.006767)
SEWAGE DISPOSAL,830476,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,03/13/2018,03/15/2018,06/18/2018,,Finaled,0,This permit is issued to replace the existing septic trenches which have been confirmed failing.&nbsp; The existing septic tank is acceptable to remain � manhole riser to be installed and baffles replaced as necessary.&nbsp;&nbsp; New distribution box with observation port to be installed.&nbsp; Observation ports to be installed at the end of the new trenches which shall be installed in the area of the recent percolation test site.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp;,25020,,WOODFIELD SCHOOL,RD,,GAITHERSBURG,MD,20882,39.268858,-77.17711,,POINT (-77.17711 39.268858)
SEWAGE DISPOSAL,554746,CONSTRUCT,SINGLE FAMILY DWELLING,11/18/2010,11/19/2010,03/30/2011,11/19/2011,Finaled,,"Plumbing elevation of house sewer line is critical and must be carefully established when constructing house Trenches to be constructed on contour.Septic trenches to be 100 feet  from any well location. 
Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series.  Septic tank access port to be installed as per well and septic standards and specifications.",20931,,NEW HAMPSHIRE,AVE,,BROOKEVILLE,MD,20833,39.20152,-77.021833,,POINT (-77.021833 39.20152)
SEWAGE DISPOSAL,832246,CONSTRUCT,SINGLE FAMILY DWELLING,03/29/2018,04/03/2018,06/21/2018,04/04/2019,Finaled,0,Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Septic tank access port to be installed as per well and septic standards and specifications.,110,,GREENTREE FARM,DR,,DICKERSON,MD,20842,39.194824,-77.373911,,POINT (-77.373911 39.194824)
SEWAGE DISPOSAL,790924,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,02/28/2017,03/09/2017,10/05/2017,,Finaled,0,"Pre-construction meeting should be conducted prior to the start of any work.&nbsp; This septic permit is issued to replace the existing drainfield only - &nbsp;the original drywell has been confirmed full.&nbsp; Existing drywell to be pumped, crushed and backfilled.&nbsp; The condition of the existing septic tank has been confirmed and the tank is suitable to remain � new manhole riser and standpipe to be installed - baffles to be replaced as needed.&nbsp; New schedule 40 PVC pipe to be installed from the existing septic tank to the new distribution box.&nbsp; Observation ports to be installed at the ends of both trenches and on distribution box.&nbsp; The new trenches are designed to serve the existing dwelling ONLY - issuance of this septic repair permit does not constitute approval for any future building permit applications for the property.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.

&nbsp;",24501,,HIPSLEY MILL,RD,,GAITHERSBURG,MD,20882,39.2576,-77.122262,,POINT (-77.122262 39.2576)
SEWAGE DISPOSAL,622537,REPLACE,,01/04/2013,01/08/2013,02/14/2013,,Finaled,0,"This permit is to replace the septic tank only.&nbsp; A preconstruction meeting is required to determine the location of the new septic tank.&nbsp; New tank to be at least 100 feet from any well.&nbsp; Prior to final approval of this permit, the condition of the existing dry-well must be evaluated.&nbsp; If the dry-well is found to be failing, then percolation testing will be necessary to determine the septic design and a new drainfield must be installed.&nbsp; Septic tank access port to be installed per well and septic standards and specifications.&nbsp; The existing tank must be pumped, crushed, and back-filled.&nbsp; Inspection and approval of this septic tank in no way implies automatic approval for future additions to the existing house.",21509,S,MONTGOMERY,ST,,GAITHERSBURG,MD,20882,0,0,,POINT (0 0)
SEWAGE DISPOSAL,739137,CONSTRUCT,SINGLE FAMILY DWELLING,12/14/2015,12/24/2015,03/28/2016,12/24/2016,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.

&nbsp;The Maryland Department of the Environment recommends septic tanks, BAT and other pretreatment units be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area

Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. 

Trenches to be constructed on contour.

&nbsp;",6931,,WARFIELD,RD,,GAITHERSBURG,MD,20882,39.200696,-77.14228,,POINT (-77.14228 39.200696)
SEWAGE DISPOSAL,767862,CONSTRUCT,SINGLE FAMILY DWELLING,08/11/2016,09/12/2016,08/04/2017,03/13/2018,Finaled,0,"*Permit revision due to new COMAR regulation effective 11/24/16*

&nbsp;

Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; The Maryland Department of the Environment recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area.&nbsp; Solid lines and trenches must be constructed within septic reserve area as shown on the record plat.&nbsp; Trenches to be connected in series, constructed on contour, and located at least 100 feet away from any well location.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.

This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm o",15505,,AVERY,RD,,ROCKVILLE,MD,20855,39.109866,-77.121094,,POINT (-77.121094 39.109866)
SEWAGE DISPOSAL,869705,CONSTRUCT,SINGLE FAMILY DWELLING,03/20/2019,03/29/2019,08/07/2019,,Finaled,0,Starting point of initial absorption system to be surveyed by a registered land surveyor. Distribution box to be utilized. Observation ports recommend on the ends of all trenches. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomesavailable. Septic tank access port to be installed as per well and septic standards and specifications.,136,,GREENTREE FARM,DR,,DICKERSON,MD,20842,39.196885,-77.372209,,POINT (-77.372209 39.196885)
SEWAGE DISPOSAL,649893,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,09/26/2013,09/30/2013,11/08/2013,,Finaled,0,"This permit is to replace the existing septic system only.&nbsp; Owner requests the the drainfields are sized for a 5 bedroom house.&nbsp; Existing septic tank is to be pumped, crushed, and backfilled.&nbsp; Observation port are to be installed at the ends of all trenches.&nbsp; This septic system utilizes a distribution box.&nbsp;",15701,,SENECA,RD,,GERMANTOWN,MD,20874,39.079987,-77.326974,,POINT (-77.326974 39.079987)
SEWAGE DISPOSAL,834046,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,04/16/2018,05/01/2018,07/25/2018,,Finaled,0,"***Prior to the start of any work, the existing water well must be properly abandoned and sealed by a Maryland licensed well driller.***This septic system permit is issued to replace the existing septic system only which has been confirmed failing� the replacement system must use ""Best Available Treatment (BAT)"" with pump and alarm.&nbsp; The installer must be certified by MDE and the treatment unit vendor. Distribution box to be installed. Pressure line to be sleeved under driveway.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp; ***Based on site conditions and existing features, the replacement system as designed is the final conventional on-site septic system replacement.***",24308,,KAKAE,DR,,DAMASCUS,MD,20872,39.256559,-77.228674,,POINT (-77.228674 39.256559)
SEWAGE DISPOSAL,879937,CONSTRUCT,OTHER SEWAGE DISPOSAL SYSTEM,06/20/2019,06/20/2019,,,Issued,0,This permit is for a single restroom vault toilet.&nbsp;This property is a Montgomery County Park and there is no planned community service. There is no water under pressure at this property.&nbsp; The vault must be made per the attached construction specifications and located at least 100 feet away from any&nbsp;well location.&nbsp; Any changes to the location or construction of the vault toilet must be approved by DPS  Well and Septic Section.,23300,,ARORA HILLS,DR,,CLARKSBURG,MD,20871,39.236047,-77.241726,,POINT (-77.241726 39.236047)
SEWAGE DISPOSAL,716068,CONSTRUCT,SINGLE FAMILY DWELLING,06/10/2015,06/23/2015,09/29/2015,06/23/2016,Finaled,0,"&nbsp;Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.

&nbsp;The Maryland Department of the Environment recommends septic tanks, BAT and other pretreatment units be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area

Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category&nbsp; S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. 

Trenches to be constructed on contour.",6927,,WARFIELD,RD,,GAITHERSBURG,MD,20882,39.201052,-77.142036,,POINT (-77.142036 39.201052)
SEWAGE DISPOSAL,661716,CONSTRUCT,SINGLE FAMILY DWELLING,01/29/2014,02/03/2014,06/04/2015,02/04/2015,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)"" and the installer must be certified by MDE and the treatment unit vendor.&nbsp; Starting point of initial absorption system to be surveyed by a registered land surveyor. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",8224,,SENECA VIEW,DR,,GAITHERSBURG,MD,20882,0,0,,POINT (0 0)
SEWAGE DISPOSAL,670204,REPLACE,SINGLE FAMILY DWELLING,04/22/2014,05/09/2014,07/25/2014,,Finaled,0,"This permit to replace the exisitng septic tank with an approved ""BAT"" treatment unit. This is subject to a recorded BRF agreement in Liber 48598, Folio 163. The installation must be performed by a contractor who is approved by MDE and the BAT vendor. The ex. tank is to be pumped and removed.",10900,,KINGSTEAD,RD,,DAMASCUS,MD,20872,39.267835,-77.225641,,POINT (-77.225641 39.267835)
SEWAGE DISPOSAL,832347,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,03/30/2018,05/07/2018,,,Issued,0,"This permit is issued to replace the existing septic system and the system has been oversized at the owner�s request.&nbsp; Pre-construction meeting required prior to the start of any work. A new MDE-approved B.A.T. unit shall be installed. The installer of the B.A.T. unit must be certified by MDE and the treatment unit vendor. Maryland Department of the Environment recommends septic tanks, B.A.T. unit and other pretreatment units be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area. The system being permitted utilizes electrical devices that will need to be connected to the home�s electrical service. All connections must be made by a licensed electrician and inspected by a Montgomery County electrical inspector.&nbsp; Existing septic tank to be pumped, crushed and backfilled prior to final approval.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",16716,,OAK HILL,RD,,SILVER SPRING,MD,20905,39.131169,-76.971549,,POINT (-76.971549 39.131169)
SEWAGE DISPOSAL,696789,RESTORE AND / OR REPAIR,,12/05/2014,02/06/2015,,,Issued,0,"This permit is for the repair of a failing septic system.&nbsp; A preconstruction meeting is required to determine the actual location for the new tank and trenches.&nbsp; The existing septic tank is to be replaced with an approved Best Available Technology (BAT) treatment device.&nbsp; A legal agreement for the BAT device must be recorded in land records before any work begins.&nbsp; A pumped system will be required.&nbsp; Utilities must be relocated to be at least 10 feet from septic system.&nbsp; A distribution box will be utilized. Trenches to be 8 feet on center.&nbsp; Existing tank to be pumped, crushed, and back-filled. Inspection and approval of this septic system does not constitute automatic approval for future additions to the existing house.",11129,,HOFFMAN,DR,,GERMANTOWN,MD,20876,39.250879,-77.231134,,POINT (-77.231134 39.250879)
SEWAGE DISPOSAL,715507,CONSTRUCT,SINGLE FAMILY DWELLING,06/05/2015,03/31/2017,,,Issued,0,Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications.,12912,,GLEN,RD,,GAITHERSBURG,MD,20878,39.070053,-77.268791,,POINT (-77.268791 39.070053)
SEWAGE DISPOSAL,864213,CONSTRUCT,MISCELLANEOUS STRUCTURE,01/23/2019,05/15/2019,,,Issued,0,"Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; Trenches to be constructed on contour and located at least 100 feet away from anywell location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well andseptic standards and specifications. Utilities must be 10 feet minimum from septic reserve area. This property is in category W-6 andor S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp; Solid lines and trenches must be constructed within septic reserve area as shown on the plan. MDE recommends&nbsp; septic tanks pumped at a frequency adequate to ensure that solids are notdischarged to the disposal area.&nbsp; Prior to construction, an observation hole must be excavated and conditions recorded by the county septic inspector due to shallow rock in adjacent test sites.&nbsp;",,,,,,,,,0,0,"3727 BELL ROAD, BURTONSVILLE, MD  20866  (PARCEL 777)",POINT (0 0)
SEWAGE DISPOSAL,617331,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,11/09/2012,11/27/2012,01/09/2013,,Finaled,0,"Sand mound construction allowed only during dry weather construction season.&nbsp; Materials must be from an approved source.&nbsp; Do not allow construction traffic over 25� downslope of initial mound or over replacement mounds or 25� downslope of replacement mounds.&nbsp; When the corners of the sand mound are staked by a licensed surveyor, he must ensure the bottom corners are at the same elevation.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp; ***Existing septic system to be properly abandoned - septic tank to be pumped by a licensed scavenger, crushed and backfilled.***",19301,,BUCKLODGE,RD,,BOYDS,MD,20841,39.170545,-77.352829,,POINT (-77.352829 39.170545)
SEWAGE DISPOSAL,797013,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,04/25/2017,05/03/2017,07/26/2017,,Finaled,0,Pre-construction meeting should be conducted prior to the start of any work.&nbsp; This septic permit is issued to replace the existing septic system which has been confirmed failing.&nbsp; Existing septic tank has been confirmed acceptable to remain � new baffles and manhole risers to be installed.&nbsp; Existing septic tank to be connected to new distribution box with schedule 40 PVC pipe.&nbsp; Observation ports to be installed at the ends of both trenches and on distribution box.&nbsp; The new trenches are designed to serve the existing dwelling - issuance of this septic repair permit does not constitute approval for any future building permit applications for the property.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.,20740,,SABBATH,CT,,GAITHERSBURG,MD,20882,39.197518,-77.182013,,POINT (-77.182013 39.197518)
SEWAGE DISPOSAL,854320,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,10/08/2018,11/02/2018,02/18/2019,,Finaled,0,"This permit is issued to replace the existing drywell (and trenches) which have been confirmed failing.&nbsp; The existing septic tank is acceptable to remain � manhole riser and baffles to be replaced as necessary.&nbsp;&nbsp; New distribution box with observation port to be installed.&nbsp; New schedule 40 PVC pipe to be installed from existing septic tank to new distribution box.&nbsp; Observation ports to be installed at ends of all trenches.&nbsp; Existing drywell to be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to&nbsp; community system when and if it becomes available.***Replacement trenches to be at least 10 feet from water line.***",15713,,ALLNUTT,LN,,BURTONSVILLE,MD,20866,39.114235,-76.951816,,POINT (-76.951816 39.114235)
SEWAGE DISPOSAL,672826,REMOVE AND REPLACE,SINGLE FAMILY DWELLING,05/14/2014,06/12/2014,11/10/2014,,Finaled,0,A preconstruction meeting with Jared Sluzalis (301-370-6150) is required prior to any work being done.&nbsp; It will be required to demonstrate that the existing septic tank is leaking prior to any installation.&nbsp; This permit is only to replace the existing septic tank with a BAT (Best Available Technology) tank.&nbsp; Installation must be performed by an MDE certified installer.&nbsp; A recorded agreement must be recorded with Montgomery County prior to installation.&nbsp; A final installation approval letter from the manufacturer&nbsp;must be received by this department prior to to this departments final approval.,13201,,COLTON,LN,,GAITHERSBURG,MD,20878,39.121759,-77.273163,,POINT (-77.273163 39.121759)
SEWAGE DISPOSAL,609939,CONSTRUCT,SINGLE FAMILY DWELLING,08/28/2012,09/05/2012,04/04/2013,,Finaled,0,"Septic trenches to be 100 feet&nbsp; from any well location.&nbsp;Trenches to be constructed on contour.&nbsp;

Split system-Distribution box required. See site plan for trench details. Both starting points of initial absorption systems to be surveyed by a registered land surveyor. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.",10167,,SYCAMORE HOLLOW,LN,,GERMANTOWN,MD,20876,39.212899,-77.211377,,POINT (-77.211377 39.212899)
SEWAGE DISPOSAL,668274,CONSTRUCT,SINGLE FAMILY DWELLING,04/04/2014,04/11/2014,12/10/2014,04/12/2015,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.

septic easement to be staked by a registered land surveyor. Solid lines and trenches must be constructed within septic easement as shown on the record plat.Septic tank must not be in a drainage way.No basement plumbing facilities by gravity flow.

&nbsp;Trenches to be constructed on contour.Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. 

&nbsp;",118,,HAWKES,CT,,CLARKSBURG,MD,20871,39.25218,-77.235693,,POINT (-77.235693 39.25218)
SEWAGE DISPOSAL,659174,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,12/30/2013,12/31/2013,,,Issued,0,This permit is for the repair of a failing septic system.&nbsp; A pre-construction meeting is required to evaluate the existing trenches.&nbsp; Failure of existing trenches must be confirmed prior to installation of new trenches.&nbsp; A distribution box will be utilized.&nbsp; Observation ports to be installed at ends of trenches.&nbsp; Inspection and approval of this septic system does not constitute automatic approval for future additions to the existing house.,17041,,BARN RIDGE,DR,,SILVER SPRING,MD,20906,39.120599,-77.044479,,POINT (-77.044479 39.120599)
SEWAGE DISPOSAL,653130,REMOVE AND REPLACE,SINGLE FAMILY DWELLING,10/29/2013,11/05/2013,11/21/2013,11/06/2014,Finaled,0,"This permit is issued to replace the existing tank only to accommodate the sunroom addition to the existing dwelling.&nbsp; Pre-construction meeting is required with an inspector from our office prior to the start of work to determine actual location of the new septic tank.&nbsp; The existing septic tank must be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",13337,,BONDY,WAY,,GAITHERSBURG,MD,20878,39.117334,-77.27836,,POINT (-77.27836 39.117334)
SEWAGE DISPOSAL,621769,CONSTRUCT,SINGLE FAMILY DWELLING,12/21/2012,12/26/2012,03/24/2014,,Finaled,0,"Existing septic tank must be pumped by a licensed scavenger, crushed and backfilled prior to final sandmound approval.&nbsp; Sand mound construction allowed only during dry weather construction season.&nbsp; Materials must be from an approved source.&nbsp; Do not allow construction traffic over 25� downslope of initial mound or over replacement mounds or 25� downslope of replacement mounds.&nbsp; When the corners of the sand mound are staked by a licensed surveyor, he must ensure the bottom corners are at the same elevation.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",18205,,DARNESTOWN,RD,,DICKERSON,MD,20842,39.163442,-77.378456,Older tenant house,POINT (-77.378456 39.163442)
SEWAGE DISPOSAL,596181,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,04/13/2012,05/11/2012,06/15/2012,05/11/2013,Finaled,0,"This permit is only to replace the existing septic system.  Septic system needs to be installed when soil conditions are dry.  Existing septic tank is to be pumped, crushed, and backfilled.  Two existing drywells are to be pumped, crushed, and backfilled or tied into new septic system.  New trenches are to utilize serial distribution and septic system is two be split in two so one half of system is resting at all times.  Need at least one foot of cover over new trenches.  Observation ports are to be installed at ends of all trenches and will extend 4"" above final grade.  Aerobic pretreatment is required due to reduced buffer-3 foot treatment zone.  Need Easement and Agreement recorded with Montgomery County for BAT program prior to final approval.",9517,,OVERLEA,DR,,ROCKVILLE,MD,20850,39.06191,-77.196771,,POINT (-77.196771 39.06191)
SEWAGE DISPOSAL,798365,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,05/05/2017,05/25/2017,07/26/2017,,Finaled,0,"***EXISTING WELL TO BE PROPERLY ABANDONED AND SEALED PROR TO FINAL APPROVAL OF SEPTIC SYSTEM REPLACEMENT.&nbsp; COMPONENTS OF PRE-1975 SEPTIC SYSTEM TO BE PUMPED, CRUSHED AND BACKFILLED � SEE PLAN FOR LOCATION.***

Pre-construction meeting should be conducted prior to the start of any work.&nbsp; This septic permit is issued to replace the existing septic trench which has been confirmed failing.&nbsp; Existing septic tank (installed in 1975) has been confirmed acceptable to remain � new baffles and manhole risers to be installed as needed.&nbsp; Existing septic tank to be connected to new distribution box with schedule 40 PVC pipe.&nbsp; Observation ports to be installed at the ends of both trenches and on distribution box.&nbsp; The new trenches are designed to serve the existing dwelling - issuance of this septic repair permit does not constitute approval for any future building permit applications for the property.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.

<",15500,,HOLLY GROVE,RD,,SILVER SPRING,MD,20905,39.110252,-77.014094,,POINT (-77.014094 39.110252)
SEWAGE DISPOSAL,617332,REPLACE,SINGLE FAMILY DWELLING,11/09/2012,12/13/2012,12/26/2012,,Finaled,0,"This permit is to replace the existing drywell with new disposal trenches.&nbsp; Exact location of treches to be determined in the field.&nbsp; A distribution box is to be utilized.&nbsp; Trenches to be at least 10 feet from all utilities.&nbsp; The existing drywell is to be pumped, crushed, and back-filled.&nbsp; This permit is to remedy a failing septic system.&nbsp; Inspection and approval of this septic system in no way implies automatic approval for future additions to the existing house.",17600,,LISA,DR,,ROCKVILLE,MD,20855,39.145502,-77.140556,,POINT (-77.140556 39.145502)
SEWAGE DISPOSAL,566275,CONSTRUCT,SINGLE FAMILY DWELLING,04/19/2011,08/29/2011,04/27/2012,08/29/2012,Finaled,,"No basement plumbing facilities by gravity flow.
Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series.  Septic tank access port to be installed as per well and septic standards and specifications.",18816,,CELEBRITY,LN,,SANDY SPRING,MD,20860,39.165105,-77.026192,,POINT (-77.026192 39.165105)
SEWAGE DISPOSAL,616589,REMOVE AND REPLACE,SINGLE FAMILY DWELLING,11/02/2012,12/05/2012,12/07/2012,,Finaled,0,This permit is only to replace the existing septic tank.,21100,,PEACH TREE,RD,,DICKERSON,MD,20842,39.201766,-77.371184,,POINT (-77.371184 39.201766)
SEWAGE DISPOSAL,759128,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,06/10/2016,06/22/2016,08/05/2016,,Finaled,0,Prior to construction of new trenches a pre-construction meeting with an inspector from this office is required to determine actual starting point of trenches.&nbsp; The original trenches have been confirmed failing.&nbsp; The condition of the existing septic tank has been confirmed and tank is suitable to remain � baffles to be replaced as needed.&nbsp; Distribution box to be installed.&nbsp; The new trenches are designed to serve the existing dwelling ONLY - issuance of this septic repair permit does not constitute approval for any future building permit applications for the property. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.,9609,,FARMVIEW,CT,,DAMASCUS,MD,20872,39.259852,-77.196027,,POINT (-77.196027 39.259852)
