PermitNumber,ApplicationTrackingID,SequenceNumber,ApplicationTypeShortDesc,PermitStatusID,PermitStatusShortDesc,PermitSeriesID,PermitSeriesShortDesc,PermitTypeID,PermitTypeDesc,SpecificStipulations,PermitIssueDate,IssuedWorkStartDate,IssuedWorkEndDate,BoroughName,OnStreetName,FromStreetName,ToStreetName,PermitteeName,CreatedOn,ModifiedOn
QIB2018124A02,2018050400706753,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",05/04/2018,05/04/2018,05/04/2019,QUEENS,HORACE HARDING EXPRESSWAY,190 STREET,194 STREET,"M&V Corporate Transportation, Inc.",05/04/2018,05/05/2019
MIB2019046A00,2019020100988517,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/15/2019,02/15/2019,05/15/2019,MANHATTAN,WEST   42 STREET,8 AVENUE,9 AVENUE,LX TRANSPORTATON LLC,02/15/2019,05/16/2019
QIB2018124A01,2018040300806500,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",05/04/2018,05/04/2018,05/04/2019,QUEENS,HORACE HARDING EXPRESSWAY,136 STREET,LAWRENCE STREET,"M&V Corporate Transportation, Inc.",05/04/2018,05/05/2019
20161204133,ICBPS-20161204-133,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",05/19/2017,05/19/2017,04/29/2019,MANHATTAN,WEST   34 STREET,9 AVENUE,DYER AVENUE,"M & C Enterprises, Inc.",12/04/2016,05/01/2019
QIB2019123A00,2019031300549483,0001,Renew,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",05/03/2019,05/03/2019,05/03/2021,QUEENS,HORACE HARDING EXPRESSWAY,136 STREET,LAWRENCE STREET,"M&V Corporate Transportation, Inc.",05/03/2019,05/03/2019
QIB2019123A01,2019031300507017,0001,Renew,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",05/03/2019,05/03/2019,05/03/2021,QUEENS,HORACE HARDING EXPRESSWAY,190 STREET,194 STREET,"M&V Corporate Transportation, Inc.",05/03/2019,05/03/2019
MIB2019164A00,2019031300563667,0001,Renew,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",06/13/2019,06/13/2019,06/13/2021,MANHATTAN,LEXINGTON AVENUE,EAST   46 STREET,EAST   47 STREET,"M&V Corporate Transportation, Inc.",06/13/2019,06/13/2019
MIB2018164A00,2018040301010047,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",06/13/2018,06/13/2018,06/13/2019,MANHATTAN,LEXINGTON AVENUE,EAST   46 STREET,EAST   47 STREET,"M&V Corporate Transportation, Inc.",06/13/2018,06/14/2019
2016050121,ICBPS-20160501-21,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",05/31/2016,05/31/2016,05/31/2019,MANHATTAN,CANAL STREET,ALLEN STREET,ORCHARD STREET,Z & D Tour Inc,05/01/2016,05/31/2019
BIB2018169A00,2018030900294510,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",06/18/2018,06/18/2018,06/18/2019,BROOKLYN,8 AVENUE,49 STREET,50 STREET,EAGLE BUS INC.,06/18/2018,06/19/2019
BIB2019168A00,2019060100127080,0001,Renew,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",06/17/2019,06/17/2019,06/17/2020,BROOKLYN,8 AVENUE,49 STREET,50 STREET,EAGLE BUS INC.,06/17/2019,06/17/2019
BIB2019200A00,2019032601037190,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",07/19/2019,07/19/2019,07/19/2022,BROOKLYN,EMPIRE BOULEVARD,NYCTA SUBWAY,WASHINGTON AVENUE,"Gunther Charters, Inc.",07/19/2019,07/19/2019
QIB2019204A00,2019021500485637,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",07/23/2019,07/23/2019,01/23/2022,QUEENS,BORDEN AVENUE,2 STREET,QNS MIDTOWN TUNNEL,"Hampton Jitney, Inc.",07/23/2019,07/23/2019
MIB2019134A00,2019032501395457,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",05/14/2019,05/14/2019,07/14/2019,MANHATTAN,WEST   42 STREET,8 AVENUE,9 AVENUE,LX TRANSPORTATON LLC,05/14/2019,07/20/2019
MIB2019119A00,2018101501267460,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",04/29/2019,04/29/2019,07/29/2019,MANHATTAN,WEST   34 STREET,9 AVENUE,DYER AVENUE,"DC Trails, Inc",04/29/2019,07/30/2019
MIB2019200A00,2019032601070350,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",07/19/2019,07/19/2019,07/19/2022,MANHATTAN,ALLEN STREET,BROOME STREET,GRAND STREET,"Gunther Charters, Inc.",07/19/2019,07/19/2019
BIB2019221A02,2019052700081763,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",08/09/2019,08/09/2019,08/09/2022,BROOKLYN,AVENUE U,EAST   13 STREET,EAST   14 STREET,M & Y Tour Inc.,08/09/2019,08/09/2019
BIB2018222A00,2018022700629160,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",08/10/2018,08/10/2018,08/10/2019,BROOKLYN,60 STREET,7 AVENUE,8 AVENUE,UNION TOUR EXPRESS INC.,08/10/2018,08/11/2019
BIB2019221A00,2019052700079227,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",08/09/2019,08/09/2019,08/09/2022,BROOKLYN,BAY PARKWAY,67 STREET,68 STREET,M & Y Tour Inc.,08/09/2019,08/09/2019
BIB2019221A03,2019080900892440,0001,Renew,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",08/09/2019,08/09/2019,08/09/2020,BROOKLYN,60 STREET,7 AVENUE,8 AVENUE,UNION TOUR EXPRESS INC.,08/09/2019,08/09/2019
2016042517,ICBPS-20160425-17,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/19/2016,08/19/2016,08/19/2019,BROOKLYN,AVENUE U,EAST   13 STREET,EAST   14 STREET,M & Y Tour Inc.,04/25/2016,08/19/2019
BIB2019221A01,2019052700074707,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",08/09/2019,08/09/2019,08/09/2022,BROOKLYN,8 AVENUE,55 STREET,56 STREET,M & Y Tour Inc.,08/09/2019,08/09/2019
2016042518,ICBPS-20160425-18,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/19/2016,08/19/2016,08/19/2019,BROOKLYN,BAY PARKWAY,67 STREET,68 STREET,M & Y Tour Inc.,04/25/2016,08/19/2019
2016061639,ICBPS-20160616-39,0001,Renew,906,VOIDED AFTER ISSUE,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",11/14/2016,11/14/2016,06/14/2017,MANHATTAN,WEST   33 STREET,11 AVENUE,12 AVENUE,"Greyhound Lines, Inc",06/16/2016,08/27/2019
2016050422,ICBPS-20160504-22,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/19/2016,08/19/2016,08/19/2019,BROOKLYN,8 AVENUE,55 STREET,56 STREET,M & Y Tour Inc.,05/04/2016,08/19/2019
MIB2019224A00,2019062501406700,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",08/12/2019,08/12/2019,08/12/2020,MANHATTAN,EAST   44 STREET,3 AVENUE,LEXINGTON AVENUE,"DURAMA TOURS, INC.",08/12/2019,08/12/2019
2016050423,ICBPS-20160504-23,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/19/2016,08/19/2016,08/19/2019,BROOKLYN,8 AVENUE,55 STREET,56 STREET,GOGO BUS TOURS INC,05/04/2016,08/19/2019
20141013123,ICBPS-20141013-123,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/19/2016,08/19/2016,08/19/2019,MANHATTAN,EAST   44 STREET,3 AVENUE,LEXINGTON AVENUE,"DURAMA TOURS, INC.",10/13/2014,08/19/2019
MIB2019241A00,2019082300576960,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",08/29/2019,08/29/2019,09/29/2019,MANHATTAN,3 AVENUE,EAST   40 STREET,EAST   41 STREET,"Hampton Jitney, Inc.",08/29/2019,09/30/2019
MIB2019248A00,2019090200099840,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",09/05/2019,09/05/2019,09/05/2022,MANHATTAN,WEST   34 STREET,9 AVENUE,DYER AVENUE,"DC Trails, Inc",09/05/2019,09/05/2019
2016052634,ICBPS-20160526-34,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/14/2016,10/14/2016,10/14/2019,MANHATTAN,7 AVENUE,WEST   30 STREET,WEST   31 STREET,"DC Trails, Inc",05/26/2016,10/14/2019
MIB2019274A00,2019093000574390,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 5 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/01/2019,10/01/2019,10/01/2022,MANHATTAN,WEST   34 STREET,11 AVENUE,HIGH LINE,Megabus Northeast LLC,10/01/2019,10/01/2019
MIB2019010A17,2018112600990653,0001,New,906,VOIDED AFTER ISSUE,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,BATTERY PLACE,JOE DIMAGGIO HIGHWAY,WASHINGTON STREET,"Hampton Jitney, Inc.",01/10/2019,10/22/2019
2016042519,ICBPS-20160425-19,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/19/2016,08/19/2016,10/18/2019,MANHATTAN,PIKE STREET,HENRY STREET,MADISON STREET,Asian Express Travel Inc,04/25/2016,10/18/2019
MIB2019276A00,2019090901227213,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/03/2019,10/03/2019,10/03/2022,MANHATTAN,CANAL STREET,ALLEN STREET,ORCHARD STREET,Virginia Seagull Travel Bus Inc.,10/03/2019,10/03/2019
MIB2019282A00,2019071800859387,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/09/2019,10/09/2019,10/09/2022,MANHATTAN,PIKE STREET,HENRY STREET,MADISON STREET,Asian Express Travel Inc,10/09/2019,10/09/2019
MIB2019289A00,2019092401240930,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/16/2019,10/16/2019,10/16/2022,MANHATTAN,7 AVENUE,WEST   30 STREET,WEST   31 STREET,"DC Trails, Inc",10/16/2019,10/16/2019
MIB2019276A01,2019070901102980,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/03/2019,10/03/2019,10/03/2022,MANHATTAN,6 AVENUE,GRAND STREET,SULLIVAN STREET,"Greyhound Lines, Inc.",10/03/2019,10/03/2019
MIB2019290A00,2019090401130640,0001,Renew,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/17/2019,10/17/2019,10/17/2022,MANHATTAN,WEST   37 STREET,7 AVENUE,8 AVENUE,Morning Sun Bus Company Inc.,10/17/2019,10/17/2019
2016033014,ICBPS-20160330-14,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2016,10/03/2016,10/03/2019,MANHATTAN,CANAL STREET,ALLEN STREET,ORCHARD STREET,Virginia Seagull Travel Bus Inc.,03/30/2016,10/03/2019
2016052532,ICBPS-20160525-32,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/19/2016,08/19/2016,10/03/2019,MANHATTAN,WEST   34 STREET,11 AVENUE,12 AVENUE,Megabus Northeast LLC,05/25/2016,10/03/2019
MIB2019295A00,2019080700394713,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/22/2019,10/22/2019,10/22/2020,MANHATTAN,BROADWAY,WEST   51 STREET,WEST   52 STREET,MJM TRAVEL GROUP INC.,10/22/2019,10/22/2019
MIB2019112A00,2018022600962497,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",04/22/2019,04/22/2019,10/22/2019,MANHATTAN,WEST   37 STREET,7 AVENUE,8 AVENUE,Morning Sun Bus Company Inc.,04/22/2019,10/23/2019
MIB2019281A00,2019092400507223,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/08/2019,10/08/2019,10/08/2022,MANHATTAN,WEST   31 STREET,7 AVENUE,8 AVENUE,"ACADEMY EXPRESS, L.L.C.",10/08/2019,10/08/2019
2017020121,ICBPS-20170201-21,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",02/03/2017,02/03/2017,10/07/2019,MANHATTAN,WEST   31 STREET,8 AVENUE,9 AVENUE,"ACADEMY EXPRESS, L.L.C.",02/01/2017,10/07/2019
MIB2019274A01,2019082700741660,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 2 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/01/2019,10/01/2019,10/01/2022,MANHATTAN,7 AVENUE,WEST   26 STREET,WEST   27 STREET,Megabus Northeast LLC,10/01/2019,10/01/2019
MIB2019279A00,2019082200998270,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/06/2019,10/06/2019,10/06/2022,MANHATTAN,ALLEN STREET,CANAL STREET,HESTER STREET,NO.1 Bus Tour Inc.,10/06/2019,10/06/2019
MIB2019201A00,2019070500716833,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",07/20/2019,07/20/2019,10/20/2019,MANHATTAN,WEST   42 STREET,8 AVENUE,9 AVENUE,LX TRANSPORTATON LLC,07/20/2019,10/23/2019
2016091069,ICBPS-20160910-69,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/04/2016,10/04/2016,10/04/2019,MANHATTAN,CHATHAM SQUARE,DOYERS STREET,MOTT STREET,"Victoria's Transportation Co., Inc.",09/10/2016,10/04/2019
2016062741,ICBPS-20160627-41,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/07/2016,10/07/2016,10/07/2019,MANHATTAN,WEST   31 STREET,8 AVENUE,9 AVENUE,"ACADEMY EXPRESS, L.L.C.",06/27/2016,10/07/2019
2016052533,ICBPS-20160525-33,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/19/2016,08/19/2016,10/03/2019,MANHATTAN,7 AVENUE,WEST   26 STREET,WEST   27 STREET,Megabus Northeast LLC,05/25/2016,10/03/2019
MIB2019296A00,2019081901208030,0001,Renew,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/23/2019,10/23/2019,08/23/2021,MANHATTAN,WEST   42 STREET,8 AVENUE,9 AVENUE,LX TRANSPORTATON LLC,10/23/2019,10/23/2019
MIB2019288A00,2019100401180547,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule electronically signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",10/15/2019,10/15/2019,10/15/2021,MANHATTAN,CHATHAM SQUARE,BOWERY,EAST BROADWAY,"Victoria's Transportation Co., Inc.",10/15/2019,10/15/2019
2016081663,ICBPS-20160816-63,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/07/2016,10/07/2016,10/07/2019,MANHATTAN,ALLEN STREET,CANAL STREET,HESTER STREET,NO.1 Bus Tour Inc.,08/16/2016,10/07/2019
2016051727,ICBPS-20160517-27,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",09/30/2016,09/30/2016,10/03/2019,MANHATTAN,6 AVENUE,GRAND STREET,WATTS STREET,"Greyhound Lines, Inc",05/17/2016,10/03/2019
2017041751,ICBPS-20170417-51,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",06/26/2017,06/26/2017,11/14/2019,MANHATTAN,11 AVENUE,WEST   35 STREET,WEST   36 STREET,"Greyhound Lines, Inc",04/17/2017,11/14/2019
MIB2019312A03,2019081400997463,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 2 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",11/08/2019,11/08/2019,11/08/2022,MANHATTAN,11 AVENUE,WEST   35 STREET,WEST   36 STREET,"Greyhound Lines, Inc.",11/08/2019,11/08/2019
2017030137,ICBPS-20170301-37,0001,Renew,906,VOIDED AFTER ISSUE,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",05/30/2017,05/30/2017,11/14/2019,QUEENS,138 STREET,37 AVENUE,38 AVENUE,Star Tag Inc.,03/01/2017,11/27/2019
2017041755,ICBPS-20170417-55,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",06/26/2017,06/26/2017,11/14/2019,MANHATTAN,11 AVENUE,WEST   36 STREET,WEST   37 STREET,"Greyhound Lines, Inc",04/17/2017,11/14/2019
