License number,Limited Electrician Business License,Applicant name,License date,Issue date,Expire date,Insurance expiration date,Address - Line 1,Address - Line 2,City,STATE,ZipCode,Location
EL5277,LIMITED ELECTRICAL BUSINESS,_ LEFEBURE CORP,02/17/2000,02/17/2000,01/10/1989,,008442  LEE  HWY,,FAIRFAX,VA,22031,"008442 LEE HWY
FAIRFAX, VA 22031
(38.873778, -77.237648)"
EL205168,LIMITED ELECTRICAL BUSINESS,_ SMB INC T/A ASSET PROTECTION & ALARMS,09/12/2012,10/15/2012,10/15/2016,02/03/2015,4413 USANGE STREET,,BELTSVILLE,MD,20705,"4413 USANGE STREET
BELTSVILLE, MD 20705
(39.032584, -76.920456)"
EL6501,LIMITED ELECTRICAL BUSINESS,"_ MASTERS, INC.",08/26/2009,,,01/01/2010,7767 OLD TELEGRAPH ROAD,,SEVERN,MD,21144,"7767 OLD TELEGRAPH ROAD
SEVERN, MD 21144
(39.152711, -76.684604)"
EL5022,LIMITED ELECTRICAL BUSINESS,_ WESTINGHOUSE ELECTRIC CORP,02/17/2000,02/17/2000,02/01/1990,,012510  PROSPERITY  DR250,,SILVER SPRING,MD,20904,"012510 PROSPERITY DR250
SILVER SPRING, MD 20904"
EL217661,LIMITED ELECTRICAL BUSINESS,_ ACTION ALARM SYSTEMS CORPORATION,12/26/2014,01/22/2015,01/22/2021,11/01/2019,11605 CROSSROADS CIRCLE,SUITE H,BALTIMORE,MD,21220,"11605 CROSSROADS CIRCLESUITE H
BALTIMORE, MD 21220"
EL203124,LIMITED ELECTRICAL BUSINESS,"_ GBS SECURITY SYSTEMS, INC.",05/29/2012,06/08/2012,06/08/2020,11/03/2016,700 CLABBER HILL RD.,,CHURCH HILL,MD,21623,"700 CLABBER HILL RD.
CHURCH HILL, MD 21623
(39.143076, -76.024644)"
EL5051,LIMITED ELECTRICAL BUSINESS,SERVICE NEON SIGNS INC,04/26/1971,04/26/1971,06/30/2004,04/01/2007,6611 IRON PLACE,,SPRINGFIELD,VA,22151,"6611 IRON PLACE
SPRINGFIELD, VA 22151
(38.795806, -77.173648)"
EL5368,LIMITED ELECTRICAL BUSINESS,_ ALARM DATA CORPORATION,02/17/2000,02/17/2000,09/24/1995,,10741  TUCKER  ST,,BELTSVILLE,MD,20705,"10741 TUCKER ST
BELTSVILLE, MD 20705
(39.025554, -76.90825)"
EL5260,LIMITED ELECTRICAL BUSINESS,_ SOLAREX CORP,02/17/2000,02/17/2000,09/20/1987,,001335  PICCARD  DR,,ROCKVILLE,MD,20850,"001335 PICCARD DR
ROCKVILLE, MD 20850
(39.10377, -77.17826)"
EL222445,LIMITED ELECTRICAL BUSINESS,_ GRAMOPHONE LTD,11/18/2015,11/30/2015,11/30/2017,09/30/2016,4 WEST AYLESBURY ROAD,,TIMONLUM,MD,21093,"4 WEST AYLESBURY ROAD
TIMONLUM, MD 21093
(39.433135, -76.623984)"
EL221163,LIMITED ELECTRICAL BUSINESS,_ CHAIN COMMUNICATION LLC,09/09/2015,09/15/2015,09/15/2017,01/05/2020,PO BOX 868,,REISTERSTOWN,MD,21136,"PO BOX 868
REISTERSTOWN, MD 21136"
EL5245,LIMITED ELECTRICAL BUSINESS,_ QUALITY ELEVATOR CO INC,02/17/2000,02/17/2000,06/30/1984,,004818  UPSHUR  ST,,BLADENSBURG,MD,20710,"004818 UPSHUR ST
BLADENSBURG, MD 20710
(38.941925, -76.936488)"
EL1435,LIMITED ELECTRICAL BUSINESS,_ TRIANGLE SIGN & SERVICE,02/17/2000,02/17/2000,06/30/1982,,000822  CENTRAL  AVE,,LINTHICUM,MD,21090,"000822 CENTRAL AVE
LINTHICUM, MD 21090
(39.226116, -76.656181)"
EL5502,LIMITED ELECTRICAL BUSINESS,"_ GATETECH SYSTEMS, INC.",11/04/1999,11/04/1999,11/04/2001,03/11/2001,10017 EVERGREEN AVENUE,,COLUMBIA,MD,21046,"10017 EVERGREEN AVENUE
COLUMBIA, MD 21046
(39.187653, -76.859612)"
EL3817,LIMITED ELECTRICAL BUSINESS,_ AIRWAY CLIMATROL INCORPORATED,11/26/2001,11/26/2001,11/26/2003,05/04/2002,"505 KENNEDY STREET, N.W.",,WASHINGTON,DC,20011,"505 KENNEDY STREET, N.W.
WASHINGTON, DC 20011
(38.956444, -77.020167)"
EL5301,LIMITED ELECTRICAL BUSINESS,_ COLD SNAP REFRIGERTION,02/17/2000,02/17/2000,01/10/1989,,011350  FREDERICK  RD,,ELLICOTT CITY,MD,21043,"011350 FREDERICK RD
ELLICOTT CITY, MD 21043
(39.290345, -76.906117)"
EL5378,LIMITED ELECTRICAL BUSINESS,"_ KENNEDY'S SECURITY SERVICE, INC.",02/17/2000,02/17/2000,10/12/1992,,9632  COTTRELL  TER,,SILVER SPRING,MD,20903,"9632 COTTRELL TER
SILVER SPRING, MD 20903
(39.014032, -76.982687)"
EL5409,LIMITED ELECTRICAL BUSINESS,_ C.A.M. COMMUNICATIONS INC,03/24/1994,03/24/1994,03/24/2002,03/07/2001,8305-A  MERRIFIELD  AVE-BAY7,,FAIRFAX,VA,22031,"8305-A MERRIFIELD AVE-BAY7
FAIRFAX, VA 22031
(38.878019, -77.232139)"
EL6504,LIMITED ELECTRICAL BUSINESS,_ MAXIMUM SECURITY CO,02/03/2011,02/09/2011,02/09/2015,01/30/2014,1702 PICADILLY ROAD,,CROFTON,MD,21114,"1702 PICADILLY ROAD
CROFTON, MD 21114
(39.014725, -76.682545)"
EL4171,LIMITED ELECTRICAL BUSINESS,_ E-QUIP LTD,04/14/2004,04/23/2004,04/23/2008,12/31/2006,5430 MOUNT ZION ROAD,,FREDERICK,MD,21703,"5430 MOUNT ZION ROAD
FREDERICK, MD 21703
(39.38153, -77.479434)"
EL5213,LIMITED ELECTRICAL BUSINESS,_ MAGIC VAC CO,02/17/2000,02/17/2000,07/19/1991,,005109  DECATUR  ST,,EDMONSTON,MD,20781,"005109 DECATUR ST
EDMONSTON, MD 20781
(38.948771, -76.932139)"
EL223584,LIMITED ELECTRICAL BUSINESS,_ CAPITOL CABLE COMMUNICATIONS INC,02/10/2017,03/03/2017,03/03/2021,04/21/2020,8710 ARMSTRONG LANE,,UPPER MARLBORO,MD,20772,"8710 ARMSTRONG LANE
UPPER MARLBORO, MD 20772
(38.830905, -76.856582)"
EL5381,LIMITED ELECTRICAL BUSINESS,_ COTHERMAN AIRCONDITIONING CONST. CO.,04/22/1992,04/22/1992,04/22/2000,05/29/1997,317  MAIN  ST,,NEW WINDSOR,MD,21776,"317 MAIN ST
NEW WINDSOR, MD 21776
(39.543941, -77.105778)"
EL4218,LIMITED ELECTRICAL BUSINESS,_ KEY ELECTRIC,07/26/2004,07/26/2004,07/26/2014,05/21/2014,818 DIAMOND DRIVE,,GAITHERSBURG,MD,20878,"818 DIAMOND DRIVE
GAITHERSBURG, MD 20878
(39.13347, -77.232078)"
EL5513,LIMITED ELECTRICAL BUSINESS,_ PRO-WIRE SECURITY & SOUNDS INC.,08/23/2000,08/23/2000,08/23/2010,08/11/2011,P.O. BOX 447,,HUNTINGTOWN,MD,20639,"P.O. BOX 447
HUNTINGTOWN, MD 20639"
EL4295,LIMITED ELECTRICAL BUSINESS,_ RAMPART SECURITY SYSTEMS,11/30/2004,12/10/2004,12/10/2010,04/08/2010,3109 NESTLING PINE COURT,,ELLICOTT CITY,MD,21042,"3109 NESTLING PINE COURT
ELLICOTT CITY, MD 21042
(39.285304, -76.877089)"
EL5031,LIMITED ELECTRICAL BUSINESS,_ WASHINGTON REFRIGERATION CO INC,02/17/2000,02/17/2000,10/01/1993,,002901  V  STNE,,WASHINGTON,DC,20018,"002901 V STNE
WASHINGTON, DC 20018
(38.918958, -76.967592)"
EL5518,LIMITED ELECTRICAL BUSINESS,_ ORACLE SURVEILLANCE SYSTEMS LTD.,08/10/2001,08/10/2001,08/10/2003,02/01/2007,2624-L LORD BALTIMORE DRIVE,,BALTIMORE,MD,21244,"2624-L LORD BALTIMORE DRIVE
BALTIMORE, MD 21244
(39.328409, -76.751457)"
EL3003,LIMITED ELECTRICAL BUSINESS,"_ SURF SIDE SOUND, INC.",12/07/2010,12/07/2010,12/07/2012,03/24/2011,10231 SHINGLE LANDING ROAD,,BISHOPVILLE,MD,21813,"10231 SHINGLE LANDING ROAD
BISHOPVILLE, MD 21813
(38.405927, -75.206046)"
EL5278,LIMITED ELECTRICAL BUSINESS,_ HILLMAN CONTRACTING,02/17/2000,02/17/2000,03/20/1994,,004706  SELLMAN  RD,,BELTSVILLE,MD,20705,"004706 SELLMAN RD
BELTSVILLE, MD 20705
(39.034682, -76.910536)"
EL4015,LIMITED ELECTRICAL BUSINESS,_ PRIVATEYES ELECTRONIC SECURITY CO.,04/28/2003,04/29/2003,04/29/2011,04/26/2013,5232 BRADDOCK ROAD,,WOODBINE,MD,21797,"5232 BRADDOCK ROAD
WOODBINE, MD 21797
(39.431775, -77.055862)"
EL5612,LIMITED ELECTRICAL BUSINESS,_ KERLEY SIGNS INC,12/08/2006,12/08/2006,12/08/2020,03/01/2020,7650 PRESTON DRIVE,,LANDOVER,MD,20785,"7650 PRESTON DRIVE
LANDOVER, MD 20785
(38.938281, -76.861276)"
EL5526,LIMITED ELECTRICAL BUSINESS,_ ALPHA DESIGN SIGNS,04/07/2008,04/10/2008,04/10/2012,11/10/2011,P.O. BOX 1108,,FREDERICK,MD,21702,"P.O. BOX 1108
FREDERICK, MD 21702"
EL5095,LIMITED ELECTRICAL BUSINESS,_ MINUTE MAN SERVICE CO,02/17/2000,02/17/2000,04/01/1998,,645  LOFSTRAND  LAA,,ROCKVILLE,MD,20850,"645 LOFSTRAND LAA
ROCKVILLE, MD 20850"
EL5362,LIMITED ELECTRICAL BUSINESS,"_ CUSTOM SIGNS & DESIGNS, INC",02/17/2000,02/17/2000,04/19/1992,,6866  DISTRIBUTION  DR,,BELTSVILLE,MD,20705,"6866 DISTRIBUTION DR
BELTSVILLE, MD 20705
(39.056509, -76.887657)"
EL5343,LIMITED ELECTRICAL BUSINESS,"_ TAMCO, INC",02/17/2000,02/17/2000,07/22/1992,,7833  EASTERN  AVE,,SILVER SPRING,MD,20910,"7833 EASTERN AVE
SILVER SPRING, MD 20910
(38.985228, -77.027465)"
EL5614,LIMITED ELECTRICAL BUSINESS,_ HARBOR CITY CORP T/A ACC TELECOM,05/03/2007,05/03/2007,05/03/2009,11/11/2009,7226 LEE DEFOREST DRIVE,SUITE 101,COLUMBIA,MD,21046,"7226 LEE DEFOREST DRIVESUITE 101
COLUMBIA, MD 21046"
EL5512,LIMITED ELECTRICAL BUSINESS,"_ SAFE NET SECURITY, INC.",05/11/2000,05/11/2000,05/11/2010,04/15/2011,P.O. BOX 240,,BURTONSVILLE,MD,20866,"P.O. BOX 240
BURTONSVILLE, MD 20866"
EL5229,LIMITED ELECTRICAL BUSINESS,_ HURLEY METAL PRODUCTS,02/17/2000,02/17/2000,02/28/1992,,000310 N STONESTREET  AVE,,ROCKVILLE,MD,20850,"000310 N STONESTREET AVE
ROCKVILLE, MD 20850
(39.087997, -77.148041)"
EL204790,LIMITED ELECTRICAL BUSINESS,"_ ARGUS SECURITY,INC.",08/28/2012,08/28/2012,08/28/2016,08/17/2015,8036 UPPERFIELD LANE,,OWINGS MILL,MD,21117,"8036 UPPERFIELD LANE
OWINGS MILL, MD 21117
(39.395852, -76.756374)"
EL223650,LIMITED ELECTRICAL BUSINESS,CUTTING EDGE BUILDERS d/b/a SIRUS SYSTEMS,03/06/2017,03/06/2017,03/06/2019,04/24/2017,P.O. BOX 1315,,MIDDLETOWN,MD,21769,"P.O. BOX 1315
MIDDLETOWN, MD 21769"
EL5316,LIMITED ELECTRICAL BUSINESS,"_ TOWER SERVICES, INC.",02/17/2000,02/17/2000,12/01/1995,,221 WINDRIDGE ACRES  CT,,SILVER SPRING,MD,20905,"221 WINDRIDGE ACRES CT
SILVER SPRING, MD 20905
(39.100683, -77.002839)"
EL207926,LIMITED ELECTRICAL BUSINESS,_ BAD - Alarm Tech Solutions LLC,02/14/2013,04/01/2013,04/01/2015,01/01/2015,8141 Telegraph Road Suite F,,Severn,MD,21144,"8141 Telegraph Road Suite F
Severn, MD 21144
(39.109999, -76.692446)"
EL5482,LIMITED ELECTRICAL BUSINESS,"_ CENTURY SECURITY SYSTEMS, INC.",05/27/1998,05/27/1998,05/27/2000,06/17/2008,12101  ARBIE  RD,,SILVER SPRING,MD,20904,"12101 ARBIE RD
SILVER SPRING, MD 20904
(39.054501, -76.991341)"
EL3682,LIMITED ELECTRICAL BUSINESS,"_ TIDEWATER ELEVATOR CO., INC.",12/13/2000,12/13/2000,12/13/2002,09/01/2001,3266 ROLLING ROAD,,EDGEWATER,MD,21037,"3266 ROLLING ROAD
EDGEWATER, MD 21037
(38.929318, -76.582649)"
EL5340,LIMITED ELECTRICAL BUSINESS,_ KENNY SIGNS,03/22/1989,03/22/1989,03/22/2001,02/28/2008,4477 SOUTHERN BUSINESS PARK DR,,WHITE PLAINS,MD,20695,"4477 SOUTHERN BUSINESS PARK DR
WHITE PLAINS, MD 20695
(38.590788, -76.949215)"
EL3884,LIMITED ELECTRICAL BUSINESS,"_ J.M.FLETCHER HEATING & A/C, INC.",06/20/2002,06/20/2002,06/20/2004,01/31/2007,P.O. BOX 684,,MT. AIRY,MD,21771,"P.O. BOX 684
MT. AIRY, MD 21771"
EL5474,LIMITED ELECTRICAL BUSINESS,_ EYE AND EARS LIMITED,01/28/1998,01/28/1998,01/28/2000,03/17/2000,2113  BAYFRONT  TER,,ANNAPOLIS,MD,21401,"2113 BAYFRONT TER
ANNAPOLIS, MD 21401
(39.032298, -76.407558)"
EL224271,LIMITED ELECTRICAL BUSINESS,THE M SAUER COMPANY d/b/a SECURITY UNLIMITED,01/16/2018,01/17/2018,01/17/2020,08/09/2018,4703 FALLS ROAD,,BALTIMORE,MD,21215,"4703 FALLS ROAD
BALTIMORE, MD 21215
(39.347119, -76.641474)"
EL4016,LIMITED ELECTRICAL BUSINESS,_ STRAT SECURITY SYSTEM INC,05/02/2003,05/02/2003,05/02/2021,03/10/2020,1826 E. JOPPA ROAD,,BALTIMORE,MD,21234,"1826 E. JOPPA ROAD
BALTIMORE, MD 21234
(39.399764, -76.552528)"
EL5601,LIMITED ELECTRICAL BUSINESS,_ MARYLAND TELEPHONE,05/20/2005,05/25/2005,05/25/2013,04/06/2016,1014 CROMWELL BRIDGE RD,,TOWSON,MD,21286,"1014 CROMWELL BRIDGE RD
TOWSON, MD 21286
(39.399758, -76.575369)"
EL5034,LIMITED ELECTRICAL BUSINESS,_ MET AIRE HEATING & AIR CONDITIONING CO,02/23/1971,02/23/1971,02/28/2002,12/03/2002,24301  STRINGTOWN  RD,,CLARKSBURG,MD,20871,"24301 STRINGTOWN RD
CLARKSBURG, MD 20871
(39.253057, -77.253554)"
EL3885,LIMITED ELECTRICAL BUSINESS,_ PMC COMMUNICATIONS INC,07/10/2002,07/10/2002,07/10/2020,05/20/2020,911 ALLAN ROAD,,ROCKVILLE,MD,20850,"911 ALLAN ROAD
ROCKVILLE, MD 20850
(39.089069, -77.13351)"
EL219582,LIMITED ELECTRICAL BUSINESS,_ TECHNE COMMUNICATIONS LLC,05/29/2015,06/09/2015,06/09/2017,11/21/2015,2509 HOBBS RD,,GLENWOOD,MD,21738,"2509 HOBBS RD
GLENWOOD, MD 21738
(39.301594, -77.012628)"
EL3004,LIMITED ELECTRICAL BUSINESS,"_ USA ALARMS,LLC",01/10/2011,01/11/2011,01/11/2013,08/18/2011,"1230 CASTINE CT.,",,PASADENA,MD,21122,"1230 CASTINE CT.,
PASADENA, MD 21122
(39.140718, -76.531071)"
EL222602,LIMITED ELECTRICAL BUSINESS,_ A PLUS OAKS INC,12/22/2015,12/22/2015,12/22/2019,05/14/2018,1308 CHURCHVILLE ROAD,,BEL AIR,MD,21014,"1308 CHURCHVILLE ROAD
BEL AIR, MD 21014"
EL5425,LIMITED ELECTRICAL BUSINESS,"_ WASHINGTON DATA SYSTEMS, INC.",02/17/2000,02/17/2000,11/13/1996,,9315  LARGO  DR W#200,,LANDOVER,MD,20785,"9315 LARGO DR W#200
LANDOVER, MD 20785
(38.895808, -76.843882)"
EL5429,LIMITED ELECTRICAL BUSINESS,_ ACCESS SECURITY,02/17/2000,02/17/2000,09/28/2001,02/11/1998,11411  EMPRIE  LA,,ROCKVILLE,MD,20852,"11411 EMPRIE LA
ROCKVILLE, MD 20852
(39.04056, -77.120815)"
EL5443,LIMITED ELECTRICAL BUSINESS,"_ NOVA TECHNOLOGY SERVICES, INC.",02/17/2000,02/17/2000,08/10/1998,,8580  DORSEY RUN  RD,,JESSUP,MD,20794,"8580 DORSEY RUN RD
JESSUP, MD 20794
(39.134415, -76.793165)"
EL5613,LIMITED ELECTRICAL BUSINESS,"_ TOTAL SYSTEMS AND COMMUNICATIONS, LLC",04/27/2007,04/27/2007,04/27/2011,12/08/2009,8626 BROOKS DRIVE,SUITE 101,EASTON,MD,21601,"8626 BROOKS DRIVESUITE 101
EASTON, MD 21601"
EL5392,LIMITED ELECTRICAL BUSINESS,"_ INNOVATIVE FIRE ALARM SYSTEMS, INC.",03/17/1993,03/17/1993,03/17/2005,08/05/2003,5008 WATERLOO ROAD,,ELLICOTT CITY,MD,21043,"5008 WATERLOO ROAD
ELLICOTT CITY, MD 21043
(39.23321, -76.798535)"
EL225760,LIMITED ELECTRICAL BUSINESS,_ TERRAPIN SYSTEMS LLC,07/11/2018,07/11/2018,07/11/2020,08/02/2018,9841 WASHINGTON BLVD,SUITE 200,GAITHERBSURG,MD,20878,"9841 WASHINGTON BLVDSUITE 200
GAITHERBSURG, MD 20878"
EL5345,LIMITED ELECTRICAL BUSINESS,_ SECURITYLINK FROM AMERITECH,02/17/2000,02/17/2000,08/09/1997,,2  MID AMERICA  PLZ200,,OAKBROOK TER,IL,60181,"2 MID AMERICA PLZ200
OAKBROOK TER, IL 60181"
EL223425,LIMITED ELECTRICAL BUSINESS,COMCAST BUSINESS CLASS SECURITY DBA COMCAST BUSINESS SMARTOFFICE,12/21/2016,01/09/2017,01/09/2019,12/01/2018,1701 JOHN F KENNEDY BLVD,11th FLOOR,PHILADELPHIA,PA,19103,"1701 JOHN F KENNEDY BLVD11th FLOOR
PHILADELPHIA, PA 19103"
EL5634,LIMITED ELECTRICAL BUSINESS,"_ KEENEY ENTERPRISES, INC.",08/08/2005,08/08/2005,08/08/2007,05/01/2006,4207-B COXEY BROWN ROAD,,MYERSVILLE,MD,21773,"4207-B COXEY BROWN ROAD
MYERSVILLE, MD 21773
(39.498367, -77.523689)"
EL216282,LIMITED ELECTRICAL BUSINESS,_ ONE SEVENTEEN AV,09/05/2014,09/11/2014,09/11/2016,09/02/2015,13326 FAIRGREEN CIRCLE,,HAGERSTOWN,MD,21742,"13326 FAIRGREEN CIRCLE
HAGERSTOWN, MD 21742
(39.679475, -77.713757)"
EL5222,LIMITED ELECTRICAL BUSINESS,_ JOSEPH T FAMA INC,09/10/1979,09/10/1979,06/30/1986,,001701  BRIGGS CHANEY  RD,,SILVER SPRING,MD,20904,"001701 BRIGGS CHANEY RD
SILVER SPRING, MD 20904
(39.100096, -76.976431)"
