FSCSKEY,LIBID,LibrarySystem,BranchLibrary,WiFiHours,Password,Address,City,ZIP,Phone,OutletType,Longitude,Latitude,Website,eCardAccess,LastUpdate
WA0066,WA0066-008,SPOKANE COUNTY LIBRARY DISTRICT,NORTH SPOKANE LIBRARY,6:00-23:00,false,44 E. HAWTHORNE ROAD,SPOKANE,99218,(509) 893-8350,BR,-117.409307,47.751126,https://www.scld.org/locations/north-spokane/,true,04/24/2020
WA0066,WA0066-010,SPOKANE COUNTY LIBRARY DISTRICT,OTIS ORCHARDS LIBRARY,6:00-23:00,false,22324 E. WELLESLEY AVENUE,OTIS ORCHARDS,99027,(509) 893-8390,BR,-117.105745,47.700301,https://www.scld.org/locations/otis-orchards/,true,04/24/2020
WA0066,WA0066-009,SPOKANE COUNTY LIBRARY DISTRICT,SPOKANE VALLEY LIBRARY,6:00-23:00,false,12004 E. MAIN AVENUE,SPOKANE VALLEY,99206,(509) 893-8400,BR,-117.243703,47.658865,https://www.scld.org/locations/spokane-valley/,true,04/24/2020
WA0066,WA0066-012,SPOKANE COUNTY LIBRARY DISTRICT,THE BOOKEND,6:00-23:00,false,"14700 E INDIANA AVE, SUITE 2084",SPOKANE VALLEY,99216,(509) 893-8275,BR,-117.210716,47.676027,https://www.scld.org/locations/the-bookend/,true,04/24/2020
WA0067,WA0067-003,SPOKANE PUBLIC LIBRARY,EAST SIDE BRANCH LIBRARY,24x7,false,524 S. STONE,SPOKANE,99202,(509) 444-5375,BR,-117.376732,47.650857,https://www.spokanelibrary.org/east-side/,true,05/07/2020
WA0067,WA0067-004,SPOKANE PUBLIC LIBRARY,HILLYARD BRANCH LIBRARY,24x7,false,4005 N. COOK,SPOKANE,99207,(509) 444-5380,BR,-117.373604,47.694012,https://www.spokanelibrary.org/hillyard/,true,05/07/2020
WA0067,WA0067-009,SPOKANE PUBLIC LIBRARY,INDIAN TRAIL BRANCH LIBRARY,24x7,false,4909 W. BARNES ROAD,SPOKANE,99208,(509) 444-5395,BR,-117.483263,47.740807,https://www.spokanelibrary.org/indian-trail/,true,05/07/2020
WA0067,WA0067-008,SPOKANE PUBLIC LIBRARY,SOUTH HILL BRANCH LIBRARY,24x7,false,3324 S. PERRY,SPOKANE,99203,(509) 444-5385,BR,-117.390134,47.624035,https://www.spokanelibrary.org/south-hill/,true,05/07/2020
WA0067,WA0067-011,SPOKANE PUBLIC LIBRARY,STA PLAZA (TEMPORARY LOCATION),24x7,false,701 WEST RIVERSIDE AVENUE,SPOKANE,99201,,BR,-117.422195,47.65793,https://www.spokanelibrary.org/sta-plaza/,true,05/07/2020
WA0072,WA0072-011,STEVENS COUNTY RURAL LIBRARY DISTRICT,CHEWELAH PUBLIC LIBRARY,24x7,true,311 E. CLAY AVENUE,CHEWELAH,99109,(509) 935-6805,BR,-117.71336,48.277294,https://thelosc.org/locations/chewelah-public-library/,true,04/24/2020
WA0072,WA0072-008,STEVENS COUNTY RURAL LIBRARY DISTRICT,COLVILLE PUBLIC LIBRARY,24x7,true,195 SOUTH OAK,COLVILLE,99114,(509) 684-6620,BR,-117.904318,48.543108,https://thelosc.org/locations/colville-public-library/,true,04/24/2020
WA0072,WA0072-001,STEVENS COUNTY RURAL LIBRARY DISTRICT,HUNTERS PUBLIC LIBRARY,24x7,true,"5014 COLUMBIA RIVER RD., BLDG. #11",HUNTERS,99137,(509) 722-3877,BR,-118.237053,48.014061,https://thelosc.org/locations/hunters-public-library/,true,04/24/2020
WA0072,WA0072-010,STEVENS COUNTY RURAL LIBRARY DISTRICT,KETTLE FALLS PUBLIC LIBRARY,24x7,true,605 MEYERS ST,KETTLE FALLS,99141,(509) 738-6817,BR,-118.056184,48.607583,https://thelosc.org/locations/kettle-falls-public-library/,true,04/24/2020
WA0072,WA0072-003,STEVENS COUNTY RURAL LIBRARY DISTRICT,LAKESIDE COMMUNITY LIBRARY,24x7,true,5919 HWY. 291 SUITE 2,NINE MILE FALLS,99026,(509) 276-3329,BR,-117.56294,47.81146,https://thelosc.org/locations/lakeside-community-library/,true,04/24/2020
WA0072,WA0072-005,STEVENS COUNTY RURAL LIBRARY DISTRICT,LOON LAKE LIBRARY,24x7,true,4008 CEDAR ST.,LOON LAKE,99148,(509) 233-3016,CE,-117.63328,48.062563,https://thelosc.org/locations/loon-lake-library/,true,04/24/2020
WA0072,WA0072-006,STEVENS COUNTY RURAL LIBRARY DISTRICT,NORTHPORT COMMUNITY LIBRARY,24x7,true,521 CENTER AVE,NORTHPORT,99157,(509) 732-8928,BR,-117.783364,48.915488,https://thelosc.org/locations/northport-community-library/,true,04/24/2020
WA0072,WA0072-004,STEVENS COUNTY RURAL LIBRARY DISTRICT,ONION CREEK LIBRARY STATION,24x7,true,2191 CLUGSTON-ONION CR. RD.,COLVILLE,99114,(877) 251-3300,BR,-117.81418,48.81565,https://thelosc.org/locations/onion-creek-library/,true,04/24/2020
WA0068,WA0068-012,TACOMA PUBLIC LIBRARY,EASTSIDE MICROLIBRARY,24x7,false,1721 E 56TH ST,TACOMA,98404,(253) 404-3990,BR,-122.40652,47.206257,https://www.tacomalibrary.org/locations/E/,true,04/24/2020
WA0068,WA0068-003,TACOMA PUBLIC LIBRARY,FERN HILL BRANCH LIBRARY,Normal branch operating hours,false,765 SOUTH 84TH STREET,TACOMA,98444,(253) 341-4724,BR,-122.443087,47.181053,https://www.tacomalibrary.org/locations/2/,true,04/24/2020
WA0068,WA0068-005,TACOMA PUBLIC LIBRARY,KOBETICH BRANCH LIBRARY,24x7,false,212 BROWNS POINT BLVD. NE,TACOMA,98422,(253) 248-7265,BR,-122.386134,47.288266,https://www.tacomalibrary.org/locations/3/,true,04/24/2020
WA0068,WA0068-007,TACOMA PUBLIC LIBRARY,MOORE BRANCH LIBRARY,24x7,false,215 SOUTH 56TH STREET,TACOMA,98408,(253) 341-4848,BR,-122.435392,47.206402,https://www.tacomalibrary.org/locations/4/,true,04/24/2020
WA0068,WA0068-008,TACOMA PUBLIC LIBRARY,MOTTET BRANCH LIBRARY,24x7,false,3523 EAST G STREET,TACOMA,98404,(253) 617-7680,BR,-122.422069,47.228531,https://www.tacomalibrary.org/locations/5/,true,04/24/2020
WA0068,WA0068-009,TACOMA PUBLIC LIBRARY,SOUTH TACOMA BRANCH LIBRARY,Normal branch operating hours,false,3411 SOUTH 56TH STREET,TACOMA,98409,(253) 617-7809,BR,-122.481519,47.206227,https://www.tacomalibrary.org/locations/6/,true,04/24/2020
WA0068,WA0068-011,TACOMA PUBLIC LIBRARY,SWASEY BRANCH LIBRARY,24x7,false,7001 SIXTH AVENUE,TACOMA,98406,(253) 617-7810,BR,-122.530097,47.255552,https://www.tacomalibrary.org/locations/7/,true,04/24/2020
WA0068,WA0068-002,TACOMA PUBLIC LIBRARY,TACOMA PUBLIC (MAIN) LIBRARY,24x7,false,1102 TACOMA AVENUE SOUTH,TACOMA,98402,(253) 292-2001,CE,-122.444358,47.252273,https://www.tacomalibrary.org/locations/1/,true,04/24/2020
WA0068,WA0068-006,TACOMA PUBLIC LIBRARY,WHEELOCK BRANCH LIBRARY,24x7,false,3722 NORTH 26TH,TACOMA,98407,(253) 617-7811,BR,-122.486087,47.271035,https://www.tacomalibrary.org/locations/8/,true,04/24/2020
WA0069,WA0069-002,TIMBERLAND REGIONAL LIBRARY,ABERDEEN TIMBERLAND LIBRARY,6:00-00:00,false,121 E. MARKET ST.,ABERDEEN,98520,(360) 533-2360,BR,-123.818483,46.975221,https://www.trl.org/locations/aberdeen,true,04/24/2020
WA0069,WA0069-000,TIMBERLAND REGIONAL LIBRARY,ADMINISTRATIVE SERVICE CENTER,6:00-00:00,false,415 TUMWATER BOULEVARD SW,TUMWATER,98501,(360) 943-5001,Other,-122.909398,46.980743,https://www.trl.org/locations/administrative-service-center,true,04/24/2020
WA0069,WA0069-003,TIMBERLAND REGIONAL LIBRARY,AMANDA PARK TIMBERLAND LIBRARY,6:00-00:00,false,6118 U.S. HIGHWAY 101,AMANDA PARK,98526,(360) 288-2725,BR,-123.893895,47.459193,https://www.trl.org/locations/amanda-park,true,04/24/2020
WA0069,WA0069-015,TIMBERLAND REGIONAL LIBRARY,BELFAIR (NORTH MASON) TIMBERLAND LIBRARY,6:00-00:00,false,23081 NE STATE RT. 3,BELFAIR,98528,(360) 275-3232,BR,-122.833428,47.441613,https://www.trl.org/locations/north-mason,true,04/24/2020
WA0069,WA0069-004,TIMBERLAND REGIONAL LIBRARY,CENTRALIA TIMBERLAND LIBRARY,6:00-00:00,false,110 S. SILVER ST.,CENTRALIA,98531,(360) 736-0183,BR,-122.956851,46.716577,https://www.trl.org/locations/centralia,true,04/24/2020
WA0069,WA0069-005,TIMBERLAND REGIONAL LIBRARY,CHEHALIS (VERNETTA SMITH) TIMBERLAND LIBRARY,6:00-00:00,false,400 N. MARKET BLVD.,CHEHALIS,98532,(360) 748-3301,BR,-122.967855,46.664122,https://www.trl.org/locations/chehalis,true,04/24/2020
WA0069,WA0069-006,TIMBERLAND REGIONAL LIBRARY,ELMA TIMBERLAND LIBRARY,6:00-00:00,false,119 N. FIRST STREET,ELMA,98541,(360) 482-3737,BR,-123.401369,47.004708,https://www.trl.org/locations/elma,true,04/24/2020
WA0069,WA0069-007,TIMBERLAND REGIONAL LIBRARY,HOODSPORT TIMBERLAND LIBRARY,6:00-00:00,false,N. 40 SCHOOLHOUSE HILL RD.,HOODSPORT,98548,(360) 877-9339,BR,-123.142192,47.405095,https://www.trl.org/locations/hoodsport,true,04/24/2020
WA0069,WA0069-008,TIMBERLAND REGIONAL LIBRARY,HOQUIAM TIMBERLAND LIBRARY,6:00-00:00,false,420 7TH ST.,HOQUIAM,98550,(360) 532-1710,BR,-123.88626,46.977329,https://www.trl.org/locations/hoquiam,true,04/24/2020
WA0069,WA0069-009,TIMBERLAND REGIONAL LIBRARY,ILWACO TIMBERLAND LIBRARY,6:00-00:00,false,158 1ST AVE. N.,ILWACO,98624,(360) 642-3908,BR,-124.043317,46.310899,https://www.trl.org/locations/ilwaco,true,04/24/2020
WA0069,WA0069-010,TIMBERLAND REGIONAL LIBRARY,LACEY TIMBERLAND LIBRARY,6:00-00:00,false,500 COLLEGE ST. SE,LACEY,98503,(360) 491-3860,BR,-122.823102,47.043952,https://www.trl.org/locations/lacey,true,04/24/2020
WA0069,WA0069-011,TIMBERLAND REGIONAL LIBRARY,MCCLEARY TIMBERLAND LIBRARY,6:00-00:00,false,121 S. 4TH ST.,MCCLEARY,98557,(360) 495-3368,BR,-123.266447,47.055123,https://www.trl.org/locations/mccleary,true,04/24/2020
WA0069,WA0069-012,TIMBERLAND REGIONAL LIBRARY,MONTESANO (W. H. ABEL MEMORIAL) LIBRARY,6:00-00:00,false,125 MAIN ST. S.,MONTESANO,98563,(360) 249-4211,BR,-123.600843,46.981053,https://www.trl.org/locations/montesano,true,04/24/2020
WA0069,WA0069-014,TIMBERLAND REGIONAL LIBRARY,NASELLE TIMBERLAND LIBRARY,6:00-00:00,false,4 PARPALA RD.,NASELLE,98638,(360) 484-3877,BR,-123.81185,46.365659,https://www.trl.org/locations/naselle,true,04/24/2020
WA0069,WA0069-016,TIMBERLAND REGIONAL LIBRARY,OAKVILLE TIMBERLAND LIBRARY,6:00-00:00,false,204 MAIN ST.,OAKVILLE,98568,(360) 273-5305,BR,-123.235435,46.839981,https://www.trl.org/locations/oakville,true,04/24/2020
WA0069,WA0069-017,TIMBERLAND REGIONAL LIBRARY,OCEAN PARK TIMBERLAND LIBRARY,6:00-00:00,false,1308 256TH PLACE,OCEAN PARK,98640,(360) 665-4184,BR,-124.051972,46.487828,https://www.trl.org/locations/ocean-park,true,04/24/2020
WA0069,WA0069-018,TIMBERLAND REGIONAL LIBRARY,OLYMPIA TIMBERLAND LIBRARY,6:00-00:00,false,313 8TH AVE. SE,OLYMPIA,98501,(360) 352-0595,BR,-122.898317,47.041683,https://www.trl.org/locations/olympia,true,04/24/2020
WA0069,WA0069-019,TIMBERLAND REGIONAL LIBRARY,PACKWOOD TIMBERLAND LIBRARY,6:00-00:00,false,109 W. MAIN ST.,PACKWOOD,98361,(360) 494-5111,BR,-121.671595,46.606505,https://www.trl.org/locations/packwood,true,04/24/2020
WA0069,WA0069-013,TIMBERLAND REGIONAL LIBRARY,RANDLE (MOUNTAIN VIEW) TIMBERLAND LIBRARY,6:00-00:00,false,210 SILVERBROOK RD.,RANDLE,98377,(360) 497-2665,BR,-121.958662,46.535968,https://www.trl.org/locations/mountain-view,true,04/24/2020
WA0069,WA0069-020,TIMBERLAND REGIONAL LIBRARY,RAYMOND TIMBERLAND LIBRARY,6:00-00:00,false,507 DURYEA ST.,RAYMOND,98577,(360) 942-2408,BR,-123.730678,46.686617,https://www.trl.org/locations/raymond,true,04/24/2020
WA0069,WA0069-021,TIMBERLAND REGIONAL LIBRARY,SALKUM TIMBERLAND LIBRARY,6:00-00:00,false,2480 U.S. HWY. 12,SALKUM,98582,(360) 985-2148,BR,-122.62892,46.531691,https://www.trl.org/locations/salkum,true,04/24/2020
WA0069,WA0069-022,TIMBERLAND REGIONAL LIBRARY,SHELTON (WILLIAM G. REED) PUBLIC LIBRARY,6:00-00:00,false,710 W. ALDER ST.,SHELTON,98584,(360) 426-1362,BR,-123.106925,47.216634,https://www.trl.org/locations/shelton,true,04/24/2020
WA0069,WA0069-023,TIMBERLAND REGIONAL LIBRARY,SOUTH BEND TIMBERLAND LIBRARY,6:00-00:00,false,1ST & PACIFIC,SOUTH BEND,98586,(360) 875-5532,BR,-123.892163,46.615475,https://www.trl.org/locations/south-bend,true,04/24/2020
WA0069,WA0069-024,TIMBERLAND REGIONAL LIBRARY,TENINO TIMBERLAND LIBRARY,6:00-00:00,false,172 CENTRAL AVE. W.,TENINO,98589,(360) 264-2369,BR,-122.851767,46.856739,https://www.trl.org/locations/tenino,true,04/24/2020
WA0069,WA0069-025,TIMBERLAND REGIONAL LIBRARY,TUMWATER TIMBERLAND LIBRARY,6:00-00:00,false,7023 NEW MARKET ST.,TUMWATER,98501,(360) 943-7790,BR,-122.912892,46.98518,https://www.trl.org/locations/tumwater,true,04/24/2020
WA0069,WA0069-026,TIMBERLAND REGIONAL LIBRARY,WESTPORT TIMBERLAND LIBRARY,6:00-00:00,false,101 E HARMS AVE,WESTPORT,98595,(360) 268-0521,BR,-124.10355,46.88559,https://www.trl.org/locations/westport,true,04/24/2020
WA0069,WA0069-027,TIMBERLAND REGIONAL LIBRARY,WINLOCK TIMBERLAND LIBRARY,6:00-00:00,false,322 1ST ST.,WINLOCK,98596,(360) 785-3461,BR,-122.936708,46.491943,https://www.trl.org/locations/winlock,true,04/24/2020
WA0069,WA0069-028,TIMBERLAND REGIONAL LIBRARY,YELM TIMBERLAND LIBRARY,6:00-00:00,false,210 PRAIRIE PARK ST.,YELM,98597,(360) 458-3374,BR,-122.59886,46.93981,https://www.trl.org/locations/yelm,true,04/24/2020
WA0073,WA0073-001,UPPER SKAGIT LIBRARY DISTRICT,UPPER SKAGIT LIBRARY,24x7,,45770 B MAIN ST.,CONCRETE,98237,(360) 853-7939,CE,-121.749054,48.538855,https://upperskagitlibrary.org/web/,true,04/24/2020
WA0047,WA0047-002,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,BURBANK LIBRARY,24x7,false,875 LAKE ROAD,BURBANK,99323,(509) 545-6549,BR,-118.992299,46.209546,https://wwrurallib.ent.sirsi.net/client/en_US/default/?rm=BURBANK0|||1|||1|||true,,04/24/2020
WA0047,WA0047-008,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,PLAZA LIBRARY,24x7,false,1640 PLAZA WAY,WALLA WALLA,99362,(509) 525-5161,BR,-118.346125,46.048508,https://wwrurallib.ent.sirsi.net/client/en_US/default/?rm=PLAZA0|||1|||1|||true,,04/24/2020
WA0047,WA0047-005,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,PRESCOTT LIBRARY,24x7,false,103 D ST.,PRESCOTT,99348,(509) 849-2411,BR,-118.314733,46.299726,https://wwrurallib.ent.sirsi.net/client/en_US/default/?rm=PRESCOTT0|||1|||1|||true,,04/24/2020
WA0047,WA0047-003,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,TOUCHET COMMUNITY LIBRARY,24x7,false,161 HANSON ROAD,TOUCHET,99360,(509) 394-2329,BR,-118.67452,46.043418,https://wwrurallib.ent.sirsi.net/client/en_US/default/?rm=SERVICE+CENTER0|||1|||0|||true,,04/24/2020
WA0047,WA0047-007,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,VISTA HERMOSA LIBRARY,24x7,false,76 SARAH LYNNE LANE,PRESCOTT,99348,(509) 749-2099,BR,-118.719983,46.311681,https://wwrurallib.ent.sirsi.net/client/en_US/default/?rm=VISTA+HERMOSA0|||1|||1|||true,,04/24/2020
WA0056,WA0056-002,WALLA WALLA PUBLIC LIBRARY,WALLA WALLA PUBLIC LIBRARY,24x7,false,238 E. ALDER STREET,WALLA WALLA,99362,(509) 527-4550,CE,-118.334766,46.067372,https://www.wallawallapubliclibrary.org,,04/24/2020
WA0057,WA0057-002,WHATCOM COUNTY LIBRARY SYSTEM,BLAINE LIBRARY,24x7,false,610 3RD STREET,BLAINE,98230,(360) 305-3637,BR,-122.749721,48.994869,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-003,WHATCOM COUNTY LIBRARY SYSTEM,DEMING LIBRARY,24x7,false,5044 MT. BAKER HIGHWAY,DEMING,98244,(360) 592-2422,BR,-122.214326,48.824471,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-004,WHATCOM COUNTY LIBRARY SYSTEM,EVERSON LIBRARY,24x7,false,104 KIRSCH DRIVE,EVERSON,98247,(360) 966-5100,BR,-122.341352,48.920018,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-005,WHATCOM COUNTY LIBRARY SYSTEM,FERNDALE LIBRARY,24x7,false,2125 MAIN STREET,FERNDALE,98248,(360) 384-3647,BR,-122.59693,48.84802,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-007,WHATCOM COUNTY LIBRARY SYSTEM,ISLAND LIBRARY,24x7,false,2144 SOUTH NUGENT ROAD,LUMMI ISLAND,98262,(360) 758-7145,BR,-122.692039,48.72996,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-008,WHATCOM COUNTY LIBRARY SYSTEM,LYNDEN LIBRARY,24x7,false,216 4TH STREET,LYNDEN,98264,(360) 354-4883,BR,-122.452856,48.944645,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-009,WHATCOM COUNTY LIBRARY SYSTEM,NORTH FORK LIBRARY,24x7,false,7506 KENDALL RD,MAPLE FALLS,98266,(360) 599-2020,BR,-122.138433,48.917211,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-016,WHATCOM COUNTY LIBRARY SYSTEM,NORTHWEST DRIVE EXPRESS,24x7,false,5205 NORTHWEST DRIVE,BELLINGHAM,98226,(360) 305-3600,BR,-122.538444,48.830101,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-014,WHATCOM COUNTY LIBRARY SYSTEM,POINT ROBERTS LIBRARY,24x7,false,1431 GULF ROAD,POINT ROBERTS,98281,(360) 945-6545,BR,-123.07725,48.98466,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-015,WHATCOM COUNTY LIBRARY SYSTEM,SOUTH WHATCOM LIBRARY,24x7,false,10 BARN VIEW CT.,BELLINGHAM,98229,(360) 305-3632,BR,-122.321995,48.715982,https://www.wcls.org,true,04/24/2020
WA0057,WA0057-012,WHATCOM COUNTY LIBRARY SYSTEM,SUMAS LIBRARY,24x7,false,451 2ND STREET,SUMAS,98295,(360) 988-2501,BR,-122.269824,48.998241,https://www.wcls.org,true,04/24/2020
WA0048,WA0048-003,WHITMAN COUNTY LIBRARY,ALBION BRANCH LIBRARY,24x7,false,310 F STREET,ALBION,99102,(509) 338-9641,BR,-117.250478,46.79356,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-002,WHITMAN COUNTY LIBRARY,COLFAX LIBRARY,24x7,false,102 S. MAIN,COLFAX,99111,(509) 397-4366,CE,-117.364813,46.880758,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-004,WHITMAN COUNTY LIBRARY,COLTON BRANCH LIBRARY,24x7,false,706 BROADWAY,COLTON,99113,(509) 229-3887,BR,-117.128255,46.567955,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-005,WHITMAN COUNTY LIBRARY,ENDICOTT BRANCH LIBRARY,24x7,false,324 E STREET,ENDICOTT,99125,(509) 657-3429,BR,-117.685183,46.927847,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-006,WHITMAN COUNTY LIBRARY,FARMINGTON BRANCH LIBRARY,24x7,false,E. 203 MAIN,FARMINGTON,99128,(509) 287-2035,BR,-117.045709,47.090064,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-007,WHITMAN COUNTY LIBRARY,GARFIELD BRANCH LIBRARY,24x7,false,109 N. THIRD,GARFIELD,99130,(509) 635-1490,BR,-117.141084,47.007227,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-008,WHITMAN COUNTY LIBRARY,LACROSSE BRANCH LIBRARY,24x7,false,201 S. MAIN,LACROSSE,99143,(509) 549-3770,BR,-117.880401,46.814694,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-017,WHITMAN COUNTY LIBRARY,MALDEN BRANCH LIBRARY,24x7,false,205 SW MORELAND,MALDEN,99149,(509) 569-3350,BR,-117.472801,47.229523,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-009,WHITMAN COUNTY LIBRARY,OAKESDALE BRANCH LIBRARY,24x7,false,E 102 STEPTOE,OAKESDALE,99158,(509) 285-4310,BR,-117.2425,47.128397,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-010,WHITMAN COUNTY LIBRARY,PALOUSE BRANCH LIBRARY,24x7,false,120 E MAIN,PALOUSE,99161,(509) 878-1513,BR,-117.076475,46.90977,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-011,WHITMAN COUNTY LIBRARY,ROSALIA BRANCH LIBRARY,24x7,false,402 S. WHITMAN AVE.,ROSALIA,99170,(509) 523-3109,BR,-117.369667,47.236855,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-012,WHITMAN COUNTY LIBRARY,ST. JOHN BRANCH LIBRARY,24x7,false,1 EAST FRONT STREET,ST. JOHN,99171,(509) 648-3319,BR,-117.581296,47.091901,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-013,WHITMAN COUNTY LIBRARY,TEKOA BRANCH LIBRARY,24x7,false,S. 139 CROSBY,TEKOA,99033,(509) 284-3121,BR,-117.072995,47.222929,http://www.whitco.lib.wa.us,true,04/24/2020
WA0048,WA0048-014,WHITMAN COUNTY LIBRARY,UNIONTOWN BRANCH LIBRARY,24x7,false,110 S MONTGOMERY,UNIONTOWN,99179,(509) 229-5277,BR,-117.087485,46.539054,http://www.whitco.lib.wa.us,true,04/24/2020
WA0070,WA0070-004,YAKIMA VALLEY LIBRARIES,BUENA LIBRARY,24x7,true,801 BUENA ROAD,BUENA,98921,(509) 865-2298,BR,-120.31341,46.42963,https://www.yvl.org/branch/buena-library/,true,04/24/2020
WA0070,WA0070-006,YAKIMA VALLEY LIBRARIES,GRANGER LIBRARY,24x7,true,508 SUNNYSIDE AVE,GRANGER,98932,(509) 854-1446,BR,-120.190021,46.345587,https://www.yvl.org/branch/granger-library/,true,04/24/2020
WA0070,WA0070-008,YAKIMA VALLEY LIBRARIES,MABTON LIBRARY,24x7,true,415 B STREET,MABTON,98935,(509) 894-4128,BR,-119.996397,46.213556,https://www.yvl.org/branch/mabton-library/,true,04/24/2020
WA0070,WA0070-009,YAKIMA VALLEY LIBRARIES,MOXEE LIBRARY,24x7,true,255 W SEATTLE,MOXEE,98936,(509) 575-8854,BR,-120.391772,46.556057,https://www.yvl.org/branch/moxee-library/,true,04/24/2020
WA0070,WA0070-010,YAKIMA VALLEY LIBRARIES,NACHES LIBRARY,24x7,true,303 NACHES AVE,NACHES,98937,(509) 653-2005,BR,-120.701009,46.732384,https://www.yvl.org/branch/naches-library/,true,04/24/2020
WA0070,WA0070-012,YAKIMA VALLEY LIBRARIES,SELAH LIBRARY,24x7,true,106 S 2ND,SELAH,98942,(509) 698-7345,BR,-120.531824,46.653536,https://www.yvl.org/branch/selah-library/,true,04/24/2020
WA0070,WA0070-023,YAKIMA VALLEY LIBRARIES,SOUTHEAST LIBRARY,24x7,true,1211 S 7TH ST,YAKIMA,98901,(509) 576-0723,BR,-120.492679,46.588481,https://www.yvl.org/branch/southeast-library/,true,04/24/2020
WA0070,WA0070-014,YAKIMA VALLEY LIBRARIES,SUNNYSIDE PUBLIC LIBRARY,24x7,true,621 GRANT,SUNNYSIDE,98944,(509) 837-3234,BR,-120.012381,46.321276,https://www.yvl.org/branch/sunnyside-library/,true,04/24/2020
WA0070,WA0070-015,YAKIMA VALLEY LIBRARIES,TERRACE HEIGHTS LIBRARY,24x7,true,4011 COMMONWEALTH,YAKIMA,98901,(509) 457-5319,BR,-120.446503,46.607042,https://www.yvl.org/branch/terrace-heights-library/,true,04/24/2020
WA0070,WA0070-025,YAKIMA VALLEY LIBRARIES,TOPPENISH (MARY GOODRICH MEMORIAL) LIBRARY,24x7,true,1 SOUTH ELM,TOPPENISH,98948,(509) 865-3600,BR,-120.315237,46.378629,https://www.yvl.org/branch/toppenish-library/,true,04/24/2020
WA0070,WA0070-019,YAKIMA VALLEY LIBRARIES,WAPATO LIBRARY,24x7,true,119 E 3RD ST,WAPATO,98951,(509) 877-2882,BR,-120.419537,46.445975,https://www.yvl.org/branch/wapato-library/,true,04/24/2020
WA0070,WA0070-026,YAKIMA VALLEY LIBRARIES,WEST VALLEY LIBRARY,24x7,true,223 S 72ND AVE,YAKIMA,98908,(509) 966-7070,BR,-120.604286,46.595331,https://www.yvl.org/branch/west-valley-library/,true,04/24/2020
WA0070,WA0070-002,YAKIMA VALLEY LIBRARIES,YAKIMA LIBRARY,24x7,true,102 NORTH THIRD STREET,YAKIMA,98901,(509) 452-8541,CE,-120.503789,46.604284,https://www.yvl.org/branch/yakima-library/,true,04/24/2020
WA0070,WA0070-021,YAKIMA VALLEY LIBRARIES,ZILLAH LIBRARY,24x7,true,109 7TH,ZILLAH,98953,(509) 829-6707,BR,-120.2594,46.40136,https://www.yvl.org/branch/zillah-library/,true,04/24/2020
