Location_No,Report_Date,Indicator_Name,Indicator_Value
63,11/01/2018,Reported Placements,106
38,12/01/2018,SSN Validation,0.973
44,10/01/2018,Fair Hearing Affirmation Rate,0.571
54,10/01/2018,Fair Hearing Withdrawal Rate,0.088
70,05/01/2019,% SI over 45 Days,0
45,11/01/2018,Training Attendance Rate,0.9615
46,10/01/2018,Missing or Outdated Employment Plan,0.9677
35,12/01/2018,Re-Engaged after Good Cause,0.984
66,10/01/2018,Fair Hearing Affirmation Rate,0.327
66,10/01/2018,Spot Violation,0
63,11/01/2018,Training Attendance Rate,1
13,12/01/2018,Re-Engaged after Good Cause,0.9942
35,11/01/2018,Cases Budgeted Timely (35 days),1
23,10/01/2018,Cash Assistance Application Timeliness,0.985
99,12/01/2018,Missing or Outdated Employment Plan,0.973
79,11/01/2018,% SI over 45 Days,0
38,10/01/2018,SSN Validation,1
40,10/01/2018,Fair Hearing Request Rate,0.0478
53,12/01/2018,SNAP Separate Determination Rate,0.9919
79,10/01/2018,Reported Placements,58
40,10/01/2018,Same Day SNAP Issuance (weekly Avg),0.9959
63,11/01/2018,Rate of Child Care in Child Care System,0.9375
13,12/01/2018,Cash Assistance Application Timeliness,0.9876
18,10/01/2018,Same Day SNAP Issuance (weekly Avg),0.9922
70,11/01/2018,Fair Hearing Withdrawal Rate,0.189
99,11/01/2018,Same Day SNAP Issuance (weekly Avg),0.9554
79,12/01/2018,SNAP Separate Determination Rate,1
45,10/01/2018,Training Attendance Rate,1
66,10/01/2018,Training Attendance Rate,1
46,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
45,11/01/2018,Same Day SNAP Issuance (weekly Avg),0.7379
67,10/01/2018,Training Attendance Rate,1
53,10/01/2018,Employed Cases with Current Documentation,0.9737
35,11/01/2018,Spot Violation,0
47,10/01/2018,Cases Budgeted Timely (35 days),1
79,12/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0472
70,12/01/2018,Fair Hearing Affirmation Rate,0.44
40,11/01/2018,SNAP Application Timeliness,0.9511
35,10/01/2018,SNAP Application Timeliness,0.9877
54,12/01/2018,Eligible & Referred to Appropriate Activities,0.958
67,11/01/2018,Missing or Outdated Employment Plan,0.9656
44,11/01/2018,Spot Violation,0
13,10/01/2018,Eligible & Referred to Appropriate Activities,0.996
47,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0176
40,11/01/2018,SNAP Separate Determination Rate,0.9876
46,11/01/2018,Fair Hearing Request Rate,0.0399
67,12/01/2018,Employed Cases with Current Documentation,0.9524
46,12/01/2018,SNAP Separate Determination Rate,1
18,11/01/2018,Fair Hearing Affirmation Rate,0.4
40,10/01/2018,Spot Violation,0
64,10/01/2018,Reported Placements,167
35,12/01/2018,SSN Validation,0.9412
66,12/01/2018,SNAP Separate Determination Rate,1
38,10/01/2018,% Placements w/FIA3As (Employment Form),0.9474
54,12/01/2018,Fair Hearing Request Rate,0.0375
35,11/01/2018,Fair Hearing Withdrawal Rate,0.11
99,12/01/2018,Fair Hearing Request Rate,0.0252
54,12/01/2018,Re-Engaged after Good Cause,0.9948
63,10/01/2018,Fair Hearing Affirmation Rate,0.459
70,11/01/2018,Eligible & Referred to Appropriate Activities,1
99,11/01/2018,Training Attendance Rate,0.94
64,10/01/2018,SNAP Application Timeliness,0.9089
18,11/01/2018,Rate of Child Care in Child Care System,1
70,12/01/2018,Eligible & Referred to Appropriate Activities,1
38,12/01/2018,% Placements w/FIA3As (Employment Form),0.9008
47,11/01/2018,% SI over 45 Days,0
35,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
13,11/01/2018,Re-Engaged after Good Cause,1
53,12/01/2018,Eligible & Referred to Appropriate Activities,0.9638
47,10/01/2018,SNAP Separate Determination Rate,1
47,12/01/2018,Fair Hearing Affirmation Rate,0
64,10/01/2018,Spot Violation,0
63,11/01/2018,Fair Hearing Request Rate,0.0455
44,12/01/2018,Eligible & Referred to Appropriate Activities,0.9493
45,12/01/2018,Reported Placements,222
79,10/01/2018,Fair Hearing Request Rate,0.0629
63,12/01/2018,SNAP Application Timeliness,0.9927
18,10/01/2018,Cash Assistance Application Timeliness,0.9904
70,10/01/2018,% SI over 45 Days,0.0952
66,12/01/2018,Fair Hearing Request Rate,0.0607
44,10/01/2018,Employed Cases with Current Documentation,0.9608
18,11/01/2018,Reported Placements,111
63,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0519
64,12/01/2018,Training Attendance Rate,0.8592
44,10/01/2018,SNAP Separate Determination Rate,0.9868
53,10/01/2018,Fair Hearing Request Rate,0.0368
66,11/01/2018,Reported Placements,179
35,12/01/2018,Overdue Face To Face Recertifications,3
63,12/01/2018,Cases Budgeted Timely (35 days),1
46,10/01/2018,Employed Cases with Current Documentation,0.766
67,12/01/2018,Training Attendance Rate,0.9908
35,11/01/2018,Reported Placements,75
13,10/01/2018,Overdue Face To Face Recertifications,2
67,10/01/2018,Employed Cases with Current Documentation,0.8583
54,11/01/2018,Cases Budgeted Timely (35 days),0.9917
53,12/01/2018,Fair Hearing Affirmation Rate,0.4
45,10/01/2018,Employed Cases with Current Documentation,0.8554
63,12/01/2018,SSN Validation,1
64,10/01/2018,Training Attendance Rate,0.967
44,12/01/2018,Re-Engaged after Good Cause,0.9876
67,11/01/2018,Reported Placements,159
13,10/01/2018,Fair Hearing Affirmation Rate,0.4
46,12/01/2018,Cases Budgeted Timely (35 days),0.9097
46,12/01/2018,Employed Cases with Current Documentation,0.88
66,11/01/2018,SNAP Application Timeliness,0.8304
99,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.2041
66,12/01/2018,Reported Placements,413
53,10/01/2018,Training Attendance Rate,1
53,11/01/2018,Same Day SNAP Issuance (weekly Avg),0.9898
64,10/01/2018,Overdue Face To Face Recertifications,8
47,11/01/2018,Fair Hearing Request Rate,0.0067
35,10/01/2018,Training Attendance Rate,1
53,11/01/2018,% Placements w/FIA3As (Employment Form),0.9828
54,12/01/2018,SNAP Separate Determination Rate,1
66,10/01/2018,SSN Validation,1
99,12/01/2018,Fair Hearing Affirmation Rate,0.556
38,11/01/2018,Cash Assistance Application Timeliness,0.8041
23,11/01/2018,SNAP Application Timeliness,0.993
67,10/01/2018,Reported Placements,240
40,12/01/2018,Overdue Face To Face Recertifications,0
64,12/01/2018,Re-Engaged after Good Cause,0.9883
53,12/01/2018,Overdue Face To Face Recertifications,0
23,12/01/2018,% Placements w/FIA3As (Employment Form),0.9538
54,12/01/2018,Training Attendance Rate,0.9
70,11/01/2018,Cash Assistance Application Timeliness,0.9424
99,11/01/2018,Overdue Face To Face Recertifications,1
38,12/01/2018,Eligible & Referred to Appropriate Activities,0.9375
70,12/01/2018,Rate of Child Care in Child Care System,1
67,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
63,11/01/2018,Same Day SNAP Issuance (weekly Avg),1
53,12/01/2018,% Placements w/FIA3As (Employment Form),1
53,11/01/2018,SNAP Separate Determination Rate,0.9873
99,10/01/2018,Cash Assistance Application Timeliness,0.9483
45,10/01/2018,Same Day SNAP Issuance (weekly Avg),0.8803
67,11/01/2018,Rate of Child Care in Child Care System,0.8043
99,11/01/2018,Cash Assistance Application Timeliness,0.9566
18,12/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
45,11/01/2018,Rate of Child Care in Child Care System,0.9412
38,10/01/2018,Cash Assistance Application Timeliness,0.9108
64,11/01/2018,Cash Assistance Application Timeliness,0.9366
38,10/01/2018,Rate of Child Care in Child Care System,0.9344
64,12/01/2018,Same Day SNAP Issuance (weekly Avg),0.9923
63,10/01/2018,Reported Placements,133
23,12/01/2018,Same Day SNAP Issuance (weekly Avg),0.9837
63,10/01/2018,Missing or Outdated Employment Plan,0.9929
46,11/01/2018,Fair Hearing Affirmation Rate,0.447
46,12/01/2018,Fair Hearing Affirmation Rate,0.578
67,10/01/2018,Spot Violation,0
99,11/01/2018,SNAP Application Timeliness,0.9865
64,10/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
35,10/01/2018,Reported Placements,107
23,11/01/2018,Cash Assistance Application Timeliness,0.9731
44,12/01/2018,% SI over 45 Days,0.2747
46,10/01/2018,Same Day SNAP Issuance (weekly Avg),0.9954
99,11/01/2018,Employed Cases with Current Documentation,0.871
79,11/01/2018,Fair Hearing Affirmation Rate,0.368
46,11/01/2018,Spot Violation,0
44,10/01/2018,Overdue Face To Face Recertifications,5
67,12/01/2018,Cases Budgeted Timely (35 days),0.8052
99,12/01/2018,SNAP Separate Determination Rate,0.9848
46,10/01/2018,Fair Hearing Withdrawal Rate,0.103
23,12/01/2018,Employed Cases with Current Documentation,0.8696
66,12/01/2018,Overdue Face To Face Recertifications,3
38,10/01/2018,Re-Engaged after Good Cause,0.9883
45,11/01/2018,Fair Hearing Request Rate,0.0449
23,10/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
44,11/01/2018,% SI over 45 Days,0.3039
13,11/01/2018,Employed Cases with Current Documentation,0.9184
13,12/01/2018,SNAP Application Timeliness,0.9367
46,10/01/2018,Overdue Face To Face Recertifications,9
70,10/01/2018,Cash Assistance Application Timeliness,0.9752
40,10/01/2018,Fair Hearing Affirmation Rate,0.487
63,11/01/2018,Fair Hearing Affirmation Rate,0.611
99,10/01/2018,% SI over 45 Days,0
46,10/01/2018,% Placements w/FIA3As (Employment Form),0.9398
13,10/01/2018,% Placements w/FIA3As (Employment Form),0.9583
99,10/01/2018,Fair Hearing Request Rate,0.0321
99,10/01/2018,SNAP Separate Determination Rate,0.9806
64,12/01/2018,% SI over 45 Days,0.0721
23,11/01/2018,Fair Hearing Affirmation Rate,0.571
18,11/01/2018,SNAP Separate Determination Rate,1
23,10/01/2018,Fair Hearing Withdrawal Rate,0.074
54,10/01/2018,% Placements w/FIA3As (Employment Form),0.9589
45,11/01/2018,SSN Validation,0.9512
67,10/01/2018,SSN Validation,1
44,10/01/2018,Cases Budgeted Timely (35 days),1
40,12/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.1526
47,10/01/2018,Rate of Child Care in Child Care System,1
99,12/01/2018,Eligible & Referred to Appropriate Activities,0.9412
23,10/01/2018,Employed Cases with Current Documentation,0.8039
67,12/01/2018,Spot Violation,1
54,11/01/2018,Fair Hearing Withdrawal Rate,0.164
64,10/01/2018,SNAP Separate Determination Rate,0.9767
63,12/01/2018,Spot Violation,0
70,12/01/2018,Reported Placements,104
79,12/01/2018,% Placements w/FIA3As (Employment Form),0.8929
35,11/01/2018,SNAP Application Timeliness,0.9929
99,10/01/2018,Same Day SNAP Issuance (weekly Avg),0.9758
66,11/01/2018,SNAP Separate Determination Rate,0.9895
44,11/01/2018,SNAP Application Timeliness,0.7391
66,12/01/2018,% Placements w/FIA3As (Employment Form),0.9597
63,10/01/2018,% SI over 45 Days,0
35,12/01/2018,Spot Violation,0
40,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
35,12/01/2018,Missing or Outdated Employment Plan,0.9888
64,11/01/2018,Training Attendance Rate,0.9722
54,10/01/2018,Cases Budgeted Timely (35 days),1
46,11/01/2018,Same Day SNAP Issuance (weekly Avg),0.9822
79,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
79,12/01/2018,Cash Assistance Application Timeliness,0.9492
79,12/01/2018,SSN Validation,1
23,10/01/2018,Missing or Outdated Employment Plan,0.9593
35,12/01/2018,Fair Hearing Request Rate,0.034
79,10/01/2018,Cases Budgeted Timely (35 days),0.7368
79,05/01/2019,% SI over 45 Days,0
40,10/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0868
54,11/01/2018,Eligible & Referred to Appropriate Activities,0.9896
99,12/01/2018,SNAP Application Timeliness,0.9391
40,12/01/2018,Cash Assistance Application Timeliness,0.9361
38,11/01/2018,Spot Violation,0
45,11/01/2018,SNAP Separate Determination Rate,0.9236
23,10/01/2018,Re-Engaged after Good Cause,0.9822
64,11/01/2018,Fair Hearing Withdrawal Rate,0.112
18,11/01/2018,% Placements w/FIA3As (Employment Form),0.9726
79,10/01/2018,SSN Validation,1
38,10/01/2018,Eligible & Referred to Appropriate Activities,0.9819
46,12/01/2018,Eligible & Referred to Appropriate Activities,0.9791
67,10/01/2018,SNAP Separate Determination Rate,1
54,11/01/2018,SSN Validation,0.9928
53,11/01/2018,Rate of Child Care in Child Care System,0.8387
79,12/01/2018,Training Attendance Rate,1
13,12/01/2018,Same Day SNAP Issuance (weekly Avg),0.9828
35,10/01/2018,Spot Violation,0
54,11/01/2018,Same Day SNAP Issuance (weekly Avg),0.9901
46,10/01/2018,SNAP Application Timeliness,0.8104
64,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
46,11/01/2018,Missing or Outdated Employment Plan,0.9781
47,10/01/2018,Spot Violation,0
70,11/01/2018,Training Attendance Rate,1
38,11/01/2018,% SI over 45 Days,0.1215
64,12/01/2018,SSN Validation,0.9231
44,11/01/2018,Same Day SNAP Issuance (weekly Avg),0.9847
53,12/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
38,10/01/2018,SNAP Application Timeliness,0.7898
23,10/01/2018,% SI over 45 Days,0
40,12/01/2018,Training Attendance Rate,1
79,12/01/2018,Overdue Face To Face Recertifications,0
40,12/01/2018,Fair Hearing Request Rate,0.045
79,10/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0572
54,11/01/2018,SNAP Separate Determination Rate,0.9973
70,12/01/2018,Training Attendance Rate,1
35,10/01/2018,Re-Engaged after Good Cause,0.9674
13,11/01/2018,Reported Placements,105
66,12/01/2018,SSN Validation,1
99,11/01/2018,Fair Hearing Request Rate,0.0316
35,10/01/2018,Fair Hearing Request Rate,0.0467
40,11/01/2018,Fair Hearing Withdrawal Rate,0.131
64,11/01/2018,SNAP Application Timeliness,0.9559
38,12/01/2018,% SI over 45 Days,0.4597
35,10/01/2018,Cases Budgeted Timely (35 days),0.9767
13,11/01/2018,SSN Validation,0.9726
70,12/01/2018,% Placements w/FIA3As (Employment Form),0.9394
38,10/01/2018,Employed Cases with Current Documentation,0.8862
64,10/01/2018,Cash Assistance Application Timeliness,0.9031
38,12/01/2018,Cases Budgeted Timely (35 days),0.8872
45,11/01/2018,Spot Violation,0
79,10/01/2018,Rate of Child Care in Child Care System,0.9412
38,10/01/2018,Overdue Face To Face Recertifications,1
53,11/01/2018,% SI over 45 Days,0.0385
46,12/01/2018,Cash Assistance Application Timeliness,0.9711
53,10/01/2018,% SI over 45 Days,0.0263
53,12/01/2018,Same Day SNAP Issuance (weekly Avg),1
99,11/01/2018,Eligible & Referred to Appropriate Activities,0.9615
66,11/01/2018,Missing or Outdated Employment Plan,0.9879
47,11/01/2018,Fair Hearing Affirmation Rate,0.143
18,11/01/2018,Employed Cases with Current Documentation,0.8542
23,10/01/2018,Eligible & Referred to Appropriate Activities,0.915
18,11/01/2018,Eligible & Referred to Appropriate Activities,0.963
46,11/01/2018,SSN Validation,0.97
46,12/01/2018,Training Attendance Rate,0.9519
79,12/01/2018,Same Day SNAP Issuance (weekly Avg),0.9815
99,12/01/2018,Spot Violation,0
23,12/01/2018,SNAP Separate Determination Rate,0.9815
63,10/01/2018,Re-Engaged after Good Cause,1
54,10/01/2018,Spot Violation,0
23,12/01/2018,Cash Assistance Application Timeliness,0.9841
64,12/01/2018,Fair Hearing Affirmation Rate,0.529
70,10/01/2018,Training Attendance Rate,0.9333
79,10/01/2018,SNAP Application Timeliness,0.9771
45,12/01/2018,Eligible & Referred to Appropriate Activities,0.9225
46,10/01/2018,Training Attendance Rate,0.9667
47,12/01/2018,Eligible & Referred to Appropriate Activities,1
35,10/01/2018,Rate of Child Care in Child Care System,0.9
44,11/01/2018,Cases Budgeted Timely (35 days),0.9565
23,12/01/2018,Overdue Face To Face Recertifications,2
67,11/01/2018,% SI over 45 Days,0.3881
99,11/01/2018,Re-Engaged after Good Cause,1
66,11/01/2018,Fair Hearing Request Rate,0.0625
18,12/01/2018,Same Day SNAP Issuance (weekly Avg),0.9847
47,11/01/2018,SSN Validation,0.9565
47,10/01/2018,Training Attendance Rate,1
13,11/01/2018,Spot Violation,0
40,11/01/2018,Training Attendance Rate,1
64,11/01/2018,% Placements w/FIA3As (Employment Form),0.9615
47,10/01/2018,Fair Hearing Affirmation Rate,0.333
47,11/01/2018,Overdue Face To Face Recertifications,0
40,12/01/2018,% Placements w/FIA3As (Employment Form),0.8774
45,11/01/2018,Overdue Face To Face Recertifications,8
64,12/01/2018,Cases Budgeted Timely (35 days),0.7467
23,12/01/2018,% SI over 45 Days,0
45,10/01/2018,Fair Hearing Affirmation Rate,0.425
53,11/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0526
67,12/01/2018,Overdue Face To Face Recertifications,6
38,11/01/2018,SSN Validation,0.9855
79,10/01/2018,% Placements w/FIA3As (Employment Form),0.9545
18,10/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
44,11/01/2018,Reported Placements,86
45,10/01/2018,Spot Violation,0
54,11/01/2018,Cash Assistance Application Timeliness,0.9904
66,10/01/2018,Cash Assistance Application Timeliness,0.874
67,12/01/2018,Fair Hearing Withdrawal Rate,0.136
66,12/01/2018,Cases Budgeted Timely (35 days),0.9277
18,01/01/2019,SSN Validation,0.9697
70,01/01/2019,SNAP Separate Determination Rate,0.963
38,01/01/2019,Cash Assistance Application Timeliness,0.8404
40,01/01/2019,Re-Engaged after Good Cause,0.9792
64,01/01/2019,Average Wait Time,65
99,01/01/2019,SSN Validation,0.9762
99,01/01/2019,SNAP Application Timeliness,0.9097
44,01/01/2019,SSN Validation,0.9464
23,01/01/2019,SNAP Application Timeliness,0.996
67,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
35,01/01/2019,SNAP Application Timeliness,0.9848
54,01/01/2019,Spot Violation,0
46,01/01/2019,% SI over 45 Days,0.0226
53,01/01/2019,Spot Violation,0
53,01/01/2019,Rate of Child Care in Child Care System,1
79,01/01/2019,Rate of Child Care in Child Care System,1
18,01/01/2019,Eligible & Referred to Appropriate Activities,0.96
64,01/01/2019,Training Attendance Rate,1
38,01/01/2019,Overdue Face-To-Face Recertifications,1
53,01/01/2019,RMS State Audit Hit Rate,0.89
63,01/01/2019,Training Attendance Rate,1
66,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
66,01/01/2019,Benefits Issued on Closed Cases,25
40,01/01/2019,SSN Validation,1
70,01/01/2019,SSN Validation,1
46,01/01/2019,Overdue Face-To-Face Recertifications,2
23,01/01/2019,Eligible & Referred to Appropriate Activities,0.9372
54,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.2485
45,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.0971
45,01/01/2019,SSN Validation,0.9818
46,01/01/2019,Missing or Outdated Employment Plan,0.9823
79,01/01/2019,Benefits Issued on Closed Cases,61
47,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
45,01/01/2019,Training Attendance Rate,0.9811
54,01/01/2019,Overdue Face-To-Face Recertifications,0
64,01/01/2019,RMS State Audit Hit Rate,0.63
99,01/01/2019,Reported Placements,74
47,01/01/2019,Same Day SNAP Issuance (weekly Avg),1
40,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
13,01/01/2019,Eligible & Referred to Appropriate Activities,0.9759
53,01/01/2019,SSN Validation,1
63,01/01/2019,Average Wait Time,36
66,01/01/2019,Spot Violation,0
45,01/01/2019,Missing or Outdated Employment Plan,0.9164
13,01/01/2019,SNAP Application Timeliness,0.9556
67,01/01/2019,Rate of Child Care in Child Care System,0.9524
47,01/01/2019,SSN Validation,1
35,01/01/2019,Re-Engaged after Good Cause,0.9111
38,01/01/2019,Training Attendance Rate,0.9474
66,01/01/2019,CA PC Bank Applications,0.659
99,01/01/2019,RMS State Audit Hit Rate,0.78
44,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.9775
38,01/01/2019,Eligible & Referred to Appropriate Activities,0.9306
64,01/01/2019,Cash Assistance Application Timeliness,0.7871
79,01/01/2019,% Placements w/FIA3As (Employment Form),0.8542
18,01/01/2019,SNAP Separate Determination Rate,0.9796
70,01/01/2019,SNAP Application Timeliness,0.9921
44,01/01/2019,SNAP Application Timeliness,0.6469
66,01/01/2019,Employed Cases with Current Documentation,0.8642
54,01/01/2019,Benefits Issued on Closed Cases,78
79,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.98
44,01/01/2019,Training Attendance Rate,1
13,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.0386
45,01/01/2019,CA PC Bank Applications,0.5691
38,01/01/2019,Reported Placements,211
23,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.9866
47,01/01/2019,Employed Cases with Current Documentation,0.8333
38,01/01/2019,SNAP Separate Determination Rate,0.9444
44,01/01/2019,Missing or Outdated Employment Plan,0.9006
79,01/01/2019,SSN Validation,1
54,01/01/2019,Average Wait Time,44
47,01/01/2019,Cases Budgeted Timely (35 days),1
45,01/01/2019,SNAP (EQAS) Case Error Rate,0.25
63,01/01/2019,Eligible & Referred to Appropriate Activities,1
23,01/01/2019,Overdue Face-To-Face Recertifications,2
63,01/01/2019,Cash Assistance Application Timeliness,0.9931
70,01/01/2019,SNAP (EQAS) Case Error Rate,0
79,01/01/2019,SNAP Application Timeliness,0.9048
18,01/01/2019,Overdue Face-To-Face Recertifications,3
99,01/01/2019,SNAP Separate Determination Rate,0.9821
44,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
63,01/01/2019,Overdue Face-To-Face Recertifications,0
47,01/01/2019,SNAP Application Timeliness,1
44,01/01/2019,Cash Assistance Application Timeliness,0.7101
13,01/01/2019,Training Attendance Rate,0.9733
64,01/01/2019,% SI over 45 Days,0.2114
45,01/01/2019,Overdue Face-To-Face Recertifications,8
13,01/01/2019,Overdue Face-To-Face Recertifications,5
18,01/01/2019,Re-Engaged after Good Cause,0.9464
47,01/01/2019,SNAP (EQAS) Case Error Rate,0
35,01/01/2019,Benefits Issued on Closed Cases,30
53,01/01/2019,Cases Budgeted Timely (35 days),1
23,01/01/2019,Re-Engaged after Good Cause,0.9683
67,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
63,01/01/2019,% SI over 45 Days,0
35,01/01/2019,Training Attendance Rate,0.9655
67,01/01/2019,SSN Validation,0.9841
53,01/01/2019,Reported Placements,106
64,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
45,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.0585
44,01/01/2019,SNAP (EQAS) Case Error Rate,0
46,01/01/2019,SSN Validation,0.9535
63,01/01/2019,Spot Violation,0
63,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.984
66,01/01/2019,SNAP Application Timeliness,0.9199
99,05/01/2019,% SI over 45 Days,0
47,01/01/2019,Cash Assistance Application Timeliness,0.9825
13,01/01/2019,SNAP (EQAS) Case Error Rate,0.1818
44,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0
70,01/01/2019,Spot Violation,0
45,01/01/2019,Cash Assistance Application Timeliness,0.8845
23,01/01/2019,% SI over 45 Days,0
18,01/01/2019,Benefits Issued on Closed Cases,0
99,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.0528
79,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
53,01/01/2019,% Placements w/FIA3As (Employment Form),0.9595
63,01/01/2019,SNAP (EQAS) Case Error Rate,0
13,01/01/2019,Employed Cases with Current Documentation,0.875
23,01/01/2019,Average Wait Time,60
44,01/01/2019,Rate of Child Care in Child Care System,0.871
63,01/01/2019,SNAP Separate Determination Rate,1
44,01/01/2019,Average Wait Time,70
67,01/01/2019,Benefits Issued on Closed Cases,89
53,01/01/2019,% SI over 45 Days,0
38,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.0795
79,01/01/2019,Average Wait Time,61
38,01/01/2019,Employed Cases with Current Documentation,0.8929
63,01/01/2019,Reported Placements,104
99,01/01/2019,Same Day SNAP Issuance (weekly Avg),1
64,01/01/2019,Spot Violation,0
23,01/01/2019,Rate of Child Care in Child Care System,0.9444
99,01/01/2019,Cash Assistance Application Timeliness,0.9371
53,01/01/2019,SNAP (EQAS) Case Error Rate,0
79,01/01/2019,% SI over 45 Days,0.4615
54,01/01/2019,Employed Cases with Current Documentation,0.8876
47,01/01/2019,Non-POS/Non-PAM Transactions,2
18,01/01/2019,RMS State Audit Hit Rate,0.8
47,01/01/2019,Rate of Child Care in Child Care System,1
63,01/01/2019,Re-Engaged after Good Cause,1
46,01/01/2019,SNAP Separate Determination Rate,1
67,01/01/2019,Re-Engaged after Good Cause,0.9851
23,01/01/2019,Reported Placements,99
46,01/01/2019,Training Attendance Rate,0.9796
13,01/01/2019,% SI over 45 Days,0.0392
54,01/01/2019,% SI over 45 Days,0.0571
79,01/01/2019,SNAP (EQAS) Case Error Rate,0
70,01/01/2019,Reported Placements,117
67,01/01/2019,SNAP (EQAS) Case Error Rate,0
99,01/01/2019,Missing or Outdated Employment Plan,0.9787
40,01/01/2019,Cash Assistance Application Timeliness,0.9257
18,01/01/2019,Spot Violation,0
35,01/01/2019,SSN Validation,0.9615
46,01/01/2019,Cash Assistance Application Timeliness,0.9469
54,01/01/2019,Training Attendance Rate,0.7971
64,01/01/2019,Cases Budgeted Timely (35 days),0.7826
45,01/01/2019,% Placements w/FIA3As (Employment Form),0.9254
46,01/01/2019,SNAP (EQAS) Payment Error Rate (FFY),0.1419
23,01/01/2019,Cases Budgeted Timely (35 days),0.9565
46,01/01/2019,Reported Placements,238
40,01/01/2019,Reported Placements,138
47,01/01/2019,Re-Engaged after Good Cause,1
46,01/01/2019,Re-Engaged after Good Cause,0.9815
35,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0.1223
79,01/01/2019,Re-Engaged after Good Cause,0.9565
54,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.9836
40,01/01/2019,Training Attendance Rate,0.9048
54,01/01/2019,Re-Engaged after Good Cause,1
53,01/01/2019,Missing or Outdated Employment Plan,0.9831
40,01/01/2019,Missing or Outdated Employment Plan,0.9421
63,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
45,01/01/2019,Spot Violation,0
47,01/01/2019,Average Wait Time,15
47,01/01/2019,RMS State Audit Hit Rate,0.81
23,01/01/2019,Missing or Outdated Employment Plan,0.963
40,01/01/2019,RMS State Audit Hit Rate,0.76
64,01/01/2019,Employed Cases with Current Documentation,0.8955
18,01/01/2019,Rate of Child Care in Child Care System,1
40,01/01/2019,Benefits Issued on Closed Cases,111
18,01/01/2019,Training Attendance Rate,0.9655
18,01/01/2019,Average Wait Time,52
18,01/01/2019,SNAP (EQAS) Case Error Rate,0.0833
38,01/01/2019,SSN Validation,1
79,01/01/2019,Spot Violation,0
23,01/01/2019,SNAP Separate Determination Rate,1
66,01/01/2019,Average Wait Time,61
13,01/01/2019,% Placements w/FIA3As (Employment Form),0.9583
64,01/01/2019,SNAP (EQAS) Case Error Rate,0
46,01/01/2019,Average Wait Time,52
40,01/01/2019,Eligible & Referred to Appropriate Activities,0.9114
79,01/01/2019,Eligible & Referred to Appropriate Activities,0.971
53,01/01/2019,Cash Assistance Application Timeliness,0.9944
46,01/01/2019,Rate of Child Care in Child Care System,1
44,01/01/2019,Non-POS/Non-PAM Transactions,12
23,01/01/2019,Spot Violation,0
64,01/01/2019,Non-POS/Non-PAM Transactions,4
70,01/01/2019,Cases Budgeted Timely (35 days),0.9074
46,01/01/2019,Non-POS/Non-PAM Transactions,27
13,01/01/2019,Same Day SNAP Issuance (weekly Avg),0.9913
64,01/01/2019,SNAP (EQAS) Agency Payment Error Rate,0
53,01/01/2019,Non-POS/Non-PAM Transactions,13
18,01/01/2019,% Placements w/FIA3As (Employment Form),0.9577
