FY,DEPARTMENT_NAME,PROGRAM_NAME,ACTIVITY_NAME,PROGRAM_OBJECTIVE,ACTIVITY_OBJECTIVE,ACTIVITY_DESCRIPTION,CORE_SERVICES,SEMICORE_SERVICES,OTHER_SERVICES,CONTACT_INFO,MEASURE_NAME,MEASURE_DESCRIPTION,KEY_PERFORMANCE,DASHBOARD_IND,LEVEL_NAME,MEASURE_TYPE_NAME,CURRENT_YR_PROJECTION,PRIOR_YR1_PROJECTION,PRIOR_YR1_ACTUAL,PRIOR_YR2_ACTUAL,PRIOR_YR3_ACTUAL,PRIOR_YR4_ACTUAL,FREQUENCY_NAME,OCT_CURRENT_YR,NOV_CURRENT_YR,DEC_CURRENT_YR,JAN_CURRENT_YR,FEB_CURRENT_YR,MAR_CURRENT_YR,APR_CURRENT_YR,MAY_CURRENT_YR,JUN_CURRENT_YR,JUL_CURRENT_YR,AUG_CURRENT_YR,SEP_CURRENT_YR,QTR1_CURRENT_YR,QTR2_CURRENT_YR,QTR3_CURRENT_YR,QTR4_CURRENT_YR
2020,PIO,Communications,Community Engagement,"The purpose of the Communications program is to provide timely and meaningful opportunities to know about, engage with and participate in City of Austin programs and services.","The purpose of the Community Engagement activity is to provide strategy, planning, and facilitation services to City management, Council and departments to create consistent and effective communication, engagement, and participation processes.",,,"Coordinate the annual CityWorks Academy and AustinCorps programs; Consult with departments and leadership on communications, marketing, engagement, and facilitation strategy; Provide facilitation and mediation services; Develop and implement marketing communications plans on major Citywide initiatives; Lead and/or assist in the planning and execution of community events and campaigns related to City activities and programs; Facilitate and coordinate inter- and intra-departmental communications on major Citywide issues and initiatives.",,"Jessica King, Acting Deputy Director, 512-974-2406",Percent of residents that believe Austin values dialogue between residents and government,ETC--Citizen Survey,Yes,No,Performance,Result,45,0,No Data,39,42,41,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,FSD,Purchasing Office,Contract Services,The purpose of the Purchasing Office is to provide procurement-related activities and services in a timely and cost-effective manner to City departments so that they can have the resources they need to do their jobs.,The purpose of the Contract Services activity is to provide support to departments so that the City has the resources available to accomplish its mission in a timely and cost-effective manner.,"This is a core activity providing service to user departments.  Contract Administration supports the Central Buying function.  Contract Monitoring supports all departments in developing effective contract monitoring policies procedures and tools.  Contract Services contracts City-wide agreements to support all departments, streamlining the procurement process by having Master (Blanket Purchase Order Type) Agreements in place for departmental use.  Asset Services disposes of non-IT equipment and other city assets.",Centralized Citywide contract services; Citywide procurement support services; Setting up general contracts for all departments to use; Citywide contract monitoring support.,,,"James Scarboro, Purchasing Officer, 512-974-2050",Dollar amount of cost savings and avoidance,records Department cost savings due to price analysis reviews,No,No,Operational,Output,No Goal,No Goal,168621,424481,553174,11000423,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,FSD,Controller's Office,Accounts Payable,"The purpose of the Controller's Office is to provide internal controls, financial oversight and guidance, financial information, and payments to City employees and vendors so that departments may manage their business and meet their financial reporting needs.",The purpose of the Accounts Payable activity is to provide payment processing services for City departments and management in order to ensure timely vendor payments for goods and services.,"This activity is a core service and is required by City Policy, as well as by state and federal law. The account payable section plans, prepares, edits and files year-end tax information returns (1099-Misc, 1099-Int, 1099-S), including maintenance of vendor taxpayer identification numbers and filing status. The section reviews department payment transactions for clerical and accounting accuracy, schedules payments for check generation, provides assistance to departments, and is responsible for payment and accounting document archives. Assists with special requests including open records requests.",Review of departmental payment transactions for compliance with City policy and procedures; Scheduling of payments for check generation; Maintenance of Citywide archive of payment and other accounting transactions; Preparation and filing of year-end tax information returns; Assistance with open records requests,Assistance to departments; Assistance on special requests.,,"Diana Thomas, Controller, 512-974-2600","Average number of calendar days for A/P to review, approve and pay vouchers for departments",Measures how quickly the A/P department processes departmental transactions.,No,No,Operational,Result,No Goal,5,4,4.75,5,5.5,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,CCD,Support Services,Departmental Support Services,The purpose of the Support Services program is to provide administrative and managerial support to the department in order for employees to deliver effective code enforcement services to the City of Austin.,The purpose of the Support Services activity is to provide administrative and managerial support to the department in order for employees to deliver effective code enforcement services to the City of Austin.,,Office of the Director; Financial Services; Human resources; Information technology; Program evaluation and standards; Strategic planning; Quality assurance; Safety; Public Information.,,,"Franklin Fejarang, Financial Manager II, 512-974-9086",Number of employee injuries,This measure provides management with the number of injuries in order to develop safety measures to minimize on-the-job-injuries.,No,No,Operational,Output,No Goal,No Goal,No Data,10,6,12,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,LAW,Support Services,Departmental Support Services,Support Services provides administrative and managerial support to the department.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the Department in order to produce more effective services.,"The Departmental Support Services activity captures costs involved in the day-to-day administrative operation of the department including activities of the Office of the Director. Also included are costs associated with activities directly involving administrative functions of the Law Department and requests for general assistance from employees. Effective with the 2001-02 business plan some costs associated with the deleted CAF/Constituent Services activity and the CAF processing performance measure are moved to this activity. Effective in FY 2011 other support services functions like budgeting, purchasing, and human resources, moved into this consolidated activity.",Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Information technology support; Public information; Customer service; Audit/internal review and contract management.,,,"Deborah Thomas, Deputy City Attorney, 512-974-2268",Maintain the average outside counsel service costs below $400 per hour,Maintain the average outside counsel service costs below $400 per hour,No,No,Performance,Result,0,No Goal,No Data,No Data,New Meas.,New Meas.,Annually,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,EMS,Community Relations and Injury Prevention,Community Relations and Injury Prevention,"Community Relations and Injury Prevention improves health, prevents injuries, and reduces illness through public education and to provide coordination of EMS participation in community events.","The purpose of the Community Relations and Injury Prevention activity is to improve health, prevent injuries, and reduce illness through public education and to provide coordination of EMS participation in community events.",This activity was first created in 2009-2010 and named Community Partnerships and Special Events.  In 2011-2012 the program was renamed to Community Relations.,Community outreach and public education at community events; Creation and distribution of educational brochures & marketing materials related to health and safety prevention; CPR and First Aid training; Creation of public service announcements and videos.,,,"Jasper Brown, Chief of Staff, 512-972-7201","Number of students successfully completing training (CPR, AED, First Aid, and Instructor) under the auspices of the Austin-Travis County EMS Regional Training Center",A count of the number of students successfully completing training in ATCEMS-sponsored courses.,No,No,Operational,Output,No Goal,2400,1439,1891,1905,2014,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,MCRT,Municipal Court Operations,Customer Services,The purpose of Municipal Court Operations program is to process citations for the public in order to facilitate the swift administration of justice.,"The purpose of Customer Services is to provide assistance for walk-in, email, phone, and mail customers so that cases may be processed in an effective manner.","Customer Services is core, meeting the Code of Criminal Procedures requirements to accept mail payments under 27.14(b), accept payments in person under 27.14(c), handle payments of fines under 45.041, accept pleas in the absence of a trial under 45.023, the general requirements of 45.203, and Government Code Section 30.00009, Subchapter T - Austin, especially 30.00736(b), requiring a Court Clerk and as many deputies as needed to do the work of the Court. Further the activity provides revenue through a direct, revenue generating function, and provides critical indirect support to core areas such as judicial activities. Activity staff provides assistance to customers who call, write, or walk into the Court. Customer Services processes walk-in customer requests at three locations: Downtown and North and South Austin Court substations.",Provide information to customers regarding options for citations; Process cases; Process document filings; Answer phones and assist customers; Respond to public information requests; Process payments; Balance cash drawers; Schedule cases for court appearances; Process filed motions and bonds and set-up time payment plans; Process mail and email correspondence submitted to the Court.,,,"Mary Jane Grubb, Court Clerk, 512-974-4692",Percent of calls answered within 3.5 minutes,"The total number of calls answered by an operator within 3.5 minutes divided by the total number of calls answered by an operator.An operator is defined as a staff member in the Communications Unit assigned to answer calls received on the Court's information line (512-974-4800).This measure is important as long wait times are associated with poor customer service and higher call abandonment rates.A lower percentage for this measure may be indicative an inadequate call center resources.This information allows us to determine personnel, equipment, and training needs. This is also used to shows our ability to efficiently and effectively provide customer service.",No,No,Operational,Result,No Goal,No Goal,93.53,83.6,No Data,New Meas.,Monthly,92.86,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,LIB,Support Services,Departmental Support Services,The purpose of the Support Services program is to provide administrative and managerial support to the department.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,"This activity includes the Library's Office of the Director, Administrative office management and support, volunteer services and intradepartmental mail services.",Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility management; IT support; Public information; Vehicle and equipment maintenance; Grant administration; Safety; Customer service; Inventory control; Audit/internal review; Contract management.,,,"Victoria Rieger, Financial Manager, 512-974-7446",Number of employee injuries,This measure provides management with the number of injuries in order to develop safety measures to minimize on-the-job-injuries.,No,No,Operational,Output,No Goal,No Goal,No Data,46,47,44,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,FIRE,Fire / Emergency Response,Emergency Operations,"Fire/Emergency Response aims to control and extinguish fires in the shortest amount of time with minimal loss of life or property, as well as provide first-in medical response, rescue services and hazardous materials response.","The purpose of Emergency Operations is to quickly control and extinguish fires with little or no loss of life or property, and to provide medical first response, rescue services, and hazardous materials response.","Combat Operations is a core service of the Austin Fire Department. The service is mandated by the City Charter, 1916, the Texas Department of Health Code for emergency medical responses, and 49 CFR 1910.120.  A paid fire department was established by election in April, 1916.  Since then, Fire Department personnel have responded to emergency calls for fire suppression, hazardous materials mitigation, rescue and emergency medical first response and mutual aid. Combat Operations also includes the Special Operations function which formulates and plans responses to Weapons of Mass Destruction (WMD) threats. It also includes specialized rescue operations such as water, high-angle, hazardous materials incidents and other specialized responses.  Aircraft firefighting and rescue services for regular flight operations began with the opening of the Austin/Bergstrom International Airport (ABIA) in May 1999 and is mandated by CFR 49.139 and Texas Govt. Code Title 4, subtitle B, Chapter 419.",Fire response; Medical first response; Search and rescue; Hazardous materials mitigation,Smoke alarm installations.,,"Richard Davis, Assistant Chief, 512-974-0130",Percent of unit responses inside the City of Austin with an AFD unit response,"This measure allows AFD to monitor auto-aid responses from regional partners and ensure we have the resources available to the demands of growth within the City.The norm for AFD unit responses inside the City of Austin has been determined to be 98%. The other 2% involved outside agencies, including Auto Aid partners and mutual aid requests. Fluctuations in this number would indicate the need for additional stations to handle the volume of calls in the specific areas or additional units at existing stations.",No,No,Operational,Result,No Goal,No Goal,97,97,97,98,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,SMBR,MBE/WBE and DBE Procurement Program,Compliance,"The purpose of the MBE/WBE Procurement Ordinance program is to provide information to the City of Austin necessary to provide development opportunities to small, minority and women-owned businesses participating in City contracting.","The purpose of the Compliance activity is to review, monitor and track Minority-Owned and Women-Owned Business Enterprise participation on City procurements through all phases of a project, including reviewing solicitations, setting project goals, and collaborating with project sponsors to identify scopes of work on projects so that the City can ensure compliance with the requirements of the Minority- and Women-Owned Procurement Ordinance.","The Compliance Activity is a core activity.  This program monitors the City's procurement activities to ensure that City departments and vendors/contractors comply with the requirements of the Minority- and Women-Owned Procurement Ordinance, and its operating rules. Services include review and maintenance of vendors/contractors, compliance plans, approval of specific project goals, site audits, review of contract closeout documents, research and planning needed to develop revisions to the Ordinance.",Pre-award compliance; Compliance plan review and maintenance; Post-award monitoring; Site audits; Protests; Contract close-outs; Ordinance revisions.,,,"Tamela Saldana, Acting Assistant Director, 512-974-7844",Percent of goal determinations reviewed within 7 business days,Percent of Goal Determinations Reviewed Within 7 Business Days,No,No,Performance,Output,No Goal,0,0,New Meas.,New Meas.,New Meas.,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,EMS,Emergency Communications,Emergency Communications,"Emergency Communications provides for effective and efficient call triage for incoming 9-1-1 requests for EMS assistance, dispatches the appropriate emergency response, provides pre-arrival instructions when necessary, and coordinates interagency response to facilitate rapid access to care.","The purpose of Emergency Communications is to provide effective and efficient call triage for incoming 9-1-1 requests for EMS assistance, dispatch the appropriate emergency response, provide pre-arrival instructions when necessary and coordinates interagency response to facilitate rapid access to care.","This is a core activity. The City Code mandates that EMS must respond to all 911 calls for emergency medical service. This activity provides funding for EMS Communications medics who are responsible for the overall coordination of all emergency ambulance and helicopter responses and activity in the Austin/Travis County area. These medics triage incoming 911 requests for assistance, dispatch appropriate responders and provide self-help instructions over the telephone. Communications medics are responsible for ensuring the safety of field responders by providing them with pertinent information and coordinating their responses with law enforcement and other public safety agencies when required.",911 Call Processing/Triage; Dispatching emergency services; Pre-Arrival self-help instructions; Coordination of inter-agency responses.,,,"James Hawley, Assistant Chief, 512-972-7262",Percent of EMS Communication Center calls processed within 90 seconds,The first step in the response time continuum is quick and accurate processing of 9-1-1 calls through the Computer Aided Dispatch (CAD) system. The EMS goal is to process 90% of the calls within 90 seconds or less. The measure tracks the elapsed time from the EMS receipt of 9-1-1 calls (initiation) to dispatch of ambulance.,No,No,Operational,Result,No Goal,80,79.25,81.31,78.18,82.3,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,CCTR,Event Operations,Utility and Technology Services,"Event Operations provides event services, such as sales and contracting, planning and coordination, security and safety, facility and event set-up and operations, parking management, and utility and technology services to users of the facility to ensure their event is successful.","The purpose of the Utility and Technology Services activity is to provide technical, telecommunication, and utility services to users of the facilities so they are able to conduct their business.","There is no legal mandate for this activity. Utility and Technology Services provides technical, telecommunications, and utilities to Convention Center exhibitors and clients.","Electric; Air; Water; Equipment/technology services (Internet, networking, telephone).",,,"Alycia Sparkman, Division Manager, 512-404-4208; Debbie Gossett, Division Manager, Information Systems, 512-404-4034",Technology Service-Related Refunds as a percent of Revenue,Refunds decrease revenue and the goal is to have as few refunds as possible in order to maximize revenue. USI system is used to capture and store refund related data.,No,No,Operational,Result,0,New Meas.,New Meas.,New Meas.,New Meas.,New Meas.,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,LIB,Support Services,Departmental Support Services,The purpose of the Support Services program is to provide administrative and managerial support to the department.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,"This activity includes the Library's Office of the Director, Administrative office management and support, volunteer services and intradepartmental mail services.",Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility management; IT support; Public information; Vehicle and equipment maintenance; Grant administration; Safety; Customer service; Inventory control; Audit/internal review; Contract management.,,,"Victoria Rieger, Financial Manager, 512-974-7446","% of under 5,000 competitive procurement awards to certified WBE vendors",This measure provides for the percent of WBE awards which assists the City in the WBE contract awarding.,No,No,Operational,Result,No Goal,No Goal,No Data,11.39,4.51,5.36,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,ATD,Mobility Systems Management,Parking Management,"The purpose of the Mobility Systems Management program is to align city policies with shared-use mobility transportation services to provide safe alternatives to single-occupancy vehicles.  Define an overall vision to guide parking management citywide for use by policy-makers, city staff, and all interested stakeholders while providing direction for day-to-day parking decisions.",The purpose of the Parking Management activity is to provide City on-street and off-street parking management for the community in order to meet its parking needs.,"This is a core activity. This activity is mandated by the City Code, Chapters 16-5, and 16-6, Section 16-2-2 B, and State Law TRC 545.302. The first parking meters were installed in Austin in 1937 starting with 524 meters along Congress Avenue. The meter program has expanded to about 5,800 paid parking spaces throughout the Austin area. The annual revenue collected from parking meters is more than $8.0 million.The first parking enforcement team was organized in 1955. The team was originally assigned to the Police Department, and they were known as the Parkaidettes. The team was organized to relieve police officers from the duty of parking enforcement. In 1994, the team was equipped with state of the industry hand held computers for issuing citations.","Parking enforcement; Parking meter maintenance, repair, installation, and fee collection; Parking and on-street regulations; Regulate vehicle for hire services; Residential parking permits.",,,"Jason Redfern, Division Manager, 512-974-7714",Number of parking spaces in the system,Total number of Parking Spaces in the system,No,No,Operational,Result,No Goal,7800,8626,8184,7364,New Meas.,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,AE,Customer Care,Customer Contact Center,"To provide excellent customer service and information to all City of Austin utility customers pertaining to billing, service, and city code","The purpose of the Customer Contact Center activity is to provide excellent customer service and information to all City of Austin utility customers pertaining to billing, service, and City code.",,Customer account inquiry; Remittance processing; Billing system management.,,,"Gerardo (Jerry) Galvan, Vice President, Customer Care Services, 512-505-3552",Total Customer Interactions,Number of customer interactions with the Customer Contact Center in the fiscal year.,No,No,Performance,Output,No Goal,1630000,1557398,1546035,1483158,1582129,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,PR,Community Services,Museums & Cultural Programs,"The purpose of the Community Services program is to provide safe, life-enhancing experiences to the Austin community in order to increase educational and leisure opportunities.","The purpose of the Museums and Cultural Programs activity is to provide cultural experiences, honor Austin's history, and engage our communities in the arts by providing facilities and programs that celebrate Austin's diverse population, cultivate lifelong learning, and create opportunities for advancing quality of life and economic vitality.","This activity is a core activity. No legal mandate. Museums and Cultural Programs operates ten (10) sites and partners with two (2) additional sites including cultural centers, museums, and theaters.  These facilities house galleries, theaters, multi-purpose rooms, classrooms, library/computer labs, conference rooms, and dance studios. HAND sites provide a wide variety of arts, cultural, and historical programming. Facility access is free and open to the public. HAND sites' missions represent all of Austin's diverse populations. HAND sites are integral places in developing our city's sense of community, preserving our history, and sharing our stories with visitors.","Educational programming for youth, adults, and seniors that focuses on history, the arts, and culturally relevant activities; Exhibitions showcasing art, historical artifacts, and cultural displays; Performances including theatrical dramas, musicals, dance, and concerts; Public and special events that highlight special occasions in the diverse communities we serve; Collaborations with community providers of arts and cultural activities",Community meetings; Community engagement activities; Rentals,Senior meals; Economic development activities; Providing access to City services for diverse communities.,"Laura Esparza, Division Manager, 512-974-4001",Attendance at free cultural special events,"Attendance at free educational and cultural events sponsored or co-sponsored by Museums & Cultural Programs sites. The measure helps management determine the effectiveness of marketing strategies for programming and also can indicate demand for services, which serves as an indicator that the department is successfully meeting the needs of the community.",No,No,Operational,Demand,No Goal,No Goal,No Data,64690,46629,99238,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,EGRS,Redevelopment,Redevelopment Services,"Redevelopment provides project management, implementation, and information services that foster vibrant places of commerce, culture and residences for Austin?s diverse community.",The Redevelopment Division carries out its place-based activities through repositioning of underutilized City-owned properties into partnerships with private developers to deliver real estate projects that provide important community benefits; organizing merchant districts and managing other incentive mechanisms invest in projects located in urban district and commercial corridors that contribute to ?complete communities?; and supporting program and policy formation in support of the Department mission and goals.,This activity is Semi-Core. No legal mandate. This activity was broken out separately in FY03 to account for redevelopment project management activities.,"Maintenance & Operation public improvement district management; Negotiation and execution of master development agreements for Colony Park Sustainable Communities,  McKalla Place/ Major League Soccer stadium development, Green Water Treatment Plant, Mueller, 2nd Street Retail District; Solicit, negotiate and administer public-private agreements for underutilized City-owned property","Facilitate policy formation related to land development, incentives, permitting process to deliver equitable development; Urban core studies.",,"Christine Maguie, Redevelopment Division Manager, 512-974-7131",New commercial square feet on repositioned City owned land,Estimated new commercial square feet that has received permits for occupancy over the prior year on repositioned City owned land that are being redeveloped through master development agreements.,No,No,Operational,Output,0,No Goal,13754,487431,371617,New Meas.,Annually,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,SWS,Waste Diversion,Strategic Initiatives,"ARR's Waste Diversion work encourages, educates and regulates the Austin community in order to divert materials to their highest and best use through the Business Outreach Team, Zero Waste Program Development, and Recycling Economic Development. ARR also provides specialized waste diversion and disposal services through the Resource Recovery Center and Household Hazardous Waste Facility, to ensure materials are managed to protect the environment and conserve resources.","The purpose of the Strategic Initiatives activity is to implement Zero Waste-related incentive programs, provide education and outreach, develop and implement ordinances to achieve Zero Waste and perform long-range strategic planning in conjunction with the Austin Resource Recovery Master Plan and the City's climate protection goals.","The Zero Waste Strategic Plan provides the Department and community with a policy options to achieve Zero Waste.  The Department's Master Plan identifies the actual implementation tools, key initiatives, programs, policies, projected costs and funding mechanisms the Department will focus on to achieve Zero Waste.The Zero Waste activity began in 2009  when the Department passed the Zero Waste Strategic Plan.  The Zero Waste activity focuses on ordinance development and implementation, public education/outreach, as well as programmatic pilot projects that encourage and help measure acceptance and integration of Zero Waste practices.","Zero Waste program and ordinance development; Zero Waste education, training, and outreach; Waste reduction/diversion planning assistance for special events and businesses.",,,"Gena McKinley, Division Manager, 512-974-1915",Percent of URO-Affected Properties Reporting Access to Recycling for Employees and Tenants,This PM reflects the percentage of commercial and multifamily properties subject to the Universal Recycling Ordinance (URO) that submit the required Annual Diversion Plan and indicate they are providing access to recycling to employees and/or tenants.,Yes,No,Performance,Result,85,85,85.02,85.4,86,86,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,MCRT,Downtown Austin Community Court,Court Operations,"The purpose of the Downtown Austin Community Court program is to provide creative and individualized sentencing options to offenders so that they are held accountable for their actions, reduce their recidivism rate, restore the debt they owe to the community as a result of their offenses, and to provide supportive services to assist them with modifying their offending behavior.","The purpose of DACC Court Operations is to analyze, evaluate, support and provide alternative options consistent with Therapeutic Jurisprudence and Restorative Justice Models, aimed at increasing the effectiveness of community service restitution and rehabilitation assistance, while assuring that due process requirements are met.","The activity is core having an immediate or near term effect on public safety. Under Texas Government Code, Chapter 30 and as per City Ordinance # 990729-49 and Chapter 2-10, Article IV of the City Code the DACC has general jurisdiction to adjudicate Penal Code Class C misdemeanor offenses and public order violations to the City Code. Court Services includes the DACC Judge and courtroom clerks needed to support this program.","Legally process defendants; Inform defendants of their due process rights, options, and of their obligations within the process; Create and file cases; Prepare dockets; Conduct bench and jury trials related to homeless individuals; Conduct jury empanelment; Conduct arraignment dockets; Accept pleas; Issue and confirm warrants; Initiate warrant service; Prepare statistical reports; Enter data; Assist judge, prosecutors, defense attorneys and defendants; Community Service Restitution and Rehabilitation Service planning, coordination and portfolio management.",,,"Pete Valdez, Court Administrator, 512-974-4873",Number of cases filed requiring appearance at DACC,Shows all cases that are given a ticket and need to appear before the court,No,No,Operational,Output,No Goal,No Goal,1998,3865,6482,7356,Monthly,157,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,WSP,Infrastructure & Waterway Maintenance,Stormwater Management,"The Infrastructure and Waterway Maintenance program maintains the stormwater conveyance system, which includes the city?s creeks, channels, storm drain pipes, inlets, and stormwater controls. There are three main activities included in this program: Field Operations Management (FOM), Stormwater Management (SWM), and Drainage Pipeline Management (DPM). The FOM includes operations and maintenance for the Waller Creek Tunnel, green stormwater infrastructure maintenance, erosion repair, and waterway maintenance.. The SWM includes maintenance for Lady Bird Lake, stormwater pond maintenance, and stormwater pond safety. The DPM includes storm drain cleaning, infrastructure inspection, storm drain r","The purpose of the Stormwater Management activity is to maintain residential and City-owned stormwater treatment facilities (water quality and detention ponds, biofiltration areas, rain gardens, etc.) to ensure proper functionality, to provide water quality improvement, flood protection, and downstream erosion control.","This Activity is a core Activity. This activity is mandated by the City of Austin's Municipal Stormwater Discharge Permit under the Texas Pollutant Discharge Elimination System (TPDES) administered by the Texas Commission on Environmental Quality. In 1998 the Environmental Protection Agency (EPA) authorized the State of Texas to implement the TPDES program, as provided in the 1987 amendments to the Clean Water Act of 1977. Open waterway maintenance work began in the mid 1980s in the Street & Bridge Division of Public Works. This activity was transferred to the Stormwater Management Division (SWMD) in 1988. The SWMD grew out of a Comprehensive Drainage program established after the Memorial Day flood in May 1981. In 1994, the Lady Bird Lake Cleanup activity was established within the SWMD. In 1996, the addition of new surface skimming equipment enabled staff to increase collection and disposal of litter on Lady Bird Lake. In 1998, the Field Operations Division was established in place o",Citizen complaint response and investigation; Inspection and maintenance of water quality and detention ponds; Maintenance of vegetation and debris removal along shoreline and open water within Lady Bird Lake; Compliance with Texas Commission on Environmental Quality (TCEQ) regulations; Inspection of commercial stormwater management facilities.,,,"Roxanne Jackson, Watershed Field Operations Division Manager, 512-974-1918",Percentage of high priority maintenance work orders completed.,Track the percentage of high priority maintenance work orders completed.,Yes,No,Performance,Output,75,No Goal,73,110,63,81,Annually,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,HHS,Social Services Contracts,Workforce Development,The purpose of the Social Services Contracts is to provide an array of social services that promote self-sufficiency for eligible individuals and households and improve their quality of life.,The purpose of the Workforce Development activity is to provide an array of services to improve self-sufficiency and increase household income.,,English as a Second Language; GED; Adult basic education; Job readiness training and certification; Job training (long and short-term); Job placement assistance; Job retention services; Tax preparation; Assistance in acquiring public benefits.,,,"Vella Karman, APH Manager, 512-972-5064",Percent of individuals demonstrating improved life skills and/or knowledge (Workforce Development),Percent of individuals who complete an educational program to improve their knowledge and percent of individuals who demonstrate improved life skills.,No,No,Operational,Output,No Goal,No Goal,91.95,87.79,74.14,85.9,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,WWW,Support Services,Departmental Support Services,The purpose of the Support Services program is provide administrative and managerial support to the Utility.,The purpose of Departmental Support Services is to deliver best-in-class products and services to Austin Water employees and other City stakeholders to ensure the utility is effectively managed and achieves its stated mission and goals.,This activity tracks general departmental administrative costs that do not appropriately belong in any other activity within the department.  All support function costs have been moved into this activity.,Office of the Director; Human resources; Internal audit; Financial management; Facility management; Budget and accounting; Supply chain management; Information and system technology; Security management; Safety and technical training; Consumer services; Management resiliency; Records and information management.,,,"David Anders, Assistant Director, 512-972-0323",Percent of actual O&M spending to budget,"Percent of total operating obligated amount to budget, including program requirements, debt service, and transfers out.",No,No,Operational,Efficiency,No Goal,98,No Data,96.62,97.95,99.05,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,HHS,Support Services,Departmental Support Services,The purpose of the Support Services program is to provide operational support to the department so they have the necessary tools to perform their jobs.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the Department in order to produce more effective services.,"Administrative services provide the infrastructure to support department programs and the staff to implement these programs. These services include general administrative guidance, managerial/clerical support, and policy interpretation. This activity also includes the contract with Austin/Travis County MHMR for Community Action Network (CAN) administration.",Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility expenses; Information technology support; Public information; Vehicle and equipment maintenance; Grant administration; Safety; Customer service; Inventory control; Audit; Internal review; Contract management.,,,"Kymberley Maddox, Assistant Director, 512-972-5041",Maintain public health accreditation,Maintain public health accreditation from national accrediting agency,No,No,Operational,Output,,,Yes,Yes,Yes,Yes,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,ATD,Mobility Systems Management,Parking Management,"The purpose of the Mobility Systems Management program is to align city policies with shared-use mobility transportation services to provide safe alternatives to single-occupancy vehicles.  Define an overall vision to guide parking management citywide for use by policy-makers, city staff, and all interested stakeholders while providing direction for day-to-day parking decisions.",The purpose of the Parking Management activity is to provide City on-street and off-street parking management for the community in order to meet its parking needs.,"This is a core activity. This activity is mandated by the City Code, Chapters 16-5, and 16-6, Section 16-2-2 B, and State Law TRC 545.302. The first parking meters were installed in Austin in 1937 starting with 524 meters along Congress Avenue. The meter program has expanded to about 5,800 paid parking spaces throughout the Austin area. The annual revenue collected from parking meters is more than $8.0 million.The first parking enforcement team was organized in 1955. The team was originally assigned to the Police Department, and they were known as the Parkaidettes. The team was organized to relieve police officers from the duty of parking enforcement. In 1994, the team was equipped with state of the industry hand held computers for issuing citations.","Parking enforcement; Parking meter maintenance, repair, installation, and fee collection; Parking and on-street regulations; Regulate vehicle for hire services; Residential parking permits.",,,"Jason Redfern, Division Manager, 512-974-7714",Valet enforcement site inspections per month,Valet enforcement site inspections per month,No,No,Operational,Output,No Goal,125,475,No Data,1848,124,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
