AppNumber,ApplicantType,Institution,OrganizationType,InstCity,InstState,InstPostalCode,InstCountry,CongressionalDistrict,Latitude,Longitude,CouncilDate,YearAwarded,ProjectTitle,Program,Division,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,BeginGrant,EndGrant,ProjectDesc,ToSupport,PrimaryDiscipline,SupplementCount,Supplements,ParticipantCount,Participants,DisciplineCount,Disciplines
RE-10010-69,1,Modern Language Association of America,Center For Advanced Study/Research Institute,New York,NY,10003-6981,USA,12,40.72995,-73.99213,1968-11-01,1968,Center for Editions of American Authors,Editions,Research Programs,160000.00,14607.00,160000.00,14607.00,174607.00,0.00,1968-09-01,1969-08-31,None,None,"Literature, General",0,NULL,1,William Gibson [Project Director],1,"Literature, General"
RE-10014-69,1,Cornell University,Four-Year College,Ithaca,NY,14853-2801,USA,23,42.44778,-76.48411,1968-11-01,1968,The Scarlatti Project,Editions,Research Programs,8000.00,0.00,8000.00,0.00,8000.00,0.00,1969-01-01,1970-06-30,None,None,Music History and Criticism,0,NULL,1,Donald Grout [Project Director],1,Music History and Criticism
RE-10016-69,1,Tufts University,Four-Year College,Medford,MA,02155-5818,USA,5,42.40832,-71.12073,1969-05-01,1969,German Language Project,Editions,Research Programs,15730.00,0.00,15730.00,0.00,15730.00,0.00,1968-08-01,1970-06-30,None,None,"Languages, General",0,NULL,1,John Wells [Project Director],1,"Languages, General"
RE-10056-68,1,"University of California, Los Angeles",University,Los Angeles,CA,90095-9000,USA,33,34.07516,-118.43851,1968-02-01,1968,Oral History of the Motion Picture in America,Editions,Research Programs,11316.00,0.00,11316.00,0.00,11316.00,0.00,1968-06-01,1969-07-31,None,None,"Arts, General",0,NULL,1,Howard Suber [Project Director],1,"Arts, General"
RE-10098-67,1,Modern Language Association of America,Center For Advanced Study/Research Institute,New York,NY,10003-6981,USA,12,40.72995,-73.99213,1967-05-01,1967,Support for work on standard editions of American authors through the Center for Editions of American Authors,Editions,Research Programs,300000.00,0.00,300000.00,0.00,300000.00,0.00,1967-09-01,1968-08-31,None,None,American Literature,0,NULL,1,John Fisher [Project Director],1,American Literature
RO-10014-67,1,"University of California, Berkeley",Four-Year College,Berkeley,CA,94704-5940,USA,13,37.87029,-122.26813,1967-05-01,1967,Preparation of One Chapteer for a New Bibliography Handbook of German Literature,Basic Research,Research Programs,1260.00,0.00,1260.00,0.00,1260.00,0.00,1967-02-01,1968-01-31,None,None,"Literature, General",0,NULL,1,Kathleen Harris [Project Director],1,"Literature, General"
RO-10024-67,1,Cornell University,Four-Year College,Ithaca,NY,14853-2801,USA,23,42.44778,-76.48411,1967-05-01,1967,To Obtain Microfilm of the Philosophical Writings of Ludwig Wittgenstein,Basic Research,Research Programs,1400.00,0.00,1400.00,0.00,1400.00,0.00,1967-06-01,1968-05-31,None,None,"Philosophy, General",0,NULL,1,Norman Malcolm [Project Director],1,"Philosophy, General"
RO-10026-67,1,American Historical Association,Professional Association,Washington,DC,20003-3889,USA,1,38.88867,-77.00004,1967-05-01,1967,Preparation of a Publication of Select Court Records to Illustrate American Colonial Society,Basic Research,Research Programs,7392.00,0.00,7392.00,0.00,7392.00,0.00,1967-02-01,1968-01-31,None,None,"History, General",0,NULL,1,Neal Allen [Project Director],1,"History, General"
RO-10030-67,1,New York State Education Department,State Department of Education,Albany,NY,12234-1000,USA,20,42.65401,-73.7576,1967-01-01,1967,Local History Enrichment Project,Basic Research,Research Programs,8419.00,0.00,8419.00,0.00,8419.00,0.00,1967-03-01,1968-05-31,None,None,"History, General",0,NULL,1,Louis Tucker [Project Director],1,"History, General"
RO-10032-67,1,Princeton University,University,Princeton,NJ,08540-5228,USA,12,40.34933,-74.64905,1967-05-01,1967,Investigation of Phrase Structure Grammar,Basic Research,Research Programs,9200.00,0.00,9200.00,0.00,9200.00,0.00,1967-07-01,1968-06-30,None,None,"Languages, General",0,NULL,1,Gilbert Harmon [Project Director],1,"Languages, General"
RO-10036-67,1,"University of Minnesota, Twin Cities",Center For Advanced Study/Research Institute,Minneapolis,MN,55455-0433,USA,5,44.97779,-93.23624,1967-01-01,1967,Linguistic Atlas of the Upper Midwest,Basic Research,Research Programs,18728.00,0.00,18728.00,0.00,18728.00,0.00,1967-07-01,1968-06-30,None,None,Linguistics,0,NULL,1,Harrold Alllen [Project Director],1,Linguistics
RO-10038-67,1,University of Chicago,University,Chicago,IL,60637-5418,USA,1,41.78955,-87.60117,1967-01-01,1967,Study of Ancient Glass Discovered At Kenchreai,Basic Research,Research Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1966-04-01,1966-11-30,None,None,Archaeology,0,NULL,1,Robert Scranton [Project Director],1,Archaeology
RO-10048-67,1,Unaffiliated Independent Scholar,Unknown,Unknown,Un,Unknown,Unknown,0,Unknown,unknown,1967-01-01,1967,Biography of Theodore Roethke,Basic Research,Research Programs,5000.00,0.00,5000.00,0.00,5000.00,0.00,1966-11-01,1967-09-30,None,None,Art History and Criticism,0,NULL,0,NULL,1,Art History and Criticism
RO-10050-67,2,Unknown,None,Unknown,Un,Unknown,Unknown,0,Unknown,unknown,1967-01-01,1967,Symbolic Landscape in Modern Poetry,Basic Research,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-11-01,1967-08-31,None,None,American Literature,0,NULL,0,NULL,1,American Literature
RO-10052-67,2,Unknown,None,New York,NY,Unknown,USA,0,Unknown,unknown,1967-01-01,1967,Biography of Alexander Scriabin,Basic Research,Research Programs,5000.00,0.00,5000.00,0.00,5000.00,0.00,1966-11-01,1967-04-30,None,None,Art History and Criticism,0,NULL,0,NULL,1,Art History and Criticism
RO-10058-66,1,Columbia University,Center For Advanced Study/Research Institute,New York,NY,10027-7922,USA,13,40.81835,-73.95781,1966-09-01,1966,A Project for Creation of Source Materials in Recent American History*,Basic Research,Research Programs,40000.00,0.00,40000.00,0.00,40000.00,0.00,1966-10-01,1968-01-31,*by the Oral History Research Office.,None,U.S. History,0,NULL,1,Louis Starr [Project Director],1,U.S. History
RO-10060-67,1,Princeton University,University,Princeton,NJ,08540-5228,USA,12,40.34933,-74.64905,1967-01-01,1967,Continuation of Work on Linguistic Bibliography,Basic Research,Research Programs,37280.00,0.00,37280.00,0.00,37280.00,0.00,1966-10-01,1967-10-31,None,None,Linguistics,0,NULL,1,A. Roberts [Project Director],1,Linguistics
RO-10062-67,1,Princeton University,University,Princeton,NJ,08540-5228,USA,12,40.34933,-74.64905,1967-01-01,1967,Princeton Archaeological Expedition to Sicily,Basic Research,Research Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1966-10-01,1967-10-31,None,None,Archaeology,0,NULL,1,Eric Sjoqvist [Project Director],1,Archaeology
RO-10064-66,1,American Historical Association,Professional Association,Washington,DC,20003-3889,USA,1,38.88867,-77.00004,1966-09-01,1966,Survey of Bibliographical Services for History,Basic Research,Research Programs,20600.00,0.00,20600.00,0.00,20600.00,0.00,1966-09-01,1967-09-30,None,None,"History, General",0,NULL,1,Paul Ward [Project Director],1,"History, General"
RO-10068-67,1,"University of Massachusetts, Amherst",University,Amherst,MA,01003-9242,USA,2,42.38691,-72.52113,1967-05-01,1967,A Definitive Annotated and Indexed Bibliography of Samuel Taylor Coleridge,Basic Research,Research Programs,11430.00,0.00,11430.00,0.00,11430.00,0.00,1967-07-01,1968-06-30,None,None,"Literature, General",0,NULL,1,Richard Haven [Project Director],1,"Literature, General"
RO-10084-67,1,University of Rochester,University,Rochester,NY,14627-0001,USA,25,43.13182,-77.62391,1967-05-01,1967,Catalogue Raisonne of the Paintings of Thomas Cole,Basic Research,Research Programs,5560.00,0.00,5560.00,0.00,5560.00,0.00,1967-03-01,1968-03-31,None,None,Art History and Criticism,0,NULL,1,Howard Merritt [Project Director],1,Art History and Criticism
RO-10090-67,1,Peale Museum,Unknown,Baltimore,MD,Unknown,USA,3,Unknown,unknown,1967-05-01,1967,"Catalogue of the Paintings, Drawings, and Prints by Rembrandt Peale",Basic Research,Research Programs,9500.00,0.00,9500.00,0.00,9500.00,0.00,1967-04-01,1968-03-31,None,None,Art History and Criticism,0,NULL,1,Wilber Hunter [Project Director],1,Art History and Criticism
RO-10104-67,1,"University of North Carolina, Chapel Hill",Center For Advanced Study/Research Institute,Chapel Hill,NC,27599-1350,USA,4,36.05251,-79.10769,1967-05-01,1967,Work of the American Office of L'Annee Philologique,Basic Research,Research Programs,22960.00,0.00,22960.00,0.00,22960.00,0.00,1967-09-01,1968-08-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,T. Broughton [Project Director],1,"Interdisciplinary Studies, General"
RO-10106-67,1,Seton Hall University,University,South Orange,NJ,07079-2697,USA,10,40.74464,-74.24798,1967-05-01,1967,Linguistic Atlas of Japan,Basic Research,Research Programs,6000.00,0.00,6000.00,0.00,6000.00,0.00,1967-04-01,1968-03-31,None,None,Linguistics,0,NULL,1,John Tsu [Project Director],1,Linguistics
RO-10108-67,1,University of Virginia,University,Charlottesville,VA,22903-4833,USA,5,38.05024,-78.50088,1967-05-01,1967,A Word File of Contemporary English,Basic Research,Research Programs,19500.00,0.00,19500.00,0.00,19500.00,0.00,1967-06-01,1968-08-31,None,None,"Languages, General",0,NULL,1,Atcheson Hench [Project Director],1,"Languages, General"
RO-10116-67,1,"University of California, Los Angeles",University,Los Angeles,CA,90095-9000,USA,33,34.07516,-118.43851,1967-05-01,1967,"Relationships Between ""Popular Western"" Literature and the American Historical Experience",Basic Research,Research Programs,12650.00,0.00,12650.00,0.00,12650.00,0.00,1967-06-01,1968-05-31,"(Everett I. Jones, co-PI)",None,"Interdisciplinary Studies, General",0,NULL,1,Philip Durham [Project Director],1,"Interdisciplinary Studies, General"
RO-10118-67,1,Claremont Graduate University,University,Claremont,CA,91711-5909,USA,27,34.10327,-117.71446,1967-05-01,1967,A Statistical Analysis to Establish Disputed Authorship of an 18th Century Classic and Edmund Burke is Part of It,Basic Research,Research Programs,18870.00,0.00,18870.00,0.00,18870.00,0.00,1967-03-01,1967-09-30,None,None,"History, General",0,NULL,1,Douglas Adair [Project Director],1,"History, General"
RO-10120-67,1,"Rutgers University, Newark",University,Newark,NJ,07104-3010,USA,8,40.76527,-74.16571,1967-05-01,1967,Edition of Hayden's Unpublished Writings on the Teaching of Composition,Basic Research,Research Programs,2290.00,0.00,2290.00,0.00,2290.00,0.00,1967-01-01,1968-05-31,None,None,Music History and Criticism,0,NULL,1,Alfred Mann [Project Director],1,Music History and Criticism
RO-10124-67,1,"University of Texas, Austin",Four-Year College,Austin,TX,78712-0100,USA,25,30.28544,-97.74177,1967-05-01,1967,Expansion of the Archive of Folklore and the Training of Folkforists,Basic Research,Research Programs,12000.00,0.00,12000.00,0.00,12000.00,0.00,1967-09-01,1968-08-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Mody Boatright [Project Director],1,"Interdisciplinary Studies, General"
RO-10132-67,1,Bryn Mawr College,Four-Year College,Bryn Mawr,PA,19010-2899,USA,5,40.02166,-75.32213,1967-05-01,1967,Excavations in Tuscany,Basic Research,Research Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1967-06-01,1967-09-30,None,None,Archaeology,0,NULL,1,Kyle Phillips [Project Director],1,Archaeology
RO-10134-67,1,Brandeis University,University,Waltham,MA,02453-2700,USA,5,42.36877,-71.2506,1967-05-01,1967,Language Study in Connection with Project for Study of Guajiro Indians,Basic Research,Research Programs,5000.00,0.00,5000.00,0.00,5000.00,0.00,1967-04-01,1967-09-30,None,None,"Social Sciences, General",0,NULL,1,Benson Saler [Project Director],1,"Social Sciences, General"
RO-10136-67,1,Clark University,Center For Advanced Study/Research Institute,Worcester,MA,01610-1477,USA,2,42.24969,-71.8232,1967-05-01,1967,Selection and Editing of the Papers of the Harmony Society,Basic Research,Research Programs,15000.00,0.00,15000.00,0.00,15000.00,0.00,1966-04-01,1968-08-31,None,None,"History, General",0,NULL,1,Karl Arndt [Project Director],1,"History, General"
RO-10140-67,1,Claremont Graduate University,University,Claremont,CA,91711-5909,USA,27,34.10327,-117.71446,1967-05-01,1967,Coptic Gnostic Project,Basic Research,Research Programs,16300.00,0.00,16300.00,0.00,16300.00,0.00,1967-06-01,1968-08-31,None,None,"History, General",0,NULL,1,Ernest Colwell [Project Director],1,"History, General"
RO-10142-67,1,Tufts University,Four-Year College,Medford,MA,02155-5818,USA,5,42.40832,-71.12073,1967-05-01,1967,Dictionary of the Old High German Glosses,Basic Research,Research Programs,19000.00,0.00,19000.00,0.00,19000.00,0.00,1967-04-01,1968-08-31,None,None,"Languages, General",0,NULL,1,John Wells [Project Director],1,"Languages, General"
RO-10150-67,1,"Indiana University, Bloomington",University,Bloomington,IN,47405-7000,USA,9,39.16647,-86.52683,1967-05-01,1967,Argolid Exploration Project,Basic Research,Research Programs,15000.00,0.00,15000.00,0.00,15000.00,0.00,1967-04-01,1968-05-31,None,None,Archaeology,0,NULL,1,Thomas Jacobson [Project Director],1,Archaeology
RO-10152-67,1,"University of Wisconsin, Madison",University,Madison,WI,53715-1218,USA,2,43.06904,-89.40037,1967-05-01,1967,Project to Preserve Traditional Recitation of Chinese Classical Literature,Basic Research,Research Programs,8940.00,0.00,8940.00,0.00,8940.00,0.00,1967-06-01,1968-05-31,None,None,Classical Languages,0,NULL,1,Wayne Schlepp [Project Director],1,Classical Languages
RO-10160-67,1,Phi Beta Kappa Society,National Organization,Washington,DC,20009-2512,USA,1,38.91168,-77.04162,1967-05-01,1967,Support of a Conference and Follow-up Activity on the Feasibility of Establishing a National Humanities Faculty,Basic Research,Research Programs,3443.00,0.00,3443.00,0.00,3443.00,0.00,1967-06-01,1967-09-30,None,None,"Interdisciplinary Studies, General",0,NULL,1,Carl Billman [Project Director],1,"Interdisciplinary Studies, General"
RO-10162-67,1,American Research Institute in Turkey,Center For Advanced Study/Research Institute,Philadelphia,PA,19104-6324,USA,3,39.95006,-75.19148,1967-05-01,1967,Rupport of Scholarly Activities,Basic Research,Research Programs,14000.00,0.00,14000.00,0.00,14000.00,0.00,1967-06-01,1969-05-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Ihor Sevcenco [Project Director],1,"Interdisciplinary Studies, General"
RO-10166-67,2,Unknown,None,Unknown,Un,Unknown,Unknown,0,Unknown,unknown,1967-05-01,1967,History of Book Publishing in America,Basic Research,Research Programs,25000.00,0.00,25000.00,0.00,25000.00,0.00,1967-04-01,1968-06-30,None,None,"History, General",0,NULL,0,NULL,1,"History, General"
RO-10177-68,1,American Academy in Rome,Center For Advanced Study/Research Institute,New York,NY,10021-4905,USA,12,40.77025,-73.96719,1967-11-01,1967,The Photo Reference Collection,Basic Research,Research Programs,2500.00,0.00,2500.00,0.00,2500.00,0.00,1968-01-01,1968-12-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Ernest Nash [Project Director],1,"Interdisciplinary Studies, General"
RO-10181-67,1,Dropsie University,Four-Year College,Philadelphia,PA,19106,USA,16,39.95006,-75.14696,1967-05-01,1967,"An annotated catalogue of special manuscripts in Hebrew, Arabic and Cognate languages",Basic Research,Research Programs,29940.00,0.00,29940.00,0.00,29940.00,0.00,1967-09-01,1968-08-31,None,None,Linguistics,0,NULL,1,Abraham Katsh [Project Director],1,Linguistics
RO-10195-69,1,University of Wyoming,Four-Year College,Laramie,WY,82071-2000,USA,1,41.71506,-105.79738,1968-11-01,1968,Archaeological project on Easter Island,Basic Research,Research Programs,5950.00,0.00,5950.00,0.00,5950.00,0.00,1968-02-01,1968-08-31,None,None,Archaeology,0,NULL,1,William Mulloy [Project Director],1,Archaeology
RO-10197-68,1,University of Chicago,University,Chicago,IL,60637-5418,USA,1,41.78955,-87.60117,1967-11-01,1967,"Recovery, Preservation and Study of Panels of Glass Opus Sectile Discovered at...",Basic Research,Research Programs,6000.00,0.00,6000.00,0.00,6000.00,0.00,1967-12-01,1968-11-30,None,None,Archaeology,0,NULL,1,Robert Scranton [Project Director],1,Archaeology
RO-10211-68,2,Unknown,None,Unknown,Un,Unknown,Unknown,0,Unknown,unknown,1968-02-01,1968,Biography of Richard Wright,Basic Research,Research Programs,8000.00,0.00,8000.00,0.00,8000.00,0.00,1968-02-01,1969-01-31,None,None,"Literature, General",0,NULL,0,NULL,1,"Literature, General"
RO-10213-68,1,Institute for Advanced Study,Center For Advanced Study/Research Institute,Princeton,NJ,08540-4907,USA,12,40.33443,-74.66642,1967-11-01,1967,New Research into Roman Coinage of the Third Century B.C.,Basic Research,Research Programs,2660.00,0.00,2660.00,0.00,2660.00,0.00,1967-12-01,1968-12-31,None,None,"History, General",0,NULL,1,Andrew Alfoldi [Project Director],2,"History, General; Literature, General"
RO-10215-68,1,Modern Language Association of America,Center For Advanced Study/Research Institute,New York,NY,10003-6981,USA,12,40.72995,-73.99213,1967-11-01,1967,The Ordered Computer Collation of Unprepared Literary Texts,Basic Research,Research Programs,6000.00,0.00,6000.00,0.00,6000.00,0.00,1967-12-01,1968-10-31,None,None,"Literature, General",0,NULL,1,William Gibson [Project Director],1,"Literature, General"
RO-10219-68,1,Cornell University,Four-Year College,Ithaca,NY,14853-2801,USA,23,42.44778,-76.48411,1967-11-01,1967,Alessandro Scarlatti Operas,Basic Research,Research Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1968-01-01,1969-01-31,None,None,Music History and Criticism,0,NULL,1,Donald Grout [Project Director],1,Music History and Criticism
RO-10223-68,1,New York Public Library,Public Library,New York,NY,10016-0133,USA,12,40.75167,-73.98209,1967-11-01,1967,The Toscanini Memorial Archives,Basic Research,Research Programs,8000.00,0.00,8000.00,0.00,8000.00,0.00,1968-02-01,1970-03-31,None,None,Music History and Criticism,0,NULL,1,Sydney Beck [Project Director],1,Music History and Criticism
RO-10225-68,1,Social Science Research Council,Professional Association,New York,NY,10019-5870,USA,12,40.76268,-73.98221,1967-11-01,1967,Bibliography of Modern Chinese Society,Basic Research,Research Programs,13642.00,0.00,13642.00,0.00,13642.00,0.00,1968-02-01,1969-10-31,None,None,"History, General",0,NULL,1,Bryce Wood [Project Director],1,"History, General"
RO-10227-68,1,Seton Hall University,University,South Orange,NJ,07079-2697,USA,10,40.74464,-74.24798,1968-02-01,1968,Linguistic Atlas of Japan Project,Basic Research,Research Programs,16760.00,0.00,16760.00,0.00,16760.00,0.00,1968-04-01,1969-03-31,None,None,Linguistics,0,NULL,1,John Tsu [Project Director],1,Linguistics
RO-10235-68,1,Columbia University,Center For Advanced Study/Research Institute,New York,NY,10027-7922,USA,13,40.81835,-73.95781,1968-02-01,1968,Oral History Project,Basic Research,Research Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1968-04-01,1969-03-31,None,None,"History, General",0,NULL,1,Louis Starr [Project Director],1,"History, General"
RO-10241-68,2,University of Rochester,University,Rochester,NY,14627-0001,USA,25,43.13182,-77.62391,1968-02-01,1968,The Thomas Cole Project,Basic Research,Research Programs,8402.00,0.00,8402.00,0.00,8402.00,0.00,1968-04-01,1969-03-31,None,None,Art History,0,NULL,1,Howard Merritt [Project Director],1,Art History
RO-10251-68,1,Nebraska Wesleyan University,Four-Year College,Lincoln,NE,68504-2760,USA,1,40.83878,-96.64759,1968-02-01,1968,Collection of Wolga-German Folklore in North Central Enclaves,Basic Research,Research Programs,522.00,0.00,522.00,0.00,522.00,0.00,1968-06-01,1970-01-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Roger Welsch [Project Director],1,"Interdisciplinary Studies, General"
RO-10257-68,1,Massachusetts Institute of Technology,Four-Year College,Cambridge,MA,02139-4307,USA,7,42.35866,-71.09337,1968-02-01,1968,A Comparative Study of Early Cultural-Technological Human Advances,Basic Research,Research Programs,35000.00,0.00,35000.00,0.00,35000.00,0.00,1968-07-01,1969-06-30,None,None,"Interdisciplinary Studies, General",0,NULL,1,Cyril Smith [Project Director],1,"Interdisciplinary Studies, General"
RO-10259-68,1,Princeton University Press,Publishing,Princeton,NJ,08540-5223,USA,12,40.35011,-74.65394,1968-02-01,1968,Princeton Dictionary of Classical Archaeology Projects,Basic Research,Research Programs,15000.00,0.00,15000.00,0.00,15000.00,0.00,1968-05-01,1970-01-31,None,None,Archaeology,0,NULL,1,Richard Stillwell [Project Director],1,Archaeology
RO-10261-68,1,"University of Wisconsin, Oshkosh",Four-Year College,Oshkosh,WI,54901-8610,USA,6,44.02538,-88.55076,1968-05-01,1968,Melawi History Project,Basic Research,Research Programs,3815.00,0.00,3815.00,0.00,3815.00,0.00,1969-08-01,1970-08-31,None,None,"History, General",0,NULL,1,Stanley Shaloff [Project Director],1,"History, General"
RO-10267-68,1,Santa Clara University,University,Santa Clara,CA,95053-0001,USA,12,37.34853,-121.94183,1968-05-01,1968,Unemployment in colonial Mexico,Basic Research,Research Programs,2010.00,0.00,2010.00,0.00,2010.00,0.00,1968-08-01,1969-01-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Norman Martin [Project Director],1,"Interdisciplinary Studies, General"
RO-10273-68,1,University of Chicago,University,Chicago,IL,60637-5418,USA,1,41.78955,-87.60117,1968-02-01,1968,Chinese art Bibliographical Project,Basic Research,Research Programs,17000.00,0.00,17000.00,0.00,17000.00,0.00,1968-07-01,1970-10-31,None,None,Art History,0,NULL,1,Harrie Wanderstappen [Project Director],1,Art History
RO-10277-68,1,Brandeis University,University,Waltham,MA,02453-2700,USA,5,42.36877,-71.2506,1968-05-01,1968,Contemporary philosophy of higher education,Basic Research,Research Programs,11789.00,0.00,11789.00,0.00,11789.00,0.00,1968-06-01,1969-11-30,"(Grant Award $12,000)",None,"Interdisciplinary Studies, General",0,NULL,1,Henry Aiken [Project Director],1,"Interdisciplinary Studies, General"
RO-10281-68,1,Bryn Mawr College,Four-Year College,Bryn Mawr,PA,19010-2899,USA,5,40.02166,-75.32213,1968-05-01,1968,Tuscan Excavations Project,Basic Research,Research Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1968-05-01,1969-05-31,None,None,Archaeology,0,NULL,1,Kyle Phillips [Project Director],1,Archaeology
RO-10285-68,1,University of Florida,Center For Advanced Study/Research Institute,Gainesville,FL,32611-0001,USA,3,29.64282,-82.35029,1968-05-01,1968,Law and Communications,Basic Research,Research Programs,11860.00,0.00,11860.00,0.00,11860.00,0.00,1968-08-01,1969-08-31,None,None,"Interdisciplinary Studies, General",0,NULL,1,Walter Probert [Project Director],1,"Interdisciplinary Studies, General"
RO-10293-68,1,Unknown,Unknown,Minneapolis,MN,Unknown,Unknown,0,Unknown,unknown,1968-05-01,1968,Linguistic Atlas Project,Basic Research,Research Programs,18730.00,0.00,18730.00,0.00,18730.00,0.00,1968-07-01,1969-12-31,None,None,Linguistics,0,NULL,0,NULL,1,Linguistics
RO-10301-68,1,Princeton University,University,Princeton,NJ,08540-5228,USA,12,40.34933,-74.64905,1968-05-01,1968,A study of justice,Basic Research,Research Programs,10907.00,0.00,10907.00,0.00,10907.00,0.00,1968-07-01,1969-06-30,None,None,Jurisprudence,0,NULL,1,Walter Kaufmann [Project Director],1,Jurisprudence
RO-10305-68,1,American Historical Association,Professional Association,Washington,DC,20003-3889,USA,1,38.88867,-77.00004,1968-02-01,1968,Colonial Court Records Project,Basic Research,Research Programs,3727.00,0.00,3727.00,0.00,3727.00,0.00,1968-04-01,1969-09-30,None,None,"History, General",0,NULL,1,Neal Allen [Project Director],1,"History, General"
RO-10317-69,2,Unknown,None,Unknown,Un,Unknown,Unknown,0,Unknown,unknown,1968-11-01,1968,Biography of Richard Wright,Basic Research,Research Programs,8000.00,0.00,8000.00,0.00,8000.00,0.00,1969-02-01,1970-01-31,None,None,"Social Sciences, General",0,NULL,0,NULL,2,"Literature, General; Social Sciences, General"
RO-10331-68,1,George Washington University,Four-Year College,Washington,DC,20052-0001,USA,1,38.89963,-77.04553,1968-05-01,1968,American Studies Bibliographical Project,Basic Research,Research Programs,20000.00,0.00,20000.00,0.00,20000.00,0.00,1968-07-01,1969-09-30,None,None,"Interdisciplinary Studies, General",0,NULL,1,Robert Walker [Project Director],1,"Interdisciplinary Studies, General"
RO-10333-69,2,Unknown,None,New Orleans,LA,Unknown,Unknown,0,Unknown,unknown,1968-11-01,1968,Project on New Orleans Music,Basic Research,Research Programs,9800.00,0.00,9800.00,0.00,9800.00,0.00,1969-01-01,1970-06-30,None,None,Music History and Criticism,0,NULL,0,NULL,1,Music History and Criticism
RO-10335-69,2,Unknown,None,Dennis,MA,Unknown,USA,0,Unknown,unknown,1968-11-01,1968,Rodin Study,Basic Research,Research Programs,4800.00,0.00,4800.00,0.00,4800.00,0.00,1969-03-01,1969-12-31,None,None,Art History and Criticism,0,NULL,0,NULL,1,Art History and Criticism
RO-10337-69,2,Unknown,None,Iowa City,IA,Unknown,USA,0,Unknown,unknown,1968-11-01,1968,Accompaniment in Baroque Music,Basic Research,Research Programs,6000.00,0.00,6000.00,0.00,6000.00,0.00,1969-06-01,1970-09-30,None,None,Music History and Criticism,0,NULL,0,NULL,1,Music History and Criticism
RO-10353-69,1,"University of California, Berkeley",Four-Year College,Berkeley,CA,94704-5940,USA,13,37.87029,-122.26813,1968-11-01,1968,Earl Warren Oral History Project,Basic Research,Research Programs,9980.00,10000.00,9980.00,10000.00,19980.00,0.00,1969-03-01,1970-10-31,None,None,"History, General",0,NULL,2,Lawrence Harper [Co Project Director]; Arthur Sherry [Project Director],1,"History, General"
RO-10357-69,1,"University of Hawaii, Honolulu",University,Honolulu,HI,96822-2399,USA,1,21.3035,-157.81415,1968-11-01,1968,Travel Grants to European Members of Institut International de Philosophie,Basic Research,Research Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1969-06-01,1969-07-31,None,None,"Philosophy, General",0,NULL,1,Winfield Nagley [Project Director],1,"Philosophy, General"
RO-10361-69,1,Dickinson College,Four-Year College,Carlisle,PA,17013-2896,USA,10,40.20114,-77.19656,1968-11-01,1968,The NAACP History Project,Basic Research,Research Programs,9980.00,0.00,9980.00,0.00,9980.00,0.00,1968-01-01,1970-01-31,None,None,"History, General",0,NULL,1,Charles Kellogg [Project Director],1,"History, General"
RO-10365-69,1,University of Wyoming,Four-Year College,Laramie,WY,82071-2000,USA,1,41.71506,-105.79738,1968-11-01,1968,Easter Island Project,Basic Research,Research Programs,0.00,6209.00,0.00,6209.00,6209.00,0.00,1969-08-01,1970-10-31,None,None,Archaeology,0,NULL,1,William Mulloy [Project Director],1,Archaeology
RO-10381-69,1,Wayne State University,Publishing,Detroit,MI,48201-1347,USA,13,42.35625,-83.06651,1969-05-01,1969,Administration of Justice during Detroit Civil Disturbance,Basic Research,Research Programs,6183.00,0.00,6183.00,0.00,6183.00,0.00,1969-06-01,1969-09-30,None,None,"Political Science, General",0,NULL,1,Edward Ziegenhagen [Project Director],1,"Political Science, General"
RO-10385-69,2,"University of California, Irvine",University,Irvine,CA,92617-3066,USA,45,33.64132,-117.85506,1969-05-01,1969,A Study of Ixil Language and Narrative,Basic Research,Research Programs,9720.00,0.00,9720.00,0.00,9720.00,0.00,1969-07-01,1970-12-31,None,None,Linguistics,0,NULL,1,Lore Colby [Project Director],1,Linguistics
RO-10393-69,1,Ohio State University Research Foundation,University,Columbus,OH,43212,USA,2,39.99032,-83.04721,1969-05-01,1969,The Corpus of the Miniatures in the Manuscripts of Justinian's Civil Law Compilations: Phase III,Basic Research,Research Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1969-06-01,1973-02-28,None,None,"Arts, General",0,NULL,1,Anthony Melnikas [Project Director],1,"Arts, General"
