State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Low Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit
United States,2004,Both Sexes,All Ages,Hispanic,1912,41501375,4.6071,0.10536,4.4006,4.8136,5.2284,0.12599,4.9814,5.4753,4.5–5.2,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,All Ages,Hispanic,2220,43023614,5.16,0.10951,4.9453,5.3746,5.7546,0.12821,5.5033,6.0059,5.8–5.9,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,All Ages,Hispanic,2519,44606305,5.6472,0.11252,5.4267,5.8677,6.2973,0.13109,6.0404,6.5542,6.1–6.7,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,All Ages,Hispanic,2487,46196853,5.3835,0.10795,5.1719,5.5951,5.924,0.12343,5.6821,6.166,5.8–5.9,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,All Ages,Hispanic,2536,47793785,5.3061,0.10537,5.0996,5.5126,5.8483,0.12073,5.6117,6.085,5.8–5.9,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,All Ages,Hispanic,2601,49327489,5.2729,0.10339,5.0703,5.4756,5.8463,0.11882,5.6134,6.0792,5.8–5.9,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,All Ages,Hispanic,2583,50477594,5.1171,0.10068,4.9198,5.3145,5.6438,0.11532,5.4178,5.8699,5.4–5.6,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,All Ages,Hispanic,2941,52045277,5.6508,0.1042,5.4466,5.8551,6.1195,0.11615,5.8918,6.3471,6.1–6.7,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,All Ages,Hispanic,3055,53027708,5.7611,0.10423,5.5568,5.9654,6.2749,0.11655,6.0464,6.5033,6.1–6.7,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,All Ages,Hispanic,3345,54071370,6.1863,0.10696,5.9766,6.3959,6.6803,0.11845,6.4482,6.9125,6.1–6.7,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,All Ages,Hispanic,3504,55387539,6.3263,0.10687,6.1169,6.5358,6.7277,0.11619,6.5,6.9555,6.7–10.6,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,All Ages,Hispanic,4117,56592793,7.2748,0.11338,7.0526,7.497,7.6519,0.12158,7.4136,7.8901,6.7–10.6,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,All Ages,Hispanic,5230,57470287,9.1004,0.12584,8.8537,9.347,9.4842,0.13322,9.2231,9.7453,6.7–10.6,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,All Ages,Hispanic,5988,58946729,10.1583,0.13127,9.901,10.4156,10.6002,0.13901,10.3278,10.8727,6.7–10.6,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,0–14,Non-Hispanic Black,22,9353242,0.2352,0.05015,0.1474,0.3561,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,0–14,Non-Hispanic Black,14,9411199,0.1488,0.03976,0.0813,0.2496,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,0–14,Non-Hispanic Black,24,9438333,0.2543,0.05191,0.1629,0.3784,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,0–14,Non-Hispanic Black,28,9441672,0.2966,0.05604,0.1971,0.4286,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,0–14,Non-Hispanic Black,30,9417774,0.3185,0.05816,0.2149,0.4547,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,0–14,Non-Hispanic Black,32,9372321,0.3414,0.06036,0.2335,0.482,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,0–14,Non-Hispanic Black,31,9293552,0.3336,0.05991,0.2266,0.4735,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,0–14,Non-Hispanic Black,37,9239824,0.4004,0.06583,0.2819,0.552,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,0–14,Non-Hispanic Black,40,9227570,0.4335,0.06854,0.3097,0.5903,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,0–14,Non-Hispanic Black,35,9224507,0.3794,0.06413,0.2643,0.5277,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,0–14,Non-Hispanic Black,24,9234262,0.2599,0.05305,0.1665,0.3867,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,0–14,Non-Hispanic Black,24,9243590,0.2596,0.053,0.1664,0.3863,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,0–14,Non-Hispanic Black,33,9248794,0.3568,0.06211,0.2456,0.5011,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,0–14,Non-Hispanic Black,27,9247042,0.292,0.05619,0.1924,0.4248,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,0–14,Non-Hispanic Black,25,9235751,0.2707,0.05414,0.1752,0.3996,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,0–14,Non-Hispanic Black,39,9245478,0.4218,0.06755,0.3,0.5767,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,0–14,Non-Hispanic Black,33,9237462,0.3572,0.06219,0.2459,0.5017,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,0–14,Non-Hispanic Black,53,9231542,0.5741,0.07886,0.4301,0.751,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,0–14,Non-Hispanic Black,47,9251594,0.508,0.0741,0.3733,0.6756,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,15–24,Non-Hispanic Black,104,5560919,1.8702,0.18339,1.5108,2.2296,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,15–24,Non-Hispanic Black,94,5622337,1.6719,0.17244,1.3511,2.046,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,15–24,Non-Hispanic Black,103,5795111,1.7774,0.17513,1.4341,2.1206,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,15–24,Non-Hispanic Black,113,5912396,1.9112,0.17979,1.5588,2.2636,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,15–24,Non-Hispanic Black,104,6022316,1.7269,0.16934,1.395,2.0588,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,15–24,Non-Hispanic Black,129,6149151,2.0979,0.18471,1.7358,2.4599,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,15–24,Non-Hispanic Black,129,6273493,2.0563,0.18104,1.7014,2.4111,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,15–24,Non-Hispanic Black,154,6387599,2.4109,0.19428,2.0301,2.7917,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,15–24,Non-Hispanic Black,155,6483001,2.3909,0.19204,2.0145,2.7673,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,15–24,Non-Hispanic Black,133,6569919,2.0244,0.17554,1.6803,2.3684,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,15–24,Non-Hispanic Black,125,6633838,1.8843,0.16854,1.554,2.2146,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,15–24,Non-Hispanic Black,156,6655914,2.3438,0.18765,1.976,2.7116,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,15–24,Non-Hispanic Black,164,6737750,2.434,0.19007,2.0615,2.8066,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,15–24,Non-Hispanic Black,176,6798739,2.5887,0.19513,2.2063,2.9712,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,15–24,Non-Hispanic Black,187,6822954,2.7407,0.20042,2.3479,3.1336,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,15–24,Non-Hispanic Black,217,6826456,3.1788,0.21579,2.7559,3.6018,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,15–24,Non-Hispanic Black,275,6787734,4.0514,0.24431,3.5726,4.5303,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,15–24,Non-Hispanic Black,419,6698022,6.2556,0.3056,5.6566,6.8546,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,15–24,Non-Hispanic Black,450,6610148,6.8077,0.32092,6.1787,7.4367,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,25–34,Non-Hispanic Black,428,5227566,8.1874,0.39575,7.4117,8.963,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,25–34,Non-Hispanic Black,370,5191098,7.1276,0.37055,6.4013,7.8539,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,25–34,Non-Hispanic Black,347,5110724,6.7896,0.36449,6.0752,7.504,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,25–34,Non-Hispanic Black,399,5092390,7.8352,0.39225,7.0664,8.604,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,25–34,Non-Hispanic Black,373,5073754,7.3516,0.38065,6.6055,8.0976,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,25–34,Non-Hispanic Black,374,5107590,7.3224,0.37863,6.5803,8.0646,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,25–34,Non-Hispanic Black,473,5129734,9.2208,0.42397,8.3898,10.0517,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,25–34,Non-Hispanic Black,510,5159324,9.885,0.43772,9.0271,10.7429,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,25–34,Non-Hispanic Black,437,5208962,8.3894,0.40132,7.6028,9.176,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,25–34,Non-Hispanic Black,375,5277272,7.1059,0.36695,6.3867,7.8252,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,25–34,Non-Hispanic Black,400,5364059,7.457,0.37285,6.7262,8.1878,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,25–34,Non-Hispanic Black,444,5426839,8.1816,0.38828,7.4205,8.9426,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,25–34,Non-Hispanic Black,489,5544736,8.8192,0.39882,8.0375,9.6009,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,25–34,Non-Hispanic Black,498,5649434,8.815,0.39501,8.0408,9.5893,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,25–34,Non-Hispanic Black,570,5765634,9.8862,0.41409,9.0746,10.6978,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,25–34,Non-Hispanic Black,649,5934790,10.9355,0.42926,10.0942,11.7769,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,25–34,Non-Hispanic Black,783,6100922,12.8341,0.45865,11.9352,13.7331,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,25–34,Non-Hispanic Black,1202,6287096,19.1185,0.55144,18.0377,20.1994,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,25–34,Non-Hispanic Black,1526,6490096,23.5127,0.6019,22.333,24.6925,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,35–44,Non-Hispanic Black,936,5510596,16.9855,0.55519,15.8973,18.0736,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,35–44,Non-Hispanic Black,935,5554251,16.834,0.55053,15.7549,17.913,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,35–44,Non-Hispanic Black,944,5594118,16.8749,0.54923,15.7984,17.9514,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,35–44,Non-Hispanic Black,980,5568479,17.5991,0.56218,16.4972,18.7009,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,35–44,Non-Hispanic Black,979,5534333,17.6896,0.56536,16.5815,18.7977,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,35–44,Non-Hispanic Black,905,5498856,16.458,0.54708,15.3857,17.5302,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,35–44,Non-Hispanic Black,951,5471055,17.3824,0.56366,16.2776,18.4872,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,35–44,Non-Hispanic Black,1132,5468907,20.6988,0.61521,19.493,21.9046,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,35–44,Non-Hispanic Black,897,5444290,16.476,0.55012,15.3977,17.5542,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,35–44,Non-Hispanic Black,770,5398544,14.2631,0.51401,13.2557,15.2706,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,35–44,Non-Hispanic Black,702,5324028,13.1855,0.49765,12.2101,14.1609,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,35–44,Non-Hispanic Black,623,5272430,11.8162,0.47341,10.8883,12.7441,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,35–44,Non-Hispanic Black,704,5205154,13.5251,0.50974,12.526,14.5242,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,35–44,Non-Hispanic Black,689,5205967,13.2348,0.50421,12.2466,14.2231,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,35–44,Non-Hispanic Black,748,5211407,14.3531,0.5248,13.3245,15.3817,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,35–44,Non-Hispanic Black,833,5258874,15.8399,0.54882,14.7642,16.9156,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,35–44,Non-Hispanic Black,1029,5298423,19.4209,0.60543,18.2342,20.6075,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,35–44,Non-Hispanic Black,1394,5300553,26.2991,0.70439,24.9185,27.6797,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,35–44,Non-Hispanic Black,1719,5360705,32.0667,0.77342,30.5508,33.5826,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,45–54,Non-Hispanic Black,728,3938370,18.4848,0.68509,17.142,19.8276,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,45–54,Non-Hispanic Black,775,4102365,18.8915,0.6786,17.5615,20.2216,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,45–54,Non-Hispanic Black,857,4356713,19.6708,0.67194,18.3538,20.9878,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,45–54,Non-Hispanic Black,970,4526384,21.4299,0.68807,20.0813,22.7785,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,45–54,Non-Hispanic Black,1016,4684269,21.6896,0.68046,20.3559,23.0233,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,45–54,Non-Hispanic Black,1053,4832730,21.7889,0.67146,20.4729,23.105,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,45–54,Non-Hispanic Black,1232,4981822,24.7299,0.70456,23.349,26.1108,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,45–54,Non-Hispanic Black,1452,5112302,28.4021,0.74536,26.9412,29.863,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,45–54,Non-Hispanic Black,1352,5240848,25.7974,0.7016,24.4222,27.1725,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,45–54,Non-Hispanic Black,1154,5356931,21.5422,0.63414,20.2993,22.7851,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,45–54,Non-Hispanic Black,1187,5456241,21.7549,0.63144,20.5173,22.9925,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,45–54,Non-Hispanic Black,1086,5515882,19.6886,0.59745,18.5176,20.8596,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,45–54,Non-Hispanic Black,1096,5523257,19.8434,0.59939,18.6686,21.0182,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,45–54,Non-Hispanic Black,1139,5493751,20.7326,0.61432,19.5286,21.9367,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,45–54,Non-Hispanic Black,1181,5457554,21.6397,0.62969,20.4055,22.8739,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,45–54,Non-Hispanic Black,1278,5419708,23.5806,0.65961,22.2878,24.8734,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,45–54,Non-Hispanic Black,1405,5395324,26.0411,0.69474,24.6794,27.4028,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,45–54,Non-Hispanic Black,1952,5375088,36.3157,0.82197,34.7046,37.9267,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,45–54,Non-Hispanic Black,2328,5354691,43.4759,0.90107,41.7098,45.242,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,55–64,Non-Hispanic Black,140,2322760,6.0273,0.5094,5.0289,7.0257,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,55–64,Non-Hispanic Black,130,2378851,5.4648,0.4793,4.5254,6.4042,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,55–64,Non-Hispanic Black,169,2460021,6.8699,0.52845,5.8341,7.9056,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,55–64,Non-Hispanic Black,230,2589271,8.8828,0.58572,7.7348,10.0308,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,55–64,Non-Hispanic Black,223,2725609,8.1817,0.54788,7.1078,9.2555,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,55–64,Non-Hispanic Black,311,2881943,10.7913,0.61192,9.592,11.9907,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,55–64,Non-Hispanic Black,409,3052615,13.3983,0.66251,12.0998,14.6969,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,55–64,Non-Hispanic Black,507,3224581,15.723,0.69828,14.3543,17.0916,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,55–64,Non-Hispanic Black,564,3386661,16.6536,0.70124,15.2791,18.028,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,55–64,Non-Hispanic Black,552,3545879,15.5674,0.66259,14.2687,16.866,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,55–64,Non-Hispanic Black,608,3730478,16.2982,0.66098,15.0027,17.5937,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,55–64,Non-Hispanic Black,651,3889064,16.7392,0.65606,15.4534,18.0251,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,55–64,Non-Hispanic Black,758,4124338,18.3787,0.66754,17.0703,19.6871,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,55–64,Non-Hispanic Black,797,4277910,18.6306,0.65993,17.3371,19.9241,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,55–64,Non-Hispanic Black,1001,4417716,22.6588,0.71618,21.2551,24.0625,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,55–64,Non-Hispanic Black,1062,4555533,23.3123,0.71536,21.9102,24.7144,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,55–64,Non-Hispanic Black,1232,4688917,26.2747,0.74857,24.8075,27.7419,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,55–64,Non-Hispanic Black,1735,4791092,36.213,0.86939,34.509,37.917,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,55–64,Non-Hispanic Black,2172,4900570,44.3214,0.95101,42.4574,46.1853,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,65–74,Non-Hispanic Black,39,1608533,2.4246,0.38824,1.7241,3.3145,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,65–74,Non-Hispanic Black,36,1617304,2.2259,0.37099,1.559,3.0816,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,65–74,Non-Hispanic Black,40,1647258,2.4283,0.38394,1.7348,3.3066,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,65–74,Non-Hispanic Black,35,1668411,2.0978,0.35459,1.4612,2.9175,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,65–74,Non-Hispanic Black,65,1697541,3.8291,0.47494,2.9552,4.8805,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,65–74,Non-Hispanic Black,58,1725205,3.3619,0.44144,2.5528,4.3461,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,65–74,Non-Hispanic Black,71,1762357,4.0287,0.47812,3.1464,5.0817,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,65–74,Non-Hispanic Black,81,1803764,4.4906,0.49896,3.5662,5.5814,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,65–74,Non-Hispanic Black,89,1848327,4.8152,0.51041,3.867,5.9255,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,65–74,Non-Hispanic Black,98,1907383,5.1379,0.51901,4.1712,6.2615,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,65–74,Non-Hispanic Black,73,1965622,3.7138,0.43467,2.9111,4.6696,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,65–74,Non-Hispanic Black,103,2011107,5.1216,0.50464,4.1325,6.1107,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,65–74,Non-Hispanic Black,99,2089284,4.7385,0.47623,3.8512,5.7689,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,65–74,Non-Hispanic Black,119,2205657,5.3952,0.49458,4.4258,6.3646,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,65–74,Non-Hispanic Black,182,2333201,7.8004,0.57821,6.6672,8.9337,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,65–74,Non-Hispanic Black,201,2469302,8.14,0.57415,7.0146,9.2653,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,65–74,Non-Hispanic Black,271,2610285,10.382,0.63066,9.1459,11.6181,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,65–74,Non-Hispanic Black,420,2749683,15.2745,0.74532,13.8137,16.7353,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,65–74,Non-Hispanic Black,529,2885963,18.3301,0.79696,16.7681,19.8921,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,75+,Non-Hispanic Black,28,1200256,2.3328,0.44086,1.5502,3.3716,,,,,,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,75+,Non-Hispanic Black,34,1214404,2.7997,0.48015,1.9389,3.9123,,,,,,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,75+,Non-Hispanic Black,35,1236111,2.8315,0.4786,1.9722,3.9379,,,,,,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,75+,Non-Hispanic Black,28,1250901,2.2384,0.42302,1.4874,3.2351,,,,,,8.1766,8.1957,"per 100,000 population"
United States,2003,Both Sexes,75+,Non-Hispanic Black,29,1266609,2.2896,0.42516,1.5334,3.2882,,,,,,8.8881,8.8765,"per 100,000 population"
United States,2004,Both Sexes,75+,Non-Hispanic Black,32,1281195,2.4977,0.44153,1.7084,3.526,,,,,,9.366,9.3831,"per 100,000 population"
United States,2005,Both Sexes,75+,Non-Hispanic Black,26,1306108,1.9906,0.3904,1.3004,2.9168,,,,,,10.0884,10.0699,"per 100,000 population"
United States,2006,Both Sexes,75+,Non-Hispanic Black,39,1323194,2.9474,0.47196,2.0959,4.0292,,,,,,11.5373,11.4883,"per 100,000 population"
United States,2007,Both Sexes,75+,Non-Hispanic Black,39,1345040,2.8995,0.4643,2.0619,3.9638,,,,,,11.9543,11.8775,"per 100,000 population"
United States,2008,Both Sexes,75+,Non-Hispanic Black,30,1371298,2.1877,0.39942,1.476,3.1231,,,,,,11.9864,11.8947,"per 100,000 population"
United States,2009,Both Sexes,75+,Non-Hispanic Black,40,1396287,2.8647,0.45296,2.0466,3.901,,,,,,12.0624,11.9388,"per 100,000 population"
United States,2010,Both Sexes,75+,Non-Hispanic Black,35,1422307,2.4608,0.41595,1.714,3.4224,,,,,,12.4144,12.2966,"per 100,000 population"
United States,2011,Both Sexes,75+,Non-Hispanic Black,40,1471583,2.7182,0.42978,1.9419,3.7014,,,,,,13.2674,13.1852,"per 100,000 population"
United States,2012,Both Sexes,75+,Non-Hispanic Black,43,1512888,2.8422,0.43344,2.0569,3.8285,,,,,,13.2208,13.1422,"per 100,000 population"
United States,2013,Both Sexes,75+,Non-Hispanic Black,34,1557869,2.1825,0.37429,1.5114,3.0498,,,,,,13.9127,13.8005,"per 100,000 population"
United States,2014,Both Sexes,75+,Non-Hispanic Black,44,1606378,2.7391,0.41293,1.9902,3.6771,,,,,,14.7574,14.6831,"per 100,000 population"
United States,2015,Both Sexes,75+,Non-Hispanic Black,42,1658416,2.5325,0.39078,1.8252,3.4233,,,,,,16.304,16.2923,"per 100,000 population"
United States,2016,Both Sexes,75+,Non-Hispanic Black,45,1708593,2.6337,0.39262,1.9211,3.5242,,,,,,19.6925,19.7851,"per 100,000 population"
United States,2017,Both Sexes,75+,Non-Hispanic Black,60,1770595,3.3887,0.43748,2.5859,4.3619,,,,,,21.5637,21.7048,"per 100,000 population"
United States,1999,Both Sexes,All Ages,Non-Hispanic Black,2429,34722242,6.9955,0.14194,6.7173,7.2737,7.5163,0.1541,7.2143,7.8184,7.3–7.6,6.0382,6.057,"per 100,000 population"
United States,2000,Both Sexes,All Ages,Non-Hispanic Black,2391,35091809,6.8136,0.13934,6.5404,7.0867,7.3142,0.15096,7.0183,7.61,7.3–7.6,6.1882,6.1749,"per 100,000 population"
United States,2001,Both Sexes,All Ages,Non-Hispanic Black,2519,35638389,7.0682,0.14083,6.7922,7.3442,7.5629,0.15174,7.2655,7.8603,7.3–7.6,6.8057,6.7922,"per 100,000 population"
United States,2002,Both Sexes,All Ages,Non-Hispanic Black,2784,36049904,7.7226,0.14636,7.4358,8.0095,8.1853,0.15601,7.8795,8.4911,8–8.3,8.1766,8.1957,"per 100,000 population"
