PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
MZ18,MZ18,M,03,GREENSTREET,,"COOPER SQUARE, EAST 5TH ST, EAST 6TH ST (NORTH ML)","Cooper Square, East 5th St, East 6th St (north Ml)",0.006,Greenstreet,Type 2,0,Just trees (type 2).,2,10003,103,DOT,66,27,12,9,0,,M,E. 6th St And Cooper Sq (north)
B423,B423,B,01,PROJECT ROOTS,,WALTON ST BET HARRISON & THROOP,Walton St Bet Harrison & Throop,0.172,Small Park,Greenthumb,0,Greenthumb,33,11206,301,DPR,53,26,7,90,0,B-01,B,Walton St. between Harrison Ave. and Throop Ave.
BZ93B,BZ93B,B,13,GREENSTREET,,CROPSEY AVE & HART PL (SOUTH OF BRIDGE),Cropsey Ave & Hart Pl (south Of Bridge),0.047,Greenstreet,Type 1,1,,47,11224,313,DOT,46,23,"11, 8",60,0,,B,Cropsey Ave & Hart Pl (south Of Bridge)
R073,R073,R,02,NAPLES PLGD,,"STANWICH STREET, BTW ROME AVENUE (GATEWAY DRIVE) AND PAMELA LANE","Stanwich Street, Btw Rome Avenue (Gateway Drive) and Pamela Lane",3.466,Small Park,JOP,1,,50,10304,502,DPR/DOE,63,24,11,122,0,R-02,R,"Targee St, Stanwich St. Rome Ave."
B210M,B210M,B,10,PARK STRIP,,"W/S GOWANUS PKWY, 64-65 STS","W/s Gowanus Pkwy, 64-65 Sts",0.008,Other,EXWY,0,EXWY,38,11220,310,DPR,51,23,7,68,0,B-10,B,S/B Gowanus Exwy. bet. 64 St. and 65 St.
Q005,Q005-05,Q,12,BAISLEY POND PARK,,"N CONDUIT AVE, BAISLEY BLVD S, LAKE VIEW BLVD E",157 St & 116 Ave,5.772,Small Park,Plgd Within Park,1,,28,11434,412,DPR,32,10,5,113,1,,Q,157 St & 116 Ave
M125B,M125B,M,02,MINETTA PLGD,,"MINETTA LANE, W 3 ST & AVE OF AMERICAS","Minetta Lane, W 3 St & Ave Of Americas",0.206,Small Park,Neighborhood Plgd,1,,1,10012,102,DPR,66,27,10,6,0,M-02,M,"Minetta Lane, W. 3 St. and Ave. of Americas"
XZ256,XZ256,X,05,GREENSTREET,,CARTER AVE & EAST TREMONT AVE,Carter Ave & East Tremont Ave,0.104,Greenstreet,Type 1,1,,14,10457,205,DOT,86,33,15,46,0,,X,Carter And Valentine
XZ331,XZ331,X,07,GREENSTREET,,SEDGWICK AVE & WEST FORDHAM RD,Sedgwick Ave & West Fordham Rd,0.015,Greenstreet,Type 1,1,,14,10468,207,DOT,86,33,13,52,0,,X,W Fordham Rd & Webster Av
B126,BR-04,B,04,Red Hook,,,155 Bay Street,,Large Center,Recreation Center,1,,38,11231,306,DPR,51,25,7,76,0,,B,155 Bay St.
M037,M037-ZN04,M,12A,HIGHBRIDGE PARK,,"W 155 & DYCKMAN STS, EDGECOMBE & AMSTERDAM AVES","Areas Bordering Amsterdam, Ft George, N. From Approx 190th To St. Nicholas",4.541,Large Park,Large Park Zone,1,,10,10040,112,DPR,72,31,13,34,0,,M,"Areas Bordering Amsterdam, Ft George, N From Approx 190th To St.Nicholas"
Q226,Q226-02,Q,01,HALLETS POINT PLGD,,"MAIN AVE, VERNON BLVD, HALLETS COVE, E RIVER, 1 ST","1 St, E River, Hallets Cove",2.896,Small Park,Neighborhood Plgd,1,,22,11102,401,DPR,37,12,12,114,0,,Q,"1 St, E River, Hallets Cove"
Q173,QZ945,Q,04,American Triangle,,41 Av 102 St National Ave,41 Av 102 St National Ave,0.059,Greenstreet,,0,tiso retire spring 2014,21,11368,404,DOT,39,13,14,110,0,,Q,41 Av 102 St National Ave
BZ320,BZ320,B,15,GREENSTREET,,AVENUE Y & HOMECREST AVE & SHEEPSHEAD BAY RD,Avenue Y & Homecrest Ave & Sheepshead Bay Rd,0.038,Greenstreet,Type 2,0,Just trees (type 2).,48,11235,315,DOT,45,"17, 22",11,61,0,,B,Avenue Y & Homecrest Ave & Sheepshead Bay rd
XZ271,XZ271,X,02,GREENSTREET,,SPOFFORD AVE BET. COSTER ST & TIFFANY ST (2) (SECOND SITE FROM WEST END),Spofford Ave Bet. Coster St & Tiffany St (2) (second Site From West End),0.055,Greenstreet,Type 2,0,Just trees (type 2).,17,10474,202,DOT,84,32,15,41,0,,X,Spofford And Barretto
B073,B073-ZN07,B,19,PROSPECT PARK,,"PROSPECT PK W, FLATBUSH, PARKSIDE, OCEAN AVES","Park Circle, Peristyle, S. Lake Dr.",6.813,Large Park,Flagship Park Zone,1,,39,11215,355,DPR,44,21,9,78,0,,B,"Park Circle, Peristyle, S. Lake Dr."
QZ307,QZ307,Q,05,GREENSTREET,,WOODHAVEN BLVD BET. 81 RD & UNION TURNPIKE (1),Woodhaven Blvd Bet. 81 Rd & Union Turnpike (1),0.039,Greenstreet,Type 2,0,Just trees (type 2).,30,11385,406,DOT,28,15,6,104,0,,Q,Woodhaven Blvd (northbound) Bet. 81 Rd & Union Tpke   (1)
QZ429,QZ429,Q,09,GREENSTREET,,QUEENS BLVD. MALLS & 80TH RD (12),Queens Blvd. Malls & 80th Rd (12),0.063,Greenstreet,Type 1,0,not yet,29,11415,409,DOT,27,14,6,102,0,,Q,Queens Bl Malls & 80th Rd  12
QZ631,QZ631,Q,13,GREENSTREET,,SPRINGFIELD BOULEVARD & 115TH AVENUE (WEST),Springfield Blvd & 115th Avenue (west),0.007,Greenstreet,Type 1,1,,27,11411,413,DOT,33,14,5,105,0,,Q,Springfield Blvd & 115 Av (west median)
XZ157,XZ157,X,06,GREENSTREET,,DEVOE AVE & EAST TREMONT AVE & WYATT AVE,Devoe Ave & East Tremont Ave & Wyatt Ave,0.079,Greenstreet,Type 1,1,,15,10460,206,DOT,87,32,15,48,0,,X,177th Street And Wyatt
QZ115,QZ115,Q,15,Greenstreet,,Northern Bl SR S & GCP EB exit 9E,Northern Bl Sr S & Gcp Eb Exit 9e,0.06,Greenstreet,,0,,21,11368,481,DOT,35,13,14,110,0,,Q,Northern Bl SR S & GCP EB exit 9E
X070,X070,X,07,HEATH TRIANGLE,,"BAILEY AVE, HEATH AVE","Bailey Ave, Heath Ave",0.11,Small Park,Sitting Area/Triangle/Mall,1,,14,"10463, 10468",207,DPR,86,33,13,52,0,X-07,X,Bailey Ave. at Heath Ave.
Q009,QZ697,Q,15,GREENSTREET,,PERIMETER RD & GCP (WESTBOUND) EXIT 9P (2),Perimeter Rd & Gcp (westbound) Exit 9p,0.003,Greenstreet,Type 1,1,,21,11368,481,DOT,35,13,14,110,0,,Q,Perimeter Rd & Gcp  westbound  Exit 9p
QZ146,QZ146,Q,06,GREENSTREET,,FLEET STREET & GROTON STREET & SELFRIDGE STREET,Fleet Street & Groton Street & Selfridge Street,0.009,Greenstreet,Type 1,1,,29,11375,406,DOT,28,15,6,112,0,,Q,Fleet St Groton St & Selfridge St
B152,B152,B,12,RAPPAPORT PLGD,,"FT HAMILTON PKWY, 10 AVE, 52 TO 53 STS","52-53 Sts, Ft Hamilton Pkwy",1.148,Small Park,Neighborhood Plgd,1,,38,11219,312,DPR,49,17,7,66,1,B-12,B,Ft. Hamilton Pkwy. bet. 52 St. and 53 St.
X088,X088-01,X,09,PUGSLEY CREEK PARK,,"WHITE PLAINS RD, LACOMBE & SOUNDVIEW AVES, PUGSLEY CREEK",End Of Soundview Ave,2.682,Small Park,Neighborhood Park,1,,18,10473,209,DPR,85,34,15,43,0,,X,End Of Soundview Ave
X010,X010-01,X,03,CROTONA PARK,,"FULTON AVE, CROTONA PK N,S,E","Crotona Ave, Crotona Pk N",0.274,Small Park,Plgd Within Park,1,,17,10457,203,DPR,79,33,15,42,0,,X,"Crotona Ave, Crotona Pk N"
Q343,Q343,Q,07,WHITESTONE PLGD (PS 193),,152 ST BET 11 & 12 AVES,12 Ave & 153 St,1.479,Small Park,JOP,1,,19,11357,407,DPR/DOE,26,11,3,109,1,Q-07,Q,"11 Ave., 12 Ave. bet. 152 St. and 154 St."
B269,B269,B,03,JESSE OWENS PLGD,,STUYVESANT & LAFAYETTE AVES,Stuyvesant & Lafayette Aves,2.326,Small Park,JOP,1,,36,11221,303,DPR/DOE,56,25,8,81,1,B-03,B,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.
R008,R008,R,01,FABER PARK,,"RICHMOND TERR TO KILL VAN KULL, FABER ST",Richmond Terrace & Faber St,4.339,Small Park,Neighborhood Plgd,1,,49,10302,501,DPR,61,23,11,120,0,R-01,R,"Richmond Ter. To Kill Van Kull, Faber St."
RZ226,RZ226,R,02,GREENSTREET,,RICHMOND AVE BET. SI MALL ENTRANCE & MAIN MALL ENTRANCE (5) (FIFTH SITE FROM NORTH END),Richmond Ave Bet. Si Mall Entrance & Main Mall Entrance (5) (fifth Site From North End),0.076,Greenstreet,Type 2,0,Just trees (type 2).,51,10314,502,DOT,63,24,11,122,0,,R,Richmond Bet. Platinum And Richmondhill
QZ373,QZ373,Q,08,GREENSTREET,,FRANCIS LEWIS BLVD BET. GRAND CENTRAL PKWY & UNION TPKE (1),Francis Lewis Blvd Bet. Grand Central Pkwy & Union Tpke (1),0.071,Greenstreet,Type 2,0,Just trees (type 2).,23,11423,408,DOT,24,11,6,107,0,,Q,Francis L Blvd bet. Union Tpke & GC Pkwy (1)
Q219,Q219,Q,14,ROCKAWAY FREEWAY,,"B 108 ST TO MOTT AVE, 83 ST","B 108 St To Mott Ave, 83 St",9.404,Large Park,Large Park,0,Rated as separate Small Parks,"31,32","11691, 11692, 11693, 11694",414,DPR,"23, 31","10, 15",5,100,0,Q-14,Q,"Rockaway Frwy. bet. Beach 108 St. and Regina Ave., Beach Channel Dr."
X092,X092-ZN06,X,13,VAN CORTLANDT PARK,,"BROADWAY, JEROME AVE, CITY LINE, VAN CORTLANDT PK S","Midway Btw 246th, 251st Sts To HH Pkwy Entrance",35.474,Large Park,Flagship Park Zone,1,,11,10471,226,DPR,81,34,16,50,0,,X,"Midway Btw 246th, 251st Sts To HH Pkwy Entrance"
X092,X092-ZN01,X,13,VAN CORTLANDT PARK,,"BROADWAY, JEROME AVE, CITY LINE, VAN CORTLANDT PK S",Van Cortlandt Park South To Broadway To Putnam Trail,2.779,Large Park,Flagship Park Zone,1,,11,10471,226,DPR,81,34,16,50,0,,X,Van Cortlandt Park South To Broadway To Putnam Trail
BZ80,BZ80,B,05,JEWEL SQUARE,,BROADWAY & EAST NEW YORK AVENUE,Broadway & East New York Avenue,0.202,Greenstreet,Type 1,1,,37,11207,305,DOT,55,18,8,75,0,,B,"Williams Ave, Alabama Ave, Jamaica Ave, and Fulton St"
QZ425,QZ425,Q,08,GREENSTREET,,VLEIGH PL & 70 RD & 147 ST (WEST),Vleigh Pl & 70 Rd & 147 St (west),0.073,Greenstreet,Type 1,1,,24,11367,408,DOT,27,15,6,107,0,,Q,Vleigh Pl & 70 Rd & 147 St (west)
Q122,Q122,Q,03,JUNCTION PLGD,,"96 ST, 34 AVE, JUNCTION BLVD","96 St, 34 Ave, Junction Blvd",0.54,Small Park,Neighborhood Plgd,1,,21,11372,403,DPR,34,13,14,115,0,Q-03,Q,34 Ave. bet. 96 St. and Junction Blvd.
R120,R120-ZN01,R,03,PARK (ARDEN HEIGHTS WOODS),,"ARTHUR KILL RD, ARDEN AND LEGATE AVES","Arden and Halpin Aves, Dividing Lines from Dover Grn/Kyle Ct (N/S) and Carlton Blvd/Legate Ave (E/W)",50.891,Large Park,Large Park Zone,1,,51,10312,503,DPR,63,24,11,123,0,,R,"Arden and Halpin Aves, Dividing Lines from Dover Grn/Kyle Ct (N/S) and Carlton Blvd/Legate Ave (E/W)"
XZ16,XZ16,X,04,GREENSTREET,,EAST 170TH ST/TELLER AVE (NORTH),"East 170th St, teller Ave (north)",0.062,Greenstreet,Type 1,1,,16,10456,204,DOT,77,33,15,44,0,,X,Findlay Ave. And East 170th St.
BZ270,BZ270,B,18,GREENSTREET,,GLENWOOD RD & KINGS HWY & 52ND ST,Glenwood Rd & Kings Hwy & 52nd St,0.192,Greenstreet,Type 1,1,,46,11234,318,DOT,41,21,8,63,0,,B,"Glenwood Rd, Kings Hwy, and Utica Ave"
BZ432,BZ432,B,02,GREENSTREET,,Adams St Bet Tillary St & Willoughby St,Adams St Bet Tillary St & Willoughby St,0.014,Greenstreet,,0,,33,11201,302,DOT,52,25,7,84,0,,B,Adams St Bet Tillary St & Willoughby St
QZ483,QZ483,Q,11,GREENSTREET,,LEEDS RD & LEITH PL,Leeds Rd & Leith Pl,0.007,Greenstreet,Type 1,1,,19,11362,411,DOT,26,11,3,111,0,,Q,Leeds Rd & Leith Pl
Q001,Q001-ZN05,Q,07A,ALLEY POND PARK,,"LITTLE NECK BAY TO SPRING BLVD, UNION TPKE","233th St, start Of Ralph Sloman Trail, turtle Pond, start Of Nature Trail",64.487,Large Park,Large Park Zone,1,,23,11364,411,DPR,25,"16, 11",6,111,0,,Q,"233th St, start Of Ralph Sloman Trail, Turtle Pond, start Of Nature Trail"
XZ488,XZ488,X,11,Greenstreet,,"Mace Ave, Pearsall Ave, & Esplanade","Mace Ave, Pearsall Ave, & Esplanade",0.029,Greenstreet,,0,,13,10469,211,DOT,80,34,14,49,0,,X,"Mace Ave, Pearsall Ave, & Esplanade"
M113A,M113A,M,03,CHILDREN'S GARDEN,,S/w Corner Of E. 12th At Avenue B,S/w Corner Of E. 12th At Avenue B,0.037,Small Park,Greenthumb,0,,2,10009,103,DPR,74,27,12,9,0,M-03,M,S/w Corner of E. 12 St. At Ave. B
B255A,B255A,B,07,PARK STRIP,,S/S EXWY BET 3 & 4 AVES,S/s Exwy Bet 3 & 4 Aves,0.002,Other,Mall,0,narrow strip along expressway,38,11215,307,DPR,51,20,7,72,0,B-07,B,Prospect Exwy. bet. 3 Ave. and 4 Ave.
X322,X322,X,05,JARDIN DE LAS ROSAS,,Buchanan Pl. Bet. Jerome Ave & Davidson Ave.,Buchanan Pl. Bet. Jerome Ave & Davidson Ave.,0.06,Small Park,Greenthumb,0,,14,10453,205,DPR,86,33,15,46,0,X-05,X,Buchanan Pl. bet. Jerome Ave. and Davidso
B410,B410,B,06,THE BACKYARD,,"HAMILTON AVE, VAN BRUNT ST, SUMMIT ST","Hamilton Ave, Van Brunt St, Summit St",0.225,Small Park,Greenthumb,0,Greenthumb,39,11231,306,DPR,51,26,7,76,0,B-06,B,"Hamilton Ave., Van Brunt St., Summit St."
Q262,QZ459,Q,11,GREENSTREET,,ALAMEDA AVE & NORTHERN BLVD & 245 ST (ALAMEDA MALLS 8),Alameda Ave & Northern Blvd & 245 St (alameda Malls 8) (section At Center),0.043,Greenstreet,Type 1,0,Rated as Q262. SEE MAP ON FILE IN THE J:Drive Under HARD TO FIND SITES/ GREENSTREETS,19,11362,411,DOT,26,11,3,111,0,,Q,Alameda Av  bet. 245 St & Northern Blvd    (8)
B484,B484,B,05,GREGORY'S GARDEN,,"444,448 Warwick Ave.","444,448 Warwick Ave.",0.119,Small Park,Greenthumb,0,,37,11207,305,DPR,55,19,8,75,0,B-05,B,Warwick St. between Pitkin Ave. and Belmont Ave.
RZ133,RZ133,R,01,GREENSTREET,,ST. PAULS AVE & VAN DUZER ST & VICTORY BLVD,St. Pauls Ave & Van Duzer St & Victory Blvd,0.136,Greenstreet,Type 1,1,,49,10301,501,DOT,61,23,11,120,0,,R,Van Duzer St & St. Pauls Ave
X092,X092-ZN08,X,13,VAN CORTLANDT PARK,,"BROADWAY, JEROME AVE, CITY LINE, VAN CORTLANDT PK S",Broadway Between Mosholu Ave & West 260 St.,13.401,Large Park,Flagship Park Zone,1,,11,10471,226,DPR,81,34,16,50,0,,X,Broadway Between Mosholu Ave & West 260 St.
RZ284,RZ284,R,02B,GREENSTREET,,FR CAPODANNO BET OCEAN AV AND GALESVILLE,Fr Capodanno Bet Ocean Av And Galesville,0.398,Greenstreet,,0,,50,10305,502,DOT,64,23,11,122,0,,R,FR CAPODANNO BET OCEAN AV AND GALESVILLE
M010,M010-145,M,13,CENTRAL PARK,,"5 AVE - CENTRAL PARK W, 59 - 110 STS",85 St & 5th Ave,0.837,Small Park,Plgd Within Park,1,,6,10024,164,DPR,69,29,10,22,1,,M,85 St & 5th Ave
Q099,Q099-ZN10,Q,15,FLUSHING MEADOWS PARK,,"GRAND CENTRAL PKWY, VAN WYCK EXWY",(e) Van Wyck Expwy To (n)LIRR To (w)Passerelle Building,42.153,Large Park,Flagship Park Zone,1,,21,11368,481,DPR,"35, 27",13,14,110,0,,Q,(e) Van Wyck Expwy To (n)LIRR To (w)Passerelle Building
B029,B029-ZN01,B,08,EASTERN PARKWAY,,GRAND ARMY PLAZA TO RALPH AVE,"Prospect Park Plaza, Washington Ave",0.849,Large Park,Large Park Zone,1,,35,11238,"308, 355",DPR,57,"20, 21",9,77,0,,B,"Prospect Park Plaza, Washington Ave"
BZ495,BZ495,B,19,GREENSTREET,,FLATBUSH AVE/PLAZA ST W,"Flatbush Ave, Plaza St W",0.076,Greenstreet,Type 1,1,,39,11215,355,DOT,44,21,9,78,0,,B,Flatbush Av & Plaza St W
R100,R100,R,03,Drumgoole Tot Lot,,"RICHMOND PKWY, RATHBUN AVE, CARLTON AVE","Drumgoole Rd W, Rathbun Ave, Carlton Blvd",0.636,Small Park,Neighborhood Plgd,1,,51,10312,503,DPR,62,24,11,123,0,R-03,R,"Drumgoole Rd. W., Grantwood Ave., Carlton Ave., Rathbun Ave."
QZ177,QZ177,Q,04,GREENSTREET,,SAULTELL AVE & VAN CLEEF ST,Saultell Ave & Van Cleef St,0.017,Greenstreet,Type 2,0,Just trees (type 2).,21,11368,404,DOT,35,13,14,110,0,,Q,Sautell Av bet Corona Av &  VanCleef St
M214,M214,M,11,BLAKE HOBBS PARK,,E 102 TO E 104 STS & 2 AVE,E 102 To E 104 Sts & 2 Ave,1,Small Park,Neighborhood Plgd,1,,8,10029,111,DPR/NYCHA,68,29,13,23,0,M-11,M,E. 102 St. To E. 104 St. and 2 Ave.
R045,R045,R,02,SCHMUL PARK,,"WILD AVE, PEARSON ST","Wild Ave, Pearson St",7.395,Large Park,Large Park,0,rated as Small Park,50,10314,502,DPR,63,24,11,122,0,R-02,R,"Wild Ave., Pearson St., Melvin Ave."
XZ49,XZ49,X,08,GREENSTREET,,"BROADWAY, EXTERIOR STREET (S), EXTERIOR STREET (N)","Broadway, Exterior Street (s), Exterior Street (n)",0.039,Greenstreet,Type 1,1,,14,10463,208,DOT,81,33,13,50,0,,X,Exterior And Broadway
B255D,B255D,B,07,PARK,,N/S EXWY W OF 6 AVE AT PROSPECT AVE,"N/s Exwy W Of 6 Ave, Prospect Ave",0.281,Small Park,Sitting Area/Triangle/Mall,1,,38,11215,307,DPR,52,21,7,72,0,B-07,B,"Prospect Ave., 6 Ave., Prospect Exwy."
R059,R059,R,01,ARTHUR VON BRIESEN PARK,,FOOT OF BAY ST AT FT WADSWORTH,"Foot Of Bay St, Sea Gate Rd, Ft Wadsworth",13.938,Large Park,Large Park,1,,50,10305,501,DPR,64,23,11,120,0,R-01,R,"Tompkins Ave., Bay St. bet. School Rd., North Rd."
X148A3,X148A3,X,04,BRIDGE PLAYGROUND,,"BOSCOBEL PL, UNIVERSITY AVE, W 171 ST","Boscobel Pl, University Ave, W 171 St",0.63,Small Park,Neighborhood Plgd,1,,16,10452,204,DPR,77,29,15,44,0,X-04,X,"Boscobel Pl, bet. Dr MLK Jr Blvd and Undercliff Av"
QZ759,QZ759,Q,14,Greenstreet,,Rockaway Beach Blvd bet. B 127 St & B 128 St,Rockaway Beach Blvd Bet. B 127 St & B 128 St,0.07,Greenstreet,,0,,32,11694,414,DOT,23,15,5,100,0,,Q,Rockaway Beach Blvd bet. B 127 St & B 128 St
B223PB,B223PB,B,01,RODNEY PARK NORTH,,"RODNEY, S 4 & S 5 STS","Rodney, S 4 & S 5 Sts",0.37,Small Park,Neighborhood Plgd,1,,34,11211,301,DPR,53,18,7,90,0,B-01,B,"Rodney St., S. 4 St. and S. 5 St."
Q163,Q163-ZN05,Q,14,ROCKAWAY BEACH & BOARDWALK,,B 73 TO B 109 STS,Btwn 73rd St And 87th St,0,Large Park,Beach Zone,0,Split,32,11692,414,DPR,,,,0,0,,Q,BTWN 73RD ST AND 87TH ST
QZ83,QZ83,Q,01,SEVEN OAKS,,"37 ST, 24 AVE, ASTORIA BLVD NORTH","37 St, 24 Ave, Astoria Blvd North",0,Small Park,Sitting Area/Triangle/Mall,0,Rated as QT20,22,,401,DPR,,,,0,0,,Q,"38 ST, 24 AVE, ASTORIA BLVD NORTH"
X169,X169,X,12,AGNES HAYWOOD PLAYGROUND,,"E 215 ST, BARNES AVE, E 216 ST",Barnes Ave & E 215 St,1.32,Small Park,JOP,1,,12,10467,212,DPR/DOE,83,36,16,47,1,X-12,X,Barnes Ave. bet. E. 216 St. and E. 215 St.
QZ875,QZ875,Q,08,Greenstreet,,Main St Bet Melbourne Av & 68th Ave,Main St Bet Melbourne Av & 68th Ave,0.062,Greenstreet,,0,,24,11367,408,DOT,27,15,6,107,0,,Q,Main St Bet Melbourne Av & 68th Ave
QZ793,QZ793,Q,14,Greenstreet,,Beach 142 St Bet. Beah Baffle and Rockaway Beach Blvd (1),Beach 142 St Bet. Beah Baffle And Rockaway Beach Blvd (1),0.083,Greenstreet,,0,,32,11694,414,DOT,23,15,5,100,0,,Q,Beach 142 St Bet. Beah Baffle and Rockaway Beach Blvd (1)
X010,X010-ZN08,X,03,CROTONA PARK,,"FULTON AVE, CROTONA PK N,S,E","Crotona Pk South, Fulton Ave, Claremont Pkwy, Crotona Ave",12.203,Large Park,Large Park Zone,1,,17,10456,203,DPR,79,33,15,42,0,,X,"Crotona Pk South, Fulton Ave, Claremont Pkwy, Crotona Ave"
MZ441,MZ441,M,05,GREENSTREET,,Broadway Btw 57 st & 58 st,Broadway Btw 57 St & 58 St,0.064,Greenstreet,,0,,4,10019,105,DOT,75,28,12,18,0,,M,Broadway Btw 57 st & 58 st
XZ308,XZ308,X,04,GREENSTREET,,JEROME AVE & SHAKESPEARE AVE,Jerome Ave & Shakespeare Ave,0.073,Greenstreet,Type 1,1,,16,10452,204,DOT,84,29,15,44,0,,X,Jerome Ave. And Shakespeare Ave.
B251,B251,B,15,MANHATTAN BEACH PARK,,"E/O OCEAN AVE, NORTH SHORE ROCKAWAY INLET","E/o Ocean Ave, North Shore Rockaway Inlet",42.941,Large Park,Large Park,0,Rated as separate zones,48,11235,315,DPR,45,22,8,61,0,B-15,B,Oriental Blvd. between Ocean Ave. and Mackenzie St.
XZ205,XZ205,X,11,GREENSTREET,,PEARSALL AVE & STEDMAN PL,Pearsall Ave & Stedman Pl,0.011,Greenstreet,Type 1,1,,13,10469,211,DOT,80,34,14,49,0,,X,Pearsall And Stedman
QZ45,QZ45,Q,06,PLAZA 67,,AUSTIN ST & 67 AVE,Austin St & 67 Ave,0.12,Small Park,Sitting Area/Triangle/Mall,0,Rated as QT09,29,"11374, 11375",406,DOT,28,16,6,112,0,,Q,Austin St & 67 Av
Q309,Q309,Q,14,JAMAICA BAY PARK,,CITY LINE & MOTT BASIN,City Line & Mott Basin,149.54,Large Park,Large Park,0,marsh,31,"11096, 11430, 11691",414,DPR,"23, 31",10,5,113,0,Q-14,Q,Mott Basin to the City Line
QZ110,QZ110,Q,01,GREENSTREET,,"BROADWAY, NEWTOWN ROAD, 49TH STREET","Broadway, Newtown Road, 49th Street",0.023,Greenstreet,Type 1,1,,26,11377,401,DOT,30,13,14,114,0,,Q,Broadway & Newtown Rd & 49 St
Q099,Q099-ZN11,Q,15,FLUSHING MEADOWS PARK,,"GRAND CENTRAL PKWY, VAN WYCK EXWY",(n) Pedestrian Ramp At Roosevelt Av To (s) David Dinkins Circle,4.331,Large Park,Flagship Park Zone,1,,21,11368,481,DPR,"35, 27",13,14,110,1,,Q,(n) Pedestrian Ramp At Roosevelt Av To (s) David Dinkins Circle
QZ769,QZ769,Q,08,Greenstreet,,69 Av Bet 179 St & 180 St  east,69 Av Bet 179 St & 180 St  East,0.03,Greenstreet,,0,,24,11365,408,DOT,25,11,6,107,0,,Q,69 Av Bet 179 St & 180 St  east
X025,XZ408,X,09,Greenstreet,,"E 177 St, Westchester Ave, Virgina Ave","E 177 St, Westchester Ave, Virgina Ave",0.103,Greenstreet,,0,,18,10462,209,DOT,87,32,15,43,0,,X,"E 177 St, Westchester Ave, Virgina Ave"
Q393,Q393,Q,03,LA GUARDIA APPROACH LIGHTS,,GRAND CENTRAL PKWY & ASTORIA BLVD,Grand Central Pkwy & Astoria Blvd,0,Other,STRIP,0,EXWY,25,11370,403,DPR,,,,0,0,,Q,GRAND CENTRAL PKWY & ASTORIA BLVD
Q305,Q305,Q,05,JOSEPH F MAFERA PARK,,65 PL & CATALPA AVE & 68 AVE,65 Pl & Catalpa Ave & 68 Ave,5.4,Small Park,Neighborhood Plgd,1,,30,11385,405,DPR,28,15,6,104,1,Q-05,Q,65 Pl. bet. Shaler Ave. and the rail yards
QZ995,QZ995,Q,13,Greenstreet,,Merrick Blvd btw. 233 & 234 Sts,Merrick Blvd Btw. 233 & 234 Sts,0.008,Greenstreet,,0,,31,11422,413,DOT,29,14,5,105,0,,Q,Merrick Blvd btw. 233 & 234 Sts
B505,B505,B,16,STERLING COMMUNITY GROUP,,Sterling Place,Sterling Place,0.116,Small Park,Greenthumb,0,,41,11233,316,DPR,55,25,9,73,0,B-16,B,Ralph Ave. and Sterling Pl.
B210A,B210A,B,07,John Allen Payne Playground,,"64 TO 65 STS, 3 AVE","64 To 65 Sts, 3 Ave",1.51,Small Park,Neighborhood Plgd,1,,38,11220,307,DPR,51,23,7,72,1,B-07,B,3 Ave. bet. 64 St. and 65 St.
RZ061F,RZ061F,R,02,GREENSTREET,,SEAVIEW AVE &  MASON AVE (E),Seaview Ave &  Mason Ave (e),0.151,Greenstreet,Type 2,0,Just trees (type 2).,50,10305,502,DOT,64,24,11,122,0,,R,Seaview Bet. Mason And Nugent
Q020,Q020-ZN05,Q,05A,HIGHLAND PARK,,"HIGHLAND BLVD, JAMAICA AVE, JACKIE ROBINSON PKWY","Highland Blvd, Jamaica Ave, Linwood St",14.538,Large Park,Large Park Zone,1,,37,11207,305,DPR,54,18,7,75,0,,B,"Highland Blvd, Jamaica Ave, Linwood St"
QZ687,QZ687,Q,14,GREENSTREET,,SHOREFRONT PKWY BTW BEACH 94 & BEACH 95 STS,Shorefront Pkwy Btw Beach 94 & Beach 95 Sts,0.142,Greenstreet,Type 1,0,sandy (permanent?),32,11693,414,DOT,23,15,5,100,0,,Q,Shorefront Pkwy & Cross Bay Pkwy
Q178,QZ848,Q,11,Greenstreet,,42 Avnue & 210 St,42 Avnue & 210 St,0.32,Greenstreet,,0,,19,11361,411,DOT,26,11,6,111,0,,Q,42 Avnue & 210 St
Q321,Q321,Q,01,VAN ALST PLGD,,"29 TO 30 AVES, 14 TO 21 STS","29 To 30 Aves, 14 To 21 Sts",1.033,Small Park,JOP,1,,22,11102,401,DPR/DOE,36,12,12,114,0,Q-01,Q,21 St. bet. 29 Ave. and 30 Ave.
B016,B016-01,B,04,MARIA HERNANDEZ PARK,,"KNICKERBOCKER TO IRVING AVES, STARR TO SUYDAM STS",Knickerbocker St Entrance,0.562,Small Park,Plgd Within Park,1,,34,11237,304,DPR,53,18,7,83,0,,B,Knickerbocker St Entrance
