Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MASSACHUSETTS,2020,14,,-,15,,32,,43,,,-,60,,1,,,-,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,4,,34,,120,,153,,,-,15,,,-,3,,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
MASSACHUSETTS,2020,16,,-,15,,32,,51,,,-,60,,1,,,-,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,16,1,,34,,133,,194,,,-,15,,1,,3,,,MOUNTAIN,20201648,
INDIANA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,16,,-,1,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201669,
US TERRITORIES,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201663,
NEBRASKA,2020,17,5,,8,,35,,49,,1,,6,,1,,1,,NEBRASKA,,20201725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,17,2,,45,,105,,175,,,-,17,,2,,1,,,EAST SOUTH CENTRAL,20201738,
NORTH DAKOTA,2020,17,,-,3,,1,,6,,,N,,NC,,N,,N,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,4,,4,,11,,,N,,NC,,N,,N,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,,-,24,,34,,87,,,-,51,,1,,5,,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,,-,30,,88,,133,,,-,48,,2,,2,,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,,-,195,,94,,164,,,-,119,,4,,6,,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,,-,2,,,-,2,,,-,0,,,-,,-,ALASKA,,20201758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,17,,-,2,,2,,7,,,-,11,,,-,2,,DISTRICT OF COLUMBIA,,20201730,POINT (-77.016275 38.904785)
WASHINGTON,2020,17,,-,8,,41,,82,,,-,4,,,-,2,,WASHINGTON,,20201762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,17,1,,26,,77,,129,,,-,91,,1,,2,,,NEW ENGLAND,20201702,
RHODE ISLAND,2020,17,,-,7,,5,,7,,,-,5,,,-,,-,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,1,,11,,22,,84,,,-,1,,,-,,-,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,4,,3,,6,,,-,2,,,-,,-,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,14,,27,,54,,,N,,NC,,N,,N,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,9,,12,,34,,,-,5,,,-,1,,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,,-,10,,42,,67,,,-,31,,,-,4,,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201766,POINT (144.653198 13.3532)
TOTAL,2020,15,35,,458,,1534,,2494,,,-,580,,26,,53,,,TOTAL,20201570,
US RESIDENTS,2020,15,35,,458,,1534,,2494,,,-,580,,26,,53,,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,,-,4,,13,,22,,,-,2,,,-,,-,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,5,,27,,78,,64,,,-,86,,1,,1,,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,5,,43,,144,,286,,,-,9,,1,,5,,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,3,,200,,133,,259,,,-,127,,4,,5,,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,4,,8,,26,,42,,,-,6,,,-,1,,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,45,,86,,158,,,-,17,,2,,1,,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,3,,1,,5,,,N,,NC,,N,,N,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,4,,4,,8,,,N,,NC,,N,,N,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,24,,29,,80,,,-,51,,1,,5,,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,30,,74,,117,,,-,48,,2,,2,,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,195,,86,,142,,,-,119,,4,,5,,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,2,,,-,2,,,-,0,,,-,,-,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,-,2,,2,,9,,,-,11,,,-,,-,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,3,,8,,40,,75,,,-,4,,,-,2,,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,26,,69,,113,,,-,91,,1,,1,,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,7,,5,,6,,,-,5,,,-,,-,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,1,,11,,18,,70,,,-,1,,,-,,-,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,4,,3,,5,,,-,2,,,-,,-,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,14,,26,,49,,,N,,NC,,N,,N,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,9,,10,,28,,,-,5,,,-,1,,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,10,,38,,61,,,-,31,,,-,3,,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,18,,28,,53,,,-,48,,1,,3,,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,-,7,,13,,10,,,-,4,,,-,,-,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,9,,111,,264,,425,,,-,121,,7,,9,,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,13,,46,,51,,,-,17,,2,,1,,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,5,,7,,23,,,-,26,,,-,1,,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,1,,6,,27,,16,,,-,78,,3,,3,,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,1,,7,,22,,29,,,-,4,,,-,,-,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,1,,10,,26,,26,,,N,,NC,,N,,N,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,5,,32,,128,,133,,,-,37,,4,,,-,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,26,,,-,74,,,-,36,,,-,4,,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,18,,5,,61,,,-,14,,,-,,-,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,1,,,-,2,,,-,0,,,-,,-,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,4,,79,,294,,430,,,-,220,,6,,10,,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,3,,21,,87,,105,,,N,,NC,,N,,N,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,14,,33,,41,,,-,3,,,-,1,,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,-,14,,36,,38,,,-,10,,1,,,-,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,2,,8,,10,,,-,5,,,-,,-,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,21,,1,,39,,,-,0,,,-,,-,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,12,,4,,6,,,-,0,,,-,,-,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,1,,51,,70,,73,,,-,47,,2,,,-,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,1,,8,,23,,29,,,-,5,,,-,1,,ARIZONA,,20201549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201564,
WISCONSIN,2020,15,4,,42,,72,,129,,,-,28,,2,,3,,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,1,,10,,7,,25,,,N,,NC,,N,,N,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,20,,35,,83,,,-,69,,,-,1,,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,1,,23,,54,,64,,,-,14,,,-,2,,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,19,,58,,77,,,-,44,,,-,5,,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,2,,9,,16,,30,,,-,7,,,-,,-,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,,-,8,,13,,19,,,N,,NC,,N,,N,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,11,,14,,38,,,-,6,,,-,,-,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,5,,4,,6,,,-,1,,,-,,-,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,24,,38,,52,,,-,16,,,-,2,,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,8,,70,,251,,299,,,-,160,,2,,9,,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,1,,28,,86,,137,,,-,8,,1,,3,,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,,-,4,,,-,16,,,-,2,,,-,,-,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,,-,21,,78,,157,,,-,114,,1,,2,,FLORIDA,,20201531,POINT (-82.420978 28.260731)
MONTANA,2020,15,,-,5,,10,,11,,,-,1,,,-,1,,MONTANA,,20201552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,15,4,,75,,163,,356,,,-,87,,2,,10,,,WEST NORTH CENTRAL,20201520,
MASSACHUSETTS,2020,15,,-,15,,32,,46,,,-,60,,1,,,-,MASSACHUSETTS,,20201505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,15,2,,34,,130,,168,,,-,15,,1,,3,,,MOUNTAIN,20201548,
INDIANA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201569,
US TERRITORIES,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201563,
TOTAL,2020,17,26,,458,,1722,,2889,,1,,580,,29,,65,,,TOTAL,20201770,
US RESIDENTS,2020,17,26,,458,,1722,,2889,,1,,580,,29,,65,,,US RESIDENTS,20201701,
NEW HAMPSHIRE,2020,17,,-,4,,13,,23,,,-,2,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW JERSEY,2020,17,,-,18,,28,,58,,,-,48,,1,,4,,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,,-,7,,12,,10,,,-,4,,,-,,-,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,3,,113,,287,,498,,,-,121,,7,,9,,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,2,,13,,48,,58,,,-,17,,2,,1,,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,5,,7,,26,,,-,26,,,-,2,,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
MARYLAND,2020,17,,-,6,,28,,18,,,-,76,,3,,3,,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,-,7,,25,,31,,,-,4,,,-,,-,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,17,3,,10,,30,,32,,,N,,NC,,N,,N,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201765,POINT (145.725693 15.1834)
OHIO,2020,17,2,,32,,133,,154,,,-,37,,4,,,-,OHIO,,20201718,POINT (-82.70936 40.415534)
MINNESOTA,2020,17,,-,26,,,-,90,,,-,36,,,-,4,,MINNESOTA,,20201723,POINT (-94.198308 46.349153)
LOUISIANA,2020,17,,-,18,,28,,71,,,-,14,,1,,,-,LOUISIANA,,20201745,POINT (-91.840238 30.921314)
HAWAII,2020,17,,-,1,,1,,2,,,-,0,,,-,,-,HAWAII,,20201760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,17,6,,81,,337,,501,,,-,218,,6,,16,,,SOUTH ATLANTIC,20201728,
PENNSYLVANIA,2020,17,2,,21,,92,,117,,,N,,NC,,N,,N,PENNSYLVANIA,,20201713,POINT (-77.838886 40.896694)
UTAH,2020,17,,-,9,,34,,60,,,-,3,,,-,1,,UTAH,,20201755,POINT (-111.678222 39.323779)
COLORADO,2020,17,,-,14,,40,,43,,,-,10,,1,,,-,COLORADO,,20201750,POINT (-105.547832 38.998552)
VERMONT,2020,17,,-,2,,9,,11,,,-,5,,,-,,-,VERMONT,,20201708,POINT (-72.662695 44.075252)
KENTUCKY,2020,17,,-,21,,17,,44,,,-,0,,,-,,-,KENTUCKY,,20201740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201767,POINT (-66.414655 18.215692)
MAINE,2020,17,1,,12,,10,,8,,,-,0,,,-,,-,MAINE,,20201704,POINT (-69.06137 45.117911)
VIRGINIA,2020,17,,-,51,,65,,95,,,-,47,,1,,,-,VIRGINIA,,20201736,POINT (-78.666382 37.510861)
ARIZONA,2020,17,1,,8,,26,,34,,,-,5,,,-,1,,ARIZONA,,20201749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,17,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201764,
WISCONSIN,2020,17,1,,43,,82,,155,,,-,28,,2,,3,,WISCONSIN,,20201719,POINT (-89.732969 44.639954)
IDAHO,2020,17,,-,10,,7,,33,,,N,,NC,,N,,N,IDAHO,,20201751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201768,POINT (-64.840836 18.060868)
MICHIGAN,2020,17,,-,20,,38,,102,,,-,69,,,-,1,,MICHIGAN,,20201717,POINT (-85.730977 44.874798)
GEORGIA,2020,17,4,,23,,66,,72,,,-,14,,,-,2,,GEORGIA,,20201732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,17,,-,19,,65,,86,,,-,44,,1,,5,,,NEW YORK CITY,20201712,
ARKANSAS,2020,17,1,,9,,14,,35,,,-,7,,,-,,-,ARKANSAS,,20201744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,17,,-,8,,13,,19,,,N,,NC,,N,,N,MISSISSIPPI,,20201741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,17,,-,11,,14,,44,,,-,6,,,-,,-,SOUTH DAKOTA,,20201727,POINT (-100.230491 44.43614)
WYOMING,2020,17,,-,5,,4,,4,,,-,1,,,-,,-,WYOMING,,20201756,POINT (-107.55145 42.999627)
MISSOURI,2020,17,,-,24,,38,,56,,,-,16,,,-,3,,MISSOURI,,20201724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,17,2,,70,,264,,337,,,-,160,,3,,10,,,MIDDLE ATLANTIC,20201709,
CALIFORNIA,2020,17,1,,28,,97,,155,,,-,8,,1,,5,,CALIFORNIA,,20201759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,17,,-,4,,6,,19,,,-,2,,,-,,-,WEST VIRGINIA,,20201737,POINT (-80.613729 38.642579)
FLORIDA,2020,17,2,,21,,100,,186,,,-,114,,2,,5,,FLORIDA,,20201731,POINT (-82.420978 28.260731)
MONTANA,2020,17,,-,5,,10,,15,,,-,1,,,-,1,,MONTANA,,20201752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,17,5,,75,,188,,412,,1,,87,,3,,11,,,WEST NORTH CENTRAL,20201720,
MASSACHUSETTS,2020,17,,-,15,,33,,54,,,-,60,,1,,,-,MASSACHUSETTS,,20201705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,17,1,,34,,137,,210,,,-,15,,1,,3,,,MOUNTAIN,20201748,
INDIANA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201769,
US TERRITORIES,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201763,
PACIFIC,2020,18,1,,32,,147,,305,,,-,9,,1,,8,,,PACIFIC,20201857,
TOTAL,2020,18,12,,448,,1736,,3063,,,-,580,,29,,78,,,TOTAL,20201870,
US RESIDENTS,2020,18,12,,448,,1736,,3063,,,-,580,,29,,78,,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,4,,13,,24,,,-,2,,,-,,-,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,1,,27,,80,,81,,,-,86,,1,,1,,NEW YORK,,20201811,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,18,,-,203,,166,,325,,,-,127,,5,,8,,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,8,,35,,55,,,-,6,,1,,1,,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,,-,45,,105,,185,,,-,17,,2,,1,,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,3,,1,,8,,,N,,NC,,N,,N,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,4,,4,,13,,,N,,NC,,N,,N,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,,-,24,,34,,91,,,-,51,,1,,7,,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,-,30,,90,,149,,,-,48,,2,,3,,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,195,,94,,176,,,-,119,,4,,7,,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,-,2,,,-,3,,,-,0,,,-,,-,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,2,,2,,8,,,-,11,,,-,2,,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,-,8,,41,,86,,,-,4,,,-,2,,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,26,,78,,136,,,-,91,,1,,4,,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,7,,5,,9,,,-,5,,,-,,-,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,1,,10,,23,,89,,,-,1,,,-,1,,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,4,,3,,7,,,-,2,,,-,,-,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,14,,27,,55,,,N,,NC,,N,,N,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,9,,12,,35,,,-,5,,,-,1,,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,10,,42,,73,,,-,31,,,-,4,,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,18,,30,,62,,,-,48,,1,,4,,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,-,7,,12,,11,,,-,4,,,-,1,,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,4,,111,,295,,536,,,-,121,,7,,11,,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,13,,48,,61,,,-,17,,2,,1,,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,5,,8,,27,,,-,26,,,-,4,,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,6,,28,,21,,,-,76,,3,,3,,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,3,,7,,30,,31,,,-,4,,,-,,-,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,10,,30,,34,,,N,,NC,,N,,N,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,,-,32,,133,,164,,,-,37,,4,,,-,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,26,,,-,101,,,-,36,,,-,4,,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,18,,28,,75,,,-,14,,1,,,-,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
AMERICAN SAMOA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201864,
HAWAII,2020,18,,-,1,,1,,2,,,-,0,,,-,,-,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,5,,81,,345,,537,,,-,218,,6,,18,,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,,-,21,,92,,124,,,N,,NC,,N,,N,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,,-,9,,39,,62,,,-,3,,,-,1,,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,1,,14,,41,,45,,,-,10,,1,,,-,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,,-,2,,9,,12,,,-,5,,,-,,-,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,,-,21,,17,,48,,,-,0,,,-,,-,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,,-,12,,10,,8,,,-,0,,,-,,-,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,,-,51,,65,,102,,,-,47,,1,,,-,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,,-,8,,26,,35,,,-,5,,,-,1,,ARIZONA,,20201849,POINT (-111.664616 34.293239)
WISCONSIN,2020,18,4,,45,,90,,169,,,-,28,,2,,3,,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,,-,10,,7,,37,,,N,,NC,,N,,N,IDAHO,,20201851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
MICHIGAN,2020,18,,-,20,,38,,112,,,-,69,,,-,1,,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,,-,23,,66,,76,,,-,14,,,-,3,,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,,-,19,,65,,88,,,-,44,,1,,7,,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,,-,9,,14,,40,,,-,7,,,-,1,,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,8,,13,,21,,,N,,NC,,N,,N,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,-,11,,14,,47,,,-,6,,,-,,-,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,,-,5,,4,,4,,,-,1,,,-,,-,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,24,,38,,62,,,-,16,,,-,3,,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,1,,70,,267,,355,,,-,160,,3,,12,,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,,-,17,,82,,125,,,-,8,,1,,5,,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,,-,4,,6,,19,,,-,2,,,-,,-,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
FLORIDA,2020,18,2,,21,,103,,200,,,-,114,,2,,6,,FLORIDA,,20201831,POINT (-82.420978 28.260731)
