Date,Program,Item,Value
06/01/2019,Cash Assistance Unduplicated (12 months),Cash Assistance Unduplicated (12 months),"578,604"
07/01/2019,Cash Assistance Unduplicated (12 months),Cash Assistance Unduplicated (12 months),"576,219"
08/01/2019,Cash Assistance Unduplicated (12 months),Cash Assistance Unduplicated (12 months),"574,574"
09/01/2019,Cash Assistance Unduplicated (12 months),Cash Assistance Unduplicated (12 months),"573,148"
10/01/2019,Cash Assistance Unduplicated (12 months),Cash Assistance Unduplicated (12 months),"571,530"
11/01/2019,Cash Assistance Unduplicated (12 months),Cash Assistance Unduplicated (12 months),"571,515"
12/01/2019,Cash Assistance Unduplicated (12 months),Cash Assistance Unduplicated (12 months),"568,819"
01/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"107,164"
02/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"107,582"
03/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"108,478"
04/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"108,900"
05/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"109,061"
06/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"108,864"
07/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"108,590"
08/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"109,917"
09/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"109,935"
10/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"109,874"
11/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"109,504"
12/01/2016,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"109,946"
01/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"110,452"
02/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"108,243"
03/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"107,605"
04/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"107,052"
05/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"107,561"
06/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"106,696"
07/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"106,131"
08/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"105,316"
09/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"104,782"
10/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"103,710"
11/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"103,402"
12/01/2017,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"102,375"
01/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"101,023"
02/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"101,370"
03/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"102,089"
04/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"103,060"
05/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"104,356"
06/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"105,274"
07/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"106,216"
08/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"107,289"
09/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"108,232"
10/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"110,417"
11/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"110,969"
12/01/2018,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"111,587"
01/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"112,005"
02/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"111,236"
03/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"111,139"
04/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"112,247"
05/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"112,125"
06/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"111,616"
07/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"112,537"
08/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"112,558"
09/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"113,069"
10/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"112,570"
11/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"111,650"
12/01/2019,Cash Assistance Unduplicated (12 months),Emergency Assistance Only,"112,125"
01/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"491,268"
02/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"492,656"
03/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"491,465"
04/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"491,176"
05/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"491,549"
06/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"492,893"
07/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"493,167"
08/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"494,904"
09/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"496,491"
10/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"497,584"
11/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"496,807"
12/01/2016,Cash Assistance Unduplicated (12 months),Recurring Assistance,"495,613"
01/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"497,361"
02/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"496,298"
03/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"494,142"
04/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"494,081"
05/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"492,067"
06/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"491,931"
07/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"491,625"
08/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"492,001"
09/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"492,724"
10/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"492,280"
11/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"493,700"
12/01/2017,Cash Assistance Unduplicated (12 months),Recurring Assistance,"494,501"
01/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"493,453"
02/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"492,598"
03/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"490,492"
04/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"488,611"
05/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"487,926"
06/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"488,654"
07/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"486,513"
08/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"486,037"
09/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"485,852"
10/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"483,262"
11/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"482,622"
12/01/2018,Cash Assistance Unduplicated (12 months),Recurring Assistance,"482,234"
01/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"479,077"
02/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"477,536"
03/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"474,887"
04/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"470,007"
05/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"466,822"
06/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"466,988"
07/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"463,682"
08/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"462,016"
09/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"460,079"
10/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"458,960"
11/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"459,865"
12/01/2019,Cash Assistance Unduplicated (12 months),Recurring Assistance,"456,694"
02/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"7,916"
03/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"7,819"
04/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"7,691"
05/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"7,695"
06/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"7,446"
07/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"8,623"
08/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"8,605"
09/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"7,826"
10/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"10,411"
11/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"8,537"
12/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Emergency Assistance Only,"7,816"
02/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"334,648"
03/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"333,471"
04/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"327,426"
05/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"325,883"
06/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"324,248"
07/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"324,364"
08/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"323,802"
09/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"322,883"
10/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"323,740"
11/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"320,086"
12/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Recurring Assistance,"320,802"
02/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"342,564"
03/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"341,290"
04/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"335,117"
05/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"333,578"
06/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"331,694"
07/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"332,987"
08/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"332,407"
09/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"330,709"
10/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"334,151"
11/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"328,623"
12/01/2019,Cash Assistance Unduplicated Recipients (1 Month),Total,"328,618"
01/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"103,369"
02/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"104,733"
03/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"106,174"
04/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"108,524"
05/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"111,915"
06/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"113,087"
07/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"115,202"
08/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"115,473"
09/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"116,559"
10/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"119,066"
11/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"119,320"
12/01/2016,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"120,457"
01/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"120,915"
02/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"123,838"
03/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"126,196"
04/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"126,072"
05/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"128,008"
06/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"129,754"
07/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"131,068"
08/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"131,141"
09/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"131,862"
10/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"132,165"
11/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"133,000"
12/01/2017,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"136,181"
01/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"135,146"
02/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"136,762"
03/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"139,626"
04/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"141,381"
05/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"142,237"
06/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"143,645"
07/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"143,975"
08/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"144,222"
09/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"145,485"
10/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"146,387"
11/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"149,583"
12/01/2018,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"150,750"
01/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"150,962"
02/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"152,390"
03/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"154,724"
04/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"154,524"
05/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"155,827"
06/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"155,661"
07/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"158,529"
08/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"159,754"
09/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"162,774"
10/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"164,577"
11/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"166,111"
12/01/2019,Child Health Plus B Enrollees,Child Health Plus B Enrollees,"167,257"
01/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,785
02/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,810
03/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,820
04/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,809
05/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,815
06/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,808
07/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,815
08/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,815
09/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,810
10/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,839
11/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,849
12/01/2016,Homeless Households Serviced,Average Number of Families Served per Day,858
01/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,849
02/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,847
03/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,851
04/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,850
05/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,844
06/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,836
07/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,842
08/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,811
09/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,793
10/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,774
11/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,802
12/01/2017,Homeless Households Serviced,Average Number of Families Served per Day,834
01/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,N/A
02/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,N/A
03/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,N/A
04/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,838
05/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,865
06/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,864
07/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,854
08/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,860
09/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,861
10/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,859
11/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,844
12/01/2018,Homeless Households Serviced,Average Number of Families Served per Day,831
01/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,826
02/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,833
03/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,834
04/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,789
05/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,773
06/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,798
07/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,832
08/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,850
09/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,854
10/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,875
11/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,901
12/01/2019,Homeless Households Serviced,Average Number of Families Served per Day,882
01/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,490"
02/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,659"
03/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,152"
04/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,123"
05/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,306"
06/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,139"
07/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,032"
08/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,220"
09/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,520"
10/01/2016,Homeless Households Serviced,Homeless Households Serviced,"1,932"
11/01/2016,Homeless Households Serviced,Homeless Households Serviced,N/A
12/01/2016,Homeless Households Serviced,Homeless Households Serviced,N/A
01/01/2017,Homeless Households Serviced,Homeless Households Serviced,N/A
02/01/2017,Homeless Households Serviced,Homeless Households Serviced,N/A
03/01/2017,Homeless Households Serviced,Homeless Households Serviced,N/A
04/01/2017,Homeless Households Serviced,Homeless Households Serviced,"2,891"
05/01/2017,Homeless Households Serviced,Homeless Households Serviced,"3,113"
06/01/2017,Homeless Households Serviced,Homeless Households Serviced,"3,420"
07/01/2017,Homeless Households Serviced,Homeless Households Serviced,"3,505"
08/01/2017,Homeless Households Serviced,Homeless Households Serviced,"3,505"
09/01/2017,Homeless Households Serviced,Homeless Households Serviced,"3,505"
10/01/2017,Homeless Households Serviced,Homeless Households Serviced,"4,209"
11/01/2017,Homeless Households Serviced,Homeless Households Serviced,"4,229"
12/01/2017,Homeless Households Serviced,Homeless Households Serviced,"3,721"
01/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,425"
02/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,841"
03/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,338"
04/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,338"
05/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,308"
06/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,418"
07/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,269"
08/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,855"
09/01/2018,Homeless Households Serviced,Homeless Households Serviced,"4,282"
10/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,970"
11/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,970"
12/01/2018,Homeless Households Serviced,Homeless Households Serviced,"3,167"
01/01/2019,Homeless Households Serviced,Homeless Households Serviced,"3,075"
02/01/2019,Homeless Households Serviced,Homeless Households Serviced,"3,389"
03/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
04/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
05/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
06/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
07/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
08/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
09/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
10/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
11/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
12/01/2019,Homeless Households Serviced,Homeless Households Serviced,N/A
01/01/2016,Job Placements,Job Placements,"3,432"
02/01/2016,Job Placements,Job Placements,"3,816"
03/01/2016,Job Placements,Job Placements,"4,348"
04/01/2016,Job Placements,Job Placements,"3,799"
05/01/2016,Job Placements,Job Placements,"4,542"
06/01/2016,Job Placements,Job Placements,"4,020"
07/01/2016,Job Placements,Job Placements,"3,441"
08/01/2016,Job Placements,Job Placements,"4,432"
09/01/2016,Job Placements,Job Placements,"3,705"
10/01/2016,Job Placements,Job Placements,"3,909"
11/01/2016,Job Placements,Job Placements,"3,443"
12/01/2016,Job Placements,Job Placements,"4,607"
01/01/2017,Job Placements,Job Placements,"4,169"
02/01/2017,Job Placements,Job Placements,"3,471"
03/01/2017,Job Placements,Job Placements,"3,770"
04/01/2017,Job Placements,Job Placements,"3,512"
05/01/2017,Job Placements,Job Placements,"3,268"
06/01/2017,Job Placements,Job Placements,"2,686"
07/01/2017,Job Placements,Job Placements,"2,685"
08/01/2017,Job Placements,Job Placements,"3,364"
09/01/2017,Job Placements,Job Placements,"2,522"
10/01/2017,Job Placements,Job Placements,"3,249"
11/01/2017,Job Placements,Job Placements,"2,834"
12/01/2017,Job Placements,Job Placements,"4,607"
01/01/2018,Job Placements,Job Placements,"3,616"
02/01/2018,Job Placements,Job Placements,"2,981"
03/01/2018,Job Placements,Job Placements,"2,883"
04/01/2018,Job Placements,Job Placements,"3,369"
05/01/2018,Job Placements,Job Placements,"3,331"
06/01/2018,Job Placements,Job Placements,"3,079"
07/01/2018,Job Placements,Job Placements,"3,615"
08/01/2018,Job Placements,Job Placements,"3,317"
09/01/2018,Job Placements,Job Placements,"2,589"
10/01/2018,Job Placements,Job Placements,"3,430"
11/01/2018,Job Placements,Job Placements,"2,592"
12/01/2018,Job Placements,Job Placements,"5,694"
01/01/2019,Job Placements,Job Placements,"3,077"
02/01/2019,Job Placements,Job Placements,"2,804"
03/01/2019,Job Placements,Job Placements,"2,723"
04/01/2019,Job Placements,Job Placements,"3,696"
05/01/2019,Job Placements,Job Placements,"3,013"
06/01/2019,Job Placements,Job Placements,"2,498"
07/01/2019,Job Placements,Job Placements,"3,239"
08/01/2019,Job Placements,Job Placements,"2,716"
09/01/2019,Job Placements,Job Placements,"2,955"
10/01/2019,Job Placements,Job Placements,"3,023"
11/01/2019,Job Placements,Job Placements,"2,449"
12/01/2019,Job Placements,Job Placements,"4,253"
01/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,621,650"
02/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,606,121"
03/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,590,090"
04/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,568,991"
05/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,547,123"
06/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,527,362"
07/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,495,880"
08/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,470,912"
09/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,453,379"
10/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,426,705"
11/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,403,674"
12/01/2016,Managed Care Enrollees,Managed Care Enrollees,"1,384,443"
01/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,365,880"
02/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,345,664"
03/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,328,293"
04/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,309,680"
05/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,289,725"
06/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,271,945"
07/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,255,967"
08/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,240,625"
09/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,222,708"
10/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,209,680"
11/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,195,277"
12/01/2017,Managed Care Enrollees,Managed Care Enrollees,"1,179,791"
01/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,167,158"
02/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,153,859"
03/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,143,530"
04/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,134,127"
05/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,125,006"
06/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,110,712"
07/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,100,374"
08/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,084,889"
09/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,067,499"
10/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,054,504"
11/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,040,853"
12/01/2018,Managed Care Enrollees,Managed Care Enrollees,"1,018,027"
01/01/2019,Managed Care Enrollees,Managed Care Enrollees,"1,004,988"
02/01/2019,Managed Care Enrollees,Managed Care Enrollees,"992,219"
03/01/2019,Managed Care Enrollees,Managed Care Enrollees,"982,983"
04/01/2019,Managed Care Enrollees,Managed Care Enrollees,"974,598"
05/01/2019,Managed Care Enrollees,Managed Care Enrollees,"962,699"
06/01/2019,Managed Care Enrollees,Managed Care Enrollees,"946,543"
07/01/2019,Managed Care Enrollees,Managed Care Enrollees,"930,806"
08/01/2019,Managed Care Enrollees,Managed Care Enrollees,"916,155"
09/01/2019,Managed Care Enrollees,Managed Care Enrollees,"903,210"
10/01/2019,Managed Care Enrollees,Managed Care Enrollees,"892,478"
11/01/2019,Managed Care Enrollees,Managed Care Enrollees,"879,024"
12/01/2019,Managed Care Enrollees,Managed Care Enrollees,"868,486"
01/01/2016,Managed Long Term Care,Managed Long Term Care,"121,746"
02/01/2016,Managed Long Term Care,Managed Long Term Care,"123,169"
03/01/2016,Managed Long Term Care,Managed Long Term Care,"124,634"
