the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.068887454719 29.952715166542),1337847,JW MARRIOTT NEW ORLEANS-[REST],614 CANAL ST,,NEW ORLEANS,LA,70130,504-525-6500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MARRIOTT HOTEL SERV., IN",3681254.20789,530504.096514
POINT (-90.065180203795 29.960869140786),1337680,EAT RESTAURANT,900 DUMAINE ST,,NEW ORLEANS,LA,70116,504-522-7222,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EAT RESTAURANT LLC,3682395.3396,533482.154884
POINT (-90.059868506291 29.96016798154),1337596,COOP'S PLACE,1109 DECATUR ST,,NEW ORLEANS,LA,70116,504-525-9053,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JCOOP INC,3684080.05084,533245.840644
POINT (-90.067207554601 29.952232521665),1337611,CREOLE HOUSE RESTAURANT,509 CANAL ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CANAL 509 LLC,3681788.10856,530334.46349
POINT (-90.063233957185 29.956002452179),1338189,RIVERVIEW ROOM,600 DECATUR ST,400,NEW ORLEANS,LA,70130,504-525-3000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RIVERVIEW ROOM INC,3683031.20853,531719.273731
POINT (-90.102170982391 29.975926454691),1337569,CHURCH ALLEY COFFEE BAR,4201 CANAL ST,A,NEW ORLEANS,LA,70119,504-304-6306,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RENEE BLANCHARD,3670623.8523,538829.837321
POINT (-89.973229530549 30.033860072142),1338468,WENDY'S #206,5701 READ BLVD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3711195.10277,560358.163677
POINT (-90.129811376434 29.941936461142),1337533,CHAIS DELACHAISE,7708 MAPLE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EVAN HAYES,3662002.99271,526376.779902
POINT (-90.070278403843 29.950244964209),1338419,TRENASSE,444 ST CHARLES AVE,100,NEW ORLEANS,LA,70130,504-680-7000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FEANNA LLC,3680823.64776,529600.982337
POINT (-90.095374067155 29.941671960875),1337955,MCDONALD'S 6969,2856 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-254-0510,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),COAXUM ENTERPRISES INC,3672910.26299,526396.789246
POINT (-90.098833567528 29.975817541122),1337420,BEVI SEAFOOD CO.,236 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-236-8378,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JKBV SEAFOOD  LLC,3671680.87079,538801.600009
POINT (-90.094318456435 29.925915495104),1337385,AUGUST MOON,3635 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CINDY & JOSEPH, LLC",3673306.52859,520670.774201
POINT (-90.067067955275 29.954005583871),1337846,JUSTINE,225 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"221 CHARTRES,LLC",3681825.18997,530979.702338
POINT (-90.057689902696 29.963846185475),1337355,ADOLFO'S,611 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-840-9857,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ADOLFO'S RESTAURANT, INC",3684754.99036,534591.044101
POINT (-90.074932984957 29.948683736936),1338482,WILLA JEAN,611 O'KEEFE AVE,UNIT C11-12,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WILLA JEAN LLC,3679355.91375,529017.045504
POINT (-90.084667826446 29.958747145884),1337366,ANITA'S GRILL,2122 TULANE AVE,,NEW ORLEANS,LA,70112,504-523-1542,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANITA GRILL INC,3676233.24763,532642.750788
POINT (-90.068396761335 29.956554025357),1337486,CAFE CONTI,830 CONTI ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAUPHINE TOULOUSE INC,3681394.18178,531901.761859
POINT (-90.068379559854 29.956873418306),1337620,CUNADA,833 CONTI ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WORLD OF TASTE LLC,3681398.34639,532017.964867
POINT (-90.072017184997 29.96375450323),1337547,CHEF D'Z CAFE,1535 BASIN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHEF D'Z CAFE ON THE AVE LLC,3680218.95042,534507.485381
POINT (-90.084210469425 29.980360755182),1337489,CAFE DEGAS,3127 ESPLANADE AVE,,NEW ORLEANS,LA,70119,504-945-5635,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CAFE DEGAS INC,3676292.38715,540503.860363
POINT (-90.066650096135 29.957695821063),1337723,FOUR POINTS BY SHERATON FRENCH QUARTER,541 BOURBON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPRINGFIELD CORP,3681942.674,532323.070467
POINT (-90.058767563901 29.988949827591),1338220,SAMMY'S FOOD SERVICE,3000 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SAMMY'S FOOD SERVICE LLC,3684312.23209,543715.873742
POINT (-90.088901122951 30.011160052728),1337412,BAYOU OAKS,1040 FILMORE AVE,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),1040 BAYOU OAKS,3674685.80635,551687.547861
POINT (-90.134238843829 29.944349007373),1337518,CARROLLTON MARKET,8132 HAMPSON ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DUBLIN PARK MANAGEMENT, LLC",3660591.63891,527239.374143
POINT (-90.078976512493 29.939301552548),1337499,CAFE PORCHE & SNOWBAR,1625 BARONNE ST,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE PORCHE & SNOWBAR,LLC",3678112.77518,525591.299453
POINT (-89.993373133326 30.028237160508),1337520,CASA HONDURAS RESTAURANT,5704 CROWDER BLVD,,NEW ORLEANS,LA,70127,504-224-0005,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CASA HONDURAS RESTAURANT, LLC",3704845.52964,558238.365212
POINT (-90.127799225436 29.949823350717),1337442,BOUCHERIE,8115  JEANNETTE ST,,NEW ORLEANS,LA,70118,504-232-9394,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ZIMZIM, LLC",3662610.06419,529251.454273
POINT (-90.048600254489 29.975250650165),1337553,CHICKEN AND WATERMELON,1700 FRANKLIN AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHICKEN AND WATERMELON LLC,3687586.51894,538770.281993
POINT (-90.070577682815 30.027621440845),1337540,CHARTWELLS/MARKET PLACE,6658 FOUNDERS RD,103,NEW ORLEANS,LA,70148,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"COMPASS GROUP USA, INC",3680418.79432,557737.015067
POINT (-90.076989294557 29.951922709288),1338443,VIEUX CARRE WINGS,729 SAINT LOUIS ST,,NEW ORLEANS,LA,70130,504-522-2333,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NILE RIVER LLC,3678691.8167,530187.70942
POINT (-90.10327764508 29.920764867505),1338303,SUKHOTHAI,4519 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-373-6471,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SUKHOTHAI, LLC",3670488.82471,518767.243575
POINT (-90.071182335662 29.94993606098),1338255,SQUARE ONE RESTAURANT,701 POYDRAS ST,122,NEW ORLEANS,LA,70139-0003,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LE'S ENTERPRISE INC     LE, BAT V",3680538.63643,529485.499841
POINT (-90.023135828353 29.940528960041),1337360,ALGIERS STEAK AND OYSTER CAFE,3137 GENERAL MEYER AVE,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ALGIERS STEAK AND OYSTER CAFE LLC,3695792.67498,526235.535486
POINT (-90.106411330237 30.004244365338),1338040,NOLA BEANS,762 HARRISON AVE,,NEW ORLEANS,LA,70124,504-267-0783,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NOLA BEANS LLC,3669171.1387,549112.960595
POINT (-90.076243836672 29.976344002909),1338359,THE HALF SHELL,2517 BAYOU RD,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HALF SHELL OF NEW ORLEANS,LLC",3678830.45045,539070.796874
POINT (-89.991662452936 30.028219649029),1338095,PEKING HOUSE,5741 CROWDER BLVD,STE B1,NEW ORLEANS,LA,70127,504-244-0891,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LI, GUANG  FENG",3705386.89835,558238.331548
POINT (-90.066371240888 29.95311720249),1337623,D'LISH,209 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAXX HOUSE INC,3682049.38229,530659.09293
POINT (-90.0910763916 29.922426537757),1337809,IMPERIAL WOODPECKER SNO-BALLS,3511 MAGAZINE ST,STE C,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SWEET LOU'S NEW ORLEANS SNOBALLS,3674347.202,519413.182391
POINT (-90.090577734547 29.967339647403),1337761,GOOD KARMA CAFE,2940 CANAL ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GOOD KARMA VEGETARIAN CAFE, LLC",3674328.02184,535746.965767
POINT (-90.076989294557 29.951922709288),1338501,ZIMMER'S SEAFOOD,4915 SAINT ANTHONY AVE,,NEW ORLEANS,LA,70122,504-282-7150,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ZIMMER'S SEAFOOD & POBOYS, LLC",3678691.8167,530187.70942
POINT (-89.962900613193 30.01948699349),1337661,DOMINO'S PIZZA #5223,10500 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-240-6700,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"MUELLER, GLENN A.",3714525.70264,555170.523161
POINT (-90.069613847404 29.966460028657),1337706,FATMA COZY CORNER,1532 URSULINES AVE,,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"RUTH'S COZY CORNER,LLC",3680969.06331,535499.700038
POINT (-90.06295149726 29.959874667732),1337478,CAFE AMELIE,912 ROYAL ST,,NEW ORLEANS,LA,70116,504-524-7004,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ROYAL STREET BISTRO LLC,3683105.03874,533128.3449
POINT (-90.062491190277 29.999517118141),1337625,DADDY'S DONUTS,2051 CATON ST,STE A,NEW ORLEANS,LA,70122,504-283-3388,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CARLTON, III GEORGE B.",3683090.90908,547545.456402
POINT (-90.06954853503 29.95238445141),1337607,COURTYARD BY MARRIOTT,124 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COURTYARD MANAGEMENT COR,3681046.1949,530381.527042
POINT (-90.106229128593 29.974341133987),1337428,BISCUITS AND BUNS ON BANKS,4337 BANKS ST,,NEW ORLEANS,LA,70112,704-293-8585,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GOOD EATS NOLA LLC,3669345.25742,538239.571081
POINT (-90.093336658249 29.921557562422),1337403,BARU BISTRO & TAPAS,3700 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-2225,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BARU BISTRO & TAPAS, LLC",3673634.66075,519089.436727
POINT (-90.068220670381 29.94648028374),1337974,MERIL NOLA,424 GIROD ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MERIL & EJ LA, L.L.C",3681490.38613,528239.196032
POINT (-90.131343409956 29.943217543237),1337389,BA CHI CANTEEN,7900 MAPLE ST,,NEW ORLEANS,LA,70118,504-373-5628,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOS BROTHERS, L.L.C.",3661512.9129,526837.537662
POINT (-90.105820828445 29.920711191087),1337371,APOLLINE RESTAURANT,4729 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-894-8881,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAMBAY GROUP, LLC.",3669683.44199,518739.086007
POINT (-90.070396673337 29.950703585262),1337919,LUKE,333 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-378-2840,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LUKE RESTAURANT LLC,3680784.35733,529767.341121
POINT (-90.086676886734 29.924174489779),1337393,BALCONY BAR & CAFE,1104 HARMONY ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BALCONY BAR & CAFE, INC",3675733.8708,520063.935736
POINT (-90.065320633093 29.954219429101),1337700,EVANGELINE,329 DECATUR ST,,NEW ORLEANS,LA,70130,985-778-8875,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ACADIA RESTAURANT SERVICE, INC",3682377.63375,531063.582786
POINT (-90.051612619221 29.963783696739),1338374,THE NEW FEELINGS MARIGNY CAFE & BAR,2600 CHARTRES ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DOUBLE B INVESTMENTS INC.,3686679.47554,534589.794053
POINT (-90.071986526162 29.936469242698),1338333,TEA WITCH CAFE LLC,1381 MAGAZINE ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TEA WITCH CAFE LLC,3680337.87899,524585.671228
POINT (-89.983525531919 29.921762660483),1337916,LUCKY INN III,2701 CARVER ST,,NEW ORLEANS,LA,70131-4213,504-394-6076,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BENN KEARLY T,3708417.61342,519557.106616
POINT (-90.077057031254 29.983604495263),1338263,STABLE KITCHEN,1751 GENTILLY BLVD,,NEW ORLEANS,LA,70119,504-345-8558,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),15 LOMELI LLC,3678544.05627,541708.166924
POINT (-90.065456002153 29.950210849132),1338266,STARBUCKS  HARRAHS CASINO,8 CANAL ST,,NEW ORLEANS,LA,70130,504-598-2845,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHRISTIAN AZINIAN,3682350.89698,529605.442625
POINT (-90.104550802761 29.929238142512),1337730,FRENCH TRUCK COFFEE,4536 DRYADES ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRENCH TRUCK,LLC",3670052.4905,521844.109242
POINT (-90.067278462076 29.946070399972),1338177,RENAISSANCE ARTS HOTEL,700 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,000-433-5361,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RENAISSANCE HOTEL COMPAN,3681790.4134,528093.443135
POINT (-90.020753540565 29.959013275785),1337488,CAFE DAUPHINE,5229 DAUPHINE ST,,NEW ORLEANS,LA,70117,504-430-8158,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE DAUPHINE, LLC.",3696470.14819,532965.711108
POINT (-90.066855291475 29.952402903505),1337581,CLEO'S,117 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),YASSINE ENTERPRISES LLC,3681898.97314,530397.65325
POINT (-90.076989294557 29.951922709288),1337811,"INT'L RIVERCENTER LESSEE,LLC",100 GIROD ST,,NEW ORLEANS,LA,,(504) 561-0500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"INTERNATIONAL RIVERCENTER LESSEE,LLC",3678691.8167,530187.70942
POINT (-90.06627177124 29.949800254419),1338489,WINDSOR COURT HOTEL,300 GRAVIER ST,,NEW ORLEANS,LA,70130,504-523-6000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AIMBRIDGE CONCESSIONS, INC.",3682094.21813,529453.277569
POINT (-90.062878934436 29.947716532787),1338252,SOUTH PHILLY STEAK & FRIES,500 PORT OF NEW ORLEANS PL,231,NEW ORLEANS,LA,70130,504-491-6968,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),VILLA ENTERPRISES LLC,3683177.03471,528707.457664
POINT (-90.101839558957 29.973746938286),1337999,MONKEY MONKEY COFFEE AND TEA,4641 S CARROLLTON AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"REDEMPSE,LLC",3670737.29569,538038.407625
POINT (-90.034917792075 30.001839081852),1338260,ST ROCH SEAFOOD KITCHEN #2,4039 LOUISA ST,,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THANG C VAN INC,3691808.69302,548487.655122
POINT (-90.01303687779 29.922889141731),1337686,EL PASO MEXICAN GRILL,3010 HOLIDAY DR,,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MEXICO LLC,3699064.92029,519857.816056
POINT (-90.067040425069 29.957202015362),1337422,BIG EASY OF ST LOUIS,501 BOURBON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),501 A BOURBON  LLC,3681821.06223,532142.138755
POINT (-90.127799225436 29.949823350717),1337445,BOURREE,8115  JEANNETTE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ROCKETS LLC,3662610.06419,529251.454273
POINT (-90.123568057604 29.941215470893),1337613,CREPES A LA CART,1039 BROADWAY ST,FRONT,NEW ORLEANS,LA,70118,504-831-0905,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CREPES A LA CART LLC,3663983.01044,526135.42227
POINT (-90.113142344994 29.959805141267),1338481,WHO DAT WINGS AND MORE # 2,7838 EARHART BLVD,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WHO DAT WINGS AND MORE # 2,3667212.85434,532930.344964
POINT (-90.071319693606 29.937790637102),1337447,BOWER,1320 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BOWER NOLA LLC,3680543.78203,525068.503165
POINT (-90.051125769809 29.968663012328),1338004,MORROW'S,2438 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"L SQUARED INVESTMENT GROUP,LLC",3686813.77058,536365.817031
POINT (-90.065396098084 29.943509690131),1338182,RESTAURANT REBIRTH,857 FULTON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),REBIRTH RESTAURANT LLC,3682396.83119,527168.867967
POINT (-90.068361913227 29.955706507281),1338176,REMOULADE INC,309 BOURBON ST,,NEW ORLEANS,LA,70130,504-522-8767,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"REMOULADE, INC",3681408.61871,531593.694915
POINT (-90.113313418036 29.947400267447),1338098,PETITE ROUGE CAFE,3146 CALHOUN ST,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),PETITE ROUGE CAFE,3667206.71463,528418.881728
POINT (-89.94498321058 30.012111544861),1338075,PALACE TRUCK STOP & CASINO,12170 OLD GENTILLY RD,STE:B,NEW ORLEANS,LA,70129,504-241-0409,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),AMID TRAVEL PLAZA INC,3720228.10841,552556.804182
POINT (-90.060567409498 29.959401284661),1337502,CAFE SBISA,1011 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AACM, LLC",3683861.84777,532964.582788
POINT (-90.007634342311 29.933668546469),1337962,MCDONALDS,4589 GENERAL MEYER AVE,,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LJC MANAGEMENT,3700730.85245,523797.325115
POINT (-90.074991157744 29.953550921348),1337345,14 PARISHES JAMAICAN RESTUARANT,234 LOYOLA AVE,STALL #15,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"14 PARISHES JAMAICAN RESTUARANT,LLC",3679318.05544,530786.730434
POINT (-90.064005672658 29.958968216621),1338202,ROYAL ST. GROCERY KITCHEN & SPIRITS,801 ROYAL ST,,NEW ORLEANS,LA,70116,504-884-5832,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CUZINS4,3682774.89634,532795.026756
POINT (-90.105419636393 30.005017634301),1337781,HARRISON COVE IN LAKEVIEW GROCERY,801 HARRISON AVE,STE A,NEW ORLEANS,LA,70124,504-207-0162,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HARRISON FRESH MARKET, LLC.",3669481.99642,549397.514643
POINT (-90.076811966838 29.929455182299),1337636,DEANIE'S ON MAGAZINE,2200 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OLIVE CATERING SERVICE LLC,3678837.56206,522018.315386
POINT (-90.042857960246 30.003255562316),1338021,N O BAPTIST SEMINARY CAFE,3939 GENTILLY BLVD,B,NEW ORLEANS,LA,70126-4858,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),N O BAPTIST SEMINARY CAFE,3689289.78262,548974.351635
POINT (-90.08604609727 29.924354645708),1338404,THE VINTAGE,3121 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE VINTAGE #1,LLC",3675932.96283,520131.621368
POINT (-90.09362297569 29.9805451849),1337434,BLUE OAK BBQ,900 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FIRST CHAIR PRODUCTIONS LLC,3673311.89275,540538.565067
POINT (-90.011943965055 29.960596929452),1338261,ST. CLAUDE INTERNET CAFE LLC,6001 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-942-2023,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ST. CLAUDE INTERNET CAFE LLC,3699252.98013,533573.644165
POINT (-90.093906001402 29.926051134862),1338459,WAKIN' BAKIN',3625 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WAKE N BACON LLC,3673436.63956,520721.510649
POINT (-90.103341144764 30.004675192452),1338408,THREE B'S CRAFT BURGER & WINE BAR,911 HARRISON AVE,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THREE B'S RESTAURANT LLC,3670141.17114,549280.044435
POINT (-90.064866220121 29.958973022211),1337444,BOURBON ORLEANS WYNDHAM HOTEL,717 ORLEANS AVE,,NEW ORLEANS,LA,70116,504-830-4292,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ST ANN LODGING LLC,3682502.39119,532793.756676
POINT (-90.11082504307 29.95764256647),1337756,GLORIA'S RESTAURANT,3101 BROADWAY ST,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KOREY FERNANDEZ,3667954.99853,532151.770755
POINT (-90.059751857093 29.960279763783),1338421,TRINITY RESTAURANT,1117 DECATUR ST,,NEW ORLEANS,LA,70116,504-232-5267,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TRINITY FOODS LLC,3684116.53468,533286.899204
POINT (-90.109971718904 29.992068882518),1337871,LAKEVIEW BREW COFFEE CAFE,5606 CANAL BLVD,,NEW ORLEANS,LA,70124,504-483-7001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAKEVIEW BREW, LLC",3668091.54477,544673.413647
POINT (-90.094492935713 29.921261474468),1338104,PHO CAM LY,3814 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-644-4228,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ADEN & SARAH INC,3673269.55995,518977.806711
POINT (-90.066511402929 29.961957919629),1337946,MARTI'S,1041 DUMAINE ST,,NEW ORLEANS,LA,70116,504-841-2379,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRENCH QUARTER FOOD CO, LLC",3681969.45583,533873.412677
POINT (-90.071884233927 29.945729118608),1338423,TRUE FOOD KITCHEN,801 ST CHARLES AVE,,NEW ORLEANS,LA,70130,347-495-5913,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRC BALANCE, LLC",3680333.20693,527953.254015
POINT (-90.114271130167 30.021403407771),1338206,RUSSELL'S MARINA GRILL,8555 PONTCHARTRAIN BLVD,,NEW ORLEANS,LA,70124,504-282-9980,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PAVLOS INC,3666617.12474,555326.148249
POINT (-90.074882516019 29.946544083105),1338035,"NEW ORLEANS STYLE CO., INC.",920 JULIA ST,,NEW ORLEANS,LA,70113-1114,504-889-0740,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TERREBONNE BRIAN EMANUEL,3679380.44117,528239.164224
POINT (-90.071341486204 29.953024746703),1337889,LEGACY KITCHEN,817 COMMON ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LEGACY NOLA #2,LLC",3680475.86792,530608.104258
POINT (-90.078936824147 29.969161401383),1338484,WILLIE MAE'S RESTAURANT & BAR,2401 ST ANN ST,,NEW ORLEANS,LA,70119,504-822-9503,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SEATON, WILLIE M",3678006.47618,536449.586183
POINT (-90.076862132305 29.950725039864),1337548,CHEF'S SANDWICH,1250 POYDRAS ST,115,NEW ORLEANS,LA,70112,504-523-6709,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"KUY, LENG",3678736.86037,529752.634305
POINT (-90.060249261674 29.959460656626),1337751,GAZEBO CAFE,1016 DECATUR ST,,NEW ORLEANS,LA,70116,504-527-5001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GAZEBO CAFE, LLC",3683962.34677,532987.291588
POINT (-90.078348211519 29.951267900741),1338313,SWEGS CAFE,1450 POYDRAS ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SWEGS BENSON TOWER, LLC",3678264.10274,529944.881345
POINT (-90.076989294557 29.951922709288),1337560,CHINA ORCHID RESTAURANT,702 04 S CARROLLTON AVE,,NEW ORLEANS,LA,70119-4709,504-865-1428,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TAN INC OF NEW ORLEANS,3678691.8167,530187.70942
POINT (-90.069406980264 29.953055128264),1338267,STARBUCKS COFFEE #18830,700 CANAL ST,,NEW ORLEANS,LA,70119,206-318-8705,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),STARBUCKS CORPORATION,3681088.32981,530625.904002
POINT (-90.05871357672 29.961465913987),1337491,CAFE ENVIE,1241 DECATUR ST,,NEW ORLEANS,LA,70116,504-982-0280,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ENVIE FQ LLC,3684440.49583,533721.882885
