Comp Affordable Housing ID,Property Name,Address,City,State,Zip Code,Latitude,Longitude,Unit Type,Census Tract,Owner,Developer,Council District,Phone,Email,Property Manager Or Landlord,Website,Students Only,Community Elderly,Community Disabled,Cmty Domestic Abuse Survivor,Community Mental,Community Veteran,Community Military,Only Serves Designated Cmtys,Cmty Served Descriptions,Broken Lease,Broken Lease Criteria,Eviction History,Eviction History Criteria,Criminal History,Criminal History Criteria,Has Waitlist,Total Units,Total Permanent Support Units,Has Permanent Support Units,Total Income Restricted Units,Has Allocated IR Units,Total Housing Choice Units,Accepts Housing Choice,Total Accessible IR Units,Has Allocated Acc IR Units,Num Units MFI 30,Num Units MFI 40,Num Units MFI 50,Num Units MFI 60,Num Units MFI 65,Num Units MFI 70,Num Units MFI 80,Num Units MFI 90,Num Units MFI 100,Num Units MFI 110,Num Units MFI 120,Has 0 Bed Unit,Has 1 Bed Unit,Has 2 Bed Unit,Has 3 Bed Unit,Has 4 Bed Unit,Has 5 Bed Unit,Num IR 0 Bed Units,Num IR 1 Bed Units,Num IR 2 Bed Units,Num IR 3 Bed Units,Num IR 4 Bed Units,Num IR 5 Bed Units,Has Playground,Has Pool,Has Off Street Parking,Has Air Conditioning,Has Ceiling Fans,Washer Dryer Unit,Washer Dryer Hookups,Washer Dryer Onsite,Washer Dryer Other,Allows Pet,Pet Other,Bus Transit Distance,Security,Elementary School,Middle School,High School,Affordability Start,Affordability Expiration,Austin Housing Inventory ID,Housing Program,Community Development Block Gr,Home Program Funding,Low Income Housing Tax Credit,Source ATC Guide,Source TDHCA,Source AHI,Is Duplicate,TDHCA Funded,NHCD Funded,HACA Funded,HATC Funded,Geocolumn
2663,Eastern Oaks,4922 Nuckols Crossing,Austin,TX,78744,30.19630051,-97.73829651,Duplex,,,,2,512-480-8245,,Housing Authority of Travis County,https://www.hatctx.com/eastern-oaks/,false,false,false,false,false,false,false,,,depends,No debt owed to federally assisted housing; no pattern of residential disturbances within the past 5 years,depends,No evictions from federally-assisted housing within the past 2 years; 5 years if eviction was for drug-related criminal activity,depends,Case-by-case; certain felonies permanently denied; no violent or drug-related convictions within the past 4 years,true,30,,,30,true,,false,,,,,,,,,,,,,,,true,true,true,,,,,,,,,false,false,true,,,true,,,,yes,Dogs and cats (up to 25 pounds),,,Rodriguez Elementary,Mendez Middle,Travis High,,,,"Public Housing - Housing Authority of Travis County, Texas. Web: www.hatctx.com",,,,true,false,false,0,false,false,,1,POINT (-97.73829651 30.19630051)
2596,Pecan Hill Apartments,13000 Hymeadow Drive,Austin,TX,78729,30.46209908,-97.78949738,Multifamily,,,,6,512-249-6899,,,http://www.accessiblespace.org/pecan-hills-apartments,false,false,true,false,false,false,false,,,depends,Case-by-case,depends,Case-by-case,depends,Case-by-case,true,24,0,,24,true,,false,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,true,true,,,,true,,yes,,,,Forest North Elementary,Deerpark Middle,McNeil High,,,,HUD Section 811;,,,,true,false,false,0,false,false,,,POINT (-97.78949738 30.46209908)
2395,Manor House,5905 Manor Road,Austin,TX,78723,30.30669975,-97.67939758,Multifamily,,Volunteers of America - Texas,Volunteers of America - Texas,1,512-928-2015,,,https://www.voa.org/housing_properties/manor-house-apartments,false,true,true,false,false,false,false,,Individuals with disabilities and seniors 62+,depends,Rental debt within the past 5 years must be paid off,depends,Rental debt within the past 5 years must be paid off,depends,Property looks at 5 years of criminal history; family violence and sex-related crimes are permanently excluded,true,11,0,,11,true,,false,,,0,0,11,0,0,,0,,,,,,true,true,,,,,,,,,,,,,,true,,,,,,,,Limited access gates,Pecan Springs,Sadler Means Young Women's Leadership Academy or Garcia Young Men's Leadership Academy,Reagan High,January 01 2001,01/01/2021 12:00:00 AM,3308,"HUD Section 811, Disabled only; AHFC; RHDA",0,260960,,true,false,true,0,false,true,,,POINT (-97.67939758 30.30669975)
2533,1211 Inks Avenue,1211 Inks Avenue,Austin,TX,78702,30.26589966,-97.72789764,Duplex,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1,512-479-6275,,,http://www.guadalupendc.org/,false,false,false,false,false,false,false,,GNDC gives the highest priority to families with generational ties to the target neighborhoods,depends,Case by case (follows HACA policies),depends,Case by case (follows HACA policies),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,2,0,,2,true,,true,,,0,0,0,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathews Elementary School,O. Henry Middle School,Austin High School,January 01 2016,01/01/2021 12:00:00 AM,3743,,0,0,,false,false,true,0,false,true,,,POINT (-97.72789764 30.26589966)
2363,2106 Chicon Street,2106 Chicon Street,Austin,TX,78722,30.28240013,-97.7220993,Single Family,,Blackland Community Development Corporation,Blackland Community Development Corporation,1,512-220-8751,,Blackland Community Development Corporation,https://www.blacklandcdc.org/housing/,false,false,false,false,false,false,false,,Waitlist is currently closed. May open soon.,yes,,yes,,depends,No sexual offenses. Violent crimes must be 10 years old but can be negotiable,true,1,0,,1,true,,true,,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell Elementary School,Kealing Middle School,McCallum High School,January 01 2014,01/01/2113 12:00:00 AM,3380,,0,8566.66,,false,false,true,0,false,true,,,POINT (-97.7220993 30.28240013)
2346,1905 E 9th Street,1905 E 9th Street,Austin,TX,78702,30.26390076,-97.72100067,Single Family,,Blackshear Neighborhood Development Corporation,Blackshear Neighborhood Development Corporation,1,512-476-2222,,Blackshear Neighborhood Development Corporation,,,false,false,false,false,false,false,,,,,,,,,,1,0,,1,true,,,,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zavala,Martin,Eastside,January 01 2009,01/01/2108 12:00:00 AM,3277,,0,78750,,false,false,true,0,false,true,,,POINT (-97.72100067 30.26390076)
2542,The Arnold Apartments,1614 E 6th Street,Austin,TX,78702,30.26300049,-97.72530365,Multifamily,,Transwestern,Transwestern,3,512-399-3214,,,http://arnoldaustin.com/,false,false,false,false,false,false,false,,,depends,Rental debt must be paid off,depends,No eviction within the last 7 years; rental debt must be paid off,depends,No violent or drug-related criminal history; no sexual crimes,false,115,0,,20,true,,false,,,0,0,0,20,0,,0,,,,,,,,,,,,,,,,,false,true,,,,,,,,yes,2 max,,,Zavala Elementary,Martin Middle,Eastside Memorial HS at Johnston,June 01 2019,01/01/2049 12:00:00 AM,3918,,0,0,,false,false,true,0,false,true,,,POINT (-97.72530365 30.26300049)
2343,2412 Bryan Street,2412 Bryan Street,Austin,TX,78702,30.26709938,-97.71640015,Single Family,,Blackshear Neighborhood Development Corporation,Blackshear Neighborhood Development Corporation,1,512-476-2222,,Blackshear Neighborhood Development Corporation,,false,false,false,false,false,false,false,,,,,,,,,,1,0,,1,true,,,,,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackshear,Kealing,Eastside Memorial,January 01 2009,01/01/2108 12:00:00 AM,3274,,0,78750,,false,false,true,0,false,true,,,POINT (-97.71640015 30.26709938)
2478,Lakeside Apartments,85 Trinity Street,Austin,TX,78701,30.26129913,-97.74079895,Multifamily,,,,9,512-476-5406,,,https://www.hacanet.org/location/lakeside-apartments/,false,true,true,,true,false,false,,Applicants must be elderly (62+) or disabled,depends,No broken lease within last 2 years in HACA or Section 8 housing,depends,No eviction within past 2 years from HACA or Section 8 housing; no eviction from federally-assisted housing for drug-related activity within last 5 years; no patter of evictions within last 5 years,depends,Certain convictions permanently excluded; look-back periods vary depending on crime,true,164,0,,164,true,,false,,,,,,,,,,,,,,,true,true,,,,,,,,,,false,false,true,true,,false,false,true,,yes,,<1/2,,Mathews Elementary,O. Henry Middle,Austin High,,,,"Elderly & Disabled; Public Housing, Housing Authority of City of Austin; www.hacanet.org",,,,true,false,false,0,false,false,,,POINT (-97.74079895 30.26129913)
2531,2004 Chicon Street,2004 Chicon Street,Austin,TX,78722,30.28109932,-97.72180176,Duplex,,Blackland Community Development Corporation,Blackland Community Development Corporation,1,512-220-8751,,,https://www.blacklandcdc.org/housing/,false,false,false,false,false,,,,Waitlist is currently closed. May open soon.,yes,,yes,,depends,No sexual offenses. Violent crimes must be 10 years old but can be negotiable,true,2,0,,2,true,,true,,,0,0,2,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell Elementary School,Kealing Middle School,McCallum High School,January 01 2014,01/01/2113 12:00:00 AM,3381,,0,17133.3,,false,false,true,0,false,true,,,POINT (-97.72180176 30.28109932)
2530,9215 Kempler Drive,9215 Kempler Drive,Austin,TX,78748,30.1807003,-97.82150269,Duplex,,Accessible Housing Austin!,Accessible Housing Austin!,5,512-640-7781,,,http://ahaustin.org/aha-accessible-housing-austin/,false,false,false,false,false,false,false,,,,,,,,,,2,0,,2,true,,,,,2,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowan,Bailey,Akins,January 01 2016,01/01/2115 12:00:00 AM,3379,,171857,220880,,false,false,true,0,false,true,,,POINT (-97.82150269 30.1807003)
2877,Bainbridge Villas,3603 Southridge Drive,Austin,TX,78704,30.234944,-97.776279,Multifamily,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,true,true,false,true,false,,yes,"""Cats & Most Dogs Welcome""",,,Galindo,Fulmore,Travis,,,,,,,,,,,0,,,,,POINT (-97.776279 30.234944)
2507,FLORA Apartments,5406 Middle Fiskville Road,Austin,TX,78751,30.31669998,-97.71499634,Multifamily,,"FLORA Middle Fiskville, LP",JCI Residential,4,512-323-5672,,,https://www.floraaustin.com/,false,false,false,false,false,false,false,,,depends,Rental debt must be paid off,no,,depends,Felonies and violent misdemeanors will result in a rejection of the application,false,194,0,,19,true,,false,,,0,0,0,0,0,,19,,,,,true,true,true,,,,,,,,,,false,true,true,true,,false,true,false,,yes,2 max,1/4 Mile,Apartments have security alarms,Reilly Elementary,Lamar Middle,McCallum High,April 12 2019,04/12/2059 12:00:00 AM,3960,"Development Incentives, VMU",0,0,,true,false,true,0,false,true,,,POINT (-97.71499634 30.31669998)
2349,2113 Salina Street,2113 Salina Street,Austin,TX,78722,30.28249931,-97.72260284,Single Family,,Blackland Community Development Corporation,Blackland Community Development Corporation,1,512-220-8751,,Blackland Community Development Corporation,https://www.blacklandcdc.org/housing/,false,false,false,false,false,false,false,,Waitlist is currently closed. May open soon.,yes,,yes,,depends,No sexual offenses. Violent crimes must be 10 years old but can be negotiable,true,1,0,,1,true,,true,,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell Elementary School,Kealing Middle School,McCallum High School,January 01 2003,01/01/2023 12:00:00 AM,3282,,0,36666.7,,false,false,true,0,false,true,,,POINT (-97.72260284 30.28249931)
2824,Villas on 26th,800 W 26th Street,Austin,TX,78705,30.29100037,-97.74549866,Multifamily,,,,9,512-474-2600,,,https://www.villason26.com/,false,false,false,false,false,false,false,,The property is student oriented,,,,,,,,182,,,18,,,,,,,,,18,,,,,,,,,true,,true,true,true,,,,,,,true,false,true,true,true,true,false,false,,no,,1/2 Mile,,Bryker Woods Elementary School,Kealing Middle School,Austin High School,,,,"Development Incentives, SMART, SMI,UNO",,,,true,false,false,0,false,false,,,POINT (-97.74549866 30.29100037)
2472,Southwest Trails Apartments,8405 Old Bee Caves Road,Austin,TX,78735,30.25049973,-97.88749695,Individual and Multifamily,,Central Texas/SWA Mutual Housing Corporation,"Foundation Communities, Inc.",8,512-301-2442,Donna Hampton,donna.hampton@Foundcom.org,https://foundcom.org/housing/our-austin-communities/southwest-trails-apartments/,false,false,false,false,false,false,false,,,no,,depends,"If for nonpayment, must be paid off",no,"No felony in past 10 years, no more than 2 felonies ever, no misdemeanors 7 years, no violent crimes",true,160,0,,160,true,,true,16,true,0,0,81,79,0,,0,,,,,false,true,true,true,false,false,0,16,96,48,0,0,true,true,,,,false,true,true,,yes,Breed restrictions,,,Oak Hill Elementary School,Small Middle School,Austin High School,January 01 2000,01/01/2020 12:00:00 AM,3245,"Foundation Communities (nonprofit, affordable housing); Housing Tax Credit; AHFC",0,500000,4,true,true,true,0,true,true,,,POINT (-97.88749695 30.25049973)
2717,Goodrich Place,2126 Goodrich Ave,Austin,TX,78704,30.24830055,-97.77390289,Multifamily,,,,5,512-447-0967,,,https://www.hacanet.org/location/goodrich-place/,false,false,false,false,false,false,false,,,depends,Case-by-case; no broken leases in past 2 years,depends,No evictions from federally subsidized housing within past 2 years; no eviction from subsidized housing for drug-related activity within past 3 years; no history of evictions in past 5 years,depends,Case-by-case; certain convictions permanently excluded,true,120,0,,110,true,,false,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,true,,true,,,,true,,,,,,,Zilker Elementary,O. Henry Middle,Austin High,,,,Public Housing - Housing Authority of the City of Austin. Web: www.hacanet.org,,,9,true,false,false,0,false,false,,,POINT (-97.77390289 30.24830055)
2552,Trails at Vintage Creek,7224 Northeast Drive,Austin,TX,78723,30.32110023,-97.68070221,Duplex,,Village Green Mutual Housing Corporation,"Foundation Communities, Inc.",1,512-929-9161,erica.smith@foundcom.org,Erica Smith,http://foundcom.org/housing/our-austin-communities/trails-at-the-vintage-creek-apartments/,false,false,false,false,false,false,false,,,no,,depends,"If evicted for nonpayment the debt is paid off, it will not be automatic grounds for denial. Evictions for other reasons will.",depends,No felonies in the past 10 years and no more than 2 felonies in applicant's lifetime. No misdemeanors in the past 7 years and no violent offenses in applicant's lifetime.,false,220,0,,220,true,,true,,,0,0,0,80,0,,120,,,,,,true,true,true,,,,,,,,,true,false,,true,,false,true,true,,yes,30 lb limit,,,Andrews Elementary School,Sadler Means Young Women's Leadership Academy OR Garcia Young Men's Leadership Academy,LBJ High School,January 01 2000,01/01/2035 12:00:00 AM,3491,"AHFC Bond Program; Foundation Communities(nonprofit, affordable housing)",0,0,,true,false,true,0,false,true,,,POINT (-97.68070221 30.32110023)
2488,Spring Valley Apartments,2302 E William Cannon Dr,Austin,TX,78744,30.18770027,-97.7602005,Multifamily,,,,2,512-448-3600,,,https://www.springvalley-apartments.com/,false,false,false,false,false,false,false,,,,,,,,,,230,0,,0,true,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,true,true,,true,,false,true,,,yes,"Max 2 allowed, no aggressive breeds, pet rent applies.",,,Perez Elementary School,Mendez Elementary School,Akins High School,,,,Housing Tax Credit Program,,,,true,false,false,0,false,false,,,POINT (-97.7602005 30.18770027)
2765,Radius on Grove,2301 Grove Boulevard,Austin,TX,78741,30.22299957,-97.7071991,Multifamily,,"Continental Homes of Texas, LP","Continental Homes of Texas, LP",3,855-628-1640,,,https://www.radiusongrove.com/,false,false,false,false,false,false,false,,,,,,,,,,160,0,,64,true,,,,,0,0,0,0,0,,64,,,,,,,,,,,,,,,,,,true,true,true,true,true,true,false,,yes,"2 pets/apt. - $250 deposit for 1 and additional $100 for 2nd, rent $15/mo, weight limit 99 lbs./pet and breed restrictions",,"Controlled access, security system",Baty,John P Ojeda J,Del Valle,January 01 2018,01/01/2023 12:00:00 AM,3813,,0,0,,false,false,true,0,false,true,,,POINT (-97.7071991 30.22299957)
2431,Lupine Terrace Apartments,1137 Gunter Street,Austin,TX,78721,30.26939964,-97.69499969,Multifamily,,,,1,512-929-7288,,,https://lupineterrace.wordpress.com/,false,false,false,false,false,false,false,,,depends,Applicants must provide 2 year rental history; broken leases will be considered if rental debt has been paid off,,,depends,No felonies in past 10 years; no misdemeanors in past 5 years; no more than 2 misdemeanors; certain offenses permanently excluded,true,140,0,,140,true,,true,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,false,,true,false,false,false,true,,no,,,,Govalle Elementary,Martin Middle,Eastside Memorial HS at Johnston,,,,"HUD Section 8, VASH",,,,true,false,false,0,false,false,,,POINT (-97.69499969 30.26939964)
2751,Oak Springs Villas,3001 Oak Springs Drive,Austin,TX,78702,30.27269936,-97.70140076,Multifamily,,Oak Springs Villas,Volunteers of America - Texas,3,512-928-2015,oaksprings@voatx.org,Volunteers of America,https://www.voa.org/housing_properties/oak-springs-villas,,true,,,,,,,62+,depends,Rental debt must be paid off,depends,Property will consider 5 year rental history,depends,"Case-by-case; certain convictions permanently denied (assault with bodily injury, sex crimes, family violence)",true,56,0,,56,true,,false,,,0,0,56,0,0,,0,,,,,,true,,,,,,,,,,,,,,,true,,,,,yes,30 lb max,,,Oak Springs Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,January 01 2003,01/01/2023 12:00:00 AM,3309,HUD 202 (Elderly only); AHFC; RHDA,0,0,,true,false,true,0,false,true,,,POINT (-97.70140076 30.27269936)
2495,Oaks on Lamar (FKA Santa Maria Village),8071 N Lamar Blvd,Austin,TX,78753 ,30.3484993,-97.71130371,Multifamily,,,,4,512-821-6102,oaksonlamar@related.com,Megan Villa Gomez,n/a,false,false,false,false,false,false,false,,,depends,Last 3 years from federally funded program,depends,Last 3 years from federally funded program,depends,Last 3 years drug related,true,304,,,176,true,,true,33,true,,,,,,,,,,,,false,true,true,true,false,false,0,28,94,54,0,0,,,,true,,,,,,no,,,,Brown Elementary School,Webb Middle School,Lanier High School,,,,,,,4,false,true,false,0,true,false,,,POINT (-97.71130371 30.3484993)
2626,Villas del Sol,1711 Rutland Drive,Austin,TX,78758,30.37509918,-97.71240234,Multifamily,,,San Antonio Alternative Housing Corporation,4,512-837-0840,leasing.vds@acamanagement.com,Alice,n/a,false,false,false,false,false,false,false,,Section 8 vouchers for all units.,no,"Denied if debt over $3,000, does not matter how old.",depends,"Denied if debt over $3,000, does not matter how old.",depends,"Felony at least 3 years old, no violent offenses",false,295,0,,295,true,,true,,,0,0,0,117,0,,159,,,,,true,true,true,,,,,,,,,,true,true,,true,,false,false,true,,yes,no breed/ weight restrictions,,,Cook Elementary,Burnet Middle School,Lanier High School,January 01 1998,01/01/2033 12:00:00 AM,3488,HUD Section 8,0,0,,true,false,true,0,false,true,,,POINT (-97.71240234 30.37509918)
2357,1002 Navasota,1002 Navasota Street,Austin,TX,78702,30.267916,-97.725661,Single Family,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1,512-479-6275,,Guadalupe Neighborhood Development Corporation,http://www.guadalupendc.org,false,false,false,false,false,false,false,,GNDC gives the highest priority to families with generational ties to the target neighborhoods,depends,Case by case (follows HACA policies),depends,Case by case (follows HACA policies),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,1,0,,1,true,,true,,,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathews Elementary School,O. Henry Middle School,Austin High School,January 01 2001,01/01/2021 12:00:00 AM,3313,,0,25000,,false,false,true,0,false,true,,,POINT (-97.725661 30.267916)
2351,2107 Salina Street,2107 Salina Street,Austin,TX,78722,30.28210068,-97.72250366,Single Family,,Blackland Community Development Corporation,Blackland Community Development Corporation,1,512-220-8751,,Blackland Community Development Corporation,https://www.blacklandcdc.org/housing/,false,false,false,false,false,false,false,,Waitlist is currently closed. May open soon.,yes,,yes,,depends,No sexual offenses. Violent crimes must be 10 years old but can be negotiable,true,1,0,,1,true,,true,0,,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell Elementary School,Kealing Middle School,McCallum High School,January 01 2003,01/01/2023 12:00:00 AM,3285,,0,36666.7,,false,false,true,0,false,true,,,POINT (-97.72250366 30.28210068)
2433,Capital Studios,309 E 11th Street,Austin,TX,78701,30.27160072,-97.73819733,Individual,,"Foundation Communities, Inc.","Foundation Communities, Inc.",1,512-610-7977,Shandeli.Markley@foundcom.org,Shandeli Markley,http://foundcom.org/housing/our-austin-communities/capital-studios/,false,false,false,false,false,false,false,,single adults,no,applicants must submit rental history for past two years,yes,applicant must have paid off debt to landlord,yes,certain convictions permanently excluded; no violent felonies in past 7 years; nonviolent felonies past 3 years; Class A misdemeanors 1 years; Class B misdemeanors 180 days,true,135,27,true,135,true,,true,14,true,27,27,81,0,0,,0,,,,,true,false,false,false,false,false,135,0,0,0,0,0,false,false,false,true,true,false,false,true,,no,service animals only,1/4 Mile,24-hour on-site staff,Mathews Elementary,O. Henry Middle,Austin High,January 01 2014,01/01/2054 12:00:00 AM,3387,"RHDA, SMI, Go Bond 2006",1150000,0,9,true,true,true,0,true,true,,,POINT (-97.73819733 30.27160072)
2394,Thornton Flats,2501 Thornton Road,Austin,TX,78704,30.24349976,-97.77269745,Multifamily,,PSW Real Estate,PSW Real Estate,5,512-298-4327,,,http://www.thorntonflats.com/,false,false,false,false,false,false,false,,,depends,Case-by-case,depends,Case-by-case; applicants with negative rental history may need to pay a larger deposit,depends,Case-by-case,false,105,0,,11,true,,false,,,0,0,0,11,0,,0,,,,,,true,true,,,,,,,,,,false,false,true,true,true,true,false,false,,yes,2 pet max; no breed restrictions; $250 deposit + $25/month pet rent,1/2 Mile,Controlled access,Zilker Elementary,O. Henry Middle,Austin High,June 22 2018,06/22/2019 12:00:00 AM,3518,"Development Incentives; SMI,",0,0,,true,false,true,0,false,true,,,POINT (-97.77269745 30.24349976)
2773,CityView at the Park,2000 Woodward St.,Austin,TX,78741,30.21809959,-97.74310303,Multifamily,,"Parker Lane Senior Apartments, L.P.","Parker Lane Senior Apartments, L.P.",3,512-804-5296,,,,false,true,false,false,false,false,false,,55+,depends,Must be paid off. Will work with extenuating circumstances,depends,Will work with extenuating circumstances,depends,"Automatic denial for sex offenses, drug distribution and violent felonies. Look back case by case for other crimes.",false,70,0,,70,true,,true,,,7,0,0,61,0,,0,,,,,,true,true,,,,,,,,,,,true,,true,,,,,,,,,,Linder Elementary School,Fulmore Middle School,Travis High School,January 01 2011,01/01/2031 12:00:00 AM,3301,"Elderly Only; Housing Authority of Travis County, Texas; Housing Tax Credit; RHDA",0,228000,9,true,false,true,0,false,true,,,POINT (-97.74310303 30.21809959)
2682,Axis West Campus,2505 Longview Street,Austin,TX,78705,30.29019928,-97.75050354,Multifamily,,CWC Borrower LLC,CWC Borrower LLC,9,512-961-8999,,Prexiss,http://www.axiswestcampus.com/index,true,false,false,false,false,false,false,,,no,Applicants with a broken lease will be denied unless they are willing to pay all sums due under the lease upon signing,no,Applicants with an eviction will be denied unless they are willing to pay all sums due under the lease upon signing,no,,true,167,0,,34,true,,false,,,0,0,17,0,0,,17,,,,,,,,,,,,,,,,,false,true,true,true,false,true,true,false,,yes,"Breed restrictions, 2 pet limit, $300 fee, $25 monthly rent",,,Bryker Woods,O Henry,Austin,January 01 2012,01/01/2027 12:00:00 AM,3578,,0,0,,false,false,true,0,false,true,,,POINT (-97.75050354 30.29019928)
2698,The Residences at The Domain,11400 Domain Drive,Austin,TX,78758,30.40069962,-97.72509766,Multifamily,,"EGP Management, L.L.C.","EGP Management, L.L.C.",7,512-375-3778,,,https://www.udr.com/austin-apartments/north-burnet/residences-at-the-domain/contact-us/,false,false,false,false,false,false,false,,,depends,Case-by-case,depends,Case-by-case,depends,Case-by-case,true,390,0,,39,true,,false,,,0,0,0,0,39,,0,,,,,true,true,,,,,,,,,,,,true,true,true,true,true,,,,yes,Dogs and cats; breed restrictions,<1/2,Controlled access,Summitt Elementary,Murchison Middle,Anderson High,January 01 2007,01/01/2027 12:00:00 AM,3920,S.M.A.R.T. Housing,0,0,,true,false,true,0,false,true,,,POINT (-97.72509766 30.40069962)
2624,Spanish Palm Apartments,8806 Redfield Lane,Austin,TX,78758,30.36289978,-97.71230316,Apartment,,,,4,512-215-8519,,,,false,false,false,false,false,false,false,,,,,,,,,,34,0,,27,true,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,true,true,true,true,true,true,false,,yes,Pet - $150 fee and $150 deposit,,,Hart,Dobie,Reagan,,,,HUD Section 8,,,,true,false,false,0,false,false,,,POINT (-97.71230316 30.36289978)
2332,Yellowstone Apartments,1215 E 52nd Street,Austin,TX,78723,30.30859947,-97.70659637,Multifamily,,1209 East Apartments/Yellow 52 Investments,,4,512-452-8631,,,http://yellowstoneap.startlogic.com/,,,,,,,,,,,,,,,,,0,0,,0,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanton,Lamar,Reagan,,,4478,,0,0,,false,false,true,0,false,true,,,POINT (-97.70659637 30.30859947)
2453,Bouldin Oaks,1203 Cumberland Rd,Austin,TX,78704,30.24029922,-97.76850128,Individual and Multifamily,,,,3,512-447-1228,,Housing Authority of the City of Austin,http://www.merrittcommunities.com/creeksidevillas/buda-tx-apartments.asp,,,,,,,,,,depends,Case-by-case; no broken leases in past 2 years,depends,No evictions from federally subsidized housing within past 2 years; no eviction from subsidized housing for drug-related activity within past 3 years; no history of evictions in past 5 years,depends,Case-by-case; certain convictions permanently excluded,true,144,0,,144,true,,false,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,true,,true,,,,true,,,,,,,Dawson,Fulmore,Travis,,,,Public Housing - Housing Authority of the City of Austin. Web: www.hacanet.org,,,,true,false,false,0,false,false,,,POINT (-97.76850128 30.24029922)
2568,La Vista de Guadalupe,813 E 8th Street,Austin,TX,78702,30.26709938,-97.73290253,Multifamily,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1,512-479-6275,,,http://www.guadalupendc.org/,false,false,false,false,false,false,false,,,depends,Case-by-case; no broken leases within past 2 years,depends,No evictions from federally subsidized housing within past 2 years; no eviction from subsidized housing for drug-related activity within past 3 years; no history of evictions in past 5 years,depends,Case-by-case; look-back periods vary depending on offense; certain offenses permanently excluded,true,22,0,,22,true,,true,4,true,3,0,18,1,0,,0,,,,,false,true,true,true,false,false,0,6,8,8,0,0,,,,,,true,,,,no,Service animals only,,,Mathews Elementary,O. Henry Middle,Austin High,January 01 2008,01/01/2047 12:00:00 AM,3316,HUD Section 8; RHDA; AHFC Bond Program; Housing Tax Credit Program,0,2138240,9,true,true,true,0,true,true,,,POINT (-97.73290253 30.26709938)
2396,East Twelfth Street Apartments,3005 East 12th Street,Austin,TX,78702,30.27599907,-97.70300293,Multifamily,,,,1,512-745-7152,,Rene Gonzalez,http://www.prakpropertymanagement.com/east-12th-st.-apts..html,false,false,false,false,true,,,,,depends,"Typically a five year look back period, if money is owed must have an agreement in place",depends,"Typically a five year look back period, if money is owed must have an agreement in placedepends",depends,"No violent or sexual offense felonies, drug and assault convictions have a 10 year look back period",true,11,0,,11,true,,false,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,true,,false,false,true,,service_only,,<1/2,,Oak Springs Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,,,,HUD Section 811 (mental disability only); New Milestones Foundation (nonprofit org),,,,true,false,false,0,false,false,,,POINT (-97.70300293 30.27599907)
2551,Walnut Creek Apartments,6409 Springdale Rd,Austin,TX,78723,30.30719948,-97.66880035,Multifamily,,,,1,512-926-3697,,,,false,false,false,false,false,false,false,,,depends,Case-by-case,depends,No evictions from federally-subsidized housing within the last 3 years for drug-related activity,depends,Certain felonies automatically denied (sex offenses and homicide/manslaughter); other felonies denied if they occurred within the past 84 months. Certain misdemeanors will result in a denial of the application if they occurred within 24 months.,true,98,0,,20,true,,false,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,true,,false,false,true,,no,,<1/2,front gates,Pecan Springs Elementary,Sadler Means Young Women's Leadership Academy or Garcia Young Men's Leadership Academy,Reagan High,,,,Housing Tax Credit; AHFC,,,4,true,false,false,0,false,false,,,POINT (-97.66880035 30.30719948)
