CredentialDefinitionId,CredentialTypePrefix,CredentialSubCategory,CredentialName,AgencyName,ZipCode,Location 1,Address2
73,LCM,,COLISEUM LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
74,LCN,,CASINO LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
75,LCO,,TEMPORARY CHARITABLE ORGANIZATION LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
76,LCS,,CONCESSION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
29,LCT,,CATERER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
343,LEM,,LEMON LAW ARBITRATION - CONSUMER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",Suite 901
524,102,,Phase II-Subsurface Sewage Certification,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
548,ALSA,,Assisted Living Service Agency,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
860,LDF,,FARM DISTILLERY LIQUOR,Department of Consumer Protection,06103,,
78,LFB,,SPECIAL SPORTING FACILITY BAR LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
79,LFC,,SPECIAL SPORTING FACILITY CONCESSION LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
80,LFG,,SPECIAL SPORTING FACILITY GUEST LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
826,LFM,BEER,FARMER'S MARKET PERMIT,Department of Consumer Protection,06103,,
685,LFM,WINE,FARMER'S MARKET PERMIT,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
821,LFO,,OFF-SITE FARM WINERY SALES AND TASTING,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
81,LFR,,SPECIAL SPORTING FACILITY RESTAURANT LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
82,LFW,,FARM WINERY LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
83,LGB,,GROCERY BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
84,LGC,,GOLF COUNTRY CLUB LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
85,LIA,,AIRLINE LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
86,LIB,,BOAT LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
87,LIC,,CLUB LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
88,LID,,DRUGGIST LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
90,LIH,A,HOTEL LIQUOR (10000 or less population),Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
91,LIH,B,HOTEL LIQUOR (50000 or less population),Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
813,LIM,,LIMING MATERIALS,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
841,LLM,,LEMON LAW - MANUFACTURER (LLM),Department of Consumer Protection,06103,,Suite 901
131,LMA,,MANUFACTURER APPLE BRANDY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
100,LMB,,MANUFACTURER BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
101,LMC,,MANUFACTURER CIDER-LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
344,LMF,,LEMON LAW ARBITRATION - MANUFACTURER (LMF),Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",Suite 901
102,LMI,,MILITARY LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
103,LML,,MANUFACTURER LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
750,LMP,,MANUFACTURER FOR BEER AND BREW PUB,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
377,LNC,,TEMPORARY NON PROFIT CORPORATION LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
104,LOB,,SPECIAL OUTING FACILITY BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
105,LOL,,SPECIAL OUTING FACILITY LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
902,LOR,,OUT OF STATE RETAILER SHIPPER FOR WINE,Department of Consumer Protection,,,
108,LPC,,NON PROFIT CLUB LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
593,LPD,,LIVE POULTRY DEALER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
109,LPG,,NON PROFIT GOLF TOUR LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
977,LPTC,,Limited Purpose Trust Company,Department of Banking,,,
107,LPA,,NON PROFIT PUBLIC ART LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
929,LPUW,,Loan Processor/Underwriter,Department of Banking,,,
110,LRB,,RESTAURANT BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
111,LRC,,RESTAURANT CATERER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
112,LRF,,RACQUETBALL FACILITY LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
113,LRR,,RAILROAD LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
114,LRS,,RESORT LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
115,LRW,,RESTAURANT WINE & BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
730,LSA,,LOTTERY SALES AGENT,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
116,LSB,,OUT OF STATE SHIPPER BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
303,LSC,,LAND SURVEYOR CORPORATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
117,LSL,,OUT OF STATE SHIPPER LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
118,LSP,,TEMPORARY SPECIAL CLUB LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
304,LSR,,LAND SURVEYOR - RETIREE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
119,LSW,,OUT OF STATE WINERY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
305,LSX,,LAND SURVEYOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
120,LTA,,TEMPORARY LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
130,LTB,,TEMPORARY BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
123,LTH,,NON PROFIT THEATER LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
124,LTR,,TRANSPORTER LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
125,LTV,,NON PROFIT TELEVISION LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
126,LUB,,UNIVERSITY BEER ONLY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
127,LUW,,UNIVERSITY BEER & WINE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
581,LVS,,LIVESTOCK DEALER/BROKER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
128,LWB,,WHOLESALE BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
723,LWG,,SALE OF WINE WITH GIFT BASKET,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
399,LWH,,WAREHOUSE BOTTLING LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
129,LWS,,WAREHOUSE STORAGE LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
542,MATH,,Maternity Home,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
930,MB,,Mortgage Broker,Department of Banking,,,
602,PYRO,MAG,PYROTECHNICS MAGAZINE,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
931,MCL,,Mortgage Correspondent Lender,Department of Banking,,,
222,MCO,,MAJOR CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
223,MEC,,MECHANICAL CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
361,MFG,,MANUFACTURER OF BEDDING & UPHOLSTERED FURNITURE,Department of Consumer Protection,06103,"Trade Practices Division
Hartford, CT 6106
(41.752128704, -72.691387061)",450 Columbus Blvd
339,MFQ,,MOTOR FUEL QUALITY REGISTRATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
677,30,STDNT,Embalmer Pre-Graduate Trainee,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
917,BML,,Mortgage Lender Branch,Department of Banking,,,
743,MFGR,,MANUFACTURER OF AMUSEMENTS,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
224,MGV,MG1,MEDICAL GAS & VACUUM SYSTEMS CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
624,AMSR,C,CARNIVAL AMUSEMENT,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
625,EXPT,,EXPLOSIVES TRUCK REGISTRATION,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
627,EXPM,,EXPLOSIVES MANUFACTURE,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
225,MGV,MG2,MEDICAL GAS & VACUUM SYSTEMS JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
553,MHCR,,Mental Health Community Residence,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
551,MHDT,,Mental Health Day Treatment,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
638,SPED,,SPECIAL EFFECTS DISPLAY,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
555,MHIT,,Mental Health Intermediate Treatment,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
643,THRM,,THEATER MANAGER,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
644,THRB,,THEATER PROJECTION BOOTH,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
645,THRA,,THEATER AUDITORIUM,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
318,MHP,,MOBILE HOME PARK,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
552,MHRL,,Mental Health Residential Living,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
319,MHS,,MOBILE HOME SELLER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
652,AMSM,,AMUSEMENT MANUFACTURER,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
54,MIS,,MISCELLANEOUS,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
306,MIV,,MANAGING ITINERANT VENDOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
569,MKD,,MILK DEALER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
580,MKE,,MILK EXAMINER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
666,AMSR,P,PARK AMUSEMENT,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
615,MKL,,MILK LABORATORY,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
932,ML,,Mortgage Lender,Department of Banking,,,
933,MLO,,Mortgage Loan Originator,Department of Banking,,,
674,AMSP,,AMUSEMENT PARK,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
675,THRC,,THEATER CINEMA,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
676,PYRO,,PYROTECHNICS COMPANY,Department of Public Safety,06457,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
810,MMBR,,MEDICAL MARIJUANA PRODUCER BRAND REGISTRATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
803,MMDB,,MEDICAL MARIJUANA DISPENSARY FACILITY BACKER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
804,MMDE,,MEDICAL MARIJUANA DISPENSARY FACILITY EMPLOYEE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
805,MMDF,,MEDICAL MARIJUANA DISPENSARY FACILITY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
811,MMDR,,MEDICAL MARIJUANA DISPENSARY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
806,MMDT,,MEDICAL MARIJUANA DISPENSARY TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
836,MMLE,,MEDICAL MARIJUANA LABORATORY EMPLOYEE,Department of Consumer Protection,06103,,
808,MMPB,,MEDICAL MARIJUANA PRODUCER BACKER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
809,MMPE,,MEDICAL MARIJUANA PRODUCER EMPLOYEE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
812,MMPR,,MEDICAL MARIJUANA PRODUCER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
835,MMRE,,MEDICAL MARIJUANA RESEARCH PROGRAM EMPLOYEE,Department of Consumer Protection,06103,,
837,MMRP,,MEDICAL MARIJUANA RESEARCH PROGRAM,Department of Consumer Protection,06103,,
565,MPD,,MILK PRODUCER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
579,MSD,,MILK SUB-DEALER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
817,MSW,,Master's Level Social Worker,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
819,MSW,TEMP,Master's Level Social Worker - Temporary Permit,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
935,MT,,Money Transmission,Department of Banking,,,
46,NAB,,NON-ALCOHOLIC BEVERAGE & WATER BOTTLERS,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
735,NATP,VTADLT,Nurse Aide Training Program Voc Tech Adult Ed,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
733,NATP,VOTECH,Nurse Aide Training Program Voc-Tech,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
739,NATP,CBO,Nurse Aide Training Program-Community Based Org,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
737,NATP,COMCOL,Nurse Aide Training Program-Community College,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
736,NATP,HS,Nurse Aide Training Program-High School,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
734,NATP,GH,Nurse Aide Training Program-Hospital,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
732,NATP,CCNH,Nurse Aide Training Program-Nursing Home,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
740,NATP,OTHR,Nurse Aide Training Program-Other,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
731,NATP,POS,Nurse Aide Training Program-Private Occ School,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
386,NAW,,NEW AUTOMOBILE WARRANTIES ACCOUNT SURCHARGE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",Suite 901
978,NB,,National Bank,Department of Banking,,,
979,NBO,,National Bank Office,Department of Banking,,,
55,NHC,,NEW HOME CONSTRUCTION CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
556,NHMG,,Nursing Home Management Company,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
763,OCC,,LOTTERY OR OTB SERVICE PROVIDER,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
708,RAFF,CL 7,RAFFLE PERMIT CLASS 7,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
790,OCCE,,LOTTERY OR OTB SERVICE PROVIDER EMPLOYEE,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
791,OCCM,,LOTTERY OR OTB SERVICE PROVIDER MANAGEMENT,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
532,OPC,,Outpatient Clinic,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
980,OSB,,Out of State Bank,Department of Banking,,,
981,OSBO,,Out of State Bank Office,Department of Banking,,,
982,OSCO,,Out of State Credit Union Office,Department of Banking,,,
983,OSCU,,Out of State Credit Union,Department of Banking,,,
559,OSP,,Optical Selling Permit,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
725,OST,,OUT OF STATE TANKER INSPECTION,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
787,OTBE,,OFF TRACK BETTING FACILITY EMPLOYEE,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
719,AIR,,ANIMAL IMPORTER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
716,CBX,,PRESCRIPTION DRUG DROP BOX,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
722,CSM,OOS,"OUT OF STATE MANUFACTURER OF DRUGS, COSMETICS & MEDICAL DEVICES",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
984,OSTO,,Out of State Trust Company CT Office,Department of Banking,,,
756,OTB,,OFF TRACK BETTING FACILITY,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
788,OTBM,,OFF TRACK BETTING FACILITY MANAGEMENT,Department of Consumer Protection,06103,"165 Capitol Ave
Hartford, CT 6106
(41.762504205, -72.681167795)",
729,PARK,,AMUSEMENT PARK,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
520,PCE,,PLUMBING CONTINUING EDUCATION PROVIDER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
35,PCI,,PHARMACY INTERN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
36,PCN,,NONRESIDENT PHARMACY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
37,PCR,,RETIRED PHARMACIST (INACTIVE),Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
38,PCT,,PHARMACIST,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
832,PDF,,POULTRY MORTALITY DISPOSAL,Department of Agriculture,06106,,
307,PEC,,PROFESSIONAL ENGINEERING CORPORATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
308,PEL,,PROFESSIONAL ENGINEER & LAND SURVEYOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
309,PEN,,PROFESSIONAL ENGINEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
310,PER,,PROFESSIONAL ENGINEER RETIREE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
240,PLM,P5,PLUMBING & PIPING LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
745,PLM,PP1,PLUMBING & PIPING LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
244,PLM,P9,PLUMBING & PIPING LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
238,PLM,P3,PLUMBING & PIPING LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
242,PLM,P7,PLUMBING & PIPING LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
245,PLM,SP1,PLUMBING & PIPING LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
230,PLM,J3,PLUMBING & PIPING LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
226,PLM,J1,PLUMBING & PIPING LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
227,PLM,J2,PLUMBING & PIPING LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
246,PLM,SP2,PLUMBING & PIPING LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
243,PLM,P8,PLUMBING & PIPING LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
231,PLM,J4,PLUMBING & PIPING LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
746,PLM,PP2,PLUMBING & PIPING LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
775,CSP,HOSP,CONTROLLED SUBSTANCE REGISTRATION FOR HOSPITALS,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
241,PLM,P6,PLUMBING & PIPING LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
239,PLM,P4,PLUMBING & PIPING LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
235,PLM,P1,PLUMBING & PIPING UNLIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
236,PLM,P2,PLUMBING & PIPING UNLIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
796,PLM,,PLUMBING TRAINEE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
311,PLR,,PE & LS - RETIREE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
40,PME,,NON LEGEND DRUG PERMIT,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
550,POCA,,Psychiatric Outpatient Clinic,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
56,PRC,,PENDING RECEIPTS,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
