Year,Institutional_sector_name,Institutional_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Status,Value
2015.03,Insurance corporations,251,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,FINAL,6702
2015.03,Insurance corporations,251,"Financial assets Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFA0600,FINAL,6331
2015.03,Insurance corporations,251,Financial assets Opening balance financial derivatives,LS00000,AFA0700,FINAL,0
2015.03,Insurance corporations,251,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,5169
2015.03,Insurance corporations,251,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,30669
2015.03,Insurance corporations,251,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2015.03,Insurance corporations,251,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2015.03,Insurance corporations,251,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2015.03,Insurance corporations,251,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2015.03,Insurance corporations,251,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,10603
2015.03,Insurance corporations,251,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,20535
2015.03,Insurance corporations,251,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2015.03,Insurance corporations,251,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,1010
2015.03,Insurance corporations,251,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,32763
2015.03,Insurance corporations,251,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2015.03,Insurance corporations,251,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,C
2015.03,Insurance corporations,251,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,C
2015.03,Insurance corporations,251,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,C
2015.03,Insurance corporations,251,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,1092
2015.03,Insurance corporations,251,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,-931
2015.03,Insurance corporations,251,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2015.03,Insurance corporations,251,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,-2020
2015.03,Insurance corporations,251,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,1330
2015.03,Insurance corporations,251,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2015.03,Insurance corporations,251,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2015.03,Insurance corporations,251,Financial liabilities Net transactions in debt securities,F000000,AFL0300,FINAL,C
2015.03,Insurance corporations,251,Financial liabilities Net transactions in loans,F000000,AFL0400,FINAL,C
2015.03,Insurance corporations,251,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,FINAL,-1767
2015.03,Insurance corporations,251,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,-1258
2015.03,Insurance corporations,251,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2015.03,Insurance corporations,251,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,2020
2015.03,Insurance corporations,251,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,FINAL,1212
2015.03,Insurance corporations,251,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,AF00000,FINAL,118
2015.03,Insurance corporations,251,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,FINAL,1668
2015.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,FINAL,0
2015.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,A000000,FINAL,-67
2015.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Non-financial assets,K050000,AN00000,FINAL,-67
2015.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,FINAL,-262
2015.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,FINAL,-262
2015.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in classification,K060000,AF00000,FINAL,0
2015.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,FINAL,0
2015.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,FINAL,0
2015.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in net worth due to other changes in volume of assets,B102000,A000000,FINAL,-67
2015.03,Insurance corporations,251,Revaluation Account Produced non-financial assets,K070000,AN10000,FINAL,38
2015.03,Insurance corporations,251,Revaluation Account Non-produced non-financial assets,K070000,AN20000,FINAL,0
2015.03,Insurance corporations,251,Revaluation Account Total non-financial assets,K070000,AN00000,FINAL,38
2015.03,Insurance corporations,251,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,FINAL,0
2015.03,Insurance corporations,251,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,FINAL,C
2015.03,Insurance corporations,251,Revaluation Account Financial assets Debt securities,K070000,AFA0300,FINAL,C
2015.03,Insurance corporations,251,Revaluation Account Financial assets Loans,K070000,AFA0400,FINAL,C
2015.03,Insurance corporations,251,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,FINAL,243
2015.03,Insurance corporations,251,"Revaluation Account Financial assets Insurance, pension and standardised guarantee schemes",K070000,AFA0600,FINAL,0
2015.03,Insurance corporations,251,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,FINAL,0
2015.03,Insurance corporations,251,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,FINAL,0
2015.03,Insurance corporations,251,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,FINAL,-150
2015.03,Insurance corporations,251,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,FINAL,0
2015.03,Insurance corporations,251,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,0
2015.03,Insurance corporations,251,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,C
2015.03,Insurance corporations,251,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,C
2015.03,Insurance corporations,251,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,FINAL,-149
2015.03,Insurance corporations,251,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2015.03,Insurance corporations,251,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,0
2015.03,Insurance corporations,251,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,C
2015.03,Insurance corporations,251,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,FINAL,-144
2015.03,Insurance corporations,251,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,FINAL,32
2015.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2015.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,FINAL,C
2015.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,FINAL,C
2015.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,FINAL,C
2015.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,8058
2015.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,4896
2015.03,Insurance corporations,251,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,0
2015.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,3220
2015.03,Insurance corporations,251,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,31587
2015.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2015.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,0
2015.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,C
2015.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,C
2015.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,FINAL,7850
2015.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,19385
2015.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,0
2015.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,3477
2015.03,Insurance corporations,251,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,FINAL,33570
2016.03,Insurance corporations,251,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,FINAL,1019
2016.03,Insurance corporations,251,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,FINAL,388
2016.03,Insurance corporations,251,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,FINAL,1407
2016.03,Insurance corporations,251,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,FINAL,179
2016.03,Insurance corporations,251,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,FINAL,-186
2016.03,Insurance corporations,251,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,FINAL,0
2016.03,Insurance corporations,251,Capital Account Total net transactions in produced non-financial assets,P051000,AN10000,FINAL,-7
2016.03,Insurance corporations,251,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,FINAL,1
2016.03,Insurance corporations,251,"Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets, net",NP02000,AN20000,FINAL,S
2016.03,Insurance corporations,251,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,FINAL,-93
2016.03,Insurance corporations,251,ISA Saving (net),B08N000,ISA,FINAL,-433
2016.03,Insurance corporations,251,ISA Net capital taxes receivable,D910000,ISA,FINAL,0
2016.03,Insurance corporations,251,ISA Net capital transfers receivable,D990000,ISA,FINAL,-335
2016.03,Insurance corporations,251,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,FINAL,-762
2016.03,Insurance corporations,251,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,FINAL,1039
2016.03,Insurance corporations,251,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,FINAL,224
2016.03,Insurance corporations,251,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,FINAL,1263
2016.03,Insurance corporations,251,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,FINAL,0
2016.03,Insurance corporations,251,Financial assets Opening balance currency and deposits,LS00000,AFA0200,FINAL,C
2016.03,Insurance corporations,251,Financial assets Opening balance debt securities,LS00000,AFA0300,FINAL,C
2016.03,Insurance corporations,251,Financial assets Opening balance loans,LS00000,AFA0400,FINAL,C
2016.03,Insurance corporations,251,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,FINAL,8058
2016.03,Insurance corporations,251,"Financial assets Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFA0600,FINAL,4896
2016.03,Insurance corporations,251,Financial assets Opening balance financial derivatives,LS00000,AFA0700,FINAL,0
2016.03,Insurance corporations,251,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,3220
2016.03,Insurance corporations,251,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,31587
2016.03,Insurance corporations,251,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2016.03,Insurance corporations,251,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2016.03,Insurance corporations,251,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,C
2016.03,Insurance corporations,251,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,C
2016.03,Insurance corporations,251,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,7850
2016.03,Insurance corporations,251,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,19385
2016.03,Insurance corporations,251,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2016.03,Insurance corporations,251,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,3477
2016.03,Insurance corporations,251,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,33570
2016.03,Insurance corporations,251,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2016.03,Insurance corporations,251,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,C
2016.03,Insurance corporations,251,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,C
2016.03,Insurance corporations,251,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,C
2016.03,Insurance corporations,251,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,-4189
2016.03,Insurance corporations,251,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,-2998
2016.03,Insurance corporations,251,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2016.03,Insurance corporations,251,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,505
2016.03,Insurance corporations,251,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,-3625
2016.03,Insurance corporations,251,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2016.03,Insurance corporations,251,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2016.03,Insurance corporations,251,Financial liabilities Net transactions in debt securities,F000000,AFL0300,FINAL,C
2016.03,Insurance corporations,251,Financial liabilities Net transactions in loans,F000000,AFL0400,FINAL,C
2016.03,Insurance corporations,251,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,FINAL,-1828
2016.03,Insurance corporations,251,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,-2617
2016.03,Insurance corporations,251,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2016.03,Insurance corporations,251,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,556
2016.03,Insurance corporations,251,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,FINAL,-3546
2016.03,Insurance corporations,251,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,AF00000,FINAL,-79
2016.03,Insurance corporations,251,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,FINAL,683
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,FINAL,0
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,A000000,FINAL,-70
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Non-financial assets,K050000,AN00000,FINAL,-70
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,FINAL,-25
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,FINAL,-25
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in classification,K060000,AF00000,FINAL,0
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,FINAL,0
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,FINAL,0
2016.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in net worth due to other changes in volume of assets,B102000,A000000,FINAL,-70
2016.03,Insurance corporations,251,Revaluation Account Produced non-financial assets,K070000,AN10000,FINAL,27
2016.03,Insurance corporations,251,Revaluation Account Non-produced non-financial assets,K070000,AN20000,FINAL,-1
2016.03,Insurance corporations,251,Revaluation Account Total non-financial assets,K070000,AN00000,FINAL,26
2016.03,Insurance corporations,251,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,FINAL,0
2016.03,Insurance corporations,251,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,FINAL,C
2016.03,Insurance corporations,251,Revaluation Account Financial assets Debt securities,K070000,AFA0300,FINAL,C
2016.03,Insurance corporations,251,Revaluation Account Financial assets Loans,K070000,AFA0400,FINAL,C
2016.03,Insurance corporations,251,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,FINAL,20
2016.03,Insurance corporations,251,"Revaluation Account Financial assets Insurance, pension and standardised guarantee schemes",K070000,AFA0600,FINAL,0
2016.03,Insurance corporations,251,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,FINAL,0
2016.03,Insurance corporations,251,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,FINAL,0
2016.03,Insurance corporations,251,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,FINAL,287
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,FINAL,0
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,0
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,C
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,C
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,FINAL,365
2016.03,Insurance corporations,251,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,0
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,C
2016.03,Insurance corporations,251,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,FINAL,373
2016.03,Insurance corporations,251,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,FINAL,-60
2016.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2016.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,FINAL,C
2016.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,FINAL,C
2016.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,FINAL,C
2016.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,3848
2016.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,1893
2016.03,Insurance corporations,251,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,0
2016.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,3766
2016.03,Insurance corporations,251,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,28224
2016.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2016.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,0
2016.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,C
2016.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,C
2016.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,FINAL,6283
2016.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,16824
2016.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,0
2016.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,4032
2016.03,Insurance corporations,251,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,FINAL,30373
2008.03,Pension funds,261,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,FINAL,66
2008.03,Pension funds,261,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,FINAL,39
2008.03,Pension funds,261,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,FINAL,105
2008.03,Pension funds,261,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,FINAL,S
2008.03,Pension funds,261,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,FINAL,S
2008.03,Pension funds,261,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,FINAL,0
2008.03,Pension funds,261,Capital Account Total net transactions in produced non-financial assets,P051000,AN10000,FINAL,0
2008.03,Pension funds,261,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,FINAL,0
2008.03,Pension funds,261,"Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets, net",NP02000,AN20000,FINAL,0
2008.03,Pension funds,261,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,FINAL,0
2008.03,Pension funds,261,ISA Saving (net),B08N000,ISA,FINAL,-81
2008.03,Pension funds,261,ISA Net capital taxes receivable,D910000,ISA,FINAL,0
2008.03,Pension funds,261,ISA Net capital transfers receivable,D990000,ISA,FINAL,0
2008.03,Pension funds,261,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,FINAL,-81
2008.03,Pension funds,261,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,FINAL,77
2008.03,Pension funds,261,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,FINAL,45
2008.03,Pension funds,261,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,FINAL,122
2008.03,Pension funds,261,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,FINAL,0
2008.03,Pension funds,261,Financial assets Opening balance currency and deposits,LS00000,AFA0200,FINAL,1123
2008.03,Pension funds,261,Financial assets Opening balance debt securities,LS00000,AFA0300,FINAL,6738
2008.03,Pension funds,261,Financial assets Opening balance loans,LS00000,AFA0400,FINAL,101
2008.03,Pension funds,261,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,FINAL,16816
2008.03,Pension funds,261,"Financial assets Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFA0600,FINAL,9290
2008.03,Pension funds,261,Financial assets Opening balance financial derivatives,LS00000,AFA0700,FINAL,262
2008.03,Pension funds,261,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,221
2008.03,Pension funds,261,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,34551
2008.03,Pension funds,261,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2008.03,Pension funds,261,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2008.03,Pension funds,261,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,0
2008.03,Pension funds,261,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,0
2008.03,Pension funds,261,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,2738
2008.03,Pension funds,261,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,31919
2008.03,Pension funds,261,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2008.03,Pension funds,261,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,0
2008.03,Pension funds,261,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,34657
2008.03,Pension funds,261,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2008.03,Pension funds,261,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,353
2008.03,Pension funds,261,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,-344
2008.03,Pension funds,261,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,16
2008.03,Pension funds,261,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,-2071
2008.03,Pension funds,261,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,144
2008.03,Pension funds,261,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2008.03,Pension funds,261,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,-191
2008.03,Pension funds,261,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,-2093
2008.03,Pension funds,261,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2008.03,Pension funds,261,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2008.03,Pension funds,261,Financial liabilities Net transactions in debt securities,F000000,AFL0300,FINAL,0
2008.03,Pension funds,261,Financial liabilities Net transactions in loans,F000000,AFL0400,FINAL,0
2008.03,Pension funds,261,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,FINAL,-205
2008.03,Pension funds,261,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,-464
2008.03,Pension funds,261,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2008.03,Pension funds,261,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,0
2008.03,Pension funds,261,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,FINAL,-669
2008.03,Pension funds,261,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,AF00000,FINAL,-1424
2008.03,Pension funds,261,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,FINAL,-1343
2008.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,FINAL,0
2008.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,A000000,FINAL,0
2008.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Non-financial assets,K050000,AN00000,FINAL,0
2008.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,FINAL,1134
2008.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,FINAL,1134
2008.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Changes in classification,K060000,AF00000,FINAL,0
2008.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,FINAL,0
2008.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,FINAL,0
2008.03,Pension funds,261,Other Changes in the Volume of Assets and Liabilities Changes in net worth due to other changes in volume of assets,B102000,A000000,FINAL,0
2008.03,Pension funds,261,Revaluation Account Produced non-financial assets,K070000,AN10000,FINAL,11
2008.03,Pension funds,261,Revaluation Account Non-produced non-financial assets,K070000,AN20000,FINAL,6
2008.03,Pension funds,261,Revaluation Account Total non-financial assets,K070000,AN00000,FINAL,17
2008.03,Pension funds,261,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,FINAL,0
2008.03,Pension funds,261,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,FINAL,0
2008.03,Pension funds,261,Revaluation Account Financial assets Debt securities,K070000,AFA0300,FINAL,76
