Status,Solicitation Type,Solicitation Number,Solicitation Title,Issuance Date,Closing Date,Cancelled or Postponed,Construction Solicitation,LSBRP,Buyer Name,Issuing Department,Department Contact,Bid Tabulation
Closed,Informal,1092606,"Recreation Aquatic Staff Audits, Inspections and Safety Training Services for County Owned Swimming Pools",10/23/2018,11/01/2018,,N,N,--,Department of Recreation,Allison Cohen,
Closed,RFP,1094393,RESIDENTIAL PERMIT PARKING SYSTEM,09/28/2018,11/02/2018,,N,N,"Harris, Eric",Department of Transportation,Javier Torres,
Closed,Informal,1096412,Inter-Agency Commission on homelessness and Continuum of Care Board Restructure,10/26/2018,11/05/2018,,N,N,--,Department of Health & Human Svcs,Nili Soni,
Closed,Informal,1093783,American Heart Association Course Completion Certification Cards and Manuals,10/24/2018,11/07/2018,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,Informal,1088686,Printing and Purchase of Light Pole Banners and Snowflakes - CANCELLED,10/22/2018,11/09/2018,,N,N,--,Community Engagement Cluster,Sidney Cooper,
Closed,IFB,1069247,Equipment/Software Maintenance Services and Accessories for Parking Equipment,03/24/2017,04/14/2017,,N,N,"Harris, Eric",Department of Transportation,Javier Torres,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069247
Closed,RFP,1090382,"Pike District Placemaking, Branding and Marketing Services",10/12/2018,11/27/2018,,N,Y,"DeLuca, Karen",Community Engagement Cluster,Derrick Harrigan,
Closed,RFP,1094409,Safety Data Sheets and Related Services,10/25/2018,11/27/2018,,N,N,"Fornatora, Sarah",Department of Finance,Kimberly Gay-Armour,
Closed,IFB,1083922,Courier and Cargo Services,02/15/2018,03/19/2018,,N,N,"Steed, Jeffrey",Department of Health & Human Svcs,Debra Aplan,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1083922
Closed,Informal,1098484,"Sigtronics SE Series (or equal) Headsets , Intercoms, Radio Adaptors, Accessories, Parts, and Service.",12/27/2018,01/15/2019,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,IFB,1051391,"Lift Trucks, Burden Carriers & Tow Tractors",04/20/2015,05/19/2015,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051391
Closed,REOI,1086822,Law Enforcement Records Management System (LE-RMS),12/04/2018,02/07/2019,,N,N,"Steed, Jeffrey",Department of Technology Services,Nola Song,
Closed,Informal,1099411,Printing and Purchase of Light Pole Banners,01/28/2019,02/08/2019,,N,N,--,Community Engagement Cluster,Sidney Cooper,
Closed,IFB,1062749,New Construction Services for the Wheaton Library and Recreation Center,05/18/2016,07/21/2016,,Y,N,"Collins, Todd",Department of General Services,Anjali Gulati,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1062749
Closed,IFB,1050593,Hydraulic Dredging of Gunners Lake and Lake Whetstone,01/20/2015,02/26/2015,,Y,N,"Collins, Todd",Department of Environmental Protection,DEP Procurements,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1050593
Closed,RFP,1083426,Household Hazardous Waste and Small Quantity Generator Hazardous Waste Services,11/14/2018,12/13/2018,,N,N,"Norris, Robert",Department of Environmental Protection,David Rosenbaum,
Closed,Informal,1097786,Energy Education Workshops,12/07/2018,12/18/2018,,N,N,--,Department of Health & Human Svcs,Sara Black,
Closed,Informal,1098407,Replace a 20-year-old ETC Express Lighting Console at the Silver Spring Black Box Theater with a new Lighting Control Package based around the ETC Ion XE20 Lighting Console.,12/17/2018,12/27/2018,,N,N,--,Department of General Services,Gus Montes De Oca,
Closed,Informal,1097106,Transitioning Youth Mobile Application Development,11/30/2018,12/27/2018,,N,N,--,Department of Health & Human Svcs,Teresa Blair,
Closed,Informal,1097288,Dog Food,12/07/2018,12/28/2018,,N,N,--,Police,Christopher Fumagalli,
Closed,Informal,1098284,Uniform Rental and Cleaning,12/21/2018,12/31/2018,,N,N,--,Department of Transportation,Richard Potts,
Closed,RFP,1097571,Engineering Services for Transportation Facilities,12/06/2018,01/08/2019,,N,Y,"Norris, Robert",Department of Transportation,Daniel Sheridan,
Closed,Informal,1097287,Injured/Ill Police Employees Network (IIPEN) Coordinator,01/22/2019,01/31/2019,,N,Y,--,Police,Deborah Langford,
Closed,RFP,1089181,"Publication of Code, Zoning Ordinance, COMCOR and County Attorney Opinions",01/07/2019,02/08/2019,,N,N,"DeLuca, Karen",County Attorney's Office,Ida Hsu,
Closed,RFP,1091756,Inspection & Material Testing Services,12/05/2018,01/16/2019,,N,N,"Norris, Robert",Department of General Services,Rassa Davoodpour,
Closed,Informal,1099403,Patron Plastic Library Card/Key Tag Combination Sets,02/11/2019,02/25/2019,,N,Y,--,Department of Public Libraries,Noah Stone,
Closed,Informal,1092607,Sound for the Silver Spring Jazz Festival,02/11/2019,02/26/2019,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,Informal,1098699,Automotive Auction Services,01/29/2019,02/27/2019,,N,N,--,Department of General Services,Robert Smith,
Closed,Informal,1099850,Community Engagement and Outreach Services,02/19/2019,03/05/2019,,N,Y,--,County Council,Juan Jovel,
Closed,RFP,1098694,Legislative Liaison Research & Policy Analyst,02/25/2019,03/06/2019,,N,Y,"Karakaya, Penny Perrus",County Council,Mary Jane Berry,
Closed,Informal,1100664,Professional Services Firehouse to Infor Public Sector (IPS) Data Migration,03/08/2019,03/15/2019,,N,N,--,Department of Permitting Services,Thomas Laycock,
Closed,Informal,1097742,MCPS - TV Hard Set Studio System,02/15/2019,03/15/2019,,N,N,--,Department of Technology Services,Gaye Barksdale,
Closed,RFP,1091758,Construction Manager At-Risk (CMAR) Capital Crescent Trail Tunnel,01/28/2019,03/18/2019,,N,N,"Norris, Robert",Department of Transportation,Marcelo Cortez,
Closed,Informal,1100243,Family Reunification Services,03/01/2019,03/19/2019,,N,N,--,Department of Health & Human Svcs,David Delpozo,
Closed,Informal,1100385,Portable Infant Play Yard and Related Sleep Safety Supplies,02/28/2019,03/22/2019,,N,N,--,Department of Health & Human Svcs,Ellen Brown,
Closed,Informal,1098636,"All-Terrain Utility Task Vehicles (UTV) Purchase, Inspection, Maintenance, Repair, and Parts.",03/08/2019,03/25/2019,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,Informal,1100886,Correctional Officer Entry Level Test/Assessment Services,03/19/2019,04/01/2019,,N,N,--,Office of Human Resources,Mary Wright,
Closed,RFP,1097384,Montgomery County Community Food Rescue Program,02/11/2019,04/02/2019,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Diana Tato-Niktash,
Closed,RFP,1086233,Bus Lot Washdown & degreasing Services,08/31/2018,,Cancelled or Indefinitely Postponed,N,N,"Steed, Jeffrey",Department of Transportation,Starr Montout,
Closed,Informal,1100905,Results-Based Accountability Training and Consulting Services,03/07/2019,04/09/2019,,N,Y,--,County Executive,Sonetta Neufville,
Closed,Informal,1099579,Dog Food,04/05/2019,04/12/2019,,N,N,--,Police,Christopher Fumagalli,
Closed,Informal,1094725,Calibration and Repair of LIDAR Radar Devices,04/05/2019,04/15/2019,,N,N,--,Police,John Mcgaha,
Closed,RFP,1098708,DLC Retail � Marketing and Concept Design Services (Stores Rebranding),03/11/2019,04/15/2019,,N,Y,"DeLuca, Karen",Department of Liquor Control,Melissa Davis,
Closed,RFP,1100100,Legal Research Services (Online and Publication),03/11/2019,04/15/2019,,N,N,"DeLuca, Karen",County Attorney's Office,Ida Hsu,
Closed,Informal,1098026,Social Media Management Services,11/28/2018,,Cancelled or Indefinitely Postponed,N,N,--,Department of Recreation,Allison Cohen,
Closed,RFP,1099716,Bus Depot Washdown and Degreasing Powerwash Services,08/07/2019,09/20/2019,,N,Y,"Steed, Jeffrey",Department of Transportation,Starr Montout,
Closed,Informal,1086773,Customer Service Satisfaction Survey Devices and Analysis,03/15/2018,,Cancelled or Indefinitely Postponed,N,Y,--,Department of Liquor Control,Matthew Douglas,
Closed,Informal,1097235,Social Media Management Services,11/01/2018,,Cancelled or Indefinitely Postponed,N,Y,--,Department of Recreation,Allison Cohen,
Closed,Informal,1090203,Consulting for a Student Loan Refinancing Market Demand Study and Cost Analysis,07/16/2018,,Cancelled or Indefinitely Postponed,N,Y,--,Office of Legislative Oversight,Blaise DeFazio,
Closed,Informal,1083317,Dog Food,11/02/2017,,Cancelled or Indefinitely Postponed,N,Y,--,Police,Ari Elkin,
Closed,Informal,1082671,Social Media Management Services,10/06/2017,,Cancelled or Indefinitely Postponed,N,N,--,Department of Recreation,Allison Cohen,
Closed,Informal,1087203,Transaction Reconciliation Management Solution,03/19/2018,,Cancelled or Indefinitely Postponed,N,Y,--,Department of Transportation,Alex Kinyenje,
Closed,RFP,1097598,School and Community Based Youth Services,03/07/2019,04/17/2019,,N,N,"Jackson, Alicia",Department of Health & Human Svcs,John Dunn,
Closed,Informal,1101628,"Employee Welfare, Health, and Occupational Medical Consulting Services",04/08/2019,04/17/2019,,N,N,--,Office of Human Resources,Jennifer Shovlin,
Closed,RFP,1098261,Onsite Psychiatric Services,03/19/2019,04/17/2019,,N,N,"McRae, Sarah",Department of Correction & Rehabilitation,Anthony Sturgess,
Closed,RFP,1097446,Level III.1 Clinically Managed Low Intensity Residential Treatment Services for Adults at Lawrence Court,03/11/2019,04/23/2019,,N,N,"Jackson, Alicia",Department of Health & Human Svcs,Linda Lochner,
Closed,RFP,1097135,Primary Care & Nurse Case Management for Homeless Individuals,03/08/2019,04/25/2019,,N,N,"Kapust, Suzanne",Department of Health & Human Svcs,LaSonya Kelly,
Closed,RFP,1099480,Correctional Tablets and Digital Applications,03/27/2019,,Cancelled or Indefinitely Postponed,N,N,"McRae, Sarah",Department of Correction & Rehabilitation,Kendra Jochum,
Closed,RFP,1098111,To Provide Home Delivered Meals to Seniors and Individuals Suffering from Life-Challenging Medica,03/19/2019,04/30/2019,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Carol Craig,
Closed,Informal,1111038,Six Bushel Capacity Extra Duty Library Carts/Trucks,02/20/2020,03/06/2020,,N,Y,--,Department of Public Libraries,Noah Stone,
Closed,RFP,1097505,Check Management Services,03/11/2019,05/02/2019,,N,N,"Vasileva, Renata",Department of Finance,Molly Hayward-Koert,
Closed,Informal,1101046,Strategic Plan Refresh,04/22/2019,05/03/2019,,N,N,--,Department of Health & Human Svcs,Amanda Harris,
Closed,RFP,1099330,Friendly Visitation,03/25/2019,05/06/2019,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Lisa Yang,
Closed,RFP,1097383,Level I Substance Use Disorder Treatment for Adolescents and their Families,03/20/2019,05/09/2019,,N,N,"Jackson, Alicia",Department of Health & Human Svcs,Regina Morales,
Closed,RFP,1099275,Custodial Services for Indoor Swimming Pools,04/01/2019,05/13/2019,,N,Y,"DeLuca, Karen",Department of Recreation,Melanie Sasse,
Closed,Informal,1100438,Laundry Equipment  Maintenance Services,04/26/2019,05/13/2019,,N,N,--,Department of Correction & Rehabilitation,Kaye Beckley,
Closed,REOI,1098933,Off-Street License Plate Recognition (LPR) Management System,04/11/2019,05/13/2019,,N,N,"Harris, Eric",Department of Transportation,Javier Torres,
Closed,Informal,1102877,Social Media Management Services,05/06/2019,05/14/2019,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,Informal,1102478,Sex Offender Treatment Services,04/29/2019,05/15/2019,,N,N,--,Department of Correction & Rehabilitation,Rita Ellis,
Closed,RFP,1098208,Nurse Monitoring Community First Choice Program,03/22/2019,05/15/2019,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Chris Shao,
Closed,RFP,1086304,Food Services Operations,04/18/2019,05/20/2019,,N,N,"Harris, Eric",Department of General Services,Sunil Pandya,
Closed,RFP,1098917,"Planning, Design and Engineering Services for Transportation Facilities",04/08/2019,05/22/2019,,N,N,"Norris, Robert",Department of Transportation,Dan Sheridan,
Closed,Informal,1102686,Legislative Support - Council Office Communications,05/13/2019,05/30/2019,,N,Y,--,County Council,Susan Mabie,
Closed,RFP,1099372,"Public, Education and Government (PEG) Media Marketing Services",05/10/2019,05/31/2019,,N,Y,"Giambra, Sarah",Department of Technology Services,Donna Keating,
Closed,RFP,1083469,Medical Respite Program,01/15/2019,,Cancelled or Indefinitely Postponed,N,N,"Kapust, Suzanne",Department of Health & Human Svcs,LaSonya Kelly,
Closed,Informal,1103315,Furnish and Installation of a New Automatic Temperature Control System,05/30/2019,06/18/2019,,N,N,--,Department of General Services,Gus Montes De Oca,
Closed,REOI,1100291,Food Service Operation for the Council Office Building (COB),05/16/2019,07/08/2019,,N,N,"Harris, Eric",Department of General Services,Sunil Pandya,
Closed,RFP,1094334,"Montgomery County Council Third Floor Audio, Video and Technology Refresh",05/01/2019,07/10/2019,,N,N,"Giambra, Sarah",Department of Technology Services,Donna Keating,
Closed,Informal,1103146,Calibration and Repair of LIDAR/Radar Devices,07/03/2019,07/12/2019,,N,N,--,Police,John Mcgaha,
Closed,Informal,1097651,Tandem-Axle Open Utility Trailer with Drop Deck to Transport Scissor Lifts,07/08/2019,07/15/2019,,N,N,--,Department of General Services,Kathleen Hynes,
Closed,RFP,1088211,"Design, Build, Maintenance of Stormwater Projects For Water Quality Credits",10/04/2018,,Cancelled or Indefinitely Postponed,N,N,"Norris, Robert",Department of Environmental Protection,DEP Procurements,
Closed,RFP,1101699,Accounts Payable Forensics Software System,06/28/2019,07/29/2019,,N,N,"Vasileva, Renata",Department of Finance,Karen Smith,
Closed,IFB,1050829,Sodium Hypochlorite for Swimming Pools,02/19/2015,03/24/2015,,N,N,"DeLuca, Karen",Department of Recreation,Douglas Fox,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1050829
Closed,IFB,1087458,Screen Printed Athletic Apparel,06/04/2018,07/10/2018,,N,Y,"DeLuca, Karen",Department of Recreation,Allison Cohen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1087458
Active,RFP,1114453,Executive Office Building Energy Project Concept Study,03/19/2020,,Cancelled or Indefinitely Postponed,N,N,"Norris, Robert",Department of General Services,DGS Green,
Closed,Informal,1104876,Pet Waste Removal Project,07/23/2019,08/06/2019,,N,Y,--,Department of Environmental Protection,DEP Procurements,
Closed,Informal,1103863,Canine Veterinary Services,07/15/2019,08/09/2019,,N,Y,--,Fire & Rescue Services,Alyce Leach,
Closed,Informal,1103538,Temporary Nursing Services,07/29/2019,08/09/2019,,N,Y,--,Department of Correction & Rehabilitation,Rita Ellis,
Closed,RFP,1094246,Contract for Construction Contract Administration Inspection and Testing Services Basic Ordering Agreement,07/10/2019,08/16/2019,,N,N,"Norris, Robert",Department of Transportation,Dewa Salihi,
Closed,RFP,1095365,Uninterruptible Power Supply Services,07/12/2019,08/19/2019,,N,N,"Harris, Eric",Department of General Services,Homer Bakhtiary,
Closed,RFP,1086272,Marketing Services,12/12/2018,,Cancelled or Indefinitely Postponed,N,Y,"Steed, Jeffrey",Department of Transportation,Starr Montout,
Closed,Informal,1106617,Wheaton Library Caf�,07/23/2019,08/23/2019,,N,Y,--,Department of General Services,Sunil Pandya,
Closed,IFB,1073147,Residential Roadway Patching & Resurfacing,03/01/2017,04/04/2017,,N,N,"Fornatora, Sarah",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1073147
Closed,IFB,1073256,"Multi-Agency Custom Tailored Uniforms, Stock Uniforms, Accessories and Footwear",12/20/2017,03/15/2018,,N,N,"Karakaya, Penny Perrus",Police,Trantino Norwood,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1073256
Closed,Informal,1103954,Handheld Parking Enforcement Equipment,08/29/2019,09/09/2019,,N,N,--,Department of Transportation,Javier Torres,
Closed,IFB,1050717,Roof Replacement Council Office Building,03/23/2015,04/23/2015,,Y,N,"Collins, Todd",Department of General Services,Yousry Juakiem,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1050717
Closed,IFB,1040660,"Rockville Fire Station, No. 31, Roof Replacement",06/18/2014,07/29/2014,,Y,N,"Collins, Todd",Department of General Services,Rouben Ghazarian,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1040660
Closed,RFP,1094239,Vision Zero Coordinator,05/16/2019,,Cancelled or Indefinitely Postponed,N,Y,"McRae, Sarah",County Executive,Wade Holland,
Closed,IFB,1083479,"Purchase of Ultra-Low Sulfur Diesel, Biodiesel, and Renewable Diesel",04/05/2018,05/21/2018,,N,N,"Kapust, Suzanne",Department of General Services,Bradley Weatherly,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1083479
Closed,IFB,1060886,Sandy Spring Fire Station #40 Roof Replacement,01/21/2016,02/23/2016,,Y,N,"Collins, Todd",Department of General Services,Rouben Ghazarian,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1060886
Active,IFB,1113990,Montgomery Village and South Village Homes Lighting and Site Improvements,03/25/2020,05/27/2020,,Y,N,"Norris, Robert",Department of Housing & Community Affair,Cynthia Butler,
Active,Informal,1114735,Automotive Paint and Body Shop Supplies,04/23/2020,05/15/2020,,N,N,--,Department of General Services,Aubrey Bentham,
Closed,IFB,1074126,Skid-Steer Loaders with Dual Skid/All-Wheel Steer,04/26/2017,05/30/2017,,N,N,"Kapust, Suzanne",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1074126
Closed,IFB,1100167,"Court Reporting, Stenographic and Transcription Services",05/16/2019,,Cancelled or Indefinitely Postponed,N,N,"DeLuca, Karen",County Attorney's Office,Trevor Ashbarry,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1100167
Closed,IFB,1066029,"Elevator Renovation Holiday Park Senior Center, Silver Spring, MD",06/24/2016,07/11/2016,,Y,N,"Collins, Todd",Department of General Services,Homer Bakhtiary,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1066029
Closed,IFB,1086689,"Portable Fire Extinguisher and Kitchen Hood Fire Suppression System Inspection, Testing, Maintenance and Repair Services",03/27/2018,05/08/2018,,N,N,"Karakaya, Penny Perrus",Department of General Services,Joshua Malkin,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1086689
Closed,IFB,1071590,Transit Bus Enhanced Cleaning Service,02/28/2017,04/06/2017,,N,Y,"Kapust, Suzanne",Department of General Services,Keith Stickley,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1071590
Closed,IFB,1048078,Automotive Paint and Body Shop Supplies,04/09/2015,,Cancelled or Indefinitely Postponed,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Todd Hughes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1048078
Closed,IFB,1068157,HVAC Air Filters,10/12/2016,11/28/2016,,N,N,"Karakaya, Penny Perrus",Department of General Services,Jeff Fisher,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1068157
Active,IFB,1110132,Furnishing and Installation of Street Name and Traffic Sign Assemblies,03/12/2020,,Cancelled or Indefinitely Postponed,N,N,"Vasileva, Renata",Department of Transportation,Dan Sanayi,
Closed,IFB,1082494,Heavy and Automotive Original Equipment Manufacturer Service and Parts,02/21/2019,04/01/2019,,N,N,"Kapust, Suzanne",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1082494
Closed,IFB,1082038,HVAC/Refrigeration Equipment and Parts,01/19/2018,,Cancelled or Indefinitely Postponed,N,N,"Karakaya, Penny Perrus",Department of General Services,Frank Howard Jr,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1082038
Closed,IFB,1044890,Residential Roadway Resurfacing,10/01/2014,10/31/2014,,N,N,"Selvage, Deitric (Inactive Buyer)",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1044890
Closed,IFB,1062887,"Custodial Services Zone 4, 5, 6, 7",10/06/2017,01/16/2018,,N,Y,"Karakaya, Penny Perrus",Department of General Services,Gus Montes De Oca,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1062887
Closed,IFB,1065909,Good Hope Neighborhood Recreation Center,07/01/2016,08/25/2016,,Y,N,"Collins, Todd",Department of General Services,Mariam Zarif,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1065909
Closed,IFB,1102728,Security Gate Repair and Maintenance,10/01/2019,11/19/2019,,N,N,"Karakaya, Penny Perrus",Department of General Services,Robert Long,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1102728
Closed,Informal,1115347,MD 97-Non-Traversable Median from Price Avenue to Reedie Drive,04/09/2020,04/22/2020,,N,N,--,Department of Transportation,John Hoobler,
Closed,IFB,1083948,Garage #49 Slab Repairs,06/25/2018,08/01/2018,,N,Y,"Harris, Eric",Department of Transportation,Chabiram Deoraj,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1083948
Closed,IFB,1070894,"Court Reporting, Stenographic and Transcription Services (Secondary Award)",04/20/2017,05/23/2017,,N,N,"DeLuca, Karen",County Attorney's Office,John Markovs,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1070894
Closed,IFB,1060529,Swimming Pool Parts and Equipment,02/25/2016,03/30/2016,,N,N,"DeLuca, Karen",Department of Recreation,Melanie Sasse,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1060529
Closed,IFB,1049291,Deck Joint Rehabilitation of 11 County Bridges,01/05/2015,02/04/2015,,Y,N,"Norris, Robert",Department of Transportation,Mark Aebig,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1049291
Closed,IFB,1046745,Hydraulic Dredging of Gunners Lake and Lake Whetstone,10/01/2014,,Cancelled or Indefinitely Postponed,Y,N,"Collins, Todd",Department of Environmental Protection,DEP Procurements,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1046745
Closed,IFB,1033550,Rental of Construction Equipment,08/25/2014,09/24/2014,,N,N,"Selvage, Deitric (Inactive Buyer)",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1033550
Closed,IFB,1061600,Heavy and Automotive Original Equipment Manufacturer Service and Parts,10/28/2016,11/28/2016,,N,N,"Kapust, Suzanne",Department of General Services,Joanne Nightingale,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1061600
Closed,IFB,1038909,Superstructure Replacement and Rehabilitation of Bridge No. M-0111 Valley Road Over Booze Creek,12/04/2014,01/08/2015,,Y,N,"Norris, Robert",Department of Transportation,Uzair Asadullah,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1038909
Closed,Informal,1107295,Timetable Distribution by Persons with Developmental Disabilities,10/10/2019,11/06/2019,,N,N,--,Department of Transportation,Starr Montout,
Closed,IFB,1106743,EOB Roof Replacement,11/19/2019,12/18/2019,,Y,N,"Norris, Robert",Department of General Services,Leopoldo Perez Lavaud,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1106743
Closed,IFB,1051500,Street and Parking Facility Sweeping Services,01/28/2016,03/02/2016,,N,N,"DeLuca, Karen",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051500
Closed,IFB,1035962,Recreation Equipment,12/11/2013,01/14/2013,,N,N,"DeLuca, Karen",Department of Recreation,Allison Cohen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1035962
Closed,RFP,1099371,Montgomery County Government Youth Media Production Services,10/14/2019,12/04/2019,,N,N,"Giambra, Sarah",Department of Technology Services,Donna Keating,
Closed,IFB,1041295,Food & Grocery Services.,05/29/2014,06/30/2014,,N,N,"McRae, Sarah",Department of Transportation,Jeffrey Knutsen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1041295
Closed,IFB,1063779,Uniform Apparel,06/07/2016,07/08/2016,,N,Y,"Karakaya, Penny Perrus",Fire & Rescue Services,Leslie Maxam,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1063779
Closed,IFB,1100270,Transit and Heavy Duty Brake Reline Program and Brake System Replacement Parts,09/16/2019,10/16/2019,,N,N,"Yaeger, Segyung",Department of General Services,Aubrey Bentham,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1100270
Closed,IFB,1043787,Harley Davidson Police Motorcycle Maintenance and Repair Service,12/09/2014,12/22/2014,,N,N,"Schuler, Peter (Inactive Buyer)",Police,Greg Dilla,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1043787
Closed,IFB,1114620,Electric Motor/Pump Repair and Replacement for Swimming Pools,03/13/2020,04/16/2020,,N,N,"Karakaya, Penny Perrus",Department of Recreation,Carrie Headen,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1114620
Closed,Informal,1115195,Senior Policy Analysis,03/20/2020,03/27/2020,,N,Y,--,County Council,Susan Mabie,
Closed,IFB,1040958,Furnishing Blank and Finished Traffic & Street Name Signs,08/29/2014,09/29/2014,,N,N,"Selvage, Deitric (Inactive Buyer)",Department of Transportation,Dan Sanayi,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1040958
Closed,IFB,1028960,Commercial Tire Service and Inventory Supply,07/25/2014,08/25/2014,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Keith Stickley,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1028960
Closed,IFB,1051393,FY16 Public Safety Vehicles,05/01/2015,06/11/2015,,N,N,"Schuler, Peter (Inactive Buyer)",Department of General Services,Kathleen Hynes,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051393
Closed,IFB,1081554,Six Column Ballot Carrier,10/20/2017,11/21/2017,,N,N,"DeLuca, Karen",Board of Elections,Margie Roher,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1081554
Closed,IFB,1057364,Multi-Agency Uniform Apparel Tailoring and Alteration,10/21/2015,11/30/2015,,N,N,"Karakaya, Penny Perrus",Police,Andrea Hennessy-Welcome,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1057364
Closed,IFB,1084719,"Application of Slurry Seal, Crack Sealant and Asphalt Mix Products on Primary and Residential Roadways",05/01/2018,06/04/2018,,N,N,"Vasileva, Renata",Department of Transportation,Melissa Garner,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1084719
