mixedUseAssessmentKey,provalLrsnId,realEstatePropertyCode,assessmentChangeReasonTypeDsc,mixedUseAssessmentDate,commercialLandAmt,commercialImprovementAmt,totalCommercialAmt,residentialLandAmt,residentialImprovementAmt,totalResidentialAmt
1843,55381,35010033,,2011-01-01T00:00:00.000Z,182800,0,182800,33657400,43350100,77007500
1847,55381,35010033,01- Annual,2016-01-01T00:00:00.000Z,199500,0,199500,45437500,88379100,133816600
1851,55381,35010033,01- Annual,2020-01-01T00:00:00.000Z,216100,0,216100,48242300,101246500,149488800
1855,55383,35011007,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,0,0,0
1859,55384,35011008,,2009-01-01T00:00:00.000Z,200600,0,200600,36677200,134226200,170903400
1863,55384,35011008,,2011-01-01T00:00:00.000Z,183900,0,183900,33342900,120549900,153892800
1867,55663,36018005,,2010-01-01T00:00:00.000Z,214400,631700,846100,112000,193900,305900
1871,55663,36018005,01- Annual,2015-01-01T00:00:00.000Z,326400,1728000,2054400,0,615400,615400
1875,55672,36018014,01- Annual,2016-01-01T00:00:00.000Z,496800,2728400,3225200,87075000,148090700,235165700
1879,55672,36018014,03- Board of Equalization,2018-08-03T00:00:00.000Z,496800,2460200,2957000,92450000,170547500,262997500
1883,55672,36018014,,2009-01-01T00:00:00.000Z,496800,862400,1359200,70950000,124596200,195546200
1887,55672,36018014,,2011-01-01T00:00:00.000Z,455400,2576600,3032000,64500000,115453300,179953300
1891,56542,37010004,,2010-01-01T00:00:00.000Z,195800,15000,210800,452300,147400,599700
1895,56542,37010004,01- Annual,2016-01-01T00:00:00.000Z,226100,4300,230400,522400,147400,669800
1899,58083,38011004,01- Annual,2015-01-01T00:00:00.000Z,53400,1838200,1891600,8783600,198003000,206786600
1903,58083,38011004,01- Annual,2017-01-01T00:00:00.000Z,53400,1908800,1962200,9642000,189435200,199077200
1907,58083,38011004,01- Annual,2013-01-01T00:00:00.000Z,53400,1454300,1507700,7985100,180426500,188411600
1911,58083,38011004,01- Annual,2020-01-01T00:00:00.000Z,58800,1885800,1944600,9642000,234089500,243731500
1915,58084,38011005,,2010-01-01T00:00:00.000Z,26000,0,26000,3108300,0,3108300
1919,58084,38011005,01- Annual,2019-01-01T00:00:00.000Z,27100,0,27100,4890300,0,4890300
1923,58084,38011005,01- Annual,2015-01-01T00:00:00.000Z,27100,0,27100,4454900,0,4454900
1927,58086,38011007,01- Annual,2016-01-01T00:00:00.000Z,79100,0,79100,13605000,0,13605000
1931,58086,38011007,,2009-01-01T00:00:00.000Z,60700,0,60700,10682900,0,10682900
1935,58086,38011007,,2011-01-01T00:00:00.000Z,72800,0,72800,9079900,0,9079900
1939,58087,38011008,,2012-01-01T00:00:00.000Z,51600,0,51600,7719500,0,7719500
1943,58087,38011008,,2008-01-01T00:00:00.000Z,39600,0,39600,6970700,0,6970700
1947,58087,38011008,01- Annual,2018-01-01T00:00:00.000Z,51600,0,51600,9321300,0,9321300
1951,58088,38011009,01- Annual,2014-01-01T00:00:00.000Z,11100,0,11100,1653300,0,1653300
1955,58088,38011009,01- Annual,2017-01-01T00:00:00.000Z,11100,0,11100,1996400,0,1996400
1959,58088,38011009,01- Annual,2013-01-01T00:00:00.000Z,11100,0,11100,1653300,0,1653300
1963,58088,38011009,01- Annual,2020-01-01T00:00:00.000Z,12200,0,12200,1996400,0,1996400
1967,58089,38011010,,2010-01-01T00:00:00.000Z,8300,0,8300,993700,0,993700
1971,58089,38011010,01- Annual,2019-01-01T00:00:00.000Z,8700,0,8700,1563400,0,1563400
1975,58089,38011010,01- Annual,2015-01-01T00:00:00.000Z,8700,0,8700,1424200,0,1424200
1979,58091,38011012,01- Annual,2016-01-01T00:00:00.000Z,106900,0,106900,18382300,0,18382300
1983,58091,38011012,,2009-01-01T00:00:00.000Z,82100,0,82100,14434100,0,14434100
1987,58091,38011012,,2011-01-01T00:00:00.000Z,98400,0,98400,12268200,0,12268200
1991,58092,38011011,,2012-01-01T00:00:00.000Z,12000,0,12000,1794400,0,1794400
1995,58092,38011011,,2008-01-01T00:00:00.000Z,9200,0,9200,1620400,0,1620400
1999,58092,38011011,01- Annual,2018-01-01T00:00:00.000Z,12000,0,12000,2166800,0,2166800
2003,58116,18016019,01- Annual,2014-01-01T00:00:00.000Z,12754300,69309500,82063800,21000000,101271300,122271300
2007,58116,18016019,01- Annual,2013-01-01T00:00:00.000Z,12754300,67517600,80271900,21000000,84741400,105741400
2011,58116,18016019,,2012-01-01T00:00:00.000Z,12754300,67121400,79875700,21000000,44195500,65195500
2015,58264,15058015,,2008-01-01T00:00:00.000Z,189400,1160200,1349600,14454000,58596800,73050800
2019,58410,19015052,,2009-01-01T00:00:00.000Z,15000,345500,360500,198000,97300,295300
2023,58410,19015052,01- Annual,2014-01-01T00:00:00.000Z,125600,280700,406300,125600,93800,219400
2027,58884,14038008,01- Annual,2016-01-01T00:00:00.000Z,429000,3932400,4361400,18711000,77198000,95909000
2031,58884,14038008,03- Board of Equalization,2018-08-21T00:00:00.000Z,429000,3002600,3431600,19866000,77337600,97203600
2035,58884,14038008,,2009-01-01T00:00:00.000Z,429000,3303900,3732900,15246000,62057700,77303700
2039,58884,14038008,,2009-11-01T00:00:00.000Z,429000,3345200,3774200,15246000,59947500,75193500
2043,58908,06028028,01- Annual,2017-01-01T00:00:00.000Z,0,0,0,556700,0,556700
2047,58908,06028028,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,459500,0,459500
2051,59638,18027013,01- Annual,2016-01-01T00:00:00.000Z,845300,4848700,5694000,20412000,90986500,111398500
2055,59638,18027013,03- Board of Equalization,2017-08-31T00:00:00.000Z,845300,3224000,4069300,21672000,94795300,116467300
2059,59638,18027013,01- Annual,2013-01-01T00:00:00.000Z,845300,2814400,3659700,17640000,80895500,98535500
2063,59638,18027013,,2011-01-01T00:00:00.000Z,774900,2511200,3286100,15120000,68203500,83323500
2486,67062,28004212,01- Annual,2013-01-01T00:00:00.000Z,377200,1857000,2234200,14040000,55308500,69348500
2490,67117,34020268,,2010-01-01T00:00:00.000Z,75000,222000,297000,14840000,53742400,68582400
2494,67117,34020268,01- Annual,2019-01-01T00:00:00.000Z,93800,446900,540700,22790000,100281200,123071200
2498,67408,31025115,01- Annual,2020-01-01T00:00:00.000Z,126500,178500,305000,2160000,3033000,5193000
2502,67408,31025115,01- Annual,2018-01-01T00:00:00.000Z,115000,163200,278200,2160000,3017500,5177500
2506,67408,31025115,01- Annual,2014-01-01T00:00:00.000Z,115000,195800,310800,2160000,2702500,4862500
2510,67408,31025115,,2011-01-01T00:00:00.000Z,105800,0,105800,1980000,0,1980000
2514,67415,31025116,,2010-01-01T00:00:00.000Z,124800,20000,144800,672100,0,672100
2518,67419,14060069,,2010-01-01T00:00:00.000Z,427200,0,427200,11088000,0,11088000
2522,67439,15070003,,2010-01-01T00:00:00.000Z,990000,254100,1244100,6496000,0,6496000
2526,67440,15070004,,2012-01-01T00:00:00.000Z,2532500,3951200,6483700,0,0,0
2530,67527,14060078,,2011-06-22T00:00:00.000Z,51900,0,51900,4636900,0,4636900
2534,67538,11012030,05- Review,2013-09-12T00:00:00.000Z,201500,871100,1072600,0,0,0
2538,67538,11012030,01- Annual,2016-01-01T00:00:00.000Z,9600,1064700,1074300,443500,0,443500
2542,67538,11012030,01- Annual,2020-01-01T00:00:00.000Z,12500,877900,890400,544900,0,544900
2546,67539,11012031,01- Annual,2019-01-01T00:00:00.000Z,6000,631800,637800,237600,0,237600
2550,67539,11012031,05- Review,2013-09-12T00:00:00.000Z,123500,533900,657400,0,0,0
2554,67540,11012032,,2012-01-01T00:00:00.000Z,0,0,0,12840000,86248500,99088500
2558,67540,11012032,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,12840000,83107200,95947200
2562,67540,11012032,01- Annual,2019-01-01T00:00:00.000Z,309400,0,309400,12222200,88562100,100784300
2566,67563,17011058,01- Annual,2014-01-01T00:00:00.000Z,114100,178000,292100,1447600,1800100,3247700
2570,67746,14060080,,2012-01-01T00:00:00.000Z,542100,0,542100,17920000,0,17920000
2574,67746,14060080,03- Board of Equalization,2017-10-31T00:00:00.000Z,542100,3176200,3718300,22102000,76399800,98501800
2578,67746,14060080,01- Annual,2019-01-01T00:00:00.000Z,542100,4667000,5209100,22102000,79895600,101997600
2582,67751,17011059,,2012-01-01T00:00:00.000Z,918200,0,918200,8602400,0,8602400
2586,67752,17011060,01- Annual,2014-01-01T00:00:00.000Z,77800,121500,199300,987600,1228300,2215900
2590,67757,17011062,01- Annual,2013-01-01T00:00:00.000Z,1824600,0,1824600,9139800,1852200,10992000
2594,67758,17011063,,2012-01-01T00:00:00.000Z,63700,0,63700,348800,0,348800
2598,67759,17011064,01- Annual,2014-01-01T00:00:00.000Z,82000,64000,146000,410800,362400,773200
2602,67814,15070006,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,8120000,13731100,21851100
2606,67836,31025131,,2012-01-01T00:00:00.000Z,0,0,0,0,2652300,2652300
2610,67837,18038025,05- Review,2014-09-03T00:00:00.000Z,1674800,6387000,8061800,11280000,49863600,61143600
2614,67837,18038025,03- Board of Equalization,2015-08-21T00:00:00.000Z,1674800,6163100,7837900,12408000,53065600,65473600
2618,67837,18038025,03- Board of Equalization,2017-08-31T00:00:00.000Z,1674800,10438900,12113700,13912000,58697100,72609100
2622,67838,17011065,01- Annual,2015-01-01T00:00:00.000Z,198900,0,198900,0,0,0
2626,67849,14044261,01- Annual,2013-01-01T00:00:00.000Z,343800,1064700,1408500,18060000,69090900,87150900
2630,67849,14044261,01- Annual,2015-01-01T00:00:00.000Z,343800,1684400,2028200,19866000,80247400,100113400
2634,67849,14044261,01- Annual,2018-01-01T00:00:00.000Z,343800,2313100,2656900,22188000,85114600,107302600
2638,67863,15058016,01- Annual,2019-01-01T00:00:00.000Z,189400,1558000,1747400,18834000,75660400,94494400
2642,67863,15058016,03- Board of Equalization,2016-09-19T00:00:00.000Z,189400,1387700,1577100,17739000,74482800,92221800
2646,67863,15058016,01- Annual,2013-01-01T00:00:00.000Z,189400,1299800,1489200,15330000,65410600,80740600
2650,67912,26001112,01- Annual,2019-01-01T00:00:00.000Z,772200,6350800,7123000,15420000,74253400,89673400
2654,67946,14035026,01- Annual,2013-01-01T00:00:00.000Z,27300,0,27300,1328700,0,1328700
2658,67981,35003439,01- Annual,2013-01-01T00:00:00.000Z,844900,0,844900,24778800,0,24778800
2662,67982,35003035,05- Review,2014-09-15T00:00:00.000Z,136100,0,136100,3991200,0,3991200
2666,68003,17005012,01- Annual,2018-01-01T00:00:00.000Z,758100,3754100,4512200,40764000,172403300,213167300
2670,68003,17005012,05- Review,2018-09-26T00:00:00.000Z,758100,3036300,3794400,40764000,160893100,201657100
2674,68006,35011010,05- Review,2018-03-07T00:00:00.000Z,159500,3269000,3428500,30824600,117562600,148387200
2678,68006,35011010,01- Annual,2017-01-01T00:00:00.000Z,159500,3264700,3424200,30824600,115762700,146587300
2682,68006,35011010,01- Annual,2015-01-01T00:00:00.000Z,405800,1216300,1622100,35266000,121005600,156271600
2686,68007,35011011,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,31780000,113126100,144906100
2690,68007,35011011,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,31780000,127428000,159208000
2694,68007,35011011,01- Annual,2019-01-01T00:00:00.000Z,246300,0,246300,47607400,129565200,177172600
2698,68034,14035028,01- Annual,2020-01-01T00:00:00.000Z,0,0,0,100,0,100
2702,68034,14035028,01- Annual,2017-01-01T00:00:00.000Z,0,0,0,100,0,100
2706,68103,05056127,01- Annual,2018-01-01T00:00:00.000Z,0,0,0,0,0,0
2710,68105,22011272,01- Annual,2019-01-01T00:00:00.000Z,333700,897600,1231300,4980000,9318700,14298700
2714,68107,14035029,01- Annual,2016-01-01T00:00:00.000Z,768900,4094400,4863300,40500000,136696100,177196100
2718,68107,14035029,05- Review,2019-03-27T00:00:00.000Z,768900,3664200,4433100,43000000,167692600,210692600
2722,68151,15078025,01- Annual,2018-01-01T00:00:00.000Z,1097900,6069500,7167400,13330000,69971700,83301700
2726,68151,15078025,01- Annual,2015-01-01T00:00:00.000Z,1097900,5567400,6665300,11935000,48875600,60810600
2730,68363,35003023,05- Review,2016-04-05T00:00:00.000Z,295800,429800,725600,7926700,11179300,19106000
2734,68363,35003023,01- Annual,2020-01-01T00:00:00.000Z,81000,0,81000,6397900,0,6397900
2738,68520,17011068,01- Annual,2019-01-01T00:00:00.000Z,1053800,7937600,8991400,16426000,67880800,84306800
2742,68520,17011068,01- Annual,2015-01-01T00:00:00.000Z,1053800,6326900,7380700,14707000,58537500,73244500
2746,68773,20012393,03- Board of Equalization,2015-09-28T00:00:00.000Z,132200,712321,844521,12551000,34045379,46596379
2750,68773,20012393,03- Board of Equalization,2018-07-25T00:00:00.000Z,132200,902000,1034200,14018000,39482200,53500200
2754,69223,15005010,01- Annual,2020-01-01T00:00:00.000Z,494500,4080400,4574900,8220500,14747300,22967800
2758,69223,15005010,01- Annual,2017-01-01T00:00:00.000Z,449600,4515300,4964900,10138600,13071700,23210300
2762,69230,14013051,01- Annual,2020-01-01T00:00:00.000Z,0,0,0,22962000,80343600,103305600
2766,69271,15003009,05- Review,2018-03-07T00:00:00.000Z,213300,0,213300,3899500,53263200,57162700
2770,69463,35003840,01- Annual,2017-01-01T00:00:00.000Z,2453500,14745300,17198800,60114000,206167900,266281900
2774,69463,35003840,01- Annual,2020-01-01T00:00:00.000Z,2657900,10898800,13556700,60114000,299857100,359971100
2778,69508,18004071,01- Annual,2019-01-01T00:00:00.000Z,136200,1086100,1222300,4767800,17652900,22420700
2782,69646,14032005,01- Annual,2018-01-01T00:00:00.000Z,355000,2030700,2385700,22790000,97203800,119993800
2786,69646,14032005,01- Annual,2020-01-01T00:00:00.000Z,384600,958500,1343100,22790000,107560000,130350000
2790,69706,23040016,01- Annual,2020-01-01T00:00:00.000Z,310900,1413300,1724200,6774300,14326300,21100600
2794,69725,34027033,01- Annual,2019-01-01T00:00:00.000Z,403700,681600,1085300,35432000,102100100,137532100
2798,69726,34027034,01- Annual,2020-01-01T00:00:00.000Z,131700,0,131700,13172800,0,13172800
2802,69801,34027572,01- Annual,2020-01-01T00:00:00.000Z,1441600,499000,1940600,20456800,112924200,133381000
2806,69893,16038019,01- Annual,2019-01-01T00:00:00.000Z,1646700,11618900,13265600,26503300,125048900,151552200
2810,70001,15078026,01- Annual,2020-01-01T00:00:00.000Z,41300,1000,42300,9107600,0,9107600
2067,59699,06026052,01- Annual,2014-01-01T00:00:00.000Z,275000,1322100,1597100,1320000,7692700,9012700
2071,60209,14043031,,2009-09-01T00:00:00.000Z,576000,3934800,4510800,32934000,134030600,166964600
2075,60209,14043031,,2010-01-01T00:00:00.000Z,460800,3244500,3705300,27944000,113497200,141441200
2079,60209,14043031,01- Annual,2015-01-01T00:00:00.000Z,576000,4030600,4606600,38423000,143010000,181433000
2083,60209,14043031,01- Annual,2017-01-01T00:00:00.000Z,576000,4002800,4578800,42914000,139704300,182618300
2087,60209,14043031,03- Board of Equalization,2019-10-28T00:00:00.000Z,576000,3279600,3855600,43490000,146187500,189677500
2091,60248,29014016,01- Annual,2017-01-01T00:00:00.000Z,1218100,1311700,2529800,10370000,41207300,51577300
2095,60248,29014016,01- Annual,2016-01-01T00:00:00.000Z,1218100,7306700,8524800,9809500,41212700,51022200
2099,60248,29014016,01- Annual,2014-01-01T00:00:00.000Z,1216500,6019100,7235600,8397400,39573200,47970600
2103,60248,29014016,,2012-01-01T00:00:00.000Z,1210800,7794500,9005300,11280200,48635600,59915800
2107,60248,29014016,,2008-01-01T00:00:00.000Z,1892800,6171500,8064300,12408000,44757400,57165400
2111,60249,29014017,01- Annual,2020-01-01T00:00:00.000Z,622700,633900,1256600,3907600,20942100,24849700
2115,60249,29014017,,2011-08-01T00:00:00.000Z,690000,3693100,4383100,2420000,10479700,12899700
2119,60249,29014017,,2011-01-01T00:00:00.000Z,690000,3692700,4382700,2420000,10982100,13402100
2123,60249,29014017,01- Annual,2016-01-01T00:00:00.000Z,566100,3412400,3978500,4558900,19247300,23806200
2127,60249,29014017,01- Annual,2017-01-01T00:00:00.000Z,566100,612600,1178700,4819400,19244800,24064200
2131,60250,29014018,03- Board of Equalization,2016-10-31T00:00:00.000Z,310600,1606800,1917400,2501600,8974800,11476400
2135,60250,29014018,03- Board of Equalization,2014-12-12T00:00:00.000Z,310200,1535300,1845500,2141500,9573700,11715200
2139,60250,29014018,,2009-01-01T00:00:00.000Z,339500,787300,1126800,594000,1341400,1935400
2143,60250,29014018,05- Review,2013-10-31T00:00:00.000Z,310200,1535100,1845300,2141500,9549200,11690700
2147,60250,29014018,05- Review,2020-03-10T00:00:00.000Z,341700,346200,687900,2144200,10871100,13015300
2151,60313,14030057,,2009-01-01T00:00:00.000Z,1734500,475600,2210100,0,0,0
2155,60313,14030057,,2008-01-01T00:00:00.000Z,1734500,475600,2210100,0,0,0
2159,60314,14030058,,2011-01-01T00:00:00.000Z,758200,0,758200,5725700,0,5725700
2163,60399,06028031,,2009-01-01T00:00:00.000Z,276000,515600,791600,4884000,1541200,6425200
2167,60399,06028031,,2008-01-01T00:00:00.000Z,276000,605800,881800,4884000,2273600,7157600
2171,60399,06028031,05- Review,2015-02-27T00:00:00.000Z,230000,1584900,1814900,4884000,5793900,10677900
2175,60399,06028031,01- Annual,2017-01-01T00:00:00.000Z,230000,1496400,1726400,5476000,4723200,10199200
2179,60447,17010037,05- Review,2017-09-21T00:00:00.000Z,11720700,37588000,49308700,19264000,60208400,79472400
2183,60447,17010037,01- Annual,2017-01-01T00:00:00.000Z,11720700,46459800,58180500,19264000,64737000,84001000
2187,60447,17010037,01- Annual,2014-01-01T00:00:00.000Z,11720700,39988700,51709400,15680000,65162400,80842400
2191,60447,17010037,,2012-01-01T00:00:00.000Z,11720700,31814600,43535300,15680000,49262400,64942400
2195,60799,14044021,,2009-01-01T00:00:00.000Z,343800,862900,1206700,17028000,42281400,59309400
2199,60799,14044021,,2011-01-01T00:00:00.000Z,315200,919800,1235000,15480000,66273800,81753800
2203,62153,18024020,,2008-01-01T00:00:00.000Z,1405100,2939100,4344200,7524000,16654700,24178700
2207,62153,18024020,,2012-01-01T00:00:00.000Z,1405100,8977800,10382900,6840000,46022100,52862100
2211,62153,18024020,01- Annual,2015-01-01T00:00:00.000Z,1405100,8129300,9534400,8778000,48023400,56801400
2215,62153,18024020,03- Board of Equalization,2015-09-08T00:00:00.000Z,1405100,6966600,8371700,8778000,48023400,56801400
2219,62153,18024020,01- Annual,2020-01-01T00:00:00.000Z,1522200,9509500,11031700,9804000,50193300,59997300
2223,63377,18084013,,2012-01-01T00:00:00.000Z,385000,2724600,3109600,6480000,12769500,19249500
2227,63377,18084013,,2008-01-01T00:00:00.000Z,462000,2490600,2952600,7128000,11070800,18198800
2231,63377,18084013,01- Annual,2020-01-01T00:00:00.000Z,500500,3092000,3592500,6480000,14669700,21149700
2235,63377,18084013,01- Annual,2017-01-01T00:00:00.000Z,385000,2937200,3322200,7992000,11759200,19751200
2239,63380,31025113,,2009-01-01T00:00:00.000Z,261000,20000,281000,1500000,0,1500000
2243,63680,34027062,01- Annual,2011-01-01T00:00:00.000Z,890600,0,890600,25065000,0,25065000
2247,63680,34027062,05- Review,2012-10-23T00:00:00.000Z,973000,0,973000,24763300,0,24763300
2251,63680,34027062,03- Board of Equalization,2014-08-20T00:00:00.000Z,973600,0,973600,21177300,0,21177300
2255,63680,34027062,01- Annual,2017-01-01T00:00:00.000Z,822700,0,822700,26560100,0,26560100
2259,63681,34027063,01- Annual,2020-01-01T00:00:00.000Z,227900,1520200,1748100,22680000,107429100,130109100
2263,63681,34027063,05- Review,2014-03-27T00:00:00.000Z,244400,1150400,1394800,26016200,97183000,123199200
2267,63681,34027063,,2008-01-01T00:00:00.000Z,248600,1604800,1853400,24948000,99062200,124010200
2271,63681,34027063,,2010-10-01T00:00:00.000Z,194700,1670900,1865600,21476000,84338000,105814000
2275,63683,34027065,01- Annual,2009-01-01T00:00:00.000Z,823500,0,823500,22746700,0,22746700
2279,63683,34027065,01- Annual,2008-01-01T00:00:00.000Z,809300,0,809300,22352200,0,22352200
2283,63683,34027065,05- Review,2010-10-23T00:00:00.000Z,745200,0,745200,18134500,0,18134500
2287,63683,34027065,01- Annual,2016-01-01T00:00:00.000Z,790900,0,790900,23097700,0,23097700
2291,64730,17003583,01- Annual,2017-01-01T00:00:00.000Z,0,0,0,6692600,51742600,58435200
2295,64730,17003583,05- Review,2016-08-17T00:00:00.000Z,0,0,0,6303500,52940600,59244100
2299,64730,17003583,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,15005500,53418200,68423700
2303,64730,17003583,01- Annual,2020-01-01T00:00:00.000Z,0,0,0,6692600,64914100,71606700
2307,65311,32006028,,2009-11-01T00:00:00.000Z,1601600,6116200,7717800,17754000,64822800,82576800
2311,65611,14041187,,2012-01-01T00:00:00.000Z,249500,1491700,1741200,7560000,35178000,42738000
2315,65611,14041187,01- Annual,2014-01-01T00:00:00.000Z,249500,1828000,2077500,7560000,36507800,44067800
2319,65611,14041187,01- Annual,2017-01-01T00:00:00.000Z,249500,1878000,2127500,9288000,30011900,39299900
2323,65611,14041187,03- Board of Equalization,2019-10-28T00:00:00.000Z,249500,1764200,2013700,9537500,33930100,43467600
2327,65611,14041187,01- Annual,2018-01-01T00:00:00.000Z,249500,1762300,2011800,9288000,30448600,39736600
2331,65751,25017098,01- Annual,2016-01-01T00:00:00.000Z,2449600,13516700,15966300,13160000,46799000,59959000
2335,65751,25017098,01- Annual,2014-01-01T00:00:00.000Z,2449600,13245600,15695200,11280000,52775300,64055300
2339,65751,25017098,,2012-01-01T00:00:00.000Z,2449600,9106200,11555800,11280000,46129700,57409700
2343,65936,31025114,,2009-01-01T00:00:00.000Z,0,1554500,1554500,0,2024000,2024000
2347,65936,31025114,,2008-01-01T00:00:00.000Z,0,1135400,1135400,0,1436200,1436200
2351,66465,14035025,01- Annual,2013-01-01T00:00:00.000Z,20600,0,20600,1002000,0,1002000
2355,66470,18013011,,2010-10-01T00:00:00.000Z,0,3381800,3381800,0,6564700,6564700
2359,66470,18013011,01- Annual,2015-01-01T00:00:00.000Z,7314700,57691600,65006300,18788000,82645400,101433400
2363,66470,18013011,01- Annual,2019-01-01T00:00:00.000Z,7314700,63451000,70765700,20984000,88404200,109388200
2367,66889,14053061,01- Annual,,0,0,0,0,0,0
2371,66954,31022101,01- Annual,2016-01-01T00:00:00.000Z,70700,366300,437000,4350700,8179200,12529900
2375,66954,31022101,,2012-01-01T00:00:00.000Z,70700,0,70700,5640000,1000,5641000
2379,66960,32024004,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,0,52981600,52981600
2383,66960,32024004,,2010-01-01T00:00:00.000Z,0,0,0,0,42359100,42359100
2387,66962,31022102,01- Annual,2013-01-01T00:00:00.000Z,0,137700,137700,0,8235500,8235500
2391,66975,16038014,,2010-01-01T00:00:00.000Z,299200,0,299200,4256900,0,4256900
2395,66975,16038014,01- Annual,2017-01-01T00:00:00.000Z,415100,0,415100,6627500,0,6627500
2399,66975,16038014,03- Board of Equalization,2018-10-10T00:00:00.000Z,415100,2803300,3218400,6680600,28692600,35373200
2403,66976,16038015,05- Review,2017-10-31T00:00:00.000Z,1599400,3056000,4655400,25536600,49002700,74539300
2407,66976,16038015,01- Annual,2015-01-01T00:00:00.000Z,1599400,0,1599400,22864100,0,22864100
2411,66976,16038015,01- Annual,2013-01-01T00:00:00.000Z,1577000,0,1577000,19178900,0,19178900
2415,66989,25016012,,2011-06-01T00:00:00.000Z,0,4888700,4888700,0,30030800,30030800
2419,66989,25016012,01- Annual,2014-01-01T00:00:00.000Z,4313800,24832800,29146600,15666600,76847800,92514400
2423,66989,25016012,01- Annual,2017-01-01T00:00:00.000Z,4313800,29371600,33685400,19322200,66993500,86315700
2427,66989,25016012,01- Annual,2019-01-01T00:00:00.000Z,4313800,26279500,30593300,15666600,68203700,83870300
2431,66990,25016013,01- Annual,2020-01-01T00:00:00.000Z,543700,0,543700,1794900,0,1794900
2435,66990,25016013,01- Annual,2016-01-01T00:00:00.000Z,494200,0,494200,2094100,0,2094100
2439,66990,25016013,,2012-07-01T00:00:00.000Z,494200,0,494200,1794900,0,1794900
2443,66991,25016014,01- Annual,2013-01-01T00:00:00.000Z,16100,0,16100,58400,0,58400
2447,66991,25016014,,2010-01-01T00:00:00.000Z,15500,0,15500,55800,0,55800
2451,66991,25016014,01- Annual,2017-01-01T00:00:00.000Z,16100,0,16100,72100,0,72100
2455,66991,25016014,05- Review,2020-04-02T00:00:00.000Z,17900,0,17900,59800,0,59800
2459,66997,32006032,01- Annual,2018-01-01T00:00:00.000Z,0,970200,970200,0,0,0
2463,66998,32006033,01- Annual,2019-01-01T00:00:00.000Z,0,909200,909200,0,0,0
2467,66999,32006034,01- Annual,2020-01-01T00:00:00.000Z,1057400,0,1057400,11620000,76755800,88375800
2471,67062,28004212,01- Annual,2018-01-01T00:00:00.000Z,377200,1534800,1912000,14040000,60064800,74104800
420,26000,15074012,01- Annual,2014-01-01T00:00:00.000Z,17100,0,17100,1462700,7087700,8550400
424,26000,15074012,01- Annual,2016-01-01T00:00:00.000Z,17100,0,17100,1692500,7380200,9072700
428,26000,15074012,01- Annual,2018-01-01T00:00:00.000Z,17100,0,17100,1797000,0,1797000
432,26001,15074013,01- Annual,2017-01-01T00:00:00.000Z,17100,0,17100,1797000,7326500,9123500
436,26001,15074013,03- Board of Equalization,2019-10-10T00:00:00.000Z,17400,0,17400,1790800,7666500,9457300
440,26001,15074013,01- Annual,2015-01-01T00:00:00.000Z,17100,0,17100,1608900,7326800,8935700
444,26001,15074013,,2009-01-01T00:00:00.000Z,17100,0,17100,1374400,0,1374400
448,26002,15074014,,2010-01-01T00:00:00.000Z,13700,0,13700,1166100,0,1166100
452,26002,15074014,,2008-01-01T00:00:00.000Z,17100,0,17100,1374400,0,1374400
456,26002,15074014,05- Review,2015-09-03T00:00:00.000Z,17100,0,17100,1608900,7324300,8933200
460,26002,15074014,01- Annual,2019-01-01T00:00:00.000Z,17100,0,17100,1797000,7936300,9733300
464,26002,15074014,01- Annual,2020-01-01T00:00:00.000Z,18800,0,18800,1790800,7957100,9747900
468,26003,15074015,03- Board of Equalization,2018-08-21T00:00:00.000Z,8600,0,8600,898500,3781600,4680100
472,26003,15074015,03- Board of Equalization,2016-09-19T00:00:00.000Z,8600,0,8600,846200,3740700,4586900
476,26003,15074015,01- Annual,2013-01-01T00:00:00.000Z,8600,0,8600,731300,2868200,3599500
480,26003,15074015,,2012-01-01T00:00:00.000Z,8600,0,8600,731300,0,731300
484,26004,15074016,,2011-01-01T00:00:00.000Z,28200,0,28200,2252200,0,2252200
488,26004,15074016,01- Annual,2014-01-01T00:00:00.000Z,30700,0,30700,2627600,12777800,15405400
492,26004,15074016,01- Annual,2016-01-01T00:00:00.000Z,30700,0,30700,3040500,13305200,16345700
496,26004,15074016,01- Annual,2018-01-01T00:00:00.000Z,30700,0,30700,3228200,0,3228200
500,26005,15074017,01- Annual,2017-01-01T00:00:00.000Z,6700,0,6700,703200,2889300,3592500
504,26005,15074017,03- Board of Equalization,2019-10-10T00:00:00.000Z,6800,0,6800,700800,3023400,3724200
508,26005,15074017,01- Annual,2015-01-01T00:00:00.000Z,6700,0,6700,629600,2889400,3519000
512,26005,15074017,,2009-01-01T00:00:00.000Z,6700,0,6700,537800,0,537800
516,26006,15074018,,2010-01-01T00:00:00.000Z,12100,0,12100,1030100,0,1030100
520,26006,15074018,,2008-01-01T00:00:00.000Z,15100,0,15100,1214100,0,1214100
524,26006,15074018,05- Review,2015-09-03T00:00:00.000Z,15100,0,15100,1421300,6499000,7920300
