Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2009,07/25/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Harness,Racing,Harness,Clear 75 Deg,Here Comes Kris,JAMES P. TRACY, ,Here Comes Kris-James Tracy-Lame R foot-foot baths & rest,Lameness
2009,07/26/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,I KNOW IT'S TRUE,SALVATORE . IORIO JR, ,I Know It's True-Tr. Salvatore Iorio  Jr.-LM sesamoid fx-euthanized,Euthanasia
2009,07/26/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Turf,Racing,Thoroughbred,Cloudy,Corrupt Judge,JOFFRE M. CORREA, ,Corrupt Judge-Tr. Joffre Correa- was ambulanced off-Trainer found nothing wrong with the horse,Steward's List
2009,07/27/2009,EQUINE DEATH,Yonkers Raceway,After race,Racing,Harness,Clear,Left Handed Gun,DENNIS J. LATERZA, ,Left Handed Gun-Tr. Dennis Laterza-fx RF cannon bone-euthanized,Equine Death
2009,07/27/2009,STEWARDS/VETS LIST,Yonkers Raceway,After racing,Racing,Harness,Clear,All Over The Place,COLIN JOHNSON, ,All Over The Place-Tr. Colin Johnson-finished race lame-farm rest,Steward's List
2009,07/28/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,UOMO GRANDE,BRUCE D. ANDERSON, ,Uomo Grande-Tr. Bruce Anderson-Fx L carpus-euthanized,Euthanasia
2009,07/29/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),3/4 Pole,Racing,Thoroughbred,Cloudy,Alexandros,DELMER W. CARROLL II, ,Alexandros-Tr. Delmer Carroll II-fx both RF sesamoids-Euthanized,Equine Death
2009,07/29/2009,RACING INCIDENT,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,Cloudy,Terpsichorean,JONATHAN E. SHEPPARD, ,Terpsichorean-Tr. Jonathan Sheppard-Flipped in Paddock-scratched,Injury
2009,07/30/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Turf,Racing,Thoroughbred,Clear,Big Gavel,GARY C. CONTESSA, ,Big Gavel-Tr. Gary Contessa-ambulanced off-sore back-farm rest,Steward's List
2009,07/30/2009,STEWARDS/VETS LIST,Yonkers Raceway,Post Parade,Racing,Harness,Clear,Falcons Fire A,DELVY S. LLOPEZ, ,Falcons Fire A-Delvy Llopez-LF lameness-scratched-Vet to examine,Steward's List
2009,07/31/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,clear,Eric's Image,GARY LEONARDI, ,Eric's Image-Tr. Gary Leonardi-RF lameness-scratched-rest and foot baths,Steward's List
2009,08/01/2009,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,R Roux,CLAUDE L. HUCKABONE JR, ,R Roux-Tr. C. Huckabone  Jr.-collided w/ Karate Chris-Tr. G. Campbell ran into Romi Mystic-Tr. D. Gill-no injuries reported,Steward's List
2009,08/01/2009,STEWARDS/VETS LIST,Batavia Downs,Batavia Downs,Racing,Harness,82 degrees and sunny,Exponential,ROBERT H. GRUBER III, ,Exponential-Tr. Robert Gruber III-LF lameness-no longer racing,Injury
2009,08/01/2009,STEWARDS/VETS LIST,Vernon Downs,Vernon Downs,Racing,Harness,Clear,Ones All I Need,JESSICA L. OKUSKO, ,Ones All I Need-Tr. Jessica Okusko-LH lameness-turned out,Steward's List
2009,08/01/2009,STEWARDS/VETS LIST,Vernon Downs,Vernon Downs,Racing,Harness,Clear,Sheenajunglequeen,SARAH J. OSMELOSKI, ,Sheenajunglequeen-Tr. Sarah Osmeloski-hobble burns both F legs-scratched,Steward's List
2009,08/02/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,Cloudy,It's My Day,ROBERT J. REINACHER, ,It's My Day-Tr. Robert Reinacher-Flipped in Paddock  fx skull and died,Equine Death
2009,08/03/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish of race.,Racing,Thoroughbred,Clear,Cleric,GEORGE R. WEAVER, ,Cleric-Tr. George Weaver-Horse suffered heat exhaustion-doing fine, 
2009,08/04/2009,EQUINE DEATH,Belmont Park (NYRA),Barn area,Training,Thoroughbred,Clear,Joe Bravo,PAULO H. LOBO, ,Joe Bravo-Tr. Paulo Lobo-horse reared-unseated rider-fell & fx neck-euthanized,Equine Death
2009,08/04/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,STORM'S A COMIN,JASON F. GILIFORTE, ,Storm's A Comin-Tr. Jason Giliforte-LF fetlock-ruptured suspensory-biaxial sesamoid fx-euthanized,Euthanasia
2009,08/04/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),1 mile pole main track,Training,Thoroughbred,Clear,Finally Made it,TIMOTHY S. RITVO, ,Finally Made It-Tr. Tim Ritvo-Fx LF cannon bone-euthanized,Equine Death
2009,08/04/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Barn 12,Other,Thoroughbred,n/a,Wishful Star,ANGEL A. PENNA JR, ,Wishful Star-Tr. Angel Penna-inoperable colic-euthanized,Equine Death
2009,08/04/2009,STEWARDS/VETS LIST,Yonkers Raceway,After finish,Racing,Harness,Clear,Shutter Clicker,PAUL A. JESSOP, ,Shutter Clic ker-Tr. Paul Jessop-finished lame-must requalify,Steward's List
2009,08/05/2009,FALL OF HORSE,Saratoga Racecourse (NYRA),After crossing finish line,Racing,Thoroughbred,Clear,Hidden Face,ROBERT J. FRANKEL, ,Hidden Face-Tr. Robert Frankel-minor scratches to hind legs  horse ok-Jockey treated & released,Injury
2009,08/06/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Barn #2,Other,Thoroughbred,Clear,Executive Fleet,LINDA L. RICE, ,Executive Fleet-Tr. Linda Rice-severe laminitis LF hoof-euthanized,Equine Death
2009,08/06/2009,RACING INJURY,Saratoga Racecourse (NYRA),3/8 pole,Racing,Thoroughbred,Clear,Pluto,TODD A. PLETCHER, ,Pluto-Tr. Todd Pletcher-pulled up-suffered suspensory ligament-horse retired,Injury
2009,08/06/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),1/4 pole - Main track,Racing,Thoroughbred,Clear,Hubbard,ANTHONY J. RYAN, ,Hubbard-Tr. Anthony Ryan-pulled up-tender footed-rested,Steward's List
2009,08/06/2009,STEWARDS/VETS LIST,Vernon Downs,Main track,Racing,Harness,CLEAR,HECKUVAROSA,LYNN WHITMER, ,Heckuvarosa-Tr. Lynn Whitmer-broke boot-stumbled & fell-unseated driver-abrasion to chest-horse fine,Steward's List
2009,08/07/2009,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,DISCO DOC,EDWARD J. BABCOCK, ,Disco Doc-Tr. Edward Babcock-horse bled and was pulled up-cannot run for 90 days,Steward's List
2009,08/07/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80's warm,Reconquete,FRANK GALANTE SR, ,Reconquete-Tr. Frank Galante  Sr.-Lame RF-scratched-turned out,Lameness
2009,08/08/2009,FALL OF HORSE,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Amazing Stand,GEORGE D. MERTON JR, ,Amazing Stand-Tr. George Merton  Jr.-fell-cuts  bruises & scrapes R shoulder/knee-prognosis for fast recovery-no injury to driver,Accident
2009,08/08/2009,STEWARDS/VETS LIST,Vernon Downs,Paddock,Racing,Harness, ,Christopher Paul,ADAM J. WAHL, ,Christopher Paul-Tr. Adam Wahl-horse out of control-scratched-no injury to horse reported,Steward's List
2009,08/08/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80s clear,TOKEN,ERIC L. ABBATIELLO, ,Token-Tr. Eric Abbatiello-lame LF ankle-scratched-to requalify,Steward's List
2009,08/10/2009,ACCIDENT - DRIVER/JOCKEY,Batavia Downs,Batavia Downs,Racing,Harness,clear - 78 degrees,DEVILINHISEYES,FRANK W. MAYS JR, ,Devilinhiseyes-Tr. Frank Mays  Jr.-interference-Driver Kevin Cummings unseated-horse and driver appear to be fine, 
2009,08/10/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,Sunny,Avie's Tale,TIMOTHY E. SALZMAN, ,Avie's Tale-Tr. Timothy Salzman-flipped in paddock before race-scratched,Steward's List
2009,08/10/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,Nicksappealinglady,GARY C. CONTESSA, ,Nicksappealing Lady-Tr. Gary Contessa-horse did not look good-Vet scratched-horse doing fine,Accident
2009,08/11/2009,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,Monticello barn,Other,Harness, ,Bowl Lane,ROBERT T. LOUNSBURY, ,Bowl Lane-Tr. Robert Lounsbury-muscle weakness-condition deteriorated-euthanized,Equine Death
2009,08/11/2009,RACING INJURY,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness, ,Coco Myria,DENNIS S. MILLER, ,Coco Myria-Tr. Dennis Miller-fx LF pastern,Injury
2009,08/11/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,My Awesome Babe,GARY R. CAMPBELL, ,My Awesome Babe-Tr. Gary Campbell-lame LR stifle-scratched,Steward's List
2009,08/12/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness, ,Up Front Tornado,RONALD L. CUSHING, ,Up Front Tornado-Tr. Ronald Cushing-Lame LF suspensory-taken home,Steward's List
2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Main Track,Unknown,Thoroughbred,Clear,Comissioner Chris,RAINDRANAUTH . PERSAUD RANDI, ,Commissioner Chris-Tr. R. Persaud-Eased up-saddle slipped-no injuries reported,Steward's List
2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Main Track,Unknown,Thoroughbred,Clear,Firewood,BRUCE N. LEVINE, ,Firewood-Tr. Bruce Levine-Eased at the 1/2 mile pole-possible mild heat stroke-horse fine,Steward's List
2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,Elder Statesman,WILLIAM F. ALLYN, ,Elder Skatesman-Tr. William Allyn-Jockey stated problem with RF foot-scratched-horse fine,Steward's List
2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,New Fandan,NEAL J. TERRACCIANO, ,New Fandan-Tr. Neal Terracciano-scratched before race,Steward's List
2009,08/13/2009,EQUINE DEATH,Batavia Downs,Batavia Downs barn area,Training,Harness, ,Canvas Master,MICHAEL E. BAUMEISTER, ,Canvas Master-Tr. Michael Baumeister-fell and died in barn area after jog,Equine Death
2009,08/13/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,BABY THINKER,RAFAEL G. ROHENA SR, ,Baby Thinker-Tr. Rafael Rohena  Sr.-R knee fx-euthanized,Euthanasia
2009,08/13/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,Here Comes Kris,JAMES P. TRACY, ,Here Comes Kris-Tr. James Tracy-Lameness RF foot-scratched,Steward's List
2009,08/13/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,Cloudy  70's,Black Brinny,JOSEPH S. ANDERSON, ,Black Brinny-Tr. Joseph Anderson-RF lameness-scratched,Steward's List
2009,08/14/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear 75 degrees,Armbro Donovan,THOMAS T. CARTER, ,Armbro Donovan-Tr. Thomas Carter-RR lameness-treat & rest,Steward's List
2009,08/14/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear 75 degrees,Holiday Man,CYNTHIA A. MILANO, ,Holiday Man-Tr. Cyntia Milano-Both F feet sore-scratched-horse ok,Steward's List
2009,08/15/2009,FALL OF HORSE,Batavia Downs,Batavia Downs,Racing,Harness, ,Sparks of Gold,NEAL RUSSO, ,Sparks of Gold-Tr. Neal Russo-choked-went down on track-bled-scratched-full recovery,Injury
2009,08/15/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,Clear  80's  humid,Moon Beam,ERIC L. ABBATIELLO, ,Moon Beam-Tr. Eric Abbatiello-pulled up-DNF-A Fib,Steward's List
2009,08/17/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA), ,Racing,Thoroughbred, ,San Naa,GARY J. SCIACCA, ,San Naa-Tr. Gary Sciacca-pulled up and vanned off-no problems found,Steward's List
2009,08/17/2009,STEWARDS/VETS LIST,Yonkers Raceway,DNF,Racing,Harness,Warm - Clear,Serene Yankee,JULIE E. MILLER, ,Serene Yankee-Tr. Julie Miller-refused to trot-pulled up-DNF-horse ok,Steward's List
2009,08/20/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80's  cloudy  humid,Another Mike,PETER KLEINHANS, ,Another Mike-Tr. Peter Kleinhans-horse would not stay on pace-equipment issue-scratched,Steward's List
2009,08/21/2009,EQUINE DEATH,Batavia Downs,Batavia Downs,Racing,Harness,clear and 78 degrees,West Teen,GREGORY M. LUTHER, ,West Teen-Tr. Gregory Luther-fx LR leg-euthanized,Euthanasia
2009,08/21/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80's  light rain,GRO,JOSEPH S. ANDERSON, ,Gro-Tr. Joseph Anderson-choked down-possible A Fib-DNF-must requalify,Steward's List
2009,08/22/2009,STEWARDS/VETS LIST,Tioga Downs,Main Track 1/2 pole,Racing,Harness,Clear 78 degrees,Colonel Lindy,PAUL E. BERNARDO, ,Colonel Lindy-Tr. Paul Bernardo-fx R knee-will not race again,Steward's List
2009,08/22/2009,STEWARDS/VETS LIST,Tioga Downs,Main Track near paddock entrance,Racing,Harness,Clear,Holly Hill cam,JEFFREY L. SORENSON, ,Holly Hill Cam-Tr. Jeffrey Sorenson-aggitated-unseated driver-no injuries claimed,Steward's List
2009,08/23/2009,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn # 9,Other,Thoroughbred, ,Victorious Dream,DAVID JACOBSON, ,Victorious Dream-Tr. David Jacobson-laminitis LF hoof-euthanized,Euthanasia
2009,08/23/2009,STEWARDS/VETS LIST,Tioga Downs,Main Track 1/2 Pole,Racing,Harness,Clear 75 degrees,Ignite My Fire,MICHAEL D. DETERS, ,Ignite My Fire-Tr. Michael Deters-lameness-suspensory R leg-retired,Steward's List
2009,08/24/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,KRISBALADY,MICHAEL S. FERRARO, ,Krisbalady-Tr. Michael Ferraro-fx LH ankle-euthanized,Euthanasia
2009,08/25/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,clear,Blissfull Doll,JAMES J. MARTUSCELLO, ,Blissfull Doll-Tr. James Martuscello-RF leg lameness-scratched,Steward's List
2009,08/27/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish line,Racing,Thoroughbred,Clear,Uncle Pat,ROBERT A. BARBARA, ,Uncle Pat-Tr. Robert Barbara-ambulanced off after finish-slight swelling-horse ok,Steward's List
2009,08/28/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Other,Thoroughbred, ,SARATOGA LASS,MANUEL A. GOMEZ-SIERRA, ,Saratoga Lass-Tr. M. Gomez-Sierra-old fx & degenerative joint disease-lame-euthanized,Euthanasia
2009,08/28/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Rain,Yobro's Joboy,CHESTER W. POOLE, ,Yobro's Joboy-Tr. Chester Poole-lame LR leg-scratched-to be rested,Steward's List
2009,08/28/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,60's  rain,Haste,MICHAEL A. FORTE, ,Haste-Tr. Michael Forte-LF lameness-Scratched,Steward's List
2009,08/28/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,60's  rain,Zion Train,MICHAEL J. MARX, ,Zion Train-Michael Marx-Lame LH leg-scratched,Steward's List
