ID,Year,Method,"CLL.A.1_Quality of cultural and learning services and programs in Austin (e.g. libraries, museums, cultural centers and events)","CLL.A.3_Quality of the City's cultural and learning facilities (e.g. libraries, cultural centers, City museums)",CLL.A.4_Attended a cultural event or program organizedby the City in the past 6 months,CLL.A.5_Overall quality of life in the city,CLL.A.5_Have you participated in a City of Austin recreation program/event?,CLL.C.1_The City of Austin as a place where I feel welcome,CLL.D.1_Austin is a place that honors and preserves my personal heritage,CLL.E.1_CLL.E.2_Have you participated in a lifelong learning activity in the past 3 months (learning activity or class unrelated to work),"CLL.E.3_City-offered lifelong learning events, activities, and resources (Classes or learning materials)",HE.C.3_Overall quality of City of Austin parks and recreation programs or classesoffered by the City,"HE.C.3_Quality of City of Austin Park facilities (includes recreation, senior, nature,cultural centers and museums)",HE.C.3_Special/Weighted Measure,HE.E.2_I have frequent contact with friends and neighbors outside of my home,S.A.1_I feel safe in my neighborhood during the day,S.A.1_I feel safe in my neighborhood at night,S.A.1_I feel safe walking alone downtown during the day,S.A.1_I feel safe in my home,S.A.1_I feel safe walking alone downtown at night,S.A.1_S.B.4_I feel safe in my workplace,S.A.1_I feel safe in city parks,S.A.1_Special/Weighted Measure,S.A.2_I trust Austin Police Department (APD),S.A.2_I trust Austin Fire Department (AFD),S.A.2_I trust Emergency Medical Services (EMS),S.A.2_Special/Weighted Measure,"S.A.3_I am confident that in case of an emergency, my response will be delivered effectively","S.B.3_I have sufficient knowledge and understanding of community laws, codes, and ordinances",S.C.2_I have access to information and education on disasters and other major emergencies,"S.C.3_I feel prepared to help myself, my family, and my neighbors to respond to disasters and major emergencies","S.D.2_I feel I was treated fairly during my enforcement process (arrests, tickets, warnings, code violations)","S.D.2_I feel I was treated fairly during my judicial process (traffic and parking ticket processing, fine collections, misdemeanor court case appearances)",S.D.2_Special/Weighted Measure,M.B.2_Cost of transportation to get around Austin,M.B.3_Did your household reduce the total number of cars owned/leased in the household by one or more within the last year?,"M.C.2_Transportation options (aside from personal vehicle) to get around Austin (e.g. ride share, but/train, bike, walk)","M.E.1_Condition of major city streets (Congress Ave, Lamar, South First, Burnet, etc.)",M.E.2_Overall maintenance of city sidewalks,"GTW.B.6_Condition of City facilities and buildings (e.g. clean, safe, accessible)",GTW.B.6_Special/Weighted Measure,GTW.C.1_Services provided by the City’s 3-1-1 assistance telephone number,GTW.C.2_GTW.F.1_Overall quality of services provided by the City of Austin,GTW.C.3_Overall value that you receive for your city tax dollars and fees,GTW.E.2_Civic engagement experience with the City,GTW.E.3_The City’s effort to support dialogue between residents and government,GTW.G.1_Employees of the City of Austin are ethical in the way they conduct City business.,GTW.G.6_The City's efforts to be fair,GTW.G.6_The City's efforts to be transparent,GTW.G.6_Special/Weighted Measure,City,Council District,Block Level X Longitude,Block Level Y Latitude
2015_1535,01/01/2015 12:00:00 AM,,,,,3,0,,,,,9,9,0.6257,,4,4,4,,1,,9,,,,,,,,,,,,,,,,3,,,,4,3,2,,,9,,,,Austin,7,-97.693,30.396
2015_1536,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,5,4,4,,9,,4,,,,,,,,,,,,,,,,2,,,,9,4,4,,,4,,,,Austin,10,-97.745,30.369
2015_1537,01/01/2015 12:00:00 AM,,,,,2,1,,,,,3,3,0.6257,,4,4,3,,3,,4,,,,,,,,,,,,,,,,4,,,,4,3,2,,,2,,,,Austin,4,-97.675,30.36
2015_1538,01/01/2015 12:00:00 AM,,,,,2,0,,,,,2,2,0.6257,,3,3,3,,3,,3,,,,,,,,,,,,,,,,3,,,,2,2,2,,,2,,,,Austin,8,-97.859,30.224
2015_1539,01/01/2015 12:00:00 AM,,,,,3,0,,,,,3,9,0.6257,,4,3,5,,4,,4,,,,,,,,,,,,,,,,4,,,,4,4,3,,,5,,,,Austin,7,-97.718,30.416
2015_1540,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,4,0.6257,,5,5,4,,4,,4,,,,,,,,,,,,,,,,4,,,,4,4,3,,,9,,,,Austin,8,-97.795,30.267
2015_1541,01/01/2015 12:00:00 AM,,,,,2,0,,,,,9,9,0.6257,,5,5,4,,2,,9,,,,,,,,,,,,,,,,2,,,,5,5,2,,,4,,,,Austin,8,-97.919,30.192
2015_1542,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,4,0.6257,,5,4,5,,3,,5,,,,,,,,,,,,,,,,3,,,,9,4,9,,,9,,,,Austin,9,-97.715,30.294
2015_1543,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,4,4,5,,3,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,5,,,,Austin,6,-97.755,30.443
2015_1544,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,4,0.6257,,4,3,4,,2,,2,,,,,,,,,,,,,,,,2,,,,2,4,2,,,3,,,,Austin,2,-97.76,30.18
2015_1545,01/01/2015 12:00:00 AM,,,,,3,0,,,,,3,2,0.6257,,3,3,3,,2,,2,,,,,,,,,,,,,,,,3,,,,3,3,2,,,3,,,,Austin,3,-97.696,30.239
2015_1554,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,4,,,,9,4,4,,,9,,,,Austin,10,-97.778,30.363
2015_1546,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,4,4,,2,,5,,,,,,,,,,,,,,,,4,,,,5,4,3,,,4,,,,Austin,2,-97.796,30.207
2015_1547,01/01/2015 12:00:00 AM,,,,,5,1,,,,,3,3,0.6257,,4,4,5,,4,,4,,,,,,,,,,,,,,,,1,,,,4,4,3,,,4,,,,Austin,3,-97.728,30.223
2015_1548,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,9,0.6257,,5,5,4,,2,,4,,,,,,,,,,,,,,,,4,,,,5,5,4,,,4,,,,Austin,6,-97.734,30.414
2015_1549,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,5,4,1,,1,,4,,,,,,,,,,,,,,,,4,,,,4,5,4,,,9,,,,Austin,2,-97.79,30.215
2015_1550,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,4,,,,9,4,4,,,9,,,,Austin,8,-97.832,30.253
2015_1551,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,3,0.6257,,5,4,4,,9,,4,,,,,,,,,,,,,,,,4,,,,9,4,5,,,5,,,,Austin,8,-97.855,30.209
2015_1552,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,9,0.6257,,5,5,9,,9,,9,,,,,,,,,,,,,,,,2,,,,9,4,3,,,3,,,,Austin,9,-97.731,30.309
2015_1557,01/01/2015 12:00:00 AM,,,,,5,1,,,,,4,4,0.6257,,5,4,5,,4,,5,,,,,,,,,,,,,,,,4,,,,3,4,4,,,3,,,,Austin,1,-97.68,30.274
2015_1558,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,5,0.6257,,5,5,5,,4,,5,,,,,,,,,,,,,,,,5,,,,5,5,3,,,1,,,,Austin,1,-97.68,30.282
2015_1559,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,5,5,4,,1,,9,,,,,,,,,,,,,,,,3,,,,2,3,3,,,3,,,,Austin,8,-97.787,30.265
2015_1560,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,2,2,3,,2,,2,,,,,,,,,,,,,,,,4,,,,5,4,4,,,9,,,,Austin,2,-97.758,30.195
2015_1561,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,4,4,4,,4,,4,,,,,,,,,,,,,,,,5,,,,4,4,4,,,4,,,,Austin,3,-97.716,30.256
2015_1562,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,4,,2,,4,,,,,,,,,,,,,,,,2,,,,4,4,3,,,2,,,,Austin,1,-97.683,30.282
2015_1563,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,4,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,4,,,,4,4,3,,,3,,,,Austin,8,-97.856,30.208
2015_1565,01/01/2015 12:00:00 AM,,,,,4,0,,,,,5,4,0.6257,,5,5,4,,2,,2,,,,,,,,,,,,,,,,4,,,,9,3,1,,,3,,,,Austin,10,-97.781,30.341
2015_1566,01/01/2015 12:00:00 AM,,,,,2,1,,,,,5,3,0.6257,,4,5,2,,2,,2,,,,,,,,,,,,,,,,3,,,,5,5,1,,,4,,,,Austin,1,-97.727,30.274
2015_1567,01/01/2015 12:00:00 AM,,,,,3,0,,,,,3,3,0.6257,,4,3,4,,2,,2,,,,,,,,,,,,,,,,3,,,,5,3,2,,,4,,,,Austin,3,-97.725,30.236
2015_1568,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,,,,5,3,3,,,9,,,,Austin,10,-97.765,30.289
2015_1569,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,4,4,4,,3,,3,,,,,,,,,,,,,,,,3,,,,9,4,4,,,9,,,,Austin,8,-97.87,30.189
2015_1570,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,9,0.6257,,5,5,4,,3,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,5,,,,Austin,8,-97.876,30.215
2015_1571,01/01/2015 12:00:00 AM,,,,,4,0,,,,,2,3,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,3,,,,2,2,3,,,2,,,,Austin,6,-97.808,30.435
2015_1588,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,9,0.6257,,5,4,5,,4,,4,,,,,,,,,,,,,,,,3,,,,4,4,9,,,3,,,,Austin,5,-97.792,30.252
2015_1572,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,5,0.6257,,5,5,5,,5,,5,,,,,,,,,,,,,,,,5,,,,9,5,5,,,5,,,,Austin,8,-97.798,30.259
2015_1573,01/01/2015 12:00:00 AM,,,,,3,0,,,,,4,3,0.6257,,3,3,4,,3,,3,,,,,,,,,,,,,,,,4,,,,4,4,2,,,4,,,,Austin,1,-97.679,30.295
2015_1574,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,4,4,2,,2,,4,,,,,,,,,,,,,,,,3,,,,9,3,2,,,3,,,,Austin,5,-97.791,30.225
2015_1575,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,4,4,4,,1,,4,,,,,,,,,,,,,,,,2,,,,5,4,3,,,4,,,,Austin,8,-97.873,30.226
2015_1576,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,3,0.6257,,4,4,4,,4,,4,,,,,,,,,,,,,,,,3,,,,3,4,4,,,3,,,,Austin,1,-97.655,30.315
2015_1577,01/01/2015 12:00:00 AM,,,,,4,0,,,,,5,3,0.6257,,5,5,5,,5,,5,,,,,,,,,,,,,,,,3,,,,5,4,4,,,4,,,,Austin,1,-97.657,30.311
2015_1578,01/01/2015 12:00:00 AM,,,,,3,1,,,,,4,4,0.6257,,5,3,4,,1,,3,,,,,,,,,,,,,,,,2,,,,9,4,2,,,4,,,,Austin,9,,
2015_1579,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,3,,3,,3,,,,,,,,,,,,,,,,2,,,,9,4,3,,,9,,,,Austin,1,-97.648,30.33
2015_1581,01/01/2015 12:00:00 AM,,,,,4,0,,,,,5,5,0.6257,,5,4,4,,2,,4,,,,,,,,,,,,,,,,4,,,,9,4,4,,,5,,,,Austin,8,-97.855,30.211
2015_1582,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,4,4,4,,3,,3,,,,,,,,,,,,,,,,4,,,,3,3,3,,,4,,,,Austin,6,-97.744,30.437
2015_1583,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,2,0.6257,,5,5,5,,3,,5,,,,,,,,,,,,,,,,4,,,,9,9,4,,,9,,,,Austin,9,-97.76,30.244
2015_1584,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,9,0.6257,,4,4,4,,2,,5,,,,,,,,,,,,,,,,4,,,,5,3,4,,,2,,,,Austin,5,-97.804,30.203
2015_1585,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,5,0.6257,,5,5,5,,3,,5,,,,,,,,,,,,,,,,1,,,,5,3,2,,,3,,,,Austin,2,-97.741,30.15
2015_1586,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,4,0.6257,,4,3,4,,3,,4,,,,,,,,,,,,,,,,3,,,,5,3,3,,,4,,,,Austin,8,-97.89,30.185
2015_1587,01/01/2015 12:00:00 AM,,,,,3,1,,,,,4,3,0.6257,,5,5,5,,3,,5,,,,,,,,,,,,,,,,4,,,,9,4,2,,,9,,,,Austin,9,-97.756,30.25
2015_1589,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,4,0.6257,,5,5,4,,2,,9,,,,,,,,,,,,,,,,3,,,,4,2,2,,,3,,,,Austin,10,-97.775,30.41
2015_1590,01/01/2015 12:00:00 AM,,,,,5,0,,,,,3,3,0.6257,,5,5,3,,3,,4,,,,,,,,,,,,,,,,3,,,,4,4,4,,,9,,,,Austin,3,-97.777,30.22
2015_1591,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,4,0.6257,,5,4,5,,4,,4,,,,,,,,,,,,,,,,4,,,,4,5,4,,,3,,,,Austin,2,-97.749,30.19
2015_1592,01/01/2015 12:00:00 AM,,,,,1,1,,,,,4,4,0.6257,,4,4,4,,2,,2,,,,,,,,,,,,,,,,2,,,,5,1,1,,,4,,,,Austin,3,-97.769,30.246
2015_1593,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,5,0.6257,,5,5,9,,9,,9,,,,,,,,,,,,,,,,4,,,,5,5,4,,,5,,,,Austin,1,-97.676,30.288
2015_1594,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,3,0.6257,,5,5,5,,5,,4,,,,,,,,,,,,,,,,4,,,,4,4,5,,,5,,,,Austin,1,-97.672,30.29
2015_1595,01/01/2015 12:00:00 AM,,,,,3,1,,,,,4,4,0.6257,,4,4,5,,4,,4,,,,,,,,,,,,,,,,4,,,,4,4,3,,,3,,,,Austin,9,-97.71,30.293
2015_1596,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,9,0.6257,,5,5,4,,3,,3,,,,,,,,,,,,,,,,2,,,,9,3,2,,,2,,,,Austin,10,-97.769,30.308
2015_1597,01/01/2015 12:00:00 AM,,,,,3,0,,,,,3,2,0.6257,,4,4,3,,2,,2,,,,,,,,,,,,,,,,3,,,,3,4,3,,,3,,,,Austin,7,-97.695,30.417
2015_1598,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,3,0.6257,,5,4,4,,3,,5,,,,,,,,,,,,,,,,4,,,,9,3,4,,,9,,,,Austin,1,-97.695,30.279
2015_1599,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,4,0.6257,,5,4,5,,4,,5,,,,,,,,,,,,,,,,2,,,,3,4,3,,,9,,,,Austin,9,-97.752,30.268
2015_1600,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,3,0.6257,,4,4,4,,4,,4,,,,,,,,,,,,,,,,4,,,,9,4,3,,,5,,,,Austin,4,-97.693,30.31
2015_1601,01/01/2015 12:00:00 AM,,,,,5,9,,,,,5,5,0.6257,,5,4,5,,5,,5,,,,,,,,,,,,,,,,5,,,,5,5,4,,,5,,,,Austin,9,-97.76,30.244
2015_1602,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,4,2,5,,4,,5,,,,,,,,,,,,,,,,2,,,,9,4,3,,,4,,,,Austin,9,-97.752,30.244
2015_1603,01/01/2015 12:00:00 AM,,,,,5,0,,,,,9,9,0.6257,,9,9,9,,9,,9,,,,,,,,,,,,,,,,4,,,,5,4,4,,,4,,,,Austin,8,-97.86,30.193
2015_1604,01/01/2015 12:00:00 AM,,,,,5,0,,,,,1,1,0.6257,,5,5,4,,3,,4,,,,,,,,,,,,,,,,3,,,,9,1,9,,,4,,,,Austin,9,-97.752,30.295
2015_1605,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,2,0.6257,,4,4,3,,2,,4,,,,,,,,,,,,,,,,3,,,,3,3,4,,,3,,,,Austin,5,-97.798,30.208
2015_1606,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,3,0.6257,,4,4,3,,2,,4,,,,,,,,,,,,,,,,4,,,,3,4,3,,,9,,,,Austin,7,-97.645,30.395
2015_1607,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,9,0.6257,,5,5,9,,9,,3,,,,,,,,,,,,,,,,5,,,,5,5,5,,,3,,,,Austin,7,-97.732,30.371
2015_1608,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,4,0.6257,,5,5,5,,9,,5,,,,,,,,,,,,,,,,5,,,,9,5,4,,,1,,,,Austin,1,,
2015_1609,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,9,9,9,,9,,9,,,,,,,,,,,,,,,,2,,,,5,3,3,,,3,,,,Austin,10,-97.775,30.28
2015_1610,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,4,4,5,,5,,4,,,,,,,,,,,,,,,,4,,,,4,3,4,,,5,,,,Austin,5,-97.783,30.154
2015_1611,01/01/2015 12:00:00 AM,,,,,2,0,,,,,2,3,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,2,,,,4,2,2,,,9,,,,Austin,9,-97.731,30.292
2015_1612,01/01/2015 12:00:00 AM,,,,,1,0,,,,,9,9,0.6257,,4,4,9,,9,,9,,,,,,,,,,,,,,,,1,,,,5,1,1,,,1,,,,Austin,4,-97.702,30.35
2015_1613,01/01/2015 12:00:00 AM,,,,,4,0,,,,,2,1,0.6257,,5,5,5,,2,,4,,,,,,,,,,,,,,,,3,,,,4,4,4,,,5,,,,Austin,1,-97.68,30.282
2015_1614,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,3,0.6257,,4,3,2,,9,,3,,,,,,,,,,,,,,,,4,,,,9,4,4,,,3,,,,Austin,4,-97.705,30.376
2015_1615,01/01/2015 12:00:00 AM,,,,,3,0,,,,,9,9,0.6257,,3,2,2,,1,,2,,,,,,,,,,,,,,,,3,,,,5,4,2,,,3,,,,Austin,2,-97.74,30.155
2015_1616,01/01/2015 12:00:00 AM,,,,,9,0,,,,,4,4,0.6257,,4,4,3,,4,,4,,,,,,,,,,,,,,,,4,,,,4,3,4,,,4,,,,Austin,7,-97.696,30.396
2015_1617,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,2,,,,4,4,4,,,5,,,,Austin,8,-97.849,30.159
2015_1646,01/01/2015 12:00:00 AM,,,,,5,1,,,,,4,4,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,2,,,,4,4,9,,,9,,,,Austin,10,-97.749,30.379
2015_1618,01/01/2015 12:00:00 AM,,,,,3,0,,,,,9,5,0.6257,,4,4,2,,1,,4,,,,,,,,,,,,,,,,2,,,,9,3,3,,,3,,,,Austin,9,-97.759,30.245
2015_1619,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,4,3,4,,3,,3,,,,,,,,,,,,,,,,4,,,,4,4,4,,,3,,,,Austin,2,-97.752,30.187
2015_1620,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,3,2,1,,1,,5,,,,,,,,,,,,,,,,3,,,,9,4,3,,,2,,,,Austin,4,-97.703,30.35
2015_1621,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,5,4,4,,4,,4,,,,,,,,,,,,,,,,4,,,,3,3,4,,,4,,,,Austin,2,-97.768,30.175
2015_1622,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,4,0.6257,,5,5,5,,3,,5,,,,,,,,,,,,,,,,3,,,,3,4,5,,,4,,,,Austin,10,-97.774,30.423
2015_1623,01/01/2015 12:00:00 AM,,,,,3,1,,,,,3,3,0.6257,,2,1,1,,2,,1,,,,,,,,,,,,,,,,2,,,,3,4,2,,,4,,,,Austin,9,-97.742,30.244
2015_1624,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,3,0.6257,,5,5,3,,2,,4,,,,,,,,,,,,,,,,3,,,,4,5,3,,,3,,,,Austin,1,,
2015_1647,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,3,0.6257,,4,3,2,,2,,3,,,,,,,,,,,,,,,,2,,,,4,3,3,,,4,,,,Austin,6,-97.732,30.435
2015_1625,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,5,0.6257,,5,5,5,,5,,5,,,,,,,,,,,,,,,,5,,,,5,4,5,,,5,,,,Austin,9,,
2015_1626,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,3,0.6257,,5,4,4,,2,,3,,,,,,,,,,,,,,,,4,,,,9,4,4,,,9,,,,Austin,8,-97.826,30.248
2015_1627,01/01/2015 12:00:00 AM,,,,,3,1,,,,,2,2,0.6257,,4,2,4,,2,,2,,,,,,,,,,,,,,,,2,,,,4,2,2,,,4,,,,Austin,7,-97.729,30.371
2015_1628,01/01/2015 12:00:00 AM,,,,,5,0,,,,,5,5,0.6257,,4,4,2,,4,,4,,,,,,,,,,,,,,,,4,,,,4,4,5,,,4,,,,Austin,10,-97.763,30.301
2015_1629,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,5,0.6257,,4,4,4,,3,,3,,,,,,,,,,,,,,,,2,,,,5,3,2,,,3,,,,Austin,8,-97.871,30.223
2015_1630,01/01/2015 12:00:00 AM,,,,,4,0,,,,,5,5,0.6257,,5,4,2,,1,,9,,,,,,,,,,,,,,,,2,,,,5,3,3,,,5,,,,Austin,8,-97.892,30.238
2015_1631,01/01/2015 12:00:00 AM,,,,,1,0,,,,,2,1,0.6257,,2,2,1,,1,,1,,,,,,,,,,,,,,,,2,,,,3,1,1,,,9,,,,Austin,2,-97.759,30.192
2015_1632,01/01/2015 12:00:00 AM,,,,,1,0,,,,,4,4,0.6257,,2,1,2,,1,,4,,,,,,,,,,,,,,,,1,,,,2,1,2,,,2,,,,Austin,3,-97.783,30.215
2015_1633,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,5,,5,,5,,,,,,,,,,,,,,,,5,,,,9,4,4,,,4,,,,Austin,10,-97.75,30.417
2015_1634,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,3,0.6257,,4,4,3,,2,,3,,,,,,,,,,,,,,,,2,,,,5,3,3,,,5,,,,Austin,3,-97.686,30.272
2015_1635,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,3,0.6257,,5,4,5,,4,,4,,,,,,,,,,,,,,,,3,,,,2,3,3,,,9,,,,Austin,9,-97.754,30.269
2015_1636,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,3,0.6257,,5,5,5,,4,,5,,,,,,,,,,,,,,,,5,,,,5,4,4,,,4,,,,Austin,7,-97.686,30.419
2015_1637,01/01/2015 12:00:00 AM,,,,,3,0,,,,,9,9,0.6257,,5,5,3,,1,,3,,,,,,,,,,,,,,,,4,,,,3,1,2,,,3,,,,Austin,3,-97.776,30.218
2015_1638,01/01/2015 12:00:00 AM,,,,,2,0,,,,,3,2,0.6257,,3,3,1,,1,,1,,,,,,,,,,,,,,,,3,,,,9,5,4,,,4,,,,Austin,4,-97.707,30.345
2015_1639,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,9,0.6257,,5,2,4,,2,,4,,,,,,,,,,,,,,,,4,,,,4,5,5,,,4,,,,Austin,5,-97.784,30.237
2015_1640,01/01/2015 12:00:00 AM,,,,,2,0,,,,,3,4,0.6257,,5,5,5,,3,,5,,,,,,,,,,,,,,,,4,,,,4,3,2,,,3,,,,Austin,7,-97.744,30.327
2015_1641,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,5,4,5,,2,,4,,,,,,,,,,,,,,,,3,,,,5,3,3,,,5,,,,Austin,3,-97.77,30.219
2015_1642,01/01/2015 12:00:00 AM,,,,,5,1,,,,,4,4,0.6257,,5,4,5,,4,,4,,,,,,,,,,,,,,,,4,,,,4,2,2,,,2,,,,Austin,4,-97.674,30.359
2015_1643,01/01/2015 12:00:00 AM,,,,,3,0,,,,,9,3,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,3,,,,9,4,3,,,4,,,,Austin,1,-97.618,30.362
2015_1644,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,5,0.6257,,5,5,5,,5,,5,,,,,,,,,,,,,,,,5,,,,5,5,5,,,5,,,,Austin,5,-97.831,30.18
2015_1645,01/01/2015 12:00:00 AM,,,,,3,1,,,,,9,4,0.6257,,5,4,5,,4,,4,,,,,,,,,,,,,,,,3,,,,4,4,2,,,3,,,,Austin,9,-97.734,30.292
2015_1648,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,5,4,5,,2,,5,,,,,,,,,,,,,,,,2,,,,4,3,4,,,4,,,,Austin,4,-97.712,30.362
2015_1649,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,2,0.6257,,4,4,3,,2,,3,,,,,,,,,,,,,,,,4,,,,4,2,3,,,4,,,,Austin,3,-97.728,30.251
2015_1650,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,4,0.6257,,5,4,5,,4,,4,,,,,,,,,,,,,,,,3,,,,4,4,4,,,4,,,,Austin,7,-97.722,30.361
2015_1651,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,4,4,4,,2,,4,,,,,,,,,,,,,,,,4,,,,5,2,4,,,4,,,,Austin,5,-97.81,30.201
2015_1652,01/01/2015 12:00:00 AM,,,,,5,1,,,,,3,2,0.6257,,4,4,3,,3,,3,,,,,,,,,,,,,,,,2,,,,4,3,4,,,3,,,,Austin,1,-97.717,30.275
2015_1653,01/01/2015 12:00:00 AM,,,,,5,1,,,,,5,5,0.6257,,5,5,5,,3,,5,,,,,,,,,,,,,,,,3,,,,5,5,5,,,5,,,,Austin,6,-97.779,30.497
2015_1654,01/01/2015 12:00:00 AM,,,,,4,0,,,,,2,2,0.6257,,4,3,4,,2,,3,,,,,,,,,,,,,,,,3,,,,4,3,4,,,4,,,,Austin,1,-97.68,30.297
2015_1655,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,5,4,4,,3,,4,,,,,,,,,,,,,,,,4,,,,9,4,4,,,4,,,,Austin,10,-97.798,30.375
2015_1657,01/01/2015 12:00:00 AM,,,,,2,0,,,,,3,3,0.6257,,4,4,4,,2,,2,,,,,,,,,,,,,,,,3,,,,4,2,3,,,3,,,,Austin,2,-97.795,30.183
2015_1658,01/01/2015 12:00:00 AM,,,,,2,0,,,,,2,1,0.6257,,5,5,5,,5,,4,,,,,,,,,,,,,,,,4,,,,4,9,1,,,5,,,,Austin,7,-97.748,30.32
2015_1659,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,5,4,,2,,3,,,,,,,,,,,,,,,,2,,,,4,4,4,,,4,,,,Austin,5,-97.787,30.143
2015_1660,01/01/2015 12:00:00 AM,,,,,4,0,,,,,5,9,0.6257,,5,4,5,,5,,5,,,,,,,,,,,,,,,,5,,,,5,4,5,,,9,,,,Austin,4,-97.711,30.363
2015_1661,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,5,0.6257,,4,4,9,,9,,4,,,,,,,,,,,,,,,,5,,,,9,9,9,,,9,,,,Austin,1,-97.65,30.374
