Project Number,Description,Start Date,Target Date,Campus,Economic Development Region,Project Phase,Purpose,Managed by SUCF,Project Status
151043,Renovate Endoscopy Suite,09/12/2017,11/03/2020,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Cancelled
151044,Renovate ED Psych Room - CGH,02/13/2017,08/04/2021,Upstate Medical Univ.,Central NY,In Construction,Program Improvement or Program Change,N,Active
151045,Upgrade Kitchen Dish Room - CGH,10/02/2017,02/03/2022,Upstate Medical Univ.,Central NY,In Design,Preservation of Facilities,N,Active
151046,Renovate Family Practice at POBN,03/13/2017,08/28/2020,Upstate Medical Univ.,Central NY,In Guarantee,Program Improvement or Program Change,N,Active
151047,Upgrade Fire Alarm - UH,02/07/2017,06/23/2021,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151048,Renovate University Hospital Kitchen,01/23/2017,09/17/2024,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,Y,Cancelled
151049,Rehab Elevators - POBN (OGS),12/01/2017,06/02/2022,Upstate Medical Univ.,Central NY,In Design,Preservation of Facilities,N,Active
151050,Renovate Toilet Rooms in Medical Library,01/30/2017,12/11/2018,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
151051,Minor Critical Maintenance - Ed Fac FY 2017/18,02/23/2017,03/25/2020,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151052,Minor Critical Maintenance - Hospital FY 2017/18,02/23/2017,02/19/2020,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151053,Mass Notification Study - UH,03/13/2017,03/11/2019,Upstate Medical Univ.,Central NY,In Design,"Health, Safety, Security",N,Active
151054,Loguen Crossing Master Plan Study,03/16/2017,04/02/2018,Upstate Medical Univ.,Central NY,In Design,Program Improvement or Program Change,N,Active
151055,Roof Replacement Sarah Lougen Center,04/24/2017,08/09/2022,Upstate Medical Univ.,Central NY,In Design,Preservation of Facilities,N,Active
151056,Site & Safety Improvements Clark Tower & Bioethics Center,07/03/2017,06/04/2021,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151057,Renovate Neuroscience Lab in IHP- crew,08/03/2017,06/02/2020,Upstate Medical Univ.,Central NY,In Guarantee,Preservation of Facilities,N,Active
151058,Site Improvements Sarah Loguen Center,06/01/2017,10/19/2022,Upstate Medical Univ.,Central NY,In Construction,"Health, Safety, Security",N,Active
151059,Rehabilitate Elevators at University Hospital (OGS),07/18/2017,10/19/2022,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151060,Upgrade Fire Alarm Control Panel at UH,08/07/2017,08/05/2019,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
151061,Replace Roof at UH North Wing & Cafeteria,01/03/2017,08/28/2020,Upstate Medical Univ.,Central NY,In Guarantee,Preservation of Facilities,N,Active
151062,Renovate Silverman Hall,10/13/2017,07/13/2023,Upstate Medical Univ.,Central NY,In Design,Preservation of Facilities,Y,Active
151063,DSH-Swap Projects 17-18,02/20/2018,03/22/2022,Upstate Medical Univ.,Central NY,In Construction,New Facilities and Equipment Replacement,N,Active
151064,Renovate Urology Department at CGH,07/30/2018,05/27/2021,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151065,Construct Outpatient Neurosurgery Clinic at the Community Campus,03/16/2018,03/18/2021,Upstate Medical Univ.,Central NY,In Guarantee,Preservation of Facilities,N,Active
151066,Renovate Central Equipment and Decontamination at Community Campus,03/06/2018,04/11/2022,Upstate Medical Univ.,Central NY,In Design,Preservation of Facilities,N,Active
151067,Radiology Equipment Replacement,04/02/2018,09/14/2022,Upstate Medical Univ.,Central NY,In Construction,Program Improvement or Program Change,N,Active
151068,Create Infusion Clinic - Upstate Cancer Center at Community Campus,03/29/2018,03/16/2022,Upstate Medical Univ.,Central NY,In Design,Preservation of Facilities,N,Active
151069,NAB Boilers exhaust stack,04/25/2018,10/15/2021,Upstate Medical Univ.,Central NY,In Design,"Health, Safety, Security",Y,Active
151070,Curtain Wall Modifications Cafeteria -UH,05/07/2018,01/03/2023,Upstate Medical Univ.,Central NY,In Design,"Health, Safety, Security",N,Active
151071,Fire Suppression - UH (02) & UUH at CG (30),05/04/2018,05/30/2024,Upstate Medical Univ.,Central NY,In Design,"Health, Safety, Security",Y,Active
151072,Renovate Combustion Ventilation & RO System UH-Main Boiler Plant (68),05/07/2018,06/24/2022,Upstate Medical Univ.,Central NY,In Construction,New Facilities and Equipment Replacement,N,Active
151073,Renovate Faculty Offices- UH- CWB 2nd Floor,05/07/2018,03/29/2021,Upstate Medical Univ.,Central NY,In Guarantee,Program Improvement or Program Change,N,Active
151074,Replace 11 ATS East Wing,05/07/2018,01/30/2025,Upstate Medical Univ.,Central NY,In Planning,"Health, Safety, Security",N,Active
151075,Replace OR Air Handler AHU-1  UH at Community Campus (30),05/07/2018,07/10/2024,Upstate Medical Univ.,Central NY,In Design,New Facilities and Equipment Replacement,Y,Active
151076,Upgrade CO Detection & Notification- UH & UUH at CG,05/10/2018,12/29/2022,Upstate Medical Univ.,Central NY,In Construction,"Health, Safety, Security",N,Active
151077,"Emergency Power Riser -Neuroscience Research Building, South Wing",05/10/2018,07/10/2020,Upstate Medical Univ.,Central NY,In Guarantee,"Health, Safety, Security",N,Active
151078,Renovate Video Surveillance System- UH,05/10/2018,03/01/2022,Upstate Medical Univ.,Central NY,In Construction,"Health, Safety, Security",N,Active
151079,"Roof Replacements, Community Campus",05/10/2018,12/09/2022,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151080,Upgrade Fire Alarm Panels- Community Campus Bldgs,05/10/2018,08/26/2021,Upstate Medical Univ.,Central NY,In Construction,"Health, Safety, Security",N,Active
151081,IHP 'Porch' Cooling Upgrades (bldg. 74),06/04/2018,04/09/2020,Upstate Medical Univ.,Central NY,In Guarantee,"Health, Safety, Security",N,Active
151082,Update Hot Water Boiler Plants in  Medical Library (67) and Silverman (12),06/06/2018,11/23/2021,Upstate Medical Univ.,Central NY,In Design,New Facilities and Equipment Replacement,N,Active
151083,Renovate 3rd Floor Office - Computer Warehouse Building (007),06/04/2018,12/06/2021,Upstate Medical Univ.,Central NY,In Construction,Program Improvement or Program Change,N,Active
151084,"Upgrade Boiler Control Integration at Boiler Plant (68), NAB, & IHP",06/06/2018,05/04/2020,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
151085,Renovate Heart & Vascular Center - UH 6th fl.,07/16/2018,11/27/2023,Upstate Medical Univ.,Central NY,In Design,Program Improvement or Program Change,Y,Active
151086,Install CNY Biotechnology Accelerator Exterior Signs,07/13/2018,12/30/2021,Upstate Medical Univ.,Central NY,In Construction,New Facilities and Equipment Replacement,N,Active
151087,Program Study - University Peri-Operative,05/18/2018,05/16/2019,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
151088,Renovate 4 West Wing - Community Campus Hospital,07/16/2018,12/01/2021,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151089,Renovate Edcomm - Weiskotten  Hall Admissions,04/25/2018,02/27/2020,Upstate Medical Univ.,Central NY,In Construction,Program Improvement or Program Change,N,Active
151090,Renovate Transplant Clinic - UH 2nd floor,07/16/2018,12/23/2021,Upstate Medical Univ.,Central NY,In Construction,Program Improvement or Program Change,N,Active
151091,Replace CRAC Unit -CWB Campus Data Center,07/16/2018,11/24/2021,Upstate Medical Univ.,Central NY,In Construction,New Facilities and Equipment Replacement,N,Active
151092,Replace Exhaust Fan UH-North Wing TX-1,07/13/2018,03/29/2022,Upstate Medical Univ.,Central NY,In Design,New Facilities and Equipment Replacement,N,Active
151093,Replace Patient Lifts - UH &  CGH,07/16/2018,01/13/2023,Upstate Medical Univ.,Central NY,In Design,"Health, Safety, Security",N,Active
151094,Replace Roof - Regional Oncology Center -University Hospital,07/02/2018,01/26/2022,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151095,Upgrade OR Sterilizers - University Hospital,07/16/2018,12/30/2021,Upstate Medical Univ.,Central NY,In Construction,New Facilities and Equipment Replacement,N,Active
151096,Upgrade University Hospital (Weiskotten Hall) Access Control Software House,07/13/2018,01/03/2020,Upstate Medical Univ.,Central NY,Closed,"Health, Safety, Security",N,Complete
151097,Relocate PM&R Gym - Univ. Hospital,09/21/2018,01/31/2020,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
151098,Upgrade OR Sterilizers - Community General Hospital,10/25/2018,08/21/2023,Upstate Medical Univ.,Central NY,In Planning,New Facilities and Equipment Replacement,N,Active
151099,Minor Critical Maintenance 2018-19  Educ.,02/12/2019,06/16/2021,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151100,Expand Family Medicine Residency - Community Campus,03/20/2019,03/23/2022,Upstate Medical Univ.,Central NY,In Design,Preservation of Facilities,N,Active
151101,Replace/Upgrade BMS Components,04/02/2019,09/24/2021,Upstate Medical Univ.,Central NY,In Construction,New Facilities and Equipment Replacement,N,Active
151102,Renovate Space to Create 2-Room Endoscopy Suite at Community Campus,04/16/2019,08/02/2023,Upstate Medical Univ.,Central NY,In Planning,Preservation of Facilities,N,Active
151103,Repair Basement Slab- University Hospital- UH 2,05/06/2020,02/01/2023,Upstate Medical Univ.,Central NY,In Design,"Health, Safety, Security",N,Active
151104,Minor Critical Maintenance 2019/20 Hospital,05/28/2019,07/28/2021,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
151105,Renovate UH DT South Wings for Pathology,07/02/2019,10/06/2021,Upstate Medical Univ.,Central NY,In Design,Program Improvement or Program Change,N,Active
151106,Replace CT Simulator at Downtown Campus- Upstate Cancer Center,01/11/2019,08/30/2022,Upstate Medical Univ.,Central NY,In Design,New Facilities and Equipment Replacement,N,Active
151107,Replace Roof - Medical Library,10/24/2019,12/23/2022,Upstate Medical Univ.,Central NY,In Design,Preservation of Facilities,N,Active
151108,Upgrade Fire alarm notification backbone- Univ. Hospital at Community Campus (30),12/16/2019,09/07/2021,Upstate Medical Univ.,Central NY,In Construction,"Health, Safety, Security",N,Active
151109,Renovate Hemodialysis Unit 3 East -Community Campus,01/10/2020,12/20/2022,Upstate Medical Univ.,Central NY,In Planning,Program Improvement or Program Change,N,Active
151110,"Infrastructure Power Study, Campus-wide - Community Campus",02/20/2020,03/30/2022,Upstate Medical Univ.,Central NY,In Planning,Program Improvement or Program Change,N,Active
151111,Upgrade Chiller - UH 3W6W,02/24/2020,07/19/2022,Upstate Medical Univ.,Central NY,In Planning,New Facilities and Equipment Replacement,N,Active
151112,Renovate ED for Fast Track AED - UH,02/20/2020,12/30/2021,Upstate Medical Univ.,Central NY,In Design,Program Improvement or Program Change,N,Active
151113,Minor Critical Maintenance FY 2020-21 - Hospital,02/21/2020,03/29/2022,Upstate Medical Univ.,Central NY,In Planning,Preservation of Facilities,N,Active
151114,Space Study - Install 4 ORs 5th fl. Surgical Unit - UH,03/12/2020,08/28/2020,Upstate Medical Univ.,Central NY,In Design,Program Improvement or Program Change,Y,Active
151115,Upgrade Siemens BMS - University Hospital (02),02/27/2020,04/26/2023,Upstate Medical Univ.,Central NY,In Planning,New Facilities and Equipment Replacement,N,Active
151116,Facilities Master Plan,03/09/2020,05/03/2021,Upstate Medical Univ.,Central NY,In Planning,Preservation of Facilities,Y,Active
151117,Renovate Hutchings Bldg. for IOP (TU3 and TU4),03/30/2020,12/02/2024,Upstate Medical Univ.,Central NY,In Design,New Facilities and Equipment Replacement,N,Active
151118,Upgrade Pharmacy for USP Compliance,03/09/2020,12/15/2022,Upstate Medical Univ.,Central NY,In Planning,"Health, Safety, Security",N,Active
151119,Replace Canopy at ED Entrance - University Hospital,03/30/2020,08/06/2024,Upstate Medical Univ.,Central NY,In Planning,"Health, Safety, Security",Y,Active
151120,Replace Medical Imaging System - Electrophysiology Lab (3rd FL) - UH,04/01/2020,01/24/2022,Upstate Medical Univ.,Central NY,In Planning,New Facilities and Equipment Replacement,N,Active
151121,Replace GKB Gamma Source,03/30/2020,12/28/2021,Upstate Medical Univ.,Central NY,In Planning,New Facilities and Equipment Replacement,N,Active
151122,Upgrade IT Throughput in Operations Center- UH,04/21/2020,10/04/2022,Upstate Medical Univ.,Central NY,In Planning,New Facilities and Equipment Replacement,N,Active
151123,Renovate Kitchen for Room Service - UH 2S,04/21/2020,10/28/2022,Upstate Medical Univ.,Central NY,In Planning,Program Improvement or Program Change,N,Active
15X324,Academic Building,05/28/2003,05/09/2013,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,Y,Complete
15X387,Emergency Generators Upgrade (417P) - Hospital,09/30/2003,07/01/2013,Upstate Medical Univ.,Central NY,Closed,"Health, Safety, Security",N,Complete
15X412,University Hospital Vertical Expansion - Hospital,12/25/2003,03/26/2015,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,Y,Complete
15X472,Infrastructure Renovations - Weiskotten Hall,08/29/2006,01/08/2014,Upstate Medical Univ.,Central NY,In Guarantee,Preservation of Facilities,N,Active
15X482,DLAR Renovations Phase III Weiskotten Hall,10/15/2009,12/08/2025,Upstate Medical Univ.,Central NY,In Design,Preservation of Facilities,Y,Active
15X493,WHA 4th Floor Biochemistry & Pharmacology Renovations,01/02/2014,07/03/2019,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Cancelled
15X499,WH Pharmacology Rehab - 3rd Floor,02/10/2009,08/08/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X622,Site Representative - Campus - J.N.,09/02/2010,03/31/2016,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X623,Site Representative - Campus (C.J.),10/06/2010,03/31/2017,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X624,Site Rep - Campus,09/22/2009,06/28/2013,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X625,Site Representative - Campus,09/22/2009,06/30/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X626,Site Rep - Campus,10/07/2009,06/30/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X627,Site Rep - Campus,10/07/2009,07/31/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X628,Site Representative-Campus (M.F.),10/25/2012,03/31/2016,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X7A9,Electric Switchgear Equipment,01/31/2011,06/15/2015,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,Y,Complete
15X7B1,Install Electrical Switchgear,04/01/2014,09/25/2015,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,Y,Complete
15X7B2,New Academic Building - Site Preparation,06/05/2014,09/01/2015,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,Y,Complete
15X849,FMP - Upstate Medical Center,09/23/2009,01/18/2012,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,Y,Complete
15X852,Program Study - UH Basement Utilization,08/18/2010,02/14/2013,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X853,Program Study - Expansion of ER,08/18/2010,06/13/2013,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X854,Program Study Replace Air Handling Unit BL-1,04/18/2012,04/01/2015,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15X856,University Police/Security Master Plan,10/08/2010,03/23/2017,Upstate Medical Univ.,Central NY,In Guarantee,Preservation of Facilities,N,Active
15X860,Program Study - Inpatient Services Renovations,05/16/2011,09/27/2016,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15X861,CANCELED-Space Plan -Physician Office Building -North and South,06/11/2012,06/05/2015,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Cancelled
15XA07,IHP Expansion,08/26/2008,06/28/2019,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,Y,Complete
15XA08,Cancer Center Building,12/23/2008,02/15/2018,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA09,University Hospital North Wing Renovation,12/22/2008,03/29/2018,Upstate Medical Univ.,Central NY,In Guarantee,Preservation of Facilities,N,Active
15XA12,Infrastructure Renovations - Weiskotten Hall,03/30/2009,03/16/2017,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA18,IHP Testing & Analysis,08/31/2009,03/23/2012,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA19,New Academic Building,07/20/2009,12/04/2019,Upstate Medical Univ.,Central NY,Final Construction Payment,New Facilities and Equipment Replacement,Y,Active
15XA21,Exterior Upgrade Clinical Outreach Building,11/20/2009,03/25/2021,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Cancelled
15XA27,Upgrade Steam Generating and Distribution Plant,03/08/2011,12/31/2020,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
15XA34,HVAC Upgrades - Weiskotten Hall,05/18/2010,04/03/2013,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA36,Upgrade Electrical Service,01/02/2012,12/19/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,Y,Complete
15XA40,Renovate Incinerator Room for Storage,09/29/2010,10/15/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA41,Replace/Relocate Sanitary Drains University Hospital N & W Wings,10/14/2010,01/05/2015,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA43,Renovate University Hospital Blood Bank,01/07/2011,08/01/2013,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15xA44,Renovation of Endoscopy Area,01/07/2011,06/23/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA47,Replace Roof - Bioethics/Weiskotten,04/26/2012,08/21/2013,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA48,Upgrade Fire Alarm Systems Various Buildings,01/26/2012,11/30/2018,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA49,Cord Blood Bank Facility,10/22/2012,01/02/2020,Upstate Medical Univ.,Central NY,In Construction,New Facilities and Equipment Replacement,N,Active
15XA50,Rehab IHP Penthouse for Data Server,12/20/2011,06/01/2017,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA51,Repair/Modify Loading Dock - CWB,04/27/2012,02/28/2014,Upstate Medical Univ.,Central NY,Closed,"Health, Safety, Security",N,Complete
15XA52,Repair/Replace Exterior Wall - CWB,04/27/2012,02/15/2018,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA53,East Tower Repairs,05/21/2012,10/20/2017,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA54,Renovations of PMR & Emergency Dept.,06/14/2012,04/02/2015,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA55,Pediatric  Dialysis Suite,06/14/2012,04/22/2016,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA56,University Hospital- South Wing Exterior Facade Replacement,06/15/2012,10/25/2022,Upstate Medical Univ.,Central NY,In Construction,Preservation of Facilities,N,Active
15XA57,Install New Interventional Radiology Machine,06/29/2012,06/29/2015,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA58,Install New CT Scanner -Emergency Department,06/14/2012,02/26/2016,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA59,Replace University Hospital Roof,09/13/2012,11/23/2020,Upstate Medical Univ.,Central NY,In Guarantee,Preservation of Facilities,N,Active
15XA60,Install Bi-plane Angiography (UH 3 North,06/19/2012,06/05/2015,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA61,Install MRI at Community General Hospital (CGH),06/19/2012,04/22/2016,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA62,CANCELED Renovate University Hospital West Wing 1st fl,03/20/2012,07/31/2018,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Cancelled
15XA63,Renovate Community General Hospital  Neurology Office,07/20/2012,07/06/2015,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA64,Upgrade Community General Hospital Lobby & Corridor,06/19/2012,07/03/2013,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA65,Upgrade Community General Hospital Legionella Control,06/19/2012,04/12/2018,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA66,Renovations for  Bariatric General Surgery Office,09/13/2012,06/07/2013,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA67,Renovation for Transitional Care Unit (TCU),06/11/2012,08/11/2016,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA68,CANCELED -Renovation for Pain Treat Center @ Community General,06/11/2012,06/18/2015,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Cancelled
15XA69,New Academic Building - Core/Shell,01/02/2012,12/17/2020,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,Y,Cancelled
15XA70,Renovate Breast Surgery Center-CGH,10/22/2012,05/21/2015,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA71,Renovate Wellspring Center-CGH,10/23/2012,11/21/2018,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Cancelled
15XA72,Renovate Midwifery Clinical Suite-CGH,10/23/2012,04/22/2016,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA73,Renovate Urology Suite-CGH,10/23/2012,11/17/2017,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA74,Upgrade IMT Closet Infrastructure-CGH,10/23/2012,09/14/2016,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA75,Rehabilitation for Legal Counsel,08/09/2012,07/13/2015,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Cancelled
15xA76,Upgrade CWB Data Center PH III,02/12/2013,09/29/2016,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15xA77,Relocate Clinical Pathology Services,02/11/2013,10/02/2017,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15xA78,Dr.Sarah Loguen Center Phase III-Asbestos Abatement,07/15/2013,05/23/2014,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15xA79,CT Scanner Community General,10/11/2013,08/17/2016,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA82,Campus Site and Facility Safety Improvements,02/20/2013,06/30/2021,Upstate Medical Univ.,Central NY,In Construction,Program Improvement or Program Change,N,Active
15XA83,Rehab HVAC/Repair Safety Hoods Weiskotten Hall Addition,10/15/2014,05/16/2018,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Complete
15XA84,Upgrade Electrical Service - Silverman Hall,05/30/2014,12/21/2017,Upstate Medical Univ.,Central NY,In Guarantee,"Health, Safety, Security",N,Active
15XA85,Pool Upgrades - IHP,08/04/2014,10/12/2016,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XA86,Upgrade Lockers - UH2,09/02/2014,01/16/2018,Upstate Medical Univ.,Central NY,Final Construction Payment,"Health, Safety, Security",N,Active
15XA87,Rehab Elevators - Weiskotten Hall,08/01/2014,05/13/2020,Upstate Medical Univ.,Central NY,In Construction,"Health, Safety, Security",N,Active
15XA88,Upgrade Main Electrical Substation,08/01/2014,05/24/2018,Upstate Medical Univ.,Central NY,In Guarantee,"Health, Safety, Security",N,Active
15XA89,Rehab Academic Clinical Pathology - Weiskotten Hall,06/01/2015,11/06/2018,Upstate Medical Univ.,Central NY,Closed,Program Improvement or Program Change,N,Complete
15XA90,Energy Improvements - Weiskotten Hall,07/20/2015,07/15/2016,Upstate Medical Univ.,Central NY,Closed,New Facilities and Equipment Replacement,N,Cancelled
15XA91,"Rehab for Simulation Center, Medical Library Basement",10/08/2014,09/29/2021,Upstate Medical Univ.,Central NY,In Guarantee,Program Improvement or Program Change,N,Active
15XA92,Renovate Maternity Suite @ CGH - 2 East,01/30/2015,01/30/2020,Upstate Medical Univ.,Central NY,In Guarantee,Program Improvement or Program Change,N,Active
15XA93,Renovate East Lobby Community General Hospital,10/21/2014,09/24/2019,Upstate Medical Univ.,Central NY,Final Construction Payment,Program Improvement or Program Change,N,Active
15XH05,Minor Rehab Hospital 05/06,12/02/2005,12/29/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XH06,Minor Rehab Hospital 06/07,04/02/2007,10/30/2015,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XH07,Minor Rehab Hospital 07/08,07/02/2007,12/14/2016,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XH08,Minor Rehab Hospital 08/09,11/19/2008,12/15/2015,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XM04,Minor Rehab 04-07,05/27/2005,01/08/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15XM08,Minor Rehab 08-13,11/19/2008,12/04/2015,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
15xM13,Minor Critical Maintenance,10/03/2013,07/22/2014,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Cancelled
15XM14,Minor Critical Maintenance,07/24/2014,03/28/2016,Upstate Medical Univ.,Central NY,Closed,Preservation of Facilities,N,Complete
161000,Minor Critical Maintenance 2015/16,04/01/2015,08/17/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161001,Replace Floor - Barton Hall,06/01/2016,06/22/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161002,Upgrade Refrigeration Pomology Cold Storage Sales,04/12/2016,08/01/2019,Cornell,Southern Tier,In Guarantee,Preservation of Facilities,N,Active
161003,Renovate AG Quad Utility Infrastructure and Landscape,04/01/2016,12/03/2018,Cornell,Southern Tier,In Guarantee,Preservation of Facilities,N,Active
161004,Replace RO/DI System at Morrison Hall,04/19/2016,10/05/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161005,Renovate grease trap and drain line - Kennedy Hall,03/21/2016,03/02/2018,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161007,Upgrade Carbon Monoxide Detection - Ithaca Campus,09/19/2016,05/17/2021,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
161008,Upgrade Data Infrastructure Morrison Hall,03/15/2017,12/02/2019,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161009,Minor Critical Maintenance 2016-17,05/09/2014,06/02/2017,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
161010,Replace Fire/Smoke Doors in Guterman Lab,01/17/2017,01/12/2018,Cornell,Southern Tier,Closed,"Health, Safety, Security",N,Complete
161011,Renovate Dimock Lab for Golden Nematode,03/15/2017,12/28/2020,Cornell,Southern Tier,In Construction,Preservation of Facilities,N,Active
161012,Demolition of  Various Harford T&R Buildings,12/01/2016,11/30/2020,Cornell,Southern Tier,Closed,Preservation of Facilities,N,Complete
