Series_reference,Period,Reference_period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title
LASQ.SAEAAZ,2012.03,Quarterly,427220,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2012.06,Quarterly,460887,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2012.09,Quarterly,437885,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2012.12,Quarterly,469870,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2013.03,Quarterly,438669,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2013.06,Quarterly,481302,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2013.09,Quarterly,459867,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2013.12,Quarterly,491929,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2014.03,Quarterly,454987,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2014.06,Quarterly,507450,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2014.09,Quarterly,490909,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2014.12,Quarterly,518283,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2015.03,Quarterly,476638,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2015.06,Quarterly,535526,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2015.09,Quarterly,508162,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2015.12,Quarterly,525766,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2016.03,Quarterly,504600,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2016.06,Quarterly,554881,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2016.09,Quarterly,541184,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2016.12,Quarterly,558010,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2017.03,Quarterly,535765,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2017.06,Quarterly,583679,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2017.09,Quarterly,561368,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2017.12,Quarterly,574744,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2018.03,Quarterly,565524,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2018.06,Quarterly,610816,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2018.09,Quarterly,582417,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2018.12,Quarterly,615835,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2019.03,Quarterly,591543,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2019.06,Quarterly,638402,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2019.09,Quarterly,638543,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2019.12,Quarterly,669115,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEABZ,1992.09,Quarterly,53394,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1992.12,Quarterly,60577,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1993.03,Quarterly,56570,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1993.06,Quarterly,56024,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1993.09,Quarterly,44192,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1993.12,Quarterly,48947,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1994.03,Quarterly,51592,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1994.06,Quarterly,47930,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1994.09,Quarterly,42158,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1994.12,Quarterly,47255,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1995.03,Quarterly,41594,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1995.06,Quarterly,43876,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1995.09,Quarterly,38015,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1995.12,Quarterly,40642,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1996.03,Quarterly,42975,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1996.06,Quarterly,49637,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1996.09,Quarterly,39738,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1996.12,Quarterly,46932,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1997.03,Quarterly,38948,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1997.06,Quarterly,43682,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1997.09,Quarterly,39461,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1997.12,Quarterly,44990,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1998.03,Quarterly,39957,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1998.06,Quarterly,41722,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1998.09,Quarterly,37891,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1998.12,Quarterly,42232,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1999.03,Quarterly,39683,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1999.06,Quarterly,45808,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1999.09,Quarterly,40795,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,1999.12,Quarterly,40795,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2000.03,Quarterly,35497,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2000.06,Quarterly,36765,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2000.09,Quarterly,36681,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2000.12,Quarterly,38992,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2001.03,Quarterly,34947,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2001.06,Quarterly,35517,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2001.09,Quarterly,34699,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2001.12,Quarterly,36566,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2002.03,Quarterly,34683,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2002.06,Quarterly,35012,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2002.09,Quarterly,36449,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2002.12,Quarterly,35085,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2003.03,Quarterly,31080,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2003.06,Quarterly,37885,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2003.09,Quarterly,32041,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2003.12,Quarterly,37772,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2004.03,Quarterly,36375,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2004.06,Quarterly,35468,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2004.09,Quarterly,36692,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2004.12,Quarterly,37591,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2005.03,Quarterly,40429,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2005.06,Quarterly,42844,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2005.09,Quarterly,42599,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2005.12,Quarterly,40944,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2006.03,Quarterly,49557,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2006.06,Quarterly,50663,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2006.09,Quarterly,53449,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2006.12,Quarterly,57779,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2007.03,Quarterly,66714,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2007.06,Quarterly,62792,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2007.09,Quarterly,79051,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2007.12,Quarterly,86562,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2008.03,Quarterly,82387,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2008.06,Quarterly,72779,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2008.09,Quarterly,84880,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2008.12,Quarterly,81284,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2009.03,Quarterly,82510,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2009.06,Quarterly,84518,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2009.09,Quarterly,86170,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2009.12,Quarterly,91074,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2010.03,Quarterly,95917,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2010.06,Quarterly,105008,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2010.09,Quarterly,108831,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2010.12,Quarterly,117065,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2011.03,Quarterly,142898,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2011.06,Quarterly,137159,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2011.09,Quarterly,123010,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2011.12,Quarterly,120092,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2012.03,Quarterly,121048,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2012.06,Quarterly,129436,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2012.09,Quarterly,140089,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2012.12,Quarterly,138878,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2013.03,Quarterly,124844,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2013.06,Quarterly,141693,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2013.09,Quarterly,147715,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2013.12,Quarterly,142341,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2014.03,Quarterly,140799,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2014.06,Quarterly,167848,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2014.09,Quarterly,163400,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2014.12,Quarterly,168150,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2015.03,Quarterly,166251,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2015.06,Quarterly,189293,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2015.09,Quarterly,170544,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2015.12,Quarterly,172529,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2016.03,Quarterly,173784,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2016.06,Quarterly,179098,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2016.09,Quarterly,176199,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2016.12,Quarterly,180437,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2017.03,Quarterly,182518,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2017.06,Quarterly,218249,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2017.09,Quarterly,187913,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2017.12,Quarterly,191813,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2018.03,Quarterly,186877,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2018.06,Quarterly,202437,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2018.09,Quarterly,201949,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2018.12,Quarterly,205621,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2019.03,Quarterly,200966,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2019.06,Quarterly,216819,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2019.09,Quarterly,195744,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEABZ,2019.12,Quarterly,197010,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASQ.SAEACZ,1992.09,Quarterly,76710,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1992.12,Quarterly,83096,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1993.03,Quarterly,97590,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1993.06,Quarterly,99016,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1993.09,Quarterly,86806,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1993.12,Quarterly,97051,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1994.03,Quarterly,91152,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1994.06,Quarterly,97589,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1994.09,Quarterly,97247,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1994.12,Quarterly,87774,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASQ.SAEACZ,1995.03,Quarterly,89185,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
