Permit Number,Status,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip code,Work Type,Use Code,Added Date,Issue Date,Final Date,Description,Application Type,Location
531552,Completed,9613,,PAGE,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,02/25/2010,04/12/2010,05/11/2010,demolish/rebuild,DEMOLITION OR MOVE PERMIT,"9613 PAGE AVE
BETHESDA, MD 20814
(39.014324, -77.110869)"
531579,Issued,16923,,NORWOOD,RD,,SANDY SPRING,MD,20860,DEMOLISH,SHED,02/25/2010,06/18/2010,,demo ONLY small commercial structure on property,DEMOLITION OR MOVE PERMIT,"16923 NORWOOD RD
SANDY SPRING, MD 20860
(39.135595, -77.03152)"
531700,Completed,7408,,ARDEN,RD,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,02/26/2010,08/20/2010,04/27/2011,"Demolition/rebuild
BOND TRACKING #PS10A42296",DEMOLITION OR MOVE PERMIT,"7408 ARDEN RD
CABIN JOHN, MD 20818
(38.974454, -77.152239)"
531784,Completed,12708,,CIRCLE,DR,,ROCKVILLE,MD,20850,DEMOLISH,SINGLE FAMILY DWELLING,03/01/2010,04/14/2010,08/09/2010,"Rebuild
BOND TRACKING #PS10A42439",DEMOLITION OR MOVE PERMIT,"12708 CIRCLE DR
ROCKVILLE, MD 20850
(39.064312, -77.203309)"
531870,Completed,15700,,QUINCE ORCHARD,RD,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,03/02/2010,03/29/2010,04/08/2010,"demo - no intention to rebuild immediately
Parcel #619
BOND TRACKING #PS10A42377",DEMOLITION OR MOVE PERMIT,"15700 QUINCE ORCHARD RD
GAITHERSBURG, MD 20878
(39.113279, -77.252904)"
532045,Completed,4426,,RIDGE,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,03/04/2010,04/20/2010,08/26/2010,DEMO / REBUILD,DEMOLITION OR MOVE PERMIT,"4426 RIDGE ST
CHEVY CHASE, MD 20815
(38.977907, -77.089283)"
532132,Issued,6308,,BANNOCKBURN,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/05/2010,03/23/2010,,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"6308 BANNOCKBURN DR
BETHESDA, MD 20817
(38.974018, -77.140641)"
532186,Completed,6005,,WILMETT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/05/2010,04/12/2010,05/11/2010,,DEMOLITION OR MOVE PERMIT,"6005 WILMETT RD
BETHESDA, MD 20817
(39.008267, -77.122275)"
532367,Completed,6217,,WALHONDING,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,03/09/2010,05/26/2010,08/03/2010,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"6217 WALHONDING RD
BETHESDA, MD 20816
(38.964617, -77.12732)"
532415,Completed,10415,,EWELL,AVE,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,03/09/2010,04/19/2010,05/27/2010,Demolition/Rebuild.  Cash Bond PS10A42491,DEMOLITION OR MOVE PERMIT,"10415 EWELL AVE
KENSINGTON, MD 20895
(39.02739, -77.084941)"
532525,Completed,5709,,GLENWOOD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/10/2010,04/06/2010,09/14/2011,"DEMO / REBUILD 
BOND TRACKING # PS10A42294",DEMOLITION OR MOVE PERMIT,"5709 GLENWOOD RD
BETHESDA, MD 20817
(38.99363, -77.116827)"
532869,Completed,22000,,PEACH TREE,RD,,BOYDS,MD,20841,DEMOLISH,SINGLE FAMILY DWELLING,03/15/2010,03/21/2011,04/14/2011,PS11A44359,DEMOLITION OR MOVE PERMIT,"22000 PEACH TREE RD
BOYDS, MD 20841
(39.217255, -77.353853)"
533304,Completed,5911,,CONWAY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/22/2010,07/14/2010,07/16/2010,,DEMOLITION OR MOVE PERMIT,"5911 CONWAY RD
BETHESDA, MD 20817
(39.006107, -77.119491)"
533888,Completed,10105,,DARNESTOWN,RD,,ROCKVILLE,MD,20850,DEMOLISH,SINGLE FAMILY DWELLING,03/29/2010,04/09/2010,04/22/2010,DEMO ONLY,DEMOLITION OR MOVE PERMIT,"10105 DARNESTOWN RD
ROCKVILLE, MD 20850
(39.097211, -77.207831)"
534448,Finaled,5600,,DURBIN,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/05/2010,06/07/2010,06/21/2010,"Demolition/Rebuild 
BOND TRACKING PS10A42676",DEMOLITION OR MOVE PERMIT,"5600 DURBIN RD
BETHESDA, MD 20814
(38.983643, -77.111904)"
534513,Finaled,5308,,YORKTOWN,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,04/06/2010,05/06/2010,05/18/2010,,DEMOLITION OR MOVE PERMIT,"5308 YORKTOWN RD
BETHESDA, MD 20816
(38.960614, -77.101769)"
534579,Completed,15129,,MANOR LAKE,DR,,ROCKVILLE,MD,20853,DEMOLISH,SINGLE FAMILY DWELLING,04/07/2010,03/22/2011,03/29/2011,"clean up fire damage
BOND TRACKING PS11A44360",DEMOLITION OR MOVE PERMIT,"15129 MANOR LAKE DR
ROCKVILLE, MD 20853
(39.10483, -77.106597)"
534690,Finaled,5511,,SOUTHWICK,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,04/08/2010,05/20/2010,06/28/2010,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5511 SOUTHWICK ST
BETHESDA, MD 20817
(38.999313, -77.110702)"
516465,Finaled,10507,,TULIP,LN,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,07/16/2009,08/12/2009,11/21/2012,"demo/rebuild with in ground pool  Cash Bond PS10A41057
*REVISION - applicant request to exclude pool from demo/changing the sqaure footage to 4917",DEMOLITION OR MOVE PERMIT,"10507 TULIP LN
POTOMAC, MD 20854
(39.058477, -77.217954)"
523018,Open,23,,COLUMBIA,AVE,,TAKOMA PARK,MD,20912,DEMOLISH,GARAGE,10/08/2009,,,DEMO GARAGE,DEMOLITION OR MOVE PERMIT,"23 COLUMBIA AVE
TAKOMA PARK, MD 20912
(38.975727, -77.007658)"
532764,Issued,5907,,KINGSWOOD,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,03/12/2010,04/23/2010,,Rebuild,DEMOLITION OR MOVE PERMIT,"5907 KINGSWOOD RD
BETHESDA, MD 20814
(39.018601, -77.119274)"
534720,Completed,5920,,WALTON,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,04/08/2010,06/01/2010,07/29/2010,Demolition/Rebuild Single Family Dwelling,DEMOLITION OR MOVE PERMIT,"5920 WALTON RD
BETHESDA, MD 20817
(39.009182, -77.121273)"
534780,Issued,5000,,BRADLEY,BLVD,,CHEVY CHASE,MD,20815,DEMOLISH,MERCANTILE BUILDING,04/09/2010,10/08/2010,,"Demolition/Rebuild
Performance Bond-Tracking No. 43197",DEMOLITION OR MOVE PERMIT,"5000 BRADLEY BLVD
CHEVY CHASE, MD 20815
(38.977894, -77.099046)"
535199,Completed,6300,,WINSTON,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,04/14/2010,05/14/2010,07/15/2010,DEMOLITION/ REBUILD,DEMOLITION OR MOVE PERMIT,"6300 WINSTON DR
BETHESDA, MD 20817
(38.974565, -77.128583)"
535592,Finaled,1104,,SPRING,ST,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,04/20/2010,09/10/2010,10/18/2010,Demolition,DEMOLITION OR MOVE PERMIT,"1104 SPRING ST
SILVER SPRING, MD 20910
(38.999901, -77.028533)"
535593,Finaled,1106,,SPRING,ST,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,04/20/2010,09/10/2010,10/18/2010,Demolition,DEMOLITION OR MOVE PERMIT,"1106 SPRING ST
SILVER SPRING, MD 20910
(38.999907, -77.028548)"
535594,Finaled,1110,,SPRING,ST,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,04/20/2010,09/10/2010,10/18/2010,Demolition-Performance Bond-Tracking No. 42763,DEMOLITION OR MOVE PERMIT,"1110 SPRING ST
SILVER SPRING, MD 20910
(38.999913, -77.028562)"
535988,Completed,10801,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852,DEMOLISH,BUSINESS BUILDING,04/23/2010,09/03/2010,12/02/2010,,DEMOLITION OR MOVE PERMIT,"10801 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.032445, -77.105936)"
536015,Completed,12300,,GLEN,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,04/23/2010,05/17/2011,05/31/2011,DEMOlITION/REBUILD cash bond PS11A44667,DEMOLITION OR MOVE PERMIT,"12300 GLEN RD
POTOMAC, MD 20854
(39.064835, -77.253602)"
536067,Issued,19844,,CHESLEY KNOLL,DR,,GAITHERSBURG,MD,20879,DEMOLISH,SINGLE FAMILY DWELLING,04/23/2010,04/23/2010,,DEMO/REBUILD **EMERGENCY PERMIT HOUSE BURNED DOWN DUE TO FIRE**,DEMOLITION OR MOVE PERMIT,"19844 CHESLEY KNOLL DR
GAITHERSBURG, MD 20879
(39.181111, -77.184027)"
536461,Issued,13801,,GEORGIA,AVE,,SILVER SPRING,MD,20906,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,04/28/2010,06/01/2010,,Demolish/ Rebuild of Telecommunications Monopole.,DEMOLITION OR MOVE PERMIT,"13801 GEORGIA AVE
SILVER SPRING, MD 20906
(39.08158, -77.076134)"
536478,Completed,10107,,LAKESTONE,PL,,ROCKVILLE,MD,20850,DEMOLISH,SINGLE FAMILY DWELLING,04/28/2010,08/11/2010,08/20/2010,"DEMOLITION / REBUILD
BOND TRACKING PS11A43093",DEMOLITION OR MOVE PERMIT,"10107 LAKESTONE PL
ROCKVILLE, MD 20850
(39.082596, -77.206075)"
536533,Completed,5824,,IPSWICH,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,04/29/2010,07/07/2010,08/17/2010,Demolition/rebuild-Cash Bond PS10A42530,DEMOLITION OR MOVE PERMIT,"5824 IPSWICH RD
BETHESDA, MD 20814
(39.016919, -77.116388)"
536838,Issued,5545,,WARWICK,PL,,CHEVY CHASE,MD,20815,DEMOLISH,SWIMMING POOL,05/03/2010,09/14/2010,,DEMOLITION OF BABY POOL / REBUILD,DEMOLITION OR MOVE PERMIT,"5545 WARWICK PL
CHEVY CHASE, MD 20815
(38.964702, -77.093791)"
536888,Completed,18209,,HILLCREST,AVE,,OLNEY,MD,20832,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,05/04/2010,08/04/2010,08/31/2010,"Demolition of house (board up structure on commercial property)
Cash Bond PS11A43036",DEMOLITION OR MOVE PERMIT,"18209 HILLCREST AVE
OLNEY, MD 20832
(39.154588, -77.065924)"
536914,Completed,5725,,DURBIN,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/04/2010,06/01/2010,07/08/2010,,DEMOLITION OR MOVE PERMIT,"5725 DURBIN RD
BETHESDA, MD 20817
(38.983112, -77.116577)"
537974,Completed,18471,,BROOKE,RD,,SANDY SPRING,MD,20860,DEMOLISH,SINGLE FAMILY DWELLING,05/14/2010,06/03/2010,08/03/2010,"Demo Only
PS10A42591",DEMOLITION OR MOVE PERMIT,"18471 BROOKE RD
SANDY SPRING, MD 20860
(39.158998, -77.034319)"
537996,Completed,4703,,CHEVY CHASE,BLVD,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,05/14/2010,06/29/2010,08/20/2010,Demo Only,DEMOLITION OR MOVE PERMIT,"4703 CHEVY CHASE BLVD
CHEVY CHASE, MD 20815
(38.973578, -77.092916)"
538021,Completed,309,,LETHBRIDGE,CT,,ASHTON,MD,20861,DEMOLISH,SINGLE FAMILY DWELLING,05/17/2010,09/09/2010,06/08/2011,DEMO-Cash Bond PS11A43245,DEMOLITION OR MOVE PERMIT,"309 LETHBRIDGE CT
ASHTON, MD 20861"
538168,Completed,5819,,JOHNSON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/18/2010,08/05/2010,10/20/2010,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5819 JOHNSON AVE
BETHESDA, MD 20817
(39.005657, -77.117484)"
538266,Completed,4316,,CHESTNUT,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,05/18/2010,09/21/2010,10/06/2010,"demo/rebuild
Cash Bond PS10A43286",DEMOLITION OR MOVE PERMIT,"4316 CHESTNUT ST
BETHESDA, MD 20814
(38.99366, -77.087036)"
538593,Completed,8630,,BRINK,RD,,GAITHERSBURG,MD,20882,DEMOLISH,SINGLE FAMILY DWELLING,05/21/2010,07/02/2010,07/23/2010,"demolition of single family dwelling
Cash Bond PS11A42821",DEMOLITION OR MOVE PERMIT,"8630 BRINK RD
GAITHERSBURG, MD 20882
(39.208295, -77.177786)"
538789,Completed,8700,,FALLEN OAK,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,05/25/2010,11/24/2010,12/08/2010,"demo/rebuild 
BOND TRACKING #PS10A42622",DEMOLITION OR MOVE PERMIT,"8700 FALLEN OAK DR
BETHESDA, MD 20817
(38.998766, -77.130897)"
539120,Issued,5805,,LONE OAK,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,05/27/2010,07/30/2010,,Rebuild,DEMOLITION OR MOVE PERMIT,"5805 LONE OAK DR
BETHESDA, MD 20814
(39.019825, -77.1164)"
539143,Issued,7404,,SUMMIT,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,05/27/2010,06/15/2010,,"Rebuild
PA10A42635",DEMOLITION OR MOVE PERMIT,"7404 SUMMIT AVE
CHEVY CHASE, MD 20815
(38.983901, -77.067115)"
539204,Open,13824,,TRAVILAH,RD,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,05/27/2010,,,Shed,DEMOLITION OR MOVE PERMIT,"13824 TRAVILAH RD
GAITHERSBURG, MD 20878
(39.082545, -77.233422)"
539442,Completed,21,,ERICSSON,RD,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,06/02/2010,07/12/2010,08/23/2010,Demolition Only,DEMOLITION OR MOVE PERMIT,"21 ERICSSON RD
CABIN JOHN, MD 20818
(38.972363, -77.151223)"
539511,Completed,10824,,ROCK RUN,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,06/02/2010,08/04/2010,08/09/2011,"Demolition Only
Cash Bond PS10A42659",DEMOLITION OR MOVE PERMIT,"10824 ROCK RUN DR
POTOMAC, MD 20854
(38.99692, -77.224948)"
539513,Finaled,3907,,VIRGILIA,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,06/02/2010,07/08/2010,07/15/2011,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"3907 VIRGILIA ST
CHEVY CHASE, MD 20815
(38.983783, -77.078104)"
539517,Completed,4810,,DRUMMOND,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,06/02/2010,08/18/2010,09/15/2010,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"4810 DRUMMOND AVE
CHEVY CHASE, MD 20815
(38.970327, -77.095704)"
539606,Completed,10703,,ORDWAY,DR,,SILVER SPRING,MD,20901,DEMOLISH,SINGLE FAMILY DWELLING,06/03/2010,08/17/2010,08/24/2010,"Demolition/rebuild
BOND #PS11A43078",DEMOLITION OR MOVE PERMIT,"10703 ORDWAY DR
SILVER SPRING, MD 20901
(39.030995, -77.017023)"
539653,Completed,7201,,EXETER,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/03/2010,07/02/2010,07/21/2011,"demo/rebuild
BOND TRACKING #PS10A42663",DEMOLITION OR MOVE PERMIT,"7201 EXETER RD
BETHESDA, MD 20814
(38.982025, -77.103093)"
539654,Completed,7201,,DENTON,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/03/2010,07/02/2010,02/04/2011,"Demo/rebuild
BOND TRACKING #PS10A42664",DEMOLITION OR MOVE PERMIT,"7201 DENTON RD
BETHESDA, MD 20814
(38.982123, -77.10186)"
539894,Finaled,18610,,NEW HAMPSHIRE,AVE,,ASHTON,MD,20861,DEMOLISH,SINGLE FAMILY DWELLING,06/07/2010,04/29/2011,09/15/2012,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"18610 NEW HAMPSHIRE AVE
ASHTON, MD 20861
(39.162385, -77.014386)"
540008,Completed,4300,,LYNBROOK,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/08/2010,06/29/2010,09/29/2010,Cash Bond PS10A42769,DEMOLITION OR MOVE PERMIT,"4300 LYNBROOK DR
BETHESDA, MD 20814
(38.987889, -77.08639)"
540018,Finaled,4002,,UNDERWOOD,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,06/08/2010,08/09/2010,04/18/2012,Demolition/rebuild cash bond PS10A42702,DEMOLITION OR MOVE PERMIT,"4002 UNDERWOOD ST
CHEVY CHASE, MD 20815
(38.982987, -77.079582)"
540166,Completed,9303,,BULLS RUN,PKWY,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/09/2010,08/10/2010,08/24/2010,Cash Bond PS11A43085,DEMOLITION OR MOVE PERMIT,"9303 BULLS RUN PKWY
BETHESDA, MD 20817
(39.008928, -77.126142)"
540218,Completed,5612,,WILSON,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/09/2010,07/06/2010,08/12/2010,"demolition / rebuild
BOND TRACKING # PS10A42697",DEMOLITION OR MOVE PERMIT,"5612 WILSON LN
BETHESDA, MD 20814
(38.986441, -77.113737)"
540285,Completed,7603,,HOLIDAY,TER,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/10/2010,08/09/2010,09/08/2010,"Demolition/rebuild
Cash Bond PS10A42701",DEMOLITION OR MOVE PERMIT,"7603 HOLIDAY TER
BETHESDA, MD 20817
(38.986246, -77.123936)"
540317,Completed,5316,,YORKTOWN,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,06/10/2010,06/28/2010,07/22/2010,"DEMOLITION/REBUILD
BOND TRACKING # PS10A42744",DEMOLITION OR MOVE PERMIT,"5316 YORKTOWN RD
BETHESDA, MD 20816
(38.961208, -77.101061)"
540732,Completed,6206,,LANDON,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/16/2010,08/09/2010,09/02/2010,"demo / rebuild
BOND #PS11A43069",DEMOLITION OR MOVE PERMIT,"6206 LANDON LN
BETHESDA, MD 20817
(38.985489, -77.126235)"
540919,Finaled,8215,,CUSTER,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/17/2010,09/13/2010,12/16/2011,"Demolition/Rebuild
Cash Bond PS10A43252",DEMOLITION OR MOVE PERMIT,"8215 CUSTER RD
BETHESDA, MD 20817
(38.993178, -77.109632)"
541097,Completed,6005,,ROOSEVELT,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/18/2010,08/10/2010,12/08/2010,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"6005 ROOSEVELT ST
BETHESDA, MD 20817
(38.994366, -77.121325)"
512892,Completed,8000,,RIVERSIDE,DR,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,06/02/2009,09/16/2009,06/21/2011,"Demolition/ Rebuild
Cash Bond PS9A40849",DEMOLITION OR MOVE PERMIT,"8000 RIVERSIDE DR
CABIN JOHN, MD 20818
(38.97322, -77.166359)"
541124,Completed,4536,,WINDSOR,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/21/2010,08/04/2010,08/31/2010,"DEMO / REBUILD
BOND TRACKING # PS10A42743",DEMOLITION OR MOVE PERMIT,"4536 WINDSOR LN
BETHESDA, MD 20814
(38.995384, -77.091237)"
541389,Completed,12301,,BROOKHAVEN,DR,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,06/22/2010,08/05/2010,03/03/2011,"Demolition/Rebuild
Cash Bond PS10A42752",DEMOLITION OR MOVE PERMIT,"12301 BROOKHAVEN DR
SILVER SPRING, MD 20902
(39.057238, -77.016179)"
541439,Completed,7202,,ROLLINGWOOD,DR,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,06/23/2010,08/04/2010,08/20/2010,demo/ rebuild,DEMOLITION OR MOVE PERMIT,"7202 ROLLINGWOOD DR
CHEVY CHASE, MD 20815
(38.98174, -77.065257)"
541442,Issued,31,,OSWEGO,AVE,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,06/23/2010,10/20/2010,,demolish/Rebuild Sanitation Building,DEMOLITION OR MOVE PERMIT,"31 OSWEGO AVE
SILVER SPRING, MD 20910
(38.984938, -77.009182)"
541461,Open,19411,,WHITE GROUND,RD,,BOYDS,MD,20841,DEMOLISH,SINGLE FAMILY DWELLING,06/23/2010,,,"DEMO
BOND TRACKING # PS10A42757",DEMOLITION OR MOVE PERMIT,"19411 WHITE GROUND RD
BOYDS, MD 20841
(39.174693, -77.32503)"
541480,Completed,4504,,WEST VIRGINIA,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/23/2010,09/16/2010,12/13/2010,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"4504 WEST VIRGINIA AVE
BETHESDA, MD 20814
(38.990746, -77.090033)"
541494,Completed,8940,,JONES MILL,RD,,CHEVY CHASE,MD,20815,DEMOLISH,SHED,06/23/2010,08/04/2010,10/04/2010,Demolish Shed,DEMOLITION OR MOVE PERMIT,"8940 JONES MILL RD
CHEVY CHASE, MD 20815
(39.001338, -77.064751)"
541536,Completed,3811,,BLACKBURN,LN,,BURTONSVILLE,MD,20866,DEMOLISH,ASSEMBLY BUILDING,06/23/2010,07/29/2010,10/06/2010,demolish two buildings on this property,DEMOLITION OR MOVE PERMIT,"3811 BLACKBURN LN
BURTONSVILLE, MD 20866
(39.104381, -76.930551)"
541646,Completed,10101,,DICKENS,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,06/24/2010,02/04/2011,05/20/2011,"DEMO / REBUILD

BOND TRACKING #PS11A44042",DEMOLITION OR MOVE PERMIT,"10101 DICKENS AVE
BETHESDA, MD 20814
(39.021196, -77.113635)"
541853,Completed,10021,,MONTAUK,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/25/2010,08/10/2010,11/18/2010,"Demolition
BOND #PS11A43079",DEMOLITION OR MOVE PERMIT,"10021 MONTAUK AVE
BETHESDA, MD 20817
(39.02199, -77.128741)"
542072,Finaled,7711,,GREENWOOD,AVE,,TAKOMA PARK,MD,20912,DEMOLISH,EDUCATIONAL BUILDING,06/29/2010,10/15/2010,05/29/2014,Demo Commercial School Building - Columbia Union College,DEMOLITION OR MOVE PERMIT,"7711 GREENWOOD AVE
TAKOMA PARK, MD 20912
(38.98578, -76.998011)"
542160,Completed,6003,,HENNING,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,06/29/2010,09/17/2010,10/25/2010,"DEMOLITION/REBUILD
Cash Bond PS10A43277",DEMOLITION OR MOVE PERMIT,"6003 HENNING ST
BETHESDA, MD 20817
(39.00419, -77.121181)"
542919,Completed,5813,,IPSWICH,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,07/07/2010,09/16/2010,10/21/2010,Demolition/Rebuild,DEMOLITION OR MOVE PERMIT,"5813 IPSWICH RD
BETHESDA, MD 20814
(39.016945, -77.115828)"
543160,Issued,2320,,BALTIMORE,RD,,ROCKVILLE,MD,20851,DEMOLISH,SINGLE FAMILY DWELLING,07/09/2010,08/27/2010,,,DEMOLITION OR MOVE PERMIT,"2320 BALTIMORE RD
ROCKVILLE, MD 20851
(39.089595, -77.115254)"
543161,Issued,904,,PHILADELPHIA,AVE,,SILVER SPRING,MD,20910,DEMOLISH,SINGLE FAMILY DWELLING,07/09/2010,09/27/2010,,"Demolish a single family dwelling, garage/warehouse & two trailers",DEMOLITION OR MOVE PERMIT,"904 PHILADELPHIA AVE
SILVER SPRING, MD 20910
(38.988408, -77.024157)"
543439,Completed,9219,,ADELAIDE,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/13/2010,09/03/2010,02/08/2011,DEMO / REBUILD,DEMOLITION OR MOVE PERMIT,"9219 ADELAIDE DR
BETHESDA, MD 20817
(39.007133, -77.124575)"
543639,Issued,1789,,GLENALLAN,AVE,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,07/14/2010,10/01/2010,,"Demo/Rebuild (SEE LOG) BOND TRACKING#PS11A43346**Permit extended for 1 year. Permit will expire on 01/31/2013**

*Permit extended until 12/11/13*",DEMOLITION OR MOVE PERMIT,"1789 GLENALLAN AVE
SILVER SPRING, MD 20902
(39.059591, -77.038459)"
543710,Completed,6002,,WILMETT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/15/2010,11/08/2010,11/23/2010,DEMOLITION / REBUILD,DEMOLITION OR MOVE PERMIT,"6002 WILMETT RD
BETHESDA, MD 20817
(39.008298, -77.122098)"
543833,Completed,14150,,TRAVILAH,RD,,ROCKVILLE,MD,20850,DEMOLISH,SINGLE FAMILY DWELLING,07/16/2010,11/05/2010,11/16/2011,"Demolition/Rebuild
PS11A43238",DEMOLITION OR MOVE PERMIT,"14150 TRAVILAH RD
ROCKVILLE, MD 20850
(39.086737, -77.217351)"
543871,Completed,5303,,CARLTON,ST,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,07/16/2010,10/12/2010,11/12/2010,"Demolition/Rebuild
PS10A43303 Cash Bond",DEMOLITION OR MOVE PERMIT,"5303 CARLTON ST
BETHESDA, MD 20816
(38.960743, -77.120615)"
543882,Completed,10025,,SINNOTT,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/16/2010,10/29/2010,03/01/2011,"DEMOLITION / REBUILD
BOND Tracking PS11A43545",DEMOLITION OR MOVE PERMIT,"10025 SINNOTT DR
BETHESDA, MD 20817
(39.021836, -77.127937)"
474774,Open,11608,,MAPLEVIEW,DR,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,12/27/2007,,,Demo/Rebuild,DEMOLITION OR MOVE PERMIT,"11608 MAPLEVIEW DR
SILVER SPRING, MD 20902
(39.046993, -77.074832)"
474775,Completed,4417,,SAUL,RD,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,12/27/2007,03/18/2008,05/12/2008,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"4417 SAUL RD
KENSINGTON, MD 20895
(39.01653, -77.08734)"
