EXPENDITURE_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,ACTION,AMOUNT,EXPENDITURE_DATE,PURPOSE,RECIPIENT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
1441930148,07/01/2015,09/30/2015,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,500.24,08/26/2015,VISIT CDN SITE #13,"CFO TEAM (COLLEEN STONE), CDOT (MAUREEN WEST), LEGAL (KAREN BIELARZ)",2349450331,"INTERSTATE JCDECAUX, LLC",10/05/2015
1046513272,07/01/2014,09/30/2014,5361,JAY,,BEASLEY,PROMOTE CONSTELLATION ENERGY AND ITS BUSINESS PLANS FOR CHICAGO.,910.57,07/01/2014,AIRFARE,UNITED AIRLINES,2937688769,CONSTELLATION ENERGY GROUP,10/17/2014
218363900,07/01/2013,09/30/2013,5861,THOMAS,S,MOORE,FILING FEE,1025.00,08/29/2013,FILING FEE,CITY OF CHICAGO,3700393221,VILLA CAPITAL MANAGERS LLC,01/02/2014
1077935337,07/01/2012,09/30/2012,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,1101.60,08/28/2012,TRAVEL,AMERICAN AIRLINES,4048551740,"WAL-MART STORES, INC.",10/18/2012
1681281578,01/01/2015,03/31/2015,5861,THOMAS,S,MOORE,FILING FEE,1000.00,03/31/2015,FILING FEE,CITY OF CHICAGO,1671800352,ABERDEEN DEVELOPMENT,11/30/2015
310509790,10/01/2017,12/31/2017,14042,TRACEY,,HESTER,LIQUOR LICENSE AND LOADING ZONES FOR PROPOSED TARGET LOCATIONS,288.00,10/11/2017,HOTEL,HOTEL PALOMAR,2375936630,TARGET CORPORATION,01/17/2018
4064251057,04/01/2014,06/30/2014,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVEL AND MEALS FOR SELF,869.00,06/19/2014,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), CDOT (MAUREEN WEST), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM)",2349450331,"INTERSTATE JCDECAUX, LLC",07/03/2014
2343373593,07/01/2017,09/30/2017,12901,HOLLY,,COOPER,CDOT OPERATIONS & BACK OFFICE MEETINGS,552.40,08/24/2017,AIRFARE,"SOUTHWEST AIRLINES, 2702 LOVE FIELD DRIVE, DALLAS, TX  75235",1415910890,CONDUENT INCORPORATED,10/20/2017
1076475215,10/01/2014,12/31/2014,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO.,709.00,10/16/2014,AIRFARE,AMERICAN AIRLINES,1258484110,"WAL-MART STORES, INC.",01/19/2015
4234886899,04/01/2017,06/30/2017,5721,GENE,C,SCHULTER,ADVISOR,1500.00,05/18/2017,ADVISOR,"THOMAS O'DONNELL, 4303 W WOLCOTT. CHGO, IL 60613",1720534195,"BROADWAY ELECTRIC, INC.",07/10/2017
1030693399,07/01/2013,09/30/2013,6227,BLAKE,,CUSTER,FROM LAS VEGAS TO CHICAGO,550.90,10/17/2013,AIRLINE FLIGHT,YOUNG ELECTRIC SIGN COMPANY,309905940,"INTERSTATE JC DECAUX, LLC",10/21/2013
2514657699,10/01/2013,12/31/2013,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,750.00,12/05/2013,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (JACOB RINGER, COLLEEN STONE, SCOTT YONOVER), CDOT (MAUREEN WEST, JEFF BRINK), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM)",2721525197,"INTERSTATE JCDECAUX, LLC",12/23/2013
3314860680,10/01/2014,12/31/2014,5861,THOMAS,S,MOORE,FILING FEE,525.00,12/05/2014,FILING FEE,CITY OF CHICAGO,3594979399,"RUBENSTEIN, AMY",01/12/2015
3780753831,04/01/2014,06/30/2014,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,869.00,04/09/2014,MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), LEGAL (KAREN BIELARZ)",2349450331,"INTERSTATE JCDECAUX, LLC",07/03/2014
3325062303,04/01/2014,06/30/2014,7381,ALLEN,,SHUTT,PHOTO ENFORCEMENT,656.00,06/20/2014,AIRFARE,"SOUTHWEST AIRLINES - 2702 LOVE FIELD DR DALLAS, TX 75235",4117277579,"XEROX BUSINESS SERVICES, LLC",07/17/2014
273645937,10/01/2012,12/31/2012,4141,WILLIAM,J,KNAPP,HOTEL,452.80,10/01/2012,MEETING WITH CDOT,"RENNISANCE CHICAGO, CHICAGO, IL, HOTEL",3251800802,"CAR2GO N.A., LLC",01/04/2013
77339524,01/01/2012,06/30/2012,4326,JOHN,,WATT,ADMINISTRATIVE,341.89,05/01/2012,AIRFARE,AMERICAN AIRLINES,3152755413,CHICAGO PARKING METERS LLC,08/21/2012
716288569,10/01/2012,12/31/2012,3951,PAUL,A,KOLPAK,ZONING CHANGE,500.00,11/27/2012,COMMUNITY MEETING,COMMUNITY MEETING EXPENSES,1992838316,"VIDAKOVIC, RADO",02/28/2013
4099306872,07/01/2017,09/30/2017,14301,MICHAEL,T,DEBONVILLE,ORDINANCE FOR FREE-FLOATING CARSHARING,567.04,07/20/2017,HOTEL,"MIKE DEBONVILLE, 1717 WEST 6TH STREET, SUITE 425, AUSTIN, TX, 78703, CARSHARING",3251800802,"CAR2GO N.A., LLC",10/18/2017
2633266204,01/01/2017,03/31/2017,5861,THOMAS,S,MOORE,VARIANCE,525.00,03/09/2017,FILING FEE,CITY OF CHICAGO,3876532213,"O'SHEA, PAUDIE",09/28/2017
1613676653,07/01/2014,09/30/2014,5861,THOMAS,S,MOORE,FILING FEE,1025.00,08/28/2014,FILING FEE,CITY OF CHICAGO,2807258724,XXL HOLDING COMPANIES LLC,01/12/2015
805457746,01/01/2012,06/30/2012,3959,B. JOHN,,BISIO,COMMUNITY AND ALDERMANIC OUTREACH AND EDUCATION,3500.00,01/05/2012,REIMBURSED EXPENSES FOR COMMUNITY OUTREACH AND EDUCATION,"SERAFING AND ASSOCIATES, INC  409 W HURON ST., STE. 600 CHICAGO, IL  60654  COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",09/04/2012
1992750667,04/01/2019,06/30/2019,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,05/03/2019,FILING FEE,CITY OF CHICAGO,549476091,"SUSTER, BRADLEY",09/30/2019
1592495278,04/01/2014,06/30/2014,5861,THOMAS,S,MOORE,FILING FEE,1025.00,05/21/2014,FILING FEE,CITY OF CHICAGO,2715125709,SAFE GUARD SELF STORAGE,01/12/2015
2845333382,01/01/2017,03/31/2017,5861,THOMAS,S,MOORE,VARIANCE,525.00,02/27/2017,FILING FEE,CITY OF CHICAGO,3488193791,ADAM FRIEDMAN,06/29/2017
1157100037,10/01/2015,12/31/2015,5861,THOMAS,S,MOORE,FILING FEE,1025.00,10/06/2015,FILING FEE,CITY OF CHICAGO,3662100435,PCM REAL ESTATE INVESTMENT LLC,01/08/2016
652285879,01/01/2012,06/30/2012,3959,B. JOHN,,BISIO,COMMUNITY AND ALDERMANIC OUTREACH AND EDUCATION,33500.00,04/24/2012,PUBLIC AFFAIRS / GRASSROOTS RETAINER,"SERAFIN AND ASSOCIATES, INC 409 W HURON ST., STE. 600 CHICAGO, IL 60654 COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",09/04/2012
1638794247,07/01/2014,09/30/2014,4228,NEAL,H,ATTERMANN,DEBT REFINANCING - O'HARE AIRPORT,355.56,08/22/2014,AIRFARE,"DELTA AIRLINES, P.O. BOX 20706 ATLANTA, GA 30354, AIR TRAVEL",344985367,CITIGROUP GLOBAL MARKETS INC.,10/15/2014
2508121151,07/01/2016,09/30/2016,15261,FRANK,C,BOSCO,BOARD OF ETHICS ELECTRONIC LOBBYIST FILING FEE,350.00,08/23/2016,LOBBYIST REGISTRATION FEE,BOARD OF ETHICS ELECTRONIC LOBBYIST FILING,1570551163,THERMO FISHER SCIENTIFIC,10/19/2016
3292642971,07/01/2013,09/30/2013,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,576.48,09/09/2013,AIRFARE,AMERICAN AIRLINES,4048551740,"WAL-MART STORES, INC.",10/16/2013
3531035320,10/01/2013,12/31/2013,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,750.00,10/17/2013,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (JACOB RINGER, COLLEEN STONE, SCOTT YONOVER), CDOT (MAUREEN WEST, JEFF BRINK), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM)",2721525197,"INTERSTATE JCDECAUX, LLC",12/23/2013
3153970555,04/01/2018,06/30/2018,14042,TRACEY,,HESTER,"SOCCER PITCH, LOADING, LIQUOR LICENSE, RIBBON CUTTINGS, TARGET SMALL FORMAT",270.00,06/13/2018,AIRFARE,AMERICAN AIRLINES,329021446,TARGET CORPORATION,07/16/2018
3092917779,04/01/2013,06/30/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,313.12,06/12/2013,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL 60611, HOTEL",2118404673,"INTERSTATE JCDECAUX, LLC",07/19/2013
4100447799,07/01/2015,09/30/2015,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,906.20,08/18/2015,TRANSPORTATION,"VIRGIN AIRLINES, 555 AIRPORT BLVD, BURLINGAME, CA 94010, AIRLINE",2349450331,"INTERSTATE JCDECAUX, LLC",10/19/2015
307644063,07/01/2013,09/30/2013,6164,GABRIELLE,,BRUSSEL,IMPLEMENTATION OF CITY DIGITAL NETWORK,1243.80,08/14/2013,TRAVEL TO CHICAGO,AMERICAN AIRLINES,2349450331,"INTERSTATE JCDECAUX, LLC",10/03/2013
3478628636,07/01/2017,09/30/2017,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,689.00,07/25/2017,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL, HOTEL",321705281,"INTERSTATE JCDECAUX, LLC",10/20/2017
2162674546,01/01/2013,03/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,267.04,01/08/2013,SUSTENANCE,"ROY'S, 720 N STATE, CHICAGO, IL 60654",2118404673,"INTERSTATE JCDECAUX, LLC",04/22/2013
2170969206,07/01/2016,09/30/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,02/26/2016,FILING FEE,CITY OF CHICAGO,197332891,"CONNNOLLY, COURTNEY",10/17/2016
758913153,01/01/2012,06/30/2012,3959,B. JOHN,,BISIO,GENERAL EDUCATION OF WAL-MART BUSINESS IN CHICAGO,1060.40,03/03/2012,AIRFARE,AMERICAN AIRLINES,4048551740,"WAL-MART STORES, INC.",09/04/2012
764736016,10/01/2013,12/31/2013,3951,PAUL,A,KOLPAK,ZONING AMENDMENT,1025.00,11/18/2013,ZONING APPLICATION,CITY OF CHICAGO,2401548949,"LOUKAS, MICHAEL",01/28/2014
1520798147,10/01/2014,12/31/2014,5861,THOMAS,S,MOORE,FILING FEE,1025.00,11/06/2014,FILING FEE,CITY OF CHICAGO,3059931229,"KRIEGER, CORY",01/12/2015
1358944790,04/01/2014,06/30/2014,5861,THOMAS,S,MOORE,FILING FEE,525.00,06/23/2014,FILING FEE,CITY OF CHICAGO,1497576480,1549 NNP LLC,01/12/2015
3368994979,04/01/2017,06/30/2017,14641,AMY,,DEGNAN,POSTAGE FOR ZONING MAILING,2848.67,06/27/2017,POSTAGE REIMBURSEMENT,"MATT FORTE, P.O. BOX 56535, CHICAGO, IL  60656, CLIENT",2413427401,MATT FORTE,10/11/2017
739119327,01/01/2017,03/31/2017,9082,JOSEPH,E,PILEWSKI,STATE LOBBYING,307.05,01/20/2017,STATE LOBBYIST REGISTRATION,IL SECRETARY OF STATE,4165251469,CHICAGO TEACHERS UNION,09/29/2017
2453941365,07/01/2013,09/30/2013,6227,BLAKE,,CUSTER,MARKET RIDE ALTERNATE SITE RESEARCH & EVALUATION,672.00,09/17/2013,LODGING,B. CUSTER - CDN PROJECT IMPLEMENTATION,309905940,"INTERSTATE JC DECAUX, LLC",10/21/2013
4032647113,04/01/2018,06/30/2018,4195,TIMOTHY,K.,HINCHMAN,SPECIAL USE FOR 207 E. 35TH ST.,300.00,04/13/2018,ZONING SEARCH,"PROPERTY INSIGHT, 1 N. LASALLE ST., SUITE 500, CHICAGO, IL 60602",2417311969,MCDONALD'S CORPORATION,07/05/2018
508831914,01/01/2014,03/31/2014,6523,JOSH,A,MOSKOWITZ,TRAVEL,466.17,02/12/2014,"TRAVEL FROM CHICAGO TO AUSTIN, TEXAS","JOSH MOSKOWITZ, 1717 WEST 6TH STREET, AUSTIN, TEXAS 78703, BUSINESS DEVELOPMENT",3206749539,"CAR2GO N.A., LLC",04/02/2014
2320066027,10/01/2018,12/31/2018,5861,THOMAS,S,MOORE,FILING FEE,1025.00,11/20/2018,APPLICATION FEE,CITY OF CHICAGO,693201626,"GOMEZ, BRENDA",01/04/2019
1476854953,10/01/2012,12/31/2012,6203,JOHN,,FOSTER,"MEETING GOVT OFFICIALS AFTER CITY COUNCIL PASSAGE, SITE SURVEYING AND ATTENDANCE AT IMPLEMENTATION TASK FORCE MEETING FOR CITY DIGITAL NETWORK",2597.02,12/13/2012,"MEETING GOVT OFFICIALS, SITE SURVEYING AND ATTENDANCE AT IMPLEMENTION TASK FORCE MEETING FOR CITY DIGITAL NETWORK","TRAVEL EXPENSES FOR 2 DAYS INCLUDING FLIGHT ON VIRGIN AMERICA, TRUMP INTERNATIONAL HOTEL AND MEALS",2721525197,"INTERSTATE JCDECAUX, LLC",01/22/2013
3432476575,01/01/2016,03/31/2016,5861,THOMAS,S,MOORE,FILING FEE,1000.00,02/01/2016,FILING FEE,CITY OF CHICAGO,3907645651,"GASSMAN, DAVID",01/12/2017
810446237,01/01/2013,03/31/2013,3845,ROLANDO,R,ACOSTA,SPECIAL USE 91T & BRANDON,525.00,03/14/2013,FILING FEE,CITY OF CHICAGO,758361578,"CLARETIANS, INC",07/29/2013
4132461754,01/01/2014,03/31/2014,5861,THOMAS,S,MOORE,FILING FEE,1025.00,03/25/2014,FILING FEE,CITY OF CHICAGO,653603153,"LIPE, STEVE",01/12/2015
2075936024,04/01/2018,06/30/2018,12901,HOLLY,,COOPER,OPERATIONS MEETING,284.11,04/25/2018,LODGING,"COURTYARD BY MARRIOTT, 30 E HUBBARD ST, CHICAGO, IL 60611",413645007,CONDUENT INCORPORATED,07/12/2018
3866133073,01/01/2012,06/30/2012,4111,CHRISTOPHER,S,COLWELL,INSURANCE,295.00,06/01/2012,AIRFARE,"ULTIMATE AIR SHUTTLE CIBNCINNATIM, OH  AIR CHARTER SERVICE",1494790187,USI INSURANCE SERVICES CORP,09/27/2012
319660632,04/01/2017,06/30/2017,18221,BRIAN,C,CRAWFORD,PANIC BUTTON ORDINANCE,306.40,05/22/2017,FLIGHT FROM DCA TO ORD,UNITED AIRLINES,3955574046,AMERICAN HOTEL & LODGING ASSOCIATION,07/26/2017
3882949138,04/01/2013,06/30/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,279.51,05/23/2013,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL 60611, HOTEL",2118404673,"INTERSTATE JCDECAUX, LLC",07/19/2013
2654899265,10/01/2012,12/31/2012,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,530.76,12/11/2012,HOTEL,HOTEL SOFITEL,4048551740,"WAL-MART STORES, INC.",01/18/2013
2339179471,07/01/2012,09/30/2012,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,1115.68,07/17/2012,TRAVEL,AMERICAN AIRLINES,4048551740,"WAL-MART STORES, INC.",10/18/2012
3795585087,07/01/2016,09/30/2016,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,06/10/2016,FILING FEE,CITY OF CHICAGO,1546200044,2240 N MILWAUKEE LLC,01/12/2017
150420600,04/01/2015,06/30/2015,6164,GABRIELLE,,BRUSSEL,IMPLEMENTATION OF THE CITY DIGITAL NETWORK,749.87,05/14/2015,TRAVEL TO/FROM TO CHICAGO FOR CITY DIGITAL NETWORK,"DELTA, TAXIS, AIRPORT CONCESSION FOOD",2349450331,"INTERSTATE JCDECAUX, LLC",07/06/2015
392691836,04/01/2016,06/30/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,04/14/2016,FILING FEE,CITY OF CHICAGO,1244647801,SWAN PROPERTIES,01/12/2017
4078329208,04/01/2017,06/30/2017,4195,TIMOTHY,K.,HINCHMAN,SPECIAL USE FOR 2844 W. 47TH ST.,1025.00,06/21/2017,FILING FEE,"CITY OF CHICAGO, DEPARTMENT OF REVENUE, 121 N. LASALLE ST., CHICAGO, IL 60602",2417311969,MCDONALD'S CORPORATION,06/30/2017
272680514,10/01/2012,12/31/2012,3959,B. JOHN,,BISIO,COMMUNITY AND ALDERMANIC OUTREACH AND EDUCATION,3500.00,11/05/2012,REIMBURSED EXPENSES FOR COMMUNITY OUTREACH ACTIVITIES,"SERAFIN & ASSOCIATES, INC  409 WEST HURON ST., SUITE 600, CHICAGO, IL 60654 - COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",01/18/2013
790470600,10/01/2018,12/31/2018,5861,THOMAS,S,MOORE,FILING FEE,1025.00,11/13/2018,APPLICATION FEE,CITY OF CHICAGO,2639056206,"DUMAS, NIKKI",01/04/2019
2350211067,10/01/2018,12/31/2018,5861,THOMAS,S,MOORE,FILING FEE,1025.00,11/15/2018,APPLICATION FEE,CITY OF CHICAGO,1521179067,"KEBRITCHI, HANS",01/04/2019
2748886274,10/01/2012,12/31/2012,4141,WILLIAM,J,KNAPP,AIR TRAVEL,663.59,10/01/2012,MEETING WITH CDOT,"DELTA AIRLINES, ATLANTA, GA, AIR CARRIER",3251800802,"CAR2GO N.A., LLC",01/04/2013
1337486804,04/01/2018,06/30/2018,5861,THOMAS,S,MOORE,VARIATION,525.00,04/23/2018,FILING FEE,CITY OF CHICAGO,760441147,"BECOVIC, SAL",10/05/2018
3985430508,10/01/2016,12/31/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,12/08/2016,FILING FEE,CITY OF CHICAGO,1527877174,"ADEKOLA, MICHELLE",01/16/2017
341578958,01/01/2014,03/31/2014,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1251.00,03/17/2014,TRANSPORTATION,"UNITED AIRLINES, 77 WACKER DRIVE, CHICAGO, IL 60601",321705281,"INTERSTATE JCDECAUX, LLC",04/20/2014
2874303317,04/01/2018,06/30/2018,4094,DANIELLE,,CASSEL,LICENSE APPLICATION,12585.60,04/30/2018,LICENSE FEES,CHICAGO (BACP),912515312,"SMART HOTELS / OLYMPIA CHICAGO, LLC",08/01/2018
2448578490,10/01/2012,12/31/2012,3951,PAUL,A,KOLPAK,MAILINGS RE: ZONING CHANGE,640.00,11/27/2012,LABELS,PROPERTY INSIGHT,1992838316,"VIDAKOVIC, RADO",02/28/2013
709452068,01/01/2015,03/31/2015,5861,THOMAS,S,MOORE,FILING FEE,500.00,03/31/2015,FILING FEE,CITY OF CHICAGO,2139141583,5820 N CLARK LLC,11/30/2015
1038977614,10/01/2014,12/31/2014,5361,JAY,,BEASLEY,CITY OF CHICAGO PRESENTATION,566.39,12/10/2014,COPYING/PRINTING/DRAFTING,FEDEX OFFICE,2937688769,CONSTELLATION ENERGY GROUP,01/16/2015
3446174699,07/01/2015,09/30/2015,5861,THOMAS,S,MOORE,FILING FEE,500.00,07/01/2015,FILING FEE,CITY OF CHICAGO,1694208412,BNA HOLDINGS LLC,11/30/2015
764736016,10/01/2013,12/31/2013,3951,PAUL,A,KOLPAK,ZONING AMENDMENT,1025.00,11/18/2013,ZONING APPLICATION,CITY OF CHICAGO,1465731158,"PLEWA, MARIAN",01/28/2014
2120079655,01/01/2016,03/31/2016,5861,THOMAS,S,MOORE,FILING FEE,500.00,01/02/2016,FILING FEE,CITY OF CHICAGO,1128944487,"SMALL, JONATHAN",10/13/2016
1833005873,01/01/2012,06/30/2012,3959,B. JOHN,,BISIO,COMMUNITY AND ALDERMANIC OUTREACH AND EDUCATION,1507.50,06/05/2012,REIMBURSED EXPENSES FOR COMMUNITY OUTREACH AND EDUCATION,"SERAFIN AND ASSOCIATES, INC 409 W HURON ST., STE. 600 CHICAGO, IL 60654 COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",09/04/2012
3311984947,07/01/2013,09/30/2013,4187,JAMES,,HENN,GENERAL MUNICIPAL BOND BUSINESS - IDEAS PRESENTED FOR REFINANCING OF DEBT ASSOCIATED WITH O'HARE AIRPORT,293.04,07/16/2013,ROUND TRIP AIRFARE,AMERICAN AIRLINES  4333 AMON CARTER BLVD.,1309831684,"BARCLAYS CAPITAL, INC.",10/16/2013
2869190940,10/01/2013,12/31/2013,5861,THOMAS,S,MOORE,FILING FEE,275.00,12/17/2013,FILING FEE,CITY OF CHICAGO,2744855147,"CHICAGO ELITE BUILDERS, INC  C/O SEAN WALSH",01/06/2014
3475872620,10/01/2015,12/31/2015,5825,JONATHAN,D,PERMAN,REVISIONS TO PLASTIC BAG BAN ORDINANCE,1250.00,12/31/2015,LOBBYING AND ADVOCACY,"AMERICAN PROGRESSIVE BAG ALLIANCE, 1425 K STREET NW, #500, WASHINGTON, D.C. 20005",3208663911,AMERICAN PROGRESSIVE BAG ALLIANCE,01/18/2016
2270854496,01/01/2013,03/31/2013,5861,THOMAS,S,MOORE,FILING FEE,1025.00,02/28/2013,FILINF FEE,CITY OF CHICAGO,3971185004,GEMSTONE JEWELERS INC,01/02/2014
1873511729,01/01/2013,03/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,566.02,02/26/2013,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL 60611, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",04/22/2013
3306999513,04/01/2015,06/30/2015,4262,NEIL,,FLANAGAN,BOND REFINANCING STRATEGIES FOR THE CITY OF CHICAGO.,320.07,06/30/2015,LODGING,"FOUR SEASONS HOTEL 120 EAST DELAWARE PLACE CHICAGO, IL 606011, HOTEL",1333902746,JEFFERIES LLC,07/16/2015
2290293893,07/01/2014,09/30/2014,10821,JAMES,R,WATSON,OPPOSE E15 MANDATE,317.07,08/09/2014,LODGING,HILTON GARDEN INN,2781429364,AMERICAN PETROLEUM INSTITUTE,10/17/2014
2740417063,07/01/2018,09/30/2018,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,07/06/2018,FILING FEE,CITY OF CHICAGO,1907669018,"DE ROO, TYLER",10/10/2018
2011796070,10/01/2018,12/31/2018,5861,THOMAS,S,MOORE,APPLICATION FEE,1025.00,11/19/2018,FILING FEE,CITY OF CHICAGO,831772468,"PETERCHAK, JOSEPH",01/04/2019
2859172662,07/01/2017,09/30/2017,6164,GABRIELLE,,BRUSSEL,STREET FURNITURE UPGRADE,317.00,09/18/2017,TRAVEL TO CHICAGO FOR MTTNGS,DELTA/TAXIS/FOOD,1671164904,"JCDECAUX NORTH AMERICA, INC",09/30/2017
1293772813,07/01/2017,09/30/2017,14301,MICHAEL,T,DEBONVILLE,ORDINANCE FOR FREE-FLOATING CARSHARING,259.68,08/18/2017,FLIGHT,"MIKE DEBONVILLE, 1717 WEST 6TH STREET, SUITE 425, AUSTIN, TX, 78703, CARSHARING",3251800802,"CAR2GO N.A., LLC",10/18/2017
3167023296,10/01/2012,12/31/2012,5861,THOMAS,S,MOORE,CITY OF CHICAGO,275.00,10/12/2012,FILING FEE,CITY OF CHICAGO,2419798027,"GOLDMAN, SCOTT",01/11/2013
576559416,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,288.99,12/03/2013,TRANSPORTATION,"HERTZ, 909 N MICHIGAN, CHICAGO, IL 60611",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
3875460121,01/01/2016,03/31/2016,14301,MICHAEL,T,DEBONVILLE,INTRODUCTION OF FREE-FLOATING CARSHARING,499.35,03/24/2016,HOTEL,"MIKE DEBONVILLE, 1717 WEST 6TH STREET SUITE 425 AUSTIN, TX 78703, CARSHARING",3251800802,"CAR2GO N.A., LLC",04/12/2016
1294191482,07/01/2013,09/30/2013,5861,THOMAS,S,MOORE,FILING FEE,1025.00,07/08/2013,FILING FEE,CITY OF CHICAGO,2330873678,"MIRANZADEH, FLORIAN",10/15/2013
585313894,07/01/2016,09/30/2016,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,606.20,07/19/2016,TRANSPORTATION,"VIRGIN AMERICA, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2721525197,"INTERSTATE JCDECAUX, LLC",10/17/2016
2226698891,01/01/2015,03/31/2015,6203,JOHN,,FOSTER,CITYDIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,2270.76,03/05/2015,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",04/20/2015
2355543507,07/01/2019,09/30/2019,4110,WILLIAM,K,THOMPSON,HOTEL STAY FOR CONFERENCE,287.64,09/19/2019,CONFERENCE,CONRAD HOTEL,152708578,"RAYMOND JAMES & ASSOC., INC.",10/10/2019
3041423391,07/01/2016,09/30/2016,5825,JONATHAN,D,PERMAN,ADVOCATE FOR MODIFICATIONS TO THE PLASTIC BAG ORDINANCE,1250.00,09/30/2016,ADVOCACY,"THE PERMAN GROUP, 1904 WEST NEWPORT AVE., CHICAGO, IL 60657, PUBLIC AFFAIRS",3208663911,AMERICAN PROGRESSIVE BAG ALLIANCE,10/17/2016
2148487885,01/01/2018,03/31/2018,16921,STEPHEN,,JOHNSON,MEETINGS,273.92,01/17/2018,HOTEL,LANGHAM HOTEL CHICAGO,2148425495,AMERICAN AIRLINES,04/11/2018
1000996914,01/01/2012,06/30/2012,3959,B. JOHN,,BISIO,"MATTERS OF INTEREST TO WAL-MART STORES, INC",8000.00,12/13/2011,LOBBYING RETAINER,"NICOLAY & DART LLC  33 NORTH DEARBORN ST., STE. 2200  CHICAGO IL  60602  GOVERNMENT AFFAIRS FIRM",4048551740,"WAL-MART STORES, INC.",09/04/2012
2437838762,04/01/2016,06/30/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,04/18/2016,FILING FEE,CITY OF CHICAGO,768298135,"LARSON, ANDREW & BATES",10/13/2016
188959598,04/01/2017,06/30/2017,12261,BRIAN,,WYNNE,ADMINISTRATIVE -- FINANCING OPPORTUNITIES.,387.46,04/25/2017,AIRFARE,"DELTA AIR LINES, INC. PO BOX 20706, ATLANTA, GEORGIA 30320-6001. AIRLINE.",348264974,MORGAN STANLEY  & CO. LLC,07/18/2017
