Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2020†","Malaria, Cum 2020†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2020†","Measles§, Imported, Cum 2020†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Indigenous, Current week","Measles§, Indigenous, Current week, flag","Measles§, Indigenous, Previous 52 weeks Max†","Measles§, Indigenous, Previous 52 weeks Max†, flag","Measles§, Indigenous, Cum 2020†","Measles§, Indigenous, Cum 2020†, flag","Measles§, Indigenous, Cum 2019†","Measles§, Indigenous, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
RHODE ISLAND,2020,12,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,,-,1,,2,,2,,,-,2,,,-,1,,,-,5,,,-,8,,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,2,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,-,7,,6,,10,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,7,,7,,14,,,-,1,,,-,1,,,-,3,,,-,10,,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,12,,-,9,,25,,29,,,-,2,,,-,2,,,-,17,,,-,25,,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,,-,1,,3,,4,,,-,1,,,-,,-,,-,2,,,-,,-,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,,-,13,,30,,31,,,-,0,,,-,,-,,-,4,,,-,,-,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
OHIO,2020,12,,-,5,,14,,13,,,-,0,,,-,,-,,-,1,,,-,,-,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,,-,25,,57,,85,,,-,1,,2,,,-,,-,8,,1,,3,,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,,-,9,,9,,17,,,-,4,,,-,1,,,-,2,,,-,,-,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
UTAH,2020,12,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201255,POINT (-111.678222 39.323779)
COLORADO,2020,12,,-,4,,2,,7,,,-,0,,,-,1,,,-,0,,,-,,-,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,,-,2,,,-,,-,,-,0,,,-,1,,,-,0,,,-,1,,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,,-,3,,1,,3,,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,,-,6,,16,,18,,,-,1,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,,-,5,,6,,5,,,-,0,,,-,1,,,-,0,,,-,,-,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,,-,4,,5,,2,,,-,1,,,-,,-,,-,17,,,-,20,,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
US RESIDENTS,2020,17,,-,70,,201,,346,,,-,5,,4,,46,,,-,60,,7,,763,,,US RESIDENTS,20201701,
GEORGIA,2020,12,,-,4,,1,,10,,,-,1,,1,,,-,,-,8,,,-,3,,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,13,,18,,28,,,-,2,,,-,2,,,-,66,,,-,222,,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,,-,3,,,-,3,,,-,0,,,-,,-,,-,0,,,-,1,,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,,-,22,,42,,65,,,-,5,,,-,7,,,-,70,,,-,272,,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,-,6,,,-,15,,,-,2,,1,,8,,,-,9,,4,,8,,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,,-,5,,,-,4,,,-,1,,1,,,-,,-,1,,,-,,-,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,,-,5,,5,,9,,,-,1,,,-,,-,,-,1,,,-,1,,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,6,,12,,11,,,-,1,,1,,,-,,-,1,,,-,,-,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,,-,6,,11,,16,,,-,2,,,-,2,,,-,1,,,-,,-,,MOUNTAIN,20201248,
INDIANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201263,
TOTAL,2020,13,1,,70,,174,,281,,,-,8,,4,,30,,,-,81,,6,,477,,,TOTAL,20201370,
US RESIDENTS,2020,13,1,,70,,174,,281,,,-,8,,4,,30,,,-,81,,6,,477,,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,,-,4,,8,,6,,,-,4,,,-,3,,,-,35,,,-,51,,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,,-,8,,7,,25,,,-,3,,1,,10,,,-,9,,5,,91,,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,,-,9,,6,,15,,,-,1,,,-,3,,,-,3,,,-,9,,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,3,,5,,5,,,-,1,,,-,1,,,-,2,,,-,1,,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,7,,6,,13,,,-,1,,,-,2,,,-,1,,,-,5,,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,3,,2,,3,,,-,1,,,-,,-,,-,1,,,-,,-,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,9,,3,,14,,,-,1,,,-,3,,,-,3,,,-,9,,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,3,,,-,8,,,-,0,,,-,,-,,-,1,,1,,,-,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,3,,5,,6,,,-,3,,,-,1,,,-,4,,,-,71,,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,,-,7,,13,,18,,,-,1,,1,,2,,,-,1,,,-,2,,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,-,1,,2,,2,,,-,2,,,-,1,,,-,5,,,-,9,,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,2,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,7,,6,,11,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,7,,7,,15,,,-,1,,,-,1,,,-,3,,,-,13,,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,,-,9,,25,,31,,,-,2,,,-,2,,,-,14,,,-,39,,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,1,,3,,4,,,-,1,,,-,,-,,-,2,,,-,,-,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,13,,30,,32,,,-,0,,,-,,-,,-,4,,,-,,-,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,,-,5,,14,,14,,,-,0,,,-,,-,,-,1,,,-,,-,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,,-,25,,57,,90,,,-,1,,2,,1,,,-,8,,1,,3,,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,9,,10,,18,,,-,4,,,-,1,,,-,2,,,-,,-,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,1,,2,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,,-,4,,2,,8,,,-,0,,,-,1,,,-,0,,,-,,-,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,2,,,-,,-,,-,0,,,-,1,,,-,0,,,-,1,,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,3,,1,,3,,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,6,,16,,18,,,-,1,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,,-,5,,6,,5,,,-,0,,,-,1,,,-,0,,,-,,-,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,4,,5,,2,,,-,1,,,-,,-,,-,13,,,-,33,,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,,-,4,,1,,10,,,-,1,,1,,,-,,-,8,,,-,3,,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,13,,19,,29,,,-,2,,,-,4,,,-,66,,,-,267,,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,3,,,-,3,,,-,0,,,-,,-,,-,0,,,-,1,,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,,-,22,,44,,68,,,-,5,,,-,9,,,-,70,,,-,331,,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,-,6,,,-,15,,,-,2,,1,,8,,,-,9,,4,,11,,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,5,,,-,6,,,-,1,,1,,1,,,-,1,,,-,,-,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,5,,5,,12,,,-,1,,,-,,-,,-,1,,,-,1,,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,6,,12,,13,,,-,1,,1,,1,,,-,1,,,-,,-,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,1,,6,,12,,17,,,-,2,,,-,2,,,-,1,,,-,,-,,MOUNTAIN,20201348,
INDIANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201363,
WEST NORTH CENTRAL,2020,14,,-,5,,5,,12,,,-,1,,,-,,-,,-,1,,,-,1,,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,6,,12,,13,,,-,1,,1,,1,,,-,1,,,-,,-,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
INDIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
NEW HAMPSHIRE,2020,17,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW YORK,2020,17,,-,4,,10,,10,,,-,2,,,-,7,,,-,35,,,-,119,,NEW YORK,,20201711,POINT (-75.59655 42.921241)
PACIFIC,2020,17,,-,8,,7,,30,,,-,3,,1,,17,,,-,6,,5,,110,,,PACIFIC,20201757,
WEST SOUTH CENTRAL,2020,17,,-,9,,21,,20,,,-,1,,,-,3,,,-,3,,,-,11,,,WEST SOUTH CENTRAL,20201743,
NEBRASKA,2020,17,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,17,,-,3,,5,,7,,,-,1,,,-,2,,,-,2,,,-,3,,,EAST SOUTH CENTRAL,20201738,
NORTH DAKOTA,2020,17,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,,-,7,,6,,14,,,-,1,,,-,2,,,-,1,,,-,5,,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,,-,3,,2,,5,,,-,0,,,-,1,,,-,0,,,-,1,,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,,-,9,,15,,19,,,-,1,,,-,3,,,-,3,,,-,11,,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,ALASKA,,20201758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,17,,-,3,,,-,8,,,-,0,,,-,,-,,-,1,,1,,,-,DISTRICT OF COLUMBIA,,20201730,POINT (-77.016275 38.904785)
WASHINGTON,2020,17,,-,3,,5,,6,,,-,3,,,-,1,,,-,4,,,-,71,,WASHINGTON,,20201762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,17,,-,7,,13,,25,,,-,1,,1,,2,,,-,1,,,-,3,,,NEW ENGLAND,20201702,
RHODE ISLAND,2020,17,,-,3,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,,-,1,,2,,2,,,-,2,,,-,1,,,-,5,,,-,13,,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,2,,4,,6,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,,-,7,,8,,15,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201766,POINT (144.653198 13.3532)
NEW JERSEY,2020,17,,-,7,,7,,20,,,-,0,,,-,2,,,-,1,,,-,13,,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,1,,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,,-,9,,25,,34,,,-,2,,,-,3,,,-,1,,,-,48,,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,,-,2,,3,,6,,,-,1,,,-,1,,,-,2,,,-,2,,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,3,,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
MARYLAND,2020,17,,-,11,,31,,38,,,-,0,,,-,,-,,-,4,,,-,4,,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,17,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201765,POINT (145.725693 15.1834)
OHIO,2020,17,,-,5,,14,,16,,,-,0,,,-,,-,,-,1,,,-,,-,OHIO,,20201718,POINT (-82.70936 40.415534)
MINNESOTA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201723,POINT (-94.198308 46.349153)
LOUISIANA,2020,17,,-,2,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201745,POINT (-91.840238 30.921314)
HAWAII,2020,17,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,HAWAII,,20201760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,17,,-,25,,60,,107,,,-,1,,2,,2,,,-,8,,2,,10,,,SOUTH ATLANTIC,20201728,
PENNSYLVANIA,2020,17,,-,9,,10,,22,,,-,4,,,-,1,,,-,2,,,-,,-,PENNSYLVANIA,,20201713,POINT (-77.838886 40.896694)
UTAH,2020,17,,-,2,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201755,POINT (-111.678222 39.323779)
COLORADO,2020,17,,-,4,,3,,10,,,-,0,,,-,1,,,-,0,,,-,,-,COLORADO,,20201750,POINT (-105.547832 38.998552)
VERMONT,2020,17,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201708,POINT (-72.662695 44.075252)
KENTUCKY,2020,17,,-,2,,,-,,-,,-,0,,,-,1,,,-,0,,,-,1,,KENTUCKY,,20201740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201767,POINT (-66.414655 18.215692)
MAINE,2020,17,,-,1,,1,,7,,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201704,POINT (-69.06137 45.117911)
VIRGINIA,2020,17,,-,6,,16,,19,,,-,1,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201736,POINT (-78.666382 37.510861)
ARIZONA,2020,17,,-,5,,8,,6,,,-,0,,,-,1,,,-,0,,,-,,-,ARIZONA,,20201749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201764,
WISCONSIN,2020,17,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201719,POINT (-89.732969 44.639954)
