Permit Number,Processed Date,Issued Date,Finaled Date,Building Area,Declared Valuation,Description,Work Type,Use Code,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
476614,01/25/2008,01/31/2008,05/09/2008,300,110000.00,interior alteration,ALTER,MULTI-FAMILY SENIOR CITIZEN BL,5600,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
302852,04/15/2003,05/01/2003,,,,#G,ALTER,BUSINESS BUILDING,11555,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
573469,07/07/2011,07/13/2011,09/01/2011,1308,35000.00,Interior Alteration,ALTER,BUSINESS BUILDING,11200,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
357529,09/08/2004,10/07/2004,12/27/2004,8640,225000.00,,ALTER,BUSINESS BUILDING,7500,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
243993,03/28/2001,04/06/2001,04/30/2001,1313,15000.00,,ALTER,MERCANTILE,5268,,NICHOLSON,LN,,KENSINGTON,MD,20895
376865,03/17/2005,04/21/2005,05/18/2005,2150,95609.00,see Log.,ALTER,BUSINESS BUILDING,5530,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
591874,02/23/2012,03/09/2012,,1600,154700.00,8th flr,ALTER,BUSINESS BUILDING,7200,,WISCONSIN,AVE,,BETHESDA,MD,20814
352409,07/21/2004,07/21/2004,,100,1000.00,restore & repair fire damage,RESTORE AND / OR REPAIR,MULTI-FAMILY DWELLING,7620,,WESTLAKE,TER,,BETHESDA,MD,20817
452491,05/04/2007,05/04/2007,09/21/2007,6635,27000.00,suite 100,ALTER,BUSINESS BUILDING,6101,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
232854,10/20/2000,11/17/2000,12/14/2000,5495,80000.00,Suite 400 North,ALTER,BUSINESS BUILDING,4550,,MONTGOMERY,AVE,,BETHESDA,MD,20814
744691,02/16/2016,02/17/2016,,5000,17000.00,INTERIOR DEMO ONLY TO DINING AREA ONLY,ALTER,RESTAURANT,4915,,ST ELMO,AVE,,BETHESDA,MD,20814
269817,02/20/2002,02/26/2002,,610,8250.00,,ALTER,INSTITUTIONAL BUILDING,7600,,CARROLL,AVE,,TAKOMA PARK,MD,20912
451862,04/27/2007,04/27/2007,07/20/2007,3551,24857.00,"14th Floor.
*CORRECTION;  TO ADDRESS 06/07/2007.*",ALTER,BUSINESS,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
613904,10/05/2012,10/05/2012,12/27/2012,2450,63180.00,INTERIOR ALTERATIONS TO COMMERCIAL BUILDING,ALTER,COMMERCIAL MISCELLANEOUS STRUC,23225,,STRINGTOWN,RD,,CLARKSBURG,MD,20871
587360,12/21/2011,12/21/2011,,49308,100000.00,INTERIOR DEMOLITION ONLY,ALTER,MERCANTILE BUILDING,3901,,ASPEN HILL,RD,,SILVER SPRING,MD,20906
695789,11/25/2014,11/25/2014,08/04/2015,370,80000.00,INTERIOR ALTERATION TO RESTROOMS,ALTER,BUSINESS BUILDING,7475,,WISCONSIN,AVE,,BETHESDA,MD,20814
542281,06/30/2010,07/19/2010,,3604,14416.00,suite 450,ALTER,BUSINESS BUILDING,9201,,CORPORATE,BLVD,,ROCKVILLE,MD,20850
332592,02/17/2004,02/19/2004,03/05/2004,856,22000.00,,ALTER,BUSINESS BUILDING,6110,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
302054,04/08/2003,04/08/2003,06/13/2003,38500,15000.00,,ALTER,BUSINESS,7361,,CALHOUN,PL,,ROCKVILLE,MD,20855
687438,09/11/2014,09/18/2014,10/29/2014,0,126122.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,12200,,PLUM ORCHARD,DR,,SILVER SPRING,MD,20904
438430,11/13/2006,11/29/2006,04/18/2007,4195,,,ALTER,BUSINESS BUILDING,6110,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
375463,03/03/2005,03/03/2005,04/01/2005,1734,22000.00,,ALTER,BUSINESS BUILDING,7500,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
638959,06/18/2013,07/05/2013,07/07/2014,10000,85000.00,interior alterations/tenant fit-out.&nbsp; Address corrected on 8/27/2013,ALTER,MERCANTILE BUILDING,12137,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
245621,04/17/2001,04/19/2001,,16500,132000.00,Suite #500,ALTER,BUSINESS BUILDING,6116,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
719781,07/10/2015,07/10/2015,07/15/2016,2348,12000.00,Interior demolition,ALTER,BUSINESS BUILDING,7550,,WISCONSIN,AVE,,BETHESDA,MD,20814
608663,08/15/2012,09/14/2012,01/04/2013,0,19000.00,"All interior, same floor alterations comm

&nbsp;",ALTER,BUSINESS BUILDING,10501,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20903
482460,04/14/2008,04/18/2008,08/20/2008,10563,221823.00,alteration,ALTER,BUSINESS BUILDING,6430,,ROCKLEDGE,DR,,BETHESDA,MD,20817
579139,09/07/2011,09/07/2011,10/27/2011,5401,18495.00,DEMO ONLY,ALTER,BUSINESS BUILDING,6901,,ROCKLEDGE,DR,,BETHESDA,MD,20817
242707,03/14/2001,03/14/2001,06/13/2001,3440,25000.00,Suite K,ALTER,MERCANTILE BUILDING,1502,,ROCKWOOD,DR,,ROCKVILLE,MD,20851
590760,02/09/2012,02/15/2012,05/28/2012,4800,180000.00,interior alteration-ste 600,ALTER,BUSINESS BUILDING,7315,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
338894,03/29/2004,04/06/2004,,78020,1050000.00,Demo inside- Unique thrift shop for code modification M-2004-191 NFPA 101 7.2.3 EX 1,ALTER,MERCANTILE,12211,,VEIRS MILL,RD,,SILVER SPRING,MD,20906
721660,07/24/2015,,,2125,48000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,18310,,MONTGOMERY VILLAGE,AVE,,MONTGOMERY VILLAGE,MD,20886
296692,01/23/2003,02/05/2003,07/18/2003,8883,50000.00,washington gas,ALTER,BUSINESS BUILDING,11801,,NEBEL,ST,,ROCKVILLE,MD,20852
468384,10/15/2007,10/15/2007,,3500,35000.00,"interior alteration
space includes 10802 & 10804",ALTER,BUSINESS BUILDING,10802,,CONNECTICUT,AVE,,KENSINGTON,MD,20895
539305,06/01/2010,06/17/2010,,100,10000.00,Installation of Mall Kiosk,ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
700729,01/15/2015,01/21/2015,,948,37832.51,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,4330,,EAST WEST,HWY,,BETHESDA,MD,20814
506382,03/06/2009,03/12/2009,,20,10000.00,"SSDC WIREWAY N/3 - BLDG 2
Interior - closet (secure data center)",ALTER,BUSINESS BUILDING,12401,,PROSPERITY,DR,,SILVER SPRING,MD,20904
508125,04/01/2009,04/01/2009,04/22/2009,4800,20000.00,Alteration - Reduction the size of Deli.,ALTER,MERCANTILE BUILDING,16131,,SHADY GROVE,RD,,GAITHERSBURG,MD,20877
549549,09/20/2010,09/24/2010,11/23/2010,2924,95450.00,"Interior alteration one floor only.
Suite #1320",ALTER,BUSINESS BUILDING,8757,,GEORGIA,AVE,,SILVER SPRING,MD,20910
367051,12/03/2004,12/13/2004,05/04/2005,1885,10900.00,"WHEATON REVITALIZATION AREA-ALDO, FIRST FLOOR, SUITE 125, UNIT 125 U&O 233129",ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
448333,03/23/2007,03/26/2007,09/14/2007,14600,2000.00,Interior demolition,ALTER,BUSINESS BUILDING,6701,,ROCKLEDGE,DR,,BETHESDA,MD,20817
756093,05/18/2016,05/24/2016,08/09/2017,6555,5500.00,systems furniture,ALTER,BUSINESS BUILDING,7315,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
225508,08/02/2000,08/04/2000,,1850,185000.00,7th floor,ALTER,BUSINESS BUILDING,6901,,ROCKLEDGE,DR,,BETHESDA,MD,20817
458749,07/03/2007,07/26/2007,,15460,200500.00,"Interior Alteration
**electrical revision submitted 10/24/07**",ALTER,BUSINESS BUILDING,4350,,EAST WEST,HWY,,BETHESDA,MD,20814
552534,10/22/2010,10/22/2010,,1427,15000.00,"fire job , Door    Cleaners",ALTER,MERCANTILE BUILDING,8732,,FLOWER,AVE,,SILVER SPRING,MD,20901
588055,01/04/2012,,,4415,12000.00,Suite 240-interior demolition and minor interior work,ALTER,BUSINESS BUILDING,9400,,KEY WEST,AVE,,ROCKVILLE,MD,20850
749461,03/28/2016,03/29/2016,03/30/2017,3632,167500.00,"STE 250

COMFAST",ALTER,BUSINESS BUILDING,4445,,WILLARD,AVE,,CHEVY CHASE,MD,20815
631077,04/10/2013,,,370,10000.00,INTERIOR ALTERATIONS TO COMMERCIAL BUILDING,ALTER,BUSINESS BUILDING,5404,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
577626,08/19/2011,,,6634,28000.00,Business-Suite 1211,ALTER,BUSINESS BUILDING,11300,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
350353,07/02/2004,07/26/2004,,160,1000.00,,ALTER,EDUCATIONAL,12612,,GALWAY,DR,,SILVER SPRING,MD,20904
430106,08/11/2006,09/20/2006,12/08/2006,1574,152500.00,Interior alteration Ste 225,ALTER,BUSINESS BUILDING,1400,,FOREST GLEN,RD,,SILVER SPRING,MD,20910
566021,04/15/2011,04/18/2011,04/18/2012,4245,6030.58,INTERIOR ALTERATION- FOR CUBICLES- SUITE 250,ALTER,BUSINESS BUILDING,9210,,CORPORATE,BLVD,,ROCKVILLE,MD,20850
608396,08/13/2012,,,0,0.00,Nail Salon,ALTER,BUSINESS BUILDING,11230,,GEORGIA,AVE,,SILVER SPRING,MD,20902
430109,08/11/2006,09/08/2006,11/09/2006,2120,80000.00,Ste 780,ALTER,BUSINESS BUILDING,7201,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
337782,03/19/2004,03/19/2004,,28950,15000.00,,ALTER,BUSINESS BUILDING,4550,,MONTGOMERY,AVE,,BETHESDA,MD,20814
630353,04/02/2013,04/05/2013,06/19/2013,1173,25000.00,INTERIOR ALTERATIONS TO COMMERCIAL BUILDING,ALTER,BUSINESS BUILDING,8705,,COLESVILLE,RD,,SILVER SPRING,MD,20910
355584,08/19/2004,09/09/2004,11/10/2004,955,17500.00,Kevin F Healy DDS,ALTER,BUSINESS BUILDING,20,,EXECUTIVE PARK,CT,,GERMANTOWN,MD,20874
561336,02/18/2011,03/07/2011,,980,70000.00,Interior Alterations,ALTER,BUSINESS BUILDING,10590,,METROPOLITAN,AVE,,KENSINGTON,MD,20895
438830,11/15/2006,11/29/2006,01/17/2007,1822,62000.00,interior alteration,ALTER,BUSINESS BUILDING,4926,,DEL RAY,AVE,,BETHESDA,MD,20814
386854,06/10/2005,06/10/2005,,611,15000.00,3rd floor,ALTER,BUSINESS BUILDING,5635,,FISHERS,LN,,ROCKVILLE,MD,20852
270092,02/22/2002,02/22/2002,03/26/2002,2039,16312.00,,ALTER,BUSINESS BUILDING,8757,,GEORGIA,AVE,,SILVER SPRING,MD,20910
442591,01/10/2007,01/10/2007,04/18/2007,2084,30000.00,Interior Alteration.  Suite 1010.,ALTER,BUSINESS BUILDING,2730,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902
398600,09/23/2005,10/21/2005,01/06/2006,1270,63200.00,,ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
441290,12/19/2006,12/21/2006,06/26/2007,1796,60000.00,6th Floor,ALTER,BUSINESS BUILDING,962,,WAYNE,AVE,,SILVER SPRING,MD,20910
495663,09/15/2008,10/03/2008,,3566,160470.00,interior,ALTER,BUSINESS BUILDING,3,,BETHESDA METRO,CIR,,BETHESDA,MD,20814
404133,11/16/2005,12/08/2005,03/14/2006,4118,151700.00,1st Floor,ALTER,BUSINESS BUILDING,12120,,PLUM ORCHARD,DR,,SILVER SPRING,MD,20904
744296,02/10/2016,02/10/2016,02/09/2017,1700,10800.00,,ALTER,BUSINESS BUILDING,4520,,EAST WEST,HWY,,BETHESDA,MD,20814
581047,09/30/2011,10/13/2011,12/06/2011,5707,27000.00,,ALTER,BUSINESS BUILDING,6003,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
368121,12/15/2004,01/07/2005,04/25/2005,7477,22000.00,Ste 315,ALTER,BUSINESS BUILDING,6110,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
239170,01/24/2001,02/16/2001,,18030,272253.08,6th floor - M-2001-038 NFPA 1-3.7 MODIFICATION & RENOVATION NFPA 101 5-3.3.1 EGRESS CAPACITY,ALTER,BUSINESS BUILDING,1100,,WAYNE,AVE,,SILVER SPRING,MD,20910
250374,06/07/2001,06/07/2001,07/30/2001,1056,30000.00,,ALTER,MERCANTILE,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
402482,10/31/2005,11/03/2005,,160,15000.00,Kiosk Space 9233,ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
536687,04/30/2010,04/30/2010,07/09/2010,1000,20000.00,"interior alteration
**REVISION** Update electrical panels",ALTER,BUSINESS BUILDING,9221,,CORPORATE,BLVD,,GAITHERSBURG,MD,20878
355920,08/24/2004,09/01/2004,12/02/2004,1700,40000.00,,ALTER,EDUCATIONAL BUILDING,9029,,BRADLEY,BLVD,,POTOMAC,MD,20854
284147,07/31/2002,07/31/2002,,30000,20000.00,,ALTER,BUSINESS,12420,,MILESTONE CENTER,DR,,GERMANTOWN,MD,20876
633706,05/03/2013,05/03/2013,,12107,45000.00,INTERIOR ALTERATIONS TO COMMERCIAL BUILDING,ALTER,BUSINESS BUILDING,7315,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
564512,03/30/2011,03/30/2011,,5700,2500.00,interior alteration,ALTER,BUSINESS BUILDING,7316,,WISCONSIN,AVE,,BETHESDA,MD,20814
804357,06/26/2017,06/26/2017,06/26/2018,4716,15000.00,Systems Furniture - 4716 sf,ALTER,BUSINESS BUILDING,5515,,SECURITY,BLVD,,ROCKVILLE,MD,20852
579408,09/12/2011,,,1341,42160.00,INTERIOR ALTERATION TO EXISTING SUITE:208,ALTER,BUSINESS BUILDING,18111,,PRINCE PHILIP,DR,,OLNEY,MD,20832
620158,12/06/2012,12/07/2012,,7126,25367.00,Interior Alteration,ALTER,BUSINESS BUILDING,20251,,CENTURY,BLVD,,GERMANTOWN,MD,20874
826703,02/01/2018,02/01/2018,03/14/2018,10145,125840.00,"10,145 SF DEMO ONLY",ALTER,BUSINESS BUILDING,10800,,LOCKWOOD,DR,,SILVER SPRING,MD,20901
690065,10/02/2014,,,1442,120000.00,interior alterations,ALTER,STORAGE BUILDING,12401,,WASHINGTON,AVE,,ROCKVILLE,MD,20852
394252,08/15/2005,08/15/2005,09/29/2005,2990,27000.00,Interior Alterations - Office Space,ALTER,BUSINESS,7315,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
295402,01/02/2003,,,4669,100000.00,Metro Pike (tanning salon) 11550-G,ALTER,BUSINESS BUILDING,11555,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
644714,08/07/2013,08/14/2013,,7870,1000.00,INTERIOR DEMO ONLY,ALTER,BUSINESS BUILDING,22610,,GATEWAY CENTER,DR,,CLARKSBURG,MD,20871
300077,03/14/2003,03/17/2003,03/21/2003,2298,6000.00,,ALTER,BUSINESS BUILDING,6400,,GOLDSBORO,RD,,BETHESDA,MD,20816
432988,09/13/2006,09/25/2006,10/27/2006,992,16000.00,Business- One level (in shopping center)  u&O 248947,ALTER,BUSINESS BUILDING,10520,,CONNECTICUT,AVE,,KENSINGTON,MD,20895
827737,02/13/2018,02/13/2018,02/20/2019,3877,15661.75,Suite 620&nbsp;&nbsp;&nbsp;&nbsp; Interior Alteration,ALTER,BUSINESS BUILDING,2,,WISCONSIN,CIR,,CHEVY CHASE,MD,20815
542283,06/30/2010,07/14/2010,,2655,10620.00,,ALTER,BUSINESS BUILDING,9201,,CORPORATE,BLVD,,ROCKVILLE,MD,20850
743977,02/08/2016,02/08/2016,02/23/2017,30405,59191.00,"INTERIOR DEMO

BUILDING C LEVEL 2",ALTER,BUSINESS BUILDING,14200,,SHADY GROVE,RD,,ROCKVILLE,MD,20850
480439,03/19/2008,,,2041,7500.00,"Interior Alteration, 2,041-sqft.",ALTER,BUSINESS BUILDING,7361,,CALHOUN,PL,,ROCKVILLE,MD,20855
408483,01/10/2006,01/18/2006,03/31/2006,1318,190400.00,,ALTER,BUSINESS BUILDING,20250,,CENTURY,BLVD,,GERMANTOWN,MD,20874
256337,08/16/2001,08/16/2001,,12000,150000.00,,ALTER,BUSINESS BUILDING,12210,,PLUM ORCHARD,DR,,SILVER SPRING,MD,20904
382973,05/11/2005,05/16/2005,08/17/2005,3387,50000.00,,ALTER,MERCANTILE BUILDING,11325,,SEVEN LOCKS,RD,,POTOMAC,MD,20854
467463,10/03/2007,10/10/2007,05/01/2008,1248,21000.00,,ALTER,BUSINESS BUILDING,7649,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
485983,05/22/2008,05/22/2008,,15894,10000.00,Interior Demolition,ALTER,BUSINESS BUILDING,3,,BETHESDA METRO,CIR,,BETHESDA,MD,20814
403460,11/09/2005,11/09/2005,01/06/2006,1580,50000.00,Office,ALTER,BUSINESS BUILDING,7201,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
430495,08/16/2006,08/18/2006,11/22/2006,2300,60000.00,4th floor,ALTER,BUSINESS BUILDING,15020,,SHADY GROVE,RD,,ROCKVILLE,MD,20850
748689,03/21/2016,03/21/2016,04/20/2016,11828,0.00,"interior alterations Demo only Minimum Permit fee apply,

$ 100 actual Valuation to enter any amount in the system.",ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
332626,02/17/2004,02/20/2004,,,1500.00,Revision to permit number 327992,ALTER,BUSINESS BUILDING,8525,,GEORGIA,AVE,,SILVER SPRING,MD,20910
270793,03/01/2002,03/01/2002,05/06/2002,3400,18000.00,,ALTER,MERCANTILE,20207,,GOSHEN,RD,,MONTGOMERY VILLAGE,MD,20886
266440,12/28/2001,01/07/2002,,25475,20000.00,,ALTER,BUSINESS BUILDING,9715,,KEY WEST,AVE,,ROCKVILLE,MD,20850
252759,07/06/2001,07/26/2001,08/31/2001,,,,ALTER,BUSINESS,8120,,WOODMONT,AVE,,BETHESDA,MD,20814
669641,04/16/2014,04/17/2014,,1068,45000.00,"ALL INTERIOR

*Revision 11/7/14*",ALTER,BUSINESS BUILDING,11800,,TECH,RD,,SILVER SPRING,MD,20904
767144,08/08/2016,08/10/2016,,450,10000.00,alter snack shop,ALTER,MERCANTILE BUILDING,100,,UNIVERSITY,BLVD,W,SILVER SPRING,MD,20901
736111,11/16/2015,11/16/2015,01/29/2016,2008,36300.00,INTERIOR ALTERATION,ALTER,BUSINESS BUILDING,962,,WAYNE,AVE,,SILVER SPRING,MD,20910
679709,07/08/2014,08/06/2014,08/03/2015,322,50000.00,"INTERIOR ALTERATIONS- RESTROOM RENOVATION

ADA issues access the accessible stall turning area

Mech Issues exhaust for rest room and jaintor's closet",ALTER,BUSINESS BUILDING,4800,,MONTGOMERY,LN,,BETHESDA,MD,20814
789714,02/16/2017,02/16/2017,06/01/2017,5147,22000.00,,ALTER,BUSINESS BUILDING,7450,,WISCONSIN,AVE,,BETHESDA,MD,20814
406922,12/19/2005,12/20/2005,,950,25000.00,Mechanical Revision 03/30/2006,ALTER,BUSINESS BUILDING,12850,,MIDDLEBROOK,RD,,GERMANTOWN,MD,20874
460670,07/23/2007,08/21/2007,11/07/2007,2567,200000.00,Interior alterations.,ALTER,BANK,6917,,ARLINGTON,RD,,BETHESDA,MD,20814
516361,07/16/2009,,,150,9000.00,,ALTER,BUSINESS BUILDING,10240,,RIVER,RD,,POTOMAC,MD,20854
697068,12/09/2014,12/18/2014,01/28/2015,5949,29745.00,Interior alterations,ALTER,BUSINESS BUILDING,7361,,CALHOUN,PL,,ROCKVILLE,MD,20855
606736,07/30/2012,,,3986,93286.00,WHITE BOX,ALTER,COMMERCIAL MISCELLANEOUS STRUC,11160,,VIERS MILL,RD,,WHEATON,MD,20902
309626,06/19/2003,07/02/2003,12/03/2003,3400,70000.00,,ALTER,BUSINESS BUILDING,5439,,BUTLER,RD,,BETHESDA,MD,20816
410856,02/02/2006,02/02/2006,,948,10137.00,demolish,ALTER,BUSINESS BUILDING,26219,,RIDGE,RD,,DAMASCUS,MD,20872
527593,12/14/2009,12/14/2009,,40200,28000.00,INTERIOR ALTERATION ONLY TO TEAR DOWN,ALTER,BUSINESS BUILDING,12101,,TECH,RD,,SILVER SPRING,MD,20904
676202,06/11/2014,,,834,8000.00,INTERIOR ALTERATIONS,ALTER,MERCANTILE BUILDING,13613,,CONNECTICUT,AVE,,SILVER SPRING,MD,20906
243202,03/19/2001,03/19/2001,,3261,130000.00,,ALTER,"INSTITUTIONAL, INCAPACITATED",3616,,LITTLEDALE,RD,,KENSINGTON,MD,20895
374531,02/23/2005,03/01/2005,03/18/2005,280,5800.00,,ALTER,BUSINESS BUILDING,7700,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
376149,03/10/2005,03/15/2005,,2942,12000.00,,ALTER,BUSINESS BUILDING,5400,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
426582,07/07/2006,07/17/2006,04/17/2007,4195,30000.00,WRIT Renovations - Suite 800; Interior renovation.,ALTER,BUSINESS BUILDING,6110,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
435323,10/06/2006,10/06/2006,11/02/2006,758,11196.00,Fire damage  Apt # 302,ALTER,MULTI-FAMILY DWELLING,8658,,PINEY BRANCH,RD,,SILVER SPRING,MD,20901
360934,10/07/2004,10/12/2004,,562,70000.00,Business Offices,ALTER,BUSINESS,4922,,FAIRMONT,AVE,,BETHESDA,MD,20814
408582,01/10/2006,01/10/2006,01/27/2006,10573,8471.00,,ALTER,BUSINESS BUILDING,8515,,GEORGIA,AVE,,SILVER SPRING,MD,20910
716179,06/11/2015,06/11/2015,,773.28,12000.00,FIRE DAMAGE.&nbsp; Suite 102,RESTORE AND / OR REPAIR,MULTI-FAMILY DWELLING,415,W,DIAMOND,AVE,,GAITHERSBURG,MD,20877
348946,06/22/2004,07/21/2004,08/13/2004,3829,54000.00,Business Offices,ALTER,BUSINESS BUILDING,15400,,CALHOUN,DR,,ROCKVILLE,MD,20855
455910,06/07/2007,06/12/2007,,2588,148000.00,First (1st) Tenant fit out.,ALTER,BUSINESS BUILDING,10110,,MOLECULAR,DR,,ROCKVILLE,MD,20850
562645,03/09/2011,05/02/2011,06/03/2011,182503,30000.00,INSTALL FURNITURE,ALTER,BANK,11921,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
232773,10/19/2000,10/20/2000,04/06/2001,2400,5000.00,,ALTER,MERCANTILE,9456,,GEORGIA,AVE,,SILVER SPRING,MD,20910
725160,08/20/2015,08/20/2015,,0,31000.00,restore and repair,RESTORE AND / OR REPAIR,MULTI-FAMILY DWELLING,3904,,GREENCASTLE RIDGE,DR,,BURTONSVILLE,MD,20866
247416,05/08/2001,05/17/2001,,3000,50000.00,,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
213548,03/13/2000,03/14/2000,03/20/2000,,,,ALTER,MULTI-FAMILY DWELLING,14212,,PEAR TREE,LN,,SILVER SPRING,MD,20906
304572,05/01/2003,05/13/2003,04/22/2004,5100,10000.00,suite #360,ALTER,BUSINESS BUILDING,6101,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
785040,12/30/2016,12/30/2016,01/10/2018,1360,20000.00,INTERIOR DEMO TO PREPARE FOR FUTRE TENANT... DEMO ONLY,ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
417164,04/07/2006,04/20/2006,10/05/2006,9000,40000.00,Alteration,ALTER,BUSINESS BUILDING,6701,,ROCKLEDGE,DR,,BETHESDA,MD,20817
568841,05/19/2011,05/20/2011,09/20/2011,3420,20000.00,Interior Alterations,ALTER,BANK,11800,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
276998,05/08/2002,05/08/2002,05/31/2002,2280,40000.00,,ALTER,BUSINESS BUILDING,12850,,MIDDLEBROOK,RD,,GERMANTOWN,MD,20874
498253,10/20/2008,10/20/2008,12/16/2008,800,20000.00,"CONTEE BEL PRE ROAD APTS - UNIT-13
ALTERATION (RESTORATION/REPAIR) - Fire Damage to one apartment.",ALTER,MULTI-FAMILY DWELLING,3616,,PEAR TREE,CT,,SILVER SPRING,MD,20906
828395,02/20/2018,02/20/2018,07/25/2018,2989,164395.00,Interior Alteration - Suite 205,ALTER,BUSINESS BUILDING,4550,,MONTGOMERY,AVE,,BETHESDA,MD,20814
505143,02/12/2009,02/12/2009,03/19/2009,145,9000.00,"INTERIOR ALTERATION, SUITE 10TH FLOOR",ALTER,BUSINESS BUILDING,5515,,SECURITY,BLVD,,ROCKVILLE,MD,20852
398340,09/21/2005,09/22/2005,,2000,17000.00,,ALTER,ASSEMBLY BUILDING,5454,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
260807,10/15/2001,10/19/2001,,1640,200000.00,,ALTER,INSTITUTIONAL BUILDING,8600,,OLD GEORGETOWN,RD,,BETHESDA,MD,20817
789042,02/09/2017,02/09/2017,,6869,17500.00,Interior Alteration - Modular Furniture,ALTER,BUSINESS BUILDING,11400,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
737556,11/30/2015,11/30/2015,,1000,65223.00,modular Furniture,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
245595,04/16/2001,04/17/2001,08/10/2001,300,60000.00,,ALTER,BUSINESS BUILDING,6550,,ROCK SPRING,DR,,BETHESDA,MD,20817
537867,05/13/2010,,,5575,27000.00,interior alteration-ste250,ALTER,BUSINESS BUILDING,6110,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
564610,03/31/2011,04/01/2011,07/27/2011,750,120000.00,Interior Alter,ALTER,MERCANTILE BUILDING,15900,,SHADY GROVE,RD,,GAITHERSBURG,MD,20877
297049,01/29/2003,06/25/2003,09/15/2003,300,4000.00,,ALTER,BUSINESS BUILDING,7600,,FLOWER,AVE,,TAKOMA PARK,MD,20912
447093,03/09/2007,03/09/2007,05/14/2007,2218,20000.00,Interior Demolition (no alteriations at this time),ALTER,BUSINESS BUILDING,18982,,BONANZA,WAY,,GAITHERSBURG,MD,20879
599181,05/16/2012,05/16/2012,07/23/2012,3155,140000.00,interior alteration-ste800,ALTER,BUSINESS BUILDING,7315,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
563786,03/22/2011,04/18/2011,05/05/2011,15684,60000.00,"Interior Alterations
4th floor",ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
651537,10/14/2013,10/15/2013,01/29/2014,2148,78849.00,interior renovations,ALTER,BUSINESS BUILDING,6110,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
291653,11/05/2002,11/08/2002,01/09/2003,5373,70000.00,,ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
511386,05/13/2009,,,641,150000.00,alteration,ALTER,BUSINESS BUILDING,8719,,COLESVILLE,RD,,SILVER SPRING,MD,20910
531176,02/19/2010,02/19/2010,,16892,22000.00,INTERIOR ALTERATION,ALTER,BUSINESS BUILDING,1010,,WAYNE,AVE,,SILVER SPRING,MD,20910
