Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Location 1
ELEC,Vassar College,124 Raymond Ave,,Poughkeepsie,NY,12604,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,41.686004,-73.897448,04/08/2020,123064,2020-04-08 12:29:55,P,,,04/01/2019,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,"(41.6860037, -73.8974478)"
ELEC,GMC - 200 CENTRAL PARK SOUTH- STATION 1,200  Central Park S,,New York,NY,10019,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.766719,-73.979583,05/10/2020,73059,2020-05-10 10:00:33,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.49 per kWh, first 5 minutes free, minimum payment of $0.50",,,,,,,,,,"(40.7667193, -73.97958270000001)"
ELEC,iPark NYC 425 E 58th Street - Tesla Destination,425 E 58th St,,New York,NY,10022,,212-838-4447  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.758766,-73.961406,09/30/2019,115134,2020-03-02 20:14:21,P,,,08/15/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.758765999999994, -73.96140600000001)"
ELEC,City Lot #21,141 West Washington Street,,Syracuse,NY,13202,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,13,,,Blink Network,http://www.blinkcharging.com/,GPS,43.049766,-76.152817,05/10/2020,144363,2020-05-10 08:08:08,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,,"(43.049766, -76.152817)"
ELEC,Putnam Plaza Shopping Center,1872 Route 6,,Carmel,NY,10512,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.412844,-73.667098,05/10/2020,93701,2020-05-10 09:59:31,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,,"(41.412844, -73.667098)"
ELEC,Quik Park 600 West 42nd Street (Silver Towers) LLC - Tesla Destination,600 W 42nd St,,New York,NY,10036,,212-564-0410  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.760809,-73.998773,09/30/2019,115170,2020-03-02 20:14:21,P,,,01/01/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.760809, -73.998773)"
ELEC,ROSENBLUM300,300 Great Oaks Blvd,300 GREAT OAKS,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.680984,-73.846759,05/10/2020,118995,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.680983700000006, -73.8467593)"
ELEC,LANDING PARK,70 Main St,COEYMANS; -,Coeymans,NY,12045,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.472557,-73.790396,05/10/2020,99993,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.13 per kWh,,,,,,,,,,"(42.472557, -73.79039590000001)"
ELEC,MARKET 32 EV,290 Saratoga Rd,290 SARATOGA RD; In front of store,Schenectady,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.873020,-73.929504,05/10/2020,152282,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.873020000000004, -73.92950400000001)"
ELEC,NORTHLAND,683 Northland Ave,12,Buffalo,NY,14211,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.918127,-78.835197,05/10/2020,147344,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.918127, -78.835197)"
ELEC,iPark 41 E 85th Street - Tesla Destination,41 E 85th St,,New York,NY,10028,,212-472-4713  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.780305,-73.959091,09/30/2019,115125,2020-03-02 20:14:21,P,,,12/15/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.780305, -73.959091)"
ELEC,Elm Chevrolet,301 E Church St,,Elmira,NY,14901,,607-734-4141,E,,Public - Call ahead,Dealership business hours,,,,,,,1,,Non-Networked,,GPS,42.091802,-76.804195,03/07/2019,117740,2020-01-21 18:34:38,P,,,01/01/2019,,,,,J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,"(42.091802, -76.80419499999999)"
ELEC,LAZ Parking 133-59 Roosevelt Ave - Tesla Destination,133-59 Roosevelt Ave,,Flushing,NY,11354,,718-888-1234  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.758745,-73.833154,09/30/2019,150578,2020-03-02 20:14:21,P,,,09/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(40.758745000000005, -73.83315400000001)"
ELEC,CITY OF ITHACA,118 Dryden Rd,DRYDEN; 2nd floor,Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.442142,-76.486112,05/10/2020,92327,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.442141799999995, -76.48611170000001)"
ELEC,Standard Parking 21 East 15th Street - Tesla Destination,21 E 15th St,,New York,NY,10003,,800-836-6666  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.736440,-73.992027,09/30/2019,115050,2020-03-02 20:14:21,P,,,12/15/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.73644, -73.99202700000001)"
ELEC,Roscoe Diner - Tesla Supercharger,1908 Old Route 17,,Roscoe,NY,12776,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,41.930457,-74.908814,01/31/2020,118946,2020-02-06 19:50:43,P,,,02/01/2019,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,"(41.930457000000004, -74.908814)"
ELEC,CITY OF ONEONTA,37 Dietz St,DIETZ STREET,Oneonta,NY,13820,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.455733,-75.062760,05/10/2020,104834,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.4557333, -75.06276020000001)"
ELEC,Point Place Casino - Tesla Destination,450-452 NY-31,,Bridgeport,NY,13030,,315-366-9610  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.154875,-75.965306,09/30/2019,114887,2020-03-02 20:14:21,P,,,11/01/2018,,,,,TESLA,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,"(43.154875, -75.96530600000001)"
ELEC,Delancey & Essex Municipal Parking Garage,107 Essex St,,Manhattan,NY,10002,,866-816-7584,E,,Public,24 hours daily,,,,,,5,,,EV Connect,http://evconnect.com/,200-8,40.719051,-73.988181,04/08/2020,94848,2020-04-08 12:29:55,LG,,,03/20/2015,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,"(40.719051, -73.98818100000001)"
ELEC,NATIONAL GRID,Bissel Hall,BISSEL HALL; Next to the police building,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.998555,-78.781323,05/10/2020,99614,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.9985549, -78.7813231)"
ELEC,Eastview Mall - Tesla Supercharger,7979 Pittsford Victor Rd,,Victor,NY,14564,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-8,43.028655,-77.440128,01/31/2020,102348,2020-02-06 19:50:43,P,,,09/01/2017,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,"(43.028655, -77.440128)"
ELEC,Icon Parking 1056 5th Avenue - Tesla Destination,10 E 87th St,,New York,NY,10028,,212-534-9437  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.782031,-73.959484,09/30/2019,114985,2020-03-02 20:14:21,P,,,09/01/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.782030999999996, -73.959484)"
ELEC,BEECHWOOD INC,2222 Burdett Ave,2222 BEECHWOOD,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.733932,-73.670770,05/10/2020,154533,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.733932, -73.67076999999999)"
ELEC,City Parking Garment One Garage - Tesla Destination,155 E 34th St,,New York,NY,10016,,212-683-2928  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.746200,-73.978528,09/30/2019,115023,2020-03-02 20:14:21,P,,,09/01/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.7462, -73.978528)"
ELEC,iPark 1510 Lex Garage Corp. - Tesla Destination,116 E 98th St,,New York,NY,10029,,212-289-6257  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.787343,-73.951003,09/30/2019,115003,2020-03-02 20:14:21,P,,,03/01/2017,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.787343, -73.951003)"
ELEC,Greenlots - 52427,55 W 48th St,,New York City,NY,10036,,855-900-7584,E,,Public,24 hours daily,,,,,,8,,,Greenlots,http://greenlots.com/,200-8,40.759687,-73.983282,05/10/2020,123040,2020-05-10 10:01:44,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: Free,,,,,,,,,,"(40.759687, -73.98328199999999)"
ELEC,BMW FREEPORT,291 W Sunrise Hwy,STATION 02; -,Freeport,NY,11520,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.655617,-73.596005,05/10/2020,66632,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(40.6556167, -73.5960046)"
ELEC,"Mirbeau Inn & Spa, Skaneateles - Tesla Destination",851 Genesee Street Rd,,Skaneateles,NY,13152,,877-647-2328  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.944626,-76.443793,09/30/2019,115238,2020-03-02 20:14:21,P,,,06/09/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"(42.944626, -76.443793)"
ELEC,REIKART HOUSE,5000-5010 Main St,JAZZBOLINE 1; -,Buffalo,NY,14226,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.960140,-78.769770,05/10/2020,150825,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $2 per additional hour, $0.18 per kWh",,,,,,,,,,"(42.96014, -78.76977)"
CNG,American Natural Gas,7253 Oswego Rd,Less than one mile from exit 38 on I-90,Liverpool,NY,13088,,866-264-6220,E,,Public - Credit card at all times,24 hours daily,A Comdata D M V Wright_Exp,,Q,3600,,,,,,,200-9,43.120271,-76.220444,03/03/2020,75845,2020-03-03 21:13:47,P,,,07/03/2017,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,,,,,,,,,,Q,3600,HD,,,"(43.120271, -76.220444)"
ELEC,Icon 299 Peal Street Seaport Parking - Tesla Destination,238 Pearl St,,New York,NY,10069,,212-227-2215  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.707360,-74.004989,09/30/2019,115063,2020-03-02 20:14:21,P,,,08/15/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.707359999999994, -74.004989)"
ELEC,WCS,Boston Rd,NS1 ASIANS1 BOSTON RD; Bronx zoo Asia Parking lot,Bronx,NY,10460,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.846612,-73.876323,05/10/2020,104341,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(40.846611700000004, -73.876323)"
ELEC,PICOTTE,1450 western ave,1450 WESTERN 1.1450 WESTERN 2,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.680278,-73.837669,05/10/2020,154452,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $5 per additional hour, $0.15 per kWh",,,,,,,,,,"(42.680278, -73.83766899999999)"
ELEC,Niagara Power Vista,5777 Lewiston Rd,,Lewiston,NY,14092,,,E,,Public,24 hours daily,,,,,,6,,,Non-Networked,,GPS,43.140730,-79.037348,03/03/2020,147095,2020-03-03 21:13:47,SG,,,10/01/2019,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,"(43.1407297103341, -79.03734779364021)"
ELEC,Shaheen's Adirondack Inn - Tesla Destination,314 Park St,,Tupper Lake,NY,12986,,518-359-3384  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.224690,-74.448721,09/30/2019,122496,2020-03-02 20:14:21,P,,,03/01/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(44.22469, -74.44872099999999)"
ELEC,Castle Village Parking Garage,200 Cabrini Boulevard,Garage entrance is from Cabrini Blvd. Unit is on the Main Floor. Pull down the drive way and make your first left.,New York,NY,10033,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.854693,-73.939432,05/10/2020,95779,2020-05-10 08:08:08,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.41 per kWh,,,,,,,,,,"(40.854693, -73.939432)"
ELEC,Adirondack Pub & Brewery,33 Canada St,,Lake George,NY,12845,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts Paypal,A D M V,,,,,4,,,EV Connect,http://evconnect.com/,GPS,43.418575,-73.713812,04/08/2020,155025,2020-04-08 12:29:55,P,,,08/07/2019,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,"(43.4185749, -73.7138123)"
ELEC,WARWARSING,Landfill Road,LIPPMAN CHARGER; Located in the lot near the lake,Kerhonkson,NY,12446,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.762012,-74.354353,05/10/2020,78482,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(41.7620125, -74.354353)"
ELEC,2600 6TH AVE,102 Jay St,JOHNSTONE 2600; To the right of main entrance. Between yellow posts.,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741815,-73.682386,05/10/2020,89903,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $25 per additional hour, $1.78 per kWh",,,,,,,,,,"(42.741815100000004, -73.68238649999999)"
ELEC,Towne Place New Hartford - Tesla Destination,4760 Middle Settlement Rd,,Whitesboro,NY,13492,,315-732-2500  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.095308,-75.318661,09/30/2019,115249,2020-03-02 20:14:21,P,,,11/01/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"(43.095308, -75.31866099999999)"
ELEC,Ultralife Corp,2000 Technology Pkwy,,Newark,NY,14513,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.026445,-77.091189,04/08/2020,154908,2020-04-08 12:29:55,P,,,04/23/2019,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,"(43.0264446, -77.0911893999999)"
ELEC,Bob Johnson Chevrolet,1271 W Ridge Rd,,Rochester,NY,14615,,585-663-4040,E,,Public,24 hours daily; for customer use only,,,,,,1,1,,Non-Networked,,200-9,43.203546,-77.661537,03/03/2020,80871,2020-03-03 21:13:47,P,,,01/01/2010,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,"(43.203546, -77.661537)"
ELEC,CLARKSTOWN,10 Maple Ave,TOC 1 & 2; Enter parking lot from eastbound Congers RdTOC 3 & 4; Enter parking lot from eastbound Congers Rd,New City,NY,10956,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.146584,-73.987847,05/10/2020,153177,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $2.5 per additional hour",,,,,,,,,,"(41.146584000000004, -73.987847)"
ELEC,Mirabito - Tesla Supercharger,4968 NY-23,,Oneonta,NY,13820,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,42.447811,-75.048689,03/03/2020,153792,2020-03-03 21:13:47,P,,,02/14/2020,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,"(42.447811, -75.048689)"
ELEC,Fairfield Inn & Suites by Marriott Olean - Tesla Destination,3270 W State St,,Olean,NY,14760,,716-372-7500  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.080327,-78.477790,09/30/2019,115204,2020-03-02 20:14:21,P,,,11/01/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"(42.080327000000004, -78.47779)"
ELEC,BLUE HILL PLAZA,1 Blue Hill Plaza,STATION 1; -,Pearl River,NY,10965,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.047700,-74.006621,05/10/2020,121661,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(41.0476995, -74.0066207)"
ELEC,imPark 101 Bedford Ave - Tesla Destination,101  Bedford Ave,,Brooklyn,NY,11211,,718-387-1737  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.720014,-73.954550,09/30/2019,114918,2020-03-02 20:14:21,P,,,11/01/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.720014, -73.95455)"
ELEC,NATIONAL GRID,1814 Central Ave,KOHLS ALBANY,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.729741,-73.851066,05/10/2020,53107,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.7297408, -73.8510663)"
ELEC,RRH,1415 Portland Ave,"CARTER 1 FL GW1; -CARTER 1 FL NGW; -CARTER 2 FL NG3; 2nd Floor, East Side, Near ElevatorCARTER 2FL NGW2; 2nd Floor East Side near ElevatorCARTER 2FLGW1; 2nd Floor, East Side, Near Elevator",Rochester,NY,14621,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-9,43.191611,-77.588011,05/10/2020,145395,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.15 per kWh, minimum payment of $0.15",,,,,,,,,,"(43.191611, -77.588011)"
E85,Eddie's Service Center - Citgo,753 E Main St,,Kings Park,NY,11754,,631-265-4408,E,,Public,"6am-9:30pm M-F, 7am-10pm Sat-Sun",A Cash Checks D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,40.882367,-73.220888,03/03/2020,35614,2020-03-03 21:13:47,P,,,01/16/2010,,,,False,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,"(40.882366999999995, -73.220888)"
E85,Glenmont Mobil,415 Route 9W,,Glenmont,NY,12077,,518-445-2737,E,,Public,24 hours daily,A Cash D M V Wright_Exp,,,,,,,,,,GPS,42.601571,-73.792571,03/03/2020,35825,2020-03-03 21:13:47,P,,,02/27/2015,,,,False,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,"(42.601571, -73.792571)"
ELEC,FOX HONDA,320 Grant Avenue Rd,SHOP 01; Near service entrance,Auburn,NY,13021,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.957863,-76.541092,05/10/2020,122964,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.95786270000001, -76.5410917)"
ELEC,BEAM CHARGING,107 W 13th St,107 W 13TH ST; See valet attendant for instructions  on using the charging stations.,New York,NY,10011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.736949,-73.997796,05/10/2020,51680,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.49 per kWh, minimum payment of $1",,,,,,,,,,"(40.736948999999996, -73.9977963)"
ELEC,Hudson Valley Towne Center - Tesla Supercharger,18 Westgate Dr,,Fishkill,NY,12524,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,http://www.teslamotors.com/supercharger,GPS,41.526706,-73.894518,04/08/2020,154792,2020-04-08 12:29:55,P,,,03/27/2020,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,"(41.526706, -73.894518)"
ELEC,NLH1,99 E State Street,NLH 1; -,Gloversville,NY,12078,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.071773,-74.330608,05/10/2020,64295,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(43.0717732, -74.3306078)"
ELEC,TOWN SAND LAKE,8428 Miller Hill Rd,SAND LAKE,Averill Park,NY,12018,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.638393,-73.541670,05/10/2020,149114,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.17 per kWh,,,,,,,,,,"(42.638393, -73.54167)"
E85,Bridgehampton Service Station,2148 Montauk Hwy,,Bridgehampton,NY,11932,,631-537-0704,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,40.939222,-72.289942,03/03/2020,36327,2020-03-03 21:13:47,P,,,06/15/2010,,,,False,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,"(40.939221999999994, -72.28994200000001)"
ELEC,Best Western Maple City Inn - Tesla Destination,1 Canisteo Square,,Hornell,NY,14843,,607-324-4300  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.322850,-77.662418,09/30/2019,114952,2020-03-02 20:14:21,P,,,11/01/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"(42.32285, -77.662418)"
ELEC,"HHPR, LLC",2-234 High Street Extension,240 HIGH STREET; -,Victor,NY,14564,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.026756,-77.437792,05/10/2020,52257,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(43.0267557, -77.4377915)"
