the_geom,OBJECTID,StreetName,GISID,GlobalID,Route Number,Lane Width,Barrier,Two Way,Contraflow,Neutral Ground,Divided Roadway,Install Year,Install Quarter,Update Year,Road Diet,Notes,created_user,created_date,last_edited_user,last_edited_date,Plan Source,RouteName,FacilityType,Status,Length of Segment(miles),LENGTH_LANE,LENGTH_ROUTE,ComfortLevel,Shape_Length
"MULTILINESTRING ((-90.114996794264 30.015702268229, -90.114824680042 30.015694014442, -90.114674249402 30.01568596203, -90.114457546331 30.015672854348, -90.114270153974 30.015662238045, -90.114119723438 30.015654184098, -90.113971910303 30.015646156925, -90.113918313343 30.015642326863))",44675,WEST END CROSSOVER 1,1238,{29C1F05B-EC12-4FDC-8DBF-B0F505041731},,,,0,,False,0,,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.06477682,0.06477682,0.06477682,,342.02158645585422
"MULTILINESTRING ((-90.09364581298 29.990612939321, -90.093579477164 29.990424522599, -90.093545808718 29.990319976366, -90.093500441705 29.990159245971, -90.093486101354 29.990099711346, -90.093473687791 29.990034756276, -90.093460916909 29.989958692395, -90.093446979511 29.989858074393, -90.09343210119 29.989706667792, -90.093427831569 29.989640672475, -90.093429583024 29.989546717188, -90.093435772696 29.989455917273, -90.093447206507 29.989341208259))",44886,GOLF DR,1080,{AB26AEAC-CAE9-4DBF-A6DA-4BC82FAEC268},,,,1,,False,0,2008,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:37:24 PM +0000,NOTMP,Wisner,Shared Lane,Completed,0.0891366,0.1782732,0.0891366,,470.64126698338595
"MULTILINESTRING ((-90.127179877318 29.924414865511, -90.127172953401 29.924491475967, -90.127165737567 29.924595241674, -90.127152789043 29.924696753382, -90.127133772881 29.924797327974, -90.127108886852 29.924896454797, -90.127094036697 29.924937960903, -90.127080140511 29.924969350965, -90.12705066404 29.925012669045, -90.127027342737 29.925039994754, -90.126996782335 29.925071096656))",44984,AP SE,1003,{BA37B441-F76A-4F2C-87EA-2F78F20D8B19},,,,0,,0,0,0,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,2030,,Shared Use Path,Completed,0.04744082,0.047,0.04744082,,250.48751707415352
"MULTILINESTRING ((-90.09273846333 29.994134833048, -90.092642735975 29.994128492256, -90.092468969092 29.994113642248, -90.091885007032 29.994058307519, -90.091802798225 29.994048763508, -90.091667653059 29.994030776076, -90.091302037464 29.993956781325, -90.090920835458 29.993874147643, -90.09075485177 29.993846773817, -90.090567616131 29.993821882351, -90.090438383044 29.9938083496, -90.089645705759 29.993738635754, -90.089172043491 29.993694914965, -90.089039346816 29.993685368399, -90.08886921282 29.993675188091, -90.088736556318 29.993671147856, -90.088640558746 29.993670898804, -90.088542223193 29.993674775084, -90.088471718915 29.993679524392, -90.088208470075 29.993701460471, -90.088126380154 29.993706104518, -90.087940306384 29.993712580612, -90.087772401255 29.993712662892, -90.08776328459 29.993712638882, -90.087632685814 29.993708158677, -90.087054280216 29.993666243114, -90.08702110873 29.993661489224, -90.086989232632 29.993652191371, -90.086959468841 29.993638585554, -90.086780544447 29.993544077985, -90.086617526789 29.993483033548, -90.08659119633 29.993491453618, -90.086566854097 29.993503585308, -90.086545183226 29.993519089536, -90.086526795538 29.993537528208, -90.086512206429 29.993558382916, -90.086501828494 29.993581067518, -90.085977544996 29.995564253877, -90.085896298883 29.995844811948, -90.08587720437 29.995893863416, -90.085851013717 29.995954694703, -90.085746726657 29.996155998836, -90.085607082108 29.996437042604, -90.085561543459 29.996511794868, -90.08554978603 29.996546193386, -90.085554214025 29.996582317892, -90.085570177385 29.996636261438, -90.085591634749 29.996694396447, -90.085598098634 29.996728604081))",44766,ZACHARY TAYLOR DR,1228,{C3D052E3-29F0-4BCD-81F8-9B52BC264518},,,,1,,False,0,2008,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,NOTMP,Wisner,Shared Lane,Completed,0.60852004,1.21704008,0.60852004,,3212.9858591253333
"MULTILINESTRING ((-90.02229542844 29.962618943507, -90.021907399225 29.962528434929, -90.021409751502 29.962412355769, -90.02125134844 29.962375671556, -90.020611302805 29.962236409456, -90.020526316412 29.96221701898, -90.020361236332 29.962179354018, -90.019654830207 29.962018176654, -90.019603352725 29.9620072113, -90.01949247368 29.961983590935, -90.018513676995 29.961758007383, -90.017448822187 29.961517561457, -90.017340632354 29.961491084429, -90.016929557985 29.961402403934, -90.016826198087 29.961378272781, -90.015823840385 29.961146184508, -90.015693029519 29.961115895965, -90.015016675118 29.96096069113, -90.01476673125 29.960904710698, -90.013922055261 29.960714481421, -90.013783608793 29.960683742688, -90.013388898276 29.96059085105, -90.013077017544 29.960517451051, -90.013053075125 29.960511816387, -90.012887765992 29.960455861361, -90.012639324363 29.960366260318, -90.012263657763 29.960230774347, -90.012069211944 29.960161833162, -90.011365851303 29.959905085203, -90.011209099722 29.959847866077, -90.011039744502 29.959786045041, -90.010235935103 29.9594901478, -90.010126281637 29.959451519556, -90.009929515545 29.959382202676, -90.009602332544 29.95926229728, -90.009180589443 29.959107630186, -90.0089860874 29.95903676658, -90.008376941244 29.958811098728, -90.008254185531 29.95876909255, -90.00804488848 29.958697472251, -90.007328049713 29.958437590239, -90.006615407356 29.958179225344, -90.006470204921 29.9581265821, -90.00624917971 29.958046448979))",44901,ST CLAUDE AVE,1210,{8BDBB56A-54F6-416D-B530-EE325371C2CE},,,,0,,True,1,2008,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:36:11 PM +0000,NOTMP,River Crescent,Bike Lane,Completed,1.01496647,1.01496647,0.50748324,,5359.0229680614448
"MULTILINESTRING ((-90.04439168119 30.002715533947, -90.044247971792 30.002723952959, -90.044010485315 30.002736785566, -90.043858274797 30.002747528931, -90.043644938003 30.002764659233, -90.043551765 30.002774701237, -90.04326906223 30.002805169177, -90.043023875721 30.002845956655, -90.042929925935 30.002862265575, -90.042835977166 30.002878573537, -90.042668677973 30.002915727294, -90.042589255191 30.002933770818, -90.042476004725 30.002962432, -90.042372837329 30.002989394729, -90.041986945655 30.003102273963, -90.041352808319 30.00331456364, -90.041272498603 30.003344295006, -90.041235343976 30.003358374056), (-90.039964523027 30.003849728772, -90.04106996363 30.003422448951, -90.041235507297 30.003358569637))",44817,CHEF MENTEUR HWY,1025,{3329533F-AF7E-42E6-ABE3-F961D71FA371},,,,0,,1,1,2010,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:02 PM +0000,NOTMP,,Buffered Bike Lane,Completed,0.27901016,0.27900001,0.13950508,,1473.173555439336
"MULTILINESTRING ((-90.066584797351 29.950027109612, -90.066696698408 29.950076764687, -90.066999589858 29.950216255926, -90.067399535191 29.950399209524, -90.067451697647 29.950423070982, -90.0675852013 29.95048455022, -90.067680961906 29.950540813186))",44833,GRAVIER ST,1086,{52051847-2394-4178-84DB-11F670A6137C},,,,0,,False,0,2010,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:35:16 PM +0000,2030,,Bike Lane,Completed,0.07470123,0.07470123,0.07470123,,394.42252273900914
"MULTILINESTRING ((-90.087258798211 30.011231252456, -90.087056998039 30.011183517785, -90.086977829038 30.011168625169, -90.086909345084 30.011153894111, -90.086765613785 30.011120053438, -90.086579811218 30.011082826069, -90.086311492483 30.011055916006, -90.086201411893 30.011045446037, -90.086095953521 30.011035415837, -90.085949927312 30.011022887307), (-90.087258798211 30.011231252456, -90.086995795646 30.01124111623, -90.086940522622 30.011243417833, -90.086723121081 30.011259255983, -90.086570908332 30.011265575571, -90.086287105326 30.011244140561, -90.086187023566 30.011235384771, -90.086175683382 30.011234392274, -90.086075075582 30.011225590816, -90.085928742871 30.011212183307), (-90.097765972668 30.011401436402, -90.097682779264 30.011395446238, -90.096213231956 30.01126729355, -90.096087453182 30.011259977449, -90.095978033239 30.011255240134, -90.09588316828 30.011253334455, -90.095788269101 30.011253601829, -90.095693402577 30.011256082584, -90.0955986348 30.011260713283, -90.095504031062 30.011267578447, -90.095409658092 30.011276563219, -90.095315581093 30.011287759337, -90.095209342599 30.011305323462, -90.095107555808 30.011324201497, -90.09500626136 30.011344919196, -90.09490550498 30.011367467066, -90.09480533244 30.011391832007, -90.094705788429 30.011418004514, -90.094574565454 30.01145554638, -90.094411382439 30.011507215653, -90.093069274829 30.011964917833, -90.092879330873 30.012028547358, -90.092771526484 30.01206271905, -90.092662912789 30.012095357377, -90.092550783484 30.012127174846, -90.092419406736 30.012161936099, -90.0922873965 30.012194363526, -90.092144089616 30.012223696179, -90.091999742191 30.012249001287, -90.091854540186 30.012269582283, -90.091708661302 30.012285156641, -90.091588474762 30.012294297638, -90.091500770358 30.012299127348, -90.091407667965 30.012301707375, -90.091310370801 30.012302400924, -90.091115836852 30.012298773844, -90.090954617503 30.012290173842, -90.090824797732 30.012279120007, -90.090673902331 30.012261319726, -90.090581070684 30.012247332478, -90.090488719353 30.012231324218, -90.090340103658 30.012201221667, -90.090223276329 30.012174071613, -90.090149156738 30.012155275974, -90.090054931897 30.012129319898, -90.089961305351 30.012101444972, -90.089868487797 30.012071714537, -90.089776541083 30.012040074145, -90.08971365851 30.012015687784, -90.089465038511 30.011907750709, -90.089287812056 30.011829220728, -90.088674793521 30.011579937933, -90.088456172437 30.01149728481, -90.088318498007 30.011448451394, -90.08818328483 30.011405425235, -90.08809179331 30.011379015413, -90.087999349408 30.011354409979, -90.087906052449 30.011332786365, -90.087831539579 30.011317175935, -90.087746668395 30.011301723697, -90.087666167657 30.011288029676, -90.087553097719 30.011270691031, -90.087504042031 30.01126316789, -90.087258798211 30.011231252456), (-90.098292872829 30.011407726161, -90.097914778612 30.011391154478, -90.097765972668 30.011401436402), (-90.098278709394 30.011474137299, -90.097939722178 30.011434821312, -90.097765972668 30.011401436402))",44728,FILMORE AVE,1054,{C0A4556A-DD24-4DD8-A71F-B168086E8223},,,,1,,0,0,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:01 PM +0000,NOTMP,,Bike Lane,Completed,0.87786678,1.75600004,0.87786678,,4635.1365197925925
"MULTILINESTRING ((-90.068315645781 30.012062118734, -90.068217007104 30.012071548302, -90.067995169735 30.012084762372, -90.067901018313 30.01208900195, -90.067611924913 30.012107042712, -90.067526558906 30.012112786576, -90.066828451296 30.012153109392, -90.066737670371 30.012159197633, -90.066203984606 30.012192155087, -90.066104306823 30.012197750366, -90.065947157795 30.012206571759, -90.065865829943 30.012211137226, -90.065235323412 30.012251026019, -90.065146732733 30.012256223018, -90.064954615057 30.012267492456, -90.064281214666 30.012306991424, -90.063986274374 30.012324921867, -90.06391442829 30.012329289735, -90.063738229212 30.01234002429, -90.062815753278 30.012396221866, -90.062726412732 30.012401586838, -90.062636192404 30.012407003707, -90.062565331448 30.012411258548, -90.061779845632 30.012457493244, -90.061711079269 30.012461622598, -90.061529478453 30.012472526683, -90.061071722614 30.012500012074, -90.060475307929 30.012535820937))",44850,FILMORE AVE,1059,{AC520345-62EC-4F54-8740-4D801EA144DB},,,,0,,True,1,2011,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,NOTMP,,Bike Lane,Completed,0.47110216,0.47110216,0.23555108,,2487.4194114183824
"MULTILINESTRING ((-89.97293192564 30.032977333025, -89.972867440082 30.03300956201, -89.972729321973 30.033070089113, -89.972662700382 30.0330947867, -89.972527210492 30.03314225486, -89.972458463279 30.03316329531, -89.972307394733 30.033205970224, -89.972167981626 30.033241380719, -89.972091560965 30.03325939409, -89.971937343788 30.03329289919, -89.971920313877 30.033296290536, -89.971832852499 30.033309489018, -89.971730262882 30.03332083935, -89.97162528205 30.033328626344, -89.971546824229 30.03333240376, -89.971376706023 30.033335065373, -89.971285126213 30.033333593103, -89.971149086807 30.033327404184, -89.971081189588 30.033321796434, -89.971002548594 30.033315301589, -89.970909859179 30.033306250607, -89.970809773018 30.033293211877, -89.970649145729 30.033266740417, -89.970542286068 30.033247211149, -89.970417626145 30.033217565862, -89.970382346859 30.033209176331, -89.970133563665 30.033145312992, -89.970007404344 30.033115080683, -89.969753337431 30.033057743661, -89.969625494918 30.033031566205, -89.969531508434 30.033014348297, -89.96943713331 30.032998937066, -89.96924737897 30.032972770314, -89.969152075244 30.032962029108, -89.969048666321 30.032952174658, -89.968867276572 30.032940125441, -89.968756781274 30.032936041961, -89.968646199403 30.032933890061, -89.968535583804 30.032933672092, -89.96842536385 30.032935380776, -89.968314448021 30.032939066151, -89.96820402744 30.032944672896, -89.968095720412 30.032951390448, -89.968022569163 30.032959366509, -89.967896644343 30.032973097399, -89.967825914749 30.032980809749, -89.967257635344 30.033078780226, -89.966410598929 30.033240547665, -89.966000735848 30.033318821146, -89.96537230245 30.033435817545, -89.965297949836 30.03345044527, -89.965176314764 30.033474375402, -89.965105968151 30.03348821459, -89.964607522987 30.03358108889, -89.964343358797 30.033631701599, -89.964224070504 30.033657468728, -89.963929516464 30.033725781228, -89.96385258655 30.033747286986, -89.963734547692 30.033780284482, -89.96355937035 30.033835319017, -89.963458007759 30.033870754315, -89.963257913466 30.033946422124, -89.963072031722 30.034022106695, -89.962985700527 30.034059162351, -89.962900318459 30.0340979989, -89.962784675066 30.034153483224, -89.962627675748 30.034233038776, -89.962523884514 30.034288039941, -89.962301682602 30.034411124592, -89.961933777612 30.034633845706, -89.961826067397 30.034700954903, -89.961750066518 30.03474935909, -89.961553223567 30.03487472579))",44742,LAKE FOREST BLVD,1102,{65F55A8A-02F1-4F6A-B4E1-A753301F289D},,,,0,,True,1,2013,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:32:55 PM +0000,NOTMP,,Bike Lane,Completed,0.71629125,0.71629125,0.35814563,,3782.017821616992
"MULTILINESTRING ((-90.085785466157 29.967258116803, -90.085506179854 29.967573966125, -90.085413237477 29.967668389567, -90.085098778665 29.967987861657, -90.085049598464 29.968036892146, -90.084995868384 29.968090459153, -90.084863211866 29.968222712914, -90.084752771298 29.968335375282, -90.084731302355 29.96835387111, -90.08461576523 29.968474488647, -90.084462600193 29.968652229769, -90.084406760013 29.968717029064))",45113,N BROAD ST,1140,{1DDE082F-76EA-4DEE-ABD4-DB143B0BDEDD},,,,0,,True,True,2015,2Q,,1,,KRODRIGUEZ,06/12/2018 02:00:18 PM +0000,KRODRIGUEZ,04/17/2019 07:43:51 PM +0000,2030,,Buffered Bike Lane,Completed,0.13018855,0.13018855,,,687.39558204624461
"MULTILINESTRING ((-90.057764445885 29.978684839624, -90.057450348603 29.978696928184, -90.056988501762 29.97872140448, -90.056938682363 29.97872404305, -90.056788436952 29.97873200695, -90.056725676292 29.978735332827, -90.056675240632 29.978738023063, -90.056595253189 29.978742785938, -90.056418608241 29.9787584266, -90.056344835591 29.978763925385, -90.056257324564 29.978770448381, -90.056188843714 29.97877422555, -90.055826989353 29.978796270238, -90.055289432846 29.978825767315, -90.055204454724 29.978829926917, -90.054154132453 29.97889380572, -90.054070972757 29.978901297045, -90.053982301442 29.978907684551, -90.053474860023 29.978935623703, -90.053144488132 29.978953812411, -90.053115580311 29.97895543944, -90.053057317665 29.978958719806, -90.053033450097 29.978960062924, -90.052950576288 29.978964727842, -90.052826810022 29.978971695233, -90.052742853474 29.978976420763, -90.051902990888 29.979030390915, -90.05181346632 29.979032266544, -90.051297491437 29.979063989288, -90.051086254761 29.979078441371, -90.050769401781 29.979097049957, -90.050681923639 29.979102572612, -90.050549369706 29.979109391776, -90.050236472317 29.979125818155, -90.049667606404 29.979160860569, -90.049550586708 29.979169964, -90.04864007924 29.979223689826, -90.04854420523 29.979228825963, -90.048300330431 29.979241891252, -90.048204895052 29.979247004359, -90.047348008984 29.979301581348, -90.047228346939 29.979283217474))",44988,N GALVEZ ST,1148,{2ACD1A41-5B76-4D8A-A3D2-E6ED855B3A67},,,,0,,False,0,2017,2Q,,1,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:39:31 PM +0000,2030,,Bike Lane,Completed,0.63334718,0.63334718,0.63334718,,3344.0730825449859
"MULTILINESTRING ((-90.070736066461 29.94020200927, -90.070760701584 29.940134002831, -90.070771741758 29.940103525897, -90.071003988766 29.939319872608, -90.071209534072 29.938619796106, -90.071291596661 29.938345365317, -90.07131661576 29.938253482227, -90.071353720101 29.938134704999, -90.071407168571 29.937955091981, -90.071483280622 29.937695671222, -90.07160758117 29.937291997583))",44839,MAGAZINE ST,1119,{A614B198-CE45-4831-A1FB-827E5AA2315B},,,,0,,False,0,2011,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:35:17 PM +0000,NOTMP,,Shared Lane,Completed,0.20714479,0.20714479,0.20714479,,1093.7244848508535
"MULTILINESTRING ((-90.040180324885 30.003940115103, -90.040210413052 30.003998252239, -90.040313175092 30.004196806262, -90.040380712596 30.004333157769, -90.040476007715 30.004583038923, -90.040537801074 30.004698579165, -90.040651794443 30.004926855975, -90.040771579821 30.005164735972, -90.040797879189 30.005216527408, -90.04093781267 30.005492104178, -90.040987169157 30.005587213934, -90.041232546203 30.006060050056, -90.041274933468 30.006143041189, -90.041317820549 30.00622698545, -90.041339482001 30.006269462703, -90.041435131717 30.006457168875, -90.041468723268 30.006530257432, -90.041527602044 30.006666673977, -90.041560885626 30.006754025446, -90.041593001953 30.006853946961, -90.041610793058 30.006917538822, -90.041641720809 30.007050888677, -90.041707336161 30.007377718747, -90.041720009506 30.007460283761, -90.041730463265 30.007520210057, -90.041813258952 30.007994843935, -90.041969699208 30.008865244917, -90.041981144489 30.008931241137, -90.042090656389 30.009557976419, -90.042106584145 30.009649128161, -90.042199861764 30.010160531656, -90.042217876347 30.010250255771, -90.04227963926 30.010614161425, -90.042502251054 30.011858619517, -90.042586475496 30.012347415184, -90.042673494267 30.012831354413, -90.042767766005 30.013332964291, -90.042782417454 30.013410922805, -90.042790892629 30.013456570829, -90.042795348159 30.013502647705, -90.042811238724 30.01417081899, -90.042820464004 30.014458594793, -90.042824378794 30.014532280684, -90.042823731381 30.014602093727, -90.042821612681 30.014830614933, -90.04281670165 30.015095058716, -90.042793535633 30.015370428113, -90.042763175678 30.01559941681, -90.042727247142 30.015820009864, -90.042707230587 30.015932992033, -90.042693500163 30.015999797826, -90.042654749845 30.016178782472, -90.042632581934 30.016260766636, -90.04260694174 30.016343890549, -90.042515480124 30.016640401555, -90.042450789797 30.016840474787, -90.042433838134 30.016919838573, -90.042417953109 30.017015069369, -90.042412530236 30.017057490114, -90.04240728858 30.017117625061, -90.042404611457 30.017195885532, -90.04240627848 30.017268684137, -90.042411232864 30.017334286368, -90.042422555136 30.017419011375, -90.042439479828 30.017503107423, -90.042454940406 30.017580897016, -90.04248365726 30.017656329142, -90.042485500122 30.017661170489, -90.042539415085 30.017787940667, -90.042566927418 30.017844947514, -90.0426043021 30.017910062765, -90.04265746551 30.017991753215, -90.042712730045 30.018066349314, -90.042774147801 30.018140942544, -90.042847987938 30.01822066573, -90.042980388444 30.018347141201, -90.043044623609 30.018408500148, -90.043122359 30.018495372657, -90.043190247481 30.018574550122, -90.043264116234 30.018666375747, -90.043334667249 30.018760144689, -90.043396108759 30.018847476315, -90.043444892671 30.018921339149, -90.043491674638 30.018996246974, -90.043541156653 30.0190807529, -90.043582536211 30.019157264248, -90.043649987379 30.019288432215, -90.043710214685 30.019424721676, -90.043749886632 30.019529316838, -90.043780914423 30.019619138254, -90.043841488235 30.019835530277, -90.043850940861 30.019874139593, -90.043867399104 30.019949534327, -90.043880152595 30.020030813155, -90.043906936384 30.020201511421, -90.043918311326 30.020311230103, -90.043923857997 30.020395900172, -90.043926994018 30.020480663019, -90.043928034198 30.020565466692, -90.043926344817 30.020650249951, -90.043920038026 30.020760980091, -90.043905675551 30.02089896324, -90.043895629252 30.020967667368, -90.04387739325 30.021071901975, -90.04385929898 30.021196601251, -90.043843684305 30.021321487206, -90.043831844677 30.021434014506, -90.04382110884 30.021571742635, -90.043815348087 30.021697076947, -90.043815102165 30.021736055014, -90.043818025126 30.021899019405, -90.043822344018 30.021999901176, -90.043828339173 30.022094467573, -90.043828724578 30.02210066239, -90.043851179368 30.022371241025, -90.04386811059 30.022529390287, -90.04389907729 30.022868949469, -90.043904922638 30.022932857807, -90.043909015178 30.022992485082, -90.043913616383 30.023059520062, -90.043916913419 30.023107544199, -90.043922187419 30.023179477609))",44875,PRESS DR,1178,{2CD7E9E7-B24C-4E04-9DC5-E9650EDBBC36},,,,0,,True,1,2010,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:36:11 PM +0000,2010,,Shared Lane,Completed,1.37468174,1.37468174,0.68734087,,7258.3196081190326
"MULTILINESTRING ((-90.124731992489 29.979228163148, -90.124576546664 29.979231722216, -90.124493253976 29.979233628714, -90.124392066607 29.979241542882, -90.124268248435 29.979220155185, -90.124228864146 29.979220018942, -90.124200076048 29.979223330877, -90.124040793742 29.979249368976, -90.123866215623 29.979292538432, -90.123738288143 29.979322282803, -90.123274472541 29.979421635811, -90.123205090781 29.97943649806, -90.123084226343 29.979461906609, -90.123028737088 29.979473571827, -90.122540285719 29.979575274261, -90.122440054639 29.979596143495, -90.122360930179 29.979612356512, -90.122114188507 29.979660964106, -90.121860941146 29.979710196142, -90.121781182984 29.979724045478, -90.121588335785 29.979748671842, -90.121387421485 29.979768701713, -90.121193010684 29.979793037022, -90.119924002258 29.979974449809, -90.118658971081 29.980164513235, -90.118614343592 29.980171095386, -90.115790528403 29.980587531445, -90.115269543575 29.980669084253, -90.11486419432 29.98074238832, -90.114740630968 29.980766827747, -90.114607479478 29.980800746329, -90.114575733562 29.980808833105, -90.114499627135 29.980829848425, -90.11448549957 29.980833749624, -90.113961644135 29.980973087714))",44769,METAIRIE RD,1128,{69AB7640-C2C8-4FF9-B44E-4925D72418F8},,,,0,1,1,0,2014,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,2030,,Shared Lane,Completed,0.65830204,0.65830204,0.65830204,,3475.8347690191413
"MULTILINESTRING ((-90.027295583113 29.942436463057, -90.027302209535 29.942336140942, -90.027365816719 29.941373063478, -90.027368378515 29.941305389821, -90.027372929444 29.941185144719, -90.027414532885 29.940596668074, -90.027429935081 29.940276781574, -90.027432591009 29.940221621016, -90.027456409499 29.939932890963, -90.027466871683 29.939787600763, -90.027485128555 29.939496694335, -90.027500039161 29.939255593168, -90.027505570811 29.939186099389, -90.027517547652 29.939035641775, -90.027539706637 29.938624389897, -90.027557869589 29.938318302403, -90.027562148716 29.938242475132, -90.027565804592 29.93817770306, -90.027603414618 29.937674074986, -90.027612374351 29.937533767297, -90.027624250015 29.937347784985, -90.027627164358 29.937301125109, -90.027634981311 29.937175948263, -90.027656224322 29.93682252489, -90.027685269354 29.93632580402, -90.027690814754 29.93623750057, -90.027699664301 29.936096569216, -90.027703773014 29.936031139378, -90.027748006885 29.93540202107, -90.027761015821 29.93518123724, -90.027783375627 29.934779752003, -90.027807684364 29.934296577043, -90.02781202108 29.934209905443, -90.02781026106 29.934147589603, -90.027805200458 29.93408537454, -90.027795518752 29.934015483421, -90.027781998929 29.933956219524, -90.027760629282 29.933884759813, -90.02773329648 29.933814857722, -90.027700148891 29.933746891853))",44693,PACE BLVD,1175,{1A798985-B095-4BA1-99AE-DFF399167974},,,,0,,1,1,2014,,,1,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:01 PM +0000,2030,,Buffered Bike Lane,Completed,0.60032307,0.60000002,0.30016153,,3169.705768575453
"MULTILINESTRING ((-90.067021268952 29.992907623263, -90.066747906009 29.993072966504, -90.066183237649 29.993429040371, -90.06586960327 29.993624635446, -90.065599463619 29.993784549808, -90.064787019636 29.99426548808, -90.064786880755 29.994265568844, -90.064707645428 29.994313096758, -90.063787347059 29.994868593955, -90.063692648933 29.994925753139, -90.063609677646 29.994975834648, -90.063552269119 29.995010486555, -90.063269696103 29.995183357578, -90.06313872095 29.995259454989, -90.062891696185 29.995415036061, -90.062796679872 29.995474878356, -90.062564273279 29.995698285608, -90.062478680712 29.995801060722, -90.062097229897 29.996259081388, -90.062001943579 29.996371311712, -90.061670479608 29.996778713766, -90.061383762505 29.997114790827))",44811,GENTILLY BLVD,1068,{B9D7F5E2-DAA7-4607-B0FB-E8EA30690E26},,,,0,,True,1,2010,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,NOTMP,,Buffered Bike Lane,Completed,0.45020313,0.45020313,0.22510157,,2377.0725358271839
"MULTILINESTRING ((-90.111632432224 29.981846599092, -90.111348818508 29.981948389351, -90.111240452184 29.981988556076, -90.11090102198 29.982114369328, -90.110749197809 29.982170644478, -90.110377975642 29.982301367798, -90.110305905875 29.982323398928, -90.109944035674 29.982434019832, -90.109777449778 29.982484943627, -90.109672446381 29.982518766139, -90.109333706733 29.982625236369, -90.109030000358 29.982720694295, -90.108768003637 29.982803041453, -90.108654652746 29.982838961653, -90.108591475823 29.982858673782, -90.107924670983 29.983066720648, -90.107459354643 29.983211900199, -90.106862108721 29.983357761559, -90.106827859638 29.983366428542, -90.106326213962 29.983490465766, -90.106223227395 29.983515929926, -90.106158469825 29.983532126443, -90.105875701514 29.983602848482, -90.10569746749 29.983645793854, -90.10540188959 29.983717462733, -90.1051247832 29.983783623833, -90.105008464551 29.983811395932, -90.103955914884 29.984069709391, -90.103791529498 29.984103739479, -90.103756928618 29.984110130588, -90.103691536528 29.984121153849, -90.103625544797 29.98412911475, -90.103581494373 29.984132289527, -90.103504092103 29.984138055116, -90.103373785016 29.984142497158, -90.103289597268 29.984142817463, -90.10320533741 29.984141757544, -90.103036859017 29.984136539702, -90.102952774144 29.984132384833, -90.102711178692 29.984112873967, -90.102617791554 29.984105332487, -90.102431342951 29.984088300868, -90.102161658489 29.984063666042))",44771,CITY PARK AVE,1026,{C63E3005-E528-4503-A4E9-EC3738507B0A},,,,0,,1,1,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:02 PM +0000,NOTMP,,Shared Lane,Completed,0.59389028,0.59399998,0.29694514,,3135.7406255214682
