Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
51801,PROBATION OFFICER TRAINEE,40,00,105,PROBATION OFFICERS UNITED ASSO,UPOA,Probation Officer United Assoc,47108.00,55196.00
51810,PROBATION OFFICER,37.5,00,105,PROBATION OFFICERS UNITED ASSO,UPOA,Probation Officer United Assoc,52824.00,76483.00
51810,PROBATION OFFICER,40,00,105,PROBATION OFFICERS UNITED ASSO,UPOA,Probation Officer United Assoc,52824.00,76483.00
51860,SUPERVISING PROBATION OFFICER,37.5,00,105,PROBATION OFFICERS UNITED ASSO,UPOA,Probation Officer United Assoc,70467.00,91518.00
51860,SUPERVISING PROBATION OFFICER,40,00,105,PROBATION OFFICERS UNITED ASSO,UPOA,Probation Officer United Assoc,70467.00,91518.00
51872,EXECUTIVE DIRECTOR OF SPECIAL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
51873,EXECUTIVE DIR OF ADMINISTRATIO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
51874,ASSISTANT DIR OF ADMINISTRATIO,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
51875,DEPUTY DIRECTOR OF PROBATION,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
51876,DEPUTY DIRECTOR OF PROBATION (,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
51877,ASSISTANT DIRECTOR (DEPARTMENT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
51878,EXECUTIVE ASSISTANT TO THE COM,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
51879,SECRETARY TO THE DIRECTOR OF P,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,55612.00,93932.00
51882,PROJECT DIRECTOR (DEPARTMENT O,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
52016,SENIOR MORTUARY TECHNICIAN,35,00,097,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,48092.00,54276.00
52017,PRINCIPAL MORTUARY TECHNICAN,35,00,097,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,55239.00,63992.00
52020,City Mortuary Technician,35,00,124,"L420,L2507,L3627 DC37 HOSPITAL",DC37,District Council 37,44633.00,50770.00
52040,FORENSIC MORTUARY TECHNICIAN,35,01,097,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,48092.00,54276.00
52040,FORENSIC MORTUARY TECHNICIAN,35,02,097,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,55239.00,63992.00
52040,FORENSIC MORTUARY TECHNICIAN,35,03,097,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,63093.00,74454.00
5204A,FORENSIC MORTUARY TECHNICIAN-C,35,00,661,COMPETITIVE OJ,N/U,Non-Union,50070.00,95897.00
52085,ASSISTANT COORDINATOR OF MORTU,35,00,097,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,63093.00,74454.00
52090,COORDINATOR OF MORTUARY SERVIC,35,00,661,COMPETITIVE OJ,N/U,Non-Union,42217.00,80855.00
52110,PSYCHOLOGIST,35,01,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,73982.00,83565.00
52110,PSYCHOLOGIST,35,02,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,84578.00,96006.00
52110,PSYCHOLOGIST,35,03,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,98127.00,108255.00
52275,ASST SUPERINTENDT WELF SHELT (,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,69152.00,84611.00
52279,SUPERINTENDENT OF ADULT INSTIT,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,76408.00,98484.00
52287,YOUTH DEVELOPMENT SPECIALIST,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,47393.00,62138.00
52288,ASSOCIATE YOUTH DEVELOPMENT SP,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,72670.00,88148.00
52288,ASSOCIATE YOUTH DEVELOPMENT SP,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,83201.00,97709.00
52295,JUVENILE COUNSELOR,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,47705.00,60060.00
52295,JUVENILE COUNSELOR,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,56052.00,66236.00
52300,ASSOCIATE JUVENILE COUNSELOR,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,58741.00,76332.00
52300,ASSOCIATE JUVENILE COUNSELOR,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,69152.00,84611.00
52301,CASEWORKER TRAINEE,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,37096.00,45660.00
52304,CASEWORKER,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,47705.00,71046.00
52311,SUPERVISOR I (SOCIAL SERVICES),35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,58879.00,82086.00
52312,SUPERVISOR II (SOCIAL SERVICES,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,69152.00,91234.00
52313,SUPERVISOR III (SOCIAL SERVICE,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,76408.00,98484.00
52314,JOB OPPORTUNITY SPECIALIST,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,48747.00,71046.00
52315,SUPERVISOR OF CHILD CARE,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,69152.00,91234.00
52316,ASSOCIATE JOB OPPORTUNITY SPEC,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,59649.00,82086.00
52316,ASSOCIATE JOB OPPORTUNITY SPEC,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,69912.00,91234.00
52316,ASSOCIATE JOB OPPORTUNITY SPEC,35,03,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,77050.00,98484.00
52366,CHILD PROTECTIVE SPECIALIST (C,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,50757.00,50757.00
52366,CHILD PROTECTIVE SPECIALIST (C,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,55125.00,83343.00
52367,CHILD PROTECTIVE SPECIALIST SU,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,67392.00,91752.00
52367,CHILD PROTECTIVE SPECIALIST SU,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,86096.00,104372.00
52369,CHILD WELFARE SPECIALIST,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,47715.00,47715.00
52369,CHILD WELFARE SPECIALIST,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,51999.00,79649.00
52370,CHILD WELFARE SPECIALIST SUPER,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,67392.00,91446.00
52370,CHILD WELFARE SPECIALIST SUPER,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,81126.00,100841.00
52400,PUBLIC SERVICE INTERNE,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,30940.00,30940.00
52402,SENIOR CITIZEN AIDE (PART TIME,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,15.45,15.45
52404,HOME AIDE,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,35987.00,40610.00
52405,HOMEMAKER,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,37459.00,45811.00
52405,HOMEMAKER,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,47705.00,66236.00
52406,COMMUNITY SERVICE AIDE,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,33764.00,35265.00
52408,CHILD AND FAMILY SPECIALIST,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,83981.00,98484.00
5240A,PUBLIC SERVICE INTERNE,20,00,662,NON COMPETITIVE OJ,N/U,Non-Union,30039.00,30039.00
52416,PROGRAM EVALUATOR (ACS),35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,74183.00,95616.00
52416,PROGRAM EVALUATOR (ACS),35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,76408.00,98484.00
52434,HOUSEPARENT AIDE,40,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,40090.00,40090.00
52437,HOUSEPARENT,60,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,15.82,22.09
52438,SENIOR HOUSEPARENT,60,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,58741.00,74504.00
52441,FOSTER GRANDPARENT,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,2.65,2.65
52450,CONGREG CARE SPEC-DJJ (40 HR),40,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,42731.00,67406.00
52450,CONGREG CARE SPEC-DJJ (40 HR),40,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,51388.00,75986.00
5245A,CONGREG CARE SPEC-ACS(35 HR WK,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,42731.00,67406.00
5245A,CONGREG CARE SPEC-ACS(35 HR WK,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,51388.00,75986.00
52485,DEPUTY DIRECTOR OF ADMINISTRAT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
52486,DEPUTY DIRECTOR OF ADMINISTRAT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
52487,DEPUTY DIRECTOR OF ADMINISTRAT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
52490,DIRECTOR OF ADMINISTRATION (CH,35,01,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
52491,DIRECTOR OF ADMINISTRATION (SP,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
52492,DIRECTOR OF ADMINISTRATION (ME,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
52493,DIRECTOR OF MEDICAL ASSISTANCE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
52500,DIRECTOR OF PARENT INVOLVEMENT,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
52501,CHIEF ADMINISTRATOR OF IMPARTI,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
52613,SOCIAL WORKER,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,58741.00,72623.00
52615,CORRECTIONAL STANDARDS REVIEW,35,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,56866.00,70497.00
52615,CORRECTIONAL STANDARDS REVIEW,35,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,70497.00,87524.00
52620,DIRECTOR OF CORRECTIONAL STAND,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
52631,SUPERVISOR I SOCIAL WORK,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,65372.00,82086.00
52632,SUPERVISOR II SOCIAL WORK,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,76408.00,91234.00
52633,SUPERVISOR III SOCIAL WORK,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,83981.00,98484.00
52695,OMBUDSMAN (JUVENILE JUSTICE),35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,67754.00,78335.00
52700,PHYSICIANS ASSISTANT,35,01,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,82377.00,97358.00
52700,PHYSICIANS ASSISTANT,35,02,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,89869.00,102976.00
52700,PHYSICIANS ASSISTANT,37.5,01,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,82377.00,97358.00
52700,PHYSICIANS ASSISTANT,37.5,02,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,89869.00,102976.00
52700,PHYSICIANS ASSISTANT,40,01,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,82377.00,97358.00
52700,PHYSICIANS ASSISTANT,40,02,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,89869.00,102976.00
52701,HEALTH OFFICER IN TRAINING,35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,75553.00,81899.00
52810,CLINICIAN,35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,109588.00,109588.00
52895,MEDICAL SPECIALIST,35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,113759.00,113759.00
52896,SENIOR MEDICAL SPECIALIST,35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,119893.00,119893.00
53010,PHYSICIAN,35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,109588.00,109588.00
53011,PODIATRIST (PART TIME),20,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,64.21,64.21
53014,OPTOMETRIST (PART TIME),20,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,60.08,60.08
53035,CITY CLINICIAN,35,01,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,109588.00,109588.00
53035,CITY CLINICIAN,35,02,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,116181.00,116181.00
53036,CITY CLINICIAN,35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,71.06,71.06
53039,CITY MEDICAL SPECIALIST,37.5,01,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,113759.00,113759.00
53039,CITY MEDICAL SPECIALIST,37.5,02,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,119893.00,119893.00
53039,CITY MEDICAL SPECIALIST,40,03,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,160382.00,189544.00
53039,CITY MEDICAL SPECIALIST,40,04,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,169021.00,225363.00
53040,CITY MEDICAL SPECIALIST (PART-,37.5,01,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,78.59,78.59
53040,CITY MEDICAL SPECIALIST (PART-,37.5,02,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,78.59,78.59
53040,CITY MEDICAL SPECIALIST (PART-,40,01,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,78.59,78.59
53040,CITY MEDICAL SPECIALIST (PART-,40,02,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,78.59,78.59
53040,CITY MEDICAL SPECIALIST (PART-,40,03,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,77.43,91.53
53040,CITY MEDICAL SPECIALIST (PART-,40,04,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,81.61,108.82
53046,CITY DEPUTY MEDICAL DIRECTOR,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
53047,CITY MEDICAL DIRECTOR,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
53049,ADMINISTRATOR OF MEDICAL AFFAI,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
5304A,AGENCY MEDICAL DIRECTOR,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
5304B,AGENCY DEPUTY MEDICAL DIRECTOR,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
53050,FIRE MEDICAL OFFICER,40,00,043,UNIFORMED FIRE OFFICERS ASSOCI,UFOA,Uniformed Fire Officers Assoc,120612.00,142173.00
53051,POLICE SURGEON,40,00,017,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,120613.00,142173.00
53052,EMERGENCY MEDICAL SPECIALIST T,37.5,00,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,32520.00,32520.00
53053,EMERGENCY MEDICAL SPECIALIST-E,37.5,00,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,35254.00,50604.00
53054,EMERGENCY MEDICAL SPECIALIST-P,37.5,00,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,48237.00,65226.00
53055,SUPERVISING EMERGENCY MEDICAL,37.5,01,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,68000.00,71202.00
53055,SUPERVISING EMERGENCY MEDICAL,37.5,02,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,75000.00,75000.00
53056,EMERGENCY MEDICAL SERVICE CADE,37.5,00,137,"EMS L2507, L3621 - DC37",DC37,District Council 37,29363.00,29363.00
53057,AMBULANCE TECHNICIAN,37.5,00,124,"L420,L2507,L3627 DC37 HOSPITAL",DC37,District Council 37,42270.00,49464.00
53059,EMPLOYEE ASSISTANCE PROGRAM SP,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,59180.00,98537.00
5305A,DEPUTY CHIEF SURGEON (NON-MANA,40,00,017,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,137220.00,154851.00
5305B,CHIEF SURGEON (NON-MANAGERIAL,40,00,017,CAPTAINS ENDOWMENT ASSOCIATION,CEA,Captains Endowment Association,151811.00,169413.00
5305C,SUPERVISING CHIEF SURGEON (MAN,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
5305D,ASSISTANT SUPERVISING CHIEF SU,40,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
5305E,SUPERVISING EMERGENCY MEDICAL,37.5,00,135,EMS SUPERIOR OFFICERS ASSOCIAT,EMSC,EMS Chiefs,102041.00,135053.00
5305F,SUPERVISING EMERGENCY MEDICAL,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
5305G,FIRE MEDICAL OFFICER (MGR DET),40,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
53200,DIRECTOR OF PSYCHOLOGICAL SERV,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
53211,PSYCHIATRIST (PER HOUR),35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,78.59,78.59
53299,MEDICOLEGAL INVESTIGATOR (OCME,40,01,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,73875.00,85863.00
53299,MEDICOLEGAL INVESTIGATOR (OCME,40,02,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,93570.00,106944.00
53299,MEDICOLEGAL INVESTIGATOR (OCME,40,03,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,108636.00,123623.00
53589,CITY MEDICAL EXAMINER (OCME),37.5,01,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,103199.00,123836.00
53589,CITY MEDICAL EXAMINER (OCME),37.5,02,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,125314.00,147425.00
53775,DIRECTOR OF HEALTH & SAFETY (S,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
53859,CITY MEDICAL EXAMINER (OCME),40,01,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,154888.00,185862.00
53859,CITY MEDICAL EXAMINER (OCME),40,02,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,188078.00,221268.00
53864,MEDICAL INVESTIGATOR,35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,79473.00,79473.00
53865,JUNIOR MEDICAL EXAMINER (OFF O,35,00,035,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,99484.00,99484.00
54031,MEDICAL CONSULTANT TO THE COMP,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
54291,DIRECTOR OF MEDICAL CARE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
54480,DIRECTOR OF SCHOOL LUNCHES,35,00,780,BOE MANAGERIAL/NON-COMPETITIVE,N/U,Non-Union,59277.00,233142.00
54483,SCHOOL FOOD SERVICE MANAGER,35,00,407,SCH LUNCH MGRS BD ED DC37 L832,IBT,Intl Brotherhood of Teamsters,25333.00,31690.00
54485,ASSOCIATE SCHOOL FOOD SERVICE,35,00,407,SCH LUNCH MGRS BD ED DC37 L832,IBT,Intl Brotherhood of Teamsters,64862.00,64862.00
54501,SCHOOL LUNCH HELPER,37.5,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,18857.00,19847.00
54502,SENIOR SCHOOL LUNCH HELPER,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,17557.00,38054.00
54502,SENIOR SCHOOL LUNCH HELPER,37.5,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,17557.00,38054.00
54503,SCHOOL LUNCH AIDE,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,17884.00,34716.00
54503,SCHOOL LUNCH AIDE,37.5,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,17884.00,34716.00
54504,SENIOR SCHOOL LUNCH AIDE,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,18863.00,37391.00
54504,SENIOR SCHOOL LUNCH AIDE,37.5,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,18863.00,37391.00
54505,SCHOOL LUNCH ASSISTANT,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,20291.00,43292.00
54505,SCHOOL LUNCH ASSISTANT,37.5,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,20291.00,43292.00
5450A,*SCHOOL LUNCH HELPER,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,30146.00,31791.00
5450B,SENIOR SCHOOL LUNCH HELPER,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,30722.00,35516.00
5450C,SCHOOL LUNCH AIDE,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,31297.00,32399.00
5450D,SENIOR SCHOOL LNCH AIDE,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,33010.00,34899.00
5450E,SCHOOL LUNCH ASSISTANT,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,26922.00,40605.00
54511,SCHOOL LUNCH LOADER AND HANDLE,37.5,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,46787.00,46787.00
54512,SENIOR SCHOOL LUNCH AIDE (COOK,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,19536.00,38448.00
54512,SENIOR SCHOOL LUNCH AIDE (COOK,37.5,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,19536.00,38448.00
54513,SCHOOL LUNCH ASSISTANT COOK,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,21251.00,43558.00
54513,SCHOOL LUNCH ASSISTANT COOK,37.5,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,21251.00,43558.00
5451A,SENIOR SCHOOL LUNCH AIDE (COOK,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,34183.00,35885.00
5451B,SCHOOL LUNCH ASSISTANT COOK,35,00,408,SCH LUNCH EMPL BD ED DC37 L372,DC37,District Council 37,37193.00,40655.00
54610,CHAPLAIN,35,00,001,CHAPLAINS,DC37,District Council 37,58675.00,72537.00
54610,CHAPLAIN,40,00,001,CHAPLAINS,DC37,District Council 37,58675.00,72537.00
54611,RESIDENT CHAPLAIN (CORRECTIONA,35,00,001,CHAPLAINS,DC37,District Council 37,58675.00,72537.00
54612,CHAPLAIN (JUVENILE DETENTION C,35,00,001,CHAPLAINS,DC37,District Council 37,58675.00,72537.00
54736,CONFIDENTIAL STRATEGY PLANNER,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,57574.00,97876.00
54737,CONFIDENTIAL STRATEGY PLANNER,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,55203.00,93845.00
54738,CONFIDENTIAL STRATEGY PLANNER,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,55203.00,93845.00
54739,CONFIDENTIAL STRATEGY PLANNER,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,55203.00,93845.00
54740,CONFIDENTIAL STRATEGY PLANNER,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,55203.00,93845.00
54741,CONFIDENTIAL STRATEGY PLANNER,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,55203.00,93845.00
54742,CONFIDENTIAL STRATEGY PLANNER,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,57574.00,97876.00
54743,CONFIDENTIAL STRATEGY PLANNER,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,55203.00,93845.00
54744,CONFIDENTIAL STRATEGY PLANNER,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,57574.00,97876.00
54745,CONFIDENTIAL STRATEGY PLANNER,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,55203.00,93845.00
54746,CONFIDENTIAL STRATEGY PLANNER,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,55203.00,93845.00
54747,CONFIDENTIAL STRATEGY PLANNER,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,57574.00,97876.00
54748,CONFIDENTIAL STRATEGY PLANNER,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,57574.00,97876.00
54749,CONFIDENTIAL STRATEGY PLANNER,35,00,662,NON COMPETITIVE OJ,N/U,Non-Union,57574.00,97876.00
54874,DIRECTOR (EMPLOYEE ASSISTANCE,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
54910,COMMISSARY MANAGER,35,00,108,L832 IBT INSTITUTIONAL TITLES,IBT,Intl Brotherhood of Teamsters,37332.00,45733.00
55014,SENIOR INTERGROUP RELATIONS OF,35,00,620,NON COMPETITIVE OJ (HA),N/U,Non-Union,42766.00,59848.00
55015,SENIOR INTERGROUP RELATIONS OF,35,00,142,PUBLIC INFORMATION & HEALTH LO,IBT,Intl Brotherhood of Teamsters,51214.00,71670.00
55016,HUMAN RIGHTS SPECIALIST (PR#99,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,56777.00,78365.00
55018,HUMAN RIGHTS SPECIALIST (COMM,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,56777.00,78365.00
55037,SUPERVISING HUMAN RIGHTS SPECI,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,67215.00,89704.00
