Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Pei Wei Asian Diner,78704,01/11/2018,88,"4200 S LAMAR BLVD
AUSTIN, TX 78704
(30.235244, -97.794812)",2802412,Routine Inspection
Creek Side Cafe,78759,07/20/2017,86,"8310 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.384598, -97.767703)",10639178,Routine Inspection
7-Eleven Convenience Store #23295B,78701,11/05/2019,83,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281756, -97.742074)",11800283,Routine Inspection
Crazy Fruits,78744,07/18/2017,85,"729 E SLAUGHTER LN
AUSTIN, TX 78744
(30.160458, -97.776933)",11102855,Routine Inspection
SV - Chipotle,78745,04/26/2018,96,"5400 BRODIE LN
SUNSET VALLEY, TX 78745
(30.227718, -97.82159)",10192566,Routine Inspection
Sunrise Mini Mart,78758,01/24/2018,89,"1762 COLONY CREEK DR
AUSTIN, TX 78758
(30.369438, -97.715355)",2803811,Routine Inspection
River Ridge Elementary - Leander Elementary #23,78732,04/19/2018,93,"12900 TIERRA GRANDE TRL
AUSTIN, TX 78732
(30.345124, -97.916468)",10276728,Routine Inspection
JD's Market,78660,12/02/2019,66,"14300 DESSAU RD
AUSTIN, TX 78660
(30.414672, -97.632681)",10435389,Routine Inspection
John B. Connally HS-Culinary Kitchen,78753,10/02/2019,100,"13212 N LAMAR BLVD
AUSTIN, TX 78753
(30.417542, -97.675682)",10486271,Routine Inspection
Valhalla,78701,11/07/2019,85,"710 RED RIVER ST
AUSTIN, TX 78701
(30.268011, -97.736643)",10367860,Routine Inspection
Starbucks Coffee #9676,78729,12/05/2017,97,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",2802673,Routine Inspection
Slab,78757,03/14/2018,90,"9012 RESEARCH BLVD
AUSTIN, TX 78757
(30.372147, -97.724831)",11182639,Routine Inspection
Torchy's Tacos,78704,04/17/2019,89,"1822 S CONGRESS AVE
AUSTIN, TX 78704
(30.245329, -97.751263)",11456738,Routine Inspection
Azul Tequila,78704,06/17/2019,83,"4211 S LAMAR BLVD
AUSTIN, TX 78704
(30.234848, -97.794618)",2801580,Routine Inspection
Accent Food Services,78758,03/19/2019,100,"9003 WATERFORD CENTRE BLVD
AUSTIN, TX 78758
(30.375447, -97.729831)",11621538,Routine Inspection
Key Bar,78701,08/03/2017,88,"617 W 6TH ST
AUSTIN, TX 78701
(30.269878, -97.749306)",2802706,Routine Inspection
Las Cimas Deli (Whole Foods Market),78746,08/09/2018,88,"807 LAS CIMAS PKWY
AUSTIN, TX 78746
(30.290786, -97.828773)",10864110,Routine Inspection
Fairweather Cider Co.,78758,04/27/2018,97,"10609 METRIC BLVD
AUSTIN, TX 78758
(30.38507, -97.712515)",11799562,Routine Inspection
Austin Country Club,78746,09/13/2017,92,"4408 LONG CHAMP DR
AUSTIN, TX 78746
(30.341809, -97.798073)",2800076,Routine Inspection
Thundercloud Subs #23,78704,01/28/2020,100,"3801 S CONGRESS AVE
AUSTIN, TX 78704
(30.226126, -97.762168)",10363063,Routine Inspection
Teapioca Lounge,78727,02/03/2020,88,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",10530160,Routine Inspection
Big Easy Bar and Grill,78702,05/30/2018,89,"1806 E 12TH ST
AUSTIN, TX 78702
(30.273683, -97.720484)",11284834,Routine Inspection
Taco Cabana,78751,12/06/2017,93,"5242 N LAMAR BLVD
AUSTIN, TX 78751
(30.320904, -97.729506)",11037878,Routine Inspection
Children's Courtyard,78758,11/13/2018,92,"11718 METRIC BLVD
AUSTIN, TX 78758
(30.39806, -97.704665)",2801468,Routine Inspection
BC - Subway,78738,07/18/2017,95,"12717 SHOPS PKWY
BEE CAVE, TX 78738
(30.305053, -97.940736)",10262005,Routine Inspection
Club Corona Bar,78753,04/13/2018,94,"10503 N LAMAR BLVD
AUSTIN, TX 78753
(30.373955, -97.690885)",11706205,Routine Inspection
Firehouse Subs,78758,05/04/2018,99,"11101 BURNET RD
AUSTIN, TX 78758
(30.396129, -97.720128)",11526780,Routine Inspection
Quattro Gatti Restaurant,78701,10/18/2017,91,"908 CONGRESS AVE
AUSTIN, TX 78701
(30.271213, -97.741636)",10290244,Routine Inspection
Hampton Inn & Suites Austin@The Univ./Capitol,78701,07/17/2017,96,"1701 LAVACA ST
AUSTIN, TX 78701
(30.279416, -97.741224)",10841957,Routine Inspection
Austin Childrens Shelter,78723,11/15/2017,96,"4800 MANOR RD
AUSTIN, TX 78723
(30.295521, -97.68871)",10331179,Routine Inspection
Avenue Food Mart,78660,12/05/2017,100,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.455884, -97.660839)",10165419,Routine Inspection
Turf & Surf Po'boy,78701,12/13/2018,88,"405 LAVACA ST
AUSTIN, TX 78701
(30.26729, -97.74574)",10903317,Routine Inspection
Taco Bell #030139,78727,03/02/2018,98,"3501 W WELLS BRANCH PKWY
AUSTIN, TX 78727",11066744,Routine Inspection
OOB-Shooters Billards and Sports Bar,78726,06/28/2018,97,"11416 N FM 620 RD
AUSTIN, TX 78726
(30.45377, -97.82757)",2803085,Routine Inspection
OOB - LW - Holiday Inn Express,78734,05/03/2019,99,"15707 OAK GROVE BLVD
LAKEWAY, TX 78734
(30.381165, -97.946076)",10867994,Routine Inspection
Holiday Inn Express & Suites,78745,10/05/2017,94,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.2, -97.77)",11258299,Routine Inspection
Scenic Brook Food Mart,78735,04/23/2018,94,"7216 W SH
AUSTIN, TX 78735",2803458,Routine Inspection
Bill Miller BBQ,78757,07/31/2018,93,"8105 BURNET RD
AUSTIN, TX 78757
(30.359771, -97.729892)",2800062,Follow-Up Inspection
Quality Seafood,78751,11/16/2017,92,"5621 AIRPORT BLVD
AUSTIN, TX 78751
(30.318347, -97.71303)",2802507,Routine Inspection
Longhorn Village - Assisted Living,78732,02/28/2019,100,"12001 LONGHORN PKWY
AUSTIN, TX 78732
(30.350762, -97.91176)",10260618,Routine Inspection
Austin Country Club - Pool Snack Bar,78746,04/18/2018,99,"4408 LONG CHAMP DR
AUSTIN, TX 78746
(30.341809, -97.798073)",10452356,Routine Inspection
MN - Domino's Pizza,78653,03/19/2019,99,"11211 E US 290 HWY
MANOR, TX 78653
(30.348775, -97.555684)",11018822,Routine Inspection
Rob Roy Chevron,78746,04/17/2019,85,"7110 FM 2244 RD
AUSTIN, TX 78746
(30.303512, -97.840315)",2803512,Routine Inspection
Panda Express #1644,78748,07/28/2017,98,"309 W SLAUGHTER LN
AUSTIN, TX 78748
(30.168208, -97.794574)",10145387,Routine Inspection
Hilton Austin -Banquet & Cafeteria,78701,08/15/2018,97,"500 E 4TH ST
AUSTIN, TX 78701
(30.264868, -97.738713)",2801946,Routine Inspection
Northland Shell,78731,04/15/2020,78,"3310 NORTHLAND DR
AUSTIN, TX 78731
(30.33711, -97.756437)",10566326,Routine Inspection
Dobie Mall--Subway,78705,11/06/2018,95,"2025 GUADALUPE ST
AUSTIN, TX 78705
(30.283744, -97.741965)",2801755,Routine Inspection
Simply WOW Food,78758,05/01/2018,97,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.356222, -97.715222)",11646949,Routine Inspection
Respite Recovery,78701,12/14/2017,93,"403 E 15TH ST
AUSTIN, TX 78701
(30.275803, -97.735692)",10765376,Routine Inspection
Accent Food Services,78753,12/20/2019,100,"9001 N IH
AUSTIN, TX 78753",11753392,Routine Inspection
"Oddwood Ales, LLC",78723,01/03/2020,89,"3108 MANOR RD
AUSTIN, TX 78723
(30.286468, -97.70533)",11848076,Routine Inspection
Torchy's Tacos,78723,10/03/2018,87,"1801 E 51ST ST
AUSTIN, TX 78723
(30.302589, -97.697714)",11232472,Routine Inspection
INKA Chicken,78728,05/31/2017,62,"1707 W WELLS BRANCH PKWY
AUSTIN, TX 78728",10739509,Routine Inspection
"Music Lab, Inc",78704,04/25/2018,100,"1306 W OLTORF ST
AUSTIN, TX 78704
(30.245793, -97.768839)",10697109,Routine Inspection
Lit Lounge,78701,11/07/2019,94,"215 E 6TH ST
AUSTIN, TX 78701
(30.2675, -97.740834)",10830871,Routine Inspection
Galindo Elementary,78704,10/19/2017,96,"3800 S 2ND ST
AUSTIN, TX 78704
(30.228614, -97.77134)",2800146,Routine Inspection
H & C Food Service,78705,03/23/2020,82,"1914 GUADALUPE ST
AUSTIN, TX 78705
(30.282708, -97.74207)",11367975,Routine Inspection
Tiny Pies,78704,03/08/2018,96,"2032 S LAMAR BLVD
AUSTIN, TX 78704
(30.248853, -97.768626)",11517520,Routine Inspection
One World Theater,78746,12/04/2018,100,"7701 BEE CAVES RD
AUSTIN, TX 78746
(30.309843, -97.844957)",2801684,Routine Inspection
Easy Tiger,78752,04/25/2019,89,"6406 N IH
AUSTIN, TX 78752",12072549,Routine Inspection
Sigma Phi Epsilon,78705,10/29/2018,83,"2500 PEARL ST
AUSTIN, TX 78705
(30.289488, -97.746633)",2800067,Routine Inspection
"Austin Beer Garden Brewing Co., The",78704,02/01/2019,95,"1305 W OLTORF ST
AUSTIN, TX 78704
(30.245561, -97.768612)",10997570,Routine Inspection
First Wok,78745,05/30/2018,83,"603 W STASSNEY LN
AUSTIN, TX 78745
(30.207775, -97.780258)",11761726,Routine Inspection
"Grand Billiards, The",78751,09/20/2017,92,"4631 AIRPORT BLVD
AUSTIN, TX 78751
(30.306151, -97.715837)",10099732,Routine Inspection
Xing Long Chinese Cuisine,78750,04/13/2020,94,"13450 N US 183 HWY
AUSTIN, TX 78750",12128099,Routine Inspection
"8464 Holdings, LLC",78701,06/06/2018,93,"96 RAINEY ST
AUSTIN, TX 78701
(30.260778, -97.738051)",11775810,Routine Inspection
BC - Tadashi,78738,10/14/2019,70,"12820 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309337, -97.941269)",11022679,Routine Inspection
Accent Food Services,78735,05/22/2018,99,"4801 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.24141, -97.836573)",11738155,Routine Inspection
Starbuck's Coffee #6330,78757,11/04/2019,97,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.359579, -97.737925)",2801336,Routine Inspection
Kung Fu Tea,78757,02/27/2018,89,"9070 RESEARCH BLVD
AUSTIN, TX 78757
(30.373498, -97.727719)",11593855,Routine Inspection
Family Dollar Store #23834,78704,01/14/2020,94,"118 E OLTORF ST
AUSTIN, TX 78704
(30.2383, -97.752729)",10003492,Routine Inspection
"PPD Development, LLC",78744,02/20/2018,95,"7551 METRO CENTER DR
AUSTIN, TX 78744
(30.213047, -97.694381)",10728167,Routine Inspection
Anderson's Coffee Roasters,78731,01/11/2018,95,"1601 W 38TH ST
AUSTIN, TX 78731
(30.308741, -97.74985)",2803878,Routine Inspection
Soto,78704,09/14/2019,93,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255454, -97.761872)",11789891,Routine Inspection
Aramark @ Freescale,78735,02/01/2018,96,"6501 W WILLIAM CANNON DR
AUSTIN, TX 78735
(30.235531, -97.865328)",10382317,Routine Inspection
La Montana Tacos,78753,12/30/2019,90,"707 E BRAKER LN
AUSTIN, TX 78753
(30.377214, -97.677118)",11587120,Routine Inspection
Austin High School - Culinary,78703,02/13/2020,95,"1715 W CESAR CHAVEZ ST
AUSTIN, TX 78703
(30.274085, -97.766118)",2803079,Routine Inspection
Cava,78705,02/25/2020,90,"2426 GUADALUPE ST
AUSTIN, TX 78705
(30.288536, -97.741532)",11960177,Routine Inspection
Hong Kong Supermarket - Meat & Seafood Dept.,78758,01/02/2020,82,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",11947508,Routine Inspection
Walgreens #4632,78758,11/08/2017,96,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.392008, -97.707343)",2803784,Routine Inspection
Subway,78736,11/16/2017,96,"9520 W US 290 HWY
AUSTIN, TX 78736
(30.230603, -97.933813)",11487282,Routine Inspection
Black Walnut Cafe,78730,10/11/2018,75,"10817 FM 2222 RD
AUSTIN, TX 78730",11034123,Routine Inspection
Mom's Taste,78752,04/01/2019,88,"6613 AIRPORT BLVD
AUSTIN, TX 78752
(30.330909, -97.715662)",10000448,Routine Inspection
Austin Kolache & Koffee,78757,08/15/2019,81,"7113 BURNET RD
AUSTIN, TX 78757
(30.347742, -97.736052)",12077957,Routine Inspection
Walnut Hills Nursing & Rehab,78723,02/22/2018,84,"3509 ROGGE LN
AUSTIN, TX 78723
(30.301073, -97.674094)",11259693,Routine Inspection
COTA - Austin Smoque Main Grand Stand,78617,10/19/2018,97,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",11228887,Routine Inspection
Clairmont- Austin,78729,12/30/2019,85,"12463 LOS INDIOS TRL
AUSTIN, TX 78729
(30.439356, -97.761305)",10246567,Routine Inspection
Denny's # 8535,78744,12/10/2019,92,"7619 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.217641, -97.692003)",10367570,Routine Inspection
Nugent Grocery Inc,78757,02/23/2018,87,"808 JUSTIN LN
AUSTIN, TX 78757
(30.336961, -97.7201)",10968857,Routine Inspection
Starstop 50,78741,12/04/2017,95,"6310 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.212675, -97.711026)",10871614,Routine Inspection
Pecan Ridge Memory Care,78750,01/24/2018,88,"10025 ANDERSON MILL RD
AUSTIN, TX 78750
(30.447134, -97.80022)",11765949,Routine Inspection
LW - Hampton Inn and Suites,78734,08/24/2018,100,"2013 S FM 620 RD
LAKEWAY, TX 78734",10212018,Routine Inspection
Dollar Tree Store #2875,78723,06/11/2018,94,"5425 N IH
AUSTIN, TX 78723",10004227,Routine Inspection
Pacific Star Oyster Bar,78729,06/04/2018,87,"13507 N US 183 HWY
AUSTIN, TX 78729",10116344,Routine Inspection
Jacoby's Restaurant & Mercantile,78702,01/29/2020,99,"3235 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.251738, -97.707392)",11188560,Routine Inspection
7-Eleven Convenience Store #36587A,78744,01/23/2018,87,"3 4
AUSTIN, TX 78744",11151015,Routine Inspection
Appletree Learning Center,78745,12/19/2018,96,"4630 WEST GATE BLVD
AUSTIN, TX 78745
(30.229815, -97.801015)",2801957,Routine Inspection
15th Street Cafe,78701,10/30/2017,95,"303 W 15TH ST
AUSTIN, TX 78701
(30.277693, -97.742469)",2801033,Routine Inspection
Cyclo Restaurant,78753,11/20/2018,73,"13000 N IH
AUSTIN, TX 78753",11648991,Routine Inspection
Mom's Grocery,78753,01/09/2019,92,"1425 E RUNDBERG LN
AUSTIN, TX 78753
(30.350824, -97.676223)",10002574,Routine Inspection
Tropical Market,78753,02/14/2018,72,"10805 N LAMAR BLVD
AUSTIN, TX 78753
(30.37695, -97.689195)",10935507,Routine Inspection
Bowie H.S. Culinary Kitchen,78749,10/13/2017,100,"4103 W SLAUGHTER LN
AUSTIN, TX 78749
(30.188388, -97.856475)",2803191,Routine Inspection
Mi Pueblito Market,78741,01/17/2018,93,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.230384, -97.732366)",10214537,Routine Inspection
La Bodega Gourmet,78738,06/05/2018,87,"11500 FM 2244 RD
BEE CAVE, TX 78738",11313992,Routine Inspection
Silver Grill Cafe,78727,08/23/2017,57,"4005 W PARMER LN
AUSTIN, TX 78727
(30.425623, -97.715752)",10465293,Routine Inspection
Wooten Elementary,78757,10/30/2019,97,"1406 DALE DR
AUSTIN, TX 78757
(30.35336, -97.7199)",2800009,Routine Inspection
Austin Club Carnaval,78741,05/24/2018,92,"2237 E RIVERSIDE DR
AUSTIN, TX 78741
(30.238295, -97.725943)",11200039,Routine Inspection
Junior's King Daddy Ice,78641,10/05/2017,94,"22900 WINDY VALLEY RD
LEANDER, TX 78641
(30.573746, -97.950104)",11002102,Routine Inspection
Snappy Snacks Kitchen,78660,09/13/2019,98,"15630 VISION DR
AUSTIN, TX 78660
(30.450478, -97.661801)",10338000,Routine Inspection
Kung Fu Tea,78705,01/09/2018,96,"801 W 24TH ST
AUSTIN, TX 78705
(30.288042, -97.746267)",11410868,Routine Inspection
B B Rover's Intl. Cafe,78759,08/01/2017,84,"12636 RESEARCH BLVD
AUSTIN, TX 78759
(30.431004, -97.763845)",2800079,Routine Inspection
Pacha,78756,09/27/2019,98,"4618 BURNET RD
AUSTIN, TX 78756
(30.317286, -97.740391)",10213212,Routine Inspection
Epoch Coffee,78751,07/26/2018,98,"221 W NORTH LOOP BLVD
AUSTIN, TX 78751
(30.318756, -97.724498)",2802985,Routine Inspection
Starbucks Coffee #6470,78701,05/22/2017,98,"1001 CONGRESS AVE
AUSTIN, TX 78701
(30.271775, -97.741424)",2801981,Routine Inspection
Austin Java - City Hall,78701,03/25/2020,99,"301 W 2ND ST
AUSTIN, TX 78701
(30.265075, -97.746955)",11245652,Routine Inspection
Best Stop Food Market,78702,05/10/2019,92,"1130 AIRPORT BLVD
AUSTIN, TX 78702
(30.267762, -97.69617)",2803494,Routine Inspection
"El Rancho Supermarket #1 (Seafood, Creamria & Meat)",78757,03/23/2020,97,"8752 RESEARCH BLVD
AUSTIN, TX 78757
(30.365492, -97.718471)",11761889,Routine Inspection
Omni Barton Creek Resort & Spa (Blind Salamander),78735,02/26/2020,97,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",12176481,Routine Inspection
Lamar Food Market,78753,11/07/2018,95,"10810 N LAMAR BLVD
AUSTIN, TX 78753
(30.377239, -97.689034)",10703396,Routine Inspection
W Hotel Austin - Concessionaire of Alcohol,78701,06/06/2017,99,"200 LAVACA ST
AUSTIN, TX 78701
(30.265667, -97.746348)",10509270,Routine Inspection
Dollar General Store #13115,78741,05/07/2018,93,"1401 S PLEASANT VALLEY RD
AUSTIN, TX 78741
(30.239471, -97.71912)",10860672,Routine Inspection
DoubleDave's Pizzaworks,78759,11/20/2017,89,"8108 MESA DR
AUSTIN, TX 78759
(30.371969, -97.757005)",11344519,Routine Inspection
Lammes Candies,78746,06/01/2017,100,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",2802304,Routine Inspection
Blanton Elementary,78723,04/02/2020,100,"5408 WESTMINSTER DR
AUSTIN, TX 78723
(30.306645, -97.689638)",2800597,Routine Inspection
7 - Eleven Convenience Store #36600A,78753,02/13/2018,83,"1625 E PARMER LN
AUSTIN, TX 78753
(30.38712, -97.648948)",11424489,Routine Inspection
COTA - Fairlanes Main Grand Stand,78617,11/01/2019,100,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",11229102,Routine Inspection
Purple Sage Elementary,78750,04/04/2019,95,"11801 TANGLEBRIAR TRL
AUSTIN, TX 78750
(30.457077, -97.821389)",10314257,Routine Inspection
Dine by Design,78757,11/08/2018,93,"7113 BURNET RD
AUSTIN, TX 78757
(30.347742, -97.736052)",2801555,Routine Inspection
Crave-It Nutrition,78742,05/31/2018,100,"502 THOMPSON LN
AUSTIN, TX 78742
(30.238711, -97.683849)",11754632,Routine Inspection
Walgreen #4458,78749,08/21/2017,98,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214771, -97.832351)",2803887,Routine Inspection
Sterling Events Center,78752,06/04/2019,81,"6134 E US 290 HWY
AUSTIN, TX 78752",11526833,Routine Inspection
Live Oak Elementary,78729,04/19/2018,100,"8607 ANDERSON MILL RD
AUSTIN, TX 78729
(30.45468, -97.771351)",10538464,Routine Inspection
Z'Tejas,78759,02/07/2018,88,"9400 ARBORETUM BLVD
AUSTIN, TX 78759
(30.389447, -97.751897)",11485790,Routine Inspection
"BC - Secure Link, Inc",78738,05/28/2019,83,"11402 FM 2244 RD
BEE CAVE, TX 78738
(30.310266, -97.911687)",11588783,Routine Inspection
Chutney Indian Vegetarian,78758,01/25/2019,74,"2121 W PARMER LN
AUSTIN, TX 78758
(30.416351, -97.697097)",11786605,Routine Inspection
Tarka Indian Kitchen,78613,04/13/2020,90,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.470274, -97.802145)",11913958,Routine Inspection
969 Express,78724,07/25/2019,88,"7700 FM 969 RD
AUSTIN, TX 78724
(30.280107, -97.646024)",11530869,Routine Inspection
Westwood High School,78750,12/05/2017,100,"12400 MELLOW MEADOW DR
AUSTIN, TX 78750
(30.457387, -97.797016)",10314272,Routine Inspection
Delta Tau Delta Fraternity,78705,05/03/2018,88,"2801 SAN JACINTO BLVD
AUSTIN, TX 78705
(30.29022, -97.734483)",2800623,Routine Inspection
Chipotle Mexican Grill #973,78723,05/29/2019,96,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306845, -97.709573)",10176511,Routine Inspection
MN - El Pollo Rico #10,78653,02/03/2020,80,"11828 RING DR
MANOR, TX 78653",11457812,Routine Inspection
Troy,78759,07/25/2018,86,"8105 MESA DR
AUSTIN, TX 78759
(30.371779, -97.75711)",11176042,Routine Inspection
Our Lady of Guadalupe Parish,78702,08/12/2019,84,"1206 E 9TH ST
AUSTIN, TX 78702
(30.266569, -97.727722)",2802037,Routine Inspection
Circle K #2741300,78741,05/15/2018,94,"6306 E RIVERSIDE DR
AUSTIN, TX 78741
(30.224918, -97.70321)",2803526,Routine Inspection
Fruitealicious,78752,08/08/2019,98,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.336497, -97.718225)",11859345,Routine Inspection
Whataburger #346,78704,09/17/2019,98,"601 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258513, -97.750505)",2800311,Routine Inspection
Canteen @ JW Marriott,78701,02/22/2019,95,"110 E 2ND ST
AUSTIN, TX 78701
(30.264104, -97.743445)",11651325,Routine Inspection
Banger's Sausage House and Beer Garden,78701,12/03/2018,90,"79 RAINEY ST
AUSTIN, TX 78701
(30.258999, -97.738694)",10801112,Routine Inspection
Yellow Rose,78752,01/22/2020,95,"6528 N LAMAR BLVD
AUSTIN, TX 78752
(30.333547, -97.721546)",2800010,Routine Inspection
Linder Elementary,78741,03/10/2020,94,"2800 METCALFE RD
AUSTIN, TX 78741
(30.22432, -97.737152)",2800218,Routine Inspection
La Traviata,78701,12/29/2017,85,"314 CONGRESS AVE
AUSTIN, TX 78701
(30.265783, -97.743633)",2802400,Routine Inspection
MN - Shipley Donuts,78653,12/22/2017,94,"11300 E US 290 HWY
MANOR, TX 78653
(30.349015, -97.554111)",11526883,Routine Inspection
Shake Shack The Domain Austin LLC,78758,03/13/2020,100,"11228 DOMAIN DR
AUSTIN, TX 78758
(30.398986, -97.725641)",11388003,Routine Inspection
Crazy Fruits # 2,78741,03/29/2019,94,"6100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.226141, -97.705922)",11390130,Routine Inspection
McDonald's,78723,12/14/2017,94,"5355 N IH
AUSTIN, TX 78723",2801549,Routine Inspection
Mama Fu's Southpark,78748,04/10/2020,87,"9600 S IH
AUSTIN, TX 78748",10003416,Routine Inspection
Natural Grocers,78751,06/30/2017,100,"3901 GUADALUPE ST
AUSTIN, TX 78751
(30.304511, -97.737014)",10263727,Routine Inspection
Rita's Mexican Restaurant,78758,11/18/2019,81,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.379356, -97.713251)",2800557,Routine Inspection
Harmony School of Innovation - Austin,78744,09/14/2018,96,"2124 E ST ELMO RD
AUSTIN, TX 78744
(30.209403, -97.745692)",11222208,Routine Inspection
Barrington Elementary,78753,10/23/2019,96,"400 COOPER DR
AUSTIN, TX 78753
(30.360249, -97.696307)",2800127,Routine Inspection
Donut & Kolache Express,78750,03/04/2020,69,"13450 N US 183 HWY
AUSTIN, TX 78750",12186064,Routine Inspection
Walgreens #01933,78704,01/07/2020,98,"2501 S LAMAR BLVD
AUSTIN, TX 78704
(30.246629, -97.777969)",10001616,Routine Inspection
Chuck E. Cheese's #951,78744,05/22/2017,81,"9811 S IH
AUSTIN, TX 78744",10933665,Routine Inspection
IN-N-OUT BURGER,78704,01/30/2020,97,"3701 S LAMAR BLVD
AUSTIN, TX 78704
(30.238972, -97.788846)",11430869,Routine Inspection
Subway Restaurant #34451,78704,01/30/2020,96,"3005 S LAMAR BLVD
AUSTIN, TX 78704
(30.242104, -97.784431)",10626463,Routine Inspection
Main Event,78729,02/05/2019,81,"13301 N US 183 HWY
AUSTIN, TX 78729",2802588,Routine Inspection
Fleet Coffee,78702,08/24/2018,96,"2427 WEBBERVILLE RD
AUSTIN, TX 78702
(30.262987, -97.714256)",11488321,Routine Inspection
Yellow Rose,78752,04/04/2018,85,"6528 N LAMAR BLVD
AUSTIN, TX 78752
(30.333547, -97.721546)",2800010,Routine Inspection
MN - Mr. Jim's,78653,06/28/2017,97,"302 W MURRAY AVE
MANOR, TX 78653",2803767,Routine Inspection
Dave and Busters,78759,10/31/2017,93,"9333 RESEARCH BLVD
AUSTIN, TX 78759
(30.382116, -97.740032)",2801449,Routine Inspection
Shenanigans Nightclub,78729,12/18/2018,95,"13233 POND SPRINGS RD
AUSTIN, TX 78729
(30.445998, -97.779318)",2802920,Routine Inspection
Pease Elementary,78701,04/23/2019,99,"1106 RIO GRANDE ST
AUSTIN, TX 78701
(30.274906, -97.747662)",2800245,Routine Inspection
Casa Vallarta Restaurant,78744,04/14/2020,62,"6002 BURLESON RD
AUSTIN, TX 78744
(30.20676, -97.719122)",11241808,Routine Inspection
MN - Manor Express Mart,78653,09/19/2019,78,"12130 N FM 973 RD
MANOR, TX 78653",10188186,Routine Inspection
Rutland Market,78758,02/22/2019,82,"900 RUTLAND DR
AUSTIN, TX 78758
(30.365936, -97.698318)",10028448,Routine Inspection
A.B.Cantu/Pan-Am Rec. Center,78702,04/02/2018,88,"2100 E 3RD ST
AUSTIN, TX 78702
(30.257841, -97.72081)",2802781,Routine Inspection
Holiday In Express Austin Airport,78744,12/12/2019,97,"7601 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.217543, -97.69231)",10908918,Routine Inspection
Taqueria Villanueva,78753,04/19/2018,91,"9405 N IH
AUSTIN, TX 78753",11684219,Routine Inspection
CVS Pharmacy #526,78717,09/04/2018,100,"10550 W PARMER LN
AUSTIN, TX 78717
(30.497755, -97.775407)",10002488,Routine Inspection
American Legion Post #83,78744,10/16/2017,93,"4401 E ST ELMO RD
AUSTIN, TX 78744
(30.206778, -97.740227)",2800090,Routine Inspection
"Tokyo Gardens Catering, LLC",78704,02/11/2020,98,"101 W OLTORF ST
AUSTIN, TX 78704
(30.239243, -97.754265)",2802900,Routine Inspection
Bombshells,78660,08/22/2018,75,"15119 N IH
AUSTIN, TX 78660",11085152,Routine Inspection
CoCo's Cafe,78705,03/13/2020,96,"1910 GUADALUPE ST
AUSTIN, TX 78705
(30.282621, -97.742079)",2801586,Routine Inspection
COTA - Pizza Hut Main Grand Stand,78617,04/20/2018,100,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",11229113,Routine Inspection
Crow Bar,78704,05/24/2018,96,"3116 S CONGRESS AVE
AUSTIN, TX 78704
(30.231186, -97.75927)",10431821,Routine Inspection
Target Store T2288 -Grocery,78748,09/29/2017,97,"9500 S IH
AUSTIN, TX 78748",10055908,Routine Inspection
Las Fabulosas Quesadillas,78745,07/24/2019,89,"5510 S IH
AUSTIN, TX 78745",11703363,Routine Inspection
Mavericks,78660,08/10/2018,100,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.455884, -97.660839)",10794436,Routine Inspection
Chick-Fil-A,78704,05/20/2019,89,"500 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.220081, -97.757534)",10005680,Routine Inspection
