Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
4237 S Roman St,4237 S Roman St,Accessory STR,2,4,08/05/2020 11:59:59 PM,"(29.9424848987526, -90.1022678643027)",3670722.03,526670.83
1734 Henriette Delille St Apt E,1734 Henriette Delille St Apt E,Commercial STR,1,2,03/31/2020 11:59:59 PM,"(29.9680855317698, -90.0624785463982)",3683219.88,536117.73
800 St Charles Ave unit 207,800 St Charles Ave unit 207,Commercial STR,1,2,11/18/2020 11:59:59 PM,"(29.9456953060243, -90.0714102706697)",3680481.64,527944.56
201 S Solomon St,201 S Solomon St,Accessory STR,3,6,10/03/2020 11:59:59 PM,"(29.9747828461226, -90.1033878710365)",3670241.26,538411.79
1734 Henriette Delille St Apt C,1734 Henriette Delille St Apt C,Commercial STR,1,2,03/31/2020 11:59:59 PM,"(29.968096157635, -90.0624796744123)",3683219.48,536121.59
2648 Governor Nicholls St,2648 Governor Nicholls St,Commercial STR,3,6,05/22/2020 11:59:59 PM,"(29.9742145952234, -90.0791504738541)",3677916.92,538288.33
4226 Magazine St B,4226 Magazine St B,Commercial STR,3,6,10/14/2020 11:59:59 PM,"(29.9208269283764, -90.0998206039194)",3671581.85,518803.53
725 Greenwood St,725 Greenwood St,Accessory STR,2,4,05/21/2020 11:59:59 PM,"(29.9872330869245, -90.1089119886792)",3668443.98,542920.46
1920 Magazine St Apt 2A,1920 Magazine St Apt 2A,Commercial STR,2,4,11/25/2020 11:59:59 PM,"(29.9311916277835, -90.0741936842814)",3679658.13,522660.8
3713 Magazine St Unit A,3713 Magazine St Unit A,Accessory STR,2,4,09/18/2020 11:59:59 PM,"(29.9217611599921, -90.0937126785976)",3673512.95,519164.13
4128 Fontainebleau Dr,4128 Fontainebleau Dr,Accessory STR,2,4,12/11/2020 11:59:59 PM,"(29.9491946276739, -90.1052045548735)",3669765.84,529100.76
4513 Thalia St,4513 Thalia St,Commercial STR,2,4,12/19/2019 11:59:59 PM,"(29.9563339317844, -90.1041832592857)",3670061.41,531700.35
3710 Dryades St,3710 Dryades St,Accessory STR,1,2,09/23/2020 11:59:59 PM,"(29.9299067940485, -90.0958795166927)",3672794.59,522118.76
5232 Annunciation St,5232 Annunciation St,Accessory STR,2,4,07/29/2020 11:59:59 PM,"(29.917452460454, -90.1120186660515)",3667731.01,517535.06
3948 Louissiana Ave Pkwy,3948 Louissiana Ave Pkwy,Accessory STR,1,2,11/19/2020 11:59:59 PM,"(29.9499406859351, -90.1012232565384)",3671023.7,529385.59
2613 Marais St,2613 Marais St,Commercial STR,2,4,09/03/2020 11:59:59 PM,"(29.969989438945, -90.0494066226206)",3687350.87,536856.2
1019 Treme St,1019 Treme St,Accessory STR,3,6,12/11/2020 11:59:59 PM,"(29.964629219507, -90.0677765518476)",3681556.34,534842.32
212 Magazine St Apt 3D,212 Magazine St Apt 3D,Commercial STR,1,2,10/06/2020 11:59:59 PM,"(29.9507675613142, -90.0673330680968)",3681752.45,529803.26
1618 Frenchmen St,1618 Frenchmen St,Commercial STR,,,12/13/2019 11:59:59 PM,"(29.9739347628309, -90.0588866062348)",3684333.48,538257.36
925 Common St Unit 907 Unit 907,925 Common St Unit 907 Unit 907,Commercial STR,1,2,11/24/2020 11:59:59 PM,"(29.9537953169419, -90.0725323010123)",3680093.9,530886.11
4515 Thalia St,4515 Thalia St,Commercial STR,2,4,12/19/2019 11:59:59 PM,"(29.9563519196673, -90.1042218499963)",3670049.12,531706.76
1128 Elysian Fields Ave,1128 Elysian Fields Ave,Commercial STR,2,4,08/29/2020 11:59:59 PM,"(29.9691665201765, -90.0572034170497)",3684885.68,536529.38
,,Commercial STR,1,2,02/23/2021 11:59:59 PM,"(29.9449539547454, -90.0923447396002)",3673854.92,527602.57
1736 Robert St,1736 Robert St,Accessory STR,1,2,11/18/2020 11:59:59 PM,"(29.9298434093012, -90.108902208704)",3668670.08,522051.4
5722 St Roch Ave,5722 St Roch Ave,Accessory STR,2,4,11/20/2020 11:59:59 PM,"(30.0175824005601, -90.0563913684802)",3684946.58,554138.12
1653 Treasure St Apt 2A Apartment 2a,1653 Treasure St Apt 2A Apartment 2a,Commercial STR,2,4,10/22/2020 11:59:59 PM,"(29.9891679343641, -90.0711556548556)",3680388.14,543753.73
4773 Venus St,4773 Venus St,Accessory STR,2,4,10/20/2020 11:59:59 PM,"(30.0084200193212, -90.0514070008335)",3686561.19,550823.93
7820 Green St,7820 Green St,Accessory STR,2,4,07/31/2020 11:59:59 PM,"(29.949104842815, -90.1240102085638)",3663810.9,529004.77
"1819 Martin Luther King, Jr Blvd","1819 Martin Luther King, Jr Blvd",Commercial STR,1,2,11/05/2020 11:59:59 PM,"(29.9408542850415, -90.0783559088456)",3678301.34,526160.03
1114 Mandeville St.,1114 Mandeville St.,Accessory STR,2,4,10/13/2020 11:59:59 PM,"(29.9692056469252, -90.0545086550795)",3685738.71,536553.12
903 Clouet St,903 Clouet St,Accessory STR,1,2,11/13/2020 11:59:59 PM,"(29.9655304775778, -90.0447578787523)",3688840.93,535251.28
1824 Franklin Ave,1824 Franklin Ave,Commercial STR,3,6,12/01/2020 11:59:59 PM,"(29.9767470694449, -90.0484810137091)",3687616.37,539316.81
318 St Joseph St,318 St Joseph St,Commercial STR,2,4,06/04/2020 11:59:59 PM,"(29.9429422645854, -90.0663523716355)",3682094.47,526961.13
1234 Poland Ave,1234 Poland Ave,Accessory STR,2,4,12/08/2020 11:59:59 PM,"(29.9665788607719, -90.0311606706246)",3693141.76,535681.18
900 Bartholomew St Unit 318,900 Bartholomew St Unit 318,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9637136701648, -90.0363438735172)",3691512.46,534620.68
2229 Second St,2229 Second St,Accessory STR,2,4,11/25/2020 11:59:59 PM,"(29.9378939269191, -90.087521167139)",3675410.4,525051.86
3709 Ulloa St,3709 Ulloa St,Commercial STR,4,8,07/21/2020 11:59:59 PM,"(29.9670838149049, -90.1015099669304)",3670865.89,535618.51
9824 E Wheaton Cir,9824 E Wheaton Cir,Accessory STR,2,4,06/25/2020 11:59:59 PM,"(30.0401185127439, -89.9811277152497)",3708667.45,562606.35
1734 Henriette Delille St Apt A,1734 Henriette Delille St Apt A,Commercial STR,1,2,11/07/2020 11:59:59 PM,"(29.9680940906139, -90.0624735102331)",3683221.44,536120.86
625 S Cortez St,625 S Cortez St,Commercial STR,3,6,05/16/2020 12:00:00 AM,"(29.9677430437232, -90.1019980752946)",3670708.77,535856.57
3937 Camp St Apt 1,3937 Camp St Apt 1,Accessory STR,3,6,11/18/2020 11:59:59 PM,"(29.9224015930024, -90.096328512106)",3672681.84,519388.06
1526 Conery St,1526 Conery St,Accessory STR,1,2,06/12/2020 05:59:12 PM,"(29.9298472294276, -90.086257822812)",3675842.36,522130.14
1201 Constantinople,1201 Constantinople,Accessory STR,2,4,05/11/2020 11:59:59 PM,"(29.9241524569847, -90.0969421005248)",3672480.61,520022.64
1810 N Rampart St,1810 N Rampart St,Accessory STR,2,4,08/12/2020 11:59:59 PM,"(29.9670412445875, -90.0611090423401)",3683657.7,535742.8
1215 N Galvez St,1215 N Galvez St,Accessory STR,2,4,11/18/2020 11:59:59 PM,"(29.9714916316096, -90.0742763873782)",3679470.91,537315.08
1611 Delachaise St,1611 Delachaise St,Commercial STR,2,4,11/12/2020 11:59:59 PM,"(29.9283152699502, -90.0927214780886)",3673801.12,521550.84
2871 Ponce De Leon St,2871 Ponce De Leon St,Accessory STR,1,2,10/09/2020 11:59:59 PM,"(29.9804767412516, -90.0795362761551)",3677769.86,540564.15
2306 Magnolia St,2306 Magnolia St,Accessory STR,3,6,11/12/2020 11:59:59 PM,"(29.9420467092612, -90.0889812102088)",3674931.59,526556.94
3671 Tchoupitoulas St,3671 Tchoupitoulas St,Commercial STR,,,10/06/2020 11:59:59 PM,"(29.9179771128916, -90.0921012640173)",3674038.29,517793.64
2369 Annunciation St,2369 Annunciation St,Accessory STR,1,2,11/03/2020 11:59:59 PM,"(29.925740516338, -90.0770961517435)",3678760.56,520668.49
1036 Webster St,1036 Webster St,Accessory STR,3,6,12/11/2020 11:59:59 PM,"(29.92529031719, -90.1223978275304)",3664413.02,520350.3
900 Bartholomew St Unit 308,900 Bartholomew St Unit 308,Commercial STR,3,6,06/06/2020 11:59:59 PM,"(29.9636777647496, -90.0361886049227)",3691561.77,534608.18
136 S Robertson St 2A,136 S Robertson St 2A,Commercial STR,1,2,11/19/2020 11:59:59 PM,"(29.9576296480763, -90.0774656075591)",3678516.44,532263.26
2924 Orleans Ave,2924 Orleans Ave,Accessory STR,1,2,11/25/2020 11:59:59 PM,"(29.9724441563484, -90.0856517485661)",3675865.66,537622.06
900 Bartholomew St Unit 419,900 Bartholomew St Unit 419,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636999171546, -90.0364021648777)",3691494.06,534615.47
6300 Franklin Ave,6300 Franklin Ave,Accessory STR,3,6,11/26/2020 11:59:59 PM,"(30.0238214455444, -90.05234441703)",3686201.9,556421.18
2019 St Ann St,2019 St Ann St,Accessory STR,2,4,11/10/2020 11:59:59 PM,"(29.9670251267132, -90.0756712463708)",3679047.12,535686.04
2305 Delachaise St,2305 Delachaise St,Accessory STR,3,6,12/02/2020 11:59:59 PM,"(29.9343807168576, -90.0956522207792)",3672849.01,523746.42
2013 6th St,2013 6th St,Accessory STR,2,4,10/11/2020 11:59:59 PM,"(29.9338510463924, -90.0899311079616)",3674663.1,523573.43
3943 General Taylor St,3943 General Taylor St,Accessory STR,1,2,10/10/2020 11:59:59 PM,"(29.9495262020441, -90.1021040073444)",3670746.41,529231.87
925 Common St Unit 912,925 Common St Unit 912,Commercial STR,1,2,11/10/2020 11:59:59 PM,"(29.9538702367679, -90.0724816794828)",3680109.63,530913.53
2703 Lapeyrouse St,2703 Lapeyrouse St,Accessory STR,2,4,11/19/2020 11:59:59 PM,"(29.9801105426769, -90.0763463854681)",3678781.16,540442.05
123 N Alexander St,123 N Alexander St,Accessory STR,2,4,11/11/2020 11:59:59 PM,"(29.9775401488843, -90.1037037339069)",3670130.5,539413.38
822 Howard Ave 204,822 Howard Ave 204,Commercial STR,2,4,07/30/2020 11:59:59 PM,"(29.9440835589712, -90.0744531645302)",3679524.44,527347.87
931 N Derbigny St,931 N Derbigny St,Accessory STR,3,6,06/04/2020 11:59:59 PM,"(29.9669139751415, -90.0725044742443)",3680050.22,535656.64
2657 Iberville St,2657 Iberville St,Commercial STR,2,4,10/28/2020 11:59:59 PM,"(29.9664345098907, -90.086073281642)",3675755.99,535435.27
1502 Pine St,1502 Pine St,Accessory STR,2,4,08/12/2020 11:59:59 PM,"(29.9452874448058, -90.1218452710354)",3664511.16,527623.86
1085 John Churchill Chase St Apt 204,1085 John Churchill Chase St Apt 204,Commercial STR,2,4,12/02/2020 11:59:59 PM,"(29.9412043853203, -90.0700141355944)",3680941.78,526316.37
4527 S Rocheblave St A,4527 S Rocheblave St A,Accessory STR,1,2,10/27/2020 11:59:59 PM,"(29.9475582941205, -90.1060731841049)",3669497.14,528502.78
1327 Spain St,1327 Spain St,Accessory STR,1,2,11/24/2020 11:59:59 PM,"(29.971415144877, -90.0533532422086)",3686095.55,537360.66
301 Magazine St Apt 204,301 Magazine St Apt 204,Commercial STR,2,4,06/10/2020 11:59:59 PM,"(29.9504423057539, -90.067906304783)",3681572.23,529682.98
1733 Ursulines Ave,1733 Ursulines Ave,Accessory STR,3,6,12/04/2020 11:59:59 PM,"(29.9679521971811, -90.0712469060146)",3680444.23,536038.56
1704 S Rampart St,1704 S Rampart St,Accessory STR,2,4,12/02/2020 11:59:59 PM,"(29.9400104188539, -90.0811466621944)",3677420.86,525843.5
4217 Lasalle St.,4217 Lasalle St.,Accessory STR,2,4,08/31/2020 11:59:59 PM,"(29.9345734196994, -90.1010288530123)",3671145.36,523798.14
1025 Harmony St Apt 204,1025 Harmony St Apt 204,Commercial STR,3,6,08/21/2020 11:59:59 PM,"(29.9237488539168, -90.0862318567585)",3675874.72,519912.64
1914 Amelia St,1914 Amelia St,Accessory STR,3,6,09/12/2020 11:59:59 PM,"(29.930567481808, -90.0958562018877)",3672799.38,522359.09
2022 Delachaise St,2022 Delachaise St,Accessory STR,1,2,06/26/2020 11:59:59 PM,"(29.93197712695, -90.0947132513194)",3673155.85,522875.6
4406 S Carrollton Ave,4406 S Carrollton Ave,Choose a License Type,2,4,11/14/2020 11:59:59 PM,"(29.9712854373627, -90.103692703496)",3670158.4,537138.96
1030 Toledano St,1030 Toledano St,Commercial STR,,,06/30/2020 11:59:59 PM,"(29.9231172359014, -90.0876862193622)",3675416.54,519677.95
1834 Moss St,1834 Moss St,Accessory STR,2,4,07/02/2020 11:59:59 PM,"(29.9881337227985, -90.0873049297477)",3675280.22,543321.7
5722 St Roch Ave,5722 St Roch Ave,Accessory STR,2,4,11/20/2020 11:59:59 PM,"(30.0175824005601, -90.0563913684802)",3684946.58,554138.12
600 Canal St APT 408,600 Canal St APT 408,Commercial STR,1,2,10/09/2020 11:59:59 PM,"(29.9524073941832, -90.0685607797953)",3681357.09,530395.27
5432 Douglass St,5432 Douglass St,Accessory STR,1,2,05/22/2020 11:59:59 PM,"(29.9555639598406, -90.0196395761683)",3696835.46,531717.41
3028 Dryades St,3028 Dryades St,Accessory STR,1,2,11/19/2020 11:59:59 PM,"(29.931855416035, -90.0905410754479)",3674477.78,522845.65
2713 Second St,2713 Second St,Accessory STR,1,2,11/22/2020 11:59:59 PM,"(29.9418096814962, -90.0904178032329)",3674477.56,526465.81
2304 Annunciation St New Orleans,2304 Annunciation St New Orleans,Accessory STR,1,2,11/25/2020 11:59:59 PM,"(29.9263954219407, -90.0757684938177)",3679178.48,520911.25
2124 Baronne St,2124 Baronne St,Accessory STR,3,6,11/24/2020 11:59:59 PM,"(29.9364856488951, -90.0819516044203)",3677179.93,524558.98
1331 Desire St,1331 Desire St,Accessory STR,1,2,06/04/2020 11:59:59 PM,"(29.9693968874548, -90.0395495570875)",3690474.12,536675.83
3235 St Ann St,3235 St Ann St,Accessory STR,1,2,11/13/2020 11:59:59 PM,"(29.9755484523732, -90.0884313251334)",3674973.38,538741.33
1939 odeon Ave,1939 odeon Ave,Accessory STR,2,4,10/13/2020 11:59:59 PM,"(29.934438982423, -90.0230552863994)",3695841.71,524023.25
2819 Painters St Apt A,2819 Painters St Apt A,Commercial STR,3,6,06/05/2020 11:59:59 PM,"(29.987733013811, -90.0501250913301)",3687051.14,543305.88
301 St Charles Ave Apt 303 Unit 303,301 St Charles Ave Apt 303 Unit 303,Commercial STR,,,08/06/2020 11:59:59 PM,"(29.9514846571108, -90.0702352338778)",3680830.55,530053.88
2138 Farragut St,2138 Farragut St,Accessory STR,2,4,10/10/2020 11:59:59 PM,"(29.9320048813942, -90.034443768125)",3692244.79,523097.06
2316 Esplanade Ave,2316 Esplanade Ave,Accessory STR,3,6,08/28/2020 11:59:59 PM,"(29.9737245875948, -90.0752649268413)",3679149.02,538123.63
711 S Peters St Apt 305,711 S Peters St Apt 305,Commercial STR,2,4,08/15/2020 11:59:59 PM,"(29.9458144413199, -90.0660575720099)",3682176.28,528006.59
1136 St Bernard Ave,1136 St Bernard Ave,Commercial STR,2,4,11/17/2020 11:59:59 PM,"(29.9678044077662, -90.0629094292494)",3683084.59,536013.99
818 Bordeaux Street,818 Bordeaux Street,Accessory STR,1,2,08/12/2020 11:59:59 PM,"(29.9198359150651, -90.1063721150411)",3669510.42,518420.88
411 Toledano St,411 Toledano St,Commercial STR,2,4,08/18/2020 11:59:59 PM,"(29.9188252980209, -90.0854079675641)",3676155.19,518125.1
822 Howard Ave 103,822 Howard Ave 103,Commercial STR,1,2,07/30/2020 11:59:59 PM,"(29.9441990073728, -90.0743615568399)",3679552.99,527390.17
3439 Baronne St,3439 Baronne St,Accessory STR,1,2,11/03/2020 11:59:59 PM,"(29.9299116334809, -90.0933853277066)",3673584.57,522129.06
925 Common St Unit 1211 Unit 1211,925 Common St Unit 1211 Unit 1211,Commercial STR,1,2,11/26/2020 11:59:59 PM,"(29.9538119346729, -90.0723551816632)",3680149.92,530892.77
1705 S Rampart St,1705 S Rampart St,Accessory STR,1,2,10/24/2020 11:59:59 PM,"(29.9401315448491, -90.0813361730749)",3677360.36,525886.89
429 Belleville St,429 Belleville St,Accessory STR,2,4,08/26/2020 11:59:59 PM,"(29.9514056057566, -90.048150415241)",3687824.39,530102.9
2417 Marengo St,2417 Marengo St,Accessory STR,1,2,12/04/2020 11:59:59 PM,"(29.9349941567302, -90.0992438515843)",3671709.06,523957.22
301 St Charles Ave Apt 306 unit 306,301 St Charles Ave Apt 306 unit 306,Commercial STR,,,08/06/2020 11:59:59 PM,"(29.9515129579015, -90.070310065139)",3680806.74,530063.91
1621 Short St,1621 Short St,Accessory STR,2,4,12/03/2020 11:59:59 PM,"(29.9497070052526, -90.1253033022114)",3663399.1,529219.42
1235 Marigny,1235 Marigny,Accessory STR,2,4,05/14/2020 11:59:59 PM,"(29.9704126922673, -90.0555495425496)",3685404.26,536988.37
517 S Gayoso St,517 S Gayoso St,Commercial STR,3,6,05/23/2020 11:59:59 PM,"(29.9639218833979, -90.0940498582357)",3673240.33,534494.18
523 Sixth St,523 Sixth St,Accessory STR,,,06/11/2020 11:59:59 PM,"(29.9211178437943, -90.0805076876648)",3677698.34,518975.69
3320 Baudin St,3320 Baudin St,Accessory STR,2,4,09/06/2020 11:59:59 PM,"(29.9659682983931, -90.0964773996327)",3672463.67,535230.03
8220 Maple St Unit F,8220 Maple St Unit F,Commercial STR,2,4,08/22/2020 11:59:59 PM,"(29.9454478375087, -90.134317229179)",3660560.83,527640.64
1610 Frenchmen St D,1610 Frenchmen St D,Commercial STR,3,6,08/06/2020 11:59:59 PM,"(29.973785486746, -90.0586899949477)",3684396.33,538203.77
5924 St Claude Ave Apt A,5924 St Claude Ave Apt A,Commercial STR,2,4,11/14/2020 11:59:59 PM,"(29.9601745123916, -90.0124310092313)",3699098.74,533420.21
3713 Bienville Ave,3713 Bienville Ave,Commercial STR,4,8,06/11/2020 11:59:59 PM,"(29.9739550852678, -90.0953495590611)",3672789.39,538138.19
ET Al 1039 Toulouse Street,ET Al 1039 Toulouse Street,Commercial STR,3,6,08/12/2020 11:59:59 PM,"(29.9596431117971, -90.0689711415486)",3681198.11,533025.01
431 Bouny St,431 Bouny St,Accessory STR,1,2,07/14/2020 11:59:59 PM,"(29.9506558507531, -90.053850941101)",3686022.27,529810.06
4618 Toulouse St,4618 Toulouse St,Accessory STR,1,2,11/20/2020 11:59:59 PM,"(29.9821950316791, -90.1030176467296)",3670329.53,541108.41
301 St Charles Ave Apt 402 unit 402,301 St Charles Ave Apt 402 unit 402,Commercial STR,,,08/06/2020 11:59:59 PM,"(29.951460267041, -90.0702068373571)",3680839.64,530045.11
401 Girod St Unit 5,401 Girod St Unit 5,Commercial STR,1,2,06/12/2020 11:59:59 PM,"(29.9467591132178, -90.0677109389859)",3681648.89,528344.32
1625 Milton St,1625 Milton St,Temporary STR,4,8,11/04/2020 11:59:59 PM,"(29.996220337201, -90.0726790144002)",3679877.71,546312.95
5240 Arts St,5240 Arts St,Accessory STR,1,2,10/25/2020 11:59:59 PM,"(30.0129854781871, -90.0539854255789)",3685726.62,552474.99
8824 Birch St,8824 Birch St,Accessory STR,1,2,08/27/2020 11:59:59 PM,"(29.9551822049235, -90.1330938840181)",3660911.17,531184.49
611 Seguin St,611 Seguin St,Accessory STR,2,4,05/16/2020 11:59:59 PM,"(29.9498771996345, -90.0517809129142)",3686680.95,529534.24
5824 Music St,5824 Music St,Accessory STR,2,4,11/04/2020 11:59:59 PM,"(30.018778936492, -90.0551097898924)",3685347.29,554577.75
2340 General Pershing St,2340 General Pershing St,Accessory STR,3,6,11/12/2020 11:59:59 PM,"(29.9343042255382, -90.1017368956896)",3670922.16,523697.84
1229 Port St,1229 Port St,Accessory STR,1,2,06/18/2020 11:59:59 PM,"(29.9703151632477, -90.048605036359)",3687603.33,536977.49
438 Henry Clay Ave,438 Henry Clay Ave,Accessory STR,3,6,11/12/2020 11:59:59 PM,"(29.9204426130163, -90.1258543754946)",3663336.73,518575.94
642 S Rocheblave St,642 S Rocheblave St,Commercial STR,5,10,11/07/2020 11:59:59 PM,"(29.9586337148714, -90.0894130127323)",3674729.36,532587.11
3332 Grand Route St John St,3332 Grand Route St John St,Accessory STR,2,4,03/05/2021 11:59:59 PM,"(29.9797626143889, -90.0866423499184)",3675523.08,540279.92
611 Julia St Unit C,611 Julia St Unit C,Commercial STR,1,2,06/19/2020 11:59:59 PM,"(29.9458569384674, -90.0708643099715)",3680653.89,528005.24
3920 Orleans Ave,3920 Orleans Ave,Accessory STR,1,2,10/16/2020 11:59:59 PM,"(29.9783380080888, -90.0944906361971)",3673044.09,539734.93
1600 St Roch Ave,1600 St Roch Ave,Accessory STR,1,2,08/17/2020 11:59:59 PM,"(29.9739773177435, -90.0528080412714)",3686257.75,538294.29
5128 Freret St,5128 Freret St,Commercial STR,4,8,12/09/2020 11:59:59 PM,"(29.9349011450165, -90.1100079371274)",3668300.22,523886.84
30 Neron Pl Lower,30 Neron Pl Lower,Accessory STR,1,2,07/18/2020 11:59:59 PM,"(29.9535820444642, -90.1197398987066)",3665145.96,530647.15
709 Jackson Ave Apt 101,709 Jackson Ave Apt 101,Commercial STR,,,05/16/2020 11:59:59 PM,"(29.9268505822771, -90.0740271984386)",3679728.21,521082.82
717 Valence St,717 Valence St,Accessory STR,2,4,10/17/2020 11:59:59 PM,"(29.9189730065207, -90.1045853660643)",3670079.77,518113.16
2228 Gravier St Apt 302,2228 Gravier St Apt 302,Commercial STR,,,06/12/2020 11:59:59 PM,"(29.9582769240471, -90.086773590351)",3675566.53,532466.45
5518 Eads St,5518 Eads St,Accessory STR,3,6,10/13/2020 11:59:59 PM,"(30.0156370761068, -90.0504514025479)",3686834.24,553451.72
5641 St Bernard Ave,5641 St Bernard Ave,Accessory STR,3,6,11/19/2020 11:59:59 PM,"(30.014751471585, -90.0815088750911)",3677009.22,553020.97
1053 Constance St Apt 309,1053 Constance St Apt 309,Commercial STR,2,4,06/11/2020 11:59:59 PM,"(29.9413326986452, -90.0697161413422)",3681035.64,526364.07
2916 Gravier St,2916 Gravier St,Commercial STR,3,6,12/11/2019 11:59:59 PM,"(29.9619409270227, -90.094905359529)",3672977.24,533770.9
734 Delachaise St,734 Delachaise St,Accessory STR,1,2,12/05/2020 11:59:59 PM,"(29.9189343346719, -90.0884405996917)",3675194.11,518154.3
3117 N Villere St,3117 N Villere St,Accessory STR,2,4,05/29/2020 11:59:59 PM,"(29.9706053982466, -90.0428318420129)",3689429.97,537103.57
117 W Hubbell Rd,117 W Hubbell Rd,Commercial STR,4,8,10/06/2020 11:59:59 PM,"(29.9540436388778, -90.0441820318788)",3689070.25,531076.3
8317 Jeannette St,8317 Jeannette St,Accessory STR,3,6,11/13/2020 11:59:59 PM,"(29.9512606677943, -90.1295255768671)",3662056.08,529770.32
2404 St Bernard Ave Left apartment,2404 St Bernard Ave Left apartment,Commercial STR,2,4,07/01/2020 11:59:59 PM,"(29.9804426094153, -90.0703747336306)",3680670.31,540583.59
1520 St Roch Ave,1520 St Roch Ave,Accessory STR,2,4,11/26/2020 11:59:59 PM,"(29.9733194324006, -90.0527538825395)",3686277.57,538055.25
900 Bartholomew St Unit 516,900 Bartholomew St Unit 516,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636563084465, -90.0363358391526)",3691515.24,534599.85
1011 Piety St,1011 Piety St,Accessory STR,2,4,06/02/2020 11:59:59 PM,"(29.9660590244109, -90.0417868006287)",3689779.47,535454.07
1217 Kerlerec St,1217 Kerlerec St,Accessory STR,2,4,10/22/2020 11:59:59 PM,"(29.9676736195963, -90.0641037417324)",3682706.98,535962.24
3211 Dauphine St,3211 Dauphine St,Accessory STR,3,6,11/15/2020 11:59:59 PM,"(29.964050455927, -90.0430542985777)",3689386.38,534719.16
1020 Race St Apt 3,1020 Race St Apt 3,Commercial STR,2,4,05/12/2020 11:59:59 PM,"(29.9341385514556, -90.0719509407951)",3680356.68,523740.22
2215 Josephine St,2215 Josephine St,Accessory STR,1,2,10/30/2020 11:59:59 PM,"(29.9401351632878, -90.0841614875003)",3676465.56,525878.44
1316 Spain St,1316 Spain St,Accessory STR,2,4,10/28/2020 11:59:59 PM,"(29.9711860694205, -90.0535737088208)",3686026.68,537276.58
3988 Tchoupitoulas St,3988 Tchoupitoulas St,Commercial STR,1,2,11/26/2020 11:59:59 PM,"(29.9173994471948, -90.096380873367)",3672684.89,517568.92
3126 N Miro St,3126 N Miro St,Accessory STR,1,2,11/03/2020 11:59:59 PM,"(29.9786656848848, -90.0400744598463)",3690269.89,540044.43
4935 Werner Dr,4935 Werner Dr,Temporary STR,4,8,11/05/2020 11:59:59 PM,"(30.0229330564298, -89.9938641035373)",3704710.93,556309.73
1525 St Andrew Street,1525 St Andrew Street,Accessory STR,1,2,11/18/2020 11:59:59 PM,"(29.9347883550857, -90.0780928336298)",3678408.82,523955.15
123 E. Sprague,123 E. Sprague,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9518845185041, -90.0715061879714)",3680426.48,530194.85
933 Hagan St,933 Hagan St,Accessory STR,2,4,08/11/2020 11:59:59 PM,"(29.9771287783946, -90.0874744802467)",3675270.06,539319.29
5107 Conti St Apt B,5107 Conti St Apt B,Commercial STR,1,2,06/03/2020 02:33:40 PM,"(29.9835221477678, -90.1076753744729)",3668849.87,541575.2
900 Bartholomew St Unit 305,900 Bartholomew St Unit 305,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636638395928, -90.0361317788129)",3691579.82,534603.32
323 N Lopez St,323 N Lopez St,Accessory STR,3,6,11/15/2020 03:57:29 PM,"(29.9709579855786, -90.0901738279852)",3674439.83,537066.07
600 Canal St APT 503,600 Canal St APT 503,Commercial STR,1,2,10/09/2020 11:59:59 PM,"(29.9524739919708, -90.0685543145383)",3681358.87,530419.51
5954 Babylon St,5954 Babylon St,Temporary STR,3,6,11/21/2020 11:59:59 PM,"(30.0198947300227, -90.0208798443638)",3696174.78,555105.95
1518 Dumaine St,1518 Dumaine St,Accessory STR,1,2,09/18/2020 11:59:59 PM,"(29.9646393953075, -90.0707741343807)",3680607.19,534835.55
900 Bartholomew St Unit 508,900 Bartholomew St Unit 508,Commercial STR,2,4,06/05/2020 11:59:59 PM,"(29.9636245170074, -90.0362101419216)",3691555.17,534588.74
200 S Murat St,200 S Murat St,Accessory STR,3,6,11/17/2020 11:59:59 PM,"(29.9764409985568, -90.1058560523735)",3669453.39,539006.38
2820 Monroe St,2820 Monroe St,Accessory STR,2,4,11/18/2020 11:59:59 PM,"(29.9634348390909, -90.1221990227815)",3664329.38,534221.77
1440 Chartres St,1440 Chartres St,Accessory STR,1,2,11/17/2020 11:59:59 PM,"(29.9633776417159, -90.058238744278)",3684581.31,534420.68
8405 Sycamore St,8405 Sycamore St,Accessory STR,1,2,11/24/2020 11:59:59 PM,"(29.9567951545496, -90.1249635149974)",3663479.52,531798.08
906 Magazine St,906 Magazine St,Commercial STR,3,6,11/30/2020 11:59:59 PM,"(29.9435113000994, -90.0696384112849)",3681051.52,527156.56
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9519247238749, -90.0714689530682)",3680438.11,530209.6
1111 St Andrew St,1111 St Andrew St,Commercial STR,2,4,05/17/2020 11:59:59 PM,"(29.9313150192685, -90.0748344396493)",3679454.69,522703.44
1210 Carondelet St Unit B,1210 Carondelet St Unit B,Commercial STR,3,6,09/11/2020 11:59:59 PM,"(29.9417576778547, -90.0751243792954)",3679321.16,526499.76
