sitePlanKey,sitePlanNbr,sitePlanName,sitePlanStatusTypeDsc,amendmentInd,commercialGrossFloorAreaSquareFeetQty,hotelRoomCnt,officeSquareFeetQty,parkingSpaceCnt,residentialGrossFloorAreaSquareFeetQty,residentialUnitCnt,retailSquareFeetQty,sitePlanActionDatetime,storyCnt,townhouseCnt,sitePlanCommentText,sitePlanNoteText,rezoningNbr,rezoningCaseNbr,rezoningStatusTypeDsc
191,020,Liberty Center,Approved,false,0,0,485929,1468,510654,513,33600,2002-01-29T00:00:00.000Z,21,0,Coordinated Mixed Use Development District  HouseType: High-Rise,"Area: 144,238 s.f. resub became 14-044-018,019. Four buildings. North Office GFA 325,240, Retail GFA 5,000 pk 569sp. South Office GFA 171,814 ,  Retail GFA 8,600 , pk 311sp; 11,125 sf of storage is not included in the total gfa of 485K, but is included in 325K gfa & 171K gfa. Resd. North Bld is 255 units, Resd South bld 259 units. 20K retail gfa with residential buildings. Resd parking 588sp (includes 63 tandem) 525 total.",,,
195,249,pt of Ellipse: NRECA Office bld. II,Approved,true,0,0,260401,388,0,0,6749,2003-10-06T00:00:00.000Z,12,0,"Coord. Mixed Use Devel. Dist.  Ellipse Site Plan includes Office @ 4300 Wilson, Jefferson Retirement Condo, NRECA Off  Bld I (4301 Wilson  RPC 14-051-352) and NRECA Off bld II (4401 Wilson RPC 14-051-351).",Ammend SP 149 to increase gfa for National Rural Electric Cooperative Office building II.,,,
199,371,1800 Wilson Blvd,Approved,false,0,0,0,191,0,153,6183,2003-06-14T00:00:00.000Z,0,0,Rezoning from C-1 and C-2 to C-0-2.5,1/30/2004 action requires 5 afforadable units 6/03 was 3 units.  RPC 17-010-036 is the new RPC for 2006.  RPCs 11 thru 33 dead starting 2006.,,,
203,373,South Glebe Road Townhouse Project,Approved,false,0,0,0,0,0,13,0,2003-09-16T00:00:00.000Z,0,11,Residential Town House Dwelling Districts,"Designated ""Low"" residential(1-10 units per acre)on the General Land Use Plan. 13 Resntl Units include 11 new single-family dwellings and 2 existing single-family dwellings.",2502,Z-2502-03-1,Approved
207,349,GMU Campus LLC,Approved,false,77460,0,192448,671,0,0,13275,2001-08-06T00:00:00.000Z,7,0,Office Building,"Net Office/Retail GFA: 193,650 s.f.  Office Parking Spaces: 332 spaces",2476,Z-2476-01-1,Approved
211,361,Air Force Association,Approved,true,56986,0,85422,229,0,0,0,2002-05-18T00:00:00.000Z,4,0,"Commercial Office Building, Hotel and Apartment District","C-O-1.5 permitted GFA 85,479 s.f.  C-O-1.5 permitted height 8 stories  sp permits additional 17,831 sf",,,
215,362,2900 Wilson Blvd,Approved,false,0,0,0,0,0,0,39620,2002-07-30T00:00:00.000Z,2,0,Medium Density Mixed Use,"Area: 22,537 s.f.  REVISED FROM A 7-STORY RESIDENTIAL BUILDING.  SITE INCLUDES VACATED SITE ALONG CLARENDON BLVD.  Market Common Phase III",,,
219,307a,Boundary Channel: Hotel,Approved,true,0,198,0,139,0,0,0,1994-12-09T00:00:00.000Z,10,0,SITE PLAN EXPIRED 06/16/2009 ITEM 4.  High-Medium Residential,Crystal City,,,
223,370,Wilson Blvd. Townhouses,Approved,false,0,0,0,0,143174,0,0,2003-04-26T00:00:00.000Z,0,5,"Zoned ""RA8-18""","Two lots: a 4,609 sqft undeveloped lot owned by Arlington County( rpc # 13-022-89) and a 9,708 sqft lot owned by applicant and currently improved with a one-family detached house built in 1920(rpc# 13-022-032). parking ratio: 3 per DU.",,,
227,76,Quality Inn,Approved,true,0,187,0,150,0,0,0,2005-04-19T00:00:00.000Z,0,0,,reduced through demolition from 238 rooms.,,,
231,105,One Metropoltian Park Phase 1,Approved,true,0,0,0,450,481373,399,11300,2004-02-10T00:00:00.000Z,18,0,PLA-3509. Portion of Parcel 3 within Pentagon City PDSP (Pentagon City Phase Development). Corner of  S. Fern and 15th St. Parcel  3 is S. Fern to S. Eads and 15th St. to 12th St.,"Site area = 2.66 acre. This action includes street level retail, and a eesidential building at the location of  1401,1411,1421 S. Fern St. Parking: Resd total 414 = Standard spaces 364, Compact 42, HC 8, Tandem 12 (not counted in total). Parking Retail/Visitor total 26 = Standard 19, Compact 6, HC 1. Parking  Car Sharing = 3. Resd. Unit Mix: Studio 14  (610 sf), 1br 157 (750 sf), 1br+den 60 (915sf), 2br 110 (1055sf), 2br+den 30 (1150sf), 3br+den 3 ( 1200sf), and 25 lofts. Affordable units 20 = 7 1br, 13 2br.  Plan includes 1.5 Acre that will be part of a larger park. RPC 35-005-031 is ice rink.",,,
235,390,North Tract Lofts,Approved,false,0,0,0,0,0,184,0,2005-07-09T00:00:00.000Z,0,0,305 10th ST S,"approval is granted for two (2) residential buildings containing 184 dwelling units, including 15 affordable dwelling units.",,,
239,391,Crescent Apartments (The Easton Condo),Approved,false,0,0,0,389,311076,214,6630,2005-11-16T00:00:00.000Z,6,0,,"11-13-06 3rd quarter report, 205 units, 6,630 s/f retail, mef.---------------------------  Approved 11/16/05, item 48.  Total GFA 317,566..  323 spaces  residential, 66 flex.",,,
243,13b,crystal house lofts,Approved,true,0,0,0,588,275750,247,0,2006-11-14T00:00:00.000Z,4,0,"site plan 13 amendment, 11/14/06, item 40.   New GFA 275,750.  Existing GFA 902,859.  Future combined GFA 1,178,609.  Future   total spaces 1,081.  Future total units 1,075, mef.","RPC# 36-018-014 removed from SP# 13 and SP#451 approved on 12/14/2019, EB.    Site plan amendment only built on 36-018-014.  Used density from  35-011-007 & 008.  Total numbers above don't include 35-011-007 & 008, mef",,,
247,397N,,Approved,false,0,0,97860,129,0,0,15725,2006-06-13T00:00:00.000Z,6,0,NUMBERS DO NOT MATCH QUARTERLY DEVELOPMENT REPORT.,"NUMBERS DO NOT MATCH QUARTERLY DEVELOPMENT REPORT.  The numbers above represent site plan 397 North, less the Underwood/Hard Times square footage of 7,322 square feet.  Hard Times, 18-012-003, is valued with a separate GenComm assessment.  If you value 18-012-004 with the numbers from the quarterly development report, you will double count the  Hard Times 7,322 square footage.  Parking Garage 2 stories with 129 spaces.  6 story office building with ground floor retail, mef.",,,
251,401-1-B,"Bob Peck Chevy/Staples/VA Tech. Lot 1, Bldg. B",Approved,false,0,0,132827,247,0,0,9949,2008-02-23T00:00:00.000Z,7,0,"Part of site plan 401, Lot 1, Building B, Virginia Tech office building.","Parking based on ratios, may be off slightly, mef.",,,
255,401-AHC,Bob Peck Chevy/Staples/AHC apt. on Lot 2-A,Approved,false,0,0,0,89,90000,90,0,2008-02-23T00:00:00.000Z,4,0,"Part of site plan 401.  Residential GFA approximate.  Created by  4229/338.  AHC affordable ""midrise"" or garden apt., mef.",,,,
259,106,Randolph Square Office,Approved,false,0,0,0,0,0,0,0,2006-09-16T00:00:00.000Z,0,0,,,,,
263,297-1,Pentagon Centre PDSP & Final Site Plan - Phase II,Approved,true,0,,287071,0,706700,,293575,2015-09-15T00:00:00.000Z,0,0,,removed 250 hotel and 600 residential unit. and added to phrase 1 site plan #297,,,
267,413RB,Founders Square Retail Building,Approved,false,0,0,0,0,0,0,8000,2008-07-19T00:00:00.000Z,0,0,,,,,
271,FBC 3224,"Axumite Vil., Use Permit 3224-09-01",Approved,false,0,0,0,41,43459,36,0,2009-07-11T00:00:00.000Z,0,0,36 condo units in a 12 townhouse structure.  36 reserved and 5 shared parking spaces.  Stories 3.5.,,,,
275,346Bnew,"Parcel 10A,  Land Bay B Final site plan.",Approved,false,440000,430000,0,522,0,0,10000,2007-12-18T00:00:00.000Z,13,0,Land Bay B matches RPC 34-027-066.  625 Hotel rooms.  325 room Marriott Residence Inn & 300 room Full Service Marriott Renaissance hotel.  Cost from Econ. Development-128.7 million.,"430,000 square feet of hotel includes 625 rooms and 23,994 sq/ft of  banquet and conference rooms.  Parking 440 Hotel rooms, 42 Banquet & Conference, 40 for retail.",,,
279,335A NR,Central Place Amendment North Residential,Approved,true,0,0,0,340,409061,377,28704,2007-05-05T00:00:00.000Z,30,0,"Book 4233 page 774.  Parking spaces, 289 residential, approx. 34 retail spaces.  Total retail in north residential 33,575, minus 4,871 in separate McDonalds parcel, 16038016, mef.","Site Plan Amendment to #335. Approved March 16, 2013 meeting, item #2. Residential parking spaces from 289 to 312. Retail parking spaces from 45 to 28. Total 340 parking spaces. Residential units from 350 to 377 with no change in GFA.",,,
283,411,19 Nineteen,Approved,true,0,0,0,0,0,198,24657,2010-06-15T00:00:00.000Z,0,0,Approved 06/15/2010 item 40.,1919 Clarendon Blvd (formerly 1919 Clarendon Boulevard and Hollywood Video Site),,,
287,346C west,"Parcel 4C,  Land Bay C west Final Site Plan",Approved,false,0,0,561271,0,0,0,26170,2007-12-18T00:00:00.000Z,12,0,"Buildings 3 & 4.  Office 278,043 & 283,228, 3 & 4.  Retail 8,110 & 18,060, 3 & 4.",1775 spaces on land bay C east and west combined.,,,
291,405  1 B,"Site Plan 405, Village 1, Building B",Approved,false,0,0,0,297,0,272,0,2007-06-09T00:00:00.000Z,4,0,Vacant lot 01/2010.  272 market units.,,,,
295,FBC 3199,"PUBLIC-FBC 3199, Arl. Mill Comm. Center",Approved,true,0,0,0,0,0,0,0,2010-09-25T00:00:00.000Z,0,0,"Public/Private Partnership.  Use Permit U-3199-08-2.  Land lease, 75 years,  book 4224/page 946. (Lease terminated).  22001004 is the tax-exempt GenComm.  22-001-723 was the private RPC , but lease was terminated.","09/25/2010 item 55, site plan amendment,  residential density no longer exists.  Book 4384/2707  08/13/2010 lease terminated.  9/25/2010 new density:  Phase 1 southern: 55,283 community center, 8,504 gym, 2,250 retail.  Phase 2 northern, residential to be determined.",,,
301,72,The Crimson on Glebe,Approved,true,0,0,0,164,0,163,2203,2012-05-19T00:00:00.000Z,6,0,,,,,
305,419,Rosslyn Gateway,Approved,true,949871,133952,624567,717,172663,133,18689,2012-07-24T00:00:00.000Z,25,,"July 24,2012 Board Meeting, Item #47. 1901 and 1911 Fort Myer Drive, 2 new buildings (498,744 sq ft office w/ ground floor retail, 316,616 sq ft residential[133 units]/hotel[148 rooms] w/ retal uses) and retention of Rosslyn Gateway North building of 134,511 sq ft office.","01/16/2017 - PDSP & FSP term extended for three years to July 21, 2020.   This is for the FSP development plan. The Phased Development Site Plan (PDSP) will remove the Rosslyn Gateway North building and replace with a residential/retail building (136,223 sq ft residential [140 units] and 7,687 sq ft retail).  Amendment required to move to PDSP.",,,
309,105-1D/3,Metropolitan Park,Approved,true,100000,1182,,,,3212,100000,2009-07-14T00:00:00.000Z,,,"DISREGARD - this is an older special exception. See updated info for #105-1D and #105-3.    Item #5. Parcel 1D originally approved for 882 Hotel Units and 930 Res Units. Parcel 3 originally approved for 300 Hotel Units, 2282 Res. Units, and 100,000 sqft of ground level retail.","Site Plan Amendment allows for: 1.) any of the 930 residential units allocated for Parcel 1D to be used on that parcel or Parcel 3; and, 2.) any of the 300 hotel units allocated for Parcel 3 to be used on that parcel or on Parcel 1D.",,,
313,425,Pierce Queen Apartments,Approved,true,,,,193,205650,193,,2013-03-11T00:00:00.000Z,12,,"Approved March 11, 2013 carry-over meeting, Item #21. 1600 16th St N and 1520 N Pierce St. 193 units total. 4.11 FAR.","Redevelopment of ""Block 6/Wesley Housing"" block in Fort Myers Heights North Revitalization area. Two Historic Garden Apartment Buildings (2 buildings, 11,468 sf GFA combined, 2 stories each, north section of block) would be renovated into 12 3-bedroom apartments. Three Garden Apartment buildings (south section of block) would be demolished for a new High-Rise (194,182 sf GFA, 12 stories, 181 units). 76 affordable units. Zoned ""RA 6-15"", no rezoning requested.",,,
317,105-3-R/A,Metropolitan Park - Parcel 3 - Allocation,Approved,false,,,,,,1403,23818,2013-09-21T00:00:00.000Z,,,"Remaning allocation of Parcel 3 of Metropolitan Park in Pentagon City PDSP. Approved on 02/13/2009 for 100,000 square feet of retail, 2,282 residential units, 300 hotel units.","Phase 1 = 11,300 sf retail, 399 res. Phase 2 = 8,119 sf retail, 300 res. Phase 3 = 16,350 sf retail, 411 res. Phase 4/5 = 40,413 sf retail, 699 res. Total as of 2013 = 76,812 sf retail, 1809 res. Of total 100,000 sf retail, 23,818 remains. 930 res units shifted from Parcel 1D to approved number of 2,282 gives total of 3,212. Subtracting the 1,809 approved leaves 1,403 in remaining allocation.",,,
321,64,Marymount - 1000 N Glebe,Approved,false,,,165204,582,,267,3000,2014-01-25T00:00:00.000Z,9,,"Approved by Board of Supervisors 01/25/2014, item #41. A 9-story building of 165,204 sf as office/school for higher institution. A 15-story building with 267 dwelling units atop 3,000 sf of ground level retail.","Site of Blue Goose building. 317 parking spaces in the office building, 265 parking spaces in the retail/residential building.",,,
325,435,Carr Office Building,Approved,false,,,195870,244,,,6960,2015-03-14T00:00:00.000Z,12,,3/14/15 - Site Plan #435  Approved   Item 27   Section D,"Ground floor retail is 6,960 sq.ft.    http://arlington.granicus.com/MetaViewer.php?view_id=&clip_id=2894&meta_id=129561",,,
329,422,Rosslyn Plaza,Pending,false,,200,1810173,,,550,45000,2016-03-03T00:00:00.000Z,,,"1777 N. Kent St, 1001 Wilson Blvd, 1601 N. Kent St, 1611 N. Kent St, 1621 N. Kent St, 1701 N. Kent St    2531660 gross sq. ft. consisting of up to 1810173  gross sq. ft. of office, 546487 sq. ft. of residential and up to 130,000 sq. ft. of hotel and up to 45,000 sq. ft. of retail",,,,
333,437,670 N. Glebe Rd,Pending,false,,,,177,184129,173,,2016-10-09T00:00:00.000Z,6,,site plan #437  mixed-use development containing 184129.21 sq. ft. of GFA,,,,
337,2,400 Army Navy Dr.,Approved,false,,,,453,491936,453,,2015-01-15T00:00:00.000Z,20,,"SP #2 SITE PLAN AMENDMENT for Arlington Apartments L/CAL LLC for  a final site plan amendment to permit the construction of an approximately  491,936 square foot building consisting of 453 multiple-family residential  units with modifications of zoning ordinance requirements to include: parking,  and other modifications as necessary to achieve the proposed development  plan; located at 400 Army Navy Drive (RPC# 35-002-001)",http://arlington.granicus.com/MetaViewer.php?view_id=&clip_id=2863&meta_id=127821,,,
341,U-3436,2400 Columbia Pike,Approved,false,12997,,,140,,105,,2016-06-18T00:00:00.000Z,6,,"•Site is currently zoned “C-2” and located within the Columbia Pike Special Revitalization District.  •Site is approximately 55,883 square feet  •6-story, mixed-use project  •119 reserved (tenant) parking spaces  •21 shared (visitor/customer) spaces  •45 reserved bicycle spaces within secure storage facility  •3 public spaces located on-street","Four Mile Run Associates, L.C.; 2338 Columbia Pike Associates, LLC; and Testamentary Trust of Benjamin M. Smith, proposes to build a 6-story mixed-use building on approximately 55,883 square feet of land on the site currently occupied by several retail businesses including the Rappahannock Coffee and a surface parking lot.  The proposal would include approximately 105 new residential units, 12,997 square feet of ground floor retail and two levels of below-grade parking containing approximately 140 parking spaces.  The development will also preserve the historic facades of the two existing buildings by incorporating them into the new building.",,,
345,315,Harris Teeter,Approved,false,,,,942,787523,732,77575,2019-11-13T00:00:00.000Z,7,,"Major Site Plan Amendment:  •Site area of 269,558 sq. ft. (6.19 acres)  •Three (3)  buildings, with residential and retail  •3.21 FAR (up to 3.24 FAR approved)  •732 residential units  •New Harris Teeter and ground-level retail (77,575 sq. ft. total)  •Three-level structured parking garages (942 parking spaces total)  •New public park (~0.63 acres)  •Extensions of N. Tazewell St. and N. Randolph St. into the site","Removing 600 N. Glebe Rd. (Harris Teeter) and 525 N. Thomas St. (119,089 sq. ft. total), from SP #72 and incorporating it into SP #315. Further, incorporating 616, 624, and 640 N. Glebe Road (ASC properties) into SP #315. Rezoning:  •From C-O-2.5, C-2, RA8-18, and SD districts to R-C    GLUP Amendment:  •From “Low-Medium” Residential to “High-Medium” Residential Mixed-Use for 525 N. Thomas St.",,,
