credentialid,name,type,businessname,dba,fullcredentialcode,credentialtype,credentialnumber,credentialsubcategory,credential,status,statusreason,active,issuedate,effectivedate,expirationdate,address,city,state,zip,recordrefreshedon,New Georeferenced Column,Planning Regions,Counties,Zip Code,Town Index
929134,BAL MYSTIC LLC,LIMITED LIABILITY COMPANY,BAL MYSTIC LLC,BAL MYSTIC,ALSA.0000139,ALSA,139,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/02/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,20 ACADEMY LN,MYSTIC,CT,063552557,01/14/2019 12:00:00 AM,POINT (-71.97156 41.356613),8,1045,135,59
1632606,"SPRING VILLAGE AT DANBURY, LLC",LIMITED LIABILITY COMPANY,"SPRING VILLAGE AT DANBURY, LLC",SPRING VILLAGE AT DANBURY,ALSA.0000208,ALSA,208,,Assisted Living Service Agency,ACTIVE,CURRENT,1,02/15/2019 12:00:00 AM,02/01/2019 12:00:00 AM,12/31/2020 12:00:00 AM,8 GLEN HILL ROAD,DANBURY,CT,06811,02/15/2019 12:00:00 AM,POINT (-73.448186 41.414573),9,1040,60,34
929715,C.A. MOFFIE INC.,BUSINESS,C.A. MOFFIE INC.,C.A. MOFFIE,ALSA.0AL0019,ALSA,AL0019,,Assisted Living Service Agency,INACTIVE,,0,10/01/1999 12:00:00 AM,10/01/1999 12:00:00 AM,09/30/2001 12:00:00 AM,58 MULBERRY STREET,PLANTSVILLE,CT,06479,05/18/2010 12:00:00 AM,POINT (-72.892396 41.574041),1,1041,185,131
1525116,"KSMS CONNECTICUT, INC.",CORPORATION,"KSMS CONNECTICUT, INC.","KSMS CONNECTICUT, INC.",ALSA.0000198,ALSA,198,,Assisted Living Service Agency,ACTIVE,CURRENT,1,07/13/2018 12:00:00 AM,07/13/2018 12:00:00 AM,06/30/2020 12:00:00 AM,1058 LITCHFIELD ST,TORRINGTON,CT,067906029,07/31/2018 12:00:00 AM,POINT (-73.141985 41.788523),6,1042,122,143
929117,BAL WINDSOR LLC,LIMITED LIABILITY COMPANY,BAL WINDSOR LLC,BAL WINDSOR,ALSA.0000131,ALSA,131,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/01/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,432 BUCKLAND RD,SOUTH WINDSOR,CT,060743741,01/14/2019 12:00:00 AM,POINT (-72.552781 41.822542),1,1041,89,132
929149,LCS-WESTMINSTER PARTNERSHIP I LLP,LIMITED LIABILITY PARTNERSHIP,LCS-WESTMINSTER PARTNERSHIP I LLP,AVALON HEALTH CARE CENTER AT STONERIDGE,ALSA.0000145,ALSA,145,,Assisted Living Service Agency,CLOSED,CLOSED,0,04/06/2009 12:00:00 AM,04/01/2015 12:00:00 AM,03/31/2017 12:00:00 AM,186 JERRY BROWNE ROAD,MYSTIC,CT,06355,04/01/2016 12:00:00 AM,POINT (-71.949571 41.37512),8,1045,139,137
930333,"GREENS AT CANNONDALE, THE",LIMITED LIABILITY COMPANY,"GREENS AT CANNONDALE, THE","GREENS AT CANNONDALE, THE",ALSA.0AL0025,ALSA,AL0025,,Assisted Living Service Agency,ACTIVE,CURRENT,1,04/01/2008 12:00:00 AM,04/01/2020 12:00:00 AM,03/31/2022 12:00:00 AM,435 DANBURY RD,WILTON,CT,068972031,04/27/2020 12:00:00 AM,POINT (-73.430209 41.215492),9,1040,212,161
1692422,SUFFIELD BY THE RIVER,LIMITED LIABILITY COMPANY,SUFFIELD BY THE RIVER,SUFFIELD BY THE RIVER,ALSA.0000213,ALSA,213,,Assisted Living Service Agency,ACTIVE,CURRENT,1,09/18/2019 12:00:00 AM,08/30/2019 12:00:00 AM,06/30/2021 12:00:00 AM,7 CANAL RD,SUFFIELD,CT,060781970,09/18/2019 12:00:00 AM,POINT (-72.613305 41.985924),1,1041,115,139
929940,BROOKDALE LITCHFIELD HILLS,LIMITED LIABILITY COMPANY,BROOKDALE LITCHFIELD HILLS,BROOKDALE LITCHFIELD HILLS,ALSA.0000101,ALSA,101,,Assisted Living Service Agency,CLOSED,CLOSED,0,07/01/2008 12:00:00 AM,07/01/2016 12:00:00 AM,06/30/2018 12:00:00 AM,376 GOSHEN RD,TORRINGTON,CT,067902722,05/30/2018 12:00:00 AM,POINT (-73.15464 41.820838),6,1042,122,143
1317405,BRIDGES BY EPOCH AT TRUMBULL,LIMITED LIABILITY COMPANY,BRIDGES BY EPOCH AT TRUMBULL,BRIDGES BY EPOCH AT TRUMBULL,ALSA.0000175,ALSA,175,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/20/2015 12:00:00 AM,10/01/2019 12:00:00 AM,09/30/2021 12:00:00 AM,2415 RESERVOIR AVE,TRUMBULL,CT,066114752,12/17/2019 12:00:00 AM,POINT (-73.195757 41.233874),2,1040,76,144
929852,VISITING NURSE AND HEALTH SERVICES OF CT INC.,BUSINESS,VISITING NURSE AND HEALTH SERVICES OF CT INC.,"VISITING NURSE AND HEALTH SERVICES OF CT, INC.",ALSA.0000099,ALSA,99,,Assisted Living Service Agency,INACTIVE,INACTIVE,0,07/01/2008 12:00:00 AM,07/01/2010 12:00:00 AM,06/30/2012 12:00:00 AM,8 Keynote Drive,Vernon,CT,06066,05/17/2011 12:00:00 AM,POINT (-72.469004 41.833503),1,38,248,146
1267944,"RESIDENCE AT SOUTH WINDSOR FARMS, THE",LIMITED LIABILITY COMPANY,"RESIDENCE AT SOUTH WINDSOR FARMS, THE","RESIDENCE AT SOUTH WINDSOR FARMS, THE",ALSA.0000173,ALSA,173,,Assisted Living Service Agency,CLOSED,CLOSED,0,02/19/2015 12:00:00 AM,01/01/2017 12:00:00 AM,12/31/2018 12:00:00 AM,200 DEMING ST,SOUTH WINDSOR,CT,060743759,10/15/2018 12:00:00 AM,POINT (-72.552788 41.820807),1,1041,89,132
928987,BENCHMARK NIANTIC SENIOR HOUSING,BUSINESS,BENCHMARK NIANTIC SENIOR HOUSING,"BENCHMARK ASSISTED LIVING, LLC",ALSA.0000095,ALSA,95,,Assisted Living Service Agency,INACTIVE,,0,11/07/2003 12:00:00 AM,11/07/2003 12:00:00 AM,09/30/2005 12:00:00 AM,417 Main Street,Niantic,CT,06333,05/18/2010 12:00:00 AM,POINT (-72.199095 41.322286),8,1045,31,45
929757,OLSL STAMFORD LLC,BUSINESS,OLSL STAMFORD LLC,ATRIA STAMFORD,ALSA.0000120,ALSA,120,,Assisted Living Service Agency,CLOSED,CLOSED,0,07/01/2009 12:00:00 AM,07/01/2009 12:00:00 AM,06/30/2011 12:00:00 AM,77 Third Street,Stamford,CT,06905,07/24/2012 12:00:00 AM,POINT (-73.538768 41.065308),9,1040,84,135
929577,AVON CARE LLC,BUSINESS,AVON CARE LLC,LAUREL GARDENS OF AVON,ALSA.0000081,ALSA,81,,Assisted Living Service Agency,INACTIVE,,0,07/01/2004 12:00:00 AM,07/01/2004 12:00:00 AM,06/30/2006 12:00:00 AM,101 Bickford Ext.,Avon,CT,06001,05/18/2010 12:00:00 AM,POINT (-72.842518 41.812096),1,1041,46,4
930716,BROOKDALE ROCKY HILL,CORPORATION,BROOKDALE ROCKY HILL,BROOKDALE ROCKY HILL,ALSA.0AL0012,ALSA,AL0012,,Assisted Living Service Agency,CLOSED,CLOSED,0,04/01/2009 12:00:00 AM,04/01/2019 12:00:00 AM,03/31/2021 12:00:00 AM,60 COLD SPRING RD,ROCKY HILL,CT,060673175,10/07/2019 12:00:00 AM,POINT (-72.678712 41.644186),1,1041,189,119
1676004,MAPLEWOOD AT SOUTHPORT,LIMITED LIABILITY COMPANY,MAPLEWOOD AT SOUTHPORT,MAPLEWOOD AT SOUTHPORT,ALSA.0000212,ALSA,212,,Assisted Living Service Agency,ACTIVE,CURRENT,1,07/16/2019 12:00:00 AM,07/15/2019 12:00:00 AM,06/30/2021 12:00:00 AM,917 MILL HILL TER,SOUTHPORT,CT,068901262,07/16/2019 12:00:00 AM,POINT (-73.286844 41.144245),2,1040,151,51
929797,DORAN ASSOCIATES LLC,BUSINESS,DORAN ASSOCIATES LLC,GARDENSIDE TERRACE,ALSA.0000047,ALSA,47,,Assisted Living Service Agency,INACTIVE,,0,10/01/2003 12:00:00 AM,10/01/2003 12:00:00 AM,09/30/2005 12:00:00 AM,173 Alps Road,Branford,CT,06405,05/18/2010 12:00:00 AM,POINT (-72.845346 41.265411),7,1044,170,14
1361748,"WATERMARK AT EAST HILL WOODS, THE",LIMITED LIABILITY COMPANY,"WATERMARK AT EAST HILL WOODS, THE","WATERMARK AT EAST HILL WOODS, THE",ALSA.0000181,ALSA,181,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,06/20/2016 12:00:00 AM,04/01/2018 12:00:00 AM,03/31/2020 12:00:00 AM,611 EAST HILL ROAD,SOUTHBURY,CT,06488,01/28/2020 12:00:00 AM,POINT (-73.241049 41.485015),4,1044,99,130
929658,MERCY COMMUNITY HOME CARE SERVICES INC.,BUSINESS,MERCY COMMUNITY HOME CARE SERVICES INC.,"MERCY COMMUNITY HOME CARE SERVICES, INC.",ALSA.0000117,ALSA,117,,Assisted Living Service Agency,CLOSED,CLOSED,0,01/01/2009 12:00:00 AM,01/01/2009 12:00:00 AM,12/31/2010 12:00:00 AM,275 Steele Road,West Hartford,CT,06107,04/18/2012 12:00:00 AM,POINT (-72.724347 41.783653),1,1041,181,155
929718,SENIORS' CHOICE AT LAKE WHITNEY,BUSINESS,SENIORS' CHOICE AT LAKE WHITNEY,SENIORS' CHOICE AT LAKE WHITNEY,ALSA.0AL0040,ALSA,AL0040,,Assisted Living Service Agency,INACTIVE,,0,01/01/2001 12:00:00 AM,01/01/2001 12:00:00 AM,12/31/2002 12:00:00 AM,1450 WHITNEY AVENUE,HAMDEN,CT,06517,05/18/2010 12:00:00 AM,POINT (-72.913115 41.353404),7,1044,198,62
1791336,THE RESIDENCE AT FERRY PARK,LIMITED LIABILITY COMPANY,THE RESIDENCE AT FERRY PARK,THE RESIDENCE AT FERRY PARK,ALSA.0000214,ALSA,214,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/04/2019 12:00:00 AM,10/01/2019 12:00:00 AM,09/30/2021 12:00:00 AM,60 COLD SPRING RD,ROCKY HILL,CT,060673175,10/04/2019 12:00:00 AM,POINT (-72.678712 41.644186),1,1041,189,119
1620379,BRANDYWINE LIVING AT LITCHFIELD,LIMITED LIABILITY COMPANY,BRANDYWINE LIVING AT LITCHFIELD,BRANDYWINE LIVING AT LITCHFIELD,ALSA.0000207,ALSA,207,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/13/2018 12:00:00 AM,11/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,19 CONSTITUTION WAY,LITCHFIELD,CT,067593428,01/10/2019 12:00:00 AM,POINT (-73.2049 41.743708),6,1042,264,74
930086,CEDAR MOUNTAIN COMMONS,CORPORATION,CEDAR MOUNTAIN COMMONS,CEDAR MOUNTAIN COMMONS,ALSA.0000096,ALSA,96,,Assisted Living Service Agency,CLOSED,CLOSED,0,01/01/2010 12:00:00 AM,01/01/2016 12:00:00 AM,12/31/2017 12:00:00 AM,3 JOHN H STEWART DR,NEWINGTON,CT,061113165,12/19/2017 12:00:00 AM,POINT (-72.714061 41.696009),1,1041,86,94
930332,EAST HILL WOODS INC.,BUSINESS,EAST HILL WOODS INC.,"EAST HILL WOODS, INC.",ALSA.0AL0004,ALSA,AL0004,,Assisted Living Service Agency,INACTIVE,,0,01/01/2006 12:00:00 AM,01/01/2006 12:00:00 AM,12/31/2007 12:00:00 AM,611 EAST HILL ROAD,SOUTHBURY,CT,06488,05/18/2010 12:00:00 AM,POINT (-73.241049 41.485015),4,1044,99,130
930304,"GREENS AT GREENWICH, THE",LIMITED LIABILITY COMPANY,"GREENS AT GREENWICH, THE","GREENS AT GREENWICH, THE",ALSA.0000073,ALSA,73,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2019 12:00:00 AM,09/30/2021 12:00:00 AM,1155 KING ST,GREENWICH,CT,068313246,12/02/2019 12:00:00 AM,POINT (-73.693756 41.058793),9,2185,215,57
929096,ADEL R. COCCOMO RESIDENTIAL CENTER LLC,BUSINESS,ADEL R. COCCOMO RESIDENTIAL CENTER LLC,ADEL R. COCCOMO RESIDENTIAL CENTER,ALSA.0000127,ALSA,127,,Assisted Living Service Agency,INACTIVE,,0,10/15/2008 12:00:00 AM,10/15/2008 12:00:00 AM,09/30/2010 12:00:00 AM,1556 Saybrook Road,Haddam,CT,06438,05/18/2010 12:00:00 AM,POINT (-72.478024 41.450938),3,1043,164,61
930302,HEARTH MANAGEMENT LLC,LIMITED LIABILITY COMPANY,HEARTH MANAGEMENT LLC,"HEARTH MANAGEMENT, LLC",ALSA.0000072,ALSA,72,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2019 12:00:00 AM,09/30/2021 12:00:00 AM,100 BRADLEY RD,MADISON,CT,064432688,12/17/2019 12:00:00 AM,POINT (-72.596605 41.283097),7,1044,134,76
929714,MILLER MEMORIAL COMMUNITY INC.,BUSINESS,MILLER MEMORIAL COMMUNITY INC.,"MILLER MEMORIAL COMMUNITY, INC.",ALSA.AL-0056,ALSA,AL-0056,,Assisted Living Service Agency,INACTIVE,,0,07/01/2002 12:00:00 AM,07/01/2002 12:00:00 AM,06/30/2004 12:00:00 AM,360 BROAD STREET,MERIDEN,CT,06450,05/18/2010 12:00:00 AM,POINT (-72.795275 41.530336),7,1044,199,80
930839,MANCHESTER MANOR ASSISTED LIVING SERVICES AGENCY,LIMITED LIABILITY PARTNERSHIP,MANCHESTER MANOR ASSISTED LIVING SERVICES AGENCY,MANCHESTER MANOR ASSISTED LIVING SERVICES AGENCY,ALSA.0AL0055,ALSA,AL0055,,Assisted Living Service Agency,ACTIVE,CURRENT,1,07/01/2009 12:00:00 AM,07/01/2019 12:00:00 AM,06/30/2021 12:00:00 AM,385 W CENTER ST,MANCHESTER,CT,060404738,03/03/2020 12:00:00 AM,POINT (-72.552621 41.769734),1,1041,263,77
1607006,RESIDENCE AT BROOKSIDE THE,LIMITED LIABILITY COMPANY,RESIDENCE AT BROOKSIDE THE,RESIDENCE AT BROOKSIDE THE,ALSA.0000203,ALSA,203,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/11/2018 12:00:00 AM,09/27/2018 12:00:00 AM,09/30/2020 12:00:00 AM,117 SIMSBURY ROAD,AVON,CT,06001,10/11/2018 12:00:00 AM,POINT (-72.829948 41.817597),1,1041,46,4
930029,MASONICARE AT ASHLAR VILLAGE/POND RIDGE,CORPORATION,MASONICARE AT ASHLAR VILLAGE/POND RIDGE,MASONICARE AT ASHLAR VILLAGE/POND RIDGE,ALSA.0000087,ALSA,87,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,CHESHIRE RD,WALLINGFORD,CT,064923065,10/17/2018 12:00:00 AM,,,,,
929528,ATRIA ASSISTED LIVING TOWN CENTER LLC,BUSINESS,ATRIA ASSISTED LIVING TOWN CENTER LLC,"ATRIA ASSISTED LIVING, TOWN CENTER",ALSA.0000078,ALSA,78,,Assisted Living Service Agency,INACTIVE,,0,07/11/2002 12:00:00 AM,07/11/2002 12:00:00 AM,06/30/2004 12:00:00 AM,26 Mill River Street,STAMFORD,CT,06902,05/18/2010 12:00:00 AM,POINT (-73.546297 41.053398),9,1040,7,135
1798927,ANTHOLOGY OF FARMINGTON,LIMITED LIABILITY COMPANY,ANTHOLOGY OF FARMINGTON,ANTHOLOGY OF FARMINGTON,ALSA.0000216,ALSA,216,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/18/2019 12:00:00 AM,10/24/2019 12:00:00 AM,09/30/2021 12:00:00 AM,1 BRIDGEWATER RD,FARMINGTON,CT,060322256,10/29/2019 12:00:00 AM,POINT (-72.852117 41.73951),1,1041,254,52
929880,OLSL GREENRIDGE PLACE LLC,BUSINESS,OLSL GREENRIDGE PLACE LLC,ATRIA GREENRIDGE PLACE,ALSA.0000110,ALSA,110,,Assisted Living Service Agency,CLOSED,CLOSED,0,10/01/2009 12:00:00 AM,10/01/2009 12:00:00 AM,09/30/2011 12:00:00 AM,One Elizabeth Court,Rocky Hill,CT,06067,07/24/2012 12:00:00 AM,,,,,
929126,BAL AVON LLC,LIMITED LIABILITY COMPANY,BAL AVON LLC,BAL AVON,ALSA.0000135,ALSA,135,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/01/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,101 BICKFORD EXT,AVON,CT,060013741,12/07/2018 12:00:00 AM,POINT (-72.842518 41.812096),1,1041,46,4
930720,UTOPIA ASSISTED LIVING SERVICES INC.,CORPORATION,UTOPIA ASSISTED LIVING SERVICES INC.,"UTOPIA ASSISTED LIVING SERVICES, INC.",ALSA.0000028,ALSA,28,,Assisted Living Service Agency,ACTIVE,CURRENT,1,07/01/2008 12:00:00 AM,07/01/2018 12:00:00 AM,06/30/2020 12:00:00 AM,444 FOXON RD,EAST HAVEN,CT,065132037,11/01/2018 12:00:00 AM,POINT (-72.841571 41.323984),7,1044,242,44
930467,SUNRISE OF STAMFORD,LIMITED LIABILITY COMPANY,SUNRISE OF STAMFORD,SUNRISE OF STAMFORD,ALSA.0000068,ALSA,68,,Assisted Living Service Agency,ACTIVE,CURRENT,1,04/01/2009 12:00:00 AM,04/01/2019 12:00:00 AM,03/31/2021 12:00:00 AM,251 TURN OF RIVER RD,STAMFORD,CT,069051320,11/20/2019 12:00:00 AM,POINT (-73.544443 41.110815),9,1040,84,135
1518502,ATRIA LITCHFIELD HILLS,LIMITED LIABILITY COMPANY,ATRIA LITCHFIELD HILLS,ATRIA LITCHFIELD HILLS,ALSA.0000193,ALSA,193,,Assisted Living Service Agency,INACTIVE,,0,,,,376 GOSHEN ROAD,TORRINGTON,CT,06790,05/29/2018 12:00:00 AM,POINT (-73.15464 41.820838),6,1042,122,143
930724,SUNRISE SENIOR LIVING SERVICES INC.,BUSINESS,SUNRISE SENIOR LIVING SERVICES INC.,BRIGHTON GARDENS OF WOODBRIDGE ASSISTED LIVING SERVICES AGENCY,ALSA.0AL0033,ALSA,AL0033,,Assisted Living Service Agency,INACTIVE,,0,10/01/2008 12:00:00 AM,10/01/2008 12:00:00 AM,09/30/2010 12:00:00 AM,330 AMITY ROAD,WOODBRIDGE,CT,06525,05/18/2010 12:00:00 AM,POINT (-72.988123 41.349764),7,1044,61,167
1248815,MAPLEWOOD AT DARIEN,LIMITED LIABILITY COMPANY,MAPLEWOOD AT DARIEN,MAPLEWOOD AT DARIEN,ALSA.0000171,ALSA,171,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/06/2014 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,599 POST RD,DARIEN,CT,068203609,10/17/2018 12:00:00 AM,POINT (-73.465011 41.082315),9,1040,5,35
1026477,"MCAULEY CENTER, INC., THE",CORPORATION,"MCAULEY CENTER, INC., THE","THE MCAULEY CENTER, INC.",ALSA.0000164,ALSA,164,,Assisted Living Service Agency,ACTIVE,CURRENT,1,07/28/2011 12:00:00 AM,07/01/2019 12:00:00 AM,06/30/2021 12:00:00 AM,275 STEELE RD,WEST HARTFORD,CT,061172765,07/05/2019 12:00:00 AM,POINT (-72.724347 41.783653),1,1041,181,155
930007,SUNRISE WILTON ASSISTED LIVING L.L.C.,BUSINESS,SUNRISE WILTON ASSISTED LIVING L.L.C.,SUNRISE ASSISTED LIVING OF WILTON,ALSA.0000070,ALSA,70,,Assisted Living Service Agency,INACTIVE,,0,10/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,09/30/2009 12:00:00 AM,96 Danbury Road,Wilton,CT,06897,05/18/2010 12:00:00 AM,POINT (-73.416578 41.173046),9,1040,212,161
929217,CONVERSION DATA,BUSINESS,CONVERSION DATA,NEW ENGLAND ASSISTED LIVING SERVICES INC,ALSA.0AL0009,ALSA,AL0009,,Assisted Living Service Agency,INACTIVE,,0,,,12/31/1998 12:00:00 AM,665 FOXON ROAD,EAST HAVEN,CT,06512,05/18/2010 12:00:00 AM,POINT (-72.852473 41.32203),7,1044,242,44
1342722,AVALON HEALTH CARE CENTER AT STONERIDGE,LIMITED LIABILITY COMPANY,AVALON HEALTH CARE CENTER AT STONERIDGE,AVALON HEALTH CARE CENTER AT STONERIDGE,ALSA.0000179,ALSA,179,,Assisted Living Service Agency,ACTIVE,CURRENT,1,03/31/2016 12:00:00 AM,01/01/2020 12:00:00 AM,12/31/2021 12:00:00 AM,186 JERRY BROWNE RD,MYSTIC,CT,063554004,01/17/2020 12:00:00 AM,POINT (-71.949571 41.37512),8,1045,139,137
930155,ELIM PARK BAPTIST HOME INC.,CORPORATION,ELIM PARK BAPTIST HOME INC.,ELIM PARK BAPTIST HOME,ALSA.0000076,ALSA,76,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,04/01/2008 12:00:00 AM,04/01/2018 12:00:00 AM,03/31/2020 12:00:00 AM,140 COOK HILL RD,CHESHIRE,CT,064103736,03/30/2020 12:00:00 AM,POINT (-72.900936 41.466811),4,1044,63,25
1003737,ATRIA DARIEN,LIMITED LIABILITY COMPANY,ATRIA DARIEN,ATRIA DARIEN,ALSA.0000158,ALSA,158,,Assisted Living Service Agency,ACTIVE,CURRENT,1,06/22/2011 12:00:00 AM,04/01/2019 12:00:00 AM,03/31/2021 12:00:00 AM,50 LEDGE RD,DARIEN,CT,068204439,05/03/2019 12:00:00 AM,POINT (-73.484302 41.071484),9,1040,5,35
928945,SENIORS' CHOICE AT CROSS ROAD,BUSINESS,SENIORS' CHOICE AT CROSS ROAD,SENIORS' CHOICE AT CROSS ROAD,ALSA.AL-0051,ALSA,AL-0051,,Assisted Living Service Agency,INACTIVE,,0,04/07/2000 12:00:00 AM,04/07/2000 12:00:00 AM,03/31/2002 12:00:00 AM,1 Beechwood Drive,Waterford,CT,06385,05/18/2010 12:00:00 AM,POINT (-72.157421 41.366678),8,1045,140,152
1602830,BSL FAIRFIELD LLC,LIMITED LIABILITY COMPANY,BSL FAIRFIELD LLC,BSL FAIRFIELD LLC,ALSA.0000202,ALSA,202,,Assisted Living Service Agency,ACTIVE,CURRENT,1,09/20/2018 12:00:00 AM,09/19/2018 12:00:00 AM,06/30/2020 12:00:00 AM,448 MILL PLAN ROAD,FAIRFIELD,CT,06824,09/20/2018 12:00:00 AM,POINT (-73.266738 41.14644),2,1040,111,51
929123,BAL MERIDEN LLC,LIMITED LIABILITY COMPANY,BAL MERIDEN LLC,BAL MERIDEN,ALSA.0000134,ALSA,134,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/02/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,511 KENSINGTON AVE,MERIDEN,CT,064512062,12/07/2018 12:00:00 AM,POINT (-72.810164 41.553166),7,1044,226,80
929660,BRANDYWINE SENIOR LIVING AT LITCHFIELD,LIMITED LIABILITY COMPANY,BRANDYWINE SENIOR LIVING AT LITCHFIELD,BRANDYWINE SENIOR LIVING AT LITCHFIELD,ALSA.0000118,ALSA,118,,Assisted Living Service Agency,CLOSED,CLOSED,0,01/01/2009 12:00:00 AM,01/01/2017 12:00:00 AM,12/31/2018 12:00:00 AM,19 CONSTITUTION WAY,LITCHFIELD,CT,067593428,12/18/2018 12:00:00 AM,POINT (-73.2049 41.743708),6,1042,264,74
1457198,BRIDGES BY EPOCH AT NORWALK,LIMITED LIABILITY COMPANY,BRIDGES BY EPOCH AT NORWALK,BRIDGES BY EPOCH AT NORWALK,ALSA.0000190,ALSA,190,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/19/2017 12:00:00 AM,10/01/2019 12:00:00 AM,09/30/2021 12:00:00 AM,123 RICHARDS AVE,NORWALK,CT,068541611,12/13/2019 12:00:00 AM,POINT (-73.451794 41.097296),9,1040,155,103
929938,BROOKDALE FARMINGTON,LIMITED LIABILITY COMPANY,BROOKDALE FARMINGTON,BROOKDALE FARMINGTON,ALSA.0000102,ALSA,102,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,20 DEVONWOOD DR,FARMINGTON,CT,060321417,01/24/2019 12:00:00 AM,POINT (-72.842081 41.739985),1,1041,254,52
929579,MILFORD CARE LLC,BUSINESS,MILFORD CARE LLC,LAUREL GARDENS OF MILFORD,ALSA.0000083,ALSA,83,,Assisted Living Service Agency,INACTIVE,,0,07/01/2004 12:00:00 AM,07/01/2004 12:00:00 AM,06/30/2006 12:00:00 AM,77 Plains Road,Milford,CT,06460,05/18/2010 12:00:00 AM,POINT (-73.075329 41.222554),7,1044,28,84
930331,SEABURY,CORPORATION,SEABURY,SEABURY,ALSA.0AL0003,ALSA,AL0003,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2007 12:00:00 AM,10/01/2019 12:00:00 AM,09/30/2021 12:00:00 AM,200 SEABURY DR,BLOOMFIELD,CT,060022650,12/17/2019 12:00:00 AM,POINT (-72.706488 41.833335),1,1041,224,11
930923,SHADY OAKS ASSISTED LIVING LLC,LIMITED LIABILITY COMPANY,SHADY OAKS ASSISTED LIVING LLC,SHADY OAKS ASSISTED LIVING LLC,ALSA.0AL0002,ALSA,AL0002,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2019 12:00:00 AM,09/30/2021 12:00:00 AM,344 STEVENS ST,BRISTOL,CT,060102769,10/04/2019 12:00:00 AM,POINT (-72.915675 41.714199),4,1041,219,17
983602,OLSL GREENRIDGE PLACE LLC,BUSINESS,OLSL GREENRIDGE PLACE LLC,ATRIA GREENRIDGE PLACE,ALSA.0000153,ALSA,153,,Assisted Living Service Agency,INACTIVE,,0,,11/29/2012 12:00:00 AM,,One Elizabeth Court,Rocky Hill,CT,06067,11/29/2012 12:00:00 AM,,,,,
930482,CONTINUING CARE RETIREMENT COMMUNITY OF GREATER STAMFORD INC.,BUSINESS,CONTINUING CARE RETIREMENT COMMUNITY OF GREATER STAMFORD INC.,EDGEHILL HEALTH CENTER,ALSA.0000045,ALSA,45,,Assisted Living Service Agency,INACTIVE,LAPSED DUE TO NON-RENEWAL,0,07/01/2009 12:00:00 AM,11/14/2011 12:00:00 AM,06/30/2013 12:00:00 AM,122 Palmers Hill Road,STAMFORD,CT,06902,12/18/2018 12:00:00 AM,POINT (-73.565584 41.059385),9,1040,7,135
1362584,JEWISH SENIOR SERVICES,CORPORATION,JEWISH SENIOR SERVICES,JEWISH SENIOR SERVICES,ALSA.0000182,ALSA,182,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,06/23/2016 12:00:00 AM,04/01/2018 12:00:00 AM,03/31/2020 12:00:00 AM,4200 PARK AVENUE,BRIDGEPORT,CT,06604,01/27/2020 12:00:00 AM,POINT (-73.23149 41.212038),2,1040,172,15
994333,SPRING MEADOWS TRUMBULL,LIMITED LIABILITY COMPANY,SPRING MEADOWS TRUMBULL,SPRING MEADOWS TRUMBULL,ALSA.0000154,ALSA,154,,Assisted Living Service Agency,ACTIVE,CURRENT,1,04/20/2011 12:00:00 AM,04/01/2019 12:00:00 AM,03/31/2021 12:00:00 AM,6949 MAIN ST,TRUMBULL,CT,066116304,05/03/2019 12:00:00 AM,POINT (-73.240181 41.289161),2,1040,76,144
