Reporting Area,MMWR Year,MMWR Week,"Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag","Tularemia, Cum 2018†","Tularemia, Cum 2018†, flag","Vancomycin-intermediate Staphylococcus aureus, Current week","Vancomycin-intermediate Staphylococcus aureus, Current week, flag","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†, flag",Location 1,Location 2
NEW YORK,2019,7,,-,1,,,-,,-,,-,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2019,7,,-,1,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MISSOURI,2019,7,,-,5,,1,,,-,,-,1,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
NEW HAMPSHIRE,2019,7,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TEXAS,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MAINE,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2019,7,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MARYLAND,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
CALIFORNIA,2019,7,,-,1,,,-,1,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
PACIFIC,2019,7,,-,3,,1,,1,,,-,0,,,-,,-,,PACIFIC
UTAH,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WEST NORTH CENTRAL,2019,7,,-,7,,2,,,-,,-,1,,,-,1,,,WEST NORTH CENTRAL
ARKANSAS,2019,7,,-,8,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NON-US RESIDENTS,2019,7,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
INDIANA,2019,7,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
TENNESSEE,2019,7,,-,1,,,-,,-,,-,1,,,-,2,,"TENNESSEE
(35.681402, -85.774444)",
EAST NORTH CENTRAL,2019,7,,-,2,,,-,,-,,-,2,,1,,1,,,EAST NORTH CENTRAL
DELAWARE,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2019,7,,-,0,,,-,,-,,-,4,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MASSACHUSETTS,2019,7,,-,1,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
TOTAL,2019,7,,-,16,,3,,1,,,-,7,,3,,9,,,TOTAL
OHIO,2019,7,,-,1,,,-,,-,,-,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
NEW ENGLAND,2019,7,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND
NEVADA,2019,7,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2019,7,,-,2,,,-,,-,,-,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MOUNTAIN,2019,7,,-,2,,,-,,-,,-,1,,1,,1,,,MOUNTAIN
OKLAHOMA,2019,7,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2019,7,,-,0,,,-,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2019,7,,-,1,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
EAST SOUTH CENTRAL,2019,7,,-,1,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL
NORTH CAROLINA,2019,7,,-,2,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2019,7,,-,0,,,-,,-,,-,1,,1,,1,,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2019,7,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2019,8,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NON-US RESIDENTS,2019,8,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
DISTRICT OF COLUMBIA,2019,8,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
SOUTH ATLANTIC,2019,8,,-,2,,,-,,-,,-,1,,1,,1,,,SOUTH ATLANTIC
FLORIDA,2019,8,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MARYLAND,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2019,8,,-,0,,,-,,-,,-,0,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2019,8,,-,2,,,-,,-,,-,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2019,8,,-,6,,1,,,-,,-,1,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
TENNESSEE,2019,8,,-,1,,,-,,-,,-,1,,,-,2,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2019,8,,-,1,,,-,,-,,-,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2019,8,,-,1,,,-,,-,,-,2,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
PUERTO RICO,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH DAKOTA,2019,8,,-,2,,,-,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2019,8,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WEST SOUTH CENTRAL,2019,8,,-,13,,,-,,-,,-,4,,,-,1,,,WEST SOUTH CENTRAL
OKLAHOMA,2019,8,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2019,8,,-,1,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTHERN MARIANA ISLANDS,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WISCONSIN,2019,8,,-,1,,,-,,-,,-,2,,,-,1,,"WISCONSIN
(44.395526, -89.834513)",
NEW ENGLAND,2019,8,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND
NEW MEXICO,2019,8,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NEVADA,2019,8,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
EAST NORTH CENTRAL,2019,8,,-,2,,,-,,-,,-,2,,1,,1,,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,8,,-,8,,3,,1,,,-,1,,,-,1,,,WEST NORTH CENTRAL
WEST VIRGINIA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
OREGON,2019,8,,-,2,,1,,,-,,N,,NC,,N,,N,"OREGON
(44.567912, -120.156945)",
MAINE,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ARKANSAS,2019,8,,-,8,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
EAST SOUTH CENTRAL,2019,8,,-,1,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL
NEW YORK CITY,2019,8,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
VERMONT,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
US RESIDENTS,2019,8,,-,17,,4,,2,,,-,7,,3,,11,,,US RESIDENTS
MOUNTAIN,2019,8,,-,2,,,-,,-,,-,1,,1,,1,,,MOUNTAIN
KENTUCKY,2019,8,,-,0,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
AMERICAN SAMOA,2019,8,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
GUAM,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2019,8,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TEXAS,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2019,8,,-,1,,2,,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
US TERRITORIES,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
VIRGINIA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MIDDDLE ATLANTIC,2019,8,,-,1,,,-,,-,,-,2,,,-,4,,,MIDDDLE ATLANTIC
OHIO,2019,8,,-,1,,,-,,-,,-,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
TOTAL,2019,8,,-,17,,4,,2,,,-,7,,3,,11,,,TOTAL
PACIFIC,2019,8,,-,3,,1,,1,,,-,0,,,-,,-,,PACIFIC
ARIZONA,2019,8,,-,0,,,-,,-,,-,1,,1,,1,,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2019,8,,-,3,,,-,1,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2019,8,,-,0,,,-,,-,,-,4,,,-,1,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2019,8,,-,1,,,-,,-,,-,1,,,-,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
U.S. VIRGIN ISLANDS,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH DAKOTA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
INDIANA,2019,8,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
IDAHO,2019,8,,-,1,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
MONTANA,2019,8,,-,1,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
HAWAII,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CALIFORNIA,2019,8,,-,1,,,-,1,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NORTH CAROLINA,2019,8,,-,2,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ALABAMA,2019,8,,-,0,,,-,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
IOWA,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GEORGIA,2019,8,,-,0,,,-,,-,,-,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
UTAH,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ALASKA,2019,8,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
COLORADO,2019,8,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
NEW YORK CITY,2019,9,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
LOUISIANA,2019,9,,-,0,,,-,,-,,-,4,,,-,1,,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2019,9,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NON-US RESIDENTS,2019,9,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NEW YORK,2019,9,,-,1,,,-,,-,,-,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
CONNECTICUT,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
HAWAII,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
PENNSYLVANIA,2019,9,,-,1,,,-,,-,,-,1,,,-,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
MOUNTAIN,2019,9,,-,2,,,-,,-,,-,1,,2,,2,,,MOUNTAIN
NEW ENGLAND,2019,9,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND
SOUTH CAROLINA,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
INDIANA,2019,9,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2019,9,,-,1,,,-,1,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
VIRGINIA,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ALASKA,2019,9,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
MONTANA,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2019,9,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MISSOURI,2019,9,,-,5,,1,,,-,,-,1,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
NEW MEXICO,2019,9,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NORTHERN MARIANA ISLANDS,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
TEXAS,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2019,9,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MIDDLE ATLANTIC,2019,9,,-,1,,,-,,-,,-,2,,,-,4,,MIDDLE ATLANTIC,
WEST NORTH CENTRAL,2019,9,,-,7,,3,,1,,,-,1,,,-,1,,,WEST NORTH CENTRAL
WEST SOUTH CENTRAL,2019,9,,-,13,,,-,,-,,-,4,,,-,1,,,WEST SOUTH CENTRAL
EAST SOUTH CENTRAL,2019,9,,-,1,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL
US TERRITORIES,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEBRASKA,2019,9,,-,1,,2,,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2019,9,,-,2,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2019,9,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2019,9,,-,0,,,-,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2019,9,,-,0,,,-,,-,,-,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2019,9,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DISTRICT OF COLUMBIA,2019,9,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MICHIGAN,2019,9,,-,1,,,-,,-,,-,2,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
TOTAL,2019,9,,-,16,,4,,2,,,-,7,,4,,13,,,TOTAL
OHIO,2019,9,,-,1,,,-,,-,,-,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
SOUTH ATLANTIC,2019,9,,-,2,,,-,,-,,-,1,,1,,1,,,SOUTH ATLANTIC
KENTUCKY,2019,9,,-,0,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VERMONT,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
IOWA,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
UTAH,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
SOUTH DAKOTA,2019,9,,-,2,,,-,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2019,9,,-,0,,,-,,-,,-,0,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
PACIFIC,2019,9,,-,3,,1,,1,,,-,0,,,-,,-,,PACIFIC
OREGON,2019,9,,-,2,,1,,,-,,N,,NC,,N,,N,"OREGON
(44.567912, -120.156945)",
MINNESOTA,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WYOMING,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
RHODE ISLAND,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2019,9,,-,1,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WISCONSIN,2019,9,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
FLORIDA,2019,9,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
ARKANSAS,2019,9,,-,8,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
KANSAS,2019,9,,-,3,,,-,1,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
EAST NORTH CENTRAL,2019,9,,-,2,,,-,,-,,-,2,,1,,2,,,EAST NORTH CENTRAL
NEVADA,2019,9,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MISSISSIPPI,2019,9,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
US RESIDENTS,2019,9,,-,16,,4,,2,,,-,7,,4,,13,,,US RESIDENTS
AMERICAN SAMOA,2019,9,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
IDAHO,2019,9,,-,1,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
WEST VIRGINIA,2019,9,,-,1,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
U.S. VIRGIN ISLANDS,2019,9,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ILLINOIS,2019,9,,-,2,,,-,,-,,-,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2019,9,,-,1,,,-,,-,,-,1,,,-,2,,"TENNESSEE
(35.681402, -85.774444)",
ILLINOIS,2019,10,,-,2,,,-,,-,,-,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
PACIFIC,2019,10,,-,3,,1,,1,,,-,0,,,-,,-,,PACIFIC
IOWA,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
US RESIDENTS,2019,10,1,,16,,5,,3,,,-,7,,4,,13,,,US RESIDENTS
SOUTH DAKOTA,2019,10,,-,2,,,-,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARIZONA,2019,10,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2019,10,,-,1,,,-,1,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
VERMONT,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ALASKA,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
MOUNTAIN,2019,10,,-,2,,,-,,-,,-,1,,2,,2,,,MOUNTAIN
MISSISSIPPI,2019,10,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
KANSAS,2019,10,,-,3,,,-,2,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WEST NORTH CENTRAL,2019,10,,-,7,,3,,2,,,-,1,,,-,1,,,WEST NORTH CENTRAL
VIRGINIA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
GEORGIA,2019,10,,-,0,,,-,,-,,-,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
MIDDLE ATLANTIC,2019,10,1,,1,,1,,,-,,-,2,,,-,4,,MIDDLE ATLANTIC,
NEW MEXICO,2019,10,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
U.S. VIRGIN ISLANDS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PENNSYLVANIA,2019,10,1,,1,,1,,,-,,-,1,,,-,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
WASHINGTON,2019,10,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
UTAH,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MAINE,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
FLORIDA,2019,10,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2019,10,,-,1,,2,,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH CAROLINA,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MARYLAND,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2019,10,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2019,10,,-,0,,,-,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OHIO,2019,10,,-,1,,,-,,-,,-,1,,1,,,-,"OHIO
(40.056807, -82.405897)",
US TERRITORIES,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
WYOMING,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GUAM,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
HAWAII,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MASSACHUSETTS,2019,10,,-,1,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
EAST NORTH CENTRAL,2019,10,,-,2,,,-,,-,,-,2,,1,,2,,,EAST NORTH CENTRAL
INDIANA,2019,10,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
SOUTH ATLANTIC,2019,10,,-,2,,,-,,-,,-,1,,1,,1,,,SOUTH ATLANTIC
DISTRICT OF COLUMBIA,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTHERN MARIANA ISLANDS,2019,10,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NORTH CAROLINA,2019,10,,-,2,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NORTH DAKOTA,2019,10,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW ENGLAND,2019,10,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND
COLORADO,2019,10,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
TOTAL,2019,10,1,,16,,5,,3,,,-,7,,4,,13,,,TOTAL
NEW YORK CITY,2019,10,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
NEVADA,2019,10,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NON-US RESIDENTS,2019,10,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NEW JERSEY,2019,10,,-,1,,,-,,-,,-,0,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
AMERICAN SAMOA,2019,10,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
MICHIGAN,2019,10,,-,1,,,-,,-,,-,2,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
