License Number,Licensee Name,DBA Name,License Type,District,Sub District,County,Street Number,Street Name,City,State,Zip Code,Last Name,First Name,Business Phone,Renewal Date,latlng
255465,MFA PETROLEUM COMPANY,BREAK TIME,SOP,1,00,051,1299,N. 13 HWY,WARRENSBURG,MO,64093,GOON,AMANDA,,04/18/2019,
255830,RIO RATA LLC,RIO RATA,SBD,4,00,090,32970,HIGHWAY 21,LESTERVILLE,MO,63654,BRANAUGH,REGINA,,06/06/2019,
254100,PATRICIA ANN CAMPBELL LLC,JUST BECAUSE,OPT,5,00,085,115,N BENTON ST,WAYNESVILLE,MO,65583,CAMPBELL,PATRICIA,,04/04/2019,
258038,"SCHNUCK MARKETS, INC.",SCHNUCKS,SOP,3,00,095,45,GRAVOIS BLUFFS PLAZA DR.,FENTON,MO,63026,PENNEY,JED,,05/17/2019,
261734,"RTE COMPANY, LLC, THE",WHITE HORSE PUB,SBD,1,00,024,10221,N. OAK TRFY.,KANSAS CITY,MO,64155,EDWARDS,RYAN,,05/16/2019,
263299,HEMMAN WINERY LLC,HEMMAN WINERY,SBD,4,00,079,13022,HIGHWAY C,BRAZEAU,MO,63737,HEMMAN,DOROTHY,,06/13/2019,
259215,DJ FOOD INC.,EAST SEOUL ORIENTAL GROCERY,SOP,3,00,095,8619,OLIVE BLVD.,ST. LOUIS,MO,63132,LEE,ANTHONY,,05/07/2019,
261842,9 STARS LLC,MY STORE,SOP,1,00,003,20286,US HIGHWAY 59,TARKIO,MO,64491,RAZA NAQVI,SYED,,05/15/2019,
259956,"ST. LOUIS GROCERY GROUP, LLC",ZOOM,SOP,3,00,116,1300,TUCKER BLVD.,ST. LOUIS,MO,63106,MITCHELL,GLENN,,04/17/2019,
258518,MIM PETROLEUM,HAMPTON BP,SOP,3,00,116,1104,HAMPTON AVE.,ST. LOUIS,MO,631393147,MAHMOOD,TARIQ,,04/29/2019,
254744,MSD FUEL LLC,"SPIRIT SHOP, THE",SOP,3,00,050,10330,HWY 21,HILLSBORO,MO,63050,BISTA,YOG,,04/30/2019,
255484,RAMPLEY ENTERPRISES LLC,RAMPLEY GENERAL STORE,SOP,4,00,104,25241,WALNUT STREET,BELL CITY,MO,63735,RAMPLEY,JIM,,03/26/2019,
259102,MINIT MART LLC,MINIT MART INDEPENDENCE,SOP,1,00,048,2561,S 291 HIGHWAY,INDEPENDENCE,MO,64057,HOUCK,KIRBY,,03/29/2019,
258836,HWY 40 STORE LLC,ROCK STOP,SOP,1,00,048,14306,E. US HIGHWAY 40,KANSAS CITY,MO,64136,BRYANT,RICHARD,,04/24/2019,
258063,"SCHNUCK MARKETS, INC.",SCHNUCKS,OPT,3,00,092,3740,MONTICELLO PLACE,O'FALLON,MO,63366,PENNEY,JED,,05/17/2019,
255212,"COMEDY ACADEMY, THE","GROUNDHOG DAY THEATER, THE",SBD,1,00,024,6906,N OAK TRFY,GLADSTONE,MO,641182539,YARBER,KYLE,,04/18/2019,
261846,"LOCAL POST, LLC, THE","LOCAL POST, THE",SBD,3,00,116,1315,WASHINGTON AVE.,ST. LOUIS,MO,63103,SIMOVIC,DAMIR,,05/14/2019,
256812,ADSHOT LLC,MILLERS GENERAL STORE,OPT,1,00,002,305,N. US HIGHWAY 71,SAVANNAH,MO,644851466,BURTON,STISHA,,05/14/2019,
263413,WARRENTON OIL COMPANY,WARRENTON OIL COMPANY,OPT,3,00,057,571,S. LINCOLN DR.,TROY,MO,633792805,BAKER,MARK,,06/25/2019,
259743,GLOBAL SPECTRUM LP,ST. CHARLES CONVENTION CENTER,SBD,3,00,092,,ONE CONVENTION CENTER,ST. CHARLES,MO,633032152,BELTRANENA,ALVARO,,04/25/2019,
258252,HARLEYS SALOON LLC,HARLEYS SALOON,SBD,1,00,048,206,HARRIS ST.,GRAIN VALLEY,MO,64029,BRUNNER,TINA,,05/13/2019,
260518,AMERICAN FOOD & VENDING SERVICE OF DE.,AMERICAN FOOD & VENDING SERVICE OF DE.,SBD,1,00,048,1,H & R BLOCK WAY,KANSAS CITY,MO,64105,KOZLOWSKI,WILLIAM,,04/05/2019,
258706,WHITTY LLC,FALLON'S BAR & GRILL,SBD,3,00,095,15850,MANCHESTER ROAD,ELLISVILLE,MO,63011,WHITWORTH,CHRISTOPHER,,05/15/2019,
260245,VF ENTERPRISES LLC,66 SPORTS BAR & RESTAURANT,SBD,5,00,049,660,E. DAUGHERTY ST.,WEBB CITY,MO,648701500,VOUTIRITSAS,ANASTASIOS,,05/14/2019,
260372,TWINS MANAGEMENT CO.,TWIN CITY TAVERN,SBD,1,00,048,1815,WESTPORT RD.,KANSAS CITY,MO,64111,HERVEY,CHRISTOPHER,,05/15/2019,
254962,"WILLIAM'S FOUR ROSES, LLC",BEER:30,SOP,5,00,055,712,E MOUNT VERNON BLVD.,MT. VERNON,MO,65712,WILLIAMS,MICHAEL,,07/03/2019,
262192,M AND T CONCEPTS LLC,BROOKSIDE BARRIO,SBD,1,00,048,11118,HOLMES ROAD,KANSAS CITY,MO,64131,RIDLER,CHRISTOPHER,,05/30/2019,
259516,SAN MIGUEL DE ALLENDE LLC,EL CHARRO,SBD,5,00,039,2629,N. KANSAS EXPY.,SPRINGFIELD,MO,65803,LOPEZ,JOSE,,04/19/2019,
257576,OAKLEY'S MARKET LLC,OAKLEY'S MARKET,SOP,4,00,067,515,PECAN STREET,WYATT,MO,63882,OAKLEY,STEVEN,,04/12/2019,
258468,KAZOKU CORP,KAZOKU HIBACHI,SBD,2,00,098,875,S. ODELL AVE.,MARSHALL,MO,65340,GAFRIEL,LARRY,,06/28/2019,
255931,ST. CHARLES MUSIC HOUSE LLC,ST. CHARLES MUSIC TAVERN,SBD,3,00,092,2556,RAYMOND DRIVE,ST. CHARLES,MO,633011726,CONLEY,LEHMAN,,05/03/2019,
255007,CLUB 31 SPORTS BAR & LOUNGE LLC,CLUB 31 SPORTS BAR & LOUNGE,SBD,1,00,048,927,E. 85TH ST.,KANSAS CITY,MO,64131,WHITE,KAM,,05/06/2019,
255824,AL HAMZA 61 OIL INC.,US HWY 61 OIL,SOP,2,00,023,36674,US HIGHWAY 61,ALEXANDRIA,MO,63430,HAMZA,AMIR,,07/02/2019,
258837,HWY 40 STORE LLC,ROCK STOP,OPT,1,00,048,14306,E. US HIGHWAY 40,KANSAS CITY,MO,64136,BRYANT,RICHARD,,04/24/2019,
259364,"TRINH, VU",BEAUTY NAIL BAR,SBD,1,00,048,1131,NE CORONADO DR.,BLUE SPRINGS,MO,64014,,,,07/02/2019,
259301,GOOD SPIRITS EURO BEER BAR LLC,BEST OF LUCK BEER HALL,SBD,5,00,039,313B,S. JEFFERSON AVE.,SPRINGFIELD,MO,65806,WIDNER,JOSHUA,,05/10/2019,
260090,RIDERS BAR & GRILL LLC,RIDERS BAR & GRILL,SBD,4,00,111,21775,N. STATE HIGHWAY 21,BLACKWELL,MO,63626,PHARES,MARVIN,,06/27/2019,
253775,BW GAS & CONVENIENCE RETAIL LLC,YESWAY STORE #1137,SOP,2,00,064,1329,MARK TWAIN AVE.,HANNIBAL,MO,63401,SISSECK,LARRY,,05/02/2019,
258842,WAPPAPELLO FOODS INC.,SAVE A LOT,SOP,4,00,012,,HWY 53 S & HWY WW,POPLAR BLUFF,MO,639017204,BURRIS,DARRELL,,05/06/2019,
254646,KI BROTHERS K BBQ LLC,KI BROTHERS K BBQ,SBD,5,00,039,4121,S. NATIONAL AVENUE,SPRINGFIELD,MO,658075356,KWON,DAVID,,05/16/2019,
261197,WHITEBREAD LLC,BLACK SHEEP + MARKET,SBD,1,00,048,1815,W 39TH ST.,KANSAS CITY,MO,64111,FOUST,MICHAEL,,05/09/2019,
262609,PLL LC,PRESIDENT HOTEL,SBD,1,00,048,1329,BALTIMORE AVE.,KANSAS CITY,MO,64105,JURY,RONALD,,06/06/2019,
258780,"CONTREARAS HECTOR JR, AND GARLOCK JOHN",CANCUN MEXICAN CUISINE,SBD,2,00,001,2020,N. BALTIMORE ST.,KIRKSVILLE,MO,63501,,,,04/17/2019,
262527,MIDWEST MARINE INC.,BOMBAY BOAT RENTALS,SOP,2,00,015,315B,FOUR SEASONS DR.,LAKE OZARK,MO,65049,BRICK,MARK,,06/26/2019,
255611,LA CHATINA LLC,LA CHATINA,SBD,4,00,047,475,S. MAIN ST,IRONTON,MO,63650,ACEVEDO,VIRGILIO,,05/13/2019,
258969,"PUENTE PELAEZ, LEONCIO",PURPLE BURRITO #3,SBD,5,00,039,5360,"S. CAMPBELL AVE., SUITE A",SPRINGFIELD,MO,65810,,,,05/07/2019,
253961,"LEBAO BY JY, LLC",LEBAO BY JY,SBD,2,00,010,1009,PARK AVE.,COLUMBIA,MO,652014920,YOO,JINA,,04/25/2019,
261334,DOUBLE SHIFT BREWING COMPANY LLC,DOUBLE SHIFT BREWING COMPANY,SBD,1,00,048,412,E. 18TH STREET,KANSAS CITY,MO,64108,OGILVIE,AARON,,06/26/2019,
258654,SAAID CHEEMA LLC,SAAID CHEEMA,SOP,1,00,048,5304,RAYTOWN ROAD,RAYTOWN,MO,64133,CHEEMA,ZOHRA,,04/23/2019,
259015,EAST LYNN LLC,PLEASANT HILL FAST STOP,OPT,1,00,019,301,S 7 HWY,PLEASANT HILL,MO,64080,BRYANT,RICHARD,,04/24/2019,
254756,ASKEW & ASKEW INC.,AL'S PLACE,SBD,3,00,095,2729-,31 N HWY 67,FLORISSANT,MO,63033,SMITH,MARLA,,04/24/2019,
259010,RAGING BULL LLC,"RAGING BULL, THE",SBD,1,00,051,433,E RUSSELL AVE,WARRENSBURG,MO,64093,DALE,TODD,,07/03/2019,
257452,EL CAMPANARIO LLC,LA HACIENDA,SBD,1,00,048,024,E. MONROE ST. BUCKNER SHOPPING,BUCKNER,MO,64016,JAIME,GILBERTO,,07/09/2019,
254969,"WILLIAM'S FOUR ROSES, LLC",BEER:30,OPT,5,00,055,700,E. LOGAN,MARIONVILLE,MO,65705,WILLIAMS,MICHAEL,,07/03/2019,
263254,CAPE PROSPECT LEAGUE LLC,CAPE PROSPECT LEAGUE,SBD,4,00,016,83,SOUTH PLAZA WAY,CAPE GIRARDEAU,MO,63703,LIMBAUGH,JAMES,,06/19/2019,
255093,J & P CHAROEN LLC,ASIAN CORNER,5SBD,3,00,095,204,MERAMEC VALLEY PLAZA,VALLEY PARK,MO,630882131,CHAROENRIT,PATARANON,,05/23/2019,
254455,HARSON LLC,NEW LATHROP TOBACCO AND LIQUOR,OPT,1,00,025,213,NORTH STREET,LATHROP,MO,644659615,BURTON,STISHA,,05/16/2019,
254894,SHYAM CORP.,CASES CORNER,SOP,5,00,084,1559,E. HIGHWAY 215,BRIGHTON,MO,656177127,PATEL,VIMLABEN,,04/23/2019,
259154,MCBCO BREWERY LLC,MARTIN CITY BREWING COMPANY,SBD,1,00,048,500,E. 135TH ST.,KANSAS CITY,MO,641451672,MOORE,MATTHEW,,03/28/2019,
258708,LINDEMAN PROPERTIES LLC,"COOP, THE",SOP,3,00,092,5055,N. HWY 94,ST. CHARLES,MO,633016431,LINDEMANN,KIMBERLY,,05/06/2019,
262368,M & L VENTURES INC.,CEDAR ROCK GRILLE,5SBD,5,00,105,2820B,INDIAN POINT ROAD,BRANSON,MO,65616,MINSHALL,NANCY,,06/21/2019,
261911,LA MARGARITA LLC,MARGARITAS MEXICAN RESTAURANT,SBD,2,00,098,116,W. MAPLE ST.,SLATER,MO,65349,QUDINO,BERZAIN,,07/03/2019,
255192,WOODYS BP LLC,WOODYS BP,SOP,1,00,083,25615,HIGHWAY 92,PLATTE CITY,MO,64079,WHEELER,TERESA,,05/15/2019,
254675,J. COLLIER HOLDINGS(2) LLC,MIDICI,SBD,2,00,010,1007,E. BROADWAY,COLUMBIA,MO,65201,EPPLE,LORENE,,04/19/2019,
258729,BOOBAS OF THE OZARKS INC.,BOOBAS OF THE OZARKS,SOP,5,00,108,3951,HIGHWAY 137,ELK CREEK,MO,654649114,HESS,MARC,,06/21/2019,
262040,MANCHESTER SMOKEE MO'S LLC,SMOKEE MO'S BBQ,5SBD,3,00,095,110,OLD MERAMEC STATION RD.,MANCHESTER,MO,63021,IMO,FRANCESCO,,05/15/2019,
260608,WLM GROCERS LLC,COLE CAMP FRESH MARKET,SOP,5,00,008,302,E. MAIN ST.,COLE CAMP,MO,65325,MARKS,WILLIAM,,05/30/2019,
259098,MINIT MART LLC,MINIT MART ST. JOSEPH,SOP,1,00,011,4101,N BELT HIGHWAY,ST. JOSEPH,MO,64506,HOUCK,KIRBY,,03/29/2019,
262767,TRIVEDI & RIAZ LLC,LIQUOR HOUZZ,OPT,1,00,048,205,SE 291 HWY,LEE'S SUMMIT,MO,64063,RIAZ,MOAZZAM,,06/19/2019,
258540,EL NELSON HOLDINGS LLC,PINOTS PALETTE,SBD,1,00,024,4165,N MULBERRY DR,KANSAS CITY,MO,641161638,MCCOMMON,AMBER,,03/29/2019,
258030,"SCHNUCK MARKETS, INC.",SCHNUCKS,OPT,3,00,050,1253,WATER TOWER RD.,ARNOLD,MO,63010,PENNEY,JED,,05/17/2019,
259658,DELI ENTERPRISES LLC,OHM CONCESSION GROUP,EXTH,3,00,095,F2056,LAMBERT ARPT EAST,ST. LOUIS,MO,63145,PATEL,MILAN,,05/13/2019,
261710,CASEYS MARKETING COMPANY,CASEYS GENERAL STORE,SOP,2,00,080,716,W. 16TH ST.,SEDALIA,MO,65301,HAWORTH,DONITA,,05/07/2019,
260855,"ARENA PROMOTIONS, LLC",ARENA PROMOTIONS,SBD,1,00,048,1800,GENESSEE ST.,KANSAS CITY,MO,64102,BRYANT,RICHARD,,03/28/2019,
258830,BLUE RIDGE STORE LLC,ROCK STOP,SOP,1,00,048,4704,BLUE RIDGE BLVD.,KANSAS CITY,MO,64133,BRYANT,RICHARD,,04/24/2019,
259349,NEMAM LLC,DISCOUNT SMOKE & LIQUOR,SOP,1,00,083,2409,NW PRAIRIE VIEW ROAD,PLATTE CITY,MO,640797627,BURTON,STISHA,,05/16/2019,
257731,"CLEVER BARN LLC, THE","CLEVER BARN, THE",5SBD,5,00,022,3647,JASMINE RD.,CLEVER,MO,65631,WALDEN,LAURA,,04/30/2019,
256693,"KARMYOG, LLC",NORTH MAIN LIQUOR,OPT,3,00,092,998,NORTH MAIN ST.,O'FALLON,MO,63366,PATEL,KALPESHKUMA,,05/15/2019,
259866,XIN INC.,FUJI JAPANESE CUISINE,SBD,4,00,012,1385,N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,GUO,XINKE,,05/13/2019,
258144,WARRENTON OIL COMPANY,FASTLANE #63,OPT,2,00,064,6725,HWY 6,TAYLOR,MO,634712150,BAKER,MARK,,04/26/2019,
260554,RUMI ALYANA LLC,RUMI ALYANA,SOP,5,00,039,650,W. KEARNEY ST.,SPRINGFIELD,MO,65803,ROBERTS,MARY,,06/06/2019,
259324,"DINER EXPERIENCE CLAYTON LLC, THE",KINGSIDE DINER,SBD,3,00,095,8025,BONHOMME AVE.,CLAYTON,MO,63105,TEITELBAUM,AARON,,04/25/2019,
262172,LAKE TIME LIQUOR AND GENERAL STORE LLC,LAKE TIME,SOP,1,00,048,27900,"E. COLBERN RD., STE. B",LAKE LOTAWANA,MO,64086,CLIFFORD,HEATHER,,06/21/2019,
253119,SRF NIGRO ENTERPRISES LLC,PIZZA SHOPPE,SBD,1,00,083,2437,NW PRAIRIE VIEW ROAD,PLATTE CITY,MO,64079,ABRAMSON,MICHAELA,,05/15/2019,
258676,7 ELEVEN SALES CORP.,7 ELEVEN STORE #26923 L,SOP,3,00,092,610,JUNGERMANN RD.,ST. PETERS,MO,63376,JACOBER,MATTHEW,,04/09/2019,
259074,MINIT MART LLC,MINIT MART KANSAS CITY 4,SOP,1,00,048,7000,E BANNISTER RD.,KANSAS CITY,MO,64134,HOUCK,KIRBY,,03/29/2019,
259213,EVENTS BY STACKED LLC,IVORY ORANGE,SBD,3,00,116,7704,IVORY AVE.,ST. LOUIS,MO,63111,SIEBENMAN,SAMUEL,,05/07/2019,
260067,ROBERTSON WINGS LLC,ROBERTSON WINGS,SBD,5,00,039,2651,N. GLENSTONE,SPRINGFIELD,MO,65803,ROBERTSON,DREW,,03/29/2019,
257622,R & M FOOD AND FUEL INC.,EXXON 2,SOP,4,00,035,911,INDEPENDENCE AVE.,KENNETT,MO,63857,KAJANI,RAHIM,,07/02/2019,
258318,MAHAM LLC,STOP N SHOP,SOP,1,00,048,5151,E. RED BRIDGE ROAD,KANSAS CITY,MO,64137,BRYANT,RICHARD,,04/24/2019,
258380,B & B THEATRES OPERATING COMPANY INC.,B & B THEATRES FESTUS 8 CINEMA,SBD,3,00,050,1522,PARKWAY WEST,FESTUS,MO,63028,BAGBY,ROBERT,,05/02/2019,
259453,LOS NOPALES MEXICAN RESTAURANT INC.,LOS NOPALES MEXICAN RESTAURANT,SBD,2,00,056,201,"N. 4TH ST., STE. 1",CANTON,MO,63435,BENAVIDEZ,ANGEL,,05/30/2019,
262281,X O CORPORATION,WORLDS LIQUOR 2,SOP,1,00,024,601,NW 68TH STREET,KANSAS CITY,MO,64118,CHOUDRY,SHERAZ,,05/30/2019,
256074,OCAMPO LLC,OCAMPO,SBD,2,00,001,512,S BALTIMORE ST,KIRKSVILLE,MO,63501,RAZO SANDOVAL,INGEMAR,,04/23/2019,
260340,12 ST BIKES LLC,12 ST BIKES,SBD,1,00,048,929,"WALNUT ST., FL 1",KANSAS CITY,MO,64106,WALSH,DANIEL,,07/08/2019,
261429,SMJM LLC,BROADWAY OYSTER BAR,SBD,3,00,116,732-38,S. BROADWAY,ST. LOUIS,MO,63102,KELLY,JOSEPH,,06/06/2019,
261491,RHFS LLC,RHFS,SBD,5,00,077,90,NAUTICAL MILE DRIVE,BRANSON,MO,65616,KNASEL,KEVIN,,04/25/2019,
257089,TOTO LLC,SMOKING BARRELS,SBD,3,00,095,544,GRAVOIS RD.,FENTON,MO,63026,MCCLANE,JOHN,,05/09/2019,
260463,CHAMINADE COLLEGE PREPARATORY SCHOOL INC,CHAMINADE COLLEGE PREPARATORY SCHOOL,SBD,3,00,095,425,S. LINDBERGH BLVD.,ST. LOUIS,MO,631312729,SIEFERT,RALPH,,05/30/2019,
255738,DEL GAL LLC,BLUE BOX PIZZA,SBD,3,00,095,6394,DELMAR BLVD.,UNIVERSITY CITY,MO,63130,GALVE-SALGADO,HERLINDA,,05/23/2019,
258998,BOSS TACO LLC,BOSS TACO,SBD,2,00,010,201,N 10TH ST,COLUMBIA,MO,652014950,SPRATT,LINDSEY,,05/14/2019,
262535,IGUANA WATERSPORTS INC.,IGUANA WATERSPORTS,SOP,2,00,015,6550,PELICAN DRIVE,OSAGE BEACH,MO,65065,PAISLEY,DAVID,,05/30/2019,
257369,MEHAL INC.,COOL SPOT LIQUOR,OPT,3,00,092,4125,S. OLD HIGHWAY 94,ST. CHARLES,MO,633042846,PATEL,PARIMAL,,04/05/2019,
262492,NEIGHBORHOOD PHARMACY LLC,NEIGHBORHOOD PHARMACY,SOP,3,00,095,941,MIDLAND BLVD.,UNIVERSITY CITY,MO,63130,KRICHEVSKY,ARTHUR,,06/06/2019,
259579,WARRENTON OIL COMPANY,FASTLANE JONESBURG,OPT,2,00,070,512,FIRST ST,JONESBURG,MO,633511133,BAKER,MARK,,04/26/2019,
256686,CHESTERFIELD PLAZA LLC,COURTYARD BY MARRIOTT,SBD,3,00,095,17369,CHESTERFIELD AIRPORT RD.,CHESTERFIELD,MO,63005,HURLEY,MICHAEL,,05/02/2019,
262312,VAIDEHI ENTERPRISES LLC,PINA WINE & SPIRITS,SOP,1,00,024,1137,W. KANSAS ST.,LIBERTY,MO,64068,PATE,PRAG,,06/06/2019,
256026,CRAWFORD OIL COMPANY INC.,HAYTI SHELL,SOP,4,00,078,1019,E. HWY 84,HAYTI,MO,63851,CRAWFORD,RANDY,,05/07/2019,
259120,MINIT MART LLC,MINIT MART BLUE SPRINGS 2,SOP,1,00,048,1501,NW WOODS CHAPEL RD,BLUE SPRINGS,MO,64015,HOUCK,KIRBY,,03/29/2019,
259479,LLOYDS PLACE LLC,LLOYDS PLACE,SBD,4,00,016,123,S. HIGH ST.,JACKSON,MO,637552022,COOK,STACEY,,04/05/2019,
258268,"GREAT FIRED FOODS, INC.",FIRENZA PIZZA,5SBD,3,00,095,20,"ALLEN AVE., STE. 120",WEBSTER GROVES,MO,63119,IMRIE,STEVEN,,05/07/2019,
258796,GRAND STREET EVENTS LLC,BERG EVENT SPACE,SBD,1,00,048,1525,GRAND BOULEVARD,KANSAS CITY,MO,64108,ABBOTT,LUKE,,03/28/2019,
253524,HANNAH ENTERPRISES INC.,HANNAH ENTERPRISES,SOP,5,00,084,108,W FIRST STREET,FAIR PLAY,MO,65649,KEETH,MICHAEL,,04/05/2019,
258936,"GICHANA, LATISHA",ONCE UPON A BOTTLE,SOP,2,00,058,565,S. MAIN ST.,BROOKFIELD,MO,646282338,,,,05/14/2019,
252838,FORT BENNETT TRADIN POST LLC,FORT BENNETT TRADIN POST LLC,SOP,5,00,053,11448,HWY 64,LEBANON,MO,655366685,EVANS,BOBBIE,,04/29/2019,
259425,SINKING CREEK ORGANICS LLC,SINKING CREEK ORGANICS,5SBD,2,00,010,801,1ST STREET,ROCHEPORT,MO,65279,LEMBERGER,ANDREW,,05/23/2019,
252760,MAIN STREET EVENTS LLC,BARN AT RIVERBEND,5SBD,1,00,019,6002,EAST 239TH STREET,PECULIAR,MO,640788883,UNRUH,KIP,,04/25/2019,
262911,LAST HOTEL F & B LLC,"LAST HOTEL, THE",EXTH,3,00,116,1501,WASHINGTON AVE.,ST. LOUIS,MO,63101,EPPLE,LORENE,,06/06/2019,
261767,MORTONS OF CHICAGO CLAYTON INC.,MORTONS THE STEAKHOUSE,SBD,3,00,116,999,N. 2ND STREET,ST. LOUIS,MO,63102,EPPLE,LORENE,,05/07/2019,
254776,"TREASTER, RONDA","SMOKER'S PIT STOP, THE",SOP,2,00,056,406,LEWIS ST.,CANTON,MO,634351553,,,,07/08/2019,
258113,HC&R RESTAURANT LLC,EL DORADO MEXICAN RESTAURANT,SBD,1,00,019,404,W. PINE ST.,RAYMORE,MO,64083,ARMSTRONG,JENNIFER,,05/06/2019,
259025,QUIKTRIP CORPORATION,QUIKTRIP #651,SOP,3,00,095,2030,UNION ROAD,ST. CHARLES,MO,63125,SMITH,ROBERT,,05/07/2019,
262660,JDHQ HOTELS LLC,UNIVERSITY PLAZA CONVENTION CENTER,SBD,5,00,039,730,E. SAINT LOUIS ST.,SPRINGFIELD,MO,65806,BELLM,CAROLYN,,06/06/2019,
260270,MADDIE'S ON MAIN LLC,MADDIE'S ON MAIN,SBD,2,00,069,106,N. MAIN ST.,MONROE CITY,MO,63456,DODSON,LEAH,,04/18/2019,
257501,RAJA AND BROTHERS LLC,LIBERTY MART,SOP,1,00,024,215,MELROSE ST.,LIBERTY,MO,640682827,SINGH,BACHITER,,05/16/2019,
253332,R & K PARKWAY WEST LLC,R & K PARKWAY WEST,SBD,1,00,024,8906,LIBERTY DRIVE,PLEASANT VALLEY,MO,640687973,KINCADE,KEVIN,,04/30/2019,
254553,CLOUD 9 LIQUOR LLC,CLOUD 9 LIQUOR 121,SOP,1,00,024,121,NE 91ST STREET,KANSAS CITY,MO,64155,BRYANT,RICHARD,,04/24/2019,
256273,"WHEELHOUSE LLC, THE",SPRINGFIELD VIB CAFE & BAR,SBD,5,00,039,1845,E. SUNSHINE ST.,SPRINGFIELD,MO,658041501,SMALLWOOD,ZACHARY,,04/18/2019,
258711,BALKAN LLC,BALKAN,OPT,3,00,095,13393,OLIVE BLVD.,CHESTERFIELD,MO,63017,DIMITROV,IVAN,,07/09/2019,
261979,CLUBHOUSE EVENTS & CATERING LLC,CLUBHOUSE EVENTS AND CATERING,SBD,4,00,094,4901,HILLSBORO ROAD,FARMINGTON,MO,63640,MORAN,LINDA,,07/02/2019,
262401,DOOKIE'S LLC,DOOKIES,SOP,5,00,093,7545,NE HIGHWAY 13,LOWRY CITY,MO,64763,TAYLOR,JASON,,05/30/2019,
259262,NBMM LLC,M M LIQUOR,SOP,3,00,050,4680,GRAVOIS RD.,HOUSE SPRINGS,MO,63051,PATEL,MINAL,,05/15/2019,
259239,TAPS KC INC.,TAPS ON MAIN,SBD,1,00,048,1715,MAIN STREET,KANSAS CITY,MO,64105,TOWER,GRANT,,04/24/2019,
259192,M W BURNES ENTERPRISES LTD,MOONLIGHT CAFE,SBD,1,00,048,1815,GRAND BOULEVARD,KANSAS CITY,MO,64108,SCOTT,JOHN,,04/24/2019,
260753,MOONLIGHT BISTRO LLC,MOONLIGHT BISTRO,SBD,3,00,095,15581,MANCHESTER RD.,BALLWIN,MO,630113001,SHAKIR,FADI,,05/14/2019,
263876,EVENTMD LLC,MAIN STREET GENERAL STORE,SOP,3,00,092,143,NORTH MAIN STREET,ST. CHARLES,MO,63301,ECHELE,MARIAH,,06/27/2019,
257999,BELT ENTERTAINMENT LLC,BELT BOWL,SBD,1,00,011,210,N BELT HIGHWAY,ST. JOSEPH,MO,645063411,WHITE,MICHAEL,,04/23/2019,
259710,FREDERICK MINI MART LLC,FREDERICK DISCOUNT LIQUOR & TOBACCO,SOP,1,00,011,1801,FREDERICK AVE.,ST. JOSEPH,MO,645011532,BURTON,STISHA,,05/16/2019,
258587,LOS JEFE LLC,QUE PASA,SBD,2,00,036,114-,116 S. OAK ST.,UNION,MO,63084,GUTIERREZ,JESUS,,04/05/2019,
256892,POLYNESIA STL LLC,YELLOWBELLY,SBD,3,00,116,4659,LINDELL BLVD.,ST. LOUIS,MO,63108,HOWARD,TRAVIS,,05/02/2019,
262784,MEADOW OF THE SALT LLC,MEADOW OF THE SALT,SOP,2,00,087,15301,HIGHWAY 61,NEW LONDON,MO,63459,MCDONALD,LOLA,,06/27/2019,
257796,"EMEXICO, LLC",GRINGO,SBD,3,00,116,635,WASHINGTON AVE.,ST. LOUIS,MO,63101,SOMMERS,CHRISTOPHER,,05/07/2019,
258473,CROWS COFFEE LLC,CROWS COFFEE,SBD,1,00,048,535,E. RED BRIDGE ROAD,KANSAS CITY,MO,64131,MOORES,ZACHARY,,04/24/2019,
258051,"SCHNUCK MARKETS, INC.",SCHNUCKS,OPT,3,00,095,5780,S. LINDBERGH BLVD.,ST. LOUIS,MO,63123,PENNEY,JED,,05/17/2019,
256301,CAPE RETIREMENT COMMUNITY INC.,CHATEAU GIRARDEAU,SBD,4,00,016,3120,INDEPENDENCE,CAPE GIRARDEAU,MO,637035043,BOELLER,KEITH,,04/18/2019,
260937,DRIFTWOOD SPECIAL SERVICING LLC,TAN TAR A RESORT,SBD,2,00,015,494,TAN TAR A DRIVE,OSAGE BEACH,MO,65065,DEHNER,FRED,,04/18/2019,
263472,BLEU EVENTS LLC,BLEU EVENTS,SBD,2,00,010,3919,S. PROVIDENCE ROAD,COLUMBIA,MO,65203,TUCKER,TRAVIS,,06/24/2019,
256340,BUCKETLIST BRANSON LLC,BUCKETLIST RESTAURANT AND BAR,SBD,5,00,107,4580,N. GRETNA RD.,BRANSON,MO,65616,DANIEL,MICHAEL,,06/13/2019,
259876,OMSHIV LLC,D & J LIQUOR,SOP,3,00,095,1914,MCKELVEY,MARYLAND HEIGHTS,MO,63043,PATEL,HIREN,,04/24/2019,
258195,EL REY PAPI'S LLC,EL REY PAPI'S,SBD,1,00,038,400,S. CONNECTICUT ST.,KING CITY,MO,64463,SAUNDERS,TIMOTHY,,05/16/2019,
254324,JARI INC.,TRAILS END,SOP,1,00,003,I-29 &,US HWY 136 WEST,ROCK PORT,MO,64482,LIVENGOOD,ROGER,,05/09/2019,
259066,MINIT MART LLC,MINIT MART BLUE SPRINGS,SOP,1,00,048,1202,NW STATE ROUTE 7,BLUE SPRINGS,MO,64015,HOUCK,KIRBY,,03/29/2019,
