Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Max†","Mumps, Previous 52 weeks Max†, flag","Mumps, Cum 2020†","Mumps, Cum 2020†, flag","Mumps, Cum 2019†","Mumps, Cum 2019†, flag","Novel influenza A virus infections§, Current week","Novel influenza A virus infections§, Current week, flag","Novel influenza A virus infections§, Previous 52 weeks Max†","Novel influenza A virus infections§, Previous 52 weeks Max†, flag","Novel influenza A virus infections§, Cum 2020†","Novel influenza A virus infections§, Cum 2020†, flag","Novel influenza A virus infections§, Cum 2019†","Novel influenza A virus infections§, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
WEST NORTH CENTRAL,2020,11,,-,23,,37,,20,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201120,
MASSACHUSETTS,2020,11,,-,4,,12,,20,,,-,0,,,-,,-,MASSACHUSETTS,,20201105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,11,2,,13,,27,,57,,,-,0,,,-,,-,,MOUNTAIN,20201148,
INDIANA,2020,11,,-,13,,3,,10,,,-,0,,,-,,-,INDIANA,,20201116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201169,
US TERRITORIES,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201163,
US RESIDENTS,2020,12,8,,106,,371,,620,,,-,0,,,-,,-,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,2,,4,,17,,8,,,-,0,,,-,,-,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,,-,43,,51,,49,,,-,0,,,-,,-,,PACIFIC,20201257,
WEST SOUTH CENTRAL,2020,12,,-,57,,20,,143,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,,-,19,,,-,3,,,-,0,,,-,,-,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,,-,21,,5,,21,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,,-,3,,1,,7,,,-,0,,,-,,-,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,,-,3,,15,,35,,,-,0,,,-,,-,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,,-,2,,5,,3,,,-,0,,,-,,-,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,,-,42,,10,,100,,,-,0,,,-,,-,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,,-,4,,,-,6,,,-,0,,,-,,-,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,12,,-,9,,40,,27,,,-,0,,,-,,-,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,,-,2,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,,-,5,,2,,1,,,-,0,,,-,,-,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,2,,4,,,-,,-,0,,,-,,-,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,2,,1,,2,,,-,0,,,-,,-,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,2,,,-,1,,,-,0,,,-,,-,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,-,18,,16,,2,,,-,0,,,-,,-,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,5,,2,,14,,,-,0,,,-,,-,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,,-,8,,,-,2,,,-,0,,,-,,-,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,12,1,,17,,33,,86,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,,-,21,,2,,6,,,-,0,,,-,,-,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,-,6,,18,,1,,,-,0,,,-,,-,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,,-,3,,2,,2,,,-,0,,,-,,-,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,19,,16,,4,,,-,0,,,-,,-,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,,-,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
OHIO,2020,12,1,,4,,9,,25,,,-,0,,,-,,-,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,,-,6,,2,,1,,,-,0,,,-,,-,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,,-,19,,4,,30,,,-,0,,,-,,-,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,-,1,,2,,,-,,-,0,,,-,,-,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,,-,29,,56,,41,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,1,,36,,22,,123,,,-,0,,,-,,-,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
UTAH,2020,12,,-,4,,,-,8,,,-,0,,,-,,-,UTAH,,20201255,POINT (-111.678222 39.323779)
COLORADO,2020,12,3,,6,,25,,29,,,-,0,,,-,,-,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,,-,1,,2,,1,,,-,0,,,-,,-,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,,-,1,,,-,2,,,-,0,,,-,,-,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,,-,5,,4,,4,,,-,0,,,-,,-,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,,-,10,,5,,11,,,-,0,,,-,,-,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,6,,3,,7,,,-,0,,,-,,-,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,,-,2,,2,,7,,,-,0,,,-,,-,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,,-,4,,1,,16,,,-,0,,,-,,-,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,11,,49,,26,,,-,0,,,-,,-,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,13,,4,,13,,,-,0,,,-,,-,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,5,,,-,12,,,-,0,,,-,,-,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,1,,15,,38,,6,,,-,0,,,-,,-,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,3,,40,,90,,171,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,-,38,,47,,42,,,-,0,,,-,,-,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,,-,21,,13,,10,,,-,0,,,-,,-,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,3,,,-,10,,,-,0,,,-,,-,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,1,,23,,46,,21,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,4,,12,,22,,,-,0,,,-,,-,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,3,,13,,30,,61,,,-,0,,,-,,-,,MOUNTAIN,20201248,
INDIANA,2020,12,,-,13,,4,,12,,,-,0,,,-,,-,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201263,
TOTAL,2020,13,5,,106,,402,,710,,,-,0,,,-,,-,,TOTAL,20201370,
TOTAL,2020,14,7,,107,,418,,808,,,-,0,,,-,,-,,TOTAL,20201470,
US RESIDENTS,2020,13,5,,106,,402,,710,,,-,0,,,-,,-,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,,-,4,,17,,9,,,-,0,,,-,,-,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,,-,43,,62,,55,,,-,0,,,-,,-,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,1,,57,,24,,166,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,19,,,-,3,,,-,0,,,-,,-,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,21,,5,,23,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,3,,1,,7,,,-,0,,,-,,-,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,3,,18,,38,,,-,0,,,-,,-,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,2,,6,,3,,,-,0,,,-,,-,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,42,,10,,117,,,-,0,,,-,,-,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,4,,,-,8,,,-,0,,,-,,-,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,,-,9,,42,,31,,,-,0,,,-,,-,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,-,5,,2,,1,,,-,0,,,-,,-,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,2,,4,,,-,,-,0,,,-,,-,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,2,,1,,2,,,-,0,,,-,,-,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,2,,,-,2,,,-,0,,,-,,-,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,18,,16,,3,,,-,0,,,-,,-,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,5,,2,,19,,,-,0,,,-,,-,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,-,8,,,-,2,,,-,0,,,-,,-,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,,-,17,,36,,92,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,21,,2,,6,,,-,0,,,-,,-,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,6,,18,,1,,,-,0,,,-,,-,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,3,,2,,2,,,-,0,,,-,,-,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,19,,16,,4,,,-,0,,,-,,-,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,,-,4,,9,,25,,,-,0,,,-,,-,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,6,,2,,1,,,-,0,,,-,,-,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,1,,19,,6,,33,,,-,0,,,-,,-,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,1,,2,,,-,,-,0,,,-,,-,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,,-,29,,57,,48,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,1,,35,,23,,152,,,-,0,,,-,,-,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,4,,,-,8,,,-,0,,,-,,-,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,1,,6,,26,,29,,,-,0,,,-,,-,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,1,,2,,1,,,-,0,,,-,,-,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,1,,,-,2,,,-,0,,,-,,-,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,5,,4,,5,,,-,0,,,-,,-,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,2,,10,,7,,14,,,-,0,,,-,,-,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,6,,3,,7,,,-,0,,,-,,-,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,2,,2,,7,,,-,0,,,-,,-,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,,-,2,,2,,18,,,-,0,,,-,,-,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,11,,54,,29,,,-,0,,,-,,-,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,13,,6,,16,,,-,0,,,-,,-,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,5,,,-,14,,,-,0,,,-,,-,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,15,,38,,6,,,-,0,,,-,,-,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,1,,40,,96,,209,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,-,38,,58,,46,,,-,0,,,-,,-,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,21,,13,,13,,,-,0,,,-,,-,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,3,,,-,10,,,-,0,,,-,,-,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,23,,47,,22,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,4,,14,,26,,,-,0,,,-,,-,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,3,,13,,33,,64,,,-,0,,,-,,-,,MOUNTAIN,20201348,
INDIANA,2020,13,,-,13,,4,,15,,,-,0,,,-,,-,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201363,
US RESIDENTS,2020,14,7,,107,,418,,808,,,-,0,,,-,,-,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,3,,4,,20,,10,,,-,0,,,-,,-,NEW YORK,,20201411,POINT (-75.59655 42.921241)
PACIFIC,2020,14,,-,43,,63,,67,,,-,0,,,-,,-,,PACIFIC,20201457,
WEST SOUTH CENTRAL,2020,14,1,,57,,25,,188,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,,-,19,,,-,3,,,-,0,,,-,,-,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,,-,21,,5,,27,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,3,,1,,7,,,-,0,,,-,,-,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,-,3,,18,,40,,,-,0,,,-,,-,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,-,2,,6,,3,,,-,0,,,-,,-,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,42,,10,,131,,,-,0,,,-,,-,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,-,1,,,-,2,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,-,4,,,-,10,,,-,0,,,-,,-,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,,-,9,,42,,32,,,-,0,,,-,,-,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,-,2,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,-,5,,2,,1,,,-,0,,,-,,-,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,2,,4,,1,,,-,0,,,-,,-,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,2,,1,,2,,,-,0,,,-,,-,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,2,,,-,2,,,-,0,,,-,,-,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,-,18,,17,,3,,,-,0,,,-,,-,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,,-,5,,5,,22,,,-,0,,,-,,-,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,-,8,,,-,2,,,-,0,,,-,,-,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,,-,17,,37,,98,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,,-,21,,2,,7,,,-,0,,,-,,-,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,6,,18,,1,,,-,0,,,-,,-,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,1,,3,,3,,2,,,-,0,,,-,,-,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,19,,16,,6,,,-,0,,,-,,-,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,,-,4,,9,,26,,,-,0,,,-,,-,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,6,,2,,1,,,-,0,,,-,,-,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,1,,19,,7,,40,,,-,0,,,-,,-,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,1,,2,,,-,,-,0,,,-,,-,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,1,,29,,59,,54,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,35,,24,,187,,,-,0,,,-,,-,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,1,,4,,1,,9,,,-,0,,,-,,-,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,1,,6,,27,,30,,,-,0,,,-,,-,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,1,,2,,1,,,-,0,,,-,,-,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,1,,,-,3,,,-,0,,,-,,-,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,,-,5,,4,,7,,,-,0,,,-,,-,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,,-,10,,8,,18,,,-,0,,,-,,-,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,,-,6,,3,,8,,,-,0,,,-,,-,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,2,,2,,9,,,-,0,,,-,,-,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,,-,1,,2,,18,,,-,0,,,-,,-,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,11,,55,,30,,,-,0,,,-,,-,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,,-,13,,6,,17,,,-,0,,,-,,-,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,5,,,-,17,,,-,0,,,-,,-,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,15,,38,,7,,,-,0,,,-,,-,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,3,,40,,104,,249,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,-,38,,59,,56,,,-,0,,,-,,-,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,,-,21,,13,,13,,,-,0,,,-,,-,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,3,,,-,10,,,-,0,,,-,,-,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,,-,23,,47,,23,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201420,
