Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,Street Address2,City,State,Zip,Location1
10/01/2016 12:00:00 AM,0.00,0.00,11/15/2016,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.458987, -79.135375)"
11/01/2015 12:00:00 AM,0.00,0.00,12/30/2015,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
02/01/2018 12:00:00 AM,6328.00,1898.40,03/31/2018,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
03/01/2017 12:00:00 AM,1262.27,378.68,05/17/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
08/01/2017 12:00:00 AM,0.00,0.00,09/18/2017,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
06/01/2017 12:00:00 AM,1396.49,418.94,07/31/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
01/01/2018 12:00:00 AM,149.50,44.85,02/01/2018,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
09/01/2015 12:00:00 AM,19661.23,5898.36,03/10/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503874, -77.597776)"
09/01/2016 12:00:00 AM,3201.98,960.59,10/04/2016,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
09/01/2015 12:00:00 AM,6266.97,1880.09,10/27/2015,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
10/01/2016 12:00:00 AM,104.50,31.35,11/16/2016,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
03/01/2018 12:00:00 AM,0.00,0.00,04/10/2018,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
01/01/2017 12:00:00 AM,550.90,165.27,02/01/2017,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
10/01/2016 12:00:00 AM,5101.04,1530.31,11/21/2016,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
12/01/2015 12:00:00 AM,4879.53,1463.85,02/19/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
02/01/2018 12:00:00 AM,0.00,0.00,03/22/2018,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
05/01/2016 12:00:00 AM,212.40,63.72,06/13/2016,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
11/01/2017 12:00:00 AM,0.00,0.00,12/27/2017,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
10/01/2015 12:00:00 AM,261.44,78.43,11/05/2015,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
07/01/2016 12:00:00 AM,2174.00,652.20,09/08/2016,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
04/01/2016 12:00:00 AM,3565.85,1069.75,05/20/2016,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
05/01/2016 12:00:00 AM,1931.90,579.57,06/30/2016,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
08/01/2016 12:00:00 AM,353.40,106.02,09/05/2016,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
09/01/2017 12:00:00 AM,0.00,0.00,10/30/2017,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
12/01/2016 12:00:00 AM,1103.23,330.96,01/12/2017,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
09/01/2015 12:00:00 AM,0.00,0.00,10/28/2015,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
05/01/2017 12:00:00 AM,62608.26,18782.47,06/13/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.347581, -77.494866)"
12/01/2017 12:00:00 AM,0.00,0.00,02/20/2018,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
03/01/2016 12:00:00 AM,646.60,193.98,04/12/2016,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
03/01/2016 12:00:00 AM,3095.55,928.66,05/03/2016,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077807, -77.140618)"
09/01/2017 12:00:00 AM,0.00,0.00,10/20/2017,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
11/01/2019 12:00:00 AM,0.00,0.00,12/26/2019,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
09/01/2017 12:00:00 AM,0.00,0.00,10/03/2017,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
01/01/2017 12:00:00 AM,8823.66,2647.09,03/02/2017,Action House Vape,9433 Georgia Avenue,,Silver Spring,Maryland,20910,"9433 Georgia Avenue
Silver Spring, Maryland 20910
(39.009169, -77.040422)"
09/01/2015 12:00:00 AM,83.67,25.10,10/22/2015,"CB Distributors, Inc.",2500 Kennedy Drive,,Beloit,WI,53511,"2500 Kennedy Drive
Beloit, WI 53511
(42.514572, -88.99446)"
08/01/2017 12:00:00 AM,227.00,68.10,09/30/2017,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
06/01/2017 12:00:00 AM,190.00,57.00,07/18/2017,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
01/01/2016 12:00:00 AM,14834.35,4450.30,02/17/2016,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
01/01/2018 12:00:00 AM,43930.70,13179.21,02/16/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503874, -77.597776)"
01/01/2017 12:00:00 AM,1223.74,367.12,02/23/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
11/01/2019 12:00:00 AM,0.00,0.00,12/26/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
11/01/2015 12:00:00 AM,10020.50,3006.15,01/07/2016,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
01/01/2018 12:00:00 AM,789.67,236.90,02/27/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
07/01/2016 12:00:00 AM,637.00,191.10,08/19/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
01/01/2017 12:00:00 AM,423.90,127.17,02/08/2017,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
06/01/2017 12:00:00 AM,388.25,116.47,07/05/2017,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
11/01/2015 12:00:00 AM,19325.52,5797.65,03/10/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503874, -77.597776)"
05/01/2017 12:00:00 AM,2495.00,748.50,07/01/2017,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
10/01/2015 12:00:00 AM,503.00,150.90,12/02/2015,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
01/01/2016 12:00:00 AM,0.00,0.00,03/05/2016,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
07/01/2016 12:00:00 AM,1660.75,498.22,08/02/2016,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077807, -77.140618)"
05/01/2016 12:00:00 AM,0.00,0.00,07/07/2016,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
01/01/2017 12:00:00 AM,12296.53,3688.95,02/02/2017,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
06/01/2017 12:00:00 AM,19915.92,5974.77,07/11/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
09/01/2015 12:00:00 AM,296.91,89.07,10/01/2015,RRV Enterpises LLC DBA Vapor World,3102 Epperly Drive,,Del City,Oklahoma,73115,"3102 Epperly Drive
Del City, Oklahoma 73115
(35.434365, -97.437868)"
05/01/2016 12:00:00 AM,22484.31,6745.29,06/21/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503874, -77.597776)"
10/01/2016 12:00:00 AM,7472.94,2241.88,11/22/2016,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
01/01/2016 12:00:00 AM,4287.36,1286.20,03/17/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
06/01/2016 12:00:00 AM,0.00,0.00,07/20/2016,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.458987, -79.135375)"
03/01/2016 12:00:00 AM,567.30,170.19,04/14/2016,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
04/01/2016 12:00:00 AM,4505.76,1351.72,05/04/2016,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
06/01/2017 12:00:00 AM,0.00,0.00,07/18/2017,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
10/01/2015 12:00:00 AM,135.95,40.78,11/30/2015,RRV Enterpises LLC DBA Vapor World,3102 Epperly Drive,,Del City,Oklahoma,73115,"3102 Epperly Drive
Del City, Oklahoma 73115
(35.434365, -97.437868)"
01/01/2017 12:00:00 AM,44870.14,13461.04,02/23/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.347581, -77.494866)"
11/01/2015 12:00:00 AM,0.00,0.00,12/23/2015,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
05/01/2016 12:00:00 AM,0.00,0.00,07/20/2016,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.458987, -79.135375)"
01/01/2016 12:00:00 AM,437.80,131.34,02/08/2016,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
09/01/2017 12:00:00 AM,178.25,53.47,10/04/2017,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
10/01/2016 12:00:00 AM,21256.79,6377.03,11/29/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503874, -77.597776)"
02/01/2018 12:00:00 AM,0.00,0.00,03/14/2018,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
02/01/2016 12:00:00 AM,14569.75,4370.92,03/14/2016,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
01/01/2018 12:00:00 AM,1892.75,567.82,03/13/2018,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
08/01/2015 12:00:00 AM,644.00,193.20,09/28/2015,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
09/01/2016 12:00:00 AM,15657.43,4697.22,10/04/2016,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
02/01/2019 12:00:00 AM,539.10,161.73,03/19/2019,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
12/01/2016 12:00:00 AM,5112.58,1533.77,01/27/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
12/01/2015 12:00:00 AM,5329.31,1598.79,02/02/2016,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077807, -77.140618)"
09/01/2015 12:00:00 AM,1348.11,404.43,10/26/2015,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
03/01/2017 12:00:00 AM,9062.14,2718.64,04/25/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
10/01/2017 12:00:00 AM,0.00,0.00,11/29/2017,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
09/01/2015 12:00:00 AM,68.26,20.47,10/19/2015,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
02/01/2018 12:00:00 AM,3096.00,928.80,03/30/2018,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
12/01/2017 12:00:00 AM,4724.67,1417.40,01/13/2018,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
04/01/2016 12:00:00 AM,1030.20,309.06,05/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
12/01/2016 12:00:00 AM,4965.49,1489.64,01/09/2017,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
09/01/2016 12:00:00 AM,1931.07,579.32,10/19/2016,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
07/01/2016 12:00:00 AM,5260.00,1578.00,08/31/2016,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
03/01/2017 12:00:00 AM,552.50,165.75,04/30/2017,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
12/01/2017 12:00:00 AM,5319.63,1595.88,01/09/2018,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
03/01/2016 12:00:00 AM,644.00,193.20,04/04/2016,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
04/01/2016 12:00:00 AM,3848.75,1154.62,05/06/2016,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
02/01/2018 12:00:00 AM,693.27,207.98,04/11/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
03/01/2016 12:00:00 AM,1327.93,398.37,05/19/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
02/01/2017 12:00:00 AM,8711.35,2613.40,03/31/2017,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
01/01/2018 12:00:00 AM,31862.50,9558.75,02/26/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
12/01/2016 12:00:00 AM,7234.05,2170.21,01/29/2017,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
09/01/2017 12:00:00 AM,1550.77,465.23,10/25/2017,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
08/01/2017 12:00:00 AM,15727.40,4718.22,09/06/2017,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
06/01/2016 12:00:00 AM,3013.02,903.90,07/01/2016,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
05/01/2017 12:00:00 AM,62.70,18.81,06/12/2017,Core-Mark Distributors Inc.,P.O.Box 21009,,Seattle,WA,98111,"P.O.Box 21009
Seattle, WA 98111"
03/01/2017 12:00:00 AM,26744.54,8023.36,04/28/2017,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503874, -77.597776)"
11/01/2015 12:00:00 AM,101.37,30.41,01/11/2016,Elite Vape,11221 dolfield blvd #103,,Owings Mills,MD,21117,"11221 dolfield blvd #103
Owings Mills, MD 21117
(39.418594, -76.808844)"
06/01/2016 12:00:00 AM,521.55,156.46,07/12/2016,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
12/01/2015 12:00:00 AM,70.80,21.24,01/08/2016,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
08/01/2015 12:00:00 AM,47.50,14.25,09/23/2015,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
02/01/2017 12:00:00 AM,2140.00,642.00,04/13/2017,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
06/01/2016 12:00:00 AM,8535.00,2560.50,07/29/2016,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
08/01/2016 12:00:00 AM,337.15,101.14,09/30/2016,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
07/01/2017 12:00:00 AM,12888.47,3866.54,08/02/2017,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
03/01/2017 12:00:00 AM,5538.56,1661.56,04/01/2017,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
09/01/2016 12:00:00 AM,0.00,0.00,10/28/2016,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
03/01/2017 12:00:00 AM,4672.67,1401.80,04/20/2017,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
09/01/2017 12:00:00 AM,2695.00,808.50,10/30/2017,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
08/01/2015 12:00:00 AM,24217.00,7265.10,10/02/2015,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077807, -77.140618)"
04/01/2016 12:00:00 AM,690.00,207.00,07/07/2017,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
05/01/2016 12:00:00 AM,2490.00,747.00,06/28/2016,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
03/01/2017 12:00:00 AM,0.00,0.00,04/28/2017,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265964, -76.673097)"
10/01/2017 12:00:00 AM,5502.09,1650.62,11/04/2017,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
02/01/2018 12:00:00 AM,0.00,0.00,03/13/2018,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
07/01/2017 12:00:00 AM,0.00,0.00,08/13/2017,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
02/01/2017 12:00:00 AM,0.00,0.00,03/24/2017,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
05/01/2016 12:00:00 AM,4104.40,1231.32,06/01/2016,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
05/01/2016 12:00:00 AM,274.72,82.41,06/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
11/01/2015 12:00:00 AM,0.00,0.00,12/21/2015,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
09/01/2016 12:00:00 AM,829.74,248.92,10/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
10/01/2017 12:00:00 AM,1293.86,388.15,12/14/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
03/01/2017 12:00:00 AM,444.52,133.35,04/18/2017,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
08/01/2016 12:00:00 AM,0.00,0.00,10/03/2016,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
