PermitID,StipulationID,PermitNumber,StipulationCode,StipulationDescription
3489,4,H5DJ-2015319-135,Bulk Milk,"Vehicles over 55 ft long must have clearance lights at 20 ft intervals along both sides when traveling at night. *** Please observe and follow all the engineering stipulations on this OD permit and obey all postings, restrictions and Traffic Rules and Regulations along the route during this move and on all NYC and NYS bridges and elevated structures. This permit does not in any way absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move.***"
4671,9,MA7R-201619-108,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
6106,11,Z5J7-2017329-370,Long Stip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 10 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
3379,7,RIWY-2015328-272,Lift Axle Stip:,"Note: Lift axle must be down at all times when traveling on NYC Streets - *not having the lift axle down will render this permit null and void. * Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is never to exceed 80,000lbs"
5322,18,RLUY-2016104-743,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
6136,20,QL7F-201758-466,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5770,9,W1ZW-201795-651,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
4903,11,AS4R-2016615-496,Long Stip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 10 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
6417,18,WY8P-20171023-754,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
3663,19,T65Q-2015530-480,do not use,"Follow & obey all postings, restrictions and Traffic Rules and Regulations along truck route you travel and on all NYC and NYS bridges and structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs"
5019,18,DKCD-2016714-604,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
2584,4,RIE1-2014917-881,Bulk Milk,"Vehicles over 55 ft long must have clearance lights at 20 ft intervals along both sides when traveling at night. *** Please observe and follow all the engineering stipulations on this OD permit and obey all postings, restrictions and Traffic Rules and Regulations along the route during this move and on all NYC and NYS bridges and elevated structures. This permit does not in any way absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move.***"
3924,20,LXMF-2015824-770,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
6048,20,CLIS-201759-471,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
6332,11,KD5U-2017927-718,Long Stip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 10 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
6354,18,S8TG-2017106-720,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
4380,18,Y3H2-20151121-1032,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5839,18,P1FM-201722-224,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
3568,7,KUPW-2015711-597,Lift Axle Stip:,"Note: Lift axle must be down at all times when traveling on NYC Streets - *not having the lift axle down will render this permit null and void. * Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is never to exceed 80,000lbs"
6914,18,U853-2018227-157,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
4848,4,N5XK-201631-230,Bulk Milk,"Vehicles over 55 ft long must have clearance lights at 20 ft intervals along both sides when traveling at night. *** Please observe and follow all the engineering stipulations on this OD permit and obey all postings, restrictions and Traffic Rules and Regulations along the route during this move and on all NYC and NYS bridges and elevated structures. This permit does not in any way absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move.***"
6791,9,LMWS-2018111-38,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
6439,18,PB4G-20171031-845,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
6323,9,PVSR-2017824-643,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
6215,18,X7V3-2017518-502,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
3072,11,W946-2015410-309,Long Stip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 10 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
2587,4,RIE1-2014917-877,Bulk Milk,"Vehicles over 55 ft long must have clearance lights at 20 ft intervals along both sides when traveling at night. *** Please observe and follow all the engineering stipulations on this OD permit and obey all postings, restrictions and Traffic Rules and Regulations along the route during this move and on all NYC and NYS bridges and elevated structures. This permit does not in any way absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move.***"
3711,20,C8VW-2015817-721,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
3135,7,TILC-2015224-26,Lift Axle Stip:,"Note: Lift axle must be down at all times when traveling on NYC Streets - *not having the lift axle down will render this permit null and void. * Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is never to exceed 80,000lbs"
5807,20,QN73-2017110-22,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
4850,13,W3SX-2016516-374,ShortStip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application. The crane is not permitted on posted bridges, throughout the New York City. The crane must occupy two lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways. The crane is permitted on Lower Inner Roadways on Queensboro Bridge. The crane is not permitted on Lower Outer Roadways and Upper Roadways. The crane is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. The permitted crane must move with speed less than 10 mph, when the crane is on a bridge. Any change in the proposed crane weight or configuration will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations."
5803,9,DF1E-201733-316,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
3282,17,BGJT-2015225-48,New AOL Stip,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures.  This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long."
6412,18,PB4G-20171031-825,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
6443,18,DKZ1-2017117-849,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5668,9,RN6R-2017120-155,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
