Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,Location,IP Comm Status,IP Comm Status Date and Time,Longitude,Latitude,Published Screenshots,Screenshot Address,Funding,ID
443, CONGRESS AVE / STASSNEY LN,TURNED_ON,05/15/2017,Spectra Enhanced,LOC16-002005,,SOUTHWEST,"3,2",AUSTIN FULL PURPOSE,ROADWAY,,,5536, CONGRESS AVE,,100, STASSNEY LN,,5152923,04/19/2020 08:45:00 AM +0000,"(30.204942, -97.77479)",ONLINE,04/19/2020 08:35:00 AM +0000,-97.77479,30.204942,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV443.jpg,1/4 Cent,591a10a320eacf2d16669c26
452, AIRPORT BLVD / ZACH SCOTT ST,TURNED_ON,07/18/2018,Advidia,LOC16-004785,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,4100, AIRPORT BLVD,,1824, ZACH SCOTT ST,,5161201,02/26/2020 05:11:00 PM +0000,"(30.2941189, -97.7078781)",ONLINE,07/16/2019 08:35:00 AM +0000,-97.7078781,30.2941189,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV452.jpg,None Identified,591a10a320eacf2d16669c38
455, AIRPORT BLVD / 12TH ST,TURNED_ON,09/13/2019,Advidia,LOC16-000810,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,1200, AIRPORT BLVD,,3250, 12TH ST,,5162046,02/26/2020 05:11:00 PM +0000,"(30.2768612, -97.7003326)",ONLINE,09/14/2019 08:35:00 AM +0000,-97.7003326,30.2768612,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV455.jpg,None Identified,591a10a320eacf2d16669c3e
435, CONGRESS AVE / ANNIE ST,TURNED_ON,02/28/2018,Advidia,LOC16-000870,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1700, CONGRESS AVE,,101, ANNIE ST,,5155801,03/04/2020 09:45:00 AM +0000,"(30.2460938, -97.7509689)",ONLINE,03/04/2020 09:35:00 AM +0000,-97.7509689,30.2460938,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV435.jpg,1/4 Cent,591a10a320eacf2d16669c16
437, CONGRESS AVE / LELAND ST (St. Edwards),TURNED_ON,06/07/2018,Advidia,LOC16-007175,St. Edwards,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,2000, CONGRESS AVE,,100, LELAND ST,,5155677,03/04/2020 09:45:00 AM +0000,"(30.243446, -97.751915)",ONLINE,03/04/2020 09:35:00 AM +0000,-97.751915,30.243446,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV437.jpg,1/4 Cent,591a10a320eacf2d16669c1a
438, CONGRESS AVE / LA VISTA ST (St. Edwards),TURNED_ON,02/28/2018,Advidia,LOC16-005105,St. Edwards,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,3000, CONGRESS AVE,,101, LA VISTA ST,,5154891,03/04/2020 09:45:00 AM +0000,"(30.2325363, -97.7584152)",ONLINE,03/04/2020 09:35:00 AM +0000,-97.7584152,30.2325363,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV438.jpg,1/4 Cent,591a10a320eacf2d16669c1c
456, AIRPORT BLVD / BOLM RD,TURNED_ON,06/07/2017,Advidia,LOC16-000790,,NORTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1000, AIRPORT BLVD,,5000, BOLM RD,,5162808,02/26/2020 05:11:00 PM +0000,"(30.2600937, -97.6938629)",ONLINE,10/27/2018 08:30:00 AM +0000,-97.6938629,30.2600937,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV456.jpg,1/4 Cent,591a10a320eacf2d16669c40
458, KOENIG LN / GUADALUPE ST,TURNED_ON,03/10/2018,Advidia,LOC16-000045,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,600, KOENIG LN,,5510, GUADALUPE ST,,5159393,02/26/2020 05:11:00 PM +0000,"(30.3235016, -97.7238312)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7238312,30.3235016,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV458.jpg,1/4 Cent,591a10a320eacf2d16669c45
459, KOENIG LN / WOODROW AVE,TURNED_ON,06/20/2018,,LOC16-000060,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,1400, KOENIG LN,,5900, WOODROW AVE,,5158454,02/26/2020 05:11:00 PM +0000,"(30.3308716, -97.7315903)",ONLINE,02/25/2020 09:35:00 AM +0000,-97.7315903,30.3308716,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV459.jpg,1/4 Cent,591a10a320eacf2d16669c47
461, KOENIG LN / ARROYO SECO ,TURNED_ON,07/29/2017,Advidia,LOC16-004720,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,1600, KOENIG LN,,5900, ARROYO SECO ,,5157958,02/26/2020 05:11:00 PM +0000,"(30.33239, -97.73474)",ONLINE,02/25/2020 09:35:00 AM +0000,-97.73474,30.33239,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV461.jpg,None Identified,591a10a320eacf2d16669c4b
463, MOPAC EXPY / NORTHLAND DR (East),TURNED_ON,02/28/2018,Advidia,LOC16-002170,East,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,5300, MOPAC EXPY,,3000, NORTHLAND DR,,5155147,02/26/2020 05:11:00 PM +0000,"(30.3355293, -97.7537231)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7537231,30.3355293,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV463.jpg,1/4 Cent,591a10a420eacf2d16669c4f
464, BURNET RD / WHITE HORSE TRL,TURNED_ON,07/10/2019,Advidia,LOC16-000405,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,6314, BURNET RD,,2101, WHITE HORSE TRL,,5157237,02/26/2020 05:11:00 PM +0000,"(30.33848, -97.7392502)",ONLINE,09/04/2019 08:35:00 AM +0000,-97.7392502,30.33848,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV464.jpg,2016 Bond,591a10a420eacf2d16669c51
465, BURNET RD / ADAMS AVE,TURNED_ON,07/02/2019,Advidia,LOC16-004710,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,5500, BURNET RD,,5600, ADAMS AVE,,5157168,02/26/2020 05:11:00 PM +0000,"(30.3300705, -97.7398911)",ONLINE,09/04/2019 08:35:00 AM +0000,-97.7398911,30.3300705,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV465.jpg,None Identified,591a10a420eacf2d16669c53
466, BURNET RD / 49TH ST,TURNED_ON,03/14/2018,Advidia,LOC16-000440,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,4900, BURNET RD,,2101, 49TH ST,,5157310,02/26/2020 05:11:00 PM +0000,"(30.3198566, -97.7392273)",ONLINE,01/19/2019 09:35:00 AM +0000,-97.7392273,30.3198566,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV466.jpg,1/4 Cent,591a10a420eacf2d16669c55
467, BURNET RD / NORTHCROSS DR,TURNED_ON,07/09/2019,Advidia,LOC16-000450,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,7600, BURNET RD,,7601, NORTHCROSS DR,,5158100,02/26/2020 05:11:00 PM +0000,"(30.3522167, -97.7332458)",ONLINE,07/12/2019 08:35:00 AM +0000,-97.7332458,30.3522167,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV467.jpg,None Identified,591a10a420eacf2d16669c57
468, BURNET RD / STECK AVE,TURNED_ON,07/09/2019,Advidia,LOC16-000380,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,8224, BURNET RD,,2501, STECK AVE,,5158619,02/26/2020 05:11:00 PM +0000,"(30.3618469, -97.7293396)",ONLINE,07/10/2019 08:35:00 AM +0000,-97.7293396,30.3618469,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV468.jpg,None Identified,591a10a420eacf2d16669c59
469, BURNET RD / RUTLAND DR,DESIRED,,,LOC16-002260,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,10000, BURNET RD,,2401, RUTLAND DR,,5159209,02/26/2020 05:11:00 PM +0000,"(30.3834267, -97.7240753)",NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,-97.7240753,30.3834267,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV469.jpg,None Identified,591a10a420eacf2d16669c5b
473, METRIC BLVD / RUNDBERG LN,TURNED_ON,03/15/2018,Advidia,LOC16-003590,,NORTHWEST,4,AUSTIN FULL PURPOSE,ROADWAY,,,9310, METRIC BLVD,,2101, RUNDBERG LN,,5159686,05/08/2020 08:41:00 AM +0000,"(30.3751812, -97.7197266)",OFFLINE,05/08/2020 08:30:00 AM +0000,-97.7197266,30.3751812,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV473.jpg,1/4 Cent,591a10a420eacf2d16669c63
472, BURNET RD / ESPERANZA XING,DESIRED,,,LOC16-004290,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,11100, BURNET RD,,2901, ESPERANZA XING,,5159662,02/26/2020 05:11:00 PM +0000,"(30.3983212, -97.7193222)",NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,-97.7193222,30.3983212,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV472.jpg,None Identified,591a10a420eacf2d16669c61
474, RUNDBERG LN / PARKFIELD DR,TURNED_ON,03/14/2018,Advidia,LOC16-002355,,NORTHWEST,4,AUSTIN FULL PURPOSE,ROADWAY,,,1200, RUNDBERG LN,,9300, PARKFIELD DR,,5161164,02/26/2020 05:11:00 PM +0000,"(30.3674049, -97.7062454)",ONLINE,02/08/2020 09:35:00 AM +0000,-97.7062454,30.3674049,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV474.jpg,1/4 Cent,591a10a420eacf2d16669c65
475, RUNDBERG LN / COLLINFIELD DR,TURNED_ON,06/08/2018,Advidia,LOC16-002415,,NORTHWEST,4,AUSTIN FULL PURPOSE,ROADWAY,,,1000, RUNDBERG LN,,9200, COLLINFIELD DR,,5161615,02/26/2020 05:11:00 PM +0000,"(30.3653278, -97.7016525)",ONLINE,07/18/2019 08:35:00 AM +0000,-97.7016525,30.3653278,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV475.jpg,1/4 Cent,591a10a420eacf2d16669c67
476, RUNDBERG LN / GEORGIAN DR,TURNED_ON,05/31/2018,Advidia,LOC16-002410,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,100, RUNDBERG LN,,9100, GEORGIAN DR,,5162565,02/26/2020 05:11:00 PM +0000,"(30.3608303, -97.6934052)",ONLINE,07/18/2019 08:35:00 AM +0000,-97.6934052,30.3608303,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV476.jpg,1/4 Cent,591a10a420eacf2d16669c69
482,FM 2222 RD / MESA DR,TURNED_ON,07/08/2017,Spectra Enhanced,LOC16-004600,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,4014,FM 2222 RD,,5700, MESA DR,,5153101,02/26/2020 05:11:00 PM +0000,"(30.3413143, -97.7696381)",ONLINE,05/10/2019 08:35:00 AM +0000,-97.7696381,30.3413143,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV482.jpg,1/4 Cent,591a10a420eacf2d16669c75
483,FM 2222 RD / DRY CREEK DR,TURNED_ON,07/06/2017,Spectra Enhanced,LOC16-004700,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,3600,FM 2222 RD,,3801, DRY CREEK DR,,5153910,02/26/2020 05:11:00 PM +0000,"(30.342556, -97.7629929)",OFFLINE,09/26/2019 08:35:00 AM +0000,-97.7629929,30.342556,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV483.jpg,1/4 Cent,591a10a420eacf2d16669c77
486,FM 620 RD / HATCH RD,TURNED_ON,01/30/2018,Advidia,LOC16-004480,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,12108,FM 620 RD,,3400, HATCH RD,,5148292,02/26/2020 05:11:00 PM +0000,"(30.4608479, -97.8199234)",ONLINE,10/26/2019 08:35:00 AM +0000,-97.8199234,30.4608479,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV486.jpg,1/4 Cent,591a10a420eacf2d16669c7d
487,FM 620 RD / DEERBROOK TRL,TURNED_ON,01/26/2018,Advidia,LOC16-004470,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,12400,FM 620 RD,,12324, DEERBROOK TRL,,5148947,02/26/2020 05:11:00 PM +0000,"(30.4638901, -97.8106232)",OFFLINE,07/09/2019 08:35:00 AM +0000,-97.8106232,30.4638901,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV487.jpg,1/4 Cent,591a10a420eacf2d16669c7f
489,FM 620 RD / 183 HWY SVRD,TURNED_ON,,Advidia,LOC16-004430,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,12811,FM 620 RD,,13870,US 183 HWY SVRD,,5150067,02/26/2020 05:11:00 PM +0000,"(30.4680157, -97.7973709)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7973709,30.4680157,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV489.jpg,1/4 Cent,591a10a520eacf2d16669c83
490,FM 620 RD / LAKE CREEK PKWY,TURNED_ON,01/26/2018,Advidia,LOC16-004475,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,12220,FM 620 RD,,11422, LAKE CREEK PKWY,,5148573,02/26/2020 05:11:00 PM +0000,"(30.4621582, -97.8160172)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.8160172,30.4621582,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV490.jpg,1/4 Cent,591a10a520eacf2d16669c85
492, AIRPORT BLVD / LEVANDER LOOP,TURNED_ON,05/30/2017,Spectra Enhanced,LOC16-000865,,NORTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,750, AIRPORT BLVD,,7400, LEVANDER LOOP,,5162956,02/26/2020 05:11:00 PM +0000,"(30.2537231, -97.692543)",OFFLINE,06/22/2019 08:35:00 AM +0000,-97.692543,30.2537231,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV492.jpg,None Identified,592d80bdd7fef5476c5ab7a2
493, QUINLAN PARK RD / STEINER RANCH BLVD,TURNED_ON,06/05/2017,Spectra Enhanced,LOC16-004500,,NORTHWEST,,AUSTIN 2 MILE ETJ,ROADWAY,,,4000, QUINLAN PARK RD,,4000, STEINER RANCH BLVD,,5143802,02/26/2020 05:11:00 PM +0000,"(30.3775234, -97.8848572)",OFFLINE,05/06/2019 08:30:00 AM +0000,-97.8848572,30.3775234,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV493.jpg,None Identified,593829a9b0cc1b49fcf9ae2e
494, BURNET RD / OHLEN RD,TURNED_ON,06/15/2017,Spectra Enhanced,LOC16-000455,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,8300, BURNET RD,,2301, OHLEN RD,,5158652,02/26/2020 05:11:00 PM +0000,"(30.3629112, -97.7290573)",ONLINE,07/11/2019 08:35:00 AM +0000,-97.7290573,30.3629112,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV494.jpg,None Identified,5942f362bb42d75585c85ab6
488,FM 620 RD / PECAN PARK BLVD,TURNED_ON,01/30/2018,Advidia,LOC16-003085,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,12700,FM 620 RD,,11000, PECAN PARK BLVD,,5149481,04/10/2020 08:45:00 AM +0000,"(30.4659653, -97.8039627)",ONLINE,04/10/2020 08:35:00 AM +0000,-97.8039627,30.4659653,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV488.jpg,1/4 Cent,591a10a420eacf2d16669c81
498, MANOR RD / BERKMAN DR,TURNED_ON,05/30/2017,Spectra Enhanced,LOC16-002395,,NORTHEAST,"9,1",AUSTIN FULL PURPOSE,ROADWAY,,,3500, MANOR RD,,3700, BERKMAN DR,,5162218,02/26/2020 05:11:00 PM +0000,"(30.2890873, -97.6985397)",ONLINE,11/20/2019 09:35:00 AM +0000,-97.6985397,30.2890873,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV498.jpg,None Identified,59519201c8f6f94ef6c883d7
478,FM 2222 RD / PARK CENTRE ,TURNED_ON,01/24/2018,Advidia,LOC16-004495,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,8502,FM 2222 RD,,, PARK CENTRE ,,5148919,05/02/2020 08:45:00 AM +0000,"(30.3822517, -97.813118)",ONLINE,05/02/2020 08:35:00 AM +0000,-97.813118,30.3822517,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV478.jpg,1/4 Cent,591a10a420eacf2d16669c6d
481,FM 2222 RD / CITY PARK RD,TURNED_ON,07/08/2017,Spectra Enhanced,LOC16-002625,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,6200,FM 2222 RD,,5914, CITY PARK RD,,5150327,05/02/2020 08:45:00 AM +0000,"(30.3658009, -97.7974396)",ONLINE,05/02/2020 08:35:00 AM +0000,-97.7974396,30.3658009,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV481.jpg,1/4 Cent,591a10a420eacf2d16669c73
501,FM 620 RD / WILSON PARKE AVE,TURNED_ON,06/27/2017,Spectra Enhanced,LOC16-004330,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,8116,FM 620 RD,,11701, WILSON PARKE AVE,,5145963,05/02/2020 08:45:00 AM +0000,"(30.416769, -97.8473129)",ONLINE,05/02/2020 08:35:00 AM +0000,-97.8473129,30.416769,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV501.jpg,None Identified,5952f6e9975ab55184de5481
518,US 290 HWY SVRD / SPRINGDALE RD,TURNED_ON,07/19/2017,Spectra Enhanced,LOC16-003935,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,9200,US 290 HWY SVRD,,8496, SPRINGDALE RD,,5166036,05/08/2020 08:41:00 AM +0000,"(30.329023, -97.654752)",OFFLINE,05/08/2020 08:30:00 AM +0000,-97.654752,30.329023,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV518.jpg,None Identified,596fa959a7c49b4f7ddef2a3
504, LAMAR BLVD / MEADOWS DR,TURNED_ON,06/27/2017,Spectra Enhanced,LOC16-002510,,NORTHEAST,4,AUSTIN FULL PURPOSE,BUILDING,,,10508, LAMAR BLVD,,801, MEADOWS DR,,5162805,02/26/2020 05:11:00 PM +0000,"(30.3741302, -97.690773)",ONLINE,05/01/2019 08:35:00 AM +0000,-97.690773,30.3741302,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV504.jpg,None Identified,5952f9533bec3b534367ed55
506, CAMERON RD / 290 HWY SVRD,REMOVED,09/24/2016,Sarix,LOC16-003270,,NORTHEAST,"4,1",AUSTIN FULL PURPOSE,ROADWAY,,,6313, CAMERON RD,,6450,US 290 HWY SVRD,,5162504,02/26/2020 05:11:00 PM +0000,"(30.3218555, -97.6949463)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.6949463,30.3218555,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV506.jpg,None Identified,59542e5abf49275c0a3deffc
507, CAPITAL OF TEXAS HWY / STONELAKE BLVD,TURNED_ON,09/09/2016,Spectra Enhanced,LOC16-004210,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,9600, CAPITAL OF TEXAS HWY,,9900, STONELAKE BLVD,,5157000,02/26/2020 05:11:00 PM +0000,"(30.3906918, -97.7394409)",ONLINE,08/07/2019 08:35:00 AM +0000,-97.7394409,30.3906918,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV507.jpg,None Identified,59542e97bf3f5357b695e821
508, ENFIELD RD / EXPOSITION BLVD,TURNED_ON,09/26/2016,Spectra Enhanced,LOC16-003700,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,2700, ENFIELD RD,,1500, EXPOSITION BLVD,,5152981,02/26/2020 05:11:00 PM +0000,"(30.2905979, -97.7720566)",ONLINE,01/11/2020 09:35:00 AM +0000,-97.7720566,30.2905979,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV508.jpg,None Identified,59542f344f7fd15c971693eb
509, STECK AVE / MOPAC EXPY SVRD,TURNED_ON,03/20/2018,Spectra Enhanced,LOC16-002210,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,3451, STECK AVE,,8200, MOPAC EXPY SVRD,,5156695,02/26/2020 05:11:00 PM +0000,"(30.3679314, -97.7419205)",ONLINE,07/26/2019 08:35:00 AM +0000,-97.7419205,30.3679314,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV509.jpg,None Identified,59542f61e9effd56760a7d12
510, MOPAC EXPY SVRD / BEE CAVES RD,TURNED_ON,09/22/2016,Advidia,LOC16-005245,,SOUTHWEST,8,AUSTIN FULL PURPOSE,BUILDING,,,800, MOPAC EXPY SVRD,,2500, BEE CAVES RD,,5151862,02/26/2020 05:11:00 PM +0000,"(30.265333, -97.782313)",ONLINE,12/13/2019 09:35:00 AM +0000,-97.782313,30.265333,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV510.jpg,None Identified,59542f9163f39557d8908dec
511,3901 BLK W SLAUGHTER LN (BOWIE HIGH SCHOOL),TURNED_ON,09/29/2016,Spectra Enhanced,LOC16-002605,BOWIE HIGH SCHOOL,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,3901, SLAUGHTER LN,,,  ,,,02/26/2020 05:11:00 PM +0000,"(30.1891022, -97.8568878)",ONLINE,01/22/2020 09:35:00 AM +0000,-97.8568878,30.1891022,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV511.jpg,None Identified,59542fd71b337258e6c6634b
512, SLAUGHTER LN / WEST GATE BLVD,TURNED_ON,09/29/2016,Spectra Enhanced,LOC16-002760,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,2812, SLAUGHTER LN,,9801, WEST GATE BLVD,,5147070,02/26/2020 05:11:00 PM +0000,"(30.1792698, -97.841011)",ONLINE,10/10/2019 08:35:00 AM +0000,-97.841011,30.1792698,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV512.jpg,None Identified,59543009bf3f5357b695e956
513, 1ST ST / DITTMAR RD,TURNED_ON,09/30/2016,Spectra Enhanced,LOC16-002105,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,7500, 1ST ST,,622, DITTMAR RD,,5151136,02/26/2020 05:11:00 PM +0000,"(30.1838989, -97.7926559)",ONLINE,07/11/2019 08:35:00 AM +0000,-97.7926559,30.1838989,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV513.jpg,None Identified,595430bc69e2085528594fde
514, OLD LAMPASAS TRL / SPICEWOOD SPRINGS RD (SCOTLAND WELL DR),TURNED_ON,03/02/2016,Advidia,LOC16-003670,SCOTLAND WELL DR,NORTHWEST,"10,6",AUSTIN FULL PURPOSE,ROADWAY,,,8800, OLD LAMPASAS TRL,,8043, SPICEWOOD SPRINGS RD,,5150518,02/26/2020 05:11:00 PM +0000,"(30.4225273, -97.7936096)",ONLINE,05/10/2019 08:35:00 AM +0000,-97.7936096,30.4225273,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV514.jpg,None Identified,59543160e7785756fa7754a4
515, LAMAR BLVD / 51ST ST,TURNED_ON,06/29/2017,Spectra Enhanced,LOC16-000010,,NORTHEAST,"7,9",AUSTIN FULL PURPOSE,ROADWAY,,,5000, LAMAR BLVD,,601, 51ST ST,,5158588,02/26/2020 05:11:00 PM +0000,"(30.3187695, -97.7308197)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7308197,30.3187695,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV515.jpg,None Identified,59559538d8fab96123b52266
516, PARMER LN / DALLAS DR,TURNED_ON,07/11/2017,Spectra Enhanced,LOC16-003865,,NORTHWEST,6,AUSTIN LTD,ROADWAY,,,6901, PARMER LN,,6801, DALLAS DR,,5155524,02/26/2020 05:11:00 PM +0000,"(30.4502716, -97.7474213)",ONLINE,12/03/2019 09:35:00 AM +0000,-97.7474213,30.4502716,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV516.jpg,None Identified,59652e0aefa4b64ee0fb5aba
497, PARMER LN / LEGENDARY DR (Riata Vista Circle - East),TURNED_ON,05/31/2017,Spectra Enhanced,LOC16-004985,Riata Vista Circle - East,NORTHWEST,6,AUSTIN FULL PURPOSE,BUILDING,,,5400, PARMER LN,,13000, LEGENDARY DR,,5157977,04/29/2020 08:45:00 AM +0000,"(30.43435576, -97.73172024)",ONLINE,04/29/2020 08:35:00 AM +0000,-97.73172024,30.43435576,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV497.jpg,None Identified,5951919e2afee24e0a04db36
519, SPRINGDALE RD / 290 HWY SVRD,REMOVED,07/20/2017,,LOC16-004810,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,8108, SPRINGDALE RD,,8700,US 290 HWY SVRD,,5166007,02/26/2020 05:11:00 PM +0000,"(30.3281689, -97.6552582)",NO COMMUNICATION,07/18/2018 08:30:00 AM +0000,-97.6552582,30.3281689,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV519.jpg,None Identified,5970ca1a9912ac4ecabc23e6
505, BURNET RD / WATERFORD CENTRE BLVD,TURNED_ON,12/13/2016,Spectra Enhanced,LOC16-003725,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,9300, BURNET RD,,9234, WATERFORD CENTRE BLVD,,5159052,03/17/2020 08:45:00 AM +0000,"(30.3773537, -97.7254715)",ONLINE,03/17/2020 08:35:00 AM +0000,-97.7254715,30.3773537,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV505.jpg,None Identified,5954274297c50759e04bfc1e
525,4601 BLK MC KINNEY FALLS PKWY (TX Parks and Wildlife),TURNED_ON,08/08/2017,Spectra Enhanced,LOC16-004370,TX Parks and Wildlife,SOUTHEAST,2,AUSTIN 2 MILE ETJ,ROADWAY,,,4601, MC KINNEY FALLS PKWY,,,  ,,,05/08/2020 08:41:00 AM +0000,"(30.1883583, -97.713356)",OFFLINE,05/08/2020 08:30:00 AM +0000,-97.713356,30.1883583,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV525.jpg,None Identified,598b5b31cbe7c9546d0a4858
521, ALLANDALE RD / NORTHLAND DR,TURNED_ON,07/25/2017,Advidia,LOC16-002180,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,2609, ALLANDALE RD,,2801, NORTHLAND DR,,5155725,02/26/2020 05:11:00 PM +0000,"(30.3346004, -97.7491684)",ONLINE,05/01/2019 08:35:00 AM +0000,-97.7491684,30.3346004,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV521.jpg,1/4 Cent,5978d2c1dd7f66510215fe09
